a0,loc0,lfw0,quantile_level,path_code,a_W1,a_W2,a_W3,loc_W1,loc_W2,loc_W3,lfw_W1,lfw_W2,lfw_W3,path_probability,grid_max_wind_mps,grid_cumulative_excess_mps,road_max_wind_mps,road_cumulative_excess_mps,selected_grid_max,selected_grid_excess,selected_road_max,selected_road_excess,pareto_grid_max,pareto_grid_excess,pareto_road_max,pareto_road_excess,pareto_only_output
2,1,0,0.95,19256835,3,5,6,4,1,4,2,3,2,2.7e-14,55.2436058969182,1121.32166342822,55.2436058969182,1013.63103256282,1,1,1,1,0,0,0,1,1
2,1,0,0.95,23102236,4,6,4,4,1,-2,2,1,3,8e-16,42.1426345820142,682.018153407049,42.1426345820142,463.753496048369,1,1,1,1,0,1,0,1,1
2,1,0,0.95,26606620,4,6,4,4,1,4,2,1,3,1e-15,42.1426345820142,719.74186850502,42.1426345820142,481.980995904659,1,1,1,1,0,1,0,1,1
2,1,0,0.95,23882548,4,5,6,4,2,-1,2,1,3,6.72e-15,51.9667788761672,1079.23104558944,51.9667788761672,805.830817597702,1,1,1,1,0,1,0,0,1
2,1,0,0.95,27386932,4,5,6,4,2,5,2,1,3,8.4e-15,54.5213928208875,1225.46740531241,54.5213928208875,982.698966539853,1,1,1,1,0,1,0,1,1
2,1,0,0.95,27387244,4,6,6,4,2,5,2,1,3,4.75e-14,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163,1,1,1,1,0,1,0,0,1
2,1,0,0.95,24468484,4,5,6,4,3,0,2,1,3,1.4784e-14,54.4752973178521,1230.54949319382,54.4752973178521,1002.06877582904,1,1,1,1,0,1,0,1,1
2,1,0,0.95,24468796,4,6,6,4,3,0,2,1,3,8.36e-14,54.4752973178521,1440.21489797882,54.4752973178521,1271.07719663615,1,1,1,1,0,1,0,1,1
2,1,0,0.95,17480308,4,5,6,4,1,1,2,2,2,4.8384e-13,55.2436058969182,1601.7266805215,55.2436058969182,1460.25122605834,1,1,1,1,0,1,0,1,1
2,1,0,0.95,19232500,4,5,6,4,1,4,2,2,2,1.344e-13,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564,1,1,1,1,0,1,0,1,1
2,1,0,0.95,7940908,4,6,4,4,1,-2,2,2,1,8e-15,55.2436058969182,1062.2823811919,55.2436058969182,975.948524338061,1,1,1,1,0,0,0,1,1
2,1,0,0.95,17480620,4,6,6,4,1,1,2,2,2,2.736e-12,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627,1,1,1,1,0,1,0,1,1
2,1,0,0.95,19232812,4,6,6,4,1,4,2,2,2,7.6e-13,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357,1,1,1,1,0,1,0,1,1
2,1,0,0.99,19256757,3,5,6,4,1,4,1,3,2,2.7e-14,55.2436058969182,1074.22085335331,55.2436058969182,1013.63103256282,1,1,1,1,0,0,0,1,1
2,1,0,0.99,25054401,3,5,6,1,4,1,2,1,3,2.592e-15,55.4927759888396,749.956076245614,55.4927759888396,513.578602373054,1,1,1,1,1,0,1,0,1
2,1,0,0.99,17485905,3,5,6,1,4,1,2,2,2,1.0368e-13,55.2436058969182,1370.28440229782,55.2436058969182,1276.17248433463,1,1,1,1,0,0,0,1,1
2,1,0,0.99,17480602,4,6,6,1,1,1,2,2,2,4.43232e-11,55.2436058969182,1893.89320018547,55.2436058969182,1810.42742502458,1,1,1,1,0,1,0,1,1
2,1,0,0.99,17485906,4,5,6,1,4,1,2,2,2,4.8384e-13,55.2436058969182,1597.22039719926,55.2436058969182,1429.7425959028,1,1,1,1,0,1,0,1,1
2,1,0,0.99,17486218,4,6,6,1,4,1,2,2,2,2.736e-12,55.2436058969182,1861.40479149843,55.2436058969182,1767.47024951188,1,1,1,1,0,1,0,1,1
2,1,0,0.99,23296611,3,5,6,4,1,-2,2,1,3,5.76e-16,42.8919946985263,645.614720569056,42.8919946985263,370.190944580329,1,1,1,1,1,1,1,1,1
2,1,0,0.99,23880675,3,5,6,4,1,-1,2,1,3,1.44e-15,51.9667788761672,838.805694867216,51.9667788761672,619.379165631724,1,1,1,1,1,0,1,0,1
2,1,0,0.99,26800995,3,5,6,4,1,4,2,1,3,7.2e-16,50.8813148382754,543.414116622344,50.8813148382754,294.479906589286,1,1,1,1,1,0,1,0,1
2,1,0,0.99,23882547,3,5,6,4,2,-1,2,1,3,1.44e-15,51.9667788761672,873.122171719039,51.9667788761672,658.310949987845,1,1,1,1,1,1,1,1,1
2,1,0,0.99,27386931,3,5,6,4,2,5,2,1,3,1.8e-15,54.5213928208875,1019.35853144201,54.5213928208875,835.179098929995,1,1,1,1,1,1,1,1,1
2,1,0,0.99,24468483,3,5,6,4,3,0,2,1,3,3.168e-15,54.4752973178521,1024.44061932342,54.4752973178521,854.548908219187,1,1,1,1,0,1,0,1,1
2,1,0,0.99,26812227,3,5,6,4,7,4,2,1,3,7.2e-16,50.8813148382754,388.83043496594,50.8813148382754,230.169660008569,1,1,1,1,1,0,1,0,1
2,1,0,0.99,27396291,3,5,6,4,7,5,2,1,3,1.8e-15,54.5213928208875,830.458372933781,54.5213928208875,731.937067993158,1,1,1,1,1,0,1,0,1
2,1,0,0.99,17480307,3,5,6,4,1,1,2,2,2,1.0368e-13,55.2436058969182,1395.6178066511,55.2436058969182,1312.73135844848,1,1,1,1,0,0,0,1,1
2,1,0,0.99,19232499,3,5,6,4,1,4,2,2,2,2.88e-14,55.2436058969182,1363.12939796406,55.2436058969182,1269.77418293579,1,1,1,1,0,1,0,1,1
2,1,0,0.99,19256835,3,5,6,4,1,4,2,3,2,2.7e-14,55.2436058969182,1121.32166342822,55.2436058969182,1013.63103256282,1,1,1,1,0,0,0,1,1
2,1,0,0.99,23102236,4,6,4,4,1,-2,2,1,3,8e-16,42.1426345820142,682.018153407049,42.1426345820142,463.753496048369,1,1,1,1,0,1,0,1,1
2,1,0,0.99,26606620,4,6,4,4,1,4,2,1,3,1e-15,42.1426345820142,719.74186850502,42.1426345820142,481.980995904659,1,1,1,1,0,1,0,1,1
2,1,0,0.99,23882548,4,5,6,4,2,-1,2,1,3,6.72e-15,51.9667788761672,1079.23104558944,51.9667788761672,805.830817597702,1,1,1,1,0,1,0,0,1
2,1,0,0.99,27386932,4,5,6,4,2,5,2,1,3,8.4e-15,54.5213928208875,1225.46740531241,54.5213928208875,982.698966539853,1,1,1,1,0,1,0,1,1
2,1,0,0.99,27387244,4,6,6,4,2,5,2,1,3,4.75e-14,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163,1,1,1,1,0,1,0,0,1
2,1,0,0.99,24468484,4,5,6,4,3,0,2,1,3,1.4784e-14,54.4752973178521,1230.54949319382,54.4752973178521,1002.06877582904,1,1,1,1,0,1,0,1,1
2,1,0,0.99,24468796,4,6,6,4,3,0,2,1,3,8.36e-14,54.4752973178521,1440.21489797882,54.4752973178521,1271.07719663615,1,1,1,1,0,1,0,1,1
2,1,0,0.99,17480308,4,5,6,4,1,1,2,2,2,4.8384e-13,55.2436058969182,1601.7266805215,55.2436058969182,1460.25122605834,1,1,1,1,0,1,0,1,1
2,1,0,0.99,19232500,4,5,6,4,1,4,2,2,2,1.344e-13,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564,1,1,1,1,0,1,0,1,1
2,1,0,0.99,7940908,4,6,4,4,1,-2,2,2,1,8e-15,55.2436058969182,1062.2823811919,55.2436058969182,975.948524338061,1,1,1,1,0,0,0,1,1
2,1,0,0.99,17480620,4,6,6,4,1,1,2,2,2,2.736e-12,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627,1,1,1,1,0,1,0,1,1
2,1,0,0.99,19232812,4,6,6,4,1,4,2,2,2,7.6e-13,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357,1,1,1,1,0,1,0,1,1
2,1,0,0.995,19256757,3,5,6,4,1,4,1,3,2,2.7e-14,55.2436058969182,1074.22085335331,55.2436058969182,1013.63103256282,1,1,1,1,0,0,0,1,1
2,1,0,0.995,25054401,3,5,6,1,4,1,2,1,3,2.592e-15,55.4927759888396,749.956076245614,55.4927759888396,513.578602373054,1,1,1,1,1,0,1,0,1
2,1,0,0.995,17485905,3,5,6,1,4,1,2,2,2,1.0368e-13,55.2436058969182,1370.28440229782,55.2436058969182,1276.17248433463,1,1,1,1,0,0,0,1,1
2,1,0,0.995,17480602,4,6,6,1,1,1,2,2,2,4.43232e-11,55.2436058969182,1893.89320018547,55.2436058969182,1810.42742502458,1,1,1,1,0,1,0,1,1
2,1,0,0.995,17485906,4,5,6,1,4,1,2,2,2,4.8384e-13,55.2436058969182,1597.22039719926,55.2436058969182,1429.7425959028,1,1,1,1,0,1,0,1,1
2,1,0,0.995,17486218,4,6,6,1,4,1,2,2,2,2.736e-12,55.2436058969182,1861.40479149843,55.2436058969182,1767.47024951188,1,1,1,1,0,1,0,1,1
2,1,0,0.995,23296611,3,5,6,4,1,-2,2,1,3,5.76e-16,42.8919946985263,645.614720569056,42.8919946985263,370.190944580329,1,1,1,1,1,1,1,1,1
2,1,0,0.995,23880675,3,5,6,4,1,-1,2,1,3,1.44e-15,51.9667788761672,838.805694867216,51.9667788761672,619.379165631724,1,1,1,1,1,0,1,0,1
2,1,0,0.995,26800995,3,5,6,4,1,4,2,1,3,7.2e-16,50.8813148382754,543.414116622344,50.8813148382754,294.479906589286,1,1,1,1,1,0,1,0,1
2,1,0,0.995,23882547,3,5,6,4,2,-1,2,1,3,1.44e-15,51.9667788761672,873.122171719039,51.9667788761672,658.310949987845,1,1,1,1,1,1,1,1,1
2,1,0,0.995,27386931,3,5,6,4,2,5,2,1,3,1.8e-15,54.5213928208875,1019.35853144201,54.5213928208875,835.179098929995,1,1,1,1,1,1,1,1,1
2,1,0,0.995,24468483,3,5,6,4,3,0,2,1,3,3.168e-15,54.4752973178521,1024.44061932342,54.4752973178521,854.548908219187,1,1,1,1,0,1,0,1,1
2,1,0,0.995,26812227,3,5,6,4,7,4,2,1,3,7.2e-16,50.8813148382754,388.83043496594,50.8813148382754,230.169660008569,1,1,1,1,1,0,1,0,1
2,1,0,0.995,27396291,3,5,6,4,7,5,2,1,3,1.8e-15,54.5213928208875,830.458372933781,54.5213928208875,731.937067993158,1,1,1,1,1,0,1,0,1
2,1,0,0.995,17480307,3,5,6,4,1,1,2,2,2,1.0368e-13,55.2436058969182,1395.6178066511,55.2436058969182,1312.73135844848,1,1,1,1,0,0,0,1,1
2,1,0,0.995,19232499,3,5,6,4,1,4,2,2,2,2.88e-14,55.2436058969182,1363.12939796406,55.2436058969182,1269.77418293579,1,1,1,1,0,1,0,1,1
2,1,0,0.995,19256835,3,5,6,4,1,4,2,3,2,2.7e-14,55.2436058969182,1121.32166342822,55.2436058969182,1013.63103256282,1,1,1,1,0,0,0,1,1
2,1,0,0.995,23102236,4,6,4,4,1,-2,2,1,3,8e-16,42.1426345820142,682.018153407049,42.1426345820142,463.753496048369,1,1,1,1,0,1,0,1,1
2,1,0,0.995,26606620,4,6,4,4,1,4,2,1,3,1e-15,42.1426345820142,719.74186850502,42.1426345820142,481.980995904659,1,1,1,1,0,1,0,1,1
2,1,0,0.995,23882548,4,5,6,4,2,-1,2,1,3,6.72e-15,51.9667788761672,1079.23104558944,51.9667788761672,805.830817597702,1,1,1,1,0,1,0,0,1
2,1,0,0.995,27386932,4,5,6,4,2,5,2,1,3,8.4e-15,54.5213928208875,1225.46740531241,54.5213928208875,982.698966539853,1,1,1,1,0,1,0,1,1
2,1,0,0.995,27387244,4,6,6,4,2,5,2,1,3,4.75e-14,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163,1,1,1,1,0,1,0,0,1
2,1,0,0.995,24468484,4,5,6,4,3,0,2,1,3,1.4784e-14,54.4752973178521,1230.54949319382,54.4752973178521,1002.06877582904,1,1,1,1,0,1,0,1,1
2,1,0,0.995,24468796,4,6,6,4,3,0,2,1,3,8.36e-14,54.4752973178521,1440.21489797882,54.4752973178521,1271.07719663615,1,1,1,1,0,1,0,1,1
2,1,0,0.995,17480308,4,5,6,4,1,1,2,2,2,4.8384e-13,55.2436058969182,1601.7266805215,55.2436058969182,1460.25122605834,1,1,1,1,0,1,0,1,1
2,1,0,0.995,19232500,4,5,6,4,1,4,2,2,2,1.344e-13,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564,1,1,1,1,0,1,0,1,1
2,1,0,0.995,7940908,4,6,4,4,1,-2,2,2,1,8e-15,55.2436058969182,1062.2823811919,55.2436058969182,975.948524338061,1,1,1,1,0,0,0,1,1
2,1,0,0.995,17480620,4,6,6,4,1,1,2,2,2,2.736e-12,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627,1,1,1,1,0,1,0,1,1
2,1,0,0.995,19232812,4,6,6,4,1,4,2,2,2,7.6e-13,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357,1,1,1,1,0,1,0,1,1
2,2,0,0.95,25054401,3,5,6,1,4,1,2,1,3,3.168e-15,55.4927759888396,749.956076245614,55.4927759888396,513.578602373054,1,1,1,1,1,0,1,0,1
2,2,0,0.95,17485905,3,5,6,1,4,1,2,2,2,1.2672e-13,55.2436058969182,1370.28440229782,55.2436058969182,1276.17248433463,1,1,1,1,0,0,0,1,1
2,2,0,0.95,24468778,4,6,6,1,3,0,2,1,3,2.1736e-13,54.4752973178521,1462.75301972579,54.4752973178521,1277.12744059446,1,1,1,1,0,1,0,1,1
2,2,0,0.95,17480602,4,6,6,1,1,1,2,2,2,5.41728e-11,55.2436058969182,1893.89320018547,55.2436058969182,1810.42742502458,1,1,1,1,0,1,0,1,1
2,2,0,0.95,17485906,4,5,6,1,4,1,2,2,2,5.9136e-13,55.2436058969182,1597.22039719926,55.2436058969182,1429.7425959028,1,1,1,1,0,1,0,1,1
2,2,0,0.95,17486218,4,6,6,1,4,1,2,2,2,3.344e-12,55.2436058969182,1861.40479149843,55.2436058969182,1767.47024951188,1,1,1,1,0,1,0,1,1
2,2,0,0.95,17480307,3,5,6,4,1,1,2,2,2,2.69568e-13,55.2436058969182,1395.6178066511,55.2436058969182,1312.73135844848,1,1,1,1,0,0,0,1,1
2,2,0,0.95,19232499,3,5,6,4,1,4,2,2,2,7.488e-14,55.2436058969182,1363.12939796406,55.2436058969182,1269.77418293579,1,1,1,1,0,0,0,1,1
2,2,0,0.95,27387244,4,6,6,4,2,5,2,1,3,1.235e-13,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163,1,1,1,1,0,1,0,0,1
2,2,0,0.95,19232500,4,5,6,4,1,4,2,2,2,3.4944e-13,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564,1,1,1,1,0,1,0,1,1
2,2,0,0.95,17480620,4,6,6,4,1,1,2,2,2,7.1136e-12,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627,1,1,1,1,0,1,0,1,1
2,2,0,0.95,19232812,4,6,6,4,1,4,2,2,2,1.976e-12,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357,1,1,1,1,0,1,0,1,1
2,2,0,0.95,23882553,3,5,6,5,2,-1,2,1,3,5.76e-16,51.9667788761672,855.829165513449,51.9667788761672,658.310949987845,1,1,1,1,1,1,1,1,1
2,2,0,0.95,25050681,3,5,6,5,2,1,2,1,3,3.168e-15,55.4927759888396,752.213487201864,55.4927759888396,539.749675250255,1,1,1,1,1,0,1,0,1
2,2,0,0.95,27386937,3,5,6,5,2,5,2,1,3,7.2e-16,54.5213928208875,1002.06552523642,54.5213928208875,835.179098929995,1,1,1,1,1,1,1,1,1
2,2,0,0.95,24468489,3,5,6,5,3,0,2,1,3,1.44e-15,54.4752973178521,1007.14761311783,54.4752973178521,854.548908219187,1,1,1,1,0,1,0,1,1
2,2,0,0.95,23882554,4,5,6,5,2,-1,2,1,3,2.688e-15,51.9667788761672,1064.9177444149,51.9667788761672,773.483781693375,1,1,1,1,0,1,0,0,1
2,2,0,0.95,27386938,4,5,6,5,2,5,2,1,3,3.36e-15,54.5213928208875,1211.15410413786,54.5213928208875,950.351930635526,1,1,1,1,0,1,0,1,1
2,2,0,0.95,23882866,4,6,6,5,2,-1,2,1,3,1.52e-14,51.9667788761672,1273.64759759334,51.9667788761672,1039.74557091516,1,1,1,1,0,1,0,1,1
2,2,0,0.95,27387250,4,6,6,5,2,5,2,1,3,1.9e-14,54.5213928208875,1419.88395731631,54.5213928208875,1216.61371985731,1,1,1,1,0,1,0,1,1
2,2,0,0.95,24468490,4,5,6,5,3,0,2,1,3,6.72e-15,54.4752973178521,1216.23619201927,54.4752973178521,969.721739924717,1,1,1,1,0,1,0,1,1
2,2,0,0.95,24468802,4,6,6,5,3,0,2,1,3,3.8e-14,54.4752973178521,1425.90159680427,54.4752973178521,1238.73016073182,1,1,1,1,0,1,0,1,1
2,2,0,0.95,19234690,4,6,6,5,2,4,2,2,2,1.976e-12,55.2436058969182,1673.1421103504,55.2436058969182,1533.67864265262,1,1,1,1,0,1,0,1,1
2,2,0,0.95,19818754,4,6,6,5,2,5,2,2,2,7.6e-13,55.2141131970405,1652.79936683209,55.2141131970405,1523.49049350481,1,1,1,1,0,1,0,1,1
2,2,0,0.99,25054401,3,5,6,1,4,1,2,1,3,3.168e-15,55.4927759888396,749.956076245614,55.4927759888396,513.578602373054,1,1,1,1,1,0,1,0,1
2,2,0,0.99,17485905,3,5,6,1,4,1,2,2,2,1.2672e-13,55.2436058969182,1370.28440229782,55.2436058969182,1276.17248433463,1,1,1,1,0,0,0,1,1
2,2,0,0.99,24468778,4,6,6,1,3,0,2,1,3,2.1736e-13,54.4752973178521,1462.75301972579,54.4752973178521,1277.12744059446,1,1,1,1,0,1,0,1,1
2,2,0,0.99,17480602,4,6,6,1,1,1,2,2,2,5.41728e-11,55.2436058969182,1893.89320018547,55.2436058969182,1810.42742502458,1,1,1,1,0,1,0,1,1
2,2,0,0.99,17485906,4,5,6,1,4,1,2,2,2,5.9136e-13,55.2436058969182,1597.22039719926,55.2436058969182,1429.7425959028,1,1,1,1,0,1,0,1,1
2,2,0,0.99,17486218,4,6,6,1,4,1,2,2,2,3.344e-12,55.2436058969182,1861.40479149843,55.2436058969182,1767.47024951188,1,1,1,1,0,1,0,1,1
2,2,0,0.99,17480307,3,5,6,4,1,1,2,2,2,2.69568e-13,55.2436058969182,1395.6178066511,55.2436058969182,1312.73135844848,1,1,1,1,0,0,0,1,1
2,2,0,0.99,19232499,3,5,6,4,1,4,2,2,2,7.488e-14,55.2436058969182,1363.12939796406,55.2436058969182,1269.77418293579,1,1,1,1,0,0,0,1,1
2,2,0,0.99,27387244,4,6,6,4,2,5,2,1,3,1.235e-13,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163,1,1,1,1,0,1,0,0,1
2,2,0,0.99,19232500,4,5,6,4,1,4,2,2,2,3.4944e-13,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564,1,1,1,1,0,1,0,1,1
2,2,0,0.99,17480620,4,6,6,4,1,1,2,2,2,7.1136e-12,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627,1,1,1,1,0,1,0,1,1
2,2,0,0.99,19232812,4,6,6,4,1,4,2,2,2,1.976e-12,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357,1,1,1,1,0,1,0,1,1
2,2,0,0.99,23882553,3,5,6,5,2,-1,2,1,3,5.76e-16,51.9667788761672,855.829165513449,51.9667788761672,658.310949987845,1,1,1,1,1,1,1,1,1
2,2,0,0.99,25050681,3,5,6,5,2,1,2,1,3,3.168e-15,55.4927759888396,752.213487201864,55.4927759888396,539.749675250255,1,1,1,1,1,0,1,0,1
2,2,0,0.99,27386937,3,5,6,5,2,5,2,1,3,7.2e-16,54.5213928208875,1002.06552523642,54.5213928208875,835.179098929995,1,1,1,1,1,1,1,1,1
2,2,0,0.99,24468489,3,5,6,5,3,0,2,1,3,1.44e-15,54.4752973178521,1007.14761311783,54.4752973178521,854.548908219187,1,1,1,1,0,1,0,1,1
2,2,0,0.99,23882554,4,5,6,5,2,-1,2,1,3,2.688e-15,51.9667788761672,1064.9177444149,51.9667788761672,773.483781693375,1,1,1,1,0,1,0,0,1
2,2,0,0.99,27386938,4,5,6,5,2,5,2,1,3,3.36e-15,54.5213928208875,1211.15410413786,54.5213928208875,950.351930635526,1,1,1,1,0,1,0,1,1
2,2,0,0.99,23882866,4,6,6,5,2,-1,2,1,3,1.52e-14,51.9667788761672,1273.64759759334,51.9667788761672,1039.74557091516,1,1,1,1,0,1,0,1,1
2,2,0,0.99,27387250,4,6,6,5,2,5,2,1,3,1.9e-14,54.5213928208875,1419.88395731631,54.5213928208875,1216.61371985731,1,1,1,1,0,1,0,1,1
2,2,0,0.99,24468490,4,5,6,5,3,0,2,1,3,6.72e-15,54.4752973178521,1216.23619201927,54.4752973178521,969.721739924717,1,1,1,1,0,1,0,1,1
2,2,0,0.99,24468802,4,6,6,5,3,0,2,1,3,3.8e-14,54.4752973178521,1425.90159680427,54.4752973178521,1238.73016073182,1,1,1,1,0,1,0,1,1
2,2,0,0.99,19234690,4,6,6,5,2,4,2,2,2,1.976e-12,55.2436058969182,1673.1421103504,55.2436058969182,1533.67864265262,1,1,1,1,0,1,0,1,1
2,2,0,0.99,19818754,4,6,6,5,2,5,2,2,2,7.6e-13,55.2141131970405,1652.79936683209,55.2141131970405,1523.49049350481,1,1,1,1,0,1,0,1,1
2,2,0,0.995,25054401,3,5,6,1,4,1,2,1,3,3.168e-15,55.4927759888396,749.956076245614,55.4927759888396,513.578602373054,1,1,1,1,1,0,1,0,1
2,2,0,0.995,17485905,3,5,6,1,4,1,2,2,2,1.2672e-13,55.2436058969182,1370.28440229782,55.2436058969182,1276.17248433463,1,1,1,1,0,0,0,1,1
2,2,0,0.995,24468778,4,6,6,1,3,0,2,1,3,2.1736e-13,54.4752973178521,1462.75301972579,54.4752973178521,1277.12744059446,1,1,1,1,0,1,0,1,1
2,2,0,0.995,17480602,4,6,6,1,1,1,2,2,2,5.41728e-11,55.2436058969182,1893.89320018547,55.2436058969182,1810.42742502458,1,1,1,1,0,1,0,1,1
2,2,0,0.995,17485906,4,5,6,1,4,1,2,2,2,5.9136e-13,55.2436058969182,1597.22039719926,55.2436058969182,1429.7425959028,1,1,1,1,0,1,0,1,1
2,2,0,0.995,17486218,4,6,6,1,4,1,2,2,2,3.344e-12,55.2436058969182,1861.40479149843,55.2436058969182,1767.47024951188,1,1,1,1,0,1,0,1,1
2,2,0,0.995,17480307,3,5,6,4,1,1,2,2,2,2.69568e-13,55.2436058969182,1395.6178066511,55.2436058969182,1312.73135844848,1,1,1,1,0,0,0,1,1
2,2,0,0.995,19232499,3,5,6,4,1,4,2,2,2,7.488e-14,55.2436058969182,1363.12939796406,55.2436058969182,1269.77418293579,1,1,1,1,0,0,0,1,1
2,2,0,0.995,27387244,4,6,6,4,2,5,2,1,3,1.235e-13,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163,1,1,1,1,0,1,0,0,1
2,2,0,0.995,19232500,4,5,6,4,1,4,2,2,2,3.4944e-13,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564,1,1,1,1,0,1,0,1,1
2,2,0,0.995,17480620,4,6,6,4,1,1,2,2,2,7.1136e-12,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627,1,1,1,1,0,1,0,1,1
2,2,0,0.995,19232812,4,6,6,4,1,4,2,2,2,1.976e-12,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357,1,1,1,1,0,1,0,1,1
2,2,0,0.995,23882553,3,5,6,5,2,-1,2,1,3,5.76e-16,51.9667788761672,855.829165513449,51.9667788761672,658.310949987845,1,1,1,1,1,1,1,1,1
2,2,0,0.995,25050681,3,5,6,5,2,1,2,1,3,3.168e-15,55.4927759888396,752.213487201864,55.4927759888396,539.749675250255,1,1,1,1,1,0,1,0,1
2,2,0,0.995,27386937,3,5,6,5,2,5,2,1,3,7.2e-16,54.5213928208875,1002.06552523642,54.5213928208875,835.179098929995,1,1,1,1,1,1,1,1,1
2,2,0,0.995,24468489,3,5,6,5,3,0,2,1,3,1.44e-15,54.4752973178521,1007.14761311783,54.4752973178521,854.548908219187,1,1,1,1,0,1,0,1,1
2,2,0,0.995,23882554,4,5,6,5,2,-1,2,1,3,2.688e-15,51.9667788761672,1064.9177444149,51.9667788761672,773.483781693375,1,1,1,1,0,1,0,0,1
2,2,0,0.995,27386938,4,5,6,5,2,5,2,1,3,3.36e-15,54.5213928208875,1211.15410413786,54.5213928208875,950.351930635526,1,1,1,1,0,1,0,1,1
