case_id,eta,design,risk_type,top_k,kappa,beta_ext,T1,T2,T3,T4,TerminalLOH_total,capacity_binding_count,first_stage_cost,nominal_risk,J_base,extreme_risk,enhanced_objective,nominal_risk_error,extreme_risk_error,objective_error,nominal_demand_balance_error,nominal_capacity_violation,extreme_demand_balance_error,extreme_capacity_violation,nominal_objective_reconstruction_error,extreme_objective_reconstruction_error,nominal_loss_mean,nominal_loss_q90,nominal_loss_q95,nominal_loss_q99,nominal_loss_max,extreme_loss_mean,extreme_loss_q90,extreme_loss_q95,extreme_loss_q99,extreme_loss_max,nominal_shortage_mean_kg,nominal_shortage_q95_kg,nominal_shortage_max_kg,extreme_shortage_mean_kg,extreme_shortage_q95_kg,extreme_shortage_max_kg,nominal_service_rate,extreme_service_rate,nominal_zero_shortage_share,extreme_zero_shortage_share,nominal_unreachable_demand_mean_kg,extreme_unreachable_demand_mean_kg,nominal_unreachable_demand_share,extreme_unreachable_demand_share,active_path_ids,active_replica_rows,maximum_mechanical_residual,fixed_audit_pass,fixed_audit_runtime_sec,decision_label
11,0,R2_TOPK_10PCT,R2_TOPK,3,0,0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,10092.0150377861,11444.8775967693,872171.138280415,11444.8775967693,5.45696821063757e-12,3.49245965480804e-10,3.63797880709171e-11,1.77635683940025e-15,5.11590769747272e-13,0,2.8421709430404e-14,4.38094139099121e-06,3.97861003875732e-06,10092.0150377861,21145.4552788299,61314.2770955281,188736.506145148,605348.344020294,531165.711611702,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.60246206438826,29.4574912036658,301.121021193028,264.37997335087,409.404576821319,449.226740855904,0.987277179106841,0.545181121216744,0.866866666666667,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605;609,95;42;60,4.38094139099121e-06,1,7.802037,BASELINE_SAA
12,0,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.31222842564295e-05,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,10092.0150377861,11444.8775967693,872171.138280415,11456.322474366,5.45696821063757e-12,3.49245965480804e-10,6.73026079311967e-11,1.77635683940025e-15,5.11590769747272e-13,0,2.8421709430404e-14,4.38094139099121e-06,3.97861003875732e-06,10092.0150377861,21145.4552788299,61314.2770955281,188736.506145148,605348.344020294,531165.711611702,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.60246206438826,29.4574912036658,301.121021193028,264.37997335087,409.404576821319,449.226740855904,0.987277179106841,0.545181121216744,0.866866666666667,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605;609,95;42;60,4.38094139099121e-06,1,6.9588096,EXTREME_ENHANCED
13,0,R2_TOPK_10PCT,R2_TOPK,3,0.005,6.56114212821473e-05,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,10092.0150377861,11444.8775967693,872171.138280415,11502.1019847531,5.45696821063757e-12,3.49245965480804e-10,9.09494701772928e-12,1.77635683940025e-15,5.11590769747272e-13,0,2.8421709430404e-14,4.38094139099121e-06,3.97861003875732e-06,10092.0150377861,21145.4552788299,61314.2770955281,188736.506145148,605348.344020294,531165.711611702,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.60246206438826,29.4574912036658,301.121021193028,264.37997335087,409.404576821319,449.226740855904,0.987277179106841,0.545181121216744,0.866866666666667,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605;609,95;42;60,4.38094139099121e-06,1,7.338523,EXTREME_ENHANCED
14,0,R2_TOPK_10PCT,R2_TOPK,3,0.01,0.000131222842564295,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,10092.0150377861,11444.8775967693,872171.138280415,11559.326372737,5.45696821063757e-12,3.49245965480804e-10,4.36557456851006e-11,1.77635683940025e-15,5.11590769747272e-13,0,2.8421709430404e-14,4.38094139099121e-06,3.97861003875732e-06,10092.0150377861,21145.4552788299,61314.2770955281,188736.506145148,605348.344020294,531165.711611702,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.60246206438826,29.4574912036658,301.121021193028,264.37997335087,409.404576821319,449.226740855904,0.987277179106841,0.545181121216744,0.866866666666667,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605;609,95;42;60,4.38094139099121e-06,1,7.0767178,EXTREME_ENHANCED
15,0,R2_TOPK_10PCT,R2_TOPK,3,0.05,0.000656114212821473,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,10092.0150377861,11444.8775967693,872171.138280415,12017.1214766077,5.45696821063757e-12,3.49245965480804e-10,7.27595761418343e-11,1.77635683940025e-15,5.11590769747272e-13,0,2.8421709430404e-14,4.38094139099121e-06,3.97861003875732e-06,10092.0150377861,21145.4552788299,61314.2770955281,188736.506145148,605348.344020294,531165.711611702,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.60246206438826,29.4574912036658,301.121021193028,264.37997335087,409.404576821319,449.226740855904,0.987277179106841,0.545181121216744,0.866866666666667,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605;609,95;42;60,4.38094139099121e-06,1,7.3119934,EXTREME_ENHANCED
16,0.01,R1_MAX,R1_MAX,1,0,0,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,899141.407567379,15303.4012098195,5.15137799084187e-09,1.16415321826935e-10,5.08953235112131e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617,95,3.93390655517578e-06,1,7.3663162,BASELINE_CHI2
17,0.01,R1_MAX,R1_MAX,1,0.001,1.70200160742543e-05,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,899141.407567379,15318.7046110293,5.15137799084187e-09,1.16415321826935e-10,5.16411091666669e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617,95,3.93390655517578e-06,1,7.1187649,EXTREME_ENHANCED
18,0.01,R1_MAX,R1_MAX,1,0.005,8.51000803712716e-05,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,899141.407567379,15379.9182158686,5.15137799084187e-09,1.16415321826935e-10,5.16774889547378e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617,95,3.93390655517578e-06,1,7.041808,EXTREME_ENHANCED
19,0.01,R1_MAX,R1_MAX,1,0.01,0.000170200160742543,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,899141.407567379,15456.4352219178,5.15137799084187e-09,1.16415321826935e-10,5.14592102263123e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617,95,3.93390655517578e-06,1,7.2570702,EXTREME_ENHANCED
20,0.01,R1_MAX,R1_MAX,1,0.05,0.000851000803712716,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,899141.407567379,16068.5712703107,5.15137799084187e-09,1.16415321826935e-10,5.16774889547378e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617,95,3.93390655517578e-06,1,7.3067836,EXTREME_ENHANCED
21,0.01,R2_TOPK_5PCT,R2_TOPK,2,0,0,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,879011.626917991,15303.4012098195,5.15137799084187e-09,4.65661287307739e-10,5.08953235112131e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605,95;42,3.93390655517578e-06,1,7.2605549,BASELINE_CHI2
22,0.01,R2_TOPK_5PCT,R2_TOPK,2,0.001,1.74097824661109e-05,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,879011.626917991,15318.7046110293,5.15137799084187e-09,4.65661287307739e-10,5.16411091666669e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605,95;42,3.93390655517578e-06,1,6.9970312,EXTREME_ENHANCED
23,0.01,R2_TOPK_5PCT,R2_TOPK,2,0.005,8.70489123305545e-05,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,879011.626917991,15379.9182158686,5.15137799084187e-09,4.65661287307739e-10,5.16774889547378e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605,95;42,3.93390655517578e-06,1,7.0883884,EXTREME_ENHANCED
24,0.01,R2_TOPK_5PCT,R2_TOPK,2,0.01,0.000174097824661109,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,879011.626917991,15456.4352219178,5.15137799084187e-09,4.65661287307739e-10,5.14592102263123e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605,95;42,3.93390655517578e-06,1,7.0579184,EXTREME_ENHANCED
25,0.01,R2_TOPK_5PCT,R2_TOPK,2,0.05,0.000870489123305545,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,879011.626917991,16068.5712703107,5.15137799084187e-09,4.65661287307739e-10,5.16774889547378e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605,95;42,3.93390655517578e-06,1,7.1248328,EXTREME_ENHANCED
26,0.01,R2_TOPK_10PCT,R2_TOPK,3,0,0,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,872171.138280415,15303.4012098195,5.15137799084187e-09,3.49245965480804e-10,5.08953235112131e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605;609,95;42;60,3.93390655517578e-06,1,7.0027967,BASELINE_CHI2
27,0.01,R2_TOPK_10PCT,R2_TOPK,3,0.001,1.75463283960495e-05,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,872171.138280415,15318.7046110293,5.15137799084187e-09,3.49245965480804e-10,5.16411091666669e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605;609,95;42;60,3.93390655517578e-06,1,7.4406418,EXTREME_ENHANCED
28,0.01,R2_TOPK_10PCT,R2_TOPK,3,0.005,8.77316419802474e-05,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,872171.138280415,15379.9182158686,5.15137799084187e-09,3.49245965480804e-10,5.16774889547378e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605;609,95;42;60,3.93390655517578e-06,1,7.4334567,EXTREME_ENHANCED
29,0.01,R2_TOPK_10PCT,R2_TOPK,3,0.01,0.000175463283960495,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,872171.138280415,15456.4352219178,5.15137799084187e-09,3.49245965480804e-10,5.14410203322768e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605;609,95;42;60,3.93390655517578e-06,1,7.1666753,EXTREME_ENHANCED
30,0.01,R2_TOPK_10PCT,R2_TOPK,3,0.05,0.000877316419802474,300,143.468740452331,100,150,693.468740452331,3,1386.93748090466,13916.4637289148,15303.4012098195,872171.138280415,16068.5712703107,5.15137799084187e-09,3.49245965480804e-10,5.16774889547378e-09,3.5527136788005e-15,5.6843418860808e-14,0,0,3.93390655517578e-06,3.88920307159424e-06,10065.2282288421,21115.2809852501,61312.0073430716,187687.892907301,605348.344020294,529535.229587668,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.58915065267975,29.4574912036658,301.121021193028,263.555224233366,409.404576821319,449.226740855904,0.987303787401083,0.546542684414343,0.866933333333333,0,4.46457373010029,257.619701364076,0.0338833376620116,0.458456029080241,617;605;609,95;42;60,3.93390655517578e-06,1,7.3072387,EXTREME_ENHANCED
0,0,R1_MAX,R1_MAX,1,NaN,NaN,300,200,100,150,750,4,1500,10015.9395484092,11515.9395484092,899141.407567379,,,,,,,,,,,10015.9395484092,21088.8456843511,61234.978523041,185907.880980395,605348.344020294,525510.078590218,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.5646120975734,28.9119821073016,301.121021193028,261.512060296939,409.404576821319,449.226740855904,0.98735306176486,0.549910473677341,0.867066666666667,0,4.46457373010029,257.619701364076,,,617,95,3.82959842681885e-06,1,,FULL_CAPACITY
0,0,R2_TOPK_5PCT,R2_TOPK,2,NaN,NaN,300,200,100,150,750,4,1500,10015.9395484092,11515.9395484092,879011.626917991,,,,,,,,,,,10015.9395484092,21088.8456843511,61234.978523041,185907.880980395,605348.344020294,525510.078590218,784161.562633729,820195.36161099,858881.846268602,899141.407567379,4.5646120975734,28.9119821073016,301.121021193028,261.512060296939,409.404576821319,449.226740855904,0.98735306176486,0.549910473677341,0.867066666666667,0,4.46457373010029,257.619701364076,,,617;605,95;42,3.82959842681885e-06,1,,FULL_CAPACITY
