candidate,stage,hour_in_stage,global_hour,site,bus,Pmax_kW,P_EL_kW,Pmax_utilization,production_kg,begin_inventory_kg,inventory_pre_HTT_kg,end_inventory_kg,tank_capacity_kg,tank_headroom_kg,ordinary_demand_kg,ordinary_served_kg,ordinary_shortage_kg,HTT_in_kg,HTT_out_kg,site_voltage_pu,P_EL_ge90pct,P_EL_ge99pct,tank_binding
ARM-B1011,1,1,1,3,18,150,150,1,2.925,25.2621334423093,27.9889088452224,27.9889088452224,100,72.0110911547776,0.19822459708696,0.19822459708696,0,0,0,0.908954710121679,1,1,0
ARM-B1011,1,2,2,3,18,150,150,1,2.925,27.9889088452224,30.5174596510485,30.5174596510485,100,69.4825403489515,0.396449194173921,0.396449194173921,0,0,0,0.912952261453486,1,1,0
ARM-B1011,1,3,3,3,18,150,150,1,2.925,30.5174596510485,33.2442350539615,33.2442350539615,100,66.7557649460385,0.19822459708696,0.19822459708696,0,0,0,0.914257201494073,1,1,0
ARM-B1011,1,4,4,3,18,150,150,1,2.925,33.2442350539615,35.9710104568745,35.9710104568745,100,64.0289895431255,0.19822459708696,0.19822459708696,0,0,0,0.915583940825374,1,1,0
ARM-B1011,1,5,5,3,18,150,150,1,2.925,35.9710104568745,38.6977858597876,38.6977858597876,100,61.3022141402124,0.19822459708696,0.19822459708696,0,0,0,0.916388517712098,1,1,0
ARM-B1011,1,6,6,3,18,150,150,1,2.925,38.6977858597876,41.2263366656137,41.2263366656137,100,58.7736633343863,0.396449194173921,0.396449194173921,0,0,0,0.918231668547988,1,1,0
ARM-B1011,1,7,7,3,18,150,0,0,0,41.2263366656137,40.4334382772658,40.4334382772658,100,59.5665617227342,0.792898388347841,0.792898388347841,0,0,0,0.941007365023203,0,0,0
ARM-B1011,1,8,8,3,18,150,0,0,0,40.4334382772658,38.8476415005701,38.8476415005701,100,61.1523584994299,1.58579677669568,1.58579677669568,0,0,0,0.941266987498855,0,0,0
ARM-B1011,1,1,1,4,31,187.5,187.5,1,3.65625,33.0235808462428,36.1583637855788,36.1583637855788,200,163.841636214421,0.521467060664001,0.521467060664001,0,0,0,0.924370697059362,1,1,0
ARM-B1011,1,2,2,4,31,187.5,187.5,1,3.65625,36.1583637855788,39.5538802552468,39.5538802552468,200,160.446119744753,0.260733530332001,0.260733530332001,0,0,0,0.928093211531442,1,1,0
ARM-B1011,1,3,3,4,31,187.5,187.5,1,3.65625,39.5538802552468,42.9493967249148,42.9493967249148,200,157.050603275085,0.260733530332001,0.260733530332001,0,0,0,0.929308666619444,1,1,0
ARM-B1011,1,4,4,4,31,187.5,187.5,1,3.65625,42.9493967249148,46.3449131945828,46.3449131945828,200,153.655086805417,0.260733530332001,0.260733530332001,0,0,0,0.930544574836113,1,1,0
ARM-B1011,1,5,5,4,31,187.5,187.5,1,3.65625,46.3449131945828,49.4796961339188,49.4796961339188,200,150.520303866081,0.521467060664001,0.521467060664001,0,0,0,0.931294141630091,1,1,0
ARM-B1011,1,6,6,4,31,187.5,187.5,1,3.65625,49.4796961339188,52.0930120125908,52.0930120125908,200,147.906987987409,1.042934121328,1.042934121328,0,0,0,0.933011479866537,1,1,0
ARM-B1011,1,7,7,4,31,187.5,187.5,1,3.65625,52.0930120125908,53.6633937699348,53.6633937699348,200,146.336606230065,2.08586824265601,2.08586824265601,0,0,0,0.939257569988431,1,1,0
ARM-B1011,1,8,8,4,31,187.5,0,0,0,53.6633937699348,51.0560584666148,51.0560584666148,200,148.943941533385,2.60733530332001,2.60733530332001,0,0,0,0.944482564558062,0,0,0
ARM-B1011,2,1,9,1,24,375,0,0,0,94.3928559615926,90.0732892723577,90.0732892723577,300,209.926710727642,4.31956668923494,4.31956668923494,0,0,0,0.978978071795509,0,0,0
ARM-B1011,2,2,10,1,24,375,0,0,0,90.0732892723577,87.745936530313,87.745936530313,300,212.254063469687,2.32735274204469,2.32735274204469,0,0,0,0.97911100561741,0,0,0
ARM-B1011,2,3,11,1,24,375,0,0,0,87.745936530313,85.8840543366772,85.8840543366772,300,214.115945663323,1.86188219363575,1.86188219363575,0,0,0,0.978229512458615,0,0,0
ARM-B1011,2,4,12,1,24,375,0,0,0,85.8840543366772,84.0221721430415,84.0221721430415,300,215.977827856959,1.86188219363575,1.86188219363575,0,0,0,0.97780040874695,0,0,0
ARM-B1011,2,5,13,1,24,375,0,0,0,84.0221721430415,81.6948194009968,81.6948194009968,300,218.305180599003,2.32735274204469,2.32735274204469,0,0,0,0.977612117957782,0,0,0
ARM-B1011,2,6,14,1,24,375,0,0,0,81.6948194009968,78.9019961105432,78.9019961105432,300,221.098003889457,2.79282329045362,2.79282329045362,0,0,0,0.977430553787688,0,0,0
ARM-B1011,2,7,15,1,24,375,0,0,0,78.9019961105432,75.6437022716806,75.6437022716806,300,224.356297728319,3.25829383886256,3.25829383886256,0,0,0,0.978392990493837,0,0,0
ARM-B1011,2,8,16,1,24,375,0,0,0,75.6437022716806,71.9199378844091,71.9199378844091,300,228.080062115591,3.7237643872715,3.7237643872715,0,0,0,0.97814273152155,0,0,0
ARM-B1011,2,1,9,2,14,200,0,0,0,61.0621752057055,59.5093801746496,59.5093801746496,200,140.49061982535,1.5527950310559,1.5527950310559,0,0,0,0.93786197718719,0,0,0
ARM-B1011,2,2,10,2,14,200,0,0,0,59.5093801746496,58.2671441498049,58.2671441498049,200,141.732855850195,1.24223602484472,1.24223602484472,0,0,0,0.938543832496133,0,0,0
ARM-B1011,2,3,11,2,14,200,0,0,0,58.2671441498049,57.0249081249601,57.0249081249601,200,142.97509187504,1.24223602484472,1.24223602484472,0,0,0,0.936386110774906,0,0,0
ARM-B1011,2,4,12,2,14,200,0,0,0,57.0249081249601,55.6273925970098,55.6273925970098,200,144.37260740299,1.39751552795031,1.39751552795031,0,0,0,0.935872485773145,0,0,0
ARM-B1011,2,5,13,2,14,200,0,0,0,55.6273925970098,53.9503739634695,53.9503739634695,200,146.049626036531,1.67701863354037,1.67701863354037,0,0,0,0.935750794045141,0,0,0
ARM-B1011,2,6,14,2,14,200,0,0,0,53.9503739634695,51.993852224339,51.993852224339,200,148.006147775661,1.95652173913043,1.95652173913043,0,0,0,0.936342889846972,0,0,0
ARM-B1011,2,7,15,2,14,200,0,0,0,51.993852224339,49.5093801746496,49.5093801746496,200,150.49061982535,2.48447204968944,2.48447204968944,0,0,0,0.939753770789519,0,0,0
ARM-B1011,2,8,16,2,14,200,0,0,0,49.5093801746496,46.4037901125378,46.4037901125378,200,153.596209887462,3.1055900621118,3.1055900621118,0,0,0,0.938472382903484,0,0,0
ARM-B1011,2,1,9,3,18,150,0,0,0,38.8476415005701,37.1429099656223,37.1429099656223,100,62.8570900343777,1.70473153494786,1.70473153494786,0,0,0,0.933695183382614,0,0,0
ARM-B1011,2,2,10,3,18,150,0,0,0,37.1429099656223,35.779124737664,35.779124737664,100,64.220875262336,1.36378522795829,1.36378522795829,0,0,0,0.934506838151662,0,0,0
ARM-B1011,2,3,11,3,18,150,0,0,0,35.779124737664,34.9267589701901,34.9267589701901,100,65.0732410298099,0.852365767473929,0.852365767473929,0,0,0,0.932348215697739,0,0,0
ARM-B1011,2,4,12,3,18,150,0,0,0,34.9267589701901,34.1338605818422,34.1338605818422,100,65.8661394181578,0.792898388347841,0.792898388347841,0,0,0,0.932029559840564,0,0,0
ARM-B1011,2,5,13,3,18,150,0,0,0,34.1338605818422,33.3409621934944,33.3409621934944,100,66.6590378065056,0.792898388347841,0.792898388347841,0,0,0,0.932031097678759,0,0,0
ARM-B1011,2,6,14,3,18,150,0,0,0,33.3409621934944,32.3498392080596,32.3498392080596,100,67.6501607919404,0.991122985434801,0.991122985434801,0,0,0,0.932999291691874,0,0,0
ARM-B1011,2,7,15,3,18,150,0,0,0,32.3498392080596,31.1604916255378,31.1604916255378,100,68.8395083744622,1.18934758252176,1.18934758252176,0,0,0,0.93679221777158,0,0,0
ARM-B1011,2,8,16,3,18,150,0,0,0,31.1604916255378,29.7729194459291,29.7729194459291,100,70.2270805540709,1.38757217960872,1.38757217960872,0,0,0,0.93526856944726,0,0,0
ARM-B1011,2,1,9,4,31,187.5,0,0,0,51.0560584666148,48.9701902239588,48.9701902239588,200,151.029809776041,2.08586824265601,2.08586824265601,0,0,0,0.937150630561584,0,0,0
ARM-B1011,2,2,10,4,31,187.5,0,0,0,48.9701902239588,47.6665225722987,47.6665225722987,200,152.333477427701,1.30366765166,1.30366765166,0,0,0,0.937559696080622,0,0,0
ARM-B1011,2,3,11,4,31,187.5,0,0,0,47.6665225722987,46.6235884509707,46.6235884509707,200,153.376411549029,1.042934121328,1.042934121328,0,0,0,0.934867934583353,0,0,0
ARM-B1011,2,4,12,4,31,187.5,0,0,0,46.6235884509707,45.3929261878037,45.3929261878037,200,154.607073812196,1.23066226316704,1.23066226316704,0,0,0,0.9335609229386,0,0,0
ARM-B1011,2,5,13,4,31,187.5,0,0,0,45.3929261878037,43.8545983588449,43.8545983588449,200,156.145401641155,1.5383278289588,1.5383278289588,0,0,0,0.932988021271496,0,0,0
ARM-B1011,2,6,14,4,31,187.5,0,0,0,43.8545983588449,42.0086049640943,42.0086049640943,200,157.991395035906,1.84599339475056,1.84599339475056,0,0,0,0.932442286835158,0,0,0
ARM-B1011,2,7,15,4,31,187.5,0,0,0,42.0086049640943,39.854946003552,39.854946003552,200,160.145053996448,2.15365896054233,2.15365896054233,0,0,0,0.9353965009238,0,0,0
ARM-B1011,2,8,16,4,31,187.5,0,0,0,39.854946003552,37.769077760896,37.769077760896,200,162.230922239104,2.08586824265601,2.08586824265601,0,0,0,0.93462508263946,0,0,0
ARM-B1011,3,1,17,1,24,375,0,0,0,71.9199378844091,66.8928559615926,66.8928559615926,300,233.107144038407,5.02708192281652,5.02708192281652,0,0,0,0.978107087433679,0,0,0
ARM-B1011,3,2,18,1,24,375,0,0,0,66.8928559615926,62.3684822310577,62.3684822310577,300,237.631517768942,4.52437373053487,4.52437373053487,0,0,0,0.978617935865678,0,0,0
ARM-B1011,3,3,19,1,24,375,0,0,0,62.3684822310577,59.3522330773678,59.3522330773678,300,240.647766922632,3.01624915368991,3.01624915368991,0,0,0,0.977471414178767,0,0,0
ARM-B1011,3,4,20,1,24,375,0,0,0,59.3522330773678,57.4903508837321,57.4903508837321,300,242.509649116268,1.86188219363575,1.86188219363575,0,0,0,0.974247247050156,0,0,0
ARM-B1011,3,5,21,1,24,375,0,0,0,57.4903508837321,56.0939392385053,56.0939392385053,300,243.906060761495,1.39641164522681,1.39641164522681,0,0,0,0.973599205346691,0,0,0
ARM-B1011,3,6,22,1,24,375,0,0,0,56.0939392385053,55.1629981416874,55.1629981416874,300,244.837001858313,0.930941096817874,0.930941096817874,0,0,0,0.974247247050156,0,0,0
ARM-B1011,3,7,23,1,24,375,0,0,0,55.1629981416874,54.6975275932784,54.6975275932784,300,245.302472406722,0.465470548408937,0.465470548408937,0,0,0,0.974563915357715,0,0,0
ARM-B1011,3,8,24,1,24,375,375,1,7.3125,54.6975275932784,61.5445570448695,61.5445570448695,300,238.45544295513,0.465470548408937,0.465470548408937,0,0,0,0.970474291991131,1,1,0
ARM-B1011,3,1,17,2,14,200,0,0,0,46.4037901125378,43.6087590566372,43.6087590566372,200,156.391240943363,2.79503105590062,2.79503105590062,0,0,0,0.937777793160594,0,0,0
ARM-B1011,3,2,18,2,14,200,0,0,0,43.6087590566372,41.7454050193701,41.7454050193701,200,158.25459498063,1.86335403726708,1.86335403726708,0,0,0,0.938378923913478,0,0,0
ARM-B1011,3,3,19,2,14,200,0,0,0,41.7454050193701,40.5031689945254,40.5031689945254,200,159.496831005475,1.24223602484472,1.24223602484472,0,0,0,0.933667463683105,0,0,0
ARM-B1011,3,4,20,2,14,200,0,0,0,40.5031689945254,39.5714919758918,39.5714919758918,200,160.428508024108,0.93167701863354,0.93167701863354,0,0,0,0.923309231212958,0,0,0
ARM-B1011,3,5,21,2,14,200,0,0,0,39.5714919758918,38.9503739634695,38.9503739634695,200,161.049626036531,0.62111801242236,0.62111801242236,0,0,0,0.921323983730229,0,0,0
ARM-B1011,3,6,22,2,14,200,0,0,0,38.9503739634695,38.6398149572583,38.6398149572583,200,161.360185042742,0.31055900621118,0.31055900621118,0,0,0,0.923309231212958,0,0,0
ARM-B1011,3,7,23,2,14,200,0,0,0,38.6398149572583,38.3292559510471,38.3292559510471,200,161.670744048953,0.31055900621118,0.31055900621118,0,0,0,0.924278259268741,0,0,0
ARM-B1011,3,8,24,2,14,200,200,1,3.9,38.3292559510471,41.6081379386248,41.6081379386248,200,158.391862061375,0.62111801242236,0.62111801242236,0,0,0,0.915802050229884,1,1,0
ARM-B1011,3,1,17,3,18,150,0,0,0,29.7729194459291,28.1871226692334,28.1871226692334,100,71.8128773307666,1.58579677669568,1.58579677669568,0,0,0,0.934353864330492,0,0,0
ARM-B1011,3,2,18,3,18,150,0,0,0,28.1871226692334,25.7093152056464,25.7093152056464,100,74.2906847943536,2.477807463587,2.477807463587,0,0,0,0.934719750392014,0,0,0
ARM-B1011,3,3,19,3,18,150,0,0,0,25.7093152056464,23.4792884884181,23.4792884884181,100,76.5207115115819,2.2300267172283,2.2300267172283,0,0,0,0.929315773171461,0,0,0
ARM-B1011,3,4,20,3,18,150,0,0,0,23.4792884884181,21.9926040102659,21.9926040102659,100,78.0073959897341,1.4866844781522,1.4866844781522,0,0,0,0.918067572956939,0,0,0
ARM-B1011,3,5,21,3,18,150,0,0,0,21.9926040102659,21.0014810248311,21.0014810248311,100,78.9985189751689,0.991122985434801,0.991122985434801,0,0,0,0.915940163768486,0,0,0
ARM-B1011,3,6,22,3,18,150,0,0,0,21.0014810248311,20.4068072335702,20.4068072335702,100,79.5931927664298,0.594673791260881,0.594673791260881,0,0,0,0.918067572956939,0,0,0
ARM-B1011,3,7,23,3,18,150,0,0,0,20.4068072335702,20.0103580393963,20.0103580393963,100,79.9896419606037,0.396449194173921,0.396449194173921,0,0,0,0.919105863079785,0,0,0
ARM-B1011,3,8,24,3,18,150,0,0,0,20.0103580393963,19.8121334423093,19.8121334423093,100,80.1878665576907,0.19822459708696,0.19822459708696,0,0,0,0.910990781789388,0,0,0
ARM-B1011,3,1,17,4,31,187.5,0,0,0,37.769077760896,35.161742457576,35.161742457576,200,164.838257542424,2.60733530332001,2.60733530332001,0,0,0,0.934510174314166,0,0,0
ARM-B1011,3,2,18,4,31,187.5,0,0,0,35.161742457576,32.815140684588,32.815140684588,200,167.184859315412,2.34660177298801,2.34660177298801,0,0,0,0.936064849522856,0,0,0
ARM-B1011,3,3,19,4,31,187.5,0,0,0,32.815140684588,31.250739502596,31.250739502596,200,168.749260497404,1.564401181992,1.564401181992,0,0,0,0.932540321529529,0,0,0
ARM-B1011,3,4,20,4,31,187.5,0,0,0,31.250739502596,30.3120987934008,30.3120987934008,200,169.687901206599,0.938640709195203,0.938640709195203,0,0,0,0.922608220694844,0,0,0
ARM-B1011,3,5,21,4,31,187.5,0,0,0,30.3120987934008,29.6081182615044,29.6081182615044,200,170.391881738496,0.703980531896402,0.703980531896402,0,0,0,0.920604012870456,0,0,0
ARM-B1011,3,6,22,4,31,187.5,0,0,0,29.6081182615044,29.1387979069068,29.1387979069068,200,170.861202093093,0.469320354597601,0.469320354597601,0,0,0,0.922608220694844,0,0,0
ARM-B1011,3,7,23,4,31,187.5,0,0,0,29.1387979069068,28.8780643765748,28.8780643765748,200,171.121935623425,0.260733530332001,0.260733530332001,0,0,0,0.92358648741973,0,0,0
ARM-B1011,3,8,24,4,31,187.5,187.5,1,3.65625,28.8780643765748,32.2735808462428,32.2735808462428,200,167.726419153757,0.260733530332001,0.260733530332001,0,0,0,0.917822249502758,1,1,0
ARM-B1011,4,1,25,1,24,375,0,0,0,61.5445570448695,60.6136159480516,60.6136159480516,300,239.386384051948,0.930941096817874,0.930941096817874,0,0,0,0.979387522747568,0,0,0
ARM-B1011,4,2,26,1,24,375,0,0,0,60.6136159480516,60.1481453996427,60.1481453996427,300,239.851854600357,0.465470548408937,0.465470548408937,0,0,0,0.980589717141008,0,0,0
ARM-B1011,4,3,27,1,24,375,0,0,0,60.1481453996427,59.6826748512338,59.6826748512338,300,240.317325148766,0.465470548408937,0.465470548408937,0,0,0,0.980982977313253,0,0,0
ARM-B1011,4,4,28,1,24,375,0,0,0,59.6826748512338,59.2172043028248,59.2172043028248,300,240.782795697175,0.465470548408937,0.465470548408937,0,0,0,0.981383220932609,0,0,0
ARM-B1011,4,5,29,1,24,375,0,0,0,59.2172043028248,58.2862632060069,58.2862632060069,300,241.713736793993,0.930941096817874,0.930941096817874,0,0,0,0.98162614447226,0,0,0
ARM-B1011,4,6,30,1,24,375,0,0,0,58.2862632060069,56.4243810123712,56.4243810123712,300,243.575618987629,1.86188219363575,1.86188219363575,0,0,0,0.98218321886878,0,0,0
ARM-B1011,4,7,31,1,24,375,0,0,0,56.4243810123712,52.1048143231363,52.1048143231363,300,247.895185676864,4.31956668923494,4.31956668923494,0,0,0,0.982582973583975,0,0,0
ARM-B1011,4,8,32,1,24,375,0,0,0,52.1048143231363,46.7053559615926,46.7053559615926,300,253.294644038407,5.39945836154367,5.39945836154367,0,0,0,0.981383220932609,0,0,0
ARM-B1011,4,1,25,2,14,200,0,0,0,41.6081379386248,41.2975789324136,41.2975789324136,200,158.702421067586,0.31055900621118,0.31055900621118,0,0,0,0.938953520456351,0,0,0
ARM-B1011,4,2,26,2,14,200,0,0,0,41.2975789324136,40.9870199262024,40.9870199262024,200,159.012980073798,0.31055900621118,0.31055900621118,0,0,0,0.942586636247568,0,0,0
ARM-B1011,4,3,27,2,14,200,0,0,0,40.9870199262024,40.6764609199912,40.6764609199912,200,159.323539080009,0.31055900621118,0.31055900621118,0,0,0,0.943773024606416,0,0,0
ARM-B1011,4,4,28,2,14,200,0,0,0,40.6764609199912,40.0553429075689,40.0553429075689,200,159.944657092431,0.62111801242236,0.62111801242236,0,0,0,0.944979438785021,0,0,0
ARM-B1011,4,5,29,2,14,200,0,0,0,40.0553429075689,38.8131068827241,38.8131068827241,200,161.186893117276,1.24223602484472,1.24223602484472,0,0,0,0.945711147984028,0,0,0
ARM-B1011,4,6,30,2,14,200,0,0,0,38.8131068827241,35.782050982103,35.782050982103,200,164.217949017897,3.03105590062112,3.03105590062112,0,0,0,0.947387658368987,0,0,0
ARM-B1011,4,7,31,2,14,200,0,0,0,35.782050982103,31.9932311063266,31.9932311063266,200,168.006768893673,3.7888198757764,3.7888198757764,0,0,0,0.948589475474814,0,0,0
ARM-B1011,4,8,32,2,14,200,0,0,0,31.9932311063266,28.9621752057055,28.9621752057055,200,171.037824794294,3.03105590062112,3.03105590062112,0,0,0,0.944979438785021,0,0,0
ARM-B1011,4,1,25,3,18,150,0,0,0,19.8121334423093,19.6139088452224,19.6139088452224,100,80.3860911547776,0.19822459708696,0.19822459708696,0,0,0,0.934819904639515,0,0,0
ARM-B1011,4,2,26,3,18,150,0,0,0,19.6139088452224,19.2174596510484,19.2174596510484,100,80.7825403489516,0.396449194173921,0.396449194173921,0,0,0,0.938707313677102,0,0,0
ARM-B1011,4,3,27,3,18,150,0,0,0,19.2174596510484,19.0192350539615,19.0192350539615,100,80.9807649460385,0.19822459708696,0.19822459708696,0,0,0,0.939976499462418,0,0,0
ARM-B1011,4,4,28,3,18,150,0,0,0,19.0192350539615,18.8210104568745,18.8210104568745,100,81.1789895431255,0.19822459708696,0.19822459708696,0,0,0,0.941266987498855,0,0,0
ARM-B1011,4,5,29,3,18,150,0,0,0,18.8210104568745,18.6227858597876,18.6227858597876,100,81.3772141402124,0.19822459708696,0.19822459708696,0,0,0,0.942049629506017,0,0,0
ARM-B1011,4,6,30,3,18,150,0,0,0,18.6227858597876,18.2263366656136,18.2263366656136,100,81.7736633343864,0.396449194173921,0.396449194173921,0,0,0,0.943842670248739,0,0,0
ARM-B1011,4,7,31,3,18,150,0,0,0,18.2263366656136,17.4334382772658,17.4334382772658,100,82.5665617227342,0.792898388347841,0.792898388347841,0,0,0,0.945127879387662,0,0,0
ARM-B1011,4,8,32,3,18,150,0,0,0,17.4334382772658,15.8476415005701,15.8476415005701,100,84.1523584994299,1.58579677669568,1.58579677669568,0,0,0,0.941266987498855,0,0,0
ARM-B1011,4,1,25,4,31,187.5,0,0,0,32.2735808462428,31.7521137855788,31.7521137855788,200,168.247886214421,0.521467060664001,0.521467060664001,0,0,0,0.938400391399781,0,0,0
ARM-B1011,4,2,26,4,31,187.5,0,0,0,31.7521137855788,31.4913802552468,31.4913802552468,200,168.508619744753,0.260733530332001,0.260733530332001,0,0,0,0.942067470135764,0,0,0
ARM-B1011,4,3,27,4,31,187.5,0,0,0,31.4913802552468,31.2306467249148,31.2306467249148,200,168.769353275085,0.260733530332001,0.260733530332001,0,0,0,0.943264918700606,0,0,0
ARM-B1011,4,4,28,4,31,187.5,0,0,0,31.2306467249148,30.9699131945828,30.9699131945828,200,169.030086805417,0.260733530332001,0.260733530332001,0,0,0,0.944482564558062,0,0,0
ARM-B1011,4,5,29,4,31,187.5,0,0,0,30.9699131945828,30.4484461339188,30.4484461339188,200,169.551553866081,0.521467060664001,0.521467060664001,0,0,0,0.94522107849528,0,0,0
ARM-B1011,4,6,30,4,31,187.5,0,0,0,30.4484461339188,29.4055120125908,29.4055120125908,200,170.594487987409,1.042934121328,1.042934121328,0,0,0,0.946913158932749,0,0,0
ARM-B1011,4,7,31,4,31,187.5,0,0,0,29.4055120125908,27.3196437699348,27.3196437699348,200,172.680356230065,2.08586824265601,2.08586824265601,0,0,0,0.948126119491975,0,0,0
ARM-B1011,4,8,32,4,31,187.5,0,0,0,27.3196437699348,24.7123084666148,24.7123084666148,200,175.287691533385,2.60733530332001,2.60733530332001,0,0,0,0.944482564558062,0,0,0
ARM-B1011,5,1,33,1,24,375,0,0,0,46.7053559615926,42.3857892723576,42.3857892723576,300,257.614210727642,4.31956668923494,4.31956668923494,0,0,0,0.978978071795509,0,0,0
ARM-B1011,5,2,34,1,24,375,0,0,0,42.3857892723576,40.058436530313,40.058436530313,300,259.941563469687,2.32735274204469,2.32735274204469,0,0,0,0.97911100561741,0,0,0
ARM-B1011,5,3,35,1,24,375,0,0,0,40.058436530313,38.1965543366772,38.1965543366772,300,261.803445663323,1.86188219363575,1.86188219363575,0,0,0,0.978229512458615,0,0,0
ARM-B1011,5,4,36,1,24,375,0,0,0,38.1965543366772,36.3346721430415,36.3346721430415,300,263.665327856959,1.86188219363575,1.86188219363575,0,0,0,0.97780040874695,0,0,0
ARM-B1011,5,5,37,1,24,375,0,0,0,36.3346721430415,34.0073194009968,34.0073194009968,300,265.992680599003,2.32735274204469,2.32735274204469,0,0,0,0.977612117957782,0,0,0
ARM-B1011,5,6,38,1,24,375,0,0,0,34.0073194009968,31.2144961105431,31.2144961105431,300,268.785503889457,2.79282329045362,2.79282329045362,0,0,0,0.977430553787688,0,0,0
ARM-B1011,5,7,39,1,24,375,0,0,0,31.2144961105431,27.9562022716806,27.9562022716806,300,272.043797728319,3.25829383886256,3.25829383886256,0,0,0,0.978392990493837,0,0,0
ARM-B1011,5,8,40,1,24,375,0,0,0,27.9562022716806,24.2324378844091,24.2324378844091,300,275.767562115591,3.7237643872715,3.7237643872715,0,0,0,0.97814273152155,0,0,0
ARM-B1011,5,1,33,2,14,200,0,0,0,28.9621752057055,27.4093801746496,27.4093801746496,200,172.59061982535,1.5527950310559,1.5527950310559,0,0,0,0.93786197718719,0,0,0
ARM-B1011,5,2,34,2,14,200,0,0,0,27.4093801746496,26.1671441498049,26.1671441498049,200,173.832855850195,1.24223602484472,1.24223602484472,0,0,0,0.938543832496133,0,0,0
ARM-B1011,5,3,35,2,14,200,0,0,0,26.1671441498049,24.9249081249602,24.9249081249602,200,175.07509187504,1.24223602484472,1.24223602484472,0,0,0,0.936386110774906,0,0,0
ARM-B1011,5,4,36,2,14,200,0,0,0,24.9249081249602,23.5273925970098,23.5273925970098,200,176.47260740299,1.39751552795031,1.39751552795031,0,0,0,0.935872485773145,0,0,0
ARM-B1011,5,5,37,2,14,200,0,0,0,23.5273925970098,21.8503739634695,21.8503739634695,200,178.149626036531,1.67701863354037,1.67701863354037,0,0,0,0.935750794045141,0,0,0
