path_id,inventory_gain_rank,inventory_gain_percentile_from_top,gain_band,terminal_hit,terminal_state,terminal_state_k,high_gap_state_top7_flag,delta_final_inventory,delta_production,delta_htt,delta_ordinary_shortage,delta_operating_cost,saa_ordinary_shortage,dro_ordinary_shortage,saa_terminal_loh_target,dro_terminal_loh_target,delta_terminal_loh_target,saa_terminal_gap,dro_terminal_gap,delta_terminal_gap
1748,27,0.0027,top_1_percent,1,6.0,103.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
1782,28,0.0028,top_1_percent,1,7.0,111.0,False,59.396444680881984,59.39644468088102,26.307034188949498,0.0,2394.0542161048998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1962,29,0.0029,top_1_percent,1,14.0,167.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,185.745847312004,299.484469224306,113.738621912302,0.0,0.0,0.0
1993,30,0.003,top_1_percent,1,6.0,103.0,False,59.396444680881984,59.39644468088102,26.106422253066295,0.0,2018.5277676552996,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
2458,31,0.0031,top_1_percent,1,5.0,95.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,0.0,30.2757519474911,30.2757519474911,0.0,0.0,0.0
3787,32,0.0032,top_1_percent,1,13.0,159.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,240.569511496604,355.126452344801,114.556940848197,0.0,0.0,0.0
4228,33,0.0033,top_1_percent,1,5.0,95.0,False,59.396444680881984,59.39644468088102,26.106422253066295,0.0,2018.5277676552996,0.0,0.0,0.0,30.2757519474911,30.2757519474911,0.0,0.0,0.0
4925,34,0.0034,top_1_percent,1,4.0,87.0,False,59.396444680881984,59.39644468088102,26.106422253066295,0.0,2018.5277676552996,0.0,0.0,0.0,67.6431305846633,67.6431305846633,0.0,0.0,0.0
5101,35,0.0035,top_1_percent,1,7.0,111.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6011,36,0.0036,top_1_percent,1,5.0,95.0,False,59.396444680881984,59.39644468088102,26.307034188949498,0.0,2394.0542161048998,0.0,0.0,0.0,30.2757519474911,30.2757519474911,0.0,0.0,0.0
6223,37,0.0037,top_1_percent,0,,,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,,,,,,
6300,38,0.0038,top_1_percent,1,14.0,167.0,False,59.396444680881984,59.39644468088102,26.106422253066295,0.0,2018.5277676552996,0.0,0.0,185.745847312004,299.484469224306,113.738621912302,0.0,0.0,0.0
6649,39,0.0039,top_1_percent,1,6.0,103.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
6700,40,0.004,top_1_percent,1,6.0,103.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
6934,41,0.0041,top_1_percent,1,4.0,87.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,0.0,67.6431305846633,67.6431305846633,0.0,0.0,0.0
7126,42,0.0042,top_1_percent,1,7.0,111.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7392,43,0.0043,top_1_percent,1,7.0,111.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7963,44,0.0044,top_1_percent,1,7.0,111.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8838,45,0.0045,top_1_percent,1,6.0,103.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
8877,46,0.0046,top_1_percent,1,5.0,95.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,0.0,30.2757519474911,30.2757519474911,0.0,0.0,0.0
9073,47,0.0047,top_1_percent,1,7.0,111.0,False,59.396444680881984,59.39644468088102,26.307034188949398,0.0,2329.6971244857996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7942,48,0.0048,top_1_percent,1,5.0,95.0,False,59.39644468088102,59.39644468088102,26.307034188949398,0.0,2570.1868526543003,0.0,0.0,0.0,30.2757519474911,30.2757519474911,0.0,0.0,0.0
8250,49,0.0049,top_1_percent,1,3.0,79.0,False,59.39644468088102,59.39644468088102,26.307034188949398,0.0,2570.1868526543003,0.0,0.0,0.0,79.4853371037635,79.4853371037635,0.0,0.0,0.0
6427,50,0.005,top_1_percent,1,7.0,111.0,False,59.20790289302602,59.20790289302602,-1.5001883313586006,0.0,1854.9150707831977,56.538008369035,56.538008369035,0.0,0.0,0.0,0.0,0.0,0.0
7449,51,0.0051,top_1_percent,1,4.0,87.0,False,58.62059962917999,58.62059962917999,-2.1644365773775007,0.0,961.9568784702024,22.2686838686158,22.2686838686158,0.0,67.6431305846633,67.6431305846633,0.0,0.0,0.0
9577,52,0.0052,top_1_percent,1,7.0,111.0,False,58.19199847134604,58.191998471345016,30.592530798387,0.0,2474.7814853779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3946,53,0.0053,top_1_percent,0,,,False,58.185831271480026,58.185831271480026,-1.111336543306308,0.0,1000.3866151447,22.2686838686158,22.2686838686158,,,,,,
8305,54,0.0054,top_1_percent,1,9.0,127.0,False,58.07404762787496,58.07404762787502,33.3208138424725,0.0,2712.1744351033994,0.0,0.0,382.129122003109,405.313274925785,23.18415292267599,12.2757423730683,14.7293363683768,2.4535939953084984
7436,55,0.0055,top_1_percent,1,7.0,111.0,False,57.781330759431,57.781330759431,22.7768298955216,0.0,2253.9168004442,49.7931791629814,49.7931791629814,0.0,0.0,0.0,0.0,0.0,0.0
61,56,0.0056,top_1_percent,1,6.0,103.0,False,57.76032163228501,57.76032163228501,46.4679265833162,0.0,3604.5189928148993,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
433,57,0.0057,top_1_percent,1,2.0,71.0,False,57.76032163228501,57.76032163228501,46.4679265833162,0.0,3604.5189928148993,0.0,0.0,0.0,110.465721330482,110.465721330482,0.0,0.0,0.0
3123,58,0.0058,top_1_percent,1,2.0,71.0,False,57.76032163228501,57.76032163228501,46.4679265833162,0.0,3604.5189928148993,0.0,0.0,0.0,110.465721330482,110.465721330482,0.0,0.0,0.0
4600,59,0.0059,top_1_percent,1,3.0,79.0,False,57.76032163228501,57.76032163228501,46.4679265833162,0.0,3604.5189928148993,0.0,0.0,0.0,79.4853371037635,79.4853371037635,0.0,0.0,0.0
7471,60,0.006,top_1_percent,1,3.0,79.0,False,57.76032163228501,57.76032163228501,46.4679265833162,0.0,3604.5189928148993,0.0,0.0,0.0,79.4853371037635,79.4853371037635,0.0,0.0,0.0
7618,61,0.0061,top_1_percent,0,,,False,57.76032163228501,57.76032163228501,46.4679265833162,0.0,3604.5189928148993,0.0,0.0,,,,,,
8046,62,0.0062,top_1_percent,1,7.0,111.0,False,57.76032163228501,57.76032163228501,46.4679265833162,0.0,3604.5189928148993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8996,63,0.0063,top_1_percent,1,3.0,79.0,False,57.76032163228501,57.76032163228501,46.4679265833162,0.0,3604.5189928148993,0.0,0.0,0.0,79.4853371037635,79.4853371037635,0.0,0.0,0.0
9232,64,0.0064,top_1_percent,1,4.0,87.0,False,57.76032163228501,57.76032163228501,46.4679265833162,0.0,3604.5189928148993,0.0,0.0,0.0,67.6431305846633,67.6431305846633,0.0,0.0,0.0
310,65,0.0065,top_1_percent,1,7.0,111.0,False,57.62903831686202,57.629038316861,30.592530798387,0.0,2643.2213691569996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,66,0.0066,top_1_percent,1,4.0,87.0,False,57.62903831686202,57.629038316861,30.592530798387,0.0,2643.2213691569996,0.0,0.0,0.0,67.6431305846633,67.6431305846633,0.0,0.0,0.0
7730,67,0.0067,top_1_percent,1,1.0,63.0,False,57.32465402224801,57.324654022247955,2.577727988539799,0.0,2343.982039055303,49.7931791629814,49.7931791629814,0.0,112.166696626405,112.166696626405,0.0,0.0,0.0
87,68,0.0068,top_1_percent,1,6.0,103.0,False,57.05956116451398,57.059561164515,45.5910630640119,0.0,3576.4329656863993,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
1312,69,0.0069,top_1_percent,1,6.0,103.0,False,57.05956116451398,57.059561164515,45.5910630640119,0.0,3576.4329656863993,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
2308,70,0.007,top_1_percent,1,6.0,103.0,False,57.05956116451398,57.059561164515,45.5910630640119,0.0,3576.4329656863993,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
2534,71,0.0071,top_1_percent,1,3.0,79.0,False,57.05956116451398,57.059561164515,45.5910630640119,0.0,3576.4329656863993,0.0,0.0,0.0,79.4853371037635,79.4853371037635,0.0,0.0,0.0
3010,72,0.0072,top_1_percent,1,7.0,111.0,False,57.05956116451398,57.059561164515,45.5910630640119,0.0,3576.4329656863993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3132,73,0.0073,top_1_percent,1,6.0,103.0,False,57.05956116451398,57.059561164515,45.5910630640119,0.0,3576.4329656863993,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
3141,74,0.0074,top_1_percent,1,7.0,111.0,False,57.05956116451398,57.059561164515,45.5910630640119,0.0,3576.4329656863993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4666,75,0.0075,top_1_percent,1,3.0,79.0,False,57.05956116451398,57.059561164515,45.5910630640119,0.0,3576.4329656863993,0.0,0.0,0.0,79.4853371037635,79.4853371037635,0.0,0.0,0.0
7340,76,0.0076,top_1_percent,1,3.0,79.0,False,57.05956116451398,57.059561164515,45.5910630640119,0.0,3576.4329656863993,0.0,0.0,0.0,79.4853371037635,79.4853371037635,0.0,0.0,0.0
8125,77,0.0077,top_1_percent,1,6.0,103.0,False,57.05956116451398,57.059561164515,45.5910630640119,0.0,3576.4329656863993,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
492,78,0.0078,top_1_percent,1,7.0,111.0,False,56.553781487271976,56.553781487273,-6.2210970569216,0.0,1569.174682468998,56.538008369035,56.538008369035,0.0,0.0,0.0,0.0,0.0,0.0
8752,79,0.0079,top_1_percent,1,7.0,111.0,False,56.458184965844,56.458184965844,23.8237370627801,0.0,1872.2550442611027,49.7931791629814,49.7931791629814,0.0,0.0,0.0,0.0,0.0,0.0
404,80,0.008,top_1_percent,1,7.0,111.0,False,56.415067134203014,56.41506713420404,-4.2930240901809995,0.0,1607.1310850908994,56.538008369035,56.538008369035,0.0,0.0,0.0,0.0,0.0,0.0
1533,81,0.0081,top_1_percent,1,7.0,111.0,False,55.41981497682502,55.41981497682599,30.5925307983871,0.0,2367.6288299500993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4080,82,0.0082,top_1_percent,0,,,False,55.41981497682502,55.41981497682599,30.5925307983871,0.0,2367.6288299500993,0.0,0.0,,,,,,
4449,83,0.0083,top_1_percent,1,7.0,111.0,False,55.41981497682502,55.41981497682599,30.5925307983871,0.0,2367.6288299500993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7968,84,0.0084,top_1_percent,1,5.0,95.0,False,55.41981497682502,55.41981497682599,30.5925307983871,0.0,2367.6288299500993,0.0,0.0,0.0,30.2757519474911,30.2757519474911,0.0,0.0,0.0
794,85,0.0085,top_1_percent,1,3.0,79.0,False,55.12649677817598,55.12649677817603,30.047021701996798,0.0,2346.1819547738996,0.0,0.0,0.0,79.4853371037635,79.4853371037635,0.0,0.0,0.0
2574,86,0.0086,top_1_percent,1,6.0,103.0,False,55.12649677817598,55.12649677817603,30.047021701996798,0.0,2346.1819547738996,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
3616,87,0.0087,top_1_percent,1,14.0,167.0,False,55.12649677817598,55.12649677817603,30.047021701996798,0.0,2346.1819547738996,0.0,0.0,185.745847312004,299.484469224306,113.738621912302,0.0,0.0,0.0
4761,88,0.0088,top_1_percent,0,,,False,55.12649677817598,55.12649677817603,30.047021701996798,0.0,2346.1819547738996,0.0,0.0,,,,,,
5647,89,0.0089,top_1_percent,1,6.0,103.0,False,55.12649677817598,55.12649677817603,30.047021701996798,0.0,2346.1819547738996,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
5999,90,0.009,top_1_percent,1,7.0,111.0,False,55.12649677817598,55.12649677817603,30.047021701996798,0.0,2346.1819547738996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5212,91,0.0091,top_1_percent,1,1.0,63.0,False,54.44487969469401,54.44487969469503,7.8234031671573945,0.0,1153.7315355028004,106.331187532016,106.331187532016,0.0,112.166696626405,112.166696626405,0.0,0.0,0.0
947,92,0.0092,top_1_percent,1,5.0,95.0,False,54.13617205963499,54.13617205963499,5.665197467866399,0.0,1677.4545284388005,0.0,0.0,0.0,30.2757519474911,30.2757519474911,0.0,0.0,0.0
4487,93,0.0093,top_1_percent,1,1.0,63.0,False,53.61368641423104,53.613686414232006,0.40393107597400046,0.0,1724.2027384391986,56.538008369035,56.538008369035,0.0,112.166696626405,112.166696626405,0.0,0.0,0.0
3540,94,0.0094,top_1_percent,1,14.0,167.0,False,53.51189912617002,41.241493503616994,28.1558762868132,12.2704056225523,4020.1531659483007,15.3818266547642,27.6522322773165,185.745847312004,299.484469224306,113.738621912302,0.0,0.0,0.0
4662,95,0.0095,top_1_percent,1,14.0,167.0,False,53.51189912617002,41.241493503616994,28.1558762868132,12.2704056225523,4020.1531659483007,15.3818266547642,27.6522322773165,185.745847312004,299.484469224306,113.738621912302,0.0,0.0,0.0
411,96,0.0096,top_1_percent,1,3.0,79.0,False,53.234637694654964,53.23463769465502,17.605493168507603,0.0,1947.8301575703008,0.0,0.0,0.0,79.4853371037635,79.4853371037635,0.0,0.0,0.0
9086,97,0.0097,top_1_percent,1,2.0,71.0,False,53.11330515503397,53.11330515503403,41.5125978533232,0.0,3252.0223696862995,0.0,0.0,0.0,110.465721330482,110.465721330482,0.0,0.0,0.0
1858,98,0.0098,top_1_percent,1,7.0,111.0,False,52.278741508365954,52.27874150836499,9.933370341204498,0.0,1759.3161484758002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,99,0.0099,top_1_percent,1,7.0,111.0,False,52.278741508365954,52.27874150836499,9.933370341204498,0.0,1759.3161484758002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5166,100,0.01,top_1_percent,1,5.0,95.0,False,52.278741508365954,52.27874150836499,9.933370341204498,0.0,1759.3161484758002,0.0,0.0,0.0,30.2757519474911,30.2757519474911,0.0,0.0,0.0
5498,101,0.0101,top_1_to_5_percent,0,,,False,52.278741508365954,52.27874150836499,9.933370341204498,0.0,1759.3161484758002,0.0,0.0,,,,,,
6734,102,0.0102,top_1_to_5_percent,1,2.0,71.0,False,51.528256347146,51.528256347146,21.875282419468302,0.0,1774.9827524613975,49.7931791629814,49.7931791629814,0.0,110.465721330482,110.465721330482,0.0,0.0,0.0
1373,103,0.0103,top_1_to_5_percent,1,7.0,111.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079574006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,104,0.0104,top_1_to_5_percent,1,5.0,95.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,0.0,30.2757519474911,30.2757519474911,0.0,0.0,0.0
1710,105,0.0105,top_1_to_5_percent,1,6.0,103.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079574006,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
2865,106,0.0106,top_1_to_5_percent,1,7.0,111.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3188,107,0.0107,top_1_to_5_percent,1,7.0,111.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3332,108,0.0108,top_1_to_5_percent,1,4.0,87.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,0.0,67.6431305846633,67.6431305846633,0.0,0.0,0.0
3957,109,0.0109,top_1_to_5_percent,1,7.0,111.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3968,110,0.011,top_1_to_5_percent,1,12.0,151.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,325.668930529416,382.364473540397,56.695543010981,7.1231992046157,23.3353137877147,16.212114583099
4015,111,0.0111,top_1_to_5_percent,1,7.0,111.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4028,112,0.0112,top_1_to_5_percent,1,12.0,151.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,325.668930529416,382.364473540397,56.695543010981,7.1231992046157,23.3353137877147,16.212114583099
4920,113,0.0113,top_1_to_5_percent,1,7.0,111.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6588,114,0.0114,top_1_to_5_percent,1,5.0,95.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,0.0,30.2757519474911,30.2757519474911,0.0,0.0,0.0
6721,115,0.0115,top_1_to_5_percent,1,7.0,111.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6828,116,0.0116,top_1_to_5_percent,1,5.0,95.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,0.0,30.2757519474911,30.2757519474911,0.0,0.0,0.0
7754,117,0.0117,top_1_to_5_percent,1,7.0,111.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9924,118,0.0118,top_1_to_5_percent,1,7.0,111.0,False,51.51813376823799,51.51813376823799,16.901962779869095,0.0,1770.9485079573005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4397,119,0.0119,top_1_to_5_percent,1,2.0,71.0,False,51.44678926949899,51.446789269500016,27.027857757653397,0.0,2467.9197162653,0.0,0.0,0.0,110.465721330482,110.465721330482,0.0,0.0,0.0
1761,120,0.012,top_1_to_5_percent,1,6.0,103.0,False,51.277175019761955,51.277175019761046,5.649023903363997,0.0,1830.3795232226003,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
2190,121,0.0121,top_1_to_5_percent,1,7.0,111.0,False,51.277175019761955,51.277175019761046,5.649023903363997,0.0,1830.3795232226003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3641,122,0.0122,top_1_to_5_percent,1,7.0,111.0,False,51.277175019761955,51.277175019761046,5.649023903363997,0.0,1830.3795232226003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4539,123,0.0123,top_1_to_5_percent,1,1.0,63.0,False,51.277175019761955,51.27717501976201,11.223671427080802,0.0,2144.4233948936,0.0,0.0,0.0,112.166696626405,112.166696626405,0.0,0.0,0.0
4947,124,0.0124,top_1_to_5_percent,1,6.0,103.0,False,51.277175019761955,51.277175019761046,5.649023903363997,0.0,1830.3795232226003,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
5119,125,0.0125,top_1_to_5_percent,1,7.0,111.0,False,51.277175019761955,51.27717501976201,10.997373949636,0.0,2076.3573700675006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6101,126,0.0126,top_1_to_5_percent,1,7.0,111.0,False,51.277175019761955,51.27717501976201,6.129869735200401,0.0,1683.7530677747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6174,127,0.0127,top_1_to_5_percent,1,4.0,87.0,False,51.277175019761955,51.27717501976201,6.129869735200401,0.0,1683.7530677747,0.0,0.0,0.0,67.6431305846633,67.6431305846633,0.0,0.0,0.0
6500,128,0.0128,top_1_to_5_percent,1,10.0,135.0,False,51.277175019761955,51.27717501976201,6.129869735200401,0.0,1683.7530677747,0.0,0.0,372.309958268554,405.313258646956,33.003300378402,17.1835365354829,6.81930707746129,-10.364229458021612
7428,129,0.0129,top_1_to_5_percent,1,3.0,79.0,False,51.277175019761955,51.27717501976201,6.129869735200401,0.0,1683.7530677747,0.0,0.0,0.0,79.4853371037635,79.4853371037635,0.0,0.0,0.0
8727,130,0.013,top_1_to_5_percent,1,6.0,103.0,False,51.277175019761955,51.27717501976201,10.4786130341246,0.0,1947.2111625634006,0.0,0.0,0.0,0.71367875842609,0.71367875842609,0.0,0.0,0.0
