global_hour,site,active_path_count,mean_production_kg,mean_inventory_kg,mean_shortage_kg,mean_HTT_in_kg,mean_HTT_out_kg
37,4,2581,0.589849571422,50.7922854466,0.0680650385941,0.0721584800739,0.00603076146812
38,1,2581,1.21320423556,93.0954774266,0.13944073883,0.0969738236202,0.0471970478008
38,2,2581,0.763459156403,45.2672754801,0.0682809399878,0.00880006464713,0.145678067775
38,3,2581,0.442115522932,24.3237329819,0.0353597418853,0.0692948188476,0.0617259854899
38,4,2581,0.584684851803,49.6941302586,0.0836209610485,0.0902136554513,0.0106812615005
39,1,2581,1.27380586555,91.3512614982,0.158913962581,0.0906607424404,0.00930266015909
39,2,2581,0.812020931622,43.6556526317,0.0850656821602,0.00688450850549,0.0311219209297
39,3,2581,0.468486815491,23.5865938246,0.0423356545805,0.0203599326192,0.0789739774909
39,4,2581,0.630220813525,48.2672196084,0.0950341217864,0.0254888889374,0.0239955139228
40,1,2581,1.64420420694,89.6565860588,0.178233955348,0.248875752797,0.0422249671596
40,2,2581,0.839143445573,40.9991699796,0.103824697839,0.055196583208,0.549057316659
40,3,2581,0.518845820951,22.7086717664,0.049997757731,0.121771686736,0.180965143967
40,4,2581,0.942592912669,47.5632973733,0.0929496898371,0.392089829979,0.0456864249344
41,1,474,2.52415764696,93.0739427806,0.232831973671,1.45424000275,0.778324747606
41,2,474,1.03217434542,44.041107067,0.153313939775,0.214438621519,3.56102517801
41,3,474,0.66290800304,25.1743261723,0.0769479448608,2.04161216864,0.492251146751
41,4,474,1.39309874267,49.3944303862,0.156212971594,1.27437820352,0.153067924073
42,1,474,1.73516010732,90.4506255218,0.226409720456,0,0.0605133560393
42,2,474,0.995569620253,42.6898631617,0.102209293183,0,0.585668781452
42,3,474,0.61998719114,23.9590419442,0.125183480521,0.518282327552,0.0009297636819
42,4,474,1.02777055825,48.3521118761,0.147683131011,0.128829573621,0
43,1,474,1.41813711166,88.8846777298,0.151521622584,0.0258241963047,0.145181568762
43,2,474,0.942321973212,42.3438901399,0.068139528789,0.0318790955741,0.146077594454
43,3,474,0.577594936709,22.5654347768,0.116860976462,0.185642221563,0.0436785848809
43,4,474,0.759261607592,47.7369726549,0.0984081185514,0.105616941653,0.0140247069978
44,1,474,1.26338299478,88.252544878,0.098200537639,0.0148828680676,0.146717058738
44,2,474,0.845096547843,42.3011808964,0.0511046465917,0.0591263172797,0.0663597366227
44,3,474,0.300238197008,21.5916296274,0.0784116285945,0.149112371172,0.0148828680676
44,4,474,0.693570585124,47.5525276753,0.0557870375305,0.00483810690971,0
45,1,474,1.32103811365,88.0538789844,0.0730506907368,0,0.19634305272
45,2,474,0.895334390113,42.4597521978,0.0342925234748,0,0.149937599789
45,3,474,0.182879485479,20.9997998187,0.0543653958255,0.162048295468,0
45,4,474,0.703106172039,47.7779315727,0.0420459001809,0.184232357041,0
46,1,474,1.57540225047,88.6170192108,0.0491002688195,0,0.130421196051
46,2,474,0.965799477746,42.9102324911,0.0176900699741,0.00582265301676,0.228272901244
46,3,474,0.319736568985,20.9693637136,0.033352231898,0.216971538287,0.00582265301676
46,4,474,0.884663485513,48.3637109552,0.0287136925809,0.141722559009,0
47,1,474,3.70880558425,91.7253298505,0.0248291483107,0.0764891122104,0.236342656657
47,2,474,1.08014393986,43.2489206465,0.0176900699741,0.0323801657956,0.480967014028
47,3,474,0.501550782565,21.3559159526,0.0225825490352,0.43992788893,0.181059787394
47,4,474,1.93167826409,50.3996299608,0.0154019806947,0.359113181002,0.00954088985855
48,1,474,4.43038823526,95.641892911,0.0255321397861,0.177196381593,0.251083147773
48,2,474,2.09953435135,43.9488622615,0.0340697643945,0.132955965531,0.945500453824
48,3,474,1.78212686645,23.6182880527,0.0112912745176,0.726058922686,0.0588803664995
48,4,474,2.28107226639,52.6551734465,0.0159520514338,0.353404010826,0.13415131254
