policy,arm,penalty,path_id,state_sequence,termination_type,termination_stage,termination_state,operating_stage_count,reached_stage7,physical_dissipation_a1,lf8_absorbing,reported_objective,actual_operating_cost,holding_cost,production_cost,electricity_cost,production_om_cost,ordinary_shortage_total,ordinary_shortage_any,ordinary_shortage_cost,total_H2_production,total_HTT,HTT_cost,terminal_inventory_total,inventory_site1,inventory_site2,inventory_site3,inventory_site4,terminal_state_id,terminal_a,terminal_loc,target_site1,target_site2,target_site3,target_site4,target_total,gap_site1,gap_site2,gap_site3,gap_site4,terminal_site_gap,terminal_total_quantity_shortfall,terminal_spatial_component,terminal_gap_any,terminal_gap_class,surplus_site1,surplus_site2,surplus_site3,surplus_site4,terminal_penalty_cost,final_a,final_loc,final_lf,D_site_kg,S_site_kg,Q_total_kg,K_req_kg,K_req_formula_minus_equiv_kg,positive_target,sitewise_failure,failure_type,tail_group
B0001,ARM-B0001,1000,9438,81-66-75-85-79-96-64-80,STAGE7_TERMINAL_CHECK,5,79,4,1,0,0,58982.5686452,58982.5686452,39.3595618577,58943.2090833,58808.8889756,134.320107694,0,0,0,218.270175003,0,0,201.897656138,84.9899104141,36.0446038589,28.7176415006,52.145500364,79,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,84.9899104141,36.0446038589,28.7176415006,52.145500364,0,2,3,7,0,201.897656138,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9439,81-58-75-94-87-112-96-88,STAGE7_TERMINAL_CHECK,5,87,4,1,0,0,58267.6037158,58267.6037158,37.3399308699,58230.2637849,58120.800674,109.463110921,0,0,0,177.877555247,0,0,161.505036381,70.3548673538,28.9621752057,22.9113388566,39.2766549653,87,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.3548673538,28.9621752057,22.9113388566,39.2766549653,0,2,4,7,0,161.505036381,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9440,81-106-53-46-55-32-8-32,PHYSICAL_DISSIPATION_A1,3,53,2,0,1,0,28915.8031356,28915.8031356,21.1761216638,28894.6270139,28824.5468672,70.0801467501,0,0,0,113.880238469,0,0,182.014713673,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,1,7,5,0,182.014713673,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9441,81-58-67-76-70-135-184-200,STAGE7_TERMINAL_CHECK,6,135,5,1,0,0,78762.0343291,78761.9941768,49.1538728938,78705.6958955,78553.8367343,151.85916121,0,0,0,246.771136966,0.928419410709,7.14440841765,170.90561217,70.3548673538,35.2575897293,22.9113388566,42.3818162298,135,3,3,70.3548673538,24.0183969051,22.9113790089,39.1228723369,156.407515605,2.84217094304e-14,0,4.01523086389e-05,0,4.01523086673e-05,0,4.01523086673e-05,1,PURE_SPATIAL_MISMATCH,0,11.2391928242,0,3.25894389287,0.0401523086673,3,3,7,4.01523085998e-05,14.4981367171,0,4.01523085998e-05,0,True,True,PURE_LOCATION,not_stage7_tail
B0001,ARM-B0001,1000,9442,81-59-86-79-16-8-16-24,STAGE7_TERMINAL_CHECK,4,79,3,1,0,0,49965.6525114,49965.6525114,28.4773665509,49559.972964,49484.0428173,75.9301467501,0,0,0,123.386488469,17.5252479761,377.202180811,146.024897741,63.8070831477,20.1828899625,22.9018567605,39.1330678703,79,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,63.8070831477,20.1828899625,22.9018567605,39.1330678703,0,2,3,7,0,146.024897741,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9443,81-90-99-108-110-103-96-104,STAGE7_TERMINAL_CHECK,6,103,5,1,0,0,77920.5016015,77920.5016015,45.5738632147,77874.9277383,77743.2575915,131.67014675,0,0,0,213.963988469,0,0,138.098463673,53.4824378844,29.9037901125,19.6429194459,35.0693162298,103,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,53.4824378844,29.9037901125,19.6429194459,35.0693162298,0,2,6,7,0,138.098463673,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9444,81-66-85-38-47-56-40-16,PHYSICAL_DISSIPATION_A1,4,38,3,0,1,0,49621.3030526,49621.3030526,28.5442858382,49584.8188943,49508.0651255,76.753768748,0,0,0,124.724874216,1.04377830058,7.93987242129,147.363283488,55.6945570449,36.664359638,21.0242974895,33.9800693152,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.6945570449,36.664359638,21.0242974895,33.9800693152,0,1,5,6,0,147.363283488,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9445,81-66-60-79-112-160-88-72,STAGE7_TERMINAL_CHECK,4,79,3,1,0,0,49979.0526431,49979.0526431,29.2646790509,49949.787964,49864.1678173,85.6201467501,0,0,0,139.132738469,0,0,161.771147741,61.5445570449,41.6081379386,20.9821334423,37.6363193152,79,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,61.5445570449,41.6081379386,20.9821334423,37.6363193152,0,2,3,7,0,161.771147741,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9446,81-99-108-111-16-32-8-24,STAGE7_TERMINAL_CHECK,4,111,3,1,0,0,49588.4503306,49588.4503306,28.4773665509,49559.972964,49484.0428173,75.9301467501,0,0,0,123.386488469,0,0,146.024897741,55.6945570449,37.7081379386,18.6421334423,33.9800693152,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.6945570449,37.7081379386,18.6421334423,33.9800693152,0,2,7,7,0,146.024897741,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9447,81-58-84-62-103-112-96-144,STAGE7_TERMINAL_CHECK,5,103,4,1,0,0,58252.5622437,58252.5622437,37.1619335865,58215.4003101,58102.2779349,113.122375126,0,0,0,183.823859579,0,0,167.451340714,70.8777395635,28.9621752057,22.9113790089,44.7000469355,103,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.8777395635,28.9621752057,22.9113790089,44.7000469355,0,2,6,7,0,167.451340714,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9448,81-68-78-151-144-152-112-96,STAGE7_TERMINAL_CHECK,4,151,3,1,0,0,49998.6652237,49998.6652237,29.1478818697,49914.8078503,49831.6364897,83.1713606302,0,0,0,135.153461024,3.9803649063,54.7094915066,157.791870296,63.8052796,33.7277730323,21.0048007503,39.2540169134,151,3,5,19.6383312997,8.72797805506,8.18263681091,21.6467417313,58.1956878969,0,0,0,0,0,0,0,0,NO_GAP,44.1669483003,24.9997949773,12.8221639394,17.6072751822,0,3,5,7,0,99.5961823992,0,0,0,True,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9449,81-66-60-77-78-71-80-88,STAGE7_TERMINAL_CHECK,6,71,5,1,0,0,78298.2607464,78298.2607464,47.1136306549,78222.2653904,78083.7645806,138.500809801,0,0,0,225.063815927,3.70188130441,28.8817253769,149.198291131,63.824487644,24.9971686439,21.0048007503,39.3718340923,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,63.824487644,24.9971686439,21.0048007503,39.3718340923,0,2,2,7,0,149.198291131,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9450,81-164-165-110-103-40-56-56,STAGE7_TERMINAL_CHECK,5,103,4,1,0,0,67165.73525,67165.73525,60.7349316272,65495.0907505,65292.3398862,202.750864265,0,0,0,329.470154431,66.0736855293,1609.90956792,313.097635566,175.928275408,54.2988250845,23.545488138,59.3250469355,103,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,175.928275408,54.2988250845,23.545488138,59.3250469355,0,2,6,7,0,313.097635566,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9451,81-75-70-87-160-176-240-248,STAGE7_TERMINAL_CHECK,4,87,3,1,0,0,50169.9736359,50169.9736359,29.3621790509,50090.987964,50004.1678173,86.8201467501,0,0,0,141.082738469,3.52658251437,49.6234928113,163.721147741,67.3945570449,34.1815554243,22.949679403,39.1953558688,87,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.3945570449,34.1815554243,22.949679403,39.1953558688,0,2,4,7,0,163.721147741,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9452,81-67-68-134-143-128-184-264,STAGE7_TERMINAL_CHECK,5,143,4,1,0,0,65465.3023372,65288.0712487,42.8212137042,60037.4358074,59874.2956606,163.14014675,22.4004734629,1,4480.09469258,265.102738469,23.9358872264,727.719535036,271.130693066,124.042346615,49.2298217117,22.7341077681,75.1244169715,143,3,4,70.8777395635,47.7705448833,22.9113388566,39.2766549653,180.836278269,0,0,0.177231088507,0,0.177231088507,0,0.177231088507,1,PURE_SPATIAL_MISMATCH,53.1646070514,1.45927682845,0,35.8477620062,177.231088507,3,4,7,0.177231088507,90.4716458861,0,0.177231088507,0,True,True,PURE_LOCATION,not_stage7_tail
B0001,ARM-B0001,1000,9453,81-99-150-167-144-120-184-248,STAGE7_TERMINAL_CHECK,4,167,3,1,0,0,55545.9695496,55545.9695496,33.9995003376,54065.9360477,53922.0411774,143.894870279,0,0,0,233.829164204,45.1107600621,1446.03400153,256.467573476,138.943388329,27.7762153596,34.1529879555,55.5949818321,167,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,138.943388329,27.7762153596,34.1529879555,55.5949818321,0,3,7,7,0,256.467573476,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9454,81-67-6-23-8-24-16-16,PHYSICAL_DISSIPATION_A1,3,6,2,0,1,0,28915.8031356,28915.8031356,21.1761216638,28894.6270139,28824.5468672,70.0801467501,0,0,0,113.880238469,0,0,182.014713673,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,1,1,6,0,182.014713673,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9455,81-68-77-86-71-64-80-40,STAGE7_TERMINAL_CHECK,5,71,4,1,0,0,58230.7650622,58230.7650622,36.9458318308,58185.5644351,58074.7243386,110.840096506,0,0,0,180.115156823,1.04377830058,8.25479524571,163.742637957,70.3895329146,24.0183969051,20.9784112017,48.3562969355,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.3895329146,24.0183969051,20.9784112017,48.3562969355,0,2,2,7,0,163.742637957,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9456,81-106-107-84-61-30-55-48,PHYSICAL_DISSIPATION_A1,6,30,5,0,1,0,78661.3741833,78661.3741833,47.6917235956,78606.6896689,78458.6435482,148.046120669,0,0,0,240.574946087,0.951289171776,6.99279080327,164.709421291,70.0277497668,32.8525009408,22.9342086177,38.8949619659,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.0277497668,32.8525009408,22.9342086177,38.8949619659,0,1,4,6,0,164.709421291,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9457,81-66-75-70-71-8-16-40,STAGE7_TERMINAL_CHECK,5,71,4,1,0,0,58495.9431601,58495.9431601,38.0028690789,58457.940291,58340.3179406,117.622350417,0,0,0,191.136319427,0,0,174.763800561,70.8777395635,28.9621752057,22.9113388566,52.0125469355,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.8777395635,28.9621752057,22.9113388566,52.0125469355,0,2,2,7,0,174.763800561,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9458,81-67-12-21-6-23-32-48,PHYSICAL_DISSIPATION_A1,3,12,2,0,1,0,28915.8031356,28915.8031356,21.1761216638,28894.6270139,28824.5468672,70.0801467501,0,0,0,113.880238469,0,0,182.014713673,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,1,2,4,0,182.014713673,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9459,81-75-12-13-30-15-24-8,PHYSICAL_DISSIPATION_A1,3,12,2,0,1,0,28915.8031356,28915.8031356,21.1761216638,28894.6270139,28824.5468672,70.0801467501,0,0,0,113.880238469,0,0,182.014713673,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,1,2,4,0,182.014713673,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9460,81-82-107-101-95-88-16-40,STAGE7_TERMINAL_CHECK,5,95,4,1,0,0,58310.4984034,58310.4984034,37.3589872377,58273.1394162,58157.5917653,115.547650833,0,0,0,187.764932603,0,0,171.392413738,70.3681193226,37.9488721885,22.5471223014,40.5282999253,95,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.3681193226,37.9488721885,22.5471223014,40.5282999253,0,2,5,7,0,171.392413738,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9461,81-90-107-100-94-111-104-112,STAGE7_TERMINAL_CHECK,6,111,5,1,0,0,78029.2944762,78029.2944762,46.0302617858,77973.5612144,77839.0824611,134.478753342,0,0,0,218.52797418,1.21056915661,9.70300002098,142.662449384,55.9885501077,28.6932209559,22.9113620908,35.0693162298,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.9885501077,28.6932209559,22.9113620908,35.0693162298,0,2,7,7,0,142.662449384,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9462,81-99-85-78-63-128-176-192,STAGE7_TERMINAL_CHECK,5,63,4,1,0,0,58294.4811959,58294.4811959,36.9399600459,58249.6013634,58136.1945924,113.406771089,0,0,0,184.28600302,1.04377830058,7.93987242129,167.913484155,70.8777395635,24.0183969051,21.0048007503,52.0125469355,63,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.8777395635,24.0183969051,21.0048007503,52.0125469355,0,2,1,7,0,167.913484155,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9463,81-98-75-62-87-64-160-168,STAGE7_TERMINAL_CHECK,5,87,4,1,0,0,58512.7145469,58512.7145469,38.0739394064,58474.6406075,58356.1435454,118.49706214,0,0,0,192.557725977,0,0,176.185207112,75.9553559616,28.9621752057,22.9113790089,48.3562969355,87,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,75.9553559616,28.9621752057,22.9113790089,48.3562969355,0,2,4,7,0,176.185207112,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9464,81-74-99-108-109-95-80-56,STAGE7_TERMINAL_CHECK,6,95,5,1,0,0,77920.5016015,77920.5016015,45.5738632147,77874.9277383,77743.2575915,131.67014675,0,0,0,213.963988469,0,0,138.098463673,53.4824378844,29.9037901125,19.6429194459,35.0693162298,95,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,53.4824378844,29.9037901125,19.6429194459,35.0693162298,0,2,5,7,0,138.098463673,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9465,81-106-107-110-47-56-40-32,PHYSICAL_DISSIPATION_A1,5,47,4,0,1,0,57370.5678724,57370.5678724,34.452065031,57336.1158074,57256.3456606,79.7701467501,0,0,0,129.626488469,0,0,113.253969603,40.8553559616,28.9621752057,17.0176415006,26.4187969355,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,40.8553559616,28.9621752057,17.0176415006,26.4187969355,0,1,6,7,0,113.253969603,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9466,81-100-93-110-103-112-32-48,STAGE7_TERMINAL_CHECK,5,103,4,1,0,0,57298.9835949,57298.9835949,34.062065031,57263.7158074,57186.3456606,77.3701467501,0,0,0,125.726488469,0.156746311145,1.20572248177,109.353969603,40.8553559616,24.9054288946,17.1743878117,26.4187969355,103,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,40.8553559616,24.9054288946,17.1743878117,26.4187969355,0,2,6,7,0,109.353969603,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9467,81-100-109-86-63-144-168-200,STAGE7_TERMINAL_CHECK,5,63,4,1,0,0,58125.2003936,58125.2003936,35.9905056767,58078.981814,57970.5870131,108.394800851,0,0,0,176.141551383,1.29328969276,10.228073913,159.769032518,70.1053559616,23.7688855129,21.1947441074,44.7000469355,63,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.1053559616,23.7688855129,21.1947441074,44.7000469355,0,2,1,7,0,159.769032518,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9468,81-162-164-197-270-279-272-200,STAGE7_TERMINAL_CHECK,6,279,5,1,0,0,103315.355038,103315.355038,91.4753833749,91465.4439122,91117.8908578,347.553054379,33.2037285137,1,6640.74570274,564.773713366,178.7582971,5117.69003989,522.111917083,248.528344199,131.038301741,44.6988654677,97.8464056764,279,5,7,98.0506663239,13.0922661935,18.0016621128,32.7306403147,161.875234945,0,0,0,0,0,0,0,0,NO_GAP,150.477677875,117.946035547,26.6972033549,65.1157653616,0,5,7,7,0,360.236682138,0,0,0,True,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9469,81-66-75-68-93-111-96-112,STAGE7_TERMINAL_CHECK,6,111,5,1,0,0,78739.6533538,78739.6533538,49.3452506037,78690.3081032,78538.3544187,151.953684529,0,0,0,246.924737359,0,0,171.059212563,70.3313857434,36.3630911439,21.9829194459,42.3818162298,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.3313857434,36.3630911439,21.9829194459,42.3818162298,0,2,7,7,0,171.059212563,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9470,81-116-94-111-112-88-136-160,STAGE7_TERMINAL_CHECK,4,111,3,1,0,0,55989.7517032,55989.7517032,40.5990540509,54532.117964,54384.5178173,147.60014675,0,0,0,239.850238469,72.372228107,1417.03468509,262.488647741,139.347513913,39.2388666999,24.3284478128,59.5738193152,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,139.347513913,39.2388666999,24.3284478128,59.5738193152,0,2,7,7,0,262.488647741,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9471,81-76-63-80-88-104-112-88,STAGE7_TERMINAL_CHECK,3,63,2,1,0,0,28915.8031356,28915.8031356,21.1761216638,28894.6270139,28824.5468672,70.0801467501,0,0,0,113.880238469,0,0,182.014713673,67.5324378844,46.4037901125,28.6029194459,39.4755662298,63,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,2,1,7,0,182.014713673,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9472,81-58-67-77-102-111-96-104,STAGE7_TERMINAL_CHECK,6,111,5,1,0,0,78237.0204251,78237.0204251,47.0681028493,78189.9523222,78052.0118546,137.940467579,0,0,0,224.153259815,0,0,148.287735019,62.9139315325,28.6990499483,17.3029194459,39.3718340923,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,62.9139315325,28.6990499483,17.3029194459,39.3718340923,0,2,7,7,0,148.287735019,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9473,81-2-44-37-54-47-32-16,PHYSICAL_DISSIPATION_A1,2,2,1,0,1,0,9758.690469,9758.690469,12.0753859802,9746.61508302,9676.53493627,70.0801467501,0,0,0,113.880238469,0,0,241.507719603,90.0053559616,61.0621752057,37.6776415006,52.7625469355,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,61.0621752057,37.6776415006,52.7625469355,0,1,1,2,0,241.507719603,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9474,81-98-77-87-80-96-88-80,STAGE7_TERMINAL_CHECK,4,87,3,1,0,0,49632.0073306,49632.0073306,28.5943665509,49603.412964,49526.0428173,77.3701467501,0,0,0,125.726488469,0,0,148.364897741,55.6945570449,37.7081379386,20.9821334423,33.9800693152,87,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.6945570449,37.7081379386,20.9821334423,33.9800693152,0,2,4,7,0,148.364897741,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9475,81-154-123-84-61-70-63-80,STAGE7_TERMINAL_CHECK,7,63,6,1,0,0,106425.564029,106425.564029,89.166588859,106336.39744,106117.197352,219.200087542,0,0,0,356.200142255,0,0,234.838551527,88.4445570449,64.1081379386,23.4620372286,58.8238193152,63,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,88.4445570449,64.1081379386,23.4620372286,58.8238193152,0,2,1,7,0,234.838551527,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9476,81-107-68-141-119-144-136-136,STAGE7_TERMINAL_CHECK,5,119,4,1,0,0,62151.2556806,62151.2556806,42.1167228747,60037.4358074,59874.2956606,163.14014675,8.31065687399,1,1662.1313748,265.102738469,13.1700300238,409.571775565,257.040876477,114.986042859,58.2821582966,24.4476283859,59.3250469355,119,3,1,63.824487644,13.0921787815,11.4556774055,54.550939968,142.923283799,0,0,0,0,0,0,0,0,NO_GAP,51.1615552153,45.1899795151,12.9919509804,4.77410696749,0,3,1,7,0,114.117592678,0,0,0,True,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9477,81-66-60-77-15-16-32-32,PHYSICAL_DISSIPATION_A1,5,15,4,0,1,0,59081.5941074,59081.5941074,39.6537160983,59041.9403913,58903.9999237,137.940467579,0,0,0,224.153259815,0,0,207.78074095,85.3868496097,43.3574350414,26.3776415006,52.658814798,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,85.3868496097,43.3574350414,26.3776415006,52.658814798,0,1,2,7,0,207.78074095,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9478,81-107-84-55-32-48-24-32,PHYSICAL_DISSIPATION_A1,4,55,3,0,1,0,49704.6023306,49704.6023306,28.7893665509,49675.812964,49596.0428173,79.7701467501,0,0,0,129.626488469,0,0,152.264897741,55.6945570449,41.6081379386,20.9821334423,33.9800693152,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.6945570449,41.6081379386,20.9821334423,33.9800693152,0,1,7,7,0,152.264897741,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9479,81-92-69-86-71-72-32-48,STAGE7_TERMINAL_CHECK,5,71,4,1,0,0,58375.2953833,58375.2953833,37.4396234487,58329.6009646,58216.5108681,113.090096506,0,0,0,183.771406823,1.04377830058,8.25479524571,167.398887957,70.3895329146,24.0183969051,20.9784112017,52.0125469355,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.3895329146,24.0183969051,20.9784112017,52.0125469355,0,2,2,7,0,167.398887957,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9480,81-59-76-61-79-104-96-112,STAGE7_TERMINAL_CHECK,5,79,4,1,0,0,59079.9101407,59079.9101407,39.6486208691,59040.2615198,58902.3837628,137.877757064,0,0,0,224.05135523,0,0,207.678836364,85.2596876716,43.2618222111,26.3776415006,52.7796849809,79,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,85.2596876716,43.2618222111,26.3776415006,52.7796849809,0,2,3,7,0,207.678836364,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9481,81-66-91-76-165-166-151-168,STAGE7_TERMINAL_CHECK,7,151,6,1,0,0,107921.779523,107921.779523,71.2637811391,106974.943479,106700.23032,274.71315876,0,0,0,446.408882986,43.5215554648,875.572263618,325.047292258,165.407339682,52.4493993168,31.069777704,76.1207755546,151,3,5,19.6383312997,8.72797805506,8.18263681091,21.6467417313,58.1956878969,0,0,0,0,0,0,0,0,NO_GAP,145.769008383,43.7214212617,22.8871408931,54.4740338234,0,3,5,7,0,266.851604361,0,0,0,True,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9482,81-90-29-39-32-40-56-48,PHYSICAL_DISSIPATION_A1,3,29,2,0,1,0,28915.8031356,28915.8031356,21.1761216638,28894.6270139,28824.5468672,70.0801467501,0,0,0,113.880238469,0,0,182.014713673,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,1,4,5,0,182.014713673,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9483,81-90-108-101-110-111-112-104,STAGE7_TERMINAL_CHECK,6,111,5,1,0,0,77447.7933047,77447.7933047,42.6419576281,77405.1513471,77289.6036962,115.547650833,0,0,0,187.764932603,0,0,111.899407807,47.8952012454,23.2904870953,13.4724002468,27.2413192196,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,47.8952012454,23.2904870953,13.4724002468,27.2413192196,0,2,7,7,0,111.899407807,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9484,81-82-101-168-216-208-184-248,LF8_ABSORBING,4,168,3,0,0,1,49520.3925181,49520.3925181,28.2945540509,49492.097964,49418.4178173,73.6801467501,0,0,0,119.730238469,0,0,142.368647741,55.6945570449,37.7081379386,18.6421334423,30.3238193152,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,55.6945570449,37.7081379386,18.6421334423,30.3238193152,0,3,7,8,0,142.368647741,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9485,81-99-4-21-22-15-24-40,PHYSICAL_DISSIPATION_A1,3,4,2,0,1,0,28915.8031356,28915.8031356,21.1761216638,28894.6270139,28824.5468672,70.0801467501,0,0,0,113.880238469,0,0,182.014713673,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,1,1,4,0,182.014713673,0,0,0,False,False,NO_GAP,not_stage7_tail
B0001,ARM-B0001,1000,9486,81-66-20-30-15-32-24-56,PHYSICAL_DISSIPATION_A1,3,20,2,0,1,0,28915.8031356,28915.8031356,21.1761216638,28894.6270139,28824.5468672,70.0801467501,0,0,0,113.880238469,0,0,182.014713673,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,46.4037901125,28.6029194459,39.4755662298,0,1,3,4,0,182.014713673,0,0,0,False,False,NO_GAP,not_stage7_tail
