tail_group,path_count,metric,mean,median,q05,q95
MIDDLE90,9000,delta_holding_cost_yuan,-18.45196559925846,-19.9302031219409,-36.5572234343415,-0.5069999999999997
MIDDLE90,9000,delta_ordinary_shortage_kg,-2.6898075989634904,0.0,-22.4004734629049,0.0
MIDDLE90,9000,delta_ordinary_shortage_cost_yuan,-537.9615197926983,0.0,-4480.09469258099,0.0
MIDDLE90,9000,delta_production_kg,-141.9835149020671,-156.134241148739,-221.369814935051,-10.14
MIDDLE90,9000,delta_htt_kg,-3.773862100967785,0.0,-40.8688580664118,22.971473996429
MIDDLE90,9000,delta_htt_cost_yuan,-61.225088059779324,0.0,-891.9928139238609,671.6791084126921
MIDDLE90,9000,delta_terminal_inventory_kg,-144.67332250103016,-158.999319017073,-221.75066837856824,-10.139999999999986
MIDDLE90,9000,delta_terminal_gap_kg,-0.0051472647993219545,0.0,0.0,0.0
MIDDLE90,9000,delta_stage7_terminal_value_yuan,-5.147264799321951,0.0,0.0,0.0
STAGE89H_COST_TOP1,100,delta_total_objective_yuan,-38332.74133871439,-46577.8321911635,-125384.40537819624,54107.372736294514
STAGE89H_COST_TOP1,100,delta_operating_cost_yuan,-8305.608344208273,-8662.280739701499,-13752.650102624191,-2653.320241153506
STAGE89H_COST_TOP1,100,delta_production_electricity_cost_yuan,-3362.773668764956,-3520.3661553948004,-6911.321654793506,-223.300100661564
STAGE89H_COST_TOP1,100,delta_holding_cost_yuan,-18.5613244068185,-18.531533528936897,-39.30520209837425,-5.127399811879091
STAGE89H_COST_TOP1,100,delta_ordinary_shortage_kg,-28.073195199174364,-28.491899719350698,-61.20152421715718,0.06451817161335935
STAGE89H_COST_TOP1,100,delta_ordinary_shortage_cost_yuan,-5614.639039834867,-5698.379943870135,-12240.304843431415,12.90363432267166
STAGE89H_COST_TOP1,100,delta_production_kg,-88.75542764455511,-90.72069628198298,-177.52267190507936,-6.549280860236161
STAGE89H_COST_TOP1,100,delta_htt_kg,19.929898246082548,2.6891088553689,-83.11648535694131,161.6656116308465
STAGE89H_COST_TOP1,100,delta_htt_cost_yuan,690.3656887983749,399.6456087457451,-2506.7576238175225,4556.756662789761
STAGE89H_COST_TOP1,100,delta_terminal_inventory_kg,-116.82862284372942,-113.91903616214847,-195.27375758276435,-45.90764578994579
STAGE89H_COST_TOP1,100,delta_terminal_gap_kg,-30.02713299450602,-39.2769290823215,-119.54418958819586,67.303927914708
STAGE89H_COST_TOP1,100,delta_stage7_terminal_value_yuan,-30027.132994506013,-39276.9290823215,-119544.18958819585,67303.92791470801
STAGE89N_COST_TOP1,100,delta_total_objective_yuan,61136.17954134724,67609.915367953,-8053.028665146677,116923.38541179211
STAGE89N_COST_TOP1,100,delta_operating_cost_yuan,-8570.16248492842,-8659.573518961653,-15096.16389263343,822.8555254240025
STAGE89N_COST_TOP1,100,delta_production_electricity_cost_yuan,-3831.068330939359,-4334.560000000005,-6911.321654793506,-515.972094784729
STAGE89N_COST_TOP1,100,delta_holding_cost_yuan,-22.731879265411646,-21.560048461743445,-37.96329636765857,-9.19978174475426
STAGE89N_COST_TOP1,100,delta_ordinary_shortage_kg,-28.600571613114088,-30.876896655776704,-70.20538113093455,22.50586504939091
STAGE89N_COST_TOP1,100,delta_ordinary_shortage_cost_yuan,-5720.114322622819,-6175.37933115535,-14041.076226186973,4501.173009878178
STAGE89N_COST_TOP1,100,delta_production_kg,-101.45467779823986,-110.13669472139998,-177.52267190507936,-17.853841965991407
STAGE89N_COST_TOP1,100,delta_htt_kg,41.39334932937588,46.411799035126506,-83.84228813132412,144.55427491584032
STAGE89N_COST_TOP1,100,delta_htt_cost_yuan,1003.7520478991748,1361.029500170885,-2587.6940861413555,4250.605102204795
STAGE89N_COST_TOP1,100,delta_terminal_inventory_kg,-130.0552494113539,-130.272885319788,-192.8775992385327,-74.62905411954226
STAGE89N_COST_TOP1,100,delta_terminal_gap_kg,69.70634202627569,73.91548388112784,0.5945371579351391,123.66027472533995
STAGE89N_COST_TOP1,100,delta_stage7_terminal_value_yuan,69706.34202627567,73915.48388112785,594.5371579351488,123660.27472533994
