cohort,cohort_timing,stage,site,local_hour,time_resolution,metric,path_count,Stage89H_mean,Stage89N_mean,paired_difference_mean,paired_difference_ci95_low,paired_difference_ci95_high,descriptive_only
EARLY_A1,S2->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,937,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S2->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,937,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S2->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,937,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S2->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,937,58.59760630945554,36.611720503692325,-21.98588580576312,-22.137273588204387,-21.834498023321856,NO
EARLY_A1,S2->A1,2,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,937,48.86230846661535,48.86230846661535,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,767,46.79999999999979,46.79999999999979,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,767,14.839201083277036,14.839201083277036,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,767,14.839201083277036,14.839201083277036,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,767,90.00535596159182,90.00535596159182,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,767,58.04455704486976,58.04455704486976,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,767,31.200000000000433,23.399999999999896,-7.800000000000108,-7.800000000000116,-7.8000000000001,NO
EARLY_A1,S3->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,767,12.645962732919257,12.645962732919257,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,767,12.645962732919257,12.645962732919257,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,767,68.8621752057061,61.06217520570511,-7.800000000000108,-7.800000000000116,-7.8000000000001,NO
EARLY_A1,S3->A1,1,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,767,50.30813793862472,50.30813793862472,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,767,18.719999999999768,16.379999999999782,-2.339999999999971,-2.339999999999973,-2.3399999999999688,NO
EARLY_A1,S3->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,767,3.964491941739198,3.964491941739198,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,767,3.964491941739198,3.964491941739198,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,767,40.0176415005699,37.6776415005698,-2.339999999999979,-2.3399999999999808,-2.339999999999977,NO
EARLY_A1,S3->A1,1,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,767,25.26213344230928,25.26213344230928,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,767,23.399999999999896,23.399999999999896,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,767,7.561272379628143,7.561272379628143,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,767,7.561272379628143,7.561272379628143,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,767,48.862308466614806,48.862308466614806,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,1,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,767,33.02358084624239,33.02358084624239,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,767,46.571186440677735,0.526271186440678,-46.044915254237026,-46.41013384832142,-45.67969666015263,NO
EARLY_A1,S3->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,767,22.47291807718319,22.47291807718319,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,767,22.322743579104827,22.47291807718319,0.15017449807836641,0.025791139098893592,0.27455785705783925,NO
EARLY_A1,S3->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,767,0.15017449807836628,0.0,-0.15017449807836628,-0.274557857057839,-0.025791139098893537,NO
EARLY_A1,S3->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,767,0.5676470735345549,0.12339744314453481,-0.44424963039001997,-0.7403792948620221,-0.1481199659180178,NO
EARLY_A1,S3->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,767,0.0,0.0,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,767,114.82144589670128,68.18210651399411,-46.639339382705444,-47.09752044026067,-46.181158325150214,NO
EARLY_A1,S3->A1,2,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,767,90.00535596159182,90.00535596159182,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,767,21.9391607497143,0.30809251888035083,-21.63106823083393,-22.179921172734677,-21.08221528893318,NO
EARLY_A1,S3->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg,767,14.65838509316758,14.65838509316758,0.0,0.0,0.0,NO
EARLY_A1,S3->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,served_demand_kg,767,14.5804009694089,14.65838509316758,0.07798412375867987,0.0070063031756916055,0.14896194434166815,NO
EARLY_A1,S3->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,shortage_kg,767,0.07798412375867983,0.0,-0.07798412375867983,-0.1489619443416681,-0.007006303175691564,NO
EARLY_A1,S3->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_in_kg,767,0.18910358111899245,0.0,-0.18910358111899245,-0.2719763194456917,-0.10623084279229317,NO
EARLY_A1,S3->A1,2,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_out_kg,767,0.0,0.07819140850761841,0.07819140850761841,-0.023667414506729004,0.1800502315219658,NO
