terminal_a,path_count,path_share,metric,Stage89H_mean,Stage89N_mean,paired_difference_mean,paired_difference_ci95_low,paired_difference_ci95_high,descriptive_only
2.0,4687,0.4687,terminal_surplus_site1_kg,145.5516480475668,62.088733183521214,-83.462914864046,-84.14426213735125,-82.78156759074075,NO
2.0,4687,0.4687,site1_cumulative_production_kg,159.10155877788876,77.51632822041324,-81.58523055747631,-82.17613364136412,-80.9943274735885,NO
2.0,4687,0.4687,site1_last_active_production_kg,27.262784186721294,11.289703802357309,-15.973080384363165,-16.372400066653906,-15.573760702072423,NO
2.0,4687,0.4687,terminal_inventory_site2_kg,77.67912416551201,23.91271915491613,-53.76640501059566,-54.441020440986286,-53.09178958020504,NO
2.0,4687,0.4687,terminal_target_site2_kg,2.6578292565234216,0.0,-2.6578292565234216,-2.8407199306627304,-2.474938582384113,NO
2.0,4687,0.4687,terminal_gap_site2_kg,0.0033952011311034233,0.0,-0.0033952011311034233,-0.006454773866151866,-0.0003356283960549806,NO
2.0,4687,0.4687,terminal_surplus_site2_kg,75.02469011011965,23.91271915491613,-51.11197095520338,-51.80223048318553,-50.42171142722123,NO
2.0,4687,0.4687,site2_cumulative_production_kg,75.75211072679873,32.72559837701717,-43.026512349779814,-43.43591759641375,-42.61710710314588,NO
2.0,4687,0.4687,site2_last_active_production_kg,8.397728388119564,2.0665444319510664,-6.331183956168375,-6.613180672030746,-6.049187240306003,NO
2.0,4687,0.4687,terminal_inventory_site3_kg,22.66301044389761,24.38923152450421,1.7262210806065854,1.206290088887232,2.2461520723259385,NO
2.0,4687,0.4687,terminal_target_site3_kg,1.4161670957905603,0.0,-1.4161670957905603,-1.4798661833551012,-1.3524680082260194,NO
2.0,4687,0.4687,terminal_gap_site3_kg,0.015546441241485237,0.0,-0.015546441241485237,-0.021480839596428238,-0.009612042886542237,NO
2.0,4687,0.4687,terminal_surplus_site3_kg,21.26238978934866,24.38923152450421,3.126841735155653,2.5996471751231773,3.6540362951881287,NO
2.0,4687,0.4687,site3_cumulative_production_kg,38.78102595260655,25.86961951716697,-12.911406435439309,-13.221542739433037,-12.601270131445581,NO
2.0,4687,0.4687,site3_last_active_production_kg,3.1985861777239704,3.127630712819382,-0.0709554649046032,-0.23440225294300454,0.09249132313379815,NO
2.0,4687,0.4687,terminal_inventory_site4_kg,74.98634115379087,38.60551307821694,-36.38082807557374,-37.01167192678009,-35.74998422436739,NO
2.0,4687,0.4687,terminal_target_site4_kg,1.5598676085429999,0.0,-1.5598676085429999,-1.6669281642582159,-1.4528070528277839,NO
2.0,4687,0.4687,terminal_gap_site4_kg,0.0,0.0,0.0,0.0,0.0,NO
2.0,4687,0.4687,terminal_surplus_site4_kg,73.4264735452478,38.60551307821694,-34.82096046703079,-35.46345490542331,-34.17846602863826,NO
2.0,4687,0.4687,site4_cumulative_production_kg,75.90072985737237,43.33487766577956,-32.56585219159191,-32.83889142251881,-32.292812960665,NO
2.0,4687,0.4687,site4_last_active_production_kg,11.345611322796627,7.902300036712042,-3.4433112860840764,-3.621483340426255,-3.2651392317418977,NO
3.0,851,0.0851,production_kg,406.51543366467854,277.1204333374916,-129.39500032718712,-133.39956781948177,-125.39043283489247,NO
3.0,851,0.0851,stage1_production_kg,120.11999999999905,109.97999999999978,-10.140000000000105,-10.140000000000112,-10.140000000000098,NO
3.0,851,0.0851,stage2_6_production_kg,286.39543366467865,167.14043333749146,-119.25500032718706,-123.25956781948173,-115.2504328348924,NO
3.0,851,0.0851,last_active_stage_production_kg,78.33126416017384,71.60924912523296,-6.72201503494092,-8.722773616543012,-4.721256453338829,NO
3.0,851,0.0851,terminal_inventory_kg,391.9148076950947,245.65134435635233,-146.26346333874295,-149.43891981188128,-143.08800686560463,NO
3.0,851,0.0851,terminal_target_kg,216.72500290924268,89.69895224615252,-127.02605066309147,-132.59056563220068,-121.46153569398224,NO
3.0,851,0.0851,terminal_gap_kg,25.375541172007853,11.07875824844967,-14.29678292355817,-16.26073551951815,-12.332830327598193,NO
3.0,851,0.0851,terminal_surplus_kg,181.0106927210173,159.58211109046042,-21.428581630556703,-27.409650124674148,-15.447513136439259,NO
3.0,851,0.0851,ordinary_shortage_kg,21.132424412426946,4.2639614008709525,-16.868463011556013,-18.28623530208802,-15.450690721024007,NO
3.0,851,0.0851,htt_kg,57.51525898080342,57.83203201828917,0.3167730374857941,-3.2040421326922113,3.8375882076637993,NO
3.0,851,0.0851,operating_cost_yuan,79660.4110915747,71684.75316269706,-7975.657928877611,-8200.700046810316,-7750.615810944907,NO
3.0,851,0.0851,total_objective_yuan,105035.95226358257,82763.51141114673,-22272.44085243576,-24260.85255324879,-20284.02915162273,NO
3.0,851,0.0851,terminal_inventory_site1_kg,173.09051855127632,116.5316325234042,-56.558886027872155,-60.015835026894095,-53.101937028850216,NO
3.0,851,0.0851,terminal_target_site1_kg,102.77366759444912,38.344954150631644,-64.42871344381719,-67.41989429131873,-61.43753259631565,NO
3.0,851,0.0851,terminal_gap_site1_kg,5.98907883533894,2.0016038224908055,-3.987475012848133,-4.91272273486075,-3.062227290835517,NO
3.0,851,0.0851,terminal_surplus_site1_kg,76.30592979216617,80.18828219526328,3.882352403097145,-0.25848540935833775,8.023190215552628,NO
3.0,851,0.0851,site1_cumulative_production_kg,174.47841466614213,115.68912113141552,-58.789293534726696,-60.82884226676395,-56.74974480268944,NO
3.0,851,0.0851,site1_last_active_production_kg,34.515014591314845,29.308390672869418,-5.206623918445463,-6.313036312289612,-4.100211524601314,NO
3.0,851,0.0851,terminal_inventory_site2_kg,95.3219228082371,33.937192614757116,-61.38473019348026,-63.713732720041264,-59.05572766691925,NO
3.0,851,0.0851,terminal_target_site2_kg,44.89236950456146,14.634451663679263,-30.257917840882275,-32.75193110257542,-27.76390457918913,NO
3.0,851,0.0851,terminal_gap_site2_kg,8.552111081870919,4.032717284272127,-4.519393797598792,-5.732558179033288,-3.306229416164297,NO
3.0,851,0.0851,terminal_surplus_site2_kg,58.98166438554683,23.335458235350007,-35.64620615019686,-38.370696985501695,-32.921715314892026,NO
3.0,851,0.0851,site2_cumulative_production_kg,95.17007659291805,61.691856722237084,-33.478219870681095,-34.65763331486732,-32.29880642649487,NO
3.0,851,0.0851,site2_last_active_production_kg,17.940608707982893,16.711750128912886,-1.2288585790700386,-1.9417685817491228,-0.5159485763909544,NO
3.0,851,0.0851,terminal_inventory_site3_kg,32.93181406785374,20.05762796407457,-12.874186103779167,-14.765144567428653,-10.98322764012968,NO
3.0,851,0.0851,terminal_target_site3_kg,12.215221702703285,11.096432552070226,-1.1187891506329715,-1.438179484895847,-0.799398816370096,NO
3.0,851,0.0851,terminal_gap_site3_kg,1.9828765788535117,3.429520377231658,1.4466437983781473,0.9305754557462482,1.9627121410100463,NO
3.0,851,0.0851,terminal_surplus_site3_kg,22.699468944004064,12.390715789236006,-10.308753154768032,-11.959726628525132,-8.657779681010933,NO
3.0,851,0.0851,site3_cumulative_production_kg,50.85325677715167,39.33701972372045,-11.516237053431054,-12.204316125758567,-10.82815798110354,NO
3.0,851,0.0851,site3_last_active_production_kg,8.964062995110485,10.268842638078109,1.3047796429676286,0.9112032120858593,1.698356073849398,NO
3.0,851,0.0851,terminal_inventory_site4_kg,90.57055226772742,75.1248912541159,-15.445661013611488,-18.499649423755773,-12.391672603467203,NO
3.0,851,0.0851,terminal_target_site4_kg,56.843744107530284,25.62311387977103,-31.22063022775917,-33.13456332395094,-29.306697131567397,NO
3.0,851,0.0851,terminal_gap_site4_kg,8.851474675944473,1.6149167644550877,-7.236557911489382,-8.58876948295562,-5.884346340023145,NO
3.0,851,0.0851,terminal_surplus_site4_kg,42.57828283614173,51.1166941387999,8.538411302658131,5.569367634717569,11.507454970598694,NO
3.0,851,0.0851,site4_cumulative_production_kg,86.01368562846652,60.40243576011836,-25.611249868348285,-26.46893028302525,-24.753569453671318,NO
3.0,851,0.0851,site4_last_active_production_kg,16.911577865765125,15.320265685372135,-1.591312180393033,-2.047423601950085,-1.1352007588359807,NO
4.0,429,0.0429,production_kg,483.2013554470793,396.08493962550136,-87.11641582157819,-92.22837624503856,-82.00445539811781,NO
4.0,429,0.0429,stage1_production_kg,120.12000000000074,109.98000000000073,-10.13999999999998,-10.139999999999981,-10.139999999999977,NO
4.0,429,0.0429,stage2_6_production_kg,363.08135544707943,286.10493962550146,-76.97641582157819,-82.08837624503856,-71.86445539811781,NO
4.0,429,0.0429,last_active_stage_production_kg,99.30096617081308,92.55304159654027,-6.747924574272924,-9.566063268845495,-3.929785879700353,NO
4.0,429,0.0429,terminal_inventory_kg,484.13506591335187,364.69344424207475,-119.441621671277,-123.3652720117439,-115.51797133081011,NO
4.0,429,0.0429,terminal_target_kg,418.6190056771479,272.25331317780916,-146.3656924993385,-148.78544764166332,-143.9459373570137,NO
4.0,429,0.0429,terminal_gap_kg,70.77489620939336,69.16283415202894,-1.6120620573644675,-6.005272716789526,2.7811486020605907,NO
4.0,429,0.0429,terminal_surplus_kg,103.97298787565167,117.82674070358283,13.853752827931256,10.56838051718304,17.13912513867947,NO
4.0,429,0.0429,ordinary_shortage_kg,47.182596869066614,14.857391019367677,-32.32520584969893,-34.77362515824848,-29.876786541149386,NO
4.0,429,0.0429,htt_kg,117.5863055776513,143.26059341895032,25.67428784129904,17.802205713269174,33.54636996932891,NO
4.0,429,0.0429,operating_cost_yuan,92853.12588946175,83852.44101651748,-9000.684872944194,-9461.894321156433,-8539.475424731954,NO
4.0,429,0.0429,total_objective_yuan,163628.02209885506,153015.2751685464,-10612.746930308733,-15049.895747661754,-6175.59811295571,NO
4.0,429,0.0429,terminal_inventory_site1_kg,234.13195453953978,213.27239044444693,-20.859564095092942,-25.809815193089555,-15.909312997096329,NO
4.0,429,0.0429,terminal_target_site1_kg,205.98270903866145,123.53238634652485,-82.45032269213627,-83.4157651243246,-81.48488025994794,NO
4.0,429,0.0429,terminal_gap_site1_kg,20.590659973785524,9.875073180359745,-10.715586793425796,-13.303756951129744,-8.127416635721849,NO
4.0,429,0.0429,terminal_surplus_site1_kg,48.739905474664795,99.61507727828221,50.875171803617505,46.35834587306882,55.39199773416619,NO
4.0,429,0.0429,site1_cumulative_production_kg,200.16433777919121,162.26628579069543,-37.898051988496114,-40.55913569118768,-35.23696828580455,NO
4.0,429,0.0429,site1_last_active_production_kg,42.1303708217726,36.962457123969095,-5.167913697803571,-6.66115196847817,-3.674675427128972,NO
4.0,429,0.0429,terminal_inventory_site2_kg,103.11098416730914,63.45573510011648,-39.65524906719246,-44.354877030118345,-34.95562110426657,NO
4.0,429,0.0429,terminal_target_site2_kg,83.85656940070763,53.48997472511658,-30.366594675591166,-32.35239188629505,-28.380797464887277,NO
4.0,429,0.0429,terminal_gap_site2_kg,20.063842834555054,20.16523858193809,0.10139574738303339,-2.4840198075606383,2.686811302326705,NO
4.0,429,0.0429,terminal_surplus_site2_kg,39.31825760115636,30.130998956938114,-9.187258644218243,-13.262492816142277,-5.112024472294209,NO
4.0,429,0.0429,site2_cumulative_production_kg,118.93325417184965,96.59482427515285,-22.338429896696745,-23.809817450474473,-20.867042342919017,NO
4.0,429,0.0429,site2_last_active_production_kg,23.296441952430214,24.06675538227685,0.7703134298466021,-0.2401701882930929,1.7807970479862971,NO
4.0,429,0.0429,terminal_inventory_site3_kg,40.522484917441695,17.193055574514624,-23.329429342927043,-26.14735279936978,-20.511505886484304,NO
4.0,429,0.0429,terminal_target_site3_kg,23.41461939269423,25.00379195759428,1.5891725648999506,0.92553157738954,2.252813552410361,NO
4.0,429,0.0429,terminal_gap_site3_kg,2.878796902104334,14.889090502553582,12.01029360044924,10.625166245203387,13.395420955695093,NO
4.0,429,0.0429,terminal_surplus_site3_kg,19.98666242685174,7.078354119473994,-12.908308307377748,-15.19992820762823,-10.616688407127267,NO
4.0,429,0.0429,site3_cumulative_production_kg,64.04033638296036,56.00436833163867,-8.035968051321683,-8.923430673480382,-7.1485054291629835,NO
4.0,429,0.0429,site3_last_active_production_kg,12.245223789260637,13.674228142706392,1.4290043534457408,0.8160424868930013,2.0419662199984803,NO
4.0,429,0.0429,terminal_inventory_site4_kg,106.36964228906145,70.7722631229967,-35.597379166064705,-41.29158150285686,-29.90317682927255,NO
4.0,429,0.0429,terminal_target_site4_kg,105.36510784508465,70.2271601485736,-35.13794769651074,-36.58564971968483,-33.690245673336655,NO
4.0,429,0.0429,terminal_gap_site4_kg,27.24159649894849,24.233431887177545,-3.0081646117709515,-6.858720229777617,0.8423910062357147,NO
4.0,429,0.0429,terminal_surplus_site4_kg,28.246130942925273,24.778534861600487,-3.4675960813248294,-7.145586040969222,0.2103938783195627,NO
4.0,429,0.0429,site4_cumulative_production_kg,100.06342711307775,81.21946122801444,-18.843965885063565,-20.099007068333545,-17.588924701793584,NO
4.0,429,0.0429,site4_last_active_production_kg,21.628929607349246,17.84960094758761,-3.779328659761681,-4.587621340356299,-2.971035979167062,NO
5.0,153,0.0153,production_kg,538.13893866107,472.8602067728006,-65.27873188826891,-72.73326505580874,-57.82419872072907,NO
5.0,153,0.0153,stage1_production_kg,120.12000000000019,109.97999999999968,-10.140000000000027,-10.14000000000003,-10.140000000000024,NO
5.0,153,0.0153,stage2_6_production_kg,418.0189386610696,362.8802067728011,-55.13873188826884,-62.59326505580868,-47.68419872072901,NO
5.0,153,0.0153,last_active_stage_production_kg,102.07680829706673,93.63684943589094,-8.439958861175766,-12.964456056045393,-3.915461666306139,NO
5.0,153,0.0153,terminal_inventory_kg,531.3444691234777,431.00542069953985,-100.3390484239379,-106.00881276113786,-94.66928408673793,NO
5.0,153,0.0153,terminal_target_kg,530.7571229682753,400.9054712865852,-129.85165168168973,-139.24703629854903,-120.45626706483043,NO
5.0,153,0.0153,terminal_gap_kg,72.79704422605896,107.03869829722048,34.24165407116157,25.77513082184305,42.70817732048009,NO
5.0,153,0.0153,terminal_surplus_kg,45.23668779929519,85.63977055511818,40.40308275582302,31.592116752041736,49.21404875960431,NO
5.0,153,0.0153,ordinary_shortage_kg,56.74540357624307,21.68508704057414,-35.06031653566899,-39.39220314282518,-30.728429928512796,NO
5.0,153,0.0153,htt_kg,177.00868776796597,188.13344835023918,11.12476058227311,-3.791468199168868,26.040989363715088,NO
5.0,153,0.0153,operating_cost_yuan,105160.09505575338,95481.5213179886,-9678.573737764786,-10441.649239166694,-8915.498236362877,NO
5.0,153,0.0153,total_objective_yuan,177957.13928181253,202520.21961520897,24563.08033339676,16173.66341986295,32952.497246930565,NO
5.0,153,0.0153,terminal_inventory_site1_kg,270.20632772362137,262.84908807117216,-7.357239652449269,-13.839490695994144,-0.8749886089043946,NO
5.0,153,0.0153,terminal_target_site1_kg,267.42393907157333,183.73243104704665,-83.69150802452634,-91.26202738428562,-76.12098866476707,NO
5.0,153,0.0153,terminal_gap_site1_kg,13.235567858184098,3.591601021023932,-9.643966837160166,-13.370151548516516,-5.917782125803816,NO
5.0,153,0.0153,terminal_surplus_site1_kg,16.01795651023232,82.70825804514928,66.69030153491691,57.85183601123515,75.52876705859867,NO
5.0,153,0.0153,site1_cumulative_production_kg,222.88355615751956,195.13985435544393,-27.743701802075734,-31.732142547245736,-23.75526105690573,NO
5.0,153,0.0153,site1_last_active_production_kg,45.956520948324766,39.182159648639185,-6.774361299685525,-8.842634511654172,-4.7060880877168785,NO
5.0,153,0.0153,terminal_inventory_site2_kg,95.99091825068471,91.72275559569958,-4.268162654985109,-11.880845353950757,3.3445200439805385,NO
5.0,153,0.0153,terminal_target_site2_kg,82.99496798571487,71.12000802932376,-11.874959956391189,-12.737243622838733,-11.012676289943645,NO
5.0,153,0.0153,terminal_gap_site2_kg,14.656964317469386,17.72071697451225,3.0637526570428695,-0.9854696108287988,7.112974924914537,NO
5.0,153,0.0153,terminal_surplus_site2_kg,27.652914582439063,38.32346454088813,10.670549958449062,4.70710298629647,16.633996930601654,NO
5.0,153,0.0153,site2_cumulative_production_kg,132.57698036495054,115.64303349550926,-16.9339468694413,-18.99664029023086,-14.87125344865174,NO
5.0,153,0.0153,site2_last_active_production_kg,22.285113051553303,22.887358363863346,0.6022453123100501,-1.1937082294553631,2.398198854075463,NO
5.0,153,0.0153,terminal_inventory_site3_kg,41.48568850418955,14.540057873316469,-26.945630630873072,-31.79200877952848,-22.099252482217665,NO
5.0,153,0.0153,terminal_target_site3_kg,34.5834517419258,39.47503773965334,4.891585997727596,3.8372779835676156,5.945894011887576,NO
5.0,153,0.0153,terminal_gap_site3_kg,8.058955160629408,30.19036489488978,22.131409734260384,19.316107199152302,24.946712269368465,NO
5.0,153,0.0153,terminal_surplus_site3_kg,14.961191922893223,5.255385028552921,-9.705806894340304,-13.255026815060369,-6.1565869736202385,NO
5.0,153,0.0153,site3_cumulative_production_kg,71.2331587954336,65.05237384487492,-6.180784950558711,-7.437592812178015,-4.923977088939407,NO
5.0,153,0.0153,site3_last_active_production_kg,10.721175255230849,12.392976210589907,1.6718009553590545,0.6251542897783102,2.7184476209397985,NO
5.0,153,0.0153,terminal_inventory_site4_kg,123.66153464498214,61.89351915935177,-61.768015485630364,-69.44928250025582,-54.08674847100491,NO
5.0,153,0.0153,terminal_target_site4_kg,145.75476416906145,106.57799447056215,-39.176769698499406,-41.034262507056724,-37.31927688994209,NO
5.0,153,0.0153,terminal_gap_site4_kg,36.84555688977604,55.53601540679453,18.690458517018474,11.717730204302093,25.663186829734855,NO
5.0,153,0.0153,terminal_surplus_site4_kg,14.752327365696624,10.851540095584209,-3.9007872701124144,-7.256882379721272,-0.5446921605035566,NO
5.0,153,0.0153,site4_cumulative_production_kg,111.44524334316601,97.02494507697286,-14.4202982661932,-16.44277650314729,-12.397820029239112,NO
5.0,153,0.0153,site4_last_active_production_kg,23.113999041957786,19.17435521279842,-3.939643829159345,-5.07839409153857,-2.80089356678012,NO
6.0,4,0.0004,production_kg,568.4511266791515,538.1626226179548,-30.288504061196733,-99.75702576191723,39.18001763952377,YES
6.0,4,0.0004,stage1_production_kg,120.12,109.98,-10.14,-10.14,-10.14,YES
6.0,4,0.0004,stage2_6_production_kg,448.3311266791517,428.18262261795445,-20.148504061197144,-89.61702576191682,49.32001763952253,YES
6.0,4,0.0004,last_active_stage_production_kg,98.55899337661009,105.88865925134856,7.329665874738474,-20.496438995629575,35.15577074510652,YES
6.0,4,0.0004,terminal_inventory_kg,536.256302979321,464.1750483729322,-72.08125460638878,-110.65871556171247,-33.503793651065095,YES
6.0,4,0.0004,terminal_target_kg,598.4410706230735,453.19567744412547,-145.24539317894798,-281.3065951041282,-9.18419125376775,YES
6.0,4,0.0004,terminal_gap_kg,81.72119918837495,88.61724527928868,6.896046090913728,-40.74869188045692,54.540784062284374,YES
6.0,4,0.0004,terminal_surplus_kg,0.0,67.93121732276725,67.93121732276725,-57.41687493900329,193.2793095845378,YES
6.0,4,0.0004,ordinary_shortage_kg,51.5454825795826,9.75273203439085,-41.79275054519175,-77.6574707797113,-5.928030310672206,YES
6.0,4,0.0004,htt_kg,150.06163062680315,171.822278212765,21.760647585961845,-118.85039165316427,162.37168682508795,YES
6.0,4,0.0004,operating_cost_yuan,112441.41155085817,103333.67513449755,-9107.736416360622,-10762.189451849375,-7453.283380871868,YES
6.0,4,0.0004,total_objective_yuan,194162.61073923297,191950.92041378625,-2211.6903254467506,-48716.471281052494,44293.090630159,YES
6.0,4,0.0004,terminal_inventory_site1_kg,261.36704939447304,271.49124644116677,10.124197046693752,-47.01906351961719,67.2674576130047,YES
6.0,4,0.0004,terminal_target_site1_kg,289.2335953416932,222.04193679126797,-67.19165855042525,-124.4684167149534,-9.914900385897077,YES
6.0,4,0.0004,terminal_gap_site1_kg,31.905478231146347,11.790714485000326,-20.114763746146025,-57.17486447650413,16.945336984212084,YES
6.0,4,0.0004,terminal_surplus_site1_kg,4.038932283926002,61.24002413489901,57.20109185097301,-21.160116415161234,135.56230011710724,YES
6.0,4,0.0004,site1_cumulative_production_kg,236.92499999999998,221.28040039768064,-15.64459960231936,-49.583432959634905,18.294233754996185,YES
6.0,4,0.0004,site1_last_active_production_kg,46.8,46.8,0.0,0.0,0.0,YES
6.0,4,0.0004,terminal_inventory_site2_kg,92.26842022280132,69.6912974512603,-22.577122771541028,-115.11596245777093,69.96171691468888,YES
6.0,4,0.0004,terminal_target_site2_kg,97.44017111524013,68.58456949582768,-28.855601619412457,-64.5221848087633,6.810981569938388,YES
6.0,4,0.0004,terminal_gap_site2_kg,8.702619537244694,20.669798871446595,11.967179334201905,-16.29114291280598,40.22550158120979,YES
6.0,4,0.0004,terminal_surplus_site2_kg,3.530868644805974,21.77652682687915,18.245658182073175,-55.56680461380142,92.05812097794777,YES
6.0,4,0.0004,site2_cumulative_production_kg,138.55963358905638,132.09379389288966,-6.465839696166704,-29.653694421378646,16.722015029045238,YES
6.0,4,0.0004,site2_last_active_production_kg,19.777009788418567,24.36924931829391,4.592239529875345,-14.4130945568526,23.59757361660329,YES
6.0,4,0.0004,terminal_inventory_site3_kg,37.781553289415704,14.952341449733575,-22.829211839682124,-51.01128677147009,5.352863092105842,YES
6.0,4,0.0004,terminal_target_site3_kg,36.82185169070015,40.09473193701457,3.2728802463144238,-2.740174218193869,9.285934710822715,YES
6.0,4,0.0004,terminal_gap_site3_kg,11.00692901717475,32.321381225223526,21.314452208048774,-6.472515661830688,49.10142007792824,YES
6.0,4,0.0004,terminal_surplus_site3_kg,11.9666306158903,7.1789907379425255,-4.787639877947775,-13.755063621572459,4.179783865676908,YES
6.0,4,0.0004,site3_cumulative_production_kg,75.81371324409228,75.10092832738427,-0.7127849167080136,-9.626298977556484,8.200729144140457,YES
6.0,4,0.0004,site3_last_active_production_kg,8.581983588191473,11.319409933054665,2.73742634486319,-6.144323458493423,11.619176148219802,YES
6.0,4,0.0004,terminal_inventory_site4_kg,144.839280072631,108.04016303077188,-36.79911704185912,-68.5783617360864,-5.019872347631832,YES
6.0,4,0.0004,terminal_target_site4_kg,174.94545247544025,122.47443922001531,-52.47101325542496,-106.14791234298347,1.2058858321335606,YES
6.0,4,0.0004,terminal_gap_site4_kg,30.106172402809136,23.835350697618086,-6.27082170519105,-37.83897332394804,25.29732991356594,YES
6.0,4,0.0004,terminal_surplus_site4_kg,0.0,9.401074508374851,9.401074508374851,-20.51734032650477,39.319489343254475,YES
6.0,4,0.0004,site4_cumulative_production_kg,117.15277984600289,109.6875,-7.4652798460028755,-26.684210436502198,11.753650744496447,YES
6.0,4,0.0004,site4_last_active_production_kg,23.4,23.4,0.0,0.0,0.0,YES
