terminal_loc,path_count,path_share,metric,Stage89H_mean,Stage89N_mean,paired_difference_mean,paired_difference_ci95_low,paired_difference_ci95_high,descriptive_only
1.0,438,0.0438,site4_cumulative_production_kg,84.681585621517,55.0455968688537,-29.635988752663295,-30.52620063139432,-28.745776873932268,NO
1.0,438,0.0438,site4_last_active_production_kg,16.6824959739215,13.008604952333902,-3.673891021587642,-4.21722795575953,-3.1305540874157547,NO
2.0,899,0.0899,production_kg,386.3460706260939,224.21850843885824,-162.12756218723635,-165.65504264482024,-158.60008172965246,NO
2.0,899,0.0899,stage1_production_kg,120.11999999999885,109.97999999999956,-10.14000000000007,-10.140000000000075,-10.140000000000065,NO
2.0,899,0.0899,stage2_6_production_kg,266.22607062609427,114.23850843885832,-151.9875621872361,-155.51504264482,-148.46008172965222,NO
2.0,899,0.0899,last_active_stage_production_kg,68.06751609424754,41.31085145083382,-26.756664643413643,-28.494630944199926,-25.01869834262736,NO
2.0,899,0.0899,terminal_inventory_kg,363.42210621845703,194.45330747493256,-168.96879874352499,-171.80291315798436,-166.1346843290656,NO
2.0,899,0.0899,terminal_target_kg,124.84115051354897,68.73670757763922,-56.10444293591207,-60.31073189083127,-51.898153980992866,NO
2.0,899,0.0899,terminal_gap_kg,20.94988700595143,16.354313140421386,-4.595573865530053,-6.64683043451953,-2.5443172965405756,NO
2.0,899,0.0899,terminal_surplus_kg,247.30676678459392,132.99354937143585,-114.31321741315787,-119.92184370197975,-108.70459112433599,NO
2.0,899,0.0899,ordinary_shortage_kg,10.375664843202731,3.534428286913887,-6.8412365562888535,-7.982514154759003,-5.699958957818704,NO
2.0,899,0.0899,htt_kg,46.41495736455311,39.24814305149075,-7.166814313062365,-9.879467075927984,-4.454161550196745,NO
2.0,899,0.0899,operating_cost_yuan,75779.40711718009,68323.21656481198,-7456.190552368139,-7626.293996137934,-7286.087108598344,NO
2.0,899,0.0899,total_objective_yuan,96729.29412313156,84677.52970523336,-12051.764417898194,-14099.696551282612,-10003.832284513775,NO
2.0,899,0.0899,terminal_inventory_site1_kg,166.2272820452741,89.66488494729296,-76.56239709798129,-79.08110316307642,-74.04369103288616,NO
2.0,899,0.0899,terminal_target_site1_kg,50.493369027924324,30.147024914644305,-20.3463441132799,-22.890543735134305,-17.802144491425498,NO
2.0,899,0.0899,terminal_gap_site1_kg,5.434596257564292,2.3161048288932253,-3.1184914286710663,-4.020972703700246,-2.2160101536418866,NO
2.0,899,0.0899,terminal_surplus_site1_kg,121.16850927491433,61.8339648615418,-59.33454441337253,-63.17989247618431,-55.489196350560746,NO
2.0,899,0.0899,site1_cumulative_production_kg,171.4415491697649,96.00473078452575,-75.43681838523891,-77.20016207245844,-73.67347469801938,NO
2.0,899,0.0899,site1_last_active_production_kg,33.252478996548824,18.319394179963787,-14.933084816585303,-15.844520256199049,-14.021649376971558,NO
2.0,899,0.0899,terminal_inventory_site2_kg,83.595810609877,29.45185294547034,-54.143957664406706,-56.11403510872756,-52.17388022008585,NO
2.0,899,0.0899,terminal_target_site2_kg,27.88278237081874,9.927522610248555,-17.955259760569778,-18.35111122560101,-17.559408295538546,NO
2.0,899,0.0899,terminal_gap_site2_kg,1.3145765470840234,2.1755764563985807,0.8609999093145578,0.31874778856190367,1.403252030067212,NO
2.0,899,0.0899,terminal_surplus_site2_kg,57.027604786142646,21.699906791620332,-35.32769799452229,-37.25986385151009,-33.39553213753449,NO
2.0,899,0.0899,site2_cumulative_production_kg,85.82723880998374,44.113792000507246,-41.71344680947689,-42.78333517624021,-40.64355844271358,NO
2.0,899,0.0899,site2_last_active_production_kg,12.648105062705408,6.095159220943912,-6.552945841761511,-7.259618644733264,-5.846273038789759,NO
2.0,899,0.0899,terminal_inventory_site3_kg,24.79650763639595,23.966957628805634,-0.829550007590317,-2.3543769820367633,0.6952769668561294,NO
2.0,899,0.0899,terminal_target_site3_kg,8.86842829069423,6.546454665513125,-2.3219736251810232,-2.644127420230333,-1.9998198301317134,NO
2.0,899,0.0899,terminal_gap_site3_kg,0.8190689050342571,3.4616292735928513,2.642560368558592,2.045329277713111,3.2397914594040733,NO
2.0,899,0.0899,terminal_surplus_site3_kg,16.74714825073602,20.882132236885315,4.134983986149287,2.7588817362929743,5.5110862360056,NO
2.0,899,0.0899,site3_cumulative_production_kg,45.68733830847503,30.798875274966065,-14.888463033509028,-15.59122684760839,-14.185699219409667,NO
2.0,899,0.0899,site3_last_active_production_kg,6.1667876347500785,4.855513288685962,-1.3112743460641096,-1.7222445349072395,-0.9003041572209798,NO
2.0,899,0.0899,terminal_inventory_site4_kg,88.8025059269103,51.36961195336356,-37.43289397354655,-39.67815154174674,-35.18763640534635,NO
2.0,899,0.0899,terminal_target_site4_kg,37.596570824114174,22.115705387233238,-15.480865436880919,-17.435245309927797,-13.52648556383404,NO
2.0,899,0.0899,terminal_gap_site4_kg,13.381645296268866,8.401002581536723,-4.980642714732138,-6.712027209342469,-3.249258220121807,NO
2.0,899,0.0899,terminal_surplus_site4_kg,64.58758039906493,37.654909147666956,-26.932671251397867,-29.20413034087008,-24.661212161925654,NO
2.0,899,0.0899,site4_cumulative_production_kg,83.38994433787056,53.30111037885957,-30.088833959011232,-30.74667669558342,-29.430991222439044,NO
2.0,899,0.0899,site4_last_active_production_kg,16.000144400242796,12.040784761240165,-3.9593596390027845,-4.336073666148643,-3.582645611856926,NO
3.0,817,0.0817,production_kg,378.2314908257984,218.28879066218326,-159.94270016361548,-163.44833118446323,-156.43706914276774,NO
3.0,817,0.0817,stage1_production_kg,120.11999999999921,109.97999999999993,-10.140000000000136,-10.140000000000144,-10.140000000000127,NO
3.0,817,0.0817,stage2_6_production_kg,258.11149082579817,108.30879066218289,-149.8027001636154,-153.30833118446316,-146.29706914276767,NO
3.0,817,0.0817,last_active_stage_production_kg,67.83595149443012,42.72857695448642,-25.107374539943585,-26.93758329774487,-23.2771657821423,NO
3.0,817,0.0817,terminal_inventory_kg,358.0810630375682,191.5008589082573,-166.5802041293105,-169.42946786621494,-163.73094039240604,NO
3.0,817,0.0817,terminal_target_kg,107.20932687181798,58.14925417398324,-49.06007269783446,-53.969759174214786,-44.15038622145413,NO
3.0,817,0.0817,terminal_gap_kg,14.249927526715503,10.852704880071348,-3.397222646644141,-4.823748003385225,-1.970697289903057,NO
3.0,817,0.0817,terminal_surplus_kg,259.01914311572585,137.65327799109397,-121.36586512463192,-127.30630064270585,-115.425429606558,NO
3.0,817,0.0817,ordinary_shortage_kg,9.498057882336148,2.8605539166410185,-6.637503965695129,-7.778475318600029,-5.4965326127902285,NO
3.0,817,0.0817,htt_kg,37.54992193764658,33.213542710370454,-4.336379227276241,-7.08062045722041,-1.592137997332073,NO
3.0,817,0.0817,operating_cost_yuan,73928.64548995365,66694.05654633553,-7234.588943618008,-7408.641725735302,-7060.536161500713,NO
3.0,817,0.0817,total_objective_yuan,88178.57301666918,77546.76142640687,-10631.811590262161,-12087.891681056215,-9175.731499468107,NO
3.0,817,0.0817,terminal_inventory_site1_kg,162.8153885230107,87.73811565828544,-75.0772728647252,-77.56226889145366,-72.59227683799675,NO
3.0,817,0.0817,terminal_target_site1_kg,47.68942172354732,26.534663169732678,-21.154758553814723,-23.87210659171804,-18.437410515911406,NO
3.0,817,0.0817,terminal_gap_site1_kg,4.7769159770857135,1.322956803597597,-3.453959173488115,-4.492542913869589,-2.4153754331066413,NO
3.0,817,0.0817,terminal_surplus_site1_kg,119.90288277654886,62.52640929215051,-57.37647348439861,-61.21105464441795,-53.54189232437927,NO
3.0,817,0.0817,site1_cumulative_production_kg,167.48250217880934,93.9261625388751,-73.55633963993472,-75.32145419658515,-71.79122508328429,NO
3.0,817,0.0817,site1_last_active_production_kg,33.08145140768641,19.189476050807535,-13.891975356879167,-14.86580238694778,-12.918148326810554,NO
3.0,817,0.0817,terminal_inventory_site2_kg,88.5914378691802,28.83745623476795,-59.7539816344123,-61.724356320432776,-57.78360694839182,NO
3.0,817,0.0817,terminal_target_site2_kg,26.33875391567729,11.288475109847663,-15.050278805829679,-17.033646944278416,-13.066910667380942,NO
3.0,817,0.0817,terminal_gap_site2_kg,5.684748969541768,3.179598852420806,-2.505150117120958,-3.496139206888585,-1.5141610273533306,NO
3.0,817,0.0817,terminal_surplus_site2_kg,67.9374329230447,20.728579977341088,-47.20885294570358,-49.66820413081018,-44.749501760596985,NO
3.0,817,0.0817,site2_cumulative_production_kg,84.78859352052473,42.98312383657254,-41.8054696839524,-42.89430741762146,-40.71663195028334,NO
3.0,817,0.0817,site2_last_active_production_kg,13.387200824299702,6.4368242320419675,-6.950376592257773,-7.728916902922111,-6.171836281593435,NO
3.0,817,0.0817,terminal_inventory_site3_kg,24.216115793026848,24.62905809625333,0.4129423032263587,-1.2750457820812797,2.100930388533997,NO
3.0,817,0.0817,terminal_target_site3_kg,5.088386908170108,6.558126325588451,1.4697394174183458,1.282855374172005,1.6566234606646866,NO
3.0,817,0.0817,terminal_gap_site3_kg,0.9299804474006735,3.4553226834963295,2.525342236095655,1.9364194271706383,3.1142650450206713,NO
3.0,817,0.0817,terminal_surplus_site3_kg,20.05770933225743,21.526254454161144,1.4685451219036652,-0.015373593893269977,2.9524638377006003,NO
3.0,817,0.0817,site3_cumulative_production_kg,44.75759011776107,30.18351044606324,-14.574079671697838,-15.332411682820243,-13.815747660575433,NO
3.0,817,0.0817,site3_last_active_production_kg,6.08372857663186,5.481080080011231,-0.6026484966206328,-1.030027799264358,-0.1752691939769075,NO
3.0,817,0.0817,terminal_inventory_site4_kg,82.45812085235062,50.29622891895107,-32.161891933399566,-34.36249229423319,-29.961291572565944,NO
3.0,817,0.0817,terminal_target_site4_kg,28.092764324423218,13.767989568814514,-14.32477475560856,-14.7723210285202,-13.877228482696921,NO
3.0,817,0.0817,terminal_gap_site4_kg,2.858282132687344,2.8948265405566174,0.036544407869273855,-1.0403159207715222,1.1134047365100699,NO
3.0,817,0.0817,terminal_surplus_site4_kg,57.22363866061487,39.423065890692996,-17.800572769921786,-19.648661250675516,-15.952484289168053,NO
3.0,817,0.0817,site4_cumulative_production_kg,81.2028050087028,51.19599384067224,-30.006811168030616,-30.70938478829705,-29.30423754776418,NO
3.0,817,0.0817,site4_last_active_production_kg,15.283570685811759,11.621196591625797,-3.662374094186069,-4.107892682176994,-3.2168555061951443,NO
4.0,858,0.0858,production_kg,375.13374125276806,217.4974685544529,-157.63627269831503,-161.27576414835295,-153.9967812482771,NO
4.0,858,0.0858,stage1_production_kg,120.11999999999902,109.97999999999975,-10.1400000000001,-10.140000000000107,-10.140000000000093,NO
4.0,858,0.0858,stage2_6_production_kg,255.0137412527678,107.51746855445292,-147.49627269831512,-151.13576414835305,-143.8567812482772,NO
4.0,858,0.0858,last_active_stage_production_kg,64.87116467403764,41.156793584683996,-23.714371089353723,-25.61688400863598,-21.811858170071464,NO
4.0,858,0.0858,terminal_inventory_kg,353.28601441955595,188.49278440706954,-164.7932300124862,-167.79834397126487,-161.7881160537075,NO
4.0,858,0.0858,terminal_target_kg,108.39437795170217,67.82276948463004,-40.571608467071826,-45.014771323776685,-36.12844561036697,NO
4.0,858,0.0858,terminal_gap_kg,19.46745812863185,18.367531192920797,-1.0999269357110504,-2.659089734880265,0.4592358634581639,NO
4.0,858,0.0858,terminal_surplus_kg,254.5065061640474,129.63353274531445,-124.87297341873241,-130.74711898526053,-118.9988278522043,NO
4.0,858,0.0858,ordinary_shortage_kg,9.620720006739699,2.4637626925685137,-7.156957314171186,-8.310869548194873,-6.0030450801475,NO
4.0,858,0.0858,htt_kg,34.93121509060307,33.87894332961002,-1.0522717609931251,-3.787380240818325,1.6828367188320748,NO
4.0,858,0.0858,operating_cost_yuan,74336.2332354313,67257.37487513681,-7078.858360294437,-7250.995542375979,-6906.721178212895,NO
4.0,858,0.0858,total_objective_yuan,93803.69136406301,85624.90606805762,-8178.785296005489,-9740.739454783534,-6616.831137227444,NO
4.0,858,0.0858,terminal_inventory_site1_kg,159.07157523188675,86.10423167691756,-72.96734355496933,-75.56872806431006,-70.3659590456286,NO
4.0,858,0.0858,terminal_target_site1_kg,42.162570900664136,26.893352225369018,-15.269218675295031,-17.171343462052107,-13.367093888537955,NO
4.0,858,0.0858,terminal_gap_site1_kg,3.0833036766102815,2.058285886787214,-1.0250177898230668,-1.7285974511489934,-0.32143812849714026,NO
4.0,858,0.0858,terminal_surplus_site1_kg,119.99230800783278,61.26916533833569,-58.72314266949732,-62.38734081833202,-55.05894452066262,NO
4.0,858,0.0858,site1_cumulative_production_kg,166.73130946943925,92.50180488789422,-74.22950458154523,-76.04674404482101,-72.41226511826945,NO
4.0,858,0.0858,site1_last_active_production_kg,32.0045711338552,17.8891311551769,-14.115439978678516,-15.15150287766276,-13.079377079694273,NO
4.0,858,0.0858,terminal_inventory_site2_kg,86.9446697625333,30.996954079413737,-55.94771568311952,-57.94588655109333,-53.94954481514571,NO
4.0,858,0.0858,terminal_target_site2_kg,36.318502523562294,19.327841369073365,-16.990661154489008,-19.4033878820481,-14.577934426929916,NO
4.0,858,0.0858,terminal_gap_site2_kg,12.631795609788913,8.850666713341834,-3.7811288964470733,-5.175317758142727,-2.3869400347514196,NO
4.0,858,0.0858,terminal_surplus_site2_kg,63.257962848759824,20.519779423682238,-42.738183425077565,-45.00096615881139,-40.475400691343744,NO
4.0,858,0.0858,site2_cumulative_production_kg,84.35734463866767,43.43937482155081,-40.9179698171172,-42.035358779290256,-39.80058085494415,NO
4.0,858,0.0858,site2_last_active_production_kg,13.021906602361193,6.597963478609384,-6.423943123751853,-7.159772166034507,-5.688114081469198,NO
4.0,858,0.0858,terminal_inventory_site3_kg,26.4490043156021,23.582531521401126,-2.866472794201002,-4.503597139027551,-1.2293484493744529,NO
4.0,858,0.0858,terminal_target_site3_kg,11.29362457899262,7.642210213008818,-3.6514143659838862,-3.863042245572424,-3.4397864863953487,NO
4.0,858,0.0858,terminal_gap_site3_kg,1.732806025193859,4.136390382706942,2.403584357513084,1.734857478038075,3.072311236988093,NO
4.0,858,0.0858,terminal_surplus_site3_kg,16.888185761803197,20.07671169109922,3.1885259292960053,1.789483789292696,4.587568069299315,NO
4.0,858,0.0858,site3_cumulative_production_kg,43.5206684201706,31.02658610606099,-12.494082314109509,-13.18962949562749,-11.798535132591528,NO
4.0,858,0.0858,site3_last_active_production_kg,5.3680009737617915,5.657413676373481,0.2894127026116837,-0.10919956603938424,0.6880249712627517,NO
4.0,858,0.0858,terminal_inventory_site4_kg,80.82076510953331,47.80906712933694,-33.01169798019642,-35.1168292521124,-30.906566708280444,NO
4.0,858,0.0858,terminal_target_site4_kg,18.619679948482577,13.959365677178893,-4.660314271303582,-5.208031245075023,-4.112597297532141,NO
4.0,858,0.0858,terminal_gap_site4_kg,2.0195528170387904,3.3221882100848026,1.3026353930460124,0.5144299599595379,2.090840826132487,NO
4.0,858,0.0858,terminal_surplus_site4_kg,64.22063797808964,37.17188966224278,-27.04874831584692,-29.068201107443624,-25.02929552425022,NO
4.0,858,0.0858,site4_cumulative_production_kg,80.5244187244901,50.52970273894716,-29.994715985543213,-30.79707105398691,-29.192360917099514,NO
4.0,858,0.0858,site4_last_active_production_kg,14.47668596405927,11.012285274524295,-3.4644006895350903,-3.921330751442342,-3.0074706276278387,NO
5.0,853,0.0853,production_kg,367.29650291264977,212.46080590780164,-154.83569700484782,-158.38942641086544,-151.2819675988302,NO
5.0,853,0.0853,stage1_production_kg,120.11999999999905,109.97999999999976,-10.140000000000105,-10.140000000000112,-10.140000000000098,NO
5.0,853,0.0853,stage2_6_production_kg,247.17650291264954,102.48080590780182,-144.6956970048479,-148.2494264108655,-141.14196759883026,NO
5.0,853,0.0853,last_active_stage_production_kg,57.12515376596848,36.951763486445465,-20.173390279522888,-21.926111305884767,-18.42066925316101,NO
5.0,853,0.0853,terminal_inventory_kg,342.8095353934253,181.01649078541408,-161.793044608012,-164.72774921130988,-158.8583400047141,NO
5.0,853,0.0853,terminal_target_kg,80.81532232243875,43.371988452011294,-37.443333870427615,-41.95568590109681,-32.930981839758424,NO
5.0,853,0.0853,terminal_gap_kg,6.729109378991204,8.22069627234478,1.4915868933535803,0.45638820851438466,2.5267855781927757,NO
5.0,853,0.0853,terminal_surplus_kg,264.5407815131132,140.6151642270802,-123.92561728603317,-129.95369627527543,-117.89753829679091,NO
5.0,853,0.0853,ordinary_shortage_kg,9.194710894666002,2.2373632915020374,-6.957347603163966,-8.046455225980925,-5.868239980347007,NO
5.0,853,0.0853,htt_kg,36.21307983329397,33.79444816502475,-2.418631668269236,-5.034019220531432,0.19675588399296018,NO
5.0,853,0.0853,operating_cost_yuan,74920.93394848805,67971.4970547608,-6949.436893727149,-7121.9173663428,-6776.9564211114985,NO
5.0,853,0.0853,total_objective_yuan,81650.04332747932,76192.19332710563,-5457.850000373577,-6494.118865344088,-4421.581135403067,NO
5.0,853,0.0853,terminal_inventory_site1_kg,158.2182943158524,84.2507265584941,-73.96756775735817,-76.55218398504061,-71.38295152967572,NO
5.0,853,0.0853,terminal_target_site1_kg,43.77007511439938,20.893038591006576,-22.877036523392924,-25.681782875026908,-20.07229017175894,NO
5.0,853,0.0853,terminal_gap_site1_kg,2.629706333377853,1.3689214647114665,-1.2607848686663872,-1.929323628113468,-0.5922461092193063,NO
5.0,853,0.0853,terminal_surplus_site1_kg,117.07792553483071,64.72660943219896,-52.35131610263175,-56.60377481910724,-48.09885738615626,NO
5.0,853,0.0853,site1_cumulative_production_kg,164.63181461272623,89.93315555461827,-74.69865905810789,-76.58908227179192,-72.80823584442386,NO
5.0,853,0.0853,site1_last_active_production_kg,29.25227171186183,15.72594815627313,-13.526323555588876,-14.584136402881764,-12.468510708295987,NO
5.0,853,0.0853,terminal_inventory_site2_kg,75.8598292035253,28.58542889536896,-47.274400308156274,-49.18010668498213,-45.36869393133042,NO
5.0,853,0.0853,terminal_target_site2_kg,10.421908749779583,6.851511736207832,-3.57039701357175,-4.032042204402371,-3.1087518227411293,NO
5.0,853,0.0853,terminal_gap_site2_kg,0.8027078626539357,1.8205997356081667,1.0178918729542312,0.4866484770061764,1.549135268902286,NO
5.0,853,0.0853,terminal_surplus_site2_kg,66.24062831639968,23.55451689476929,-42.686111421630294,-44.61232932591638,-40.75989351734421,NO
5.0,853,0.0853,site2_cumulative_production_kg,81.14341066507508,43.07435631033924,-38.06905435473624,-39.1176039785526,-37.020504730919875,NO
5.0,853,0.0853,site2_last_active_production_kg,10.423300671896834,6.553662408395518,-3.8696382635013418,-4.5010333879477376,-3.2382431390549455,NO
5.0,853,0.0853,terminal_inventory_site3_kg,27.431657045810844,22.30308351217207,-5.128573533638675,-6.608673818274978,-3.6484732490023717,NO
5.0,853,0.0853,terminal_target_site3_kg,5.296489189561114,4.485581270887114,-0.810907918673986,-1.0086195839401328,-0.6131962534078393,NO
5.0,853,0.0853,terminal_gap_site3_kg,0.8731983124681706,2.1223814910080887,1.2491831785399192,0.830169779362576,1.6681965777172625,NO
5.0,853,0.0853,terminal_surplus_site3_kg,23.008366168717874,19.939883732293023,-3.0684824364247616,-4.3869054415712805,-1.7500594312782427,NO
5.0,853,0.0853,site3_cumulative_production_kg,42.25881858217708,30.909629191762868,-11.349189390414262,-12.06876970734822,-10.629609073480303,NO
5.0,853,0.0853,site3_last_active_production_kg,4.722081402475443,5.276243211192159,0.5541618087167147,0.16880571583489623,0.9395179015985332,NO
5.0,853,0.0853,terminal_inventory_site4_kg,81.29975482823754,45.87725181937868,-35.42250300885863,-37.50954860347607,-33.33545741424118,NO
5.0,853,0.0853,terminal_target_site4_kg,21.32684926869859,11.141856853909717,-10.18499241478897,-11.413647286325352,-8.95633754325259,NO
5.0,853,0.0853,terminal_gap_site4_kg,2.4234968704912454,2.9087935810170613,0.4852967105258169,-0.3592182402898324,1.3298116613414663,NO
5.0,853,0.0853,terminal_surplus_site4_kg,62.396402430030015,37.64418854648601,-24.752213883543888,-27.046630701174937,-22.45779706591284,NO
5.0,853,0.0853,site4_cumulative_production_kg,79.26245905267113,48.543664851081935,-30.71879420158947,-31.497052025192808,-29.940536377986135,NO
5.0,853,0.0853,site4_last_active_production_kg,12.727499979734073,9.395909710584679,-3.331590269149491,-3.755740517088142,-2.90744002121084,NO
6.0,681,0.0681,production_kg,367.19795857133914,213.41772145795701,-153.7802371133814,-157.77259185177385,-149.78788237498892,NO
6.0,681,0.0681,stage1_production_kg,120.11999999999998,109.98000000000073,-10.140000000000109,-10.140000000000118,-10.1400000000001,NO
6.0,681,0.0681,stage2_6_production_kg,247.07795857133834,103.43772145795683,-143.64023711338146,-147.63259185177392,-139.647882374989,NO
6.0,681,0.0681,last_active_stage_production_kg,51.68360421943913,33.462889102027326,-18.220715117411853,-20.057106405806326,-16.38432382901738,NO
6.0,681,0.0681,terminal_inventory_kg,341.5625855442047,180.51556164054386,-161.04702390366091,-164.27062341624608,-157.82342439107575,NO
6.0,681,0.0681,terminal_target_kg,44.64557544022929,19.770257433399003,-24.87531800683029,-28.658741355041407,-21.091894658619175,NO
6.0,681,0.0681,terminal_gap_kg,3.3059151103711057,2.974002397727475,-0.33191271264363115,-1.2172462873713032,0.5534208620840408,NO
6.0,681,0.0681,terminal_surplus_kg,297.2135200045417,160.74530420714484,-136.46821579739685,-142.3833363427627,-130.553095252031,NO
6.0,681,0.0681,ordinary_shortage_kg,9.15427128775534,1.8874844974759022,-7.266786790279436,-8.542937213494318,-5.990636367064555,NO
6.0,681,0.0681,htt_kg,36.043247970878234,33.05050538050345,-2.9927425903748617,-6.155818966508802,0.17033378575907854,NO
6.0,681,0.0681,operating_cost_yuan,75085.49964777713,68096.21299198356,-6989.286655793619,-7173.18502928089,-6805.388282306347,NO
6.0,681,0.0681,total_objective_yuan,78391.41475814824,71070.21538971098,-7321.19936843725,-8203.383931937977,-6439.014804936523,NO
6.0,681,0.0681,terminal_inventory_site1_kg,156.44386694434226,84.45287852336779,-71.99098842097419,-74.99376822224707,-68.98820861970131,NO
6.0,681,0.0681,terminal_target_site1_kg,25.55538528266389,10.937534838789132,-14.617850443874778,-17.010500897407518,-12.225199990342036,NO
6.0,681,0.0681,terminal_gap_site1_kg,1.389567683447747,0.02299590806719407,-1.3665717753805529,-1.9103778008883538,-0.8227657498727518,NO
6.0,681,0.0681,terminal_surplus_site1_kg,132.27804934512608,73.53833959264588,-58.739709752479996,-63.291065318982554,-54.18835418597744,NO
6.0,681,0.0681,site1_cumulative_production_kg,164.07153069271683,90.62466844179505,-73.44686225092197,-75.57308566536248,-71.32063883648145,NO
6.0,681,0.0681,site1_last_active_production_kg,27.216531453263524,14.516004482308439,-12.700526970955206,-13.810310027866024,-11.590743914044388,NO
6.0,681,0.0681,terminal_inventory_site2_kg,78.72031239881717,28.607693739317014,-50.112618659500185,-52.29758992246406,-47.92764739653631,NO
6.0,681,0.0681,terminal_target_site2_kg,4.194494900244414,2.162817093087523,-2.0316778071568904,-2.3556606324189846,-1.707694981894796,NO
