a0,loc0,lfw0,risk_proxy,weighted_q95,weighted_q99,weighted_q995,empirical_mass_sum,observed_unique_path_count,sample_rows,weighting_mode
2,5,0,road_longest_consecutive_exceedance_windows,0,0,1,1,5782,15000,frequency/15000
2,6,0,grid_max_wind_mps,20.7886654540691,28.4029357076668,31.5218137053546,1,5562,15000,frequency/15000
2,6,0,grid_cumulative_excess_mps,0,29.8078038693239,113.020587881993,1,5562,15000,frequency/15000
2,6,0,road_max_wind_mps,20.7886654540691,28.4029357076668,31.5218137053546,1,5562,15000,frequency/15000
2,6,0,road_cumulative_excess_mps,0,0,11.2807666999215,1,5562,15000,frequency/15000
2,6,0,grid_longest_consecutive_exceedance_windows,0,1,1,1,5562,15000,frequency/15000
2,6,0,road_longest_consecutive_exceedance_windows,0,0,1,1,5562,15000,frequency/15000
2,7,0,grid_max_wind_mps,20.703909957764,27.3345616170286,29.0474711013738,1,5266,15000,frequency/15000
2,7,0,grid_cumulative_excess_mps,0,17.6493496240982,48.3062559302561,1,5266,15000,frequency/15000
2,7,0,road_max_wind_mps,20.703909957764,27.3345616170286,29.0474711013738,1,5266,15000,frequency/15000
2,7,0,road_cumulative_excess_mps,0,0,0,1,5266,15000,frequency/15000
2,7,0,grid_longest_consecutive_exceedance_windows,0,1,1,1,5266,15000,frequency/15000
2,7,0,road_longest_consecutive_exceedance_windows,0,0,0,1,5266,15000,frequency/15000
3,1,0,grid_max_wind_mps,36.4392492003936,39.7913348762338,45.9865692331103,0.999999999999997,7828,15000,frequency/15000
3,1,0,grid_cumulative_excess_mps,228.233755009598,510.420923136418,661.61494785536,0.999999999999997,7828,15000,frequency/15000
3,1,0,road_max_wind_mps,36.4392492003936,39.7913348762338,45.9865692331103,0.999999999999997,7828,15000,frequency/15000
3,1,0,road_cumulative_excess_mps,73.751345462181,262.692699315388,484.302701720274,0.999999999999997,7828,15000,frequency/15000
3,1,0,grid_longest_consecutive_exceedance_windows,2,3,3,0.999999999999997,7828,15000,frequency/15000
3,1,0,road_longest_consecutive_exceedance_windows,1,2,2,0.999999999999997,7828,15000,frequency/15000
3,2,0,grid_max_wind_mps,36.8591512423487,44.2331610054894,45.9865692331103,0.999999999999997,8098,15000,frequency/15000
3,2,0,grid_cumulative_excess_mps,243.732550445527,532.325207726231,714.529240883926,0.999999999999997,8098,15000,frequency/15000
3,2,0,road_max_wind_mps,36.8591512423487,44.2331610054894,45.9865692331103,0.999999999999997,8098,15000,frequency/15000
3,2,0,road_cumulative_excess_mps,97.4143030855924,308.656016662393,498.691914650433,0.999999999999997,8098,15000,frequency/15000
3,2,0,grid_longest_consecutive_exceedance_windows,2,3,3,0.999999999999997,8098,15000,frequency/15000
3,2,0,road_longest_consecutive_exceedance_windows,1,2,2,0.999999999999997,8098,15000,frequency/15000
3,3,0,grid_max_wind_mps,36.4392492003936,44.2331610054894,45.9865692331103,0.999999999999995,8114,15000,frequency/15000
3,3,0,grid_cumulative_excess_mps,233.31402390577,520.063552273331,704.46537356408,0.999999999999995,8114,15000,frequency/15000
3,3,0,road_max_wind_mps,36.4392492003936,44.2331610054894,45.9865692331103,0.999999999999995,8114,15000,frequency/15000
3,3,0,road_cumulative_excess_mps,73.751345462181,307.206573816212,484.302701720274,0.999999999999995,8114,15000,frequency/15000
3,3,0,grid_longest_consecutive_exceedance_windows,2,3,3,0.999999999999995,8114,15000,frequency/15000
3,3,0,road_longest_consecutive_exceedance_windows,1,2,2,0.999999999999995,8114,15000,frequency/15000
3,4,0,grid_max_wind_mps,36.4392492003936,39.3065531224664,45.9620185532121,0.999999999999996,8146,15000,frequency/15000
3,4,0,grid_cumulative_excess_mps,224.944308396354,492.106066716083,661.724164883611,0.999999999999996,8146,15000,frequency/15000
3,4,0,road_max_wind_mps,36.4392492003936,39.3065531224664,45.9620185532121,0.999999999999996,8146,15000,frequency/15000
3,4,0,road_cumulative_excess_mps,73.751345462181,253.736243678413,447.743827606426,0.999999999999996,8146,15000,frequency/15000
3,4,0,grid_longest_consecutive_exceedance_windows,2,3,3,0.999999999999996,8146,15000,frequency/15000
3,4,0,road_longest_consecutive_exceedance_windows,1,2,2,0.999999999999996,8146,15000,frequency/15000
3,5,0,grid_max_wind_mps,35.4726972998567,37.0451774844416,45.9620185532121,0.999999999999996,8161,15000,frequency/15000
3,5,0,grid_cumulative_excess_mps,186.512336192141,486.062533088726,638.12433924775,0.999999999999996,8161,15000,frequency/15000
3,5,0,road_max_wind_mps,35.4726972998567,37.0451774844416,45.9620185532121,0.999999999999996,8161,15000,frequency/15000
3,5,0,road_cumulative_excess_mps,71.4251731985985,250.984414653761,447.743827606426,0.999999999999996,8161,15000,frequency/15000
3,5,0,grid_longest_consecutive_exceedance_windows,2,3,3,0.999999999999996,8161,15000,frequency/15000
3,5,0,road_longest_consecutive_exceedance_windows,1,2,2,0.999999999999996,8161,15000,frequency/15000
3,6,0,grid_max_wind_mps,30.9345192451265,37.0298103400606,44.2331610054894,0.999999999999998,8019,15000,frequency/15000
3,6,0,grid_cumulative_excess_mps,95.9420522481635,420.518307581739,517.832811042618,0.999999999999998,8019,15000,frequency/15000
3,6,0,road_max_wind_mps,30.9345192451265,37.0298103400606,44.2331610054894,0.999999999999998,8019,15000,frequency/15000
3,6,0,road_cumulative_excess_mps,3.78344324926038,186.598004904129,327.223956081001,0.999999999999998,8019,15000,frequency/15000
3,6,0,grid_longest_consecutive_exceedance_windows,2,2,3,0.999999999999998,8019,15000,frequency/15000
3,6,0,road_longest_consecutive_exceedance_windows,1,2,2,0.999999999999998,8019,15000,frequency/15000
3,7,0,grid_max_wind_mps,28.5344422458497,36.878839612267,39.3065531224664,0.999999999999998,7731,15000,frequency/15000
3,7,0,grid_cumulative_excess_mps,52.8673071959885,316.862737900236,463.840691167125,0.999999999999998,7731,15000,frequency/15000
3,7,0,road_max_wind_mps,28.5344422458497,36.878839612267,39.3065531224664,0.999999999999998,7731,15000,frequency/15000
3,7,0,road_cumulative_excess_mps,0,147.519867609858,230.34566341106,0.999999999999998,7731,15000,frequency/15000
3,7,0,grid_longest_consecutive_exceedance_windows,2,2,2,0.999999999999998,7731,15000,frequency/15000
3,7,0,road_longest_consecutive_exceedance_windows,0,2,2,0.999999999999998,7731,15000,frequency/15000
4,1,0,grid_max_wind_mps,45.4384160069686,46.1939864988178,54.1694020488195,1,8037,15000,frequency/15000
4,1,0,grid_cumulative_excess_mps,683.796377092591,1030.68724169189,1155.96825513266,1,8037,15000,frequency/15000
4,1,0,road_max_wind_mps,45.4384160069686,46.1939864988178,54.1694020488195,1,8037,15000,frequency/15000
4,1,0,road_cumulative_excess_mps,456.311766857755,818.245811434533,916.149664173324,1,8037,15000,frequency/15000
4,1,0,grid_longest_consecutive_exceedance_windows,3,3,3,1,8037,15000,frequency/15000
4,1,0,road_longest_consecutive_exceedance_windows,2,3,3,1,8037,15000,frequency/15000
4,2,0,grid_max_wind_mps,45.9620185532121,46.1939864988178,53.1372388702307,1,8407,15000,frequency/15000
4,2,0,grid_cumulative_excess_mps,709.260461218892,1080.35183588985,1189.76500149799,1,8407,15000,frequency/15000
4,2,0,road_max_wind_mps,45.9620185532121,46.1939864988178,53.1372388702307,1,8407,15000,frequency/15000
4,2,0,road_cumulative_excess_mps,484.302701720274,850.923873395325,959.499606056163,1,8407,15000,frequency/15000
4,2,0,grid_longest_consecutive_exceedance_windows,3,3,3,1,8407,15000,frequency/15000
4,2,0,road_longest_consecutive_exceedance_windows,2,3,3,1,8407,15000,frequency/15000
4,3,0,grid_max_wind_mps,45.9620185532121,46.1939864988178,51.9667788761672,1,8440,15000,frequency/15000
4,3,0,grid_cumulative_excess_mps,701.321468670506,1071.0302206069,1167.36817537747,1,8440,15000,frequency/15000
4,3,0,road_max_wind_mps,45.9620185532121,46.1939864988178,51.9667788761672,1,8440,15000,frequency/15000
4,3,0,road_cumulative_excess_mps,478.521002151152,846.226370867487,923.4640238336,1,8440,15000,frequency/15000
4,3,0,grid_longest_consecutive_exceedance_windows,3,3,3,1,8440,15000,frequency/15000
4,3,0,road_longest_consecutive_exceedance_windows,2,3,3,1,8440,15000,frequency/15000
4,4,0,grid_max_wind_mps,45.9620185532121,46.1939864988178,53.1372388702307,0.999999999999999,8503,15000,frequency/15000
4,4,0,grid_cumulative_excess_mps,669.041320208744,1078.20656788391,1194.41258044668,0.999999999999999,8503,15000,frequency/15000
4,4,0,road_max_wind_mps,45.9620185532121,46.1939864988178,53.1372388702307,0.999999999999999,8503,15000,frequency/15000
4,4,0,road_cumulative_excess_mps,447.743827606426,849.03467752988,955.596721718292,0.999999999999999,8503,15000,frequency/15000
4,4,0,grid_longest_consecutive_exceedance_windows,3,3,3,0.999999999999999,8503,15000,frequency/15000
4,4,0,road_longest_consecutive_exceedance_windows,2,3,3,0.999999999999999,8503,15000,frequency/15000
4,5,0,grid_max_wind_mps,45.3853756454956,46.1748242297112,46.1939864988178,0.999999999999999,8464,15000,frequency/15000
4,5,0,grid_cumulative_excess_mps,595.603249136069,989.612749924514,1091.48488787509,0.999999999999999,8464,15000,frequency/15000
4,5,0,road_max_wind_mps,45.3853756454956,46.1748242297112,46.1939864988178,0.999999999999999,8464,15000,frequency/15000
4,5,0,road_cumulative_excess_mps,410.44860475305,792.923462968303,882.309206907915,0.999999999999999,8464,15000,frequency/15000
4,5,0,grid_longest_consecutive_exceedance_windows,3,3,3,0.999999999999999,8464,15000,frequency/15000
4,5,0,road_longest_consecutive_exceedance_windows,2,3,3,0.999999999999999,8464,15000,frequency/15000
4,6,0,grid_max_wind_mps,39.3065531224664,45.9865692331103,46.1748242297112,1,8236,15000,frequency/15000
4,6,0,grid_cumulative_excess_mps,512.399894260381,915.164684435927,1025.61999976773,1,8236,15000,frequency/15000
4,6,0,road_max_wind_mps,39.3065531224664,45.9865692331103,46.1748242297112,1,8236,15000,frequency/15000
4,6,0,road_cumulative_excess_mps,283.780636803193,675.903378953738,846.226370867487,1,8236,15000,frequency/15000
4,6,0,grid_longest_consecutive_exceedance_windows,3,3,3,1,8236,15000,frequency/15000
4,6,0,road_longest_consecutive_exceedance_windows,2,3,3,1,8236,15000,frequency/15000
4,7,0,grid_max_wind_mps,37.0298103400606,45.9865692331103,46.1748242297112,1,8026,15000,frequency/15000
4,7,0,grid_cumulative_excess_mps,439.722020137454,780.336957131219,934.582289975251,1,8026,15000,frequency/15000
4,7,0,road_max_wind_mps,37.0298103400606,45.9865692331103,46.1748242297112,1,8026,15000,frequency/15000
4,7,0,road_cumulative_excess_mps,221.223028949118,574.883610088093,747.098443231677,1,8026,15000,frequency/15000
4,7,0,grid_longest_consecutive_exceedance_windows,3,3,3,1,8026,15000,frequency/15000
4,7,0,road_longest_consecutive_exceedance_windows,2,2,3,1,8026,15000,frequency/15000
5,1,0,grid_max_wind_mps,46.1748242297112,46.1939864988178,54.5213928208875,1,7092,15000,frequency/15000
5,1,0,grid_cumulative_excess_mps,1122.92379752737,1254.79024990068,1269.92645095387,1,7092,15000,frequency/15000
5,1,0,road_max_wind_mps,46.1748242297112,46.1939864988178,54.5213928208875,1,7092,15000,frequency/15000
5,1,0,road_cumulative_excess_mps,849.711486582377,1002.40888960839,1035.28856026354,1,7092,15000,frequency/15000
5,1,0,grid_longest_consecutive_exceedance_windows,3,3,3,1,7092,15000,frequency/15000
5,1,0,road_longest_consecutive_exceedance_windows,3,3,3,1,7092,15000,frequency/15000
5,2,0,grid_max_wind_mps,46.1748242297112,46.1939864988178,54.5851101382414,1.00000000000001,7226,15000,frequency/15000
5,2,0,grid_cumulative_excess_mps,1150.5061779887,1259.43782884938,1315.80464348114,1.00000000000001,7226,15000,frequency/15000
5,2,0,road_max_wind_mps,46.1748242297112,46.1939864988178,54.5851101382414,1.00000000000001,7226,15000,frequency/15000
5,2,0,road_cumulative_excess_mps,875.836904381993,1004.06338787369,1077.18113610139,1.00000000000001,7226,15000,frequency/15000
5,2,0,grid_longest_consecutive_exceedance_windows,3,3,3,1.00000000000001,7226,15000,frequency/15000
5,2,0,road_longest_consecutive_exceedance_windows,3,3,3,1.00000000000001,7226,15000,frequency/15000
5,3,0,grid_max_wind_mps,46.1748242297112,46.1939864988178,54.5851101382414,1.00000000000001,7490,15000,frequency/15000
5,3,0,grid_cumulative_excess_mps,1150.52423350813,1254.79024990068,1315.5107698725,1.00000000000001,7490,15000,frequency/15000
5,3,0,road_max_wind_mps,46.1748242297112,46.1939864988178,54.5851101382414,1.00000000000001,7490,15000,frequency/15000
5,3,0,road_cumulative_excess_mps,878.475366805039,1002.40888960839,1071.84743437739,1.00000000000001,7490,15000,frequency/15000
5,3,0,grid_longest_consecutive_exceedance_windows,3,3,3,1.00000000000001,7490,15000,frequency/15000
5,3,0,road_longest_consecutive_exceedance_windows,3,3,3,1.00000000000001,7490,15000,frequency/15000
5,4,0,grid_max_wind_mps,46.1748242297112,46.1939864988178,54.5851101382414,1.00000000000001,7332,15000,frequency/15000
5,4,0,grid_cumulative_excess_mps,1138.60458277683,1244.78187387341,1279.4484515556,1.00000000000001,7332,15000,frequency/15000
5,4,0,road_max_wind_mps,46.1748242297112,46.1939864988178,54.5851101382414,1.00000000000001,7332,15000,frequency/15000
5,4,0,road_cumulative_excess_mps,863.526134083476,995.582442096591,1040.24800304599,1.00000000000001,7332,15000,frequency/15000
5,4,0,grid_longest_consecutive_exceedance_windows,3,3,3,1.00000000000001,7332,15000,frequency/15000
5,4,0,road_longest_consecutive_exceedance_windows,3,3,3,1.00000000000001,7332,15000,frequency/15000
5,5,0,grid_max_wind_mps,46.1748242297112,46.1939864988178,47.2189112185473,1,7300,15000,frequency/15000
5,5,0,grid_cumulative_excess_mps,1085.48092958601,1232.03172445239,1259.43782884938,1,7300,15000,frequency/15000
5,5,0,road_max_wind_mps,46.1748242297112,46.1939864988178,47.2189112185473,1,7300,15000,frequency/15000
5,5,0,road_cumulative_excess_mps,822.967856093083,964.077667495391,1007.74259133239,1,7300,15000,frequency/15000
5,5,0,grid_longest_consecutive_exceedance_windows,3,3,3,1,7300,15000,frequency/15000
5,5,0,road_longest_consecutive_exceedance_windows,3,3,3,1,7300,15000,frequency/15000
5,6,0,grid_max_wind_mps,45.9865692331103,46.1939864988178,47.2189112185473,1.00000000000001,7158,15000,frequency/15000
5,6,0,grid_cumulative_excess_mps,975.839388469584,1173.23745054449,1217.71820923601,1.00000000000001,7158,15000,frequency/15000
5,6,0,road_max_wind_mps,45.9865692331103,46.1939864988178,47.2189112185473,1.00000000000001,7158,15000,frequency/15000
5,6,0,road_cumulative_excess_mps,701.474032797654,917.051102560534,964.077667495391,1.00000000000001,7158,15000,frequency/15000
5,6,0,grid_longest_consecutive_exceedance_windows,3,3,3,1.00000000000001,7158,15000,frequency/15000
5,6,0,road_longest_consecutive_exceedance_windows,3,3,3,1.00000000000001,7158,15000,frequency/15000
5,7,0,grid_max_wind_mps,45.9865692331103,46.1748242297112,46.1748242297112,1,6862,15000,frequency/15000
5,7,0,grid_cumulative_excess_mps,866.026340984108,1108.41884734439,1158.19945864253,1,6862,15000,frequency/15000
5,7,0,road_max_wind_mps,45.9865692331103,46.1748242297112,46.1748242297112,1,6862,15000,frequency/15000
5,7,0,road_cumulative_excess_mps,585.679527069013,872.487320743007,908.570156783435,1,6862,15000,frequency/15000
5,7,0,grid_longest_consecutive_exceedance_windows,3,3,3,1,6862,15000,frequency/15000
5,7,0,road_longest_consecutive_exceedance_windows,3,3,3,1,6862,15000,frequency/15000
6,1,0,grid_max_wind_mps,55.2141131970405,55.4697563798479,55.4697563798479,0.999999999999993,7369,15000,frequency/15000
6,1,0,grid_cumulative_excess_mps,1400.94390181423,1733.14850099612,1862.95784727562,0.999999999999993,7369,15000,frequency/15000
6,1,0,road_max_wind_mps,55.2141131970405,55.4697563798479,55.4697563798479,0.999999999999993,7369,15000,frequency/15000
6,1,0,road_cumulative_excess_mps,1211.94674777685,1603.31319893592,1758.39508765338,0.999999999999993,7369,15000,frequency/15000
6,1,0,grid_longest_consecutive_exceedance_windows,3,3,3,0.999999999999993,7369,15000,frequency/15000
6,1,0,road_longest_consecutive_exceedance_windows,3,3,3,0.999999999999993,7369,15000,frequency/15000
6,2,0,grid_max_wind_mps,55.2436058969182,55.4697563798479,55.4697563798479,0.999999999999993,7512,15000,frequency/15000
6,2,0,grid_cumulative_excess_mps,1440.42002930189,1745.87937503782,1878.92726300853,0.999999999999993,7512,15000,frequency/15000
6,2,0,road_max_wind_mps,55.2436058969182,55.4697563798479,55.4697563798479,0.999999999999993,7512,15000,frequency/15000
6,2,0,road_cumulative_excess_mps,1238.42004402973,1634.44012120024,1795.70983920877,0.999999999999993,7512,15000,frequency/15000
6,2,0,grid_longest_consecutive_exceedance_windows,3,3,3,0.999999999999993,7512,15000,frequency/15000
6,2,0,road_longest_consecutive_exceedance_windows,3,3,3,0.999999999999993,7512,15000,frequency/15000
6,3,0,grid_max_wind_mps,55.2436058969182,55.4697563798479,55.4697563798479,0.999999999999992,7698,15000,frequency/15000
6,3,0,grid_cumulative_excess_mps,1441.69712923739,1766.5519065958,1859.54888206171,0.999999999999992,7698,15000,frequency/15000
6,3,0,road_max_wind_mps,55.2436058969182,55.4697563798479,55.4697563798479,0.999999999999992,7698,15000,frequency/15000
6,3,0,road_cumulative_excess_mps,1256.51052959437,1643.5101494016,1785.52169006095,0.999999999999992,7698,15000,frequency/15000
6,3,0,grid_longest_consecutive_exceedance_windows,3,3,3,0.999999999999992,7698,15000,frequency/15000
6,3,0,road_longest_consecutive_exceedance_windows,3,3,3,0.999999999999992,7698,15000,frequency/15000
6,4,0,grid_max_wind_mps,55.2141131970405,55.4697563798479,55.4697563798479,0.999999999999994,7803,15000,frequency/15000
6,4,0,grid_cumulative_excess_mps,1394.8896596069,1713.30295562578,1831.83340303604,0.999999999999994,7803,15000,frequency/15000
6,4,0,road_max_wind_mps,55.2141131970405,55.4697563798479,55.4697563798479,0.999999999999994,7803,15000,frequency/15000
6,4,0,road_cumulative_excess_mps,1206.01281019614,1588.2465543574,1722.43301985409,0.999999999999994,7803,15000,frequency/15000
6,4,0,grid_longest_consecutive_exceedance_windows,3,3,3,0.999999999999994,7803,15000,frequency/15000
6,4,0,road_longest_consecutive_exceedance_windows,3,3,3,0.999999999999994,7803,15000,frequency/15000
6,5,0,grid_max_wind_mps,55.2141131970405,55.4697563798479,55.4697563798479,0.999999999999993,7657,15000,frequency/15000
6,5,0,grid_cumulative_excess_mps,1345.71545654511,1690.39364463692,1803.69466982888,0.999999999999993,7657,15000,frequency/15000
6,5,0,road_max_wind_mps,55.2141131970405,55.4697563798479,55.4697563798479,0.999999999999993,7657,15000,frequency/15000
6,5,0,road_cumulative_excess_mps,1143.11668376554,1560.81611824718,1690.13732286496,0.999999999999993,7657,15000,frequency/15000
6,5,0,grid_longest_consecutive_exceedance_windows,3,3,3,0.999999999999993,7657,15000,frequency/15000
6,5,0,road_longest_consecutive_exceedance_windows,3,3,3,0.999999999999993,7657,15000,frequency/15000
6,6,0,grid_max_wind_mps,47.2189112185473,55.2436058969182,55.4697563798479,0.999999999999994,7589,15000,frequency/15000
6,6,0,grid_cumulative_excess_mps,1235.57052894536,1580.75288754412,1710.83890959606,0.999999999999994,7589,15000,frequency/15000
6,6,0,road_max_wind_mps,47.2189112185473,55.2436058969182,55.4697563798479,0.999999999999994,7589,15000,frequency/15000
6,6,0,road_cumulative_excess_mps,1014.21544547761,1424.02566807777,1585.35198673699,0.999999999999994,7589,15000,frequency/15000
6,6,0,grid_longest_consecutive_exceedance_windows,3,3,3,0.999999999999994,7589,15000,frequency/15000
6,6,0,road_longest_consecutive_exceedance_windows,3,3,3,0.999999999999994,7589,15000,frequency/15000
6,7,0,grid_max_wind_mps,46.1748242297112,55.2436058969182,55.2436058969182,0.999999999999995,7140,15000,frequency/15000
6,7,0,grid_cumulative_excess_mps,1112.25353024919,1439.01521567284,1586.5496613831,0.999999999999995,7140,15000,frequency/15000
6,7,0,road_max_wind_mps,46.1748242297112,55.2436058969182,55.2436058969182,0.999999999999995,7140,15000,frequency/15000
6,7,0,road_cumulative_excess_mps,873.155083736581,1261.88949679424,1433.87541525979,0.999999999999995,7140,15000,frequency/15000
6,7,0,grid_longest_consecutive_exceedance_windows,3,3,3,0.999999999999995,7140,15000,frequency/15000
6,7,0,road_longest_consecutive_exceedance_windows,3,3,3,0.999999999999995,7140,15000,frequency/15000
