global_hour,path_id_SAA,H2_production_kg_SAA,end_inventory_kg_SAA,HTT_in_kg_SAA,HTT_out_kg_SAA,ordinary_shortage_kg_SAA,path_id_DRO,H2_production_kg_DRO,end_inventory_kg_DRO,HTT_in_kg_DRO,HTT_out_kg_DRO,ordinary_shortage_kg_DRO,DRO_minus_SAA_H2_production_kg,DRO_minus_SAA_end_inventory_kg,DRO_minus_SAA_HTT_in_kg,DRO_minus_SAA_HTT_out_kg,DRO_minus_SAA_ordinary_shortage_kg
24,5005.043896268185,6.269637749291616,113.55050520046802,0.189405052145369,0.18940505214536907,0.003857650246986507,5005.043896268185,10.761795073583368,151.32854308439133,0.2718311389905962,0.2718311389905962,0.0039171990428373046,4.492157324291752,37.778037883923304,0.08242608684522718,0.08242608684522712,5.954879585079757e-05
25,4984.743252476939,7.2529638973731565,122.31249616831258,1.879617289983264,1.8796172899832637,0.03814534617690215,4984.743252476939,10.445572244321404,162.8744073786058,3.1464613894236884,3.1464613894236884,0.047533702197988636,3.192608346948248,40.56191121029323,1.2668440994404244,1.2668440994404246,0.009388356021086487
26,4984.743252476939,7.353773208832313,128.2592083420597,0.11353820597429472,0.11353820597429473,0.026151244040851795,4984.743252476939,10.317033748032715,171.78914830792849,0.2943789266785182,0.2943789266785183,0.03091946041597181,2.9632605392004026,43.52993996586878,0.18084072070422352,0.18084072070422355,0.004768216375120014
27,4984.743252476939,7.011965995066608,134.05925406684193,0.07622945656568642,0.07622945656568642,0.023067411754733654,4984.743252476939,10.172069822040058,180.75437737838786,0.09033287549231765,0.09033287549231765,0.028146930458448495,3.16010382697345,46.69512331154593,0.014103418926631237,0.014103418926631237,0.0050795187037148415
28,4984.743252476939,7.013530634650614,139.5554972651615,0.04306218532097035,0.04306218532097035,0.02825925191919858,4984.743252476939,10.656440644795573,189.89855320274256,0.1344349032930495,0.1344349032930495,0.033281867809388355,3.642910010144959,50.343055937581056,0.09137271797207915,0.09137271797207915,0.005022615890189774
29,4984.743252476939,3.6257861736949626,140.34139109614588,0.09448104571713137,0.09448104571713142,0.052976436702990494,4984.743252476939,7.677928994602733,194.74627913078314,0.1552704284388964,0.1552704284388964,0.06266571285137258,4.05214282090777,54.40488803463725,0.06078938272176504,0.060789382721764984,0.009689276148382088
30,4984.743252476939,2.6683272379962095,136.78929178804802,0.12691175851884523,0.12691175851884523,0.11189486366472919,4984.743252476939,6.672760026139314,195.21776175375248,0.2135176980921263,0.2135176980921263,0.1310440065888201,4.004432788143104,58.428469965704465,0.08660593957328108,0.08660593957328108,0.01914914292409091
31,4984.743252476939,2.6006483100302527,128.59947891024112,0.07721837685259629,0.07721837685259629,0.19669200817803525,4984.743252476939,4.250206113981346,188.7126541541213,0.16684999233140568,0.16684999233140568,0.23183948240267885,1.649557803951093,60.11317524388019,0.08963161547880939,0.08963161547880939,0.03514747422464359
32,4984.743252476939,2.452242325006335,118.65995422813545,0.3172380969707316,0.3172380969707316,0.23187933506840583,4984.743252476939,2.7118094525046375,179.064837290579,0.6623611540229952,0.6623611540229953,0.26402002613348236,0.25956712749830224,60.404883062443545,0.34512305705226365,0.34512305705226376,0.032140691065076527
33,4967.4323905463,3.409969918547883,130.72469981324446,1.796683481927162,1.7966834819271622,0.26157988615547534,4967.4323905463,4.159161446435634,188.9565458396672,3.074376502956478,3.074376502956478,0.2579837140937691,0.7491915278877515,58.231846026422744,1.2776930210293158,1.2776930210293156,-0.00359617206170626
34,4967.4323905463,3.056828103695925,127.73245890194028,0.14487842667868842,0.14487842667868842,0.1879726315076178,4967.4323905463,3.259010997332697,186.1579804874156,0.29979333238028183,0.29979333238028183,0.1794652969234132,0.20218289363677178,58.42552158547534,0.15491490570159341,0.15491490570159341,-0.008507334584204607
35,4967.4323905463,2.952886534164801,125.84078504403452,0.21956524216253212,0.21956524216253215,0.1548577152118339,4967.4323905463,3.078185479655414,184.38221601158043,0.2919353767459282,0.29193537674592823,0.1454681517918041,0.12529894549061282,58.54143096754591,0.07237013458339606,0.07237013458339608,-0.009389563420029778
36,4967.4323905463,2.8282625336791276,123.54733297938805,0.1138105451797661,0.1138105451797661,0.16124377477533372,4967.4323905463,2.876119365864903,182.12760415599652,0.22846635425665104,0.22846635425665104,0.1522271516521071,0.0478568321857753,58.58027117660848,0.11465580907688494,0.11465580907688494,-0.009016623123226625
37,4967.4323905463,2.6741851941494086,120.08014403544304,0.10336571702069643,0.10336571702069643,0.19422345479725237,4967.4323905463,2.7004082772411935,178.67583167302016,0.19618017062559476,0.19618017062559476,0.1834168326741297,0.026223083091784893,58.595687637577115,0.09281445360489833,0.09281445360489833,-0.010806622123122667
38,4967.4323905463,2.5395384994538723,115.25711918110346,0.12880127470669928,0.12880127470669928,0.22389805597600346,4967.4323905463,2.5637823823019357,173.87232024120897,0.11012709371283842,0.11012709371283842,0.2191675956563447,0.024243882848063336,58.615201060105505,-0.018674180993860853,-0.018674180993860853,-0.004730460319658764
39,4967.4323905463,2.892179864383566,109.30969909067828,0.15799055998145925,0.15799055998145922,0.24617247680728202,4967.4323905463,2.9689415151730216,168.0034688256845,0.2775868084275634,0.2775868084275633,0.24797950091857196,0.07676165078945552,58.69376973500623,0.11959624844610414,0.11959624844610406,0.00180702411128994
40,4967.4323905463,3.1451327544271432,102.41870901283225,0.4567708435651403,0.4567708435651403,0.2666720393748766,4967.4323905463,3.5986027604445625,161.5786492473634,0.7244473487528581,0.7244473487528581,0.2793725328823192,0.45347000601741927,59.159940234531135,0.2676765051877178,0.2676765051877178,0.012700493507442623
41,5042.9029535864975,5.5240973281334975,118.22788659915858,2.3555263755951787,2.3555263755951787,0.5109468305969485,5042.9029535864975,5.0440301097171965,172.32827668429377,3.1999381047497786,3.199938104749778,0.5174675006818327,-0.48006721841630107,54.10039008513519,0.8444117291545998,0.8444117291545994,0.006520670084884217
42,5042.9029535864975,3.8869990281654987,111.41871960563948,0.5228580791344745,0.5228580791344741,0.5159709826923975,5042.9029535864975,3.955427824374979,165.57303325756092,0.19747700448825936,0.19747700448825925,0.5014657532691559,0.0684287962094805,54.15431365192144,-0.32538107464621513,-0.3253810746462149,-0.014505229423241617
43,5042.9029535864975,3.0992661296639037,106.82807724705353,0.26698486095206714,0.2669848609520671,0.36300458950506875,5042.9029535864975,3.182826240430168,161.05953793608734,0.16513075169164199,0.16513075169164199,0.35659151585117566,0.08356011076626446,54.23146068903381,-0.10185410926042515,-0.1018541092604251,-0.006413073653893098
44,5042.9029535864975,2.6220887174329377,104.47432876292955,0.3208733322658277,0.3208733322658277,0.24304719805978625,5042.9029535864975,2.6676964727067873,158.74795492030333,0.02739490019294955,0.02739490019294955,0.23960491112593352,0.04560775527384964,54.27362615737378,-0.29347843207287816,-0.29347843207287816,-0.003442286933852734
45,5042.9029535864975,2.6490854446783048,103.59303435366188,0.17882640662392907,0.17882640662392907,0.18225332103440184,5042.9029535864975,2.6870387155966586,157.89421683337372,0.16752664104565884,0.16752664104565884,0.17185637245410848,0.037953270918353876,54.30118247971184,-0.011299765578270227,-0.011299765578270227,-0.010396948580293358
46,5042.9029535864975,3.1084410939499403,104.51098271299522,0.12310537395165529,0.12310537395165529,0.11500151427094495,5042.9029535864975,3.2459206448517604,158.94555711650335,0.42025168959418807,0.42025168959418807,0.11091388716537141,0.13747955090182007,54.43457440350814,0.2971463156425328,0.2971463156425328,-0.0040876271055735325
47,5042.9029535864975,4.6032770621283055,107.75006356941107,0.1571372638091829,0.1571372638091829,0.06901607341358988,5042.9029535864975,6.613507514498154,164.19646563399743,0.22119896281286752,0.22119896281286744,0.07061328212197665,2.010230452369848,56.446402064586366,0.06406169900368464,0.06406169900368455,0.0015972087083867686
48,5042.9029535864975,8.08780935787173,114.36526761538906,0.34101683377831,0.34101683377831,0.07294137635649928,5042.9029535864975,9.929573744457587,172.65713960484229,1.643838915154571,1.6438389151545714,0.07664691463756021,1.8417643865858562,58.29187198945323,1.302822081376261,1.3028220813762614,0.0037055382810609327
