method,global_hour,path_hour_count,total_p_el_mean_kw,site1_p_el_mean_kw,site2_p_el_mean_kw,site3_p_el_mean_kw,site4_p_el_mean_kw,pv_available_mean_kwh,pv_used_mean_kwh,pv_curtailed_mean_kwh,grid_import_mean_kwh,minimum_voltage_mean_pu,minimum_voltage_min_pu,max_branch_mva_mean,max_branch_mva_max,max_branch_utilization_mean,max_branch_utilization_max,mode_min_voltage_bus,mode_max_loading_branch_index,site3_hourly_grid_limited_frequency,unit_note
chi2_eta003,25,5788,762.96912293585,298.704215618521,196.959225984796,118.70512846453,148.600552868003,0,0,0,3671.9701529358,0.912360976483722,0.912081659455724,4.08995310463099,4.09617349876108,0.681658850771818,0.682695583126847,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,26,5788,763.93400138217,299.015203870076,197.961299239806,119.108500345542,147.848997926745,0,0,0,3504.93530138214,0.916271414308338,0.916065565424307,3.89422251589638,3.89960146845773,0.649037085982744,0.649933578076288,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,27,5788,762.565529385234,298.196195315219,196.8392314652,119.108500345542,148.421602259272,0,0,0,3448.56625438532,0.917625565746591,0.917366076845495,3.82867142331378,3.83526950324104,0.63811190388564,0.639211583873507,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,28,5788,761.80200414651,298.13407049067,195.818935729095,118.75604699378,149.092950932965,0,0,0,3391.80281914652,0.919011306936,0.91868832645269,3.76251133709383,3.7697811836571,0.627085222848997,0.628296863942851,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,29,5788,746.17941072629,296.327741671757,189.582625694809,113.587811628575,146.681231731149,0,0,0,3342.18054572631,0.920543585496844,0.919490186928441,3.70881246236767,3.73002717586848,0.618135410394583,0.62167119597808,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,30,5788,700.500905572898,280.831833854907,171.074164881917,104.070848871596,144.524057964479,0,0,0,3218.50190057283,0.924068153884838,0.921327132775077,3.57694909479689,3.6388451834493,0.596158182466173,0.606474197241551,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,31,5788,587.334924851563,243.667563136159,132.893137920607,77.5129172638746,133.261306530922,0,0,0,3049.33600985164,0.929420962237472,0.922643705772219,3.41110286766003,3.573398991913,0.568517144609999,0.595566498652167,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,32,5788,310.658744437636,144.552354543569,56.7623374737169,31.1020708617284,78.2419815586222,0,0,0,2940.65955943759,0.934056090950681,0.91868832645269,3.36478299071326,3.7697811836571,0.560797165118895,0.628296863942851,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,33,2476,248.124779363321,113.014252522556,50.0625316054336,31.5594265278755,53.4885687074558,11.9751999999999,11.9751999999999,0,3212.15063436329,0.927407759271545,0.910928863785294,3.70623497867858,4.16385289723747,0.617705829779762,0.693975482872912,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,34,2476,160.728455382999,63.0509298758359,43.0706411983536,26.4450317616009,28.1618525472085,34.5872000000004,34.5872000000004,0,3102.14231038298,0.929624196910002,0.911760785490082,3.61108211992782,4.14358717382781,0.60184701998797,0.690597862304636,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,35,2476,151.729780527244,58.7826244311963,41.2735361456563,25.3335122555775,26.3401076948143,75.9904000000004,75.9904000000004,0,3208.74005052723,0.927679087489451,0.909548181637472,3.7522639551803,4.29049601127378,0.625377325863383,0.71508266854563,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,36,2476,135.106011576726,50.6462574388299,38.5246814118981,21.9547501575628,23.9803225684356,139.536800000001,139.536800000001,0,3240.56970157668,0.92781911016045,0.909221535062753,3.81539030854917,4.3652458502615,0.635898384758204,0.727540975043584,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,37,2476,123.816010255359,46.3306139555065,34.6024617904522,19.7288144290618,23.1541200803385,175.782399999998,175.782399999998,0,3249.03401025541,0.928139591477841,0.909223111477897,3.84078893811697,4.39879346058303,0.640131489686153,0.733132243430504,33,1,0,p.u./kW/kWh/MVA
chi2_eta003,38,2476,114.440801771786,42.2189403282282,31.2066625499554,18.4669203837757,22.5482785098264,268.003999999998,268.003999999998,0,3248.43690677175,0.928096161961465,0.910215566612005,3.8738954490338,4.43591481800798,0.645649241505625,0.739319136334664,33,1,0,p.u./kW/kWh/MVA
chi2_eta003,39,2476,143.533378671748,54.9125007904786,40.0273499098964,23.9128925095121,24.680635461861,308.467200000004,308.467200000004,0,3136.06657867171,0.930417793595954,0.914103035047291,3.74617936733668,4.28174225315423,0.624363227889445,0.713623708859038,33,1,0,p.u./kW/kWh/MVA
chi2_eta003,40,2476,172.677727343304,69.9272871086103,44.4074968042374,26.6125701417905,31.7303732886653,265.932000000001,265.932000000001,0,3207.74612734329,0.928866733458691,0.912541503933492,3.80680307030117,4.31916730053636,0.634467178383534,0.71986121675606,33,1,0,p.u./kW/kWh/MVA
chi2_eta003,41,427,326.785007907644,155.928241741693,65.4180519564348,52.5570330920331,52.8816811174829,218.4496,218.4496,0,3375.33612790765,0.925081292316446,0.911603994722817,3.9380921056164,4.32115710813757,0.656348684269399,0.720192851356261,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,42,427,186.804593098349,78.1078608765045,44.0160791464564,28.4871797336016,36.193473341787,142.0192,142.0192,0,3177.78606309835,0.929408423957453,0.911979008079782,3.72619017380353,4.2317053339941,0.621031695633921,0.70528422233235,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,43,427,128.058692364572,52.4224794995116,31.7307893524417,21.8685095949854,22.0369139176337,42.2304,42.2304,0,3296.82910236457,0.92547992232508,0.906439466081737,3.85207972151179,4.41202106827504,0.642013286918631,0.735336844712506,18,1,0,p.u./kW/kWh/MVA
chi2_eta003,44,427,84.2932647050784,37.5176492368218,23.0192260750538,9.25069699186496,14.5056924013379,0,0,0,3709.29367470507,0.915785440324555,0.9,4.33663190363445,4.875916901539,0.722771983939074,0.812652816923167,18,1,0.0960187353629977,p.u./kW/kWh/MVA
chi2_eta003,45,427,97.1096348874124,44.365013911361,24.8583054547476,10.4106278777266,17.4756876435772,0,0,0,3812.10963488741,0.913398641453872,0.9,4.45350865964861,4.95640698938082,0.742251443274766,0.82606783156347,18,1,0.110070257611241,p.u./kW/kWh/MVA
chi2_eta003,46,427,142.941146751388,62.626714881513,37.5078320999635,15.7037711049089,27.102828665003,0,0,0,3767.94155675138,0.91424268188806,0.9,4.38774791429659,4.875916901539,0.731291319049431,0.812652816923167,18,1,0.173302107728337,p.u./kW/kWh/MVA
chi2_eta003,47,427,579.289324035512,266.244216619033,135.839683229736,56.3590209268578,120.846403259885,0,0,0,4160.28927403552,0.904757342372649,0.9,4.71546802855855,4.8365984209377,0.78591133809309,0.80609973682295,18,1,0.613583138173302,p.u./kW/kWh/MVA
chi2_eta003,48,427,721.598576188611,281.518752727027,187.060012263868,111.830619898698,141.189191299019,0,0,0,4022.59897618862,0.904215413937223,0.902717507319239,4.51282271580376,4.55518439782015,0.752137119300627,0.759197399636692,18,1,0,p.u./kW/kWh/MVA
