method,global_hour,path_hour_count,total_p_el_mean_kw,site1_p_el_mean_kw,site2_p_el_mean_kw,site3_p_el_mean_kw,site4_p_el_mean_kw,pv_available_mean_kwh,pv_used_mean_kwh,pv_curtailed_mean_kwh,grid_import_mean_kwh,minimum_voltage_mean_pu,minimum_voltage_min_pu,max_branch_mva_mean,max_branch_mva_max,max_branch_utilization_mean,max_branch_utilization_max,mode_min_voltage_bus,mode_max_loading_branch_index,site3_hourly_grid_limited_frequency,unit_note
saa,11,8914,769.282028270137,300,199.551267668836,119.730760601301,150,75.9904000000007,75.9904000000007,0,3826.29229827033,0.909586616755902,0.909548181637472,4.28986145956685,4.29049601127378,0.714976909927807,0.71508266854563,18,1,0,p.u./kW/kWh/MVA
saa,12,8914,694.076148669653,300,152.736682661127,91.3394660085259,150,139.536800000002,139.536800000002,0,3799.5398386695,0.913060171738134,0.909221535062753,4.29846737094356,4.3652458502615,0.716411228490616,0.727540975043584,18,1,0,p.u./kW/kWh/MVA
saa,13,8914,564.641442570512,300,75.9517409775111,39.0262508413731,149.663450751627,175.782400000006,175.782400000006,0,3689.85944257065,0.919405355780164,0.909223111477897,4.21862404579256,4.39879346058303,0.703104007632078,0.733132243430504,33,1,0,p.u./kW/kWh/MVA
saa,14,8914,508.149213590503,299.326901503253,47.380874055931,20.1501956694132,141.291242361904,268.003999999999,268.003999999999,0,3642.14531859063,0.921863305368112,0.910215566612005,4.20781144235758,4.43591481800798,0.701301907059586,0.739319136334664,33,1,0,p.u./kW/kWh/MVA
saa,15,8914,750.12527821273,300,193.129541169876,106.995737042854,150,308.467199999997,308.467199999997,0,3742.6584782129,0.915230189654299,0.914103035047291,4.26439885933086,4.28174225315423,0.710733143221836,0.713623708859038,18,1,0,p.u./kW/kWh/MVA
saa,16,8914,770,300,200,120,150,265.931999999991,265.931999999991,0,3805.06840000015,0.912541503933469,0.912541503933492,4.31916730053654,4.31916730053636,0.719861216756048,0.71986121675606,18,1,0,p.u./kW/kWh/MVA
saa,17,7936,585.070168823317,289.65100959042,100.097395500533,54.4914725862244,140.83029114614,218.449599999996,218.449599999996,0,3633.62128882329,0.919850989335062,0.911603994722817,4.1597069253023,4.32115710813757,0.693284487550369,0.720192851356261,33,1,0,p.u./kW/kWh/MVA
saa,18,7936,432.504229549591,253.485339861907,53.8068621901868,32.2965881464565,92.9154393510421,142.019200000002,142.019200000002,0,3423.4856995496,0.926004259050149,0.911979008079782,3.93673722664553,4.2317053339941,0.656122871107573,0.70528422233235,18,1,0,p.u./kW/kWh/MVA
saa,19,7936,136.272770376241,68.7686632175846,26.5829709670312,16.3168485486427,24.6042876429828,42.2304000000004,42.2304000000004,0,3305.04318037634,0.92601571808734,0.906439466081737,3.85911738924288,4.41202106827504,0.643186231540509,0.735336844712506,18,1,0,p.u./kW/kWh/MVA
saa,20,7936,94.0803097866755,40.7763480266348,26.4112903225806,7.10491265209965,19.7877587853603,0,0,0,3719.08071978661,0.915676452349529,0.9,4.34535555751463,4.87591690153901,0.724225926252443,0.812652816923168,18,1,0.132056451612903,p.u./kW/kWh/MVA
saa,21,7936,97.4700494769524,46.4982695563872,26.4431693092989,3.49550903542881,21.0331015758377,0,0,0,3812.47004947697,0.913776545867308,0.9,4.45398531606006,4.95640698938082,0.742330886010041,0.82606783156347,18,1,0.132056451612903,p.u./kW/kWh/MVA
saa,22,7936,330.667802492803,205.016965631652,43.5112934384943,13.0014393190283,69.1381041036281,0,0,0,3955.66821249275,0.912832936238922,0.9,4.54979047950686,4.87591690153901,0.758298413251151,0.812652816923168,18,1,0.206149193548387,p.u./kW/kWh/MVA
saa,23,7936,712.147634263171,299.855256968051,195.558846803261,66.8469377499361,149.886592741935,0,0,0,4293.14758426323,0.900280800786318,0.9,4.83184212705293,4.8365984209377,0.805307021175488,0.80609973682295,18,1,0.971522177419355,p.u./kW/kWh/MVA
saa,24,7936,769.959677419355,300,199.974798387097,119.984879032258,150,0,0,0,4070.96007741942,0.90271987398005,0.902717507319239,4.55514866534575,4.55518439782015,0.759191444224272,0.759197399636692,18,1,0,p.u./kW/kWh/MVA
saa,25,5788,750.805197729544,296.268140981341,192.570836212854,115.749910929267,146.216309606082,0,0,0,3659.80622772949,0.912857498163347,0.912081659455724,4.07918494463993,4.09617349876108,0.679864157439976,0.682695583126847,18,1,0,p.u./kW/kWh/MVA
saa,26,5788,752.816171389081,296.682791983414,195.991706979959,115.065653075328,145.07601935038,0,0,0,3493.81747138905,0.916724241628421,0.916065565424307,3.88437345241211,3.89960146845773,0.647395575402032,0.649933578076288,18,1,0,p.u./kW/kWh/MVA
saa,27,5788,749.444466707625,294.756811296784,190.646228536129,118.217000691085,145.824426183628,0,0,0,3435.4451917077,0.918066715564758,0.917366076845495,3.81699245323105,3.83526950324104,0.636165408871851,0.639211583873507,18,1,0,p.u./kW/kWh/MVA
saa,28,5788,749.939530062198,295.335176226676,187.802349689012,118.590186592951,148.211817553559,0,0,0,3379.9403450622,0.919469513963903,0.91868832645269,3.75194960951623,3.7697811836571,0.625324934919396,0.628296863942851,18,1,0,p.u./kW/kWh/MVA
saa,29,5788,692.130945065057,285.793049126912,166.655888207607,102.963119242774,136.718888487764,0,0,0,3288.13208006508,0.922683284325999,0.919490186928441,3.66071702884508,3.73002717586848,0.61011950480749,0.62167119597808,18,1,0,p.u./kW/kWh/MVA
saa,30,5788,613.791836210454,269.566048415393,134.697193971095,79.9359358118333,129.592658012133,0,0,0,3131.79283121039,0.927841703617645,0.921327132775077,3.4999707514193,3.6388451834493,0.583328458569903,0.606474197241551,18,1,0,p.u./kW/kWh/MVA
saa,31,5788,467.144230932806,215.328670226841,95.4777853863939,52.4447835203243,103.892991799246,0,0,0,2929.14531593287,0.933732305662001,0.922643705772219,3.3051138741195,3.573398991913,0.550852312353244,0.595566498652167,18,1,0,p.u./kW/kWh/MVA
saa,32,5788,225.672229756009,111.262293910321,42.4661183917415,24.2086876847744,47.7351297691724,0,0,0,2855.67304475596,0.936024391455769,0.91868832645269,3.29065529038093,3.7697811836571,0.548442548396844,0.628296863942851,18,1,0,p.u./kW/kWh/MVA
saa,33,2476,214.65079749562,90.0828733095188,49.5350003363728,28.5696078391045,46.4633160106233,11.9751999999999,11.9751999999999,0,3178.67665249559,0.92789539770239,0.910928863785294,3.67722689256544,4.16385289723747,0.612871148760905,0.693975482872912,18,1,0,p.u./kW/kWh/MVA
saa,34,2476,159.613026905798,61.3794466584606,43.4286756793441,26.0010023240881,28.8039022439056,34.5872000000004,34.5872000000004,0,3101.02688190578,0.929633899020847,0.911760785490082,3.61010392402438,4.14358717382781,0.601683987337396,0.690597862304636,18,1,0,p.u./kW/kWh/MVA
saa,35,2476,151.426855188315,58.3272341619889,40.8894705964857,24.5492198625223,27.6609305673179,75.9904000000004,75.9904000000004,0,3208.4371251883,0.927732780839803,0.909548181637472,3.7520029511693,4.29049601127378,0.625333825194882,0.71508266854563,18,1,0,p.u./kW/kWh/MVA
saa,36,2476,137.162751858463,52.5521607693551,36.70382532656,21.7144945921242,26.1922711704235,139.536800000001,139.536800000001,0,3242.62644185841,0.927870809213917,0.909221535062753,3.81716230252989,4.3652458502615,0.636193717088325,0.727540975043584,18,1,0,p.u./kW/kWh/MVA
saa,37,2476,124.406852879988,47.078513795676,32.7056384475683,19.3272084538378,25.2954921829063,175.782399999998,175.782399999998,0,3249.62485288004,0.928193845443342,0.909223111477897,3.8413375429141,4.39879346058303,0.640222923819008,0.733132243430504,33,1,0,p.u./kW/kWh/MVA
saa,38,2476,116.424306381408,44.1943249223761,30.2364672183005,18.3153335912046,23.678180649527,268.003999999998,268.003999999998,0,3250.42041138138,0.928113012826983,0.910215566612005,3.87561725614284,4.43591481800798,0.645936209357132,0.739319136334664,33,1,0,p.u./kW/kWh/MVA
saa,39,2476,144.458519847796,55.2203619628011,39.2803067962967,22.9484322249745,27.0094188637241,308.467200000004,308.467200000004,0,3136.99171984776,0.930466044235015,0.914103035047291,3.74697403021065,4.28174225315423,0.624495671701775,0.713623708859038,33,1,0,p.u./kW/kWh/MVA
saa,40,2476,167.673568136192,63.6488978729733,44.4883477897923,26.4568396267141,33.0794828467124,265.932000000001,265.932000000001,0,3202.74196813618,0.928856309872382,0.912541503933492,3.80254264603416,4.31916730053636,0.633757107672364,0.71986121675606,33,1,0,p.u./kW/kWh/MVA
saa,41,427,302.905490015169,121.495364756389,73.9610321965277,57.874204173477,49.5748888887756,218.4496,218.4496,0,3351.45661001517,0.924490762529551,0.911603994722817,3.91817816719514,4.32115710813757,0.653029694532523,0.720192851356261,18,1,0,p.u./kW/kWh/MVA
saa,42,427,187.922519029798,76.0086440231935,46.2879600982936,27.117737917859,38.5081769904524,142.0192,142.0192,0,3178.9039890298,0.929335148070343,0.911979008079782,3.72717445413929,4.2317053339941,0.621195742356547,0.70528422233235,18,1,0,p.u./kW/kWh/MVA
saa,43,427,140.667746438981,53.7886681411822,37.9759546217844,22.7426467435908,26.1604769324239,42.2304,42.2304,0,3309.43815643898,0.92501702478037,0.906439466081737,3.86309909134547,4.41202106827504,0.643849848557576,0.735336844712506,18,1,0,p.u./kW/kWh/MVA
saa,44,427,102.114627934361,44.9683445223861,25.6691820371056,11.449250476015,20.0278508988547,0,0,0,3727.11503793436,0.915363726200374,0.9,4.35215802475137,4.875916901539,0.725359670791894,0.812652816923167,18,1,0.117096018735363,p.u./kW/kWh/MVA
saa,45,427,111.874052943654,49.3351521937566,29.9924717855179,8.99553036510853,23.5508985992708,0,0,0,3826.87405294365,0.91312417577476,0.9,4.46641395753621,4.95640698938082,0.744402326256034,0.82606783156347,18,1,0.131147540983607,p.u./kW/kWh/MVA
saa,46,427,149.152831588637,62.0924250895164,42.1058478155197,13.1401199792185,31.8144387043826,0,0,0,3774.15324158863,0.914121442190067,0.9,4.39316889171718,4.87591690153901,0.732194815286196,0.812652816923168,18,1,0.19672131147541,p.u./kW/kWh/MVA
saa,47,427,479.985598112097,207.922013960689,132.77974141624,51.5195276089476,87.7643151262202,0,0,0,4060.9855481121,0.906054828487702,0.9,4.62939000689956,4.8365984209377,0.771565001149925,0.80609973682295,18,1,0.651053864168618,p.u./kW/kWh/MVA
saa,48,427,667.352641065212,279.807121372783,155.197262751486,100.783103604729,131.565153336214,0,0,0,3968.35304106522,0.906856407662565,0.902717507319239,4.46483207875213,4.55518439782015,0.744138679792022,0.759197399636692,18,1,0,p.u./kW/kWh/MVA
