method,intensity,loc,terminal_state_k,site,target_loh_kg,accepted_source,accepted_source_sha256
chi2_eta003,5,1,231,2,144.55568228160627,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,1,231,3,51.27543246360324,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,1,231,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,2,239,1,277.4068509063883,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,2,239,2,141.2870902823292,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,2,239,3,61.0968533805147,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,2,239,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,3,247,1,278.5135763508209,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,3,247,2,136.90670536718247,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,3,247,3,61.11257853266993,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,3,247,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,4,255,1,276.30039090429904,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,4,255,2,141.80951863234137,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,4,255,3,54.02077375987814,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,4,255,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,5,263,1,271.1949223619428,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,5,263,2,137.13421507813587,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,5,263,3,49.64076790035279,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,5,263,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,6,271,1,271.9512882074534,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,6,271,2,131.46849583803294,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,6,271,3,54.550103875044655,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,6,271,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,7,279,1,266.3877227607416,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,7,279,2,113.46575234314048,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,7,279,3,52.91437658284234,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,5,7,279,4,149.15467754613286,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,1,287,1,299.77246237049343,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,1,287,2,143.46867417333888,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,1,287,3,82.10810426231943,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,1,287,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,2,295,1,300.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,2,295,2,143.24114811532186,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,2,295,3,88.32166831096355,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,2,295,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,3,303,1,300.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,3,303,2,143.24114051699513,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,3,303,3,83.76912376979753,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,3,303,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,4,311,1,300.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,4,311,2,139.10571979217528,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,4,311,3,83.4615116465665,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,4,311,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,5,319,1,300.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,5,319,2,133.42198464873402,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,5,319,3,73.64448661117925,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,5,319,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,6,327,1,300.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,6,327,2,123.60301667013285,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,6,327,3,58.14185078485138,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,6,327,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,7,335,1,300.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,7,335,2,106.98091413702058,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,7,335,3,50.98897636368633,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
chi2_eta003,6,7,335,4,150.0,results/task-002-stage2b-b3-smoke/53-35state-saa-vs-eta003-terminal-loh/run-024/terminal_loh_table_eta_003.csv,077d8b86f7f4ab896a61dbfe5e446476f3adcedc4ad7ffc98e29855b834ea1aa
