initial_state_id,parent_node_id,parent_stage,sample_support_count,effective_sample_size,parent_probability_mass,child_count,single_child,descendant_unique_leaf_count,descendant_leaf_probability_mass,observed_unique_native_child_count,theoretical_positive_child_count,theoretical_positive_unobserved_child_count,theoretical_child_support_coverage_share
1,s1:n1:a=1|loc=-1|lfw=0,1,50,50.0,0.0033333333333333,11,0,34,0.0033333333333333,11,15,4,0.7333333333333333
1,s1:n1:a=1|loc=2|lfw=0,1,149,149.0,0.0099333333333333,17,0,86,0.0099333333333333,17,21,4,0.8095238095238095
1,s1:n1:a=2|loc=0|lfw=0,1,617,617.0,0.0411333333333333,34,0,262,0.0411333333333333,34,72,38,0.4722222222222222
1,s1:n1:a=2|loc=0|lfw=2,1,63,63.0,0.0042,22,0,52,0.0041999999999999,22,72,50,0.3055555555555556
1,s1:n1:a=1|loc=3|lfw=0,1,59,59.0,0.0039333333333333,10,0,34,0.0039333333333333,10,21,11,0.47619047619047616
1,s1:n1:a=1|loc=4|lfw=0,1,20,20.0,0.0013333333333333,9,0,18,0.0013333333333333,9,21,12,0.42857142857142855
1,s1:n1:a=1|loc=-2|lfw=1,1,79,79.0,0.0052666666666666,12,0,39,0.0052666666666666,12,16,4,0.75
1,s1:n1:a=1|loc=4|lfw=1,1,92,92.0,0.0061333333333333,19,0,57,0.0061333333333333,19,28,9,0.6785714285714286
1,s1:n1:a=1|loc=-2|lfw=0,1,24,24.0,0.0016,6,0,18,0.0016,6,12,6,0.5
1,s1:n1:a=3|loc=2|lfw=1,1,40,40.0,0.0026666666666666,20,0,38,0.0026666666666666,20,140,120,0.14285714285714285
1,s1:n1:a=1|loc=-1|lfw=1,1,155,155.0,0.0103333333333333,16,0,73,0.0103333333333333,16,20,4,0.8
1,s1:n1:a=2|loc=2|lfw=2,1,66,66.0,0.0044,19,0,51,0.0043999999999999,19,84,65,0.2261904761904762
1,s1:n1:a=4|loc=1|lfw=1,1,8,8.0,0.0005333333333333,8,0,8,0.0005333333333333,8,140,132,0.05714285714285714
1,s1:n1:a=1|loc=0|lfw=0,1,99,99.0,0.0066,13,0,59,0.0065999999999999,13,18,5,0.7222222222222222
1,s1:n1:a=3|loc=3|lfw=1,1,10,10.0,0.0006666666666666,7,0,10,0.0006666666666666,7,140,133,0.05
1,s1:n1:a=1|loc=1|lfw=0,1,95,95.0,0.0063333333333333,14,0,50,0.0063333333333333,14,21,7,0.6666666666666666
1,s1:n1:a=2|loc=4|lfw=2,1,21,21.0,0.0014,13,0,18,0.0014,13,84,71,0.15476190476190477
1,s1:n1:a=3|loc=0|lfw=1,1,30,30.0,0.002,16,0,28,0.002,16,120,104,0.13333333333333333
1,s1:n1:a=2|loc=1|lfw=2,1,39,39.0,0.0026,18,0,35,0.0026,18,84,66,0.21428571428571427
1,s1:n1:a=1|loc=1|lfw=2,1,8,8.0,0.0005333333333333,6,0,8,0.0005333333333333,6,21,15,0.2857142857142857
1,s1:n1:a=3|loc=2|lfw=0,1,9,9.0,0.0006,8,0,9,0.0006,8,105,97,0.0761904761904762
1,s1:n1:a=4|loc=0|lfw=1,1,10,10.0,0.0006666666666666,7,0,10,0.0006666666666666,7,120,113,0.058333333333333334
1,s1:n1:a=2|loc=3|lfw=2,1,34,34.0,0.0022666666666666,14,0,29,0.0022666666666666,14,84,70,0.16666666666666666
1,s1:n1:a=1|loc=3|lfw=2,1,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,21,19,0.09523809523809523
1,s1:n1:a=3|loc=-2|lfw=1,1,7,7.0,0.0004666666666666,4,0,7,0.0004666666666666,4,80,76,0.05
1,s1:n1:a=3|loc=4|lfw=1,1,7,7.0,0.0004666666666666,7,0,7,0.0004666666666666,7,140,133,0.05
1,s1:n1:a=2|loc=-1|lfw=2,1,20,20.0,0.0013333333333333,10,0,17,0.0013333333333333,10,60,50,0.16666666666666666
1,s1:n1:a=3|loc=1|lfw=1,1,22,22.0,0.0014666666666666,10,0,20,0.0014666666666666,10,140,130,0.07142857142857142
1,s1:n1:a=3|loc=-1|lfw=0,1,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,75,74,0.013333333333333334
1,s1:n1:a=1|loc=2|lfw=2,1,11,11.0,0.0007333333333333,7,0,10,0.0007333333333333,7,21,14,0.3333333333333333
1,s1:n1:a=4|loc=-1|lfw=1,1,6,6.0,0.0004,4,0,6,0.0004,4,100,96,0.04
1,s1:n1:a=4|loc=2|lfw=0,1,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,105,103,0.01904761904761905
1,s1:n1:a=2|loc=-2|lfw=2,1,12,12.0,0.0008,6,0,10,0.0008,6,48,42,0.125
1,s1:n1:a=3|loc=-1|lfw=1,1,14,14.0,0.0009333333333333,11,0,14,0.0009333333333333,11,100,89,0.11
1,s1:n1:a=1|loc=0|lfw=2,1,6,6.0,0.0004,5,0,6,0.0004,5,18,13,0.2777777777777778
1,s1:n1:a=1|loc=4|lfw=2,1,3,3.0,0.0002,3,0,3,0.0002,3,21,18,0.14285714285714285
1,s1:n1:a=3|loc=0|lfw=0,1,7,7.0,0.0004666666666666,6,0,7,0.0004666666666666,6,90,84,0.06666666666666667
1,s1:n1:a=3|loc=3|lfw=0,1,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,105,103,0.01904761904761905
1,s1:n1:a=4|loc=4|lfw=1,1,3,3.0,0.0002,2,0,3,0.0002,2,140,138,0.014285714285714285
1,s1:n1:a=3|loc=-2|lfw=0,1,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,60,58,0.03333333333333333
1,s1:n1:a=3|loc=4|lfw=0,1,4,4.0,0.0002666666666666,4,0,4,0.0002666666666666,4,105,101,0.0380952380952381
1,s1:n1:a=3|loc=1|lfw=0,1,9,9.0,0.0006,6,0,8,0.0006,6,105,99,0.05714285714285714
1,s1:n1:a=1|loc=-1|lfw=2,1,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,15,13,0.13333333333333333
1,s1:n1:a=4|loc=3|lfw=0,1,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,105,103,0.01904761904761905
1,s1:n1:a=3|loc=2|lfw=2,1,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
1,s1:n1:a=3|loc=0|lfw=2,1,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,90,88,0.022222222222222223
1,s1:n1:a=4|loc=3|lfw=1,1,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,140,138,0.014285714285714285
1,s1:n1:a=4|loc=-2|lfw=0,1,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,60,59,0.016666666666666666
1,s1:n1:a=4|loc=-2|lfw=1,1,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,80,78,0.025
1,s1:n1:a=4|loc=-1|lfw=0,1,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,75,73,0.02666666666666667
1,s1:n1:a=4|loc=4|lfw=0,1,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
1,s1:n1:a=1|loc=-2|lfw=2,1,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,12,11,0.08333333333333333
1,s1:n2:a=2|loc=2|lfw=1>a=2|loc=1|lfw=2,2,367,367.0,0.0244666666666666,38,0,38,0.0244666666666666,38,84,46,0.4523809523809524
1,s1:n2:a=1|loc=2|lfw=1>a=1|loc=1|lfw=0,2,11,11.0,0.0007333333333333,7,0,7,0.0007333333333333,7,21,14,0.3333333333333333
1,s1:n2:a=2|loc=1|lfw=0>a=2|loc=0|lfw=0,2,22,22.0,0.0014666666666666,9,0,9,0.0014666666666666,9,72,63,0.125
1,s1:n2:a=2|loc=0|lfw=1>a=2|loc=0|lfw=2,2,249,249.0,0.0166,34,0,34,0.0166,34,72,38,0.4722222222222222
1,s1:n2:a=2|loc=3|lfw=1>a=2|loc=3|lfw=2,2,130,130.0,0.0086666666666666,25,0,25,0.0086666666666666,25,84,59,0.2976190476190476
1,s1:n2:a=2|loc=-1|lfw=0>a=2|loc=0|lfw=0,2,12,12.0,0.0008,8,0,8,0.0008,8,72,64,0.1111111111111111
1,s1:n2:a=2|loc=0|lfw=1>a=2|loc=-1|lfw=2,2,321,321.0,0.0214,29,0,29,0.0214,29,60,31,0.48333333333333334
1,s1:n2:a=4|loc=1|lfw=0>a=4|loc=3|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,140,139,0.007142857142857143
1,s1:n2:a=2|loc=1|lfw=1>a=2|loc=2|lfw=2,2,314,314.0,0.0209333333333333,36,0,36,0.0209333333333333,36,84,48,0.42857142857142855
1,s1:n2:a=2|loc=1|lfw=1>a=1|loc=3|lfw=1,2,5,5.0,0.0003333333333333,3,0,3,0.0003333333333333,3,28,25,0.10714285714285714
1,s1:n2:a=2|loc=-2|lfw=1>a=2|loc=-1|lfw=2,2,114,114.0,0.0076,25,0,25,0.0075999999999999,25,60,35,0.4166666666666667
1,s1:n2:a=2|loc=4|lfw=1>a=1|loc=4|lfw=2,2,10,10.0,0.0006666666666666,7,0,7,0.0006666666666666,7,21,14,0.3333333333333333
1,s1:n2:a=2|loc=0|lfw=1>a=1|loc=0|lfw=2,2,37,37.0,0.0024666666666666,12,0,12,0.0024666666666666,12,18,6,0.6666666666666666
1,s1:n2:a=2|loc=4|lfw=1>a=2|loc=3|lfw=1,2,16,16.0,0.0010666666666666,9,0,9,0.0010666666666666,9,112,103,0.08035714285714286
1,s1:n2:a=2|loc=-1|lfw=0>a=1|loc=-1|lfw=0,2,7,7.0,0.0004666666666666,4,0,4,0.0004666666666666,4,15,11,0.26666666666666666
1,s1:n2:a=2|loc=1|lfw=0>a=2|loc=4|lfw=1,2,26,26.0,0.0017333333333333,15,0,15,0.0017333333333333,15,112,97,0.13392857142857142
1,s1:n2:a=2|loc=2|lfw=1>a=1|loc=3|lfw=2,2,73,73.0,0.0048666666666666,16,0,16,0.0048666666666666,16,21,5,0.7619047619047619
1,s1:n2:a=2|loc=4|lfw=1>a=2|loc=4|lfw=2,2,54,54.0,0.0036,22,0,22,0.0036,22,84,62,0.2619047619047619
1,s1:n2:a=2|loc=-1|lfw=1>a=2|loc=-2|lfw=2,2,149,149.0,0.0099333333333333,18,0,18,0.0099333333333333,18,48,30,0.375
1,s1:n2:a=2|loc=2|lfw=0>a=2|loc=2|lfw=2,2,3,3.0,0.0002,3,0,3,0.0002,3,84,81,0.03571428571428571
1,s1:n2:a=2|loc=2|lfw=0>a=2|loc=3|lfw=1,2,137,137.0,0.0091333333333333,28,0,28,0.0091333333333333,28,112,84,0.25
1,s1:n2:a=2|loc=2|lfw=1>a=2|loc=3|lfw=2,2,488,488.0,0.0325333333333333,38,0,38,0.0325333333333333,38,84,46,0.4523809523809524
1,s1:n2:a=2|loc=2|lfw=1>a=2|loc=4|lfw=2,2,213,213.0,0.0142,31,0,31,0.0141999999999999,31,84,53,0.36904761904761907
1,s1:n2:a=2|loc=0|lfw=1>a=2|loc=3|lfw=1,2,14,14.0,0.0009333333333333,8,0,8,0.0009333333333333,8,112,104,0.07142857142857142
1,s1:n2:a=2|loc=2|lfw=1>a=2|loc=5|lfw=2,2,89,89.0,0.0059333333333333,25,0,25,0.0059333333333333,25,84,59,0.2976190476190476
1,s1:n2:a=2|loc=4|lfw=1>a=2|loc=6|lfw=2,2,37,37.0,0.0024666666666666,14,0,14,0.0024666666666666,14,84,70,0.16666666666666666
1,s1:n2:a=2|loc=2|lfw=0>a=2|loc=0|lfw=1,2,45,45.0,0.003,16,0,16,0.003,16,96,80,0.16666666666666666
1,s1:n2:a=2|loc=2|lfw=1>a=2|loc=0|lfw=2,2,178,178.0,0.0118666666666666,29,0,29,0.0118666666666666,29,72,43,0.4027777777777778
1,s1:n2:a=1|loc=1|lfw=1>a=1|loc=3|lfw=2,2,34,34.0,0.0022666666666666,13,0,13,0.0022666666666666,13,21,8,0.6190476190476191
1,s1:n2:a=2|loc=1|lfw=1>a=2|loc=0|lfw=2,2,251,251.0,0.0167333333333333,29,0,29,0.0167333333333333,29,72,43,0.4027777777777778
1,s1:n2:a=2|loc=1|lfw=0>a=2|loc=0|lfw=1,2,62,62.0,0.0041333333333333,23,0,23,0.0041333333333333,23,96,73,0.23958333333333334
1,s1:n2:a=2|loc=-1|lfw=1>a=2|loc=1|lfw=1,2,22,22.0,0.0014666666666666,12,0,12,0.0014666666666666,12,112,100,0.10714285714285714
1,s1:n2:a=2|loc=2|lfw=1>a=2|loc=2|lfw=2,2,301,301.0,0.0200666666666666,38,0,38,0.0200666666666666,38,84,46,0.4523809523809524
1,s1:n2:a=2|loc=4|lfw=0>a=2|loc=5|lfw=1,2,34,34.0,0.0022666666666666,17,0,17,0.0022666666666666,17,112,95,0.15178571428571427
1,s1:n2:a=4|loc=2|lfw=1>a=4|loc=3|lfw=2,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,105,103,0.01904761904761905
1,s1:n2:a=2|loc=3|lfw=1>a=2|loc=4|lfw=1,2,47,47.0,0.0031333333333333,18,0,18,0.0031333333333333,18,112,94,0.16071428571428573
1,s1:n2:a=2|loc=1|lfw=0>a=2|loc=1|lfw=1,2,68,68.0,0.0045333333333333,24,0,24,0.0045333333333333,24,112,88,0.21428571428571427
1,s1:n2:a=2|loc=-1|lfw=1>a=2|loc=0|lfw=2,2,193,193.0,0.0128666666666666,33,0,33,0.0128666666666666,33,72,39,0.4583333333333333
1,s1:n2:a=2|loc=-1|lfw=1>a=2|loc=2|lfw=2,2,39,39.0,0.0026,18,0,18,0.0026,18,84,66,0.21428571428571427
1,s1:n2:a=2|loc=0|lfw=1>a=2|loc=-1|lfw=0,2,23,23.0,0.0015333333333333,9,0,9,0.0015333333333333,9,60,51,0.15
1,s1:n2:a=2|loc=4|lfw=1>a=1|loc=7|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,28,27,0.03571428571428571
1,s1:n2:a=2|loc=4|lfw=0>a=2|loc=4|lfw=1,2,15,15.0,0.001,11,0,11,0.001,11,112,101,0.09821428571428571
1,s1:n2:a=2|loc=1|lfw=1>a=3|loc=1|lfw=2,2,5,5.0,0.0003333333333333,5,0,5,0.0003333333333333,5,105,100,0.047619047619047616
1,s1:n2:a=2|loc=-1|lfw=1>a=2|loc=0|lfw=1,2,41,41.0,0.0027333333333333,19,0,19,0.0027333333333333,19,96,77,0.19791666666666666
1,s1:n2:a=2|loc=2|lfw=1>a=1|loc=2|lfw=0,2,5,5.0,0.0003333333333333,4,0,4,0.0003333333333333,4,21,17,0.19047619047619047
1,s1:n2:a=2|loc=0|lfw=1>a=1|loc=1|lfw=2,2,61,61.0,0.0040666666666666,12,0,12,0.0040666666666666,12,21,9,0.5714285714285714
1,s1:n2:a=2|loc=-1|lfw=1>a=2|loc=1|lfw=0,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,84,82,0.023809523809523808
1,s1:n2:a=2|loc=4|lfw=1>a=2|loc=7|lfw=2,2,14,14.0,0.0009333333333333,9,0,9,0.0009333333333333,9,84,75,0.10714285714285714
1,s1:n2:a=2|loc=1|lfw=0>a=2|loc=2|lfw=1,2,92,92.0,0.0061333333333333,20,0,20,0.0061333333333333,20,112,92,0.17857142857142858
1,s1:n2:a=1|loc=0|lfw=1>a=1|loc=1|lfw=2,2,78,78.0,0.0052,16,0,16,0.0052,16,21,5,0.7619047619047619
1,s1:n2:a=2|loc=-1|lfw=1>a=2|loc=-1|lfw=2,2,106,106.0,0.0070666666666666,21,0,21,0.0070666666666666,21,60,39,0.35
1,s1:n2:a=2|loc=1|lfw=1>a=2|loc=1|lfw=2,2,206,206.0,0.0137333333333333,37,0,37,0.0137333333333333,37,84,47,0.44047619047619047
1,s1:n2:a=2|loc=0|lfw=1>a=2|loc=0|lfw=0,2,18,18.0,0.0012,11,0,11,0.0012,11,72,61,0.1527777777777778
1,s1:n2:a=2|loc=1|lfw=1>a=2|loc=-1|lfw=2,2,107,107.0,0.0071333333333333,22,0,22,0.0071333333333333,22,60,38,0.36666666666666664
1,s1:n2:a=1|loc=3|lfw=1>a=1|loc=4|lfw=2,2,54,54.0,0.0036,13,0,13,0.0036,13,21,8,0.6190476190476191
1,s1:n2:a=2|loc=3|lfw=0>a=1|loc=4|lfw=1,2,12,12.0,0.0008,10,0,10,0.0008,10,28,18,0.35714285714285715
1,s1:n2:a=2|loc=0|lfw=1>a=2|loc=-2|lfw=2,2,151,151.0,0.0100666666666666,17,0,17,0.0100666666666666,17,48,31,0.3541666666666667
1,s1:n2:a=2|loc=1|lfw=0>a=1|loc=2|lfw=0,2,9,9.0,0.0006,6,0,6,0.0006,6,21,15,0.2857142857142857
1,s1:n2:a=2|loc=2|lfw=1>a=1|loc=2|lfw=1,2,17,17.0,0.0011333333333333,9,0,9,0.0011333333333333,9,28,19,0.32142857142857145
1,s1:n2:a=2|loc=2|lfw=1>a=2|loc=4|lfw=1,2,48,48.0,0.0032,19,0,19,0.0032,19,112,93,0.16964285714285715
1,s1:n2:a=2|loc=-2|lfw=0>a=2|loc=-2|lfw=0,2,7,7.0,0.0004666666666666,5,0,5,0.0004666666666666,5,48,43,0.10416666666666667
1,s1:n2:a=2|loc=3|lfw=1>a=2|loc=2|lfw=2,2,153,153.0,0.0102,30,0,30,0.0101999999999999,30,84,54,0.35714285714285715
1,s1:n2:a=2|loc=3|lfw=0>a=2|loc=2|lfw=1,2,51,51.0,0.0034,17,0,17,0.0034,17,112,95,0.15178571428571427
1,s1:n2:a=2|loc=3|lfw=1>a=2|loc=1|lfw=2,2,90,90.0,0.006,23,0,23,0.0059999999999999,23,84,61,0.27380952380952384
1,s1:n2:a=2|loc=3|lfw=1>a=2|loc=0|lfw=2,2,25,25.0,0.0016666666666666,14,0,14,0.0016666666666666,14,72,58,0.19444444444444445
1,s1:n2:a=1|loc=-1|lfw=0>a=1|loc=-2|lfw=1,2,10,10.0,0.0006666666666666,5,0,5,0.0006666666666666,5,16,11,0.3125
1,s1:n2:a=2|loc=0|lfw=1>a=2|loc=2|lfw=2,2,179,179.0,0.0119333333333333,26,0,26,0.0119333333333333,26,84,58,0.30952380952380953
1,s1:n2:a=2|loc=0|lfw=1>a=4|loc=2|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
1,s1:n2:a=1|loc=2|lfw=1>a=1|loc=2|lfw=2,2,57,57.0,0.0038,11,0,11,0.0038,11,21,10,0.5238095238095238
1,s1:n2:a=1|loc=2|lfw=0>a=1|loc=2|lfw=1,2,20,20.0,0.0013333333333333,8,0,8,0.0013333333333333,8,28,20,0.2857142857142857
1,s1:n2:a=1|loc=2|lfw=1>a=1|loc=3|lfw=2,2,82,82.0,0.0054666666666666,17,0,17,0.0054666666666666,17,21,4,0.8095238095238095
1,s1:n2:a=2|loc=0|lfw=0>a=2|loc=1|lfw=0,2,35,35.0,0.0023333333333333,15,0,15,0.0023333333333333,15,84,69,0.17857142857142858
1,s1:n2:a=1|loc=2|lfw=0>a=1|loc=3|lfw=0,2,11,11.0,0.0007333333333333,8,0,8,0.0007333333333333,8,21,13,0.38095238095238093
1,s1:n2:a=2|loc=2|lfw=0>a=2|loc=0|lfw=0,2,16,16.0,0.0010666666666666,9,0,9,0.0010666666666666,9,72,63,0.125
1,s1:n2:a=2|loc=0|lfw=0>a=2|loc=-1|lfw=1,2,85,85.0,0.0056666666666666,24,0,24,0.0056666666666666,24,80,56,0.3
1,s1:n2:a=2|loc=2|lfw=1>a=1|loc=1|lfw=2,2,49,49.0,0.0032666666666666,11,0,11,0.0032666666666666,11,21,10,0.5238095238095238
1,s1:n2:a=2|loc=3|lfw=0>a=2|loc=3|lfw=1,2,46,46.0,0.0030666666666666,15,0,15,0.0030666666666666,15,112,97,0.13392857142857142
1,s1:n2:a=1|loc=3|lfw=1>a=1|loc=5|lfw=2,2,22,22.0,0.0014666666666666,8,0,8,0.0014666666666666,8,21,13,0.38095238095238093
1,s1:n2:a=2|loc=0|lfw=2>a=1|loc=2|lfw=3,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,14,12,0.14285714285714285
1,s1:n2:a=2|loc=1|lfw=0>a=2|loc=3|lfw=1,2,40,40.0,0.0026666666666666,19,0,19,0.0026666666666666,19,112,93,0.16964285714285715
1,s1:n2:a=2|loc=2|lfw=0>a=2|loc=5|lfw=1,2,27,27.0,0.0018,13,0,13,0.0018,13,112,99,0.11607142857142858
1,s1:n2:a=1|loc=1|lfw=1>a=1|loc=0|lfw=2,2,64,64.0,0.0042666666666666,13,0,13,0.0042666666666666,13,18,5,0.7222222222222222
1,s1:n2:a=1|loc=1|lfw=1>a=1|loc=0|lfw=1,2,16,16.0,0.0010666666666666,11,0,11,0.0010666666666666,11,24,13,0.4583333333333333
1,s1:n2:a=2|loc=3|lfw=1>a=2|loc=1|lfw=1,2,11,11.0,0.0007333333333333,7,0,7,0.0007333333333333,7,112,105,0.0625
1,s1:n2:a=2|loc=2|lfw=1>a=3|loc=5|lfw=2,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,105,104,0.009523809523809525
1,s1:n2:a=2|loc=4|lfw=0>a=2|loc=3|lfw=1,2,20,20.0,0.0013333333333333,12,0,12,0.0013333333333333,12,112,100,0.10714285714285714
1,s1:n2:a=1|loc=2|lfw=0>a=1|loc=0|lfw=0,2,4,4.0,0.0002666666666666,2,0,2,0.0002666666666666,2,18,16,0.1111111111111111
1,s1:n2:a=2|loc=-2|lfw=1>a=2|loc=0|lfw=2,2,56,56.0,0.0037333333333333,19,0,19,0.0037333333333333,19,72,53,0.2638888888888889
1,s1:n2:a=1|loc=3|lfw=1>a=1|loc=3|lfw=0,2,2,2.0,0.0001333333333333,2,0,2,0.0001333333333333,2,21,19,0.09523809523809523
1,s1:n2:a=1|loc=0|lfw=1>a=1|loc=2|lfw=2,2,41,41.0,0.0027333333333333,13,0,13,0.0027333333333333,13,21,8,0.6190476190476191
1,s1:n2:a=2|loc=2|lfw=1>a=1|loc=4|lfw=1,2,7,7.0,0.0004666666666666,5,0,5,0.0004666666666666,5,28,23,0.17857142857142858
1,s1:n2:a=1|loc=3|lfw=0>a=1|loc=3|lfw=1,2,8,8.0,0.0005333333333333,7,0,7,0.0005333333333333,7,28,21,0.25
1,s1:n2:a=2|loc=0|lfw=1>a=3|loc=-2|lfw=1,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,80,79,0.0125
1,s1:n2:a=1|loc=3|lfw=1>a=1|loc=2|lfw=2,2,36,36.0,0.0024,13,0,13,0.0024,13,21,8,0.6190476190476191
1,s1:n2:a=2|loc=4|lfw=1>a=2|loc=3|lfw=2,2,50,50.0,0.0033333333333333,16,0,16,0.0033333333333333,16,84,68,0.19047619047619047
1,s1:n2:a=2|loc=1|lfw=0>a=2|loc=-2|lfw=0,2,4,4.0,0.0002666666666666,4,0,4,0.0002666666666666,4,48,44,0.08333333333333333
1,s1:n2:a=2|loc=3|lfw=1>a=1|loc=1|lfw=1,2,3,3.0,0.0002,3,0,3,0.0002,3,28,25,0.10714285714285714
1,s1:n2:a=2|loc=-1|lfw=0>a=2|loc=-2|lfw=1,2,46,46.0,0.0030666666666666,15,0,15,0.0030666666666666,15,64,49,0.234375
1,s1:n2:a=2|loc=3|lfw=1>a=2|loc=4|lfw=2,2,203,203.0,0.0135333333333333,32,0,32,0.0135333333333333,32,84,52,0.38095238095238093
1,s1:n2:a=2|loc=3|lfw=0>a=2|loc=4|lfw=1,2,65,65.0,0.0043333333333333,18,0,18,0.0043333333333333,18,112,94,0.16071428571428573
1,s1:n2:a=2|loc=2|lfw=1>a=2|loc=2|lfw=3,2,7,7.0,0.0004666666666666,5,0,5,0.0004666666666666,5,56,51,0.08928571428571429
1,s1:n2:a=2|loc=2|lfw=0>a=2|loc=1|lfw=1,2,110,110.0,0.0073333333333333,30,0,30,0.0073333333333333,30,112,82,0.26785714285714285
1,s1:n2:a=1|loc=4|lfw=0>a=1|loc=4|lfw=0,2,1,1.0,6.666666666666667e-05,1,1,1,6.666666666666667e-05,1,21,20,0.047619047619047616
1,s1:n2:a=2|loc=-1|lfw=1>a=2|loc=-2|lfw=1,2,50,50.0,0.0033333333333333,17,0,17,0.0033333333333333,17,64,47,0.265625
1,s1:n2:a=1|loc=3|lfw=0>a=1|loc=2|lfw=0,2,3,3.0,0.0002,3,0,3,0.0002,3,21,18,0.14285714285714285
1,s1:n2:a=1|loc=2|lfw=0>a=1|loc=1|lfw=1,2,20,20.0,0.0013333333333333,10,0,10,0.0013333333333333,10,28,18,0.35714285714285715
1,s1:n2:a=2|loc=2|lfw=0>a=2|loc=4|lfw=0,2,18,18.0,0.0012,8,0,8,0.0012,8,84,76,0.09523809523809523
