initial_state_id,T_label,selected_R,eta,nominal_expectation,structured_worst_expectation,flat_worst_expectation,structured_probability_sum,flat_probability_sum,structured_runtime_sec,flat_runtime_sec,subtree_only_not_full_R15000
7,ASYMMETRIC_CAPACITY_FRACTION,200,0.001,121.68925965317028,174.08339972951703,174.0833997295287,1.0000000000000007,0.9999999999999998,0.0047496000000002425,8.790000000047371e-05,True
7,ASYMMETRIC_CAPACITY_FRACTION,200,0.01,121.68925965317028,287.3740783403345,287.3740783403382,1.0000000000000018,0.9999999999999999,0.005112500000000075,0.00014130000000012188,True
7,ASYMMETRIC_CAPACITY_FRACTION,200,0.05,121.68925965317028,492.17177707739694,492.17177707739864,0.9999999999999971,0.9999999999999999,0.009875799999999657,0.0001984999999997683,True
7,ASYMMETRIC_CAPACITY_FRACTION,200,0.1,121.68925965317028,645.6306604166382,645.6306604166394,1.000000000000001,1.0,0.015107900000000285,0.0002906000000004738,True
19,ZERO,200,0.0,217786.32408695406,217786.32408695406,217786.32408695412,1.0000000000000007,1.0000000000000004,0.022979100000000585,0.00013599999999946988,True
19,ZERO,200,0.001,217786.32408695406,231877.37896942653,228280.66341613285,1.0000000000000002,1.0,0.030923600000000384,0.0003567999999996019,True
19,ZERO,200,0.01,217786.32408695406,262693.87828802405,250972.33890583587,1.0,0.9999999999999999,0.023199599999999876,0.00015379999999964866,True
19,ZERO,200,0.05,217786.32408695406,319717.26337064756,291992.50912428787,1.0,1.0000000000000002,0.00981270000000034,0.000109600000000043,True
19,ZERO,200,0.1,217786.32408695406,363678.612385417,322729.7173787187,0.9999999999999999,1.0,0.0136813999999994,0.000109600000000043,True
19,HALF_CAPACITY,200,0.0,31951.20238184661,31951.202381846604,31951.20238184662,1.0000000000000007,1.0000000000000004,0.009688499999999323,8.969999999930423e-05,True
19,HALF_CAPACITY,200,0.001,31951.20238184661,35725.66263740476,35177.34301535884,1.0000000000000002,1.0,0.0135525000000003,0.0001820000000005706,True
19,HALF_CAPACITY,200,0.01,31951.20238184661,44021.72416016587,42153.1548357618,1.0000000000000002,1.0,0.01159510000000008,9.90999999999076e-05,True
19,HALF_CAPACITY,200,0.05,31951.20238184661,59504.563887276,54763.461572021355,0.9999999999999991,1.0,0.008149000000000406,0.00012860000000003424,True
19,HALF_CAPACITY,200,0.1,31951.20238184661,71534.64857137657,64212.60871696196,1.0000000000000004,1.0,0.013150399999999784,8.739999999995973e-05,True
19,FULL_CAPACITY,200,0.0,13585.603002906353,13585.603002906351,13585.603002906355,1.0000000000000007,1.0000000000000004,0.005860499999999824,4.220000000021429e-05,True
19,FULL_CAPACITY,200,0.001,13585.603002906353,15701.901726202745,15435.3551756634,1.0000000000000009,1.0000000000000004,0.007003400000000326,0.00011249999999929372,True
19,FULL_CAPACITY,200,0.01,13585.603002906353,20301.0768449978,19435.032975662714,1.0000000000000007,1.0,0.0072190000000000865,7.33999999997792e-05,True
19,FULL_CAPACITY,200,0.05,13585.603002906353,28706.90565401952,26665.326051614087,0.9999999999999992,0.9999999999999999,0.0066182000000001295,9.689999999995536e-05,True
19,FULL_CAPACITY,200,0.1,13585.603002906353,35095.265201201335,32083.12473047275,1.0000000000000009,0.9999999999999998,0.007790699999999262,6.979999999945363e-05,True
19,STEP03YF_PERIOD_R2000,200,0.0,13590.022610324695,13590.022610324699,13590.0226103247,1.0000000000000007,1.0000000000000004,0.00738209999999917,4.120000000007451e-05,True
19,STEP03YF_PERIOD_R2000,200,0.001,13590.022610324695,15706.55124794323,15439.91720982986,0.9999999999999999,0.9999999999999999,0.012983199999999862,0.00018209999999996285,True
19,STEP03YF_PERIOD_R2000,200,0.01,13590.022610324695,20306.24451509505,19439.902976004843,1.0000000000000002,1.0,0.007131300000000174,8.069999999982258e-05,True
19,STEP03YF_PERIOD_R2000,200,0.05,13590.022610324695,28713.093455005535,26670.7527682266,0.9999999999999998,1.0,0.01154929999999954,9.700000000023579e-05,True
19,STEP03YF_PERIOD_R2000,200,0.1,13590.022610324695,35102.298577880436,32088.968605372276,0.999999999999999,0.9999999999999998,0.006992399999999677,8.939999999935111e-05,True
19,ASYMMETRIC_CAPACITY_FRACTION,200,0.0,30783.425049606572,30783.425049606572,30783.42504960658,1.0000000000000007,1.0000000000000004,0.005740799999999879,4.500000000007276e-05,True
19,ASYMMETRIC_CAPACITY_FRACTION,200,0.001,30783.425049606572,34689.51142797095,34142.78406247521,0.9999999999999996,0.9999999999999999,0.012147199999999359,7.96999999996828e-05,True
19,ASYMMETRIC_CAPACITY_FRACTION,200,0.01,30783.425049606572,43267.23124711397,41406.65100848429,1.000000000000001,1.0,0.007947099999999985,9.14999999999111e-05,True
19,ASYMMETRIC_CAPACITY_FRACTION,200,0.05,30783.425049606572,59259.43059096624,54537.68043399711,1.0000000000000002,1.0,0.006886900000000473,7.510000000010564e-05,True
19,ASYMMETRIC_CAPACITY_FRACTION,200,0.1,30783.425049606572,71685.86318325449,64377.015178285736,0.9999999999999993,1.0,0.007380300000000339,7.9200000000057e-05,True
