distribution_scope,state_i,state_j,repeat_count,sample_count_per_state,median_energy_distance,minimum_energy_distance,maximum_energy_distance,IQR_energy_distance,seed_rule
tail95,17,8,10,750,2.97012713068357,2.97012713068357,2.97012713068357,0,20260300 + repeat*100 + state
bulk,17,9,10,1000,1.50787499404882,1.35106653597443,1.8503601338662,0.131865887164568,20260300 + repeat*100 + state
tail95,17,9,10,750,2.77757155789059,2.77757155789059,2.77757155789059,0,20260300 + repeat*100 + state
bulk,17,10,10,1000,1.53910214853468,1.47252049646925,1.82350790320613,0.139404067558174,20260300 + repeat*100 + state
tail95,17,10,10,750,2.9078443825932,2.9078443825932,2.9078443825932,0,20260300 + repeat*100 + state
bulk,17,11,10,1000,1.67013200690391,1.54593197160769,1.86662931107819,0.188059626968061,20260300 + repeat*100 + state
tail95,17,11,10,750,3.30785285362404,3.30785285362404,3.30785285362404,0,20260300 + repeat*100 + state
bulk,17,12,10,1000,1.93739772534188,1.8312429392941,2.13923619486605,0.15522436034158,20260300 + repeat*100 + state
tail95,17,12,10,750,3.81359709837657,3.81359709837657,3.81359709837657,0,20260300 + repeat*100 + state
bulk,17,13,10,1000,2.26087983049005,2.05864694223538,2.46533552656678,0.130566296623889,20260300 + repeat*100 + state
tail95,17,13,10,750,4.81083184058399,4.81083184058399,4.81083184058399,0,20260300 + repeat*100 + state
bulk,17,14,10,1000,2.56710998560019,2.33895525763697,2.69993445935666,0.147189914329457,20260300 + repeat*100 + state
tail95,17,14,10,750,5.80374795305687,5.80374795305687,5.80374795305687,0,20260300 + repeat*100 + state
bulk,17,15,10,1000,0.0107193430755084,0.00812096523879458,0.0170831507604987,0.00480637079560431,20260300 + repeat*100 + state
tail95,17,15,10,750,0.05895917245814,0.05895917245814,0.05895917245814,0,20260300 + repeat*100 + state
bulk,17,16,10,1000,0.00940661244910768,0.00454368755532375,0.0556283231772143,0.0107786327119728,20260300 + repeat*100 + state
tail95,17,16,10,750,0.030685170683201,0.030685170683201,0.030685170683201,0,20260300 + repeat*100 + state
bulk,17,17,10,1000,0,0,0,0,20260300 + repeat*100 + state
tail95,17,17,10,750,0,0,0,0,20260300 + repeat*100 + state
bulk,17,18,10,1000,0.0292381422770442,0.00909448882694885,0.0997360943477084,0.0189050502746113,20260300 + repeat*100 + state
tail95,17,18,10,750,0.040635919302253,0.040635919302253,0.040635919302253,0,20260300 + repeat*100 + state
bulk,17,19,10,1000,0.14414130359412,0.0958952581364492,0.216016155686297,0.0332522725765267,20260300 + repeat*100 + state
tail95,17,19,10,750,0.257604089816881,0.257604089816881,0.257604089816881,0,20260300 + repeat*100 + state
bulk,17,20,10,1000,0.443293251001796,0.322862282254927,0.573687120701459,0.0867547363532553,20260300 + repeat*100 + state
tail95,17,20,10,750,0.982683894339863,0.982683894339863,0.982683894339863,0,20260300 + repeat*100 + state
bulk,17,21,10,1000,0.923634573590976,0.72575328785965,0.980446254935178,0.0288889701098916,20260300 + repeat*100 + state
tail95,17,21,10,750,1.68479236074534,1.68479236074534,1.68479236074534,0,20260300 + repeat*100 + state
bulk,17,22,10,1000,1.20670837571285,1.09539771233746,1.32909688276164,0.141526949621508,20260300 + repeat*100 + state
tail95,17,22,10,750,3.47620052692447,3.47620052692447,3.47620052692447,0,20260300 + repeat*100 + state
bulk,17,23,10,1000,1.34317134804243,1.18111150533255,1.49100654873518,0.125602107725171,20260300 + repeat*100 + state
tail95,17,23,10,750,3.37164498888261,3.37164498888261,3.37164498888261,0,20260300 + repeat*100 + state
bulk,17,24,10,1000,1.09707244989295,0.95451059890589,1.21981976645898,0.0854161272766627,20260300 + repeat*100 + state
tail95,17,24,10,750,3.34389382660374,3.34389382660374,3.34389382660374,0,20260300 + repeat*100 + state
bulk,17,25,10,1000,0.818343389395236,0.731791525386519,0.881570081376591,0.0877070190100733,20260300 + repeat*100 + state
tail95,17,25,10,750,2.59622567118043,2.59622567118043,2.59622567118043,0,20260300 + repeat*100 + state
bulk,17,26,10,1000,0.408910786574731,0.341579340375702,0.451448410090426,0.0555901885841703,20260300 + repeat*100 + state
tail95,17,26,10,750,2.15507511798643,2.15507511798643,2.15507511798643,0,20260300 + repeat*100 + state
bulk,17,27,10,1000,0.112982149775882,0.085902841190614,0.147111515991703,0.0419497057585458,20260300 + repeat*100 + state
tail95,17,27,10,750,1.33291996399706,1.33291996399706,1.33291996399706,0,20260300 + repeat*100 + state
bulk,17,28,10,1000,0.0645925811343826,0.0308254117699631,0.0757532488505159,0.0221172465226964,20260300 + repeat*100 + state
tail95,17,28,10,750,0.256893769153325,0.256893769153325,0.256893769153325,0,20260300 + repeat*100 + state
bulk,17,29,10,1000,2.62501444435384,2.30233545138549,2.80101614704237,0.17137949717965,20260300 + repeat*100 + state
tail95,17,29,10,750,10.9531787565046,10.9531787565046,10.9531787565046,0,20260300 + repeat*100 + state
bulk,17,30,10,1000,2.74430299736061,2.54380522704541,2.9211656617831,0.143325864438979,20260300 + repeat*100 + state
tail95,17,30,10,750,11.7113584107482,11.7113584107482,11.7113584107482,0,20260300 + repeat*100 + state
bulk,17,31,10,1000,2.60836050267547,2.51696794285877,2.81123434277553,0.165932360012376,20260300 + repeat*100 + state
tail95,17,31,10,750,11.1041912622157,11.1041912622157,11.1041912622157,0,20260300 + repeat*100 + state
bulk,17,32,10,1000,2.06145921651693,1.89001507580333,2.1496042593481,0.177737505904221,20260300 + repeat*100 + state
tail95,17,32,10,750,9.78289894278777,9.78289894278777,9.78289894278777,0,20260300 + repeat*100 + state
bulk,17,33,10,1000,1.42047464587608,1.28322256600585,1.49098835616308,0.122367670583671,20260300 + repeat*100 + state
tail95,17,33,10,750,7.59669775234649,7.59669775234649,7.59669775234649,0,20260300 + repeat*100 + state
bulk,17,34,10,1000,0.656198068208145,0.604843536773796,0.722393927031163,0.0395344031970495,20260300 + repeat*100 + state
tail95,17,34,10,750,5.38845171397783,5.38845171397783,5.38845171397783,0,20260300 + repeat*100 + state
bulk,17,35,10,1000,0.240814892008814,0.187267236125336,0.299490603093145,0.0514319685900466,20260300 + repeat*100 + state
tail95,17,35,10,750,3.57810806657377,3.57810806657377,3.57810806657377,0,20260300 + repeat*100 + state
bulk,18,1,10,1000,2.73371939134261,2.41953071499824,2.85680764757126,0.0312175035836031,20260300 + repeat*100 + state
tail95,18,1,10,750,8.04038656485912,8.04038656485912,8.04038656485912,0,20260300 + repeat*100 + state
bulk,18,2,10,1000,2.70174825673005,2.3969252677078,2.83786304611228,0.108712207117518,20260300 + repeat*100 + state
tail95,18,2,10,750,7.95915550401846,7.95915550401846,7.95915550401846,0,20260300 + repeat*100 + state
bulk,18,3,10,1000,2.68992194285706,2.44405786021559,2.8385022565893,0.123846253360401,20260300 + repeat*100 + state
tail95,18,3,10,750,8.30375743817326,8.30375743817326,8.30375743817326,0,20260300 + repeat*100 + state
bulk,18,4,10,1000,2.73733119990003,2.40556313811393,2.81503041925499,0.0923557969380626,20260300 + repeat*100 + state
tail95,18,4,10,750,8.23636626753382,8.23636626753382,8.23636626753382,0,20260300 + repeat*100 + state
bulk,18,5,10,1000,2.76747305964132,2.47762141929503,2.86319208409988,0.0769237858300391,20260300 + repeat*100 + state
tail95,18,5,10,750,9.07727083302211,9.07727083302211,9.07727083302211,0,20260300 + repeat*100 + state
bulk,18,6,10,1000,2.77077472508956,2.47746834755809,2.91187531085893,0.117878294430433,20260300 + repeat*100 + state
tail95,18,6,10,750,9.49354061094946,9.49354061094946,9.49354061094946,0,20260300 + repeat*100 + state
bulk,18,7,10,1000,2.79064111538635,2.49322794804612,2.94355523045494,0.130436383060719,20260300 + repeat*100 + state
tail95,18,7,10,750,9.97947324513229,9.97947324513229,9.97947324513229,0,20260300 + repeat*100 + state
bulk,18,8,10,1000,1.16263776700152,0.982013309625821,1.43581744369475,0.208529767541718,20260300 + repeat*100 + state
tail95,18,8,10,750,2.71394376206091,2.71394376206091,2.71394376206091,0,20260300 + repeat*100 + state
bulk,18,9,10,1000,1.18898723309458,1.04812914871525,1.28083251203133,0.051510913212218,20260300 + repeat*100 + state
tail95,18,9,10,750,2.51119413661949,2.51119413661949,2.51119413661949,0,20260300 + repeat*100 + state
bulk,18,10,10,1000,1.24046724803041,1.01123713039672,1.49070108020035,0.155397017854056,20260300 + repeat*100 + state
tail95,18,10,10,750,2.63183308839263,2.63183308839263,2.63183308839263,0,20260300 + repeat*100 + state
bulk,18,11,10,1000,1.37588766207019,1.07344663464544,1.55490203972078,0.139393712268043,20260300 + repeat*100 + state
tail95,18,11,10,750,3.01260547276688,3.01260547276688,3.01260547276688,0,20260300 + repeat*100 + state
bulk,18,12,10,1000,1.60151630761362,1.23039073797509,1.72110432030151,0.130683382957218,20260300 + repeat*100 + state
tail95,18,12,10,750,3.47493964523199,3.47493964523199,3.47493964523199,0,20260300 + repeat*100 + state
bulk,18,13,10,1000,1.86429214101776,1.6060928134144,2.16843884520532,0.0898515189918188,20260300 + repeat*100 + state
tail95,18,13,10,750,4.41476152924477,4.41476152924477,4.41476152924477,0,20260300 + repeat*100 + state
bulk,18,14,10,1000,2.17188210060678,1.82166984028477,2.20197764152354,0.115195430591899,20260300 + repeat*100 + state
tail95,18,14,10,750,5.34200550488239,5.34200550488239,5.34200550488239,0,20260300 + repeat*100 + state
bulk,18,15,10,1000,0.0483000226903245,0.0310003158804713,0.100071491515415,0.0176931217535182,20260300 + repeat*100 + state
tail95,18,15,10,750,0.158992424115616,0.158992424115616,0.158992424115616,0,20260300 + repeat*100 + state
bulk,18,16,10,1000,0.0591542502615541,0.0320842286677729,0.110591599783768,0.0457894544927516,20260300 + repeat*100 + state
tail95,18,16,10,750,0.113247219057716,0.113247219057716,0.113247219057716,0,20260300 + repeat*100 + state
bulk,18,17,10,1000,0.0292381422770442,0.00909448882694885,0.0997360943477084,0.0189050502746113,20260300 + repeat*100 + state
tail95,18,17,10,750,0.040635919302253,0.040635919302253,0.040635919302253,0,20260300 + repeat*100 + state
bulk,18,18,10,1000,0,0,0,0,20260300 + repeat*100 + state
tail95,18,18,10,750,0,0,0,0,20260300 + repeat*100 + state
bulk,18,19,10,1000,0.0648974375529312,0.0106164457624893,0.100852620935913,0.0214864776424102,20260300 + repeat*100 + state
tail95,18,19,10,750,0.12365721095135,0.12365721095135,0.12365721095135,0,20260300 + repeat*100 + state
bulk,18,20,10,1000,0.26636662734392,0.182855761207473,0.338960191480354,0.0755563425886943,20260300 + repeat*100 + state
tail95,18,20,10,750,0.707928169581864,0.707928169581864,0.707928169581864,0,20260300 + repeat*100 + state
bulk,18,21,10,1000,0.653374875949735,0.469755234544386,0.738824111757161,0.0762333902643691,20260300 + repeat*100 + state
tail95,18,21,10,750,1.38312335642587,1.38312335642587,1.38312335642587,0,20260300 + repeat*100 + state
bulk,18,22,10,1000,1.53586721921396,1.40710205017767,1.69643544709886,0.139544380986673,20260300 + repeat*100 + state
tail95,18,22,10,750,3.24957096237815,3.24957096237815,3.24957096237815,0,20260300 + repeat*100 + state
bulk,18,23,10,1000,1.68116877012062,1.50107193673881,1.848784599228,0.126987327873152,20260300 + repeat*100 + state
tail95,18,23,10,750,3.13876075331473,3.13876075331473,3.13876075331473,0,20260300 + repeat*100 + state
bulk,18,24,10,1000,1.39001687003177,1.23940389725495,1.53443652441375,0.121885123128258,20260300 + repeat*100 + state
tail95,18,24,10,750,3.11707091830724,3.11707091830724,3.11707091830724,0,20260300 + repeat*100 + state
bulk,18,25,10,1000,1.07382330593702,0.991935818735231,1.23282735062514,0.0889275342416826,20260300 + repeat*100 + state
tail95,18,25,10,750,2.38445124978781,2.38445124978781,2.38445124978781,0,20260300 + repeat*100 + state
bulk,18,26,10,1000,0.592122937159437,0.485380794390462,0.698054412943026,0.128985489148537,20260300 + repeat*100 + state
tail95,18,26,10,750,1.91981211413619,1.91981211413619,1.91981211413619,0,20260300 + repeat*100 + state
bulk,18,27,10,1000,0.200782519149972,0.146959743561244,0.239009067934136,0.0523491834733663,20260300 + repeat*100 + state
tail95,18,27,10,750,1.11831086465198,1.11831086465198,1.11831086465198,0,20260300 + repeat*100 + state
bulk,18,28,10,1000,0.0260932912725491,0.0157603364781496,0.0372314977301569,0.00895919774650555,20260300 + repeat*100 + state
tail95,18,28,10,750,0.177972315020094,0.177972315020094,0.177972315020094,0,20260300 + repeat*100 + state
bulk,18,29,10,1000,2.99690698961971,2.80890120276183,3.13888657501363,0.0951576248204566,20260300 + repeat*100 + state
tail95,18,29,10,750,10.7099132350691,10.7099132350691,10.7099132350691,0,20260300 + repeat*100 + state
bulk,18,30,10,1000,3.10607318956324,2.95055812090429,3.40187602089443,0.0749944379169705,20260300 + repeat*100 + state
tail95,18,30,10,750,11.4682643350828,11.4682643350828,11.4682643350828,0,20260300 + repeat*100 + state
bulk,18,31,10,1000,3.06388264396772,2.84514432197102,3.17873863997017,0.101535907478377,20260300 + repeat*100 + state
tail95,18,31,10,750,10.8549980383662,10.8549980383662,10.8549980383662,0,20260300 + repeat*100 + state
bulk,18,32,10,1000,2.32946018265219,2.20951441790985,2.61397250901326,0.166532646274452,20260300 + repeat*100 + state
tail95,18,32,10,750,9.53061013050223,9.53061013050223,9.53061013050223,0,20260300 + repeat*100 + state
bulk,18,33,10,1000,1.70436528542153,1.53953811809779,1.88275810810087,0.190379549541807,20260300 + repeat*100 + state
tail95,18,33,10,750,7.34673319956782,7.34673319956782,7.34673319956782,0,20260300 + repeat*100 + state
bulk,18,34,10,1000,0.88479769644167,0.766638665282981,1.04993309769218,0.0704746553630318,20260300 + repeat*100 + state
tail95,18,34,10,750,5.14205227855581,5.14205227855581,5.14205227855581,0,20260300 + repeat*100 + state
bulk,18,35,10,1000,0.385982991470986,0.293942877803472,0.443880534899953,0.0729822300763727,20260300 + repeat*100 + state
tail95,18,35,10,750,3.33333781781383,3.33333781781383,3.33333781781383,0,20260300 + repeat*100 + state
bulk,19,1,10,1000,2.02951525499112,1.82028178523777,2.31198379936082,0.140629385095472,20260300 + repeat*100 + state
tail95,19,1,10,750,6.77109441569124,6.77109441569124,6.77109441569124,0,20260300 + repeat*100 + state
bulk,19,2,10,1000,1.98993069395009,1.84220769292602,2.25749828548802,0.0810475409883424,20260300 + repeat*100 + state
tail95,19,2,10,750,6.6908257624692,6.6908257624692,6.6908257624692,0,20260300 + repeat*100 + state
bulk,19,3,10,1000,2.00547300596204,1.75689363034629,2.30529706431405,0.10198012017032,20260300 + repeat*100 + state
tail95,19,3,10,750,7.02889758075978,7.02889758075978,7.02889758075978,0,20260300 + repeat*100 + state
bulk,19,4,10,1000,2.00437269853643,1.81214777690732,2.29953922880387,0.118790076501817,20260300 + repeat*100 + state
tail95,19,4,10,750,6.96248756046678,6.96248756046678,6.96248756046678,0,20260300 + repeat*100 + state
bulk,19,5,10,1000,2.03249159919024,1.79598709199595,2.30876632483575,0.146185173877502,20260300 + repeat*100 + state
tail95,19,5,10,750,7.76653233686554,7.76653233686554,7.76653233686554,0,20260300 + repeat*100 + state
bulk,19,6,10,1000,2.05444402173742,1.83644029404006,2.36748734139232,0.0878874552870017,20260300 + repeat*100 + state
tail95,19,6,10,750,8.17677904159266,8.17677904159266,8.17677904159266,0,20260300 + repeat*100 + state
bulk,19,7,10,1000,2.08321558871709,1.85432704960457,2.38063782336142,0.0748200998451707,20260300 + repeat*100 + state
tail95,19,7,10,750,8.64990271009283,8.64990271009283,8.64990271009283,0,20260300 + repeat*100 + state
bulk,19,8,10,1000,0.807780633214354,0.548835770322368,0.908815721088798,0.11306573472807,20260300 + repeat*100 + state
tail95,19,8,10,750,2.01753683775925,2.01753683775925,2.01753683775925,0,20260300 + repeat*100 + state
bulk,19,9,10,1000,0.75158170471261,0.606567477631512,1.00644373513772,0.118330489648262,20260300 + repeat*100 + state
tail95,19,9,10,750,1.82320855817719,1.82320855817719,1.82320855817719,0,20260300 + repeat*100 + state
bulk,19,10,10,1000,0.790994728323853,0.636953532566322,0.981365512602184,0.105819130775505,20260300 + repeat*100 + state
tail95,19,10,10,750,1.91446389502575,1.91446389502575,1.91446389502575,0,20260300 + repeat*100 + state
bulk,19,11,10,1000,0.906514921590502,0.660982434486336,1.01057907008907,0.113105121319593,20260300 + repeat*100 + state
tail95,19,11,10,750,2.24603306257501,2.24603306257501,2.24603306257501,0,20260300 + repeat*100 + state
bulk,19,12,10,1000,1.07370809222981,0.952391584773866,1.26476153825687,0.0807695548623477,20260300 + repeat*100 + state
tail95,19,12,10,750,2.62292064685753,2.62292064685753,2.62292064685753,0,20260300 + repeat*100 + state
bulk,19,13,10,1000,1.28455948451565,1.13990338682376,1.5117108644392,0.17122497454556,20260300 + repeat*100 + state
tail95,19,13,10,750,3.44871793254039,3.44871793254039,3.44871793254039,0,20260300 + repeat*100 + state
bulk,19,14,10,1000,1.48580267815332,1.37228231227408,1.79670826147596,0.139917578888292,20260300 + repeat*100 + state
tail95,19,14,10,750,4.25765628387221,4.25765628387221,4.25765628387221,0,20260300 + repeat*100 + state
bulk,19,15,10,1000,0.185688033443892,0.108521531425789,0.217824716332932,0.0184169126401368,20260300 + repeat*100 + state
tail95,19,15,10,750,0.417012774107254,0.417012774107254,0.417012774107254,0,20260300 + repeat*100 + state
bulk,19,16,10,1000,0.198470153527943,0.131128216364407,0.347726128497492,0.0651744359445714,20260300 + repeat*100 + state
tail95,19,16,10,750,0.372007757922552,0.372007757922552,0.372007757922552,0,20260300 + repeat*100 + state
bulk,19,17,10,1000,0.14414130359412,0.0958952581364492,0.216016155686297,0.0332522725765267,20260300 + repeat*100 + state
tail95,19,17,10,750,0.257604089816881,0.257604089816881,0.257604089816881,0,20260300 + repeat*100 + state
bulk,19,18,10,1000,0.0648974375529312,0.0106164457624893,0.100852620935913,0.0214864776424102,20260300 + repeat*100 + state
tail95,19,18,10,750,0.12365721095135,0.12365721095135,0.12365721095135,0,20260300 + repeat*100 + state
bulk,19,19,10,1000,0,0,0,0,20260300 + repeat*100 + state
tail95,19,19,10,750,0,0,0,0,20260300 + repeat*100 + state
bulk,19,20,10,1000,0.0871291780786878,0.035923806724401,0.146465525751043,0.0628918408236172,20260300 + repeat*100 + state
tail95,19,20,10,750,0.284023135115429,0.284023135115429,0.284023135115429,0,20260300 + repeat*100 + state
bulk,19,21,10,1000,0.350096768638024,0.25168629712239,0.49424139183475,0.0806563443729748,20260300 + repeat*100 + state
tail95,19,21,10,750,0.789454609668359,0.789454609668359,0.789454609668359,0,20260300 + repeat*100 + state
bulk,19,22,10,1000,2.02448920765037,1.71597731455814,2.37876849013186,0.174956824446608,20260300 + repeat*100 + state
tail95,19,22,10,750,3.54942047588263,3.54942047588263,3.54942047588263,0,20260300 + repeat*100 + state
bulk,19,23,10,1000,2.19649433308339,2.04184471776276,2.41001272525912,0.18848004280055,20260300 + repeat*100 + state
tail95,19,23,10,750,3.42732426081607,3.42732426081607,3.42732426081607,0,20260300 + repeat*100 + state
bulk,19,24,10,1000,1.8993179806741,1.58503273327785,2.1065676550715,0.153436640970009,20260300 + repeat*100 + state
tail95,19,24,10,750,3.40386486432346,3.40386486432346,3.40386486432346,0,20260300 + repeat*100 + state
bulk,19,25,10,1000,1.4855597528209,1.31889278706723,1.68716533583622,0.115066170419481,20260300 + repeat*100 + state
tail95,19,25,10,750,2.63786196489412,2.63786196489412,2.63786196489412,0,20260300 + repeat*100 + state
bulk,19,26,10,1000,0.916025020941682,0.813017279801948,1.13033659309495,0.114887429423545,20260300 + repeat*100 + state
tail95,19,26,10,750,2.1394720107225,2.1394720107225,2.1394720107225,0,20260300 + repeat*100 + state
bulk,19,27,10,1000,0.411106696193513,0.280991486180623,0.540965138659909,0.0737867931900398,20260300 + repeat*100 + state
tail95,19,27,10,750,1.28817006632068,1.28817006632068,1.28817006632068,0,20260300 + repeat*100 + state
bulk,19,28,10,1000,0.0767557391042941,0.0384297726813694,0.127818863379074,0.0250451852521889,20260300 + repeat*100 + state
tail95,19,28,10,750,0.327884110577832,0.327884110577832,0.327884110577832,0,20260300 + repeat*100 + state
bulk,19,29,10,1000,3.61980514622446,3.0992472934958,3.87559091710358,0.117251877352452,20260300 + repeat*100 + state
tail95,19,29,10,750,11.2102834275133,11.2102834275133,11.2102834275133,0,20260300 + repeat*100 + state
bulk,19,30,10,1000,3.71909159217876,3.45577870528498,4.02557972880992,0.0582523847472682,20260300 + repeat*100 + state
tail95,19,30,10,750,11.9779397022984,11.9779397022984,11.9779397022984,0,20260300 + repeat*100 + state
bulk,19,31,10,1000,3.61594968482038,3.30378051270383,3.86557848416099,0.209366816640554,20260300 + repeat*100 + state
tail95,19,31,10,750,11.3593287672946,11.3593287672946,11.3593287672946,0,20260300 + repeat*100 + state
bulk,19,32,10,1000,2.90897198078954,2.73299731375197,3.06260751567556,0.0670620335493015,20260300 + repeat*100 + state
tail95,19,32,10,750,10.0092221130335,10.0092221130335,10.0092221130335,0,20260300 + repeat*100 + state
bulk,19,33,10,1000,2.18714346629754,2.0270615280508,2.44162034024206,0.126193616601482,20260300 + repeat*100 + state
tail95,19,33,10,750,7.78176692249779,7.78176692249779,7.78176692249779,0,20260300 + repeat*100 + state
bulk,19,34,10,1000,1.308783869443,1.09023660175925,1.41554998302105,0.14497668165719,20260300 + repeat*100 + state
tail95,19,34,10,750,5.50892249365974,5.50892249365974,5.50892249365974,0,20260300 + repeat*100 + state
bulk,19,35,10,1000,0.6603348623177,0.544454570068314,0.846911045894185,0.0744484955032656,20260300 + repeat*100 + state
tail95,19,35,10,750,3.60003311238897,3.60003311238897,3.60003311238897,0,20260300 + repeat*100 + state
bulk,20,1,10,1000,1.32479021535601,1.217050077168,1.43776728818617,0.0994827711188471,20260300 + repeat*100 + state
tail95,20,1,10,750,5.31140283477098,5.31140283477098,5.31140283477098,0,20260300 + repeat*100 + state
bulk,20,2,10,1000,1.31074207217383,1.18492233721807,1.47056894481917,0.116022932866631,20260300 + repeat*100 + state
tail95,20,2,10,750,5.22572583619501,5.22572583619501,5.22572583619501,0,20260300 + repeat*100 + state
bulk,20,3,10,1000,1.30611326563558,1.21399702516114,1.49434385786976,0.0830472373099593,20260300 + repeat*100 + state
tail95,20,3,10,750,5.5781505359285,5.5781505359285,5.5781505359285,0,20260300 + repeat*100 + state
bulk,20,4,10,1000,1.30956943109355,1.21805881900737,1.49827851152298,0.117740317692918,20260300 + repeat*100 + state
tail95,20,4,10,750,5.50465968607757,5.50465968607757,5.50465968607757,0,20260300 + repeat*100 + state
bulk,20,5,10,1000,1.33669767905763,1.22181638052766,1.47409281107317,0.0841485807601972,20260300 + repeat*100 + state
tail95,20,5,10,750,6.28371134766311,6.28371134766311,6.28371134766311,0,20260300 + repeat*100 + state
bulk,20,6,10,1000,1.36265064499529,1.23617986690782,1.53872073301219,0.122679766379789,20260300 + repeat*100 + state
tail95,20,6,10,750,6.70471307361099,6.70471307361099,6.70471307361099,0,20260300 + repeat*100 + state
bulk,20,7,10,1000,1.3753896037044,1.22324488982396,1.56098195469315,0.117368645585787,20260300 + repeat*100 + state
tail95,20,7,10,750,7.18261579152026,7.18261579152026,7.18261579152026,0,20260300 + repeat*100 + state
bulk,20,8,10,1000,0.330827012442143,0.279689738572813,0.499622487817031,0.0876655561353006,20260300 + repeat*100 + state
tail95,20,8,10,750,1.16344017527157,1.16344017527157,1.16344017527157,0,20260300 + repeat*100 + state
bulk,20,9,10,1000,0.35216445910914,0.302211011480797,0.454998130494333,0.0435604864416799,20260300 + repeat*100 + state
tail95,20,9,10,750,0.999723706634326,0.999723706634326,0.999723706634326,0,20260300 + repeat*100 + state
bulk,20,10,10,1000,0.393589564173699,0.300693173732922,0.467103622916403,0.0998143214851281,20260300 + repeat*100 + state
tail95,20,10,10,750,1.04985657242236,1.04985657242236,1.04985657242236,0,20260300 + repeat*100 + state
bulk,20,11,10,1000,0.416037296475666,0.365740505820544,0.547615022808327,0.0499809740972327,20260300 + repeat*100 + state
tail95,20,11,10,750,1.27627729708561,1.27627729708561,1.27627729708561,0,20260300 + repeat*100 + state
bulk,20,12,10,1000,0.571648513827907,0.443842939311763,0.719075168996601,0.128259165201606,20260300 + repeat*100 + state
tail95,20,12,10,750,1.52705493560003,1.52705493560003,1.52705493560003,0,20260300 + repeat*100 + state
bulk,20,13,10,1000,0.7355064269268,0.654885231924034,0.862202198350768,0.120470598629564,20260300 + repeat*100 + state
tail95,20,13,10,750,2.14817009575614,2.14817009575614,2.14817009575614,0,20260300 + repeat*100 + state
bulk,20,14,10,1000,0.909306181375287,0.803703721515499,1.02719098413122,0.0898871965138397,20260300 + repeat*100 + state
tail95,20,14,10,750,2.80692305224957,2.80692305224957,2.80692305224957,0,20260300 + repeat*100 + state
bulk,20,15,10,1000,0.488436758226376,0.369821808574174,0.604063800306346,0.130177173611372,20260300 + repeat*100 + state
tail95,20,15,10,750,1.19289911271955,1.19289911271955,1.19289911271955,0,20260300 + repeat*100 + state
bulk,20,16,10,1000,0.510518938881708,0.430444222549652,0.682483462623116,0.126669433296862,20260300 + repeat*100 + state
tail95,20,16,10,750,1.14177618548631,1.14177618548631,1.14177618548631,0,20260300 + repeat*100 + state
bulk,20,17,10,1000,0.443293251001796,0.322862282254927,0.573687120701459,0.0867547363532553,20260300 + repeat*100 + state
tail95,20,17,10,750,0.982683894339863,0.982683894339863,0.982683894339863,0,20260300 + repeat*100 + state
bulk,20,18,10,1000,0.26636662734392,0.182855761207473,0.338960191480354,0.0755563425886943,20260300 + repeat*100 + state
tail95,20,18,10,750,0.707928169581864,0.707928169581864,0.707928169581864,0,20260300 + repeat*100 + state
bulk,20,19,10,1000,0.0871291780786878,0.035923806724401,0.146465525751043,0.0628918408236172,20260300 + repeat*100 + state
tail95,20,19,10,750,0.284023135115429,0.284023135115429,0.284023135115429,0,20260300 + repeat*100 + state
bulk,20,20,10,1000,0,0,0,0,20260300 + repeat*100 + state
tail95,20,20,10,750,0,0,0,0,20260300 + repeat*100 + state
bulk,20,21,10,1000,0.0872016868493519,0.055956424679263,0.118331959291087,0.0391359994695772,20260300 + repeat*100 + state
tail95,20,21,10,750,0.189299840663053,0.189299840663053,0.189299840663053,0,20260300 + repeat*100 + state
bulk,20,22,10,1000,2.82817814549235,2.5235857872688,3.06389665576492,0.299821395255189,20260300 + repeat*100 + state
tail95,20,22,10,750,4.58261382289363,4.58261382289363,4.58261382289363,0,20260300 + repeat*100 + state
bulk,20,23,10,1000,2.97434544248046,2.80068381265854,3.22188151164345,0.159306899230648,20260300 + repeat*100 + state
tail95,20,23,10,750,4.44135037729799,4.44135037729799,4.44135037729799,0,20260300 + repeat*100 + state
bulk,20,24,10,1000,2.61311939817554,2.33294993897482,2.88328822412037,0.211717219809525,20260300 + repeat*100 + state
tail95,20,24,10,750,4.41805475650044,4.41805475650044,4.41805475650044,0,20260300 + repeat*100 + state
bulk,20,25,10,1000,2.20403464393851,2.07665025716014,2.29280758707381,0.122857654051326,20260300 + repeat*100 + state
tail95,20,25,10,750,3.58018596392399,3.58018596392399,3.58018596392399,0,20260300 + repeat*100 + state
bulk,20,26,10,1000,1.52683735787459,1.2949936334769,1.68282178785397,0.12626384144777,20260300 + repeat*100 + state
tail95,20,26,10,750,2.97145446144434,2.97145446144434,2.97145446144434,0,20260300 + repeat*100 + state
bulk,20,27,10,1000,0.805285263824652,0.677636062693749,0.969515026270883,0.0828090032372852,20260300 + repeat*100 + state
tail95,20,27,10,750,1.99312657289496,1.99312657289496,1.99312657289496,0,20260300 + repeat*100 + state
bulk,20,28,10,1000,0.284400512777573,0.212022142189685,0.363127330719433,0.0478905893986075,20260300 + repeat*100 + state
tail95,20,28,10,750,1.01729584973802,1.01729584973802,1.01729584973802,0,20260300 + repeat*100 + state
bulk,20,29,10,1000,4.4410211542206,4.05654124988309,4.82135340737544,0.23584367739296,20260300 + repeat*100 + state
