path_id,base_frozen_tail_group,base_terminal_site_gap_kg,selection_rank,selection_rule
347,NORMAL95,0.0,327,retrospective Base terminal_site_gap rank; ties path_id
348,NORMAL95,0.0,328,retrospective Base terminal_site_gap rank; ties path_id
349,NORMAL95,0.0,329,retrospective Base terminal_site_gap rank; ties path_id
350,NORMAL95,0.0,330,retrospective Base terminal_site_gap rank; ties path_id
351,NORMAL95,0.0,331,retrospective Base terminal_site_gap rank; ties path_id
352,NORMAL95,0.0,332,retrospective Base terminal_site_gap rank; ties path_id
353,NORMAL95,0.0,333,retrospective Base terminal_site_gap rank; ties path_id
354,NORMAL95,0.0,334,retrospective Base terminal_site_gap rank; ties path_id
355,NORMAL95,0.0,335,retrospective Base terminal_site_gap rank; ties path_id
356,NORMAL95,0.0,336,retrospective Base terminal_site_gap rank; ties path_id
357,NORMAL95,0.0,337,retrospective Base terminal_site_gap rank; ties path_id
358,NORMAL95,0.0,338,retrospective Base terminal_site_gap rank; ties path_id
359,NORMAL95,0.0,339,retrospective Base terminal_site_gap rank; ties path_id
360,NORMAL95,0.0,340,retrospective Base terminal_site_gap rank; ties path_id
361,NORMAL95,0.0,341,retrospective Base terminal_site_gap rank; ties path_id
362,NORMAL95,0.0,342,retrospective Base terminal_site_gap rank; ties path_id
363,NORMAL95,0.0,343,retrospective Base terminal_site_gap rank; ties path_id
364,NORMAL95,0.0,344,retrospective Base terminal_site_gap rank; ties path_id
365,NORMAL95,0.0,345,retrospective Base terminal_site_gap rank; ties path_id
366,NORMAL95,0.0,346,retrospective Base terminal_site_gap rank; ties path_id
367,NORMAL95,0.0,347,retrospective Base terminal_site_gap rank; ties path_id
368,NORMAL95,0.0,348,retrospective Base terminal_site_gap rank; ties path_id
369,NORMAL95,0.0,349,retrospective Base terminal_site_gap rank; ties path_id
370,NORMAL95,0.0,350,retrospective Base terminal_site_gap rank; ties path_id
371,NORMAL95,0.0,351,retrospective Base terminal_site_gap rank; ties path_id
372,NORMAL95,0.0,352,retrospective Base terminal_site_gap rank; ties path_id
373,NORMAL95,0.0,353,retrospective Base terminal_site_gap rank; ties path_id
374,NORMAL95,0.0,354,retrospective Base terminal_site_gap rank; ties path_id
375,NORMAL95,0.0,355,retrospective Base terminal_site_gap rank; ties path_id
376,NORMAL95,0.0,356,retrospective Base terminal_site_gap rank; ties path_id
377,NORMAL95,0.0,357,retrospective Base terminal_site_gap rank; ties path_id
378,NORMAL95,0.0,358,retrospective Base terminal_site_gap rank; ties path_id
