arm,transition_group,stage,global_hour,site,path_count,mean_H2_production_kg,mean_P_EL_kW,mean_end_inventory_kg,mean_HTT_in_kg,mean_HTT_out_kg,mean_ordinary_shortage_kg,mean_electrolyzer_capacity_binding,mean_storage_capacity_binding
BASE,LOST_POSITIVE_TARGET,2,10,4,104,1.2374999999999994,63.46153846153846,45.507193333925294,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,11,1,104,2.4749999999999988,126.92307692307692,83.73707979448143,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,11,2,104,1.6500000000000012,84.61538461538461,58.91740156552315,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,11,3,104,0.9900000000000009,50.76923076923077,33.73305348769278,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,11,4,104,1.2374999999999994,63.46153846153846,45.70175921259726,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,12,1,104,2.4749999999999988,126.92307692307692,84.83456115042509,0.48436354957947114,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,12,2,104,1.6500000000000012,84.61538461538461,59.169886037572844,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,12,3,104,0.8550000000000006,43.84615384615385,33.31079154976542,0.0,0.48436354957947114,0.0,0.36538461538461536,0.0
BASE,LOST_POSITIVE_TARGET,2,12,4,104,1.2374999999999994,63.46153846153846,45.70859694943028,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,13,1,104,2.4749999999999988,126.92307692307692,84.9822084083807,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,13,2,104,1.6500000000000012,84.61538461538461,58.356566932072674,0.0,0.7863004719597212,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,13,3,104,0.7425000000000005,38.07692307692308,33.26039316141766,0.0,0.0,0.0,0.3173076923076923,0.0
BASE,LOST_POSITIVE_TARGET,2,13,4,104,1.2374999999999994,63.46153846153846,46.19406959243128,0.7863004719597212,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,14,1,104,2.4749999999999988,126.92307692307692,84.6643851179268,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,14,2,104,1.6500000000000012,84.61538461538461,58.05004519294232,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,14,3,104,0.7425000000000005,38.07692307692308,33.01177017598283,0.0,0.0,0.0,0.3173076923076923,0.0
BASE,LOST_POSITIVE_TARGET,2,14,4,104,1.2374999999999994,63.46153846153846,45.58557619768066,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,15,1,104,2.4749999999999988,126.92307692307692,83.8810912790644,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,15,2,104,1.6500000000000012,84.61538461538461,55.70419850780097,0.0,1.5113746354519837,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,15,3,104,0.9900000000000009,50.76923076923077,32.812422593460994,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,15,4,104,1.2374999999999994,63.46153846153846,46.18079187259026,1.5113746354519837,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,16,1,104,2.4749999999999988,126.92307692307692,82.63232689179274,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,16,2,104,1.6500000000000012,84.61538461538461,52.930859231543685,0.0,1.317749214145527,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,16,3,104,0.9900000000000009,50.76923076923077,32.414850413852356,0.0,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,2,16,4,104,1.2374999999999994,63.46153846153846,46.6501728440798,1.317749214145527,0.0,0.0,0.4230769230769231,0.0
BASE,LOST_POSITIVE_TARGET,3,17,1,104,4.275000000000006,219.23076923076923,88.34031519040735,6.8148951166581355,0.40316222140802965,0.04833732618092808,0.7307692307692307,0.0
BASE,LOST_POSITIVE_TARGET,3,17,2,104,2.8125000000000004,144.23076923076923,47.96559971042454,1.278098048225151,6.314577110672436,0.053750597228858076,0.7211538461538461,0.0
BASE,LOST_POSITIVE_TARGET,3,17,3,104,1.5750000000000017,80.76923076923077,28.774629611474193,0.7099093541503922,4.354581425762617,0.015248045929766153,0.6730769230769231,0.0
BASE,LOST_POSITIVE_TARGET,3,17,4,104,2.137500000000003,109.61538461538461,48.47482631133191,3.5297530342484915,1.2603347954390853,0.025070531762692402,0.7307692307692307,0.0
BASE,LOST_POSITIVE_TARGET,3,18,1,104,4.275000000000006,219.23076923076923,88.33980900896596,0.20536395553069203,0.0,0.043503593562835285,0.7307692307692307,0.0
BASE,LOST_POSITIVE_TARGET,3,18,2,104,2.6250000000000018,134.6153846153846,48.458433687909334,0.0,0.30464571673407204,0.035833731485905386,0.6730769230769231,0.0
BASE,LOST_POSITIVE_TARGET,3,18,3,104,1.4175000000000015,72.6923076923077,27.715009216474908,0.04945984736480221,0.07259785054235722,0.023825071765259616,0.6057692307692307,0.0
BASE,LOST_POSITIVE_TARGET,3,18,4,104,2.137500000000003,109.61538461538461,48.41070778131129,0.12241976438093502,0.0,0.022563478586423175,0.7307692307692307,0.0
BASE,LOST_POSITIVE_TARGET,3,19,1,104,3.7713026715577773,193.40013700296277,90.056838351883,0.9607500891922849,0.0,0.0012257358569834902,0.6442307692307693,0.0
BASE,LOST_POSITIVE_TARGET,3,19,2,104,2.250000000000002,115.38461538461539,48.57562106764476,0.0,0.9144657497437385,0.02388915432393692,0.5769230769230769,0.0
BASE,LOST_POSITIVE_TARGET,3,19,3,104,1.3500000000000014,69.23076923076923,26.3602802689428,0.0,0.49614479489251856,0.021442564588733653,0.5769230769230769,0.0
BASE,LOST_POSITIVE_TARGET,3,19,4,104,2.1093750000000027,108.17307692307692,49.42058437382085,0.44986045544397213,0.0,0.015042319057615385,0.7211538461538461,0.0
BASE,LOST_POSITIVE_TARGET,3,20,1,104,3.49773224360088,179.37088428722453,91.99348276126248,0.3007943594142983,0.0,0.0,0.5673076923076923,0.0
BASE,LOST_POSITIVE_TARGET,3,20,2,104,2.212500000000002,113.46153846153847,49.840957568266504,0.0,0.03340334648772423,0.017916865742952693,0.5673076923076923,0.0
BASE,LOST_POSITIVE_TARGET,3,20,3,104,0.6066549722187977,31.110511395835736,25.360180373727157,0.0,0.13436543234137963,0.01429504305915577,0.009615384615384616,0.0
BASE,LOST_POSITIVE_TARGET,3,20,4,104,2.0531250000000023,105.28846153846153,50.41106847547504,0.13436543234137963,0.267391012926574,0.00902539143456926,0.7019230769230769,0.0
BASE,LOST_POSITIVE_TARGET,3,21,1,104,3.600000000000003,184.6153846153846,94.19707111603564,0.0,0.0,0.0,0.6153846153846154,0.0
BASE,LOST_POSITIVE_TARGET,3,21,2,104,2.228075325356046,114.26027309518174,51.64225734096874,0.18239788260666728,0.0,0.01194457716196846,0.5673076923076923,0.0
BASE,LOST_POSITIVE_TARGET,3,21,3,104,0.29916848460049433,15.341973569256137,24.495358018992306,0.0,0.18239788260666728,0.009530028706103855,0.009615384615384616,0.0
BASE,LOST_POSITIVE_TARGET,3,21,4,104,2.1093750000000027,108.17307692307692,51.823231987154564,0.0,0.0,0.006769043575926942,0.7211538461538461,0.0
BASE,LOST_POSITIVE_TARGET,3,22,1,104,4.275000000000006,219.23076923076923,97.64222746852172,0.09214609260384338,0.0,0.008951356700171866,0.7307692307692307,0.0
BASE,LOST_POSITIVE_TARGET,3,22,2,104,2.6071511820266147,133.70006061674937,53.630300089521306,0.07506994330490183,0.38959165914885835,0.00597228858098423,0.6634615384615384,0.0
BASE,LOST_POSITIVE_TARGET,3,22,3,104,0.646930045407125,33.17589976446789,24.45055942713551,0.06444317268207087,0.16721603590874518,0.0057180172236623176,0.009615384615384616,0.0
BASE,LOST_POSITIVE_TARGET,3,22,4,104,2.137500000000003,109.61538461538461,53.82107281474105,0.3251484864667875,0.0,0.0045126957172846255,0.7307692307692307,0.0
BASE,LOST_POSITIVE_TARGET,3,23,1,104,4.387500000000006,225.0,101.5318816644608,0.0,0.03685093400205625,0.004475678350085933,0.75,0.0
BASE,LOST_POSITIVE_TARGET,3,23,2,104,2.8500000000000005,146.15384615384616,56.17571337189111,0.0,0.0,0.00597228858098423,0.7307692307692307,0.0
BASE,LOST_POSITIVE_TARGET,3,23,3,104,0.9370798248795527,48.05537563484886,25.14477156306973,0.1497694937460918,0.0,0.003812011482441548,0.0,0.0
BASE,LOST_POSITIVE_TARGET,3,23,4,104,2.457131328375435,126.00673478848366,55.90705910621668,0.0,0.11291855974403557,0.00250705317626924,0.8269230769230769,0.0
BASE,LOST_POSITIVE_TARGET,3,24,1,104,5.850000000000012,300.0,108.47747549834419,1.5565887039422306,0.0,0.004475678350085933,1.0,0.0
BASE,LOST_POSITIVE_TARGET,3,24,2,104,3.183169816149932,163.23947775127866,57.6099819717128,0.013606822236654713,1.1533346033044756,0.01194457716196846,0.8076923076923077,0.0
BASE,LOST_POSITIVE_TARGET,3,24,3,104,2.2050000000000027,113.07692307692308,26.750198871086234,0.0,0.40325410063775496,0.0019060057412207691,0.9423076923076923,0.0
BASE,LOST_POSITIVE_TARGET,3,24,4,104,2.925000000000006,150.0,58.56022580682434,0.0,0.013606822236654713,0.00250705317626924,1.0,0.0
BASE,LOST_POSITIVE_TARGET,4,25,1,96,5.6671875000000105,290.625,112.30668531289666,3.1675007269519226,0.7572698964020069,0.058183818551117115,0.96875,0.0
BASE,LOST_POSITIVE_TARGET,4,25,2,96,3.371874999999999,172.91666666666666,59.183704846209274,4.348461707005304,6.63400306774659,0.016174948240165625,0.8645833333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,25,3,96,2.1206250000000026,108.75,22.550493006132157,1.071374021219311,6.60069410904561,0.010324197764945834,0.90625,0.0
BASE,LOST_POSITIVE_TARGET,4,25,4,96,2.864062500000005,146.875,64.83602390660228,5.404630618017664,0.0,0.03259169129150006,0.9791666666666666,0.0
BASE,LOST_POSITIVE_TARGET,4,26,1,96,5.667571614791499,290.6446981944354,117.19150238819743,0.0,0.3463759003572102,0.029091909275558558,0.9479166666666666,0.0
BASE,LOST_POSITIVE_TARGET,4,26,2,96,3.415542537878235,175.15602758349937,62.534698186889784,0.22983486077323592,0.0,0.016174948240165625,0.8645833333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,26,3,96,2.136383696163445,109.55813826479192,24.30694622454556,0.0,0.0,0.016518716423913376,0.90625,0.0
BASE,LOST_POSITIVE_TARGET,4,26,4,96,2.864062500000005,146.875,67.57218976149998,0.11654103958397426,0.0,0.016295845645750064,0.9791666666666666,0.0
BASE,LOST_POSITIVE_TARGET,4,27,1,96,5.72812500000001,293.75,122.42431637953622,0.0670769223427725,0.12600929187075052,0.029091909275558558,0.9791666666666666,0.0
BASE,LOST_POSITIVE_TARGET,4,27,2,96,3.371874999999999,172.91666666666666,65.54511220657598,0.0,0.0670769223427725,0.016174948240165625,0.8645833333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,27,3,96,2.1068285866564245,108.04249162340624,26.06332161563046,0.0,0.16255279624950522,0.010324197764945834,0.8958333333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,27,4,96,2.8781009957339325,147.5949228581501,70.49441516066788,0.28856208812025574,0.0,0.016295845645750064,0.9791666666666666,0.0
BASE,LOST_POSITIVE_TARGET,4,28,1,96,5.850000000000011,300.0,127.4331525891488,0.05101456853592823,0.4557997197898698,0.029091909275558558,1.0,0.0
BASE,LOST_POSITIVE_TARGET,4,28,2,96,3.4124999999999983,175.0,68.39097895092154,0.19392248023909478,0.16531764065541668,0.025879917184264998,0.875,0.0
BASE,LOST_POSITIVE_TARGET,4,28,3,96,2.2157406816043235,113.62772726176003,27.84622484913775,0.0,0.244937048775023,0.010324197764945834,0.9166666666666666,0.0
BASE,LOST_POSITIVE_TARGET,4,28,4,96,2.8736964155304077,147.36904695027707,73.74479125195737,0.6211173604452864,0.0,0.016295845645750064,0.9791666666666666,0.0
BASE,LOST_POSITIVE_TARGET,4,29,1,96,5.423437500000009,278.125,132.05295697986685,0.13793758156531458,0.06881341258048104,0.058183818551117115,0.9270833333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,29,2,96,3.2499999999999996,166.66666666666666,70.31256517888009,0.0,0.13793758156531458,0.051759834368529996,0.8333333333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,29,3,96,2.068800083508534,106.09231197479649,29.72712453332426,0.0,0.0,0.010324197764945834,0.8645833333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,29,4,96,2.7117187500000046,139.0625,76.03644804516533,0.06881341258048104,0.0,0.03259169129150006,0.9270833333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,30,1,96,5.30785992004363,272.19794461762166,134.9120336747068,0.10857867535020332,0.8118473440203302,0.11636763710223437,0.8854166666666666,0.0
BASE,LOST_POSITIVE_TARGET,4,30,2,96,3.193869916112322,163.7882008262729,71.27581352325599,0.7535622884549084,0.07942195542937791,0.12629399585921333,0.8125,0.0
BASE,LOST_POSITIVE_TARGET,4,30,3,96,1.876875000000002,96.25,30.36366333646944,0.039806682918477394,0.9008957440680395,0.017202058468641115,0.8020833333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,30,4,96,2.7117187500000046,139.0625,78.6606334532145,0.9090134364871053,0.018796039692946562,0.065183382583,0.9270833333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,31,1,96,4.9471400062626065,253.69948750064614,135.38008840418175,0.05377373471437866,0.48326524034427293,0.26997291807718377,0.8333333333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,31,2,96,3.1687499999999997,162.5,70.95406569917948,0.2339001650565948,0.055762253454998335,0.12018414009830643,0.8125,0.0
BASE,LOST_POSITIVE_TARGET,4,31,3,96,1.7306250000000019,88.75,31.210474852272046,0.055762253454998335,0.17971478215237688,0.03303743284782671,0.7395833333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,31,4,96,2.5685302912873276,131.71950211729867,79.64872373057939,0.38474007608641253,0.009433953360736156,0.13012210600791482,0.875,0.0
BASE,LOST_POSITIVE_TARGET,4,32,1,96,4.419812602791061,226.65705655338752,134.42703060295403,0.5641023547225449,0.8277496111038495,0.2902352139060703,0.7395833333333334,0.0
BASE,LOST_POSITIVE_TARGET,4,32,2,96,2.803125000000002,143.75,70.3582941572481,0.8045547436650087,1.298689380834529,0.12629399585921333,0.71875,0.0
BASE,LOST_POSITIVE_TARGET,4,32,3,96,1.6979397495695256,87.07383331125762,30.973385847200678,0.5038910563991958,0.9191979000400415,0.06607486569565334,0.71875,0.0
BASE,LOST_POSITIVE_TARGET,4,32,4,96,2.5160069036265917,129.02599505777374,80.86628278179217,1.1730887371916696,0.0,0.13579871371458385,0.8541666666666666,0.0
BASE,LOST_POSITIVE_TARGET,5,33,1,62,5.659745612841375,290.243364761096,128.4589079239256,3.5961656614872832,1.7686246963053527,0.41802258282918775,0.9516129032258065,0.0
BASE,LOST_POSITIVE_TARGET,5,33,2,62,3.2640245856480843,167.38587618708112,66.64531637232855,1.0074545473654495,3.7076350262906086,0.1001803245842516,0.8225806451612904,0.0
BASE,LOST_POSITIVE_TARGET,5,33,3,62,1.9625806451612922,100.64516129032258,28.938661762484223,1.4740227480182626,2.9118359464884147,0.08248700975554162,0.8387096774193549,0.0
BASE,LOST_POSITIVE_TARGET,5,33,4,62,2.304926481137129,118.20135800703227,76.8053110061259,2.311635051448014,0.0011823392346336904,0.16821518085935566,0.7741935483870968,0.0
BASE,LOST_POSITIVE_TARGET,5,34,1,62,5.4393398201388194,278.9405035968624,132.2437339462204,0.34580920064825127,0.0,0.32702974355250747,0.9032258064516129,0.0
BASE,LOST_POSITIVE_TARGET,5,34,2,62,2.9092604092464645,149.19284149981854,68.19852299340288,0.0,0.17392595807799643,0.060108194750550965,0.7258064516129032,0.0
BASE,LOST_POSITIVE_TARGET,5,34,3,62,1.8493548387096792,94.83870967741936,29.318337738469797,0.0,0.17188324257025483,0.06598960780443339,0.7903225806451613,0.0
BASE,LOST_POSITIVE_TARGET,5,34,4,62,2.217338709677419,113.70967741935483,77.86266787439975,0.0,0.0,0.14368581025638996,0.7580645161290323,0.0
BASE,LOST_POSITIVE_TARGET,5,35,1,62,5.2838709677419375,270.96774193548384,136.0842147402267,0.17824915620511614,0.0,0.2402428636949355,0.9032258064516129,0.0
BASE,LOST_POSITIVE_TARGET,5,35,2,62,2.745991907367158,140.8200978137003,68.73143446417659,0.0,1.030952606499224,0.060108194750550965,0.6935483870967742,0.0
BASE,LOST_POSITIVE_TARGET,5,35,3,62,1.825113515364475,93.59556489048582,30.165559490443336,0.0,0.16676950079475805,0.04124350487777076,0.7741935483870968,0.0
BASE,LOST_POSITIVE_TARGET,5,35,4,62,2.1942951598949967,112.52795691769221,80.15125249065716,1.019472951088866,0.0,0.11775062660154838,0.7419354838709677,0.0
BASE,LOST_POSITIVE_TARGET,5,36,1,62,5.18951612903226,266.1290322580645,140.08754578769825,0.43545424838017915,0.0,0.2402428636949355,0.8870967741935484,0.0
BASE,LOST_POSITIVE_TARGET,5,36,2,62,2.569170013792623,131.75230839962163,69.66485767477987,0.0,0.30585299433342417,0.06762171909436984,0.6451612903225806,0.0
BASE,LOST_POSITIVE_TARGET,5,36,3,62,1.736129032258066,89.03225806451613,31.161326133537198,0.014169948134550274,0.0,0.03836605104908908,0.7419354838709677,0.0
BASE,LOST_POSITIVE_TARGET,5,36,4,62,2.08327216953077,106.83447023234721,80.99903693422938,0.0,0.14377120218130532,0.1389457393898271,0.7096774193548387,0.0
BASE,LOST_POSITIVE_TARGET,5,37,1,62,4.914494196711219,252.02534342108814,142.95108663136756,0.0,0.0,0.27639938900273653,0.8225806451612904,0.0
BASE,LOST_POSITIVE_TARGET,5,37,2,62,2.5161290322580663,129.03225806451613,70.27669114569112,0.10231632600374792,0.41328985156661097,0.0836965977565003,0.6451612903225806,0.0
BASE,LOST_POSITIVE_TARGET,5,37,3,62,1.6948180383235767,86.91374555505516,32.41258536012488,0.41328985156661097,0.10231632600374792,0.03836605104908908,0.7096774193548387,0.0
BASE,LOST_POSITIVE_TARGET,5,37,4,62,2.017450697994118,103.45901015354457,81.63524032323879,0.0,0.0,0.15708051997409453,0.6774193548387096,0.0
BASE,LOST_POSITIVE_TARGET,5,38,1,62,4.735546539797042,242.84854050241242,145.20912863931056,0.0,0.0,0.31531875859960223,0.7741935483870968,0.0
BASE,LOST_POSITIVE_TARGET,5,38,2,62,2.4958665449374995,127.99315615064093,70.81415086486687,0.0,0.1281122956075216,0.12622720897615677,0.6129032258064516,0.0
BASE,LOST_POSITIVE_TARGET,5,38,3,62,1.5984124098135448,81.96986716992531,33.19594464392252,0.1281122956075216,0.0,0.04795756381136134,0.6612903225806451,0.0
BASE,LOST_POSITIVE_TARGET,5,38,4,62,1.9695268081781827,101.0013747783684,81.90764417172689,0.0,0.0,0.14887043506052905,0.6612903225806451,0.0
BASE,LOST_POSITIVE_TARGET,5,39,1,62,5.203312288770843,266.8365276292739,147.5660788574735,0.04405988322176403,0.0,0.36787188503286966,0.8870967741935484,0.0
BASE,LOST_POSITIVE_TARGET,5,39,2,62,2.6114117034778155,133.91854889629815,71.14403148792185,0.3982248647867242,0.3155002850212544,0.12021638950110193,0.6612903225806451,0.0
BASE,LOST_POSITIVE_TARGET,5,39,3,62,1.797528502211381,92.1809488313528,33.73489017719853,0.2714404017994903,0.3982248647867242,0.05754907657363355,0.7580645161290323,0.0
BASE,LOST_POSITIVE_TARGET,5,39,4,62,2.1266553863158344,109.05925058029926,82.05432277173776,0.0,0.0,0.1736821742372847,0.7258064516129032,0.0
BASE,LOST_POSITIVE_TARGET,5,40,1,62,5.566935483870971,285.48387096774195,150.05003906640783,0.23666480220853708,0.0,0.40412431012634875,0.9516129032258065,0.0
BASE,LOST_POSITIVE_TARGET,5,40,2,62,3.01935483870968,154.83870967741936,70.73868694040667,0.349078502099521,0.8184583130889383,0.15027048687637742,0.7741935483870968,0.0
BASE,LOST_POSITIVE_TARGET,5,40,3,62,1.9248387096774213,98.70967741935483,33.712652001547404,0.0,0.6266452950557538,0.0671405893359058,0.8225806451612904,0.0
BASE,LOST_POSITIVE_TARGET,5,40,4,62,2.2447140225871123,115.11353961985195,83.24074403636487,0.8593603038366342,0.0,0.16821518085935566,0.7580645161290323,0.0
BASE,LOST_POSITIVE_TARGET,6,41,1,10,5.470954791540171,280.56178418154724,127.50649178861354,3.3026916817031506,0.2379753048483511,0.0,0.9,0.0
BASE,LOST_POSITIVE_TARGET,6,41,2,10,3.8999999999999995,200.0,49.5632147693018,2.064438605059173,1.5916650195621518,0.0,1.0,0.0
BASE,LOST_POSITIVE_TARGET,6,41,3,10,2.34,120.0,30.400623109665656,0.0,2.4824273515883006,0.0,1.0,0.0
BASE,LOST_POSITIVE_TARGET,6,41,4,10,2.3400000000000003,120.0,68.06280433228756,0.196563963846525,1.25162657461004,0.0,0.8,0.0
BASE,LOST_POSITIVE_TARGET,6,42,1,10,5.265000000000001,270.0,128.24711805807866,0.0,0.0,0.0,0.9,0.0
BASE,LOST_POSITIVE_TARGET,6,42,2,10,3.213624654423851,164.8012643294283,50.17616989259864,0.0,0.737315493859888,0.0,0.8,0.0
BASE,LOST_POSITIVE_TARGET,6,42,3,10,2.0663149514361705,105.96486930441901,30.726446091374733,0.737315493859888,0.0,0.0,0.8,0.0
BASE,LOST_POSITIVE_TARGET,6,42,4,10,2.3400000000000003,120.0,68.05620255929955,0.0,0.0,0.0,0.8,0.0
BASE,LOST_POSITIVE_TARGET,6,43,1,10,4.352479603016707,223.20408220598492,129.58334850740545,0.0,0.0,0.0,0.6,0.0
