transition_group,stage,global_hour,site,mean_H2_production_kg_BASE,mean_H2_production_kg_CANDIDATE,mean_HTT_in_kg_BASE,mean_HTT_in_kg_CANDIDATE,mean_HTT_out_kg_BASE,mean_HTT_out_kg_CANDIDATE,mean_P_EL_kW_BASE,mean_P_EL_kW_CANDIDATE,mean_electrolyzer_capacity_binding_BASE,mean_electrolyzer_capacity_binding_CANDIDATE,mean_end_inventory_kg_BASE,mean_end_inventory_kg_CANDIDATE,mean_ordinary_shortage_kg_BASE,mean_ordinary_shortage_kg_CANDIDATE,mean_storage_capacity_binding_BASE,mean_storage_capacity_binding_CANDIDATE,delta_H2_production_kg,delta_P_EL_kW,delta_end_inventory_kg,delta_HTT_in_kg,delta_HTT_out_kg,delta_ordinary_shortage_kg,delta_electrolyzer_capacity_binding,delta_storage_capacity_binding
LOST_POSITIVE_TARGET,2,11,3,0.9900000000000009,0.8550000000000006,0.0,0.0,0.0,0.0,50.76923076923077,43.84615384615385,0.4230769230769231,0.36538461538461536,33.73305348769278,24.526730299842388,0.0,0.0,0.0,0.0,-0.13500000000000023,-6.92307692307692,-9.20632318785039,0.0,0.0,0.0,-0.05769230769230771,0.0
LOST_POSITIVE_TARGET,2,11,4,1.2374999999999994,1.2374999999999994,0.0,0.0,0.0,0.0,63.46153846153846,63.46153846153846,0.4230769230769231,0.4230769230769231,45.70175921259726,42.58122829369049,0.0,0.0,0.0,0.0,0.0,0.0,-3.1205309189067734,0.0,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,12,1,2.4749999999999988,2.4749999999999988,0.48436354957947114,0.0,0.0,0.0,126.92307692307692,126.92307692307692,0.4230769230769231,0.4230769230769231,84.83456115042509,77.83467214304144,0.0,0.0,0.0,0.0,0.0,0.0,-6.9998890073836435,-0.48436354957947114,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,12,2,1.6500000000000012,1.6500000000000012,0.0,0.0,0.0,0.0,84.61538461538461,84.61538461538461,0.4230769230769231,0.4230769230769231,59.169886037572844,46.464139978225305,0.0,0.0,0.0,0.0,0.0,0.0,-12.70574605934754,0.0,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,12,3,0.8550000000000006,0.7425000000000005,0.0,0.0,0.48436354957947114,0.29095030684129425,43.84615384615385,38.07692307692308,0.36538461538461536,0.3173076923076923,33.31079154976542,24.185381604653337,0.0,0.0,0.0,0.0,-0.11250000000000016,-5.7692307692307665,-9.125409945112082,0.0,-0.1934132427381769,0.0,-0.04807692307692307,0.0
LOST_POSITIVE_TARGET,2,12,4,1.2374999999999994,1.2374999999999994,0.0,0.29095030684129425,0.0,0.0,63.46153846153846,63.46153846153846,0.4230769230769231,0.4230769230769231,45.70859694943028,42.87901633736473,0.0,0.0,0.0,0.0,0.0,0.0,-2.8295806120655485,0.29095030684129425,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,13,1,2.4749999999999988,2.4749999999999988,0.0,0.0,0.0,0.0,126.92307692307692,126.92307692307692,0.4230769230769231,0.4230769230769231,84.9822084083807,77.98231940099684,0.0,0.0,0.0,0.0,0.0,0.0,-6.999889007383857,0.0,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,13,2,1.6500000000000012,1.5053017754497067,0.0,0.0,0.7863004719597212,0.0,84.61538461538461,77.19496284357464,0.4230769230769231,0.36538461538461536,58.356566932072674,46.29242312013475,0.0,0.0,0.0,0.0,-0.14469822455029457,-7.42042177180997,-12.064143811937925,0.0,-0.7863004719597212,0.0,-0.05769230769230771,0.0
LOST_POSITIVE_TARGET,2,13,3,0.7425000000000005,0.6750000000000005,0.0,0.0,0.0,0.6116525677528212,38.07692307692308,34.61538461538461,0.3173076923076923,0.28846153846153844,33.26039316141766,23.455830648552574,0.0,0.0,0.0,0.0,-0.0675,-3.461538461538467,-9.804562512865086,0.0,0.6116525677528212,0.0,-0.028846153846153855,0.0
LOST_POSITIVE_TARGET,2,13,4,1.2374999999999994,1.2374999999999994,0.7863004719597212,0.6116525677528212,0.0,0.0,63.46153846153846,63.46153846153846,0.4230769230769231,0.4230769230769231,46.19406959243128,43.189841076158714,0.0,0.0,0.0,0.0,0.0,0.0,-3.004228516272569,-0.17464790420690002,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,14,1,2.4749999999999988,2.4749999999999988,0.0,0.0,0.0,0.0,126.92307692307692,126.92307692307692,0.4230769230769231,0.4230769230769231,84.6643851179268,77.66449611054325,0.0,0.0,0.0,0.0,0.0,0.0,-6.999889007383544,0.0,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,14,2,1.6500000000000012,1.425000000000001,0.0,0.0,0.0,0.0,84.61538461538461,73.07692307692308,0.4230769230769231,0.36538461538461536,58.05004519294232,45.760901381004295,0.0,0.0,0.0,0.0,-0.2250000000000003,-11.538461538461533,-12.289143811938025,0.0,0.0,0.0,-0.05769230769230771,0.0
LOST_POSITIVE_TARGET,2,14,3,0.7425000000000005,0.6075000000000004,0.0,0.0,0.0,0.02784594832901308,38.07692307692308,31.153846153846153,0.3173076923076923,0.25961538461538464,33.01177017598283,23.044361714788792,0.0,0.0,0.0,0.0,-0.13500000000000012,-6.923076923076927,-9.96740846119404,0.0,0.02784594832901308,0.0,-0.057692307692307654,0.0
LOST_POSITIVE_TARGET,2,14,4,1.2374999999999994,1.2374999999999994,0.0,0.02784594832901308,0.0,0.0,63.46153846153846,63.46153846153846,0.4230769230769231,0.4230769230769231,45.58557619768066,42.60919362973718,0.0,0.0,0.0,0.0,0.0,0.0,-2.9763825679434817,0.02784594832901308,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,15,1,2.4749999999999988,2.4749999999999988,0.0,0.0,0.0,0.0,126.92307692307692,126.92307692307692,0.4230769230769231,0.4230769230769231,83.8810912790644,76.8812022716807,0.0,0.0,0.0,0.0,0.0,0.0,-6.9998890073837,0.0,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,15,2,1.6500000000000012,1.6500000000000012,0.0,0.0,1.5113746354519837,0.0,84.61538461538461,84.61538461538461,0.4230769230769231,0.4230769230769231,55.70419850780097,44.92642933131487,0.0,0.0,0.0,0.0,0.0,0.0,-10.777769176486096,0.0,-1.5113746354519837,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,15,3,0.9900000000000009,0.8550000000000006,0.0,0.0,0.0,0.011063965552675385,50.76923076923077,43.84615384615385,0.4230769230769231,0.36538461538461536,32.812422593460994,22.69895016671438,0.0,0.0,0.0,0.0,-0.13500000000000023,-6.92307692307692,-10.113472426746615,0.0,0.011063965552675385,0.0,-0.05769230769230771,0.0
LOST_POSITIVE_TARGET,2,15,4,1.2374999999999994,1.2374999999999994,1.5113746354519837,0.011063965552675385,0.0,0.0,63.46153846153846,63.46153846153846,0.4230769230769231,0.4230769230769231,46.18079187259026,41.70409863474759,0.0,0.0,0.0,0.0,0.0,0.0,-4.4766932378426745,-1.5003106698993083,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,16,1,2.4749999999999988,2.4749999999999988,0.0,0.0,0.0,0.0,126.92307692307692,126.92307692307692,0.4230769230769231,0.4230769230769231,82.63232689179274,75.6324378844091,0.0,0.0,0.0,0.0,0.0,0.0,-6.9998890073836435,0.0,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,16,2,1.6500000000000012,1.6500000000000012,0.0,0.0,1.317749214145527,0.0,84.61538461538461,84.61538461538461,0.4230769230769231,0.4230769230769231,52.930859231543685,43.470839269203005,0.0,0.0,0.0,0.0,0.0,0.0,-9.46001996234068,0.0,-1.317749214145527,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,16,3,0.9900000000000009,0.9900000000000009,0.0,0.0,0.0,0.4145599336619442,50.76923076923077,50.76923076923077,0.4230769230769231,0.4230769230769231,32.414850413852356,21.88681805344368,0.0,0.0,0.0,0.0,0.0,0.0,-10.528032360408677,0.0,0.4145599336619442,0.0,0.0,0.0
LOST_POSITIVE_TARGET,2,16,4,1.2374999999999994,1.2374999999999994,1.317749214145527,0.4145599336619442,0.0,0.0,63.46153846153846,63.46153846153846,0.4230769230769231,0.4230769230769231,46.6501728440798,41.27029032575355,0.0,0.0,0.0,0.0,0.0,0.0,-5.379882518326248,-0.9031892804835827,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,3,17,1,4.275000000000006,4.275000000000006,6.8148951166581355,1.2155394928880199,0.40316222140802965,0.0,219.23076923076923,219.23076923076923,0.7307692307692307,0.7307692307692307,88.34031519040735,76.14423278066174,0.04833732618092808,0.04833732618092808,0.0,0.0,0.0,0.0,-12.196082409745614,-5.599355623770116,-0.40316222140802965,0.0,0.0,0.0
LOST_POSITIVE_TARGET,3,17,2,2.8125000000000004,2.775000000000001,1.278098048225151,0.0,6.314577110672436,1.6088401933516328,144.23076923076923,142.30769230769232,0.7211538461538461,0.7115384615384616,47.96559971042454,41.895718617179675,0.053750597228858076,0.053750597228858076,0.0,0.0,-0.037499999999999645,-1.9230769230769056,-6.069881093244867,-1.278098048225151,-4.705736917320804,0.0,-0.009615384615384581,0.0
LOST_POSITIVE_TARGET,3,17,3,1.5750000000000017,1.5975000000000017,0.7099093541503922,0.3520399215171039,4.354581425762617,3.017414987536225,80.76923076923077,81.92307692307692,0.6730769230769231,0.6826923076923077,28.774629611474193,19.263642302588455,0.015248045929766153,0.030496091859532306,0.0,0.0,0.022499999999999964,1.1538461538461462,-9.510987308885738,-0.35786943263328835,-1.337166438226392,0.015248045929766153,0.009615384615384581,0.0
LOST_POSITIVE_TARGET,3,17,4,2.137500000000003,2.137500000000003,3.5297530342484915,3.186204580731334,1.2603347954390853,0.12752881424860288,109.61538461538461,109.61538461538461,0.7307692307692307,0.7307692307692307,48.47482631133191,43.93434238420428,0.025070531762692402,0.07521159528807721,0.0,0.0,0.0,0.0,-4.540483927127632,-0.34354845351715735,-1.1328059811904825,0.050141063525384805,0.0,0.0
LOST_POSITIVE_TARGET,3,18,1,4.275000000000006,4.275000000000006,0.20536395553069203,0.6846845458258433,0.0,0.0,219.23076923076923,219.23076923076923,0.7307692307692307,0.7307692307692307,88.33980900896596,76.62304718951546,0.043503593562835285,0.043503593562835285,0.0,0.0,0.0,0.0,-11.716761819450497,0.4793205902951512,0.0,0.0,0.0,0.0
LOST_POSITIVE_TARGET,3,18,2,2.6250000000000018,2.700000000000001,0.0,0.0,0.30464571673407204,0.10240506128317114,134.6153846153846,138.46153846153845,0.6730769230769231,0.6923076923076923,48.458433687909334,42.66579325011536,0.035833731485905386,0.035833731485905386,0.0,0.0,0.07499999999999929,3.8461538461538396,-5.7926404377939775,0.0,-0.2022406554509009,0.0,0.019230769230769162,0.0
LOST_POSITIVE_TARGET,3,18,3,1.4175000000000015,1.4175000000000015,0.04945984736480221,0.10240506128317114,0.07259785054235722,0.6846845458258433,72.6923076923077,72.6923076923077,0.6057692307692307,0.6057692307692307,27.715009216474908,17.668705497989276,0.023825071765259616,0.04765014353051923,0.0,0.0,0.0,0.0,-10.046303718485632,0.052945213918368934,0.612086695283486,0.023825071765259616,0.0,0.0
LOST_POSITIVE_TARGET,3,18,4,2.137500000000003,2.1093750000000027,0.12241976438093502,0.0,0.0,0.0,109.61538461538461,108.17307692307692,0.7307692307692307,0.7211538461538461,48.41070778131129,43.764806046975536,0.022563478586423175,0.06769043575926953,0.0,0.0,-0.028125000000000178,-1.4423076923076934,-4.645901734335752,-0.12241976438093502,0.0,0.04512695717284636,-0.009615384615384581,0.0
LOST_POSITIVE_TARGET,3,19,1,3.7713026715577773,3.9375000000000044,0.9607500891922849,0.0,0.0,0.31922183832674034,193.40013700296277,201.92307692307693,0.6442307692307693,0.6730769230769231,90.056838351883,77.2540785932074,0.0012257358569834902,0.029002395708556825,0.0,0.0,0.16619732844222712,8.522939920114169,-12.802759758675606,-0.9607500891922849,0.31922183832674034,0.027776659851573335,0.028846153846153855,0.0
LOST_POSITIVE_TARGET,3,19,2,2.250000000000002,2.1867877016801995,0.0,0.08167317951701808,0.9144657497437385,0.1267401975718948,115.38461538461539,112.14295906052294,0.5769230769230769,0.5480769230769231,48.57562106764476,43.58916706321989,0.02388915432393692,0.02388915432393692,0.0,0.0,-0.06321229831980268,-3.241656324092446,-4.986454004424871,0.08167317951701808,-0.7877255521718437,0.0,-0.028846153846153744,0.0
LOST_POSITIVE_TARGET,3,19,3,1.3500000000000014,1.294250227580955,0.0,0.0,0.49614479489251856,0.21442230758086808,69.23076923076923,66.37180654261303,0.5769230769230769,0.5480769230769231,26.3602802689428,16.561391829938557,0.021442564588733653,0.042885129177467306,0.0,0.0,-0.05574977241904633,-2.858962688156197,-9.798888439004244,0.0,-0.2817224873116505,0.021442564588733653,-0.028846153846153744,0.0
LOST_POSITIVE_TARGET,3,19,4,2.1093750000000027,2.0812500000000025,0.44986045544397213,0.5787111639624851,0.0,0.0,108.17307692307692,106.73076923076923,0.7211538461538461,0.7115384615384616,49.42058437382085,44.905492986118915,0.015042319057615385,0.045126957172846156,0.0,0.0,-0.028125000000000178,-1.4423076923076934,-4.515091387701936,0.128850708518513,0.0,0.030084638115230773,-0.009615384615384581,0.0
LOST_POSITIVE_TARGET,3,20,1,3.49773224360088,3.4231464893517134,0.3007943594142983,0.03923066236492904,0.0,0.0,179.37088428722453,175.54597381290824,0.5673076923076923,0.5673076923076923,91.99348276126248,78.87247626468852,0.0,0.01790271340034375,0.0,0.0,-0.07458575424916658,-3.824910474316283,-13.121006496573969,-0.2615636970493692,0.0,0.01790271340034375,0.0,0.0
LOST_POSITIVE_TARGET,3,20,2,2.212500000000002,2.0900085046030714,0.0,0.0,0.03340334648772423,0.0,113.46153846153847,107.17992331297795,0.5673076923076923,0.5288461538461539,49.840957568266504,44.76541541493229,0.017916865742952693,0.017916865742952693,0.0,0.0,-0.12249149539693072,-6.281615148560519,-5.0755421533342115,0.0,-0.03340334648772423,0.0,-0.038461538461538436,0.0
LOST_POSITIVE_TARGET,3,20,3,0.6066549722187977,0.5989298789901899,0.0,0.0,0.13436543234137963,0.03923066236492904,31.110511395835736,30.714352768727696,0.009615384615384616,0.019230769230769232,25.360180373727157,15.662996654529913,0.01429504305915577,0.02859008611831154,0.0,0.0,-0.0077250932286078156,-0.39615862710803995,-9.697183719197245,0.0,-0.0951347699764506,0.01429504305915577,0.009615384615384616,0.0
LOST_POSITIVE_TARGET,3,20,4,2.0531250000000023,2.0531250000000023,0.13436543234137963,0.0,0.267391012926574,0.0,105.28846153846153,105.28846153846153,0.7019230769230769,0.7019230769230769,50.41106847547504,46.0470534512274,0.00902539143456926,0.027076174303707783,0.0,0.0,0.0,0.0,-4.364015024247642,-0.13436543234137963,-0.267391012926574,0.018050782869138523,0.0,0.0
