decision_stage,history_node_id,current_k,current_a,current_loc,current_lf,node_oos_path_count,future_terminal_state_id,future_outcome_kind,outcome_path_count,outcome_frequency,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,target_top_site,target_ranking
2,t2_k106,106,2,7,2,126,19,terminal_state,1,0.00793650793650794,231.297621603105,121.918688071935,50.0952851168181,139.650041540419,542.961636332278,1,1>4>2>3
2,t2_k106,106,2,7,2,126,21,terminal_state,3,0.0238095238095238,215.20334957964,93.221622471828,24.547901451242,101.525074402858,434.497947905568,1,1>4>2>3
2,t2_k107,107,2,7,3,72,0,no_terminal_event,23,0.319444444444444,0,0,0,0,0,0,zero_target
2,t2_k107,107,2,7,3,72,1,terminal_state,1,0.0138888888888889,63.6167837525965,13.0921331708544,4.909665412351,30.5481142906031,112.166696626405,1,1>4>2>3
2,t2_k107,107,2,7,3,72,2,terminal_state,5,0.0694444444444444,58.9150686076349,27.0027363942657,8.1826619672842,16.3652543612975,110.465721330482,1,1>2>4>3
2,t2_k107,107,2,7,3,72,3,terminal_state,1,0.0138888888888889,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
2,t2_k107,107,2,7,3,72,4,terminal_state,6,0.0833333333333333,33.2760597503793,13.0922205927513,4.90957965375079,16.3652705877819,67.6431305846633,1,1>4>2>3
2,t2_k107,107,2,7,3,72,5,terminal_state,10,0.138888888888889,30.2757519474911,0,0,0,30.2757519474911,1,1>2>3>4
2,t2_k107,107,2,7,3,72,6,terminal_state,8,0.111111111111111,0,0,0.71367875842609,0,0.71367875842609,3,3>1>2>4
2,t2_k107,107,2,7,3,72,7,terminal_state,12,0.166666666666667,0,0,0,0,0,0,zero_target
2,t2_k107,107,2,7,3,72,10,terminal_state,2,0.0277777777777778,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
2,t2_k107,107,2,7,3,72,13,terminal_state,2,0.0277777777777778,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,1,1>2>4>3
2,t2_k107,107,2,7,3,72,14,terminal_state,1,0.0138888888888889,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
2,t2_k107,107,2,7,3,72,20,terminal_state,1,0.0138888888888889,232.932859424932,100.1863762794,36.54780138014,122.192673667446,491.859710751919,1,1>4>2>3
2,t2_k108,108,2,7,4,19,0,no_terminal_event,8,0.421052631578947,0,0,0,0,0,0,zero_target
2,t2_k108,108,2,7,4,19,2,terminal_state,1,0.0526315789473684,58.9150686076349,27.0027363942657,8.1826619672842,16.3652543612975,110.465721330482,1,1>2>4>3
2,t2_k108,108,2,7,4,19,3,terminal_state,1,0.0526315789473684,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
2,t2_k108,108,2,7,4,19,4,terminal_state,1,0.0526315789473684,33.2760597503793,13.0922205927513,4.90957965375079,16.3652705877819,67.6431305846633,1,1>4>2>3
2,t2_k108,108,2,7,4,19,5,terminal_state,3,0.157894736842105,30.2757519474911,0,0,0,30.2757519474911,1,1>2>3>4
2,t2_k108,108,2,7,4,19,7,terminal_state,3,0.157894736842105,0,0,0,0,0,0,zero_target
2,t2_k108,108,2,7,4,19,12,terminal_state,1,0.0526315789473684,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
2,t2_k108,108,2,7,4,19,27,terminal_state,1,0.0526315789473684,271.951288207453,131.468495838033,54.5501038750447,150,607.969887920531,1,1>4>2>3
2,t2_k114,114,3,1,2,46,0,no_terminal_event,4,0.0869565217391304,0,0,0,0,0,0,zero_target
2,t2_k114,114,3,1,2,46,1,terminal_state,1,0.0217391304347826,63.6167837525965,13.0921331708544,4.909665412351,30.5481142906031,112.166696626405,1,1>4>2>3
2,t2_k114,114,3,1,2,46,2,terminal_state,3,0.0652173913043478,58.9150686076349,27.0027363942657,8.1826619672842,16.3652543612975,110.465721330482,1,1>2>4>3
2,t2_k114,114,3,1,2,46,3,terminal_state,4,0.0869565217391304,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
2,t2_k114,114,3,1,2,46,4,terminal_state,1,0.0217391304347826,33.2760597503793,13.0922205927513,4.90957965375079,16.3652705877819,67.6431305846633,1,1>4>2>3
2,t2_k114,114,3,1,2,46,5,terminal_state,1,0.0217391304347826,30.2757519474911,0,0,0,30.2757519474911,1,1>2>3>4
2,t2_k114,114,3,1,2,46,6,terminal_state,4,0.0869565217391304,0,0,0.71367875842609,0,0.71367875842609,3,3>1>2>4
2,t2_k114,114,3,1,2,46,7,terminal_state,3,0.0652173913043478,0,0,0,0,0,0,zero_target
2,t2_k114,114,3,1,2,46,8,terminal_state,1,0.0217391304347826,195.980588261073,97.5192645430117,16.3652728831405,95.4481399001905,405.313265587416,1,1>2>4>3
2,t2_k114,114,3,1,2,46,9,terminal_state,3,0.0652173913043478,181.109015453749,85.6457634485623,28.3643588926193,110.194137130854,405.313274925785,1,1>4>2>3
2,t2_k114,114,3,1,2,46,10,terminal_state,2,0.0434782608695652,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
2,t2_k114,114,3,1,2,46,11,terminal_state,2,0.0434782608695652,202.228721913838,73.7990228568447,24.5479067527522,95.4648007624855,396.04045228592,1,1>4>2>3
2,t2_k114,114,3,1,2,46,12,terminal_state,1,0.0217391304347826,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
2,t2_k114,114,3,1,2,46,14,terminal_state,1,0.0217391304347826,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
2,t2_k114,114,3,1,2,46,15,terminal_state,1,0.0217391304347826,242.490845037318,142.378525477599,51.2780073639153,150,586.147377878832,1,1>4>2>3
2,t2_k114,114,3,1,2,46,17,terminal_state,1,0.0217391304347826,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
2,t2_k114,114,3,1,2,46,20,terminal_state,2,0.0434782608695652,232.932859424932,100.1863762794,36.54780138014,122.192673667446,491.859710751919,1,1>4>2>3
2,t2_k114,114,3,1,2,46,21,terminal_state,3,0.0652173913043478,215.20334957964,93.221622471828,24.547901451242,101.525074402858,434.497947905568,1,1>4>2>3
2,t2_k114,114,3,1,2,46,22,terminal_state,1,0.0217391304347826,264.325715491973,144.555682281606,51.2754324636032,150,610.156830237183,1,1>4>2>3
2,t2_k114,114,3,1,2,46,24,terminal_state,1,0.0217391304347826,278.513576350821,136.906705367182,61.1125785326699,150,626.532860250673,1,1>4>2>3
2,t2_k114,114,3,1,2,46,25,terminal_state,1,0.0217391304347826,276.300390904299,141.809518632341,54.0207737598781,150,622.130683296519,1,1>4>2>3
2,t2_k114,114,3,1,2,46,26,terminal_state,3,0.0652173913043478,271.194922361943,137.134215078136,49.6407679003528,150,607.969905340432,1,1>4>2>3
2,t2_k114,114,3,1,2,46,28,terminal_state,2,0.0434782608695652,266.387722760742,113.46575234314,52.9143765828423,149.154677546133,581.922529232857,1,1>4>2>3
2,t2_k115,115,3,1,3,29,0,no_terminal_event,6,0.206896551724138,0,0,0,0,0,0,zero_target
2,t2_k115,115,3,1,3,29,3,terminal_state,2,0.0689655172413793,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
2,t2_k115,115,3,1,3,29,6,terminal_state,1,0.0344827586206897,0,0,0.71367875842609,0,0.71367875842609,3,3>1>2>4
2,t2_k115,115,3,1,3,29,9,terminal_state,1,0.0344827586206897,181.109015453749,85.6457634485623,28.3643588926193,110.194137130854,405.313274925785,1,1>4>2>3
2,t2_k115,115,3,1,3,29,11,terminal_state,3,0.103448275862069,202.228721913838,73.7990228568447,24.5479067527522,95.4648007624855,396.04045228592,1,1>4>2>3
2,t2_k115,115,3,1,3,29,13,terminal_state,1,0.0344827586206897,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,1,1>2>4>3
2,t2_k115,115,3,1,3,29,14,terminal_state,1,0.0344827586206897,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
2,t2_k115,115,3,1,3,29,15,terminal_state,1,0.0344827586206897,242.490845037318,142.378525477599,51.2780073639153,150,586.147377878832,1,1>4>2>3
2,t2_k115,115,3,1,3,29,16,terminal_state,2,0.0689655172413793,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
2,t2_k115,115,3,1,3,29,17,terminal_state,3,0.103448275862069,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
2,t2_k115,115,3,1,3,29,18,terminal_state,3,0.103448275862069,252.702273520957,124.532268421669,44.7317455611508,150,571.966287503776,1,1>4>2>3
2,t2_k115,115,3,1,3,29,19,terminal_state,1,0.0344827586206897,231.297621603105,121.918688071935,50.0952851168181,139.650041540419,542.961636332278,1,1>4>2>3
2,t2_k115,115,3,1,3,29,25,terminal_state,1,0.0344827586206897,276.300390904299,141.809518632341,54.0207737598781,150,622.130683296519,1,1>4>2>3
2,t2_k115,115,3,1,3,29,26,terminal_state,3,0.103448275862069,271.194922361943,137.134215078136,49.6407679003528,150,607.969905340432,1,1>4>2>3
2,t2_k116,116,3,1,4,7,1,terminal_state,1,0.142857142857143,63.6167837525965,13.0921331708544,4.909665412351,30.5481142906031,112.166696626405,1,1>4>2>3
2,t2_k116,116,3,1,4,7,9,terminal_state,1,0.142857142857143,181.109015453749,85.6457634485623,28.3643588926193,110.194137130854,405.313274925785,1,1>4>2>3
2,t2_k116,116,3,1,4,7,10,terminal_state,1,0.142857142857143,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
2,t2_k116,116,3,1,4,7,12,terminal_state,1,0.142857142857143,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
2,t2_k116,116,3,1,4,7,16,terminal_state,1,0.142857142857143,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
2,t2_k116,116,3,1,4,7,18,terminal_state,1,0.142857142857143,252.702273520957,124.532268421669,44.7317455611508,150,571.966287503776,1,1>4>2>3
2,t2_k116,116,3,1,4,7,28,terminal_state,1,0.142857142857143,266.387722760742,113.46575234314,52.9143765828423,149.154677546133,581.922529232857,1,1>4>2>3
2,t2_k122,122,3,2,2,70,0,no_terminal_event,3,0.0428571428571429,0,0,0,0,0,0,zero_target
2,t2_k122,122,3,2,2,70,2,terminal_state,3,0.0428571428571429,58.9150686076349,27.0027363942657,8.1826619672842,16.3652543612975,110.465721330482,1,1>2>4>3
2,t2_k122,122,3,2,2,70,3,terminal_state,2,0.0285714285714286,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
2,t2_k122,122,3,2,2,70,4,terminal_state,2,0.0285714285714286,33.2760597503793,13.0922205927513,4.90957965375079,16.3652705877819,67.6431305846633,1,1>4>2>3
2,t2_k122,122,3,2,2,70,5,terminal_state,4,0.0571428571428571,30.2757519474911,0,0,0,30.2757519474911,1,1>2>3>4
2,t2_k122,122,3,2,2,70,6,terminal_state,3,0.0428571428571429,0,0,0.71367875842609,0,0.71367875842609,3,3>1>2>4
2,t2_k122,122,3,2,2,70,7,terminal_state,1,0.0142857142857143,0,0,0,0,0,0,zero_target
2,t2_k122,122,3,2,2,70,8,terminal_state,2,0.0285714285714286,195.980588261073,97.5192645430117,16.3652728831405,95.4481399001905,405.313265587416,1,1>2>4>3
2,t2_k122,122,3,2,2,70,9,terminal_state,3,0.0428571428571429,181.109015453749,85.6457634485623,28.3643588926193,110.194137130854,405.313274925785,1,1>4>2>3
2,t2_k122,122,3,2,2,70,10,terminal_state,1,0.0142857142857143,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
2,t2_k122,122,3,2,2,70,11,terminal_state,2,0.0285714285714286,202.228721913838,73.7990228568447,24.5479067527522,95.4648007624855,396.04045228592,1,1>4>2>3
2,t2_k122,122,3,2,2,70,12,terminal_state,2,0.0285714285714286,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
2,t2_k122,122,3,2,2,70,13,terminal_state,1,0.0142857142857143,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,1,1>2>4>3
2,t2_k122,122,3,2,2,70,14,terminal_state,6,0.0857142857142857,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
2,t2_k122,122,3,2,2,70,15,terminal_state,2,0.0285714285714286,242.490845037318,142.378525477599,51.2780073639153,150,586.147377878832,1,1>4>2>3
2,t2_k122,122,3,2,2,70,16,terminal_state,3,0.0428571428571429,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
2,t2_k122,122,3,2,2,70,17,terminal_state,1,0.0142857142857143,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
2,t2_k122,122,3,2,2,70,18,terminal_state,3,0.0428571428571429,252.702273520957,124.532268421669,44.7317455611508,150,571.966287503776,1,1>4>2>3
2,t2_k122,122,3,2,2,70,19,terminal_state,2,0.0285714285714286,231.297621603105,121.918688071935,50.0952851168181,139.650041540419,542.961636332278,1,1>4>2>3
2,t2_k122,122,3,2,2,70,21,terminal_state,6,0.0857142857142857,215.20334957964,93.221622471828,24.547901451242,101.525074402858,434.497947905568,1,1>4>2>3
2,t2_k122,122,3,2,2,70,23,terminal_state,4,0.0571428571428571,277.406850906388,141.287090282329,61.0968533805147,150,629.790794569232,1,1>4>2>3
2,t2_k122,122,3,2,2,70,24,terminal_state,5,0.0714285714285714,278.513576350821,136.906705367182,61.1125785326699,150,626.532860250673,1,1>4>2>3
2,t2_k122,122,3,2,2,70,25,terminal_state,2,0.0285714285714286,276.300390904299,141.809518632341,54.0207737598781,150,622.130683296519,1,1>4>2>3
2,t2_k122,122,3,2,2,70,26,terminal_state,1,0.0142857142857143,271.194922361943,137.134215078136,49.6407679003528,150,607.969905340432,1,1>4>2>3
2,t2_k122,122,3,2,2,70,28,terminal_state,5,0.0714285714285714,266.387722760742,113.46575234314,52.9143765828423,149.154677546133,581.922529232857,1,1>4>2>3
2,t2_k122,122,3,2,2,70,31,terminal_state,1,0.0142857142857143,300,143.241140516995,83.7691237697975,150,677.010264286793,1,1>4>2>3
2,t2_k123,123,3,2,3,43,0,no_terminal_event,7,0.162790697674419,0,0,0,0,0,0,zero_target
2,t2_k123,123,3,2,3,43,1,terminal_state,2,0.0465116279069767,63.6167837525965,13.0921331708544,4.909665412351,30.5481142906031,112.166696626405,1,1>4>2>3
2,t2_k123,123,3,2,3,43,3,terminal_state,3,0.0697674418604651,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
2,t2_k123,123,3,2,3,43,7,terminal_state,1,0.0232558139534884,0,0,0,0,0,0,zero_target
2,t2_k123,123,3,2,3,43,8,terminal_state,2,0.0465116279069767,195.980588261073,97.5192645430117,16.3652728831405,95.4481399001905,405.313265587416,1,1>2>4>3
2,t2_k123,123,3,2,3,43,9,terminal_state,3,0.0697674418604651,181.109015453749,85.6457634485623,28.3643588926193,110.194137130854,405.313274925785,1,1>4>2>3
2,t2_k123,123,3,2,3,43,10,terminal_state,1,0.0232558139534884,207.714537766758,86.042681642297,27.2746757992166,84.2813634386846,405.313258646956,1,1>2>4>3
2,t2_k123,123,3,2,3,43,11,terminal_state,2,0.0465116279069767,202.228721913838,73.7990228568447,24.5479067527522,95.4648007624855,396.04045228592,1,1>4>2>3
2,t2_k123,123,3,2,3,43,12,terminal_state,1,0.0232558139534884,234.531627132872,39.2765472048076,16.3652905806895,92.1910086220283,382.364473540397,1,1>4>2>3
2,t2_k123,123,3,2,3,43,13,terminal_state,3,0.0697674418604651,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,1,1>2>4>3
2,t2_k123,123,3,2,3,43,16,terminal_state,4,0.0930232558139535,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
2,t2_k123,123,3,2,3,43,17,terminal_state,1,0.0232558139534884,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
2,t2_k123,123,3,2,3,43,18,terminal_state,2,0.0465116279069767,252.702273520957,124.532268421669,44.7317455611508,150,571.966287503776,1,1>4>2>3
2,t2_k123,123,3,2,3,43,19,terminal_state,2,0.0465116279069767,231.297621603105,121.918688071935,50.0952851168181,139.650041540419,542.961636332278,1,1>4>2>3
2,t2_k123,123,3,2,3,43,20,terminal_state,2,0.0465116279069767,232.932859424932,100.1863762794,36.54780138014,122.192673667446,491.859710751919,1,1>4>2>3
2,t2_k123,123,3,2,3,43,21,terminal_state,3,0.0697674418604651,215.20334957964,93.221622471828,24.547901451242,101.525074402858,434.497947905568,1,1>4>2>3
2,t2_k123,123,3,2,3,43,22,terminal_state,1,0.0232558139534884,264.325715491973,144.555682281606,51.2754324636032,150,610.156830237183,1,1>4>2>3
2,t2_k123,123,3,2,3,43,24,terminal_state,1,0.0232558139534884,278.513576350821,136.906705367182,61.1125785326699,150,626.532860250673,1,1>4>2>3
2,t2_k123,123,3,2,3,43,26,terminal_state,2,0.0465116279069767,271.194922361943,137.134215078136,49.6407679003528,150,607.969905340432,1,1>4>2>3
2,t2_k124,124,3,2,4,17,0,no_terminal_event,1,0.0588235294117647,0,0,0,0,0,0,zero_target
2,t2_k124,124,3,2,4,17,3,terminal_state,2,0.117647058823529,69.666481390842,9.81885571292145,0,0,79.4853371037635,1,1>2>3>4
2,t2_k124,124,3,2,4,17,5,terminal_state,1,0.0588235294117647,30.2757519474911,0,0,0,30.2757519474911,1,1>2>3>4
2,t2_k124,124,3,2,4,17,6,terminal_state,1,0.0588235294117647,0,0,0.71367875842609,0,0.71367875842609,3,3>1>2>4
2,t2_k124,124,3,2,4,17,8,terminal_state,1,0.0588235294117647,195.980588261073,97.5192645430117,16.3652728831405,95.4481399001905,405.313265587416,1,1>2>4>3
2,t2_k124,124,3,2,4,17,9,terminal_state,2,0.117647058823529,181.109015453749,85.6457634485623,28.3643588926193,110.194137130854,405.313274925785,1,1>4>2>3
2,t2_k124,124,3,2,4,17,11,terminal_state,1,0.0588235294117647,202.228721913838,73.7990228568447,24.5479067527522,95.4648007624855,396.04045228592,1,1>4>2>3
2,t2_k124,124,3,2,4,17,13,terminal_state,1,0.0588235294117647,183.83696804374,85.3716494567399,16.3652799793359,69.5525548649856,355.126452344801,1,1>2>4>3
2,t2_k124,124,3,2,4,17,14,terminal_state,1,0.0588235294117647,204.293031921316,32.7305207407448,9.81917939576067,52.6417371664842,299.484469224306,1,1>4>2>3
2,t2_k124,124,3,2,4,17,16,terminal_state,2,0.117647058823529,245.768350802666,136.921371377604,52.3694238524147,150,585.059146032685,1,1>4>2>3
2,t2_k124,124,3,2,4,17,17,terminal_state,3,0.176470588235294,242.495486475516,141.285253689067,44.7316160596879,150,578.512356224272,1,1>4>2>3
2,t2_k124,124,3,2,4,17,18,terminal_state,1,0.0588235294117647,252.702273520957,124.532268421669,44.7317455611508,150,571.966287503776,1,1>4>2>3
2,t2_k130,130,3,3,2,84,0,no_terminal_event,9,0.107142857142857,0,0,0,0,0,0,zero_target
