dataset_role,initial_state_id,a0,loc0,lfw0,seed_group,base_joint_seed,metric,frozen_value,step3i_value,absolute_difference,passed
nominal,8,3,1,0,1,20260723,C_reachable_q95_km,19.5632658925812,19.5632658925812,1.4210854715202e-14,1
nominal,8,3,1,0,1,20260723,W3_failed_lines_mean,0.940933333333333,0.940933333333333,3.33066907387547e-16,1
nominal,8,3,1,0,1,20260723,W3_failed_lines_q95,6,6,0,1
nominal,8,3,1,0,1,20260723,W3_closed_roads_mean,0.283466666666667,0.283466666666667,3.33066907387547e-16,1
nominal,8,3,1,0,1,20260723,W3_closed_roads_q95,2,2,0,1
nominal,8,3,1,0,1,20260723,D_upper_bound_hit_share,0.00206666666666667,0.00206666666666667,3.46944695195361e-18,1
nominal,9,3,2,0,1,20260723,D_mean_kg,42.6367364009127,42.6367364009127,3.5527136788005e-14,1
nominal,9,3,2,0,1,20260723,D_q95_kg,307.667130349399,307.667130349399,4.54747350886464e-13,1
nominal,9,3,2,0,1,20260723,D_q99_kg,405.313258598587,405.313258598587,5.6843418860808e-14,1
nominal,9,3,2,0,1,20260723,full_loss_probability,0.002,0.002,0,1
nominal,9,3,2,0,1,20260723,A0_pair_share,0.00564545454545455,0.00564545454545455,3.46944695195361e-18,1
nominal,9,3,2,0,1,20260723,reachable_pair_share,0.994354545454545,0.994354545454546,5.55111512312578e-16,1
nominal,9,3,2,0,1,20260723,C_reachable_mean_km,19.1590144076463,19.1590144076463,1.4210854715202e-14,1
nominal,9,3,2,0,1,20260723,C_reachable_q95_km,19.8090984346391,19.8090984346391,1.4210854715202e-14,1
nominal,9,3,2,0,1,20260723,W3_failed_lines_mean,1.01846666666667,1.01846666666667,3.33066907387547e-15,1
nominal,9,3,2,0,1,20260723,W3_failed_lines_q95,7,7,0,1
nominal,9,3,2,0,1,20260723,W3_closed_roads_mean,0.32,0.32,0,1
nominal,9,3,2,0,1,20260723,W3_closed_roads_q95,2,2,0,1
nominal,9,3,2,0,1,20260723,D_upper_bound_hit_share,0.002,0.002,0,1
nominal,10,3,3,0,1,20260723,D_mean_kg,39.6671667166716,39.6671667166716,1.4210854715202e-14,1
nominal,10,3,3,0,1,20260723,D_q95_kg,273.300057278455,273.300057278455,1.70530256582424e-13,1
nominal,10,3,3,0,1,20260723,D_q99_kg,405.313258598587,405.313258598587,5.6843418860808e-14,1
nominal,10,3,3,0,1,20260723,full_loss_probability,0.00213333333333333,0.00213333333333333,3.46944695195361e-18,1
nominal,10,3,3,0,1,20260723,A0_pair_share,0.00529781144781145,0.00529781144781145,8.67361737988404e-19,1
nominal,10,3,3,0,1,20260723,reachable_pair_share,0.994702188552189,0.994702188552189,4.44089209850063e-16,1
nominal,10,3,3,0,1,20260723,C_reachable_mean_km,19.13990029798,19.13990029798,4.9737991503207e-14,1
nominal,10,3,3,0,1,20260723,C_reachable_q95_km,19.5401827585288,19.5401827585288,1.06581410364015e-14,1
nominal,10,3,3,0,1,20260723,W3_failed_lines_mean,0.950666666666667,0.950666666666667,3.33066907387547e-16,1
nominal,10,3,3,0,1,20260723,W3_failed_lines_q95,6,6,0,1
nominal,10,3,3,0,1,20260723,W3_closed_roads_mean,0.297133333333333,0.297133333333333,3.33066907387547e-16,1
nominal,10,3,3,0,1,20260723,W3_closed_roads_q95,2,2,0,1
nominal,10,3,3,0,1,20260723,D_upper_bound_hit_share,0.00213333333333333,0.00213333333333333,3.46944695195361e-18,1
nominal,11,3,4,0,1,20260723,D_mean_kg,35.183481984562,35.183481984562,2.8421709430404e-14,1
nominal,11,3,4,0,1,20260723,D_q95_kg,243.842566074789,243.842566074789,3.12638803734444e-13,1
nominal,11,3,4,0,1,20260723,D_q99_kg,405.313258598587,405.313258598587,5.6843418860808e-14,1
nominal,11,3,4,0,1,20260723,full_loss_probability,0.00153333333333333,0.00153333333333333,3.46944695195361e-18,1
nominal,11,3,4,0,1,20260723,A0_pair_share,0.00475218855218855,0.00475218855218855,2.60208521396521e-18,1
nominal,11,3,4,0,1,20260723,reachable_pair_share,0.995247811447811,0.995247811447812,5.55111512312578e-16,1
nominal,11,3,4,0,1,20260723,C_reachable_mean_km,19.1463284264999,19.1463284264999,4.61852778244065e-14,1
nominal,11,3,4,0,1,20260723,C_reachable_q95_km,19.5973197617514,19.5973197617514,2.8421709430404e-14,1
nominal,11,3,4,0,1,20260723,W3_failed_lines_mean,0.891733333333333,0.891733333333333,3.33066907387547e-16,1
nominal,11,3,4,0,1,20260723,W3_failed_lines_q95,6,6,0,1
nominal,11,3,4,0,1,20260723,W3_closed_roads_mean,0.271666666666667,0.271666666666667,3.33066907387547e-16,1
nominal,11,3,4,0,1,20260723,W3_closed_roads_q95,1,1,0,1
nominal,11,3,4,0,1,20260723,D_upper_bound_hit_share,0.00153333333333333,0.00153333333333333,3.46944695195361e-18,1
nominal,12,3,5,0,1,20260723,D_mean_kg,27.9841802362054,27.9841802362054,7.105427357601e-15,1
nominal,12,3,5,0,1,20260723,D_q95_kg,218.749147642037,218.749147642037,8.5265128291212e-14,1
nominal,12,3,5,0,1,20260723,D_q99_kg,405.313258598587,405.313258598587,5.6843418860808e-14,1
nominal,12,3,5,0,1,20260723,full_loss_probability,0.000533333333333333,0.000533333333333333,3.25260651745651e-19,1
nominal,12,3,5,0,1,20260723,A0_pair_share,0.00468148148148148,0.00468148148148148,2.60208521396521e-18,1
nominal,12,3,5,0,1,20260723,reachable_pair_share,0.995318518518518,0.995318518518519,5.55111512312578e-16,1
nominal,12,3,5,0,1,20260723,C_reachable_mean_km,19.1171418487578,19.1171418487578,2.48689957516035e-14,1
nominal,12,3,5,0,1,20260723,C_reachable_q95_km,19.3112427887064,19.3112427887064,1.06581410364015e-14,1
nominal,12,3,5,0,1,20260723,W3_failed_lines_mean,0.753,0.753,0,1
nominal,12,3,5,0,1,20260723,W3_failed_lines_q95,5,5,0,1
nominal,12,3,5,0,1,20260723,W3_closed_roads_mean,0.238333333333333,0.238333333333333,3.33066907387547e-16,1
nominal,12,3,5,0,1,20260723,W3_closed_roads_q95,1,1,0,1
nominal,12,3,5,0,1,20260723,D_upper_bound_hit_share,0.000533333333333333,0.000533333333333333,3.25260651745651e-19,1
nominal,13,3,6,0,1,20260723,D_mean_kg,19.6142159670512,19.6142159670512,3.5527136788005e-15,1
nominal,13,3,6,0,1,20260723,D_q95_kg,138.28655592832,138.28655592832,5.6843418860808e-14,1
nominal,13,3,6,0,1,20260723,D_q99_kg,384.038403840384,384.038403840384,5.6843418860808e-14,1
nominal,13,3,6,0,1,20260723,full_loss_probability,0.000266666666666667,0.000266666666666667,3.25260651745651e-19,1
nominal,13,3,6,0,1,20260723,A0_pair_share,0.0029476430976431,0.0029476430976431,1.30104260698261e-18,1
nominal,13,3,6,0,1,20260723,reachable_pair_share,0.997052356902357,0.997052356902357,1.11022302462516e-16,1
nominal,13,3,6,0,1,20260723,C_reachable_mean_km,19.0824266189184,19.0824266189184,2.48689957516035e-14,1
nominal,13,3,6,0,1,20260723,C_reachable_q95_km,19.051993219812,19.051993219812,1.77635683940025e-14,1
nominal,13,3,6,0,1,20260723,W3_failed_lines_mean,0.5536,0.5536,0,1
nominal,13,3,6,0,1,20260723,W3_failed_lines_q95,3,3,0,1
nominal,13,3,6,0,1,20260723,W3_closed_roads_mean,0.164266666666667,0.164266666666667,3.33066907387547e-16,1
nominal,13,3,6,0,1,20260723,W3_closed_roads_q95,0,0,0,1
nominal,13,3,6,0,1,20260723,D_upper_bound_hit_share,0.000266666666666667,0.000266666666666667,3.25260651745651e-19,1
nominal,14,3,7,0,1,20260723,D_mean_kg,12.8517033521534,12.8517033521534,3.5527136788005e-14,1
nominal,14,3,7,0,1,20260723,D_q95_kg,87.2814554182691,87.2814554182691,1.4210854715202e-14,1
nominal,14,3,7,0,1,20260723,D_q99_kg,332.215039685787,332.215039685787,2.8421709430404e-13,1
nominal,14,3,7,0,1,20260723,full_loss_probability,0.000133333333333333,0.000133333333333333,3.52365706057789e-19,1
nominal,14,3,7,0,1,20260723,A0_pair_share,0.0023543771043771,0.0023543771043771,4.77048955893622e-18,1
nominal,14,3,7,0,1,20260723,reachable_pair_share,0.997645622895623,0.997645622895623,1.11022302462516e-16,1
nominal,14,3,7,0,1,20260723,C_reachable_mean_km,19.0624610793759,19.0624610793759,2.1316282072803e-14,1
nominal,14,3,7,0,1,20260723,C_reachable_q95_km,19.0160303138813,19.0160303138813,2.1316282072803e-14,1
nominal,14,3,7,0,1,20260723,W3_failed_lines_mean,0.391733333333333,0.391733333333333,3.33066907387547e-16,1
nominal,14,3,7,0,1,20260723,W3_failed_lines_q95,2,2,0,1
nominal,14,3,7,0,1,20260723,W3_closed_roads_mean,0.119333333333333,0.119333333333333,3.33066907387547e-16,1
nominal,14,3,7,0,1,20260723,W3_closed_roads_q95,0,0,0,1
nominal,14,3,7,0,1,20260723,D_upper_bound_hit_share,0.000133333333333333,0.000133333333333333,3.52365706057789e-19,1
nominal,15,4,1,0,1,20260723,D_mean_kg,186.632135940865,186.632135940865,1.4210854715202e-13,1
nominal,15,4,1,0,1,20260723,D_q95_kg,532.689632599624,532.689632599624,4.54747350886464e-13,1
nominal,15,4,1,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,15,4,1,0,1,20260723,full_loss_probability,0.0254666666666667,0.0254666666666667,3.46944695195361e-17,1
nominal,15,4,1,0,1,20260723,A0_pair_share,0.03836531986532,0.03836531986532,6.93889390390723e-18,1
nominal,15,4,1,0,1,20260723,reachable_pair_share,0.96163468013468,0.961634680134683,2.99760216648792e-15,1
nominal,15,4,1,0,1,20260723,C_reachable_mean_km,19.9555888399663,19.9555888399663,2.1316282072803e-14,1
nominal,15,4,1,0,1,20260723,C_reachable_q95_km,23.7199993291973,23.7199993291973,7.105427357601e-15,1
nominal,15,4,1,0,1,20260723,W3_failed_lines_mean,4.84853333333333,4.84853333333333,3.5527136788005e-15,1
nominal,15,4,1,0,1,20260723,W3_failed_lines_q95,16,16,0,1
nominal,15,4,1,0,1,20260723,W3_closed_roads_mean,2.08366666666667,2.08366666666667,3.10862446895044e-15,1
nominal,15,4,1,0,1,20260723,W3_closed_roads_q95,10,10,0,1
nominal,15,4,1,0,1,20260723,D_upper_bound_hit_share,0.0254666666666667,0.0254666666666667,3.46944695195361e-17,1
nominal,16,4,2,0,1,20260723,D_mean_kg,189.477529571137,189.477529571137,2.27373675443232e-13,1
nominal,16,4,2,0,1,20260723,D_q95_kg,532.689632599624,532.689632599624,4.54747350886464e-13,1
nominal,16,4,2,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,16,4,2,0,1,20260723,full_loss_probability,0.0224,0.0224,0,1
nominal,16,4,2,0,1,20260723,A0_pair_share,0.0429473063973065,0.0429473063973065,1.38777878078145e-17,1
nominal,16,4,2,0,1,20260723,reachable_pair_share,0.957052693602694,0.957052693602697,3.44169137633799e-15,1
nominal,16,4,2,0,1,20260723,C_reachable_mean_km,20.0233937489298,20.0233937489298,4.61852778244065e-14,1
nominal,16,4,2,0,1,20260723,C_reachable_q95_km,24.0089209727733,24.0089209727733,2.1316282072803e-14,1
nominal,16,4,2,0,1,20260723,W3_failed_lines_mean,5.0098,5.0098,0,1
nominal,16,4,2,0,1,20260723,W3_failed_lines_q95,17,17,0,1
nominal,16,4,2,0,1,20260723,W3_closed_roads_mean,2.2074,2.2074,0,1
nominal,16,4,2,0,1,20260723,W3_closed_roads_q95,10,10,0,1
nominal,16,4,2,0,1,20260723,D_upper_bound_hit_share,0.0224,0.0224,0,1
nominal,17,4,3,0,1,20260723,D_mean_kg,183.639854894579,183.639854894579,5.6843418860808e-14,1
nominal,17,4,3,0,1,20260723,D_q95_kg,532.144123503259,532.144123503259,2.27373675443232e-13,1
nominal,17,4,3,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,17,4,3,0,1,20260723,full_loss_probability,0.0227333333333333,0.0227333333333333,3.46944695195361e-17,1
nominal,17,4,3,0,1,20260723,A0_pair_share,0.042535521885522,0.042535521885522,1.38777878078145e-17,1
nominal,17,4,3,0,1,20260723,reachable_pair_share,0.957464478114478,0.957464478114481,2.99760216648792e-15,1
nominal,17,4,3,0,1,20260723,C_reachable_mean_km,19.9890786157743,19.9890786157743,3.5527136788005e-14,1
nominal,17,4,3,0,1,20260723,C_reachable_q95_km,23.7910562333766,23.7910562333766,7.105427357601e-15,1
nominal,17,4,3,0,1,20260723,W3_failed_lines_mean,5.0078,5.0078,0,1
nominal,17,4,3,0,1,20260723,W3_failed_lines_q95,17,17,0,1
nominal,17,4,3,0,1,20260723,W3_closed_roads_mean,2.1756,2.1756,0,1
nominal,17,4,3,0,1,20260723,W3_closed_roads_q95,10,10,0,1
nominal,17,4,3,0,1,20260723,D_upper_bound_hit_share,0.0227333333333333,0.0227333333333333,3.46944695195361e-17,1
nominal,18,4,4,0,1,20260723,D_mean_kg,162.475920319304,162.475920319304,1.4210854715202e-13,1
nominal,18,4,4,0,1,20260723,D_q95_kg,497.777050432316,497.777050432316,1.70530256582424e-13,1
nominal,18,4,4,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,18,4,4,0,1,20260723,full_loss_probability,0.0186,0.0186,0,1
nominal,18,4,4,0,1,20260723,A0_pair_share,0.0413971380471381,0.0413971380471381,3.46944695195361e-17,1
nominal,18,4,4,0,1,20260723,reachable_pair_share,0.958602861952862,0.958602861952865,3.21964677141295e-15,1
nominal,18,4,4,0,1,20260723,C_reachable_mean_km,19.9256365711373,19.9256365711373,4.9737991503207e-14,1
nominal,18,4,4,0,1,20260723,C_reachable_q95_km,23.6600676628071,23.6600676628071,4.61852778244065e-14,1
nominal,18,4,4,0,1,20260723,W3_failed_lines_mean,4.58113333333333,4.58113333333333,3.5527136788005e-15,1
nominal,18,4,4,0,1,20260723,W3_failed_lines_q95,16,16,0,1
nominal,18,4,4,0,1,20260723,W3_closed_roads_mean,2.0038,2.0038,0,1
nominal,18,4,4,0,1,20260723,W3_closed_roads_q95,10,10,0,1
nominal,18,4,4,0,1,20260723,D_upper_bound_hit_share,0.0186,0.0186,0,1
nominal,19,4,5,0,1,20260723,D_mean_kg,131.763103583085,131.763103583085,5.6843418860808e-14,1
nominal,19,4,5,0,1,20260723,D_q95_kg,427.951886097701,427.951886097701,3.97903932025656e-13,1
nominal,19,4,5,0,1,20260723,D_q99_kg,607.969887897881,607.969887897881,4.54747350886464e-13,1
nominal,19,4,5,0,1,20260723,full_loss_probability,0.0119333333333333,0.0119333333333333,3.46944695195361e-17,1
nominal,19,4,5,0,1,20260723,A0_pair_share,0.0341329966329967,0.0341329966329967,3.46944695195361e-17,1
nominal,19,4,5,0,1,20260723,reachable_pair_share,0.965867003367003,0.965867003367005,1.77635683940025e-15,1
nominal,19,4,5,0,1,20260723,C_reachable_mean_km,19.752201686627,19.752201686627,2.8421709430404e-14,1
nominal,19,4,5,0,1,20260723,C_reachable_q95_km,23.0951054925913,23.0951054925913,1.06581410364015e-14,1
nominal,19,4,5,0,1,20260723,W3_failed_lines_mean,3.90793333333333,3.90793333333333,3.10862446895044e-15,1
nominal,19,4,5,0,1,20260723,W3_failed_lines_q95,15,15,0,1
nominal,19,4,5,0,1,20260723,W3_closed_roads_mean,1.6728,1.6728,0,1
nominal,19,4,5,0,1,20260723,W3_closed_roads_q95,9,9,0,1
nominal,19,4,5,0,1,20260723,D_upper_bound_hit_share,0.0119333333333333,0.0119333333333333,3.46944695195361e-17,1
nominal,20,4,6,0,1,20260723,D_mean_kg,97.5246615570646,97.5246615570646,2.8421709430404e-14,1
nominal,20,4,6,0,1,20260723,D_q95_kg,405.313258598587,405.313258598587,5.6843418860808e-14,1
nominal,20,4,6,0,1,20260723,D_q99_kg,547.418378201456,547.418378201456,4.54747350886464e-13,1
nominal,20,4,6,0,1,20260723,full_loss_probability,0.00506666666666667,0.00506666666666667,3.46944695195361e-18,1
nominal,20,4,6,0,1,20260723,A0_pair_share,0.0257621212121213,0.0257621212121213,1.38777878078145e-17,1
nominal,20,4,6,0,1,20260723,reachable_pair_share,0.974237878787879,0.97423787878788,1.33226762955019e-15,1
nominal,20,4,6,0,1,20260723,C_reachable_mean_km,19.5762970025282,19.5762970025282,4.9737991503207e-14,1
nominal,20,4,6,0,1,20260723,C_reachable_q95_km,22.5110540372209,22.5110540372209,3.90798504668055e-14,1
nominal,20,4,6,0,1,20260723,W3_failed_lines_mean,3.1036,3.1036,0,1
nominal,20,4,6,0,1,20260723,W3_failed_lines_q95,13,13,0,1
nominal,20,4,6,0,1,20260723,W3_closed_roads_mean,1.2888,1.2888,0,1
nominal,20,4,6,0,1,20260723,W3_closed_roads_q95,7,7,0,1
nominal,20,4,6,0,1,20260723,D_upper_bound_hit_share,0.00506666666666667,0.00506666666666667,3.46944695195361e-18,1
nominal,21,4,7,0,1,20260723,D_mean_kg,67.1123475983962,67.1123475983962,4.2632564145606e-14,1
nominal,21,4,7,0,1,20260723,D_q95_kg,364.945585467638,364.945585467638,3.41060513164848e-13,1
nominal,21,4,7,0,1,20260723,D_q99_kg,463.955486457737,463.955486457737,3.97903932025656e-13,1
nominal,21,4,7,0,1,20260723,full_loss_probability,0.00273333333333333,0.00273333333333333,3.46944695195361e-18,1
nominal,21,4,7,0,1,20260723,A0_pair_share,0.0175031986531987,0.0175031986531987,2.42861286636753e-17,1
nominal,21,4,7,0,1,20260723,reachable_pair_share,0.982496801346801,0.982496801346802,6.66133814775094e-16,1
nominal,21,4,7,0,1,20260723,C_reachable_mean_km,19.3966120880473,19.3966120880473,3.5527136788005e-14,1
nominal,21,4,7,0,1,20260723,C_reachable_q95_km,21.6019108227331,21.6019108227331,3.90798504668055e-14,1
nominal,21,4,7,0,1,20260723,W3_failed_lines_mean,2.2098,2.2098,0,1
nominal,21,4,7,0,1,20260723,W3_failed_lines_q95,11,11,0,1
