path_id,LAST_PHYSICALLY_RECOVERABLE_HOUR,FIRST_PHYSICALLY_UNRECOVERABLE_HOUR,not_proven_unrecoverable_at_16h,not_proven_unrecoverable_at_8h,first_proven_unrecoverable_only_by_4h
1145,NOT_IDENTIFIABLE,-16,False,False,False
1155,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1159,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1165,NOT_IDENTIFIABLE,-16,False,False,False
1192,NOT_IDENTIFIABLE,-8,True,False,False
1278,NOT_IDENTIFIABLE,-8,True,False,False
1313,NOT_IDENTIFIABLE,-16,False,False,False
1320,NOT_IDENTIFIABLE,-16,False,False,False
1349,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1353,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1364,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1389,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1405,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1420,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1432,NOT_IDENTIFIABLE,-8,True,False,False
1445,NOT_IDENTIFIABLE,-8,True,False,False
1455,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1459,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1460,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1507,NOT_IDENTIFIABLE,-8,True,False,False
1511,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1538,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1564,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1580,NOT_IDENTIFIABLE,-4,True,True,True
1608,NOT_IDENTIFIABLE,-4,True,True,True
1616,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1624,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1628,NOT_IDENTIFIABLE,-16,False,False,False
1633,NOT_IDENTIFIABLE,-16,False,False,False
1655,NOT_IDENTIFIABLE,-8,True,False,False
1666,NOT_IDENTIFIABLE,-16,False,False,False
1671,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1674,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1696,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1710,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1719,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1743,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1761,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1772,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1801,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1820,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1827,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1847,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1897,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1954,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
1974,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2000,NOT_IDENTIFIABLE,-16,False,False,False
2018,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2032,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2052,NOT_IDENTIFIABLE,-16,False,False,False
2081,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2092,NOT_IDENTIFIABLE,-8,True,False,False
2103,NOT_IDENTIFIABLE,-16,False,False,False
2106,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2132,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2158,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2165,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2180,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2219,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2224,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2240,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2268,NOT_IDENTIFIABLE,-16,False,False,False
2289,NOT_IDENTIFIABLE,-8,True,False,False
2305,NOT_IDENTIFIABLE,-16,False,False,False
2306,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2316,NOT_IDENTIFIABLE,-16,False,False,False
2317,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2333,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2411,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2414,NOT_IDENTIFIABLE,-8,True,False,False
2419,NOT_IDENTIFIABLE,-8,True,False,False
2420,NOT_IDENTIFIABLE,-16,False,False,False
2422,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2425,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2435,NOT_IDENTIFIABLE,-16,False,False,False
2467,NOT_IDENTIFIABLE,-16,False,False,False
2470,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2478,NOT_IDENTIFIABLE,-8,True,False,False
2490,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2501,NOT_IDENTIFIABLE,-16,False,False,False
2509,NOT_IDENTIFIABLE,-8,True,False,False
2532,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2566,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2623,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2632,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2636,NOT_IDENTIFIABLE,-8,True,False,False
2674,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2676,NOT_IDENTIFIABLE,-8,True,False,False
2699,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2700,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2727,NOT_IDENTIFIABLE,-8,True,False,False
2776,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2783,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2802,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2813,NOT_IDENTIFIABLE,-8,True,False,False
2824,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2825,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2829,NOT_IDENTIFIABLE,-8,True,False,False
2834,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2854,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2864,NOT_IDENTIFIABLE,-8,True,False,False
2876,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2906,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2916,NOT_IDENTIFIABLE,-8,True,False,False
2928,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2937,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
2950,NOT_IDENTIFIABLE,-8,True,False,False
2962,NOT_IDENTIFIABLE,-16,False,False,False
2999,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3005,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3013,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3070,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3102,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3129,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3136,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3160,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3245,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3247,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3269,NOT_IDENTIFIABLE,-8,True,False,False
3272,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3273,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3349,NOT_IDENTIFIABLE,-16,False,False,False
3381,NOT_IDENTIFIABLE,-8,True,False,False
3428,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3442,NOT_IDENTIFIABLE,-8,True,False,False
3447,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3495,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3503,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3507,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3514,NOT_IDENTIFIABLE,-8,True,False,False
3515,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3527,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3545,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3546,NOT_IDENTIFIABLE,-16,False,False,False
3548,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3557,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3596,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3618,NOT_IDENTIFIABLE,-8,True,False,False
3645,NOT_IDENTIFIABLE,-16,False,False,False
3660,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3702,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3724,NOT_IDENTIFIABLE,-16,False,False,False
3758,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3762,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3813,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3909,NOT_IDENTIFIABLE,-16,False,False,False
3911,NOT_IDENTIFIABLE,-8,True,False,False
3951,NOT_IDENTIFIABLE,-8,True,False,False
3959,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3974,NOT_IDENTIFIABLE,-8,True,False,False
3989,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
3997,NOT_IDENTIFIABLE,-8,True,False,False
4005,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4007,NOT_IDENTIFIABLE,-16,False,False,False
4012,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4059,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4070,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4075,NOT_IDENTIFIABLE,-8,True,False,False
4080,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4102,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4106,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4114,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4119,NOT_IDENTIFIABLE,-8,True,False,False
4120,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4183,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4202,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4209,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4235,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4237,NOT_IDENTIFIABLE,-8,True,False,False
4321,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4326,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4329,NOT_IDENTIFIABLE,-8,True,False,False
4395,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4402,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4406,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4408,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4417,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4434,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4448,NOT_IDENTIFIABLE,-8,True,False,False
4473,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4483,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4500,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4516,NOT_IDENTIFIABLE,-8,True,False,False
4569,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4665,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4674,NOT_IDENTIFIABLE,-8,True,False,False
4689,NOT_IDENTIFIABLE,-16,False,False,False
4694,NOT_IDENTIFIABLE,-8,True,False,False
4711,NOT_IDENTIFIABLE,-16,False,False,False
4723,NOT_IDENTIFIABLE,-16,False,False,False
4744,NOT_IDENTIFIABLE,-8,True,False,False
4787,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4789,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4797,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4852,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4863,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4869,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4875,NOT_IDENTIFIABLE,-4,True,True,True
4961,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4962,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
4985,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5008,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5052,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5054,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5055,NOT_IDENTIFIABLE,-4,True,True,True
5091,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5102,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5106,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5138,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5152,NOT_IDENTIFIABLE,-16,False,False,False
5172,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5212,NOT_IDENTIFIABLE,-16,False,False,False
5230,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5235,NOT_IDENTIFIABLE,-8,True,False,False
5247,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5254,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5255,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5265,NOT_IDENTIFIABLE,-16,False,False,False
5273,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5287,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5295,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5299,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5304,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5330,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5334,NOT_IDENTIFIABLE,-8,True,False,False
5353,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5377,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5409,NOT_IDENTIFIABLE,-8,True,False,False
5443,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5444,NOT_IDENTIFIABLE,-8,True,False,False
5445,NOT_IDENTIFIABLE,-8,True,False,False
5557,NOT_IDENTIFIABLE,-8,True,False,False
5592,NOT_IDENTIFIABLE,-16,False,False,False
5593,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5661,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5666,NOT_IDENTIFIABLE,-16,False,False,False
5668,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5685,NOT_IDENTIFIABLE,-16,False,False,False
5692,NOT_IDENTIFIABLE,-8,True,False,False
5702,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5710,NOT_IDENTIFIABLE,-16,False,False,False
5716,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5725,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5744,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5763,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5781,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5807,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5816,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5830,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5831,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5887,NOT_IDENTIFIABLE,-16,False,False,False
5913,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5938,NOT_IDENTIFIABLE,-8,True,False,False
5962,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
5984,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6008,NOT_IDENTIFIABLE,-8,True,False,False
6018,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6055,NOT_IDENTIFIABLE,-8,True,False,False
6065,NOT_IDENTIFIABLE,-16,False,False,False
6098,NOT_IDENTIFIABLE,-16,False,False,False
6105,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6206,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6257,NOT_IDENTIFIABLE,-8,True,False,False
6260,NOT_IDENTIFIABLE,-16,False,False,False
6264,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6266,NOT_IDENTIFIABLE,-16,False,False,False
6287,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6312,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6382,NOT_IDENTIFIABLE,-4,True,True,True
6389,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6413,NOT_IDENTIFIABLE,-16,False,False,False
6434,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6445,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6446,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6471,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6489,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6499,NOT_IDENTIFIABLE,-8,True,False,False
6526,NOT_IDENTIFIABLE,-8,True,False,False
6557,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6663,NOT_IDENTIFIABLE,-16,False,False,False
6689,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6698,NOT_IDENTIFIABLE,-16,False,False,False
6740,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6756,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6816,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6844,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6853,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6913,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6926,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6949,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
6960,NOT_IDENTIFIABLE,-16,False,False,False
6969,NOT_IDENTIFIABLE,-8,True,False,False
6978,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7019,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7091,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7183,NOT_IDENTIFIABLE,-8,True,False,False
7243,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7249,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7268,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7320,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7329,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7392,NOT_IDENTIFIABLE,-4,True,True,True
7445,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7454,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7458,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7463,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7541,NOT_IDENTIFIABLE,-8,True,False,False
7564,NOT_IDENTIFIABLE,-16,False,False,False
7590,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7606,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7612,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7623,NOT_IDENTIFIABLE,-8,True,False,False
7630,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7669,NOT_IDENTIFIABLE,-16,False,False,False
7687,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7697,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7699,NOT_IDENTIFIABLE,-16,False,False,False
7701,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7739,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7767,NOT_IDENTIFIABLE,-8,True,False,False
7786,NOT_IDENTIFIABLE,-16,False,False,False
7789,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7836,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7856,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7862,NOT_IDENTIFIABLE,-16,False,False,False
7986,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
7996,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8006,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8041,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8055,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8061,NOT_IDENTIFIABLE,-8,True,False,False
8085,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8138,NOT_IDENTIFIABLE,-8,True,False,False
8215,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8221,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8238,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8245,NOT_IDENTIFIABLE,-16,False,False,False
8246,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
