tau,bus,v_sq,v_pu,lower_margin_pu,upper_margin_pu,voltage_pass
4,6,0.933549030551444,0.966203410546373,0.0662034105463735,0.133796589453627,1
4,7,0.928983348299772,0.963837822613209,0.0638378226132092,0.136162177386791,1
4,8,0.922632853091444,0.960537793681979,0.0605377936819788,0.139462206318021,1
4,9,0.914464452590681,0.956276347396861,0.0562763473968606,0.143723652603139,1
4,10,0.906918410620475,0.952322639981049,0.0523226399810491,0.147677360018951,1
4,11,0.905799463870215,0.95173497564722,0.0517349756472202,0.14826502435278,1
4,12,0.90385017864781,0.950710354759961,0.0507103547599607,0.149289645240039,1
4,13,0.895922726747771,0.946531947029666,0.0465319470296661,0.153468052970334,1
4,14,0.892986139726452,0.944979438785021,0.0449794387850205,0.15502056121498,1
4,15,0.891158287298385,0.94401180463932,0.0440118046393195,0.155988195360681,1
4,16,0.889388624730371,0.943074029294822,0.043074029294822,0.156925970705178,1
4,17,0.886768358389019,0.941683788959446,0.0416837889594461,0.158316211040554,1
4,18,0.88598354175517,0.941266987498855,0.0412669874988554,0.158733012501145,1
4,19,0.995262186364824,0.997628280656089,0.0976282806560889,0.102371719343911,1
4,20,0.990237540094749,0.995106798336113,0.0951067983361129,0.104893201663887,1
4,21,0.989248285971701,0.994609614859871,0.0946096148598712,0.105390385140129,1
4,22,0.988353458964808,0.994159674783084,0.0941596747830844,0.105840325216916,1
4,23,0.97228241256477,0.986043818785337,0.0860438187853366,0.113956181214663,1
4,24,0.963113026328063,0.981383220932609,0.0813832209326092,0.118616779067391,1
4,25,0.958549888281598,0.979055610413217,0.0790556104132173,0.120944389586783,1
4,26,0.931031415822939,0.964899692104282,0.0648996921042823,0.135100307895718,1
4,27,0.927689854054466,0.963166576483251,0.063166576483251,0.136833423516749,1
4,28,0.912782136651068,0.955396324386413,0.0553963243864132,0.144603675613587,1
4,29,0.902078488666272,0.94977812602011,0.0497781260201101,0.15022187397989,1
4,30,0.897449139446116,0.947337922520848,0.0473379225208481,0.152662077479152,1
4,31,0.892047314754173,0.944482564558062,0.0444825645580618,0.155517435441938,1
4,32,0.890859126752494,0.943853339641543,0.0438533396415428,0.156146660358457,1
4,33,0.890491029729765,0.943658322556298,0.0436583225562975,0.156341677443703,1
5,1,1,1,0.1,0.1,1
5,2,0.996056599434512,0.998026352074188,0.0980263520741882,0.101973647925812,1
5,3,0.977509468126103,0.988690784889848,0.0886907848898475,0.111309215110153,1
5,4,0.967792197642586,0.983764299841474,0.083764299841474,0.116235700158526,1
5,5,0.958208066075366,0.978881027538774,0.0788810275387741,0.121118972461226,1
5,6,0.934408084162399,0.966647859441275,0.0666478594412749,0.133352140558725,1
5,7,0.929901425366026,0.964313966178042,0.0643139661780419,0.135686033821958,1
5,8,0.923633027016258,0.961058284921502,0.0610582849215016,0.138941715078499,1
5,9,0.915570224582825,0.956854338226475,0.0568543382264747,0.143145661773525,1
5,10,0.90812173505853,0.9529542145657,0.0529542145657,0.1470457854343,1
5,11,0.907017253638938,0.952374534329293,0.0523745343292932,0.147625465670707,1
5,12,0.905093168056554,0.951363846305163,0.0513638463051629,0.148636153694837,1
5,13,0.897268199329249,0.94724241845963,0.0472424184596301,0.15275758154037,1
5,14,0.894369575421268,0.945711147984028,0.0457111479840279,0.154288852015972,1
5,15,0.892565352794867,0.94475676911831,0.0447567691183096,0.15524323088169,1
5,16,0.890818567771482,0.943831853547803,0.0438318535478034,0.156168146452197,1
5,17,0.888232175266447,0.942460702239858,0.0424607022398584,0.157539297760142,1
5,18,0.887457504452424,0.942049629506017,0.0420496295060171,0.157950370493983,1
5,19,0.995323435071127,0.997658977342021,0.0976589773420211,0.102341022657979,1
5,20,0.990363745573812,0.995170209348035,0.0951702093480349,0.104829790651965,1
5,21,0.989387280163007,0.994679486147677,0.094679486147677,0.105320513852323,1
5,22,0.988504021149445,0.994235395240707,0.094235395240707,0.105764604759293,1
5,23,0.972640735306647,0.986225499217419,0.0862254992174187,0.113774500782581,1
5,24,0.963589887511474,0.98162614447226,0.0816261444722598,0.11837385552774,1
5,25,0.959085740029761,0.979329229641269,0.0793292296412689,0.120670770358731,1
5,26,0.931923016228041,0.965361598691413,0.065361598691413,0.134638401308587,1
5,27,0.928624652936991,0.963651728030927,0.0636517280309266,0.136348271969074,1
5,28,0.913909657002862,0.955986222182549,0.0559862221825492,0.144013777817451,1
5,29,0.903344381829299,0.950444307589508,0.0504443075895078,0.149555692410492,1
5,30,0.898774879127515,0.94803738276901,0.0480373827690104,0.15196261723099,1
5,31,0.893442887231781,0.94522107849528,0.0452210784952801,0.15477892150472,1
5,32,0.892270059686116,0.944600476225857,0.0446004762258568,0.155399523774143,1
5,33,0.89190672128586,0.944408132793158,0.0444081327931584,0.155591867206842,1
6,1,1,1,0.1,0.1,1
6,2,0.996175083895877,0.998085709694251,0.098085709694251,0.101914290305749,1
6,3,0.978185224623736,0.989032468943126,0.089032468943126,0.110967531056874,1
6,4,0.96875992183157,0.984256024534049,0.0842560245340488,0.115743975465951,1
6,5,0.959463757628441,0.979522208849009,0.0795222088490088,0.120477791150991,1
6,6,0.936378876296972,0.967666717572208,0.0676667175722084,0.132333282427792,1
6,7,0.932007625768458,0.965405420415929,0.0654054204159294,0.134594579584071,1
6,8,0.925927569381359,0.962251302613491,0.0622513026134905,0.13774869738651,1
6,9,0.918107024052563,0.958179014617083,0.0581790146170825,0.141820985382918,1
6,10,0.910882333823982,0.954401557953455,0.0544015579534549,0.145598442046545,1
6,11,0.909811037946643,0.953840153247201,0.0538401532472006,0.146159846752799,1
6,12,0.907944763951001,0.952861356101191,0.0528613561011909,0.147138643898809,1
6,13,0.900354906313594,0.948870331664761,0.048870331664761,0.151129668335239,1
6,14,0.897543375229873,0.947387658368987,0.0473876583689872,0.152612341631013,1
6,15,0.895793362755984,0.946463608785876,0.0464636087858762,0.153536391214124,1
6,16,0.894099062099627,0.945568116054908,0.0455681160549076,0.154431883945092,1
6,17,0.891590381031143,0.944240637248336,0.0442406372483355,0.155759362751665,1
6,18,0.89083898618227,0.943842670248739,0.043842670248739,0.156157329751261,1
6,19,0.995463948383796,0.997729396371479,0.0977293963714793,0.102270603628521,1
6,20,0.990653279035174,0.995315668034606,0.0953156680346062,0.104684331965394,1
6,21,0.989706152763602,0.994839762355527,0.0948397623555274,0.105160237644473,1
6,22,0.988849432385092,0.994409087038675,0.0944090870386752,0.105590912961325,1
6,23,0.973462779044458,0.986642173761318,0.0866421737613178,0.113357826238682,1
6,24,0.964683875427439,0.98218321886878,0.0821832188687804,0.11781678113122,1
6,25,0.960315060757957,0.979956662693793,0.0799566626937932,0.120043337306207,1
6,26,0.933968475374187,0.966420444410292,0.0664204444102922,0.133579555589708,1
6,27,0.930769215583133,0.964763813367362,0.0647638133673615,0.135236186632639,1
6,28,0.916496350327411,0.95733815881715,0.0573381588171502,0.14266184118285,1
6,29,0.906248522219477,0.951970862064316,0.051970862064316,0.148029137935684,1
6,30,0.901816316010235,0.949640098147838,0.0496400981478377,0.150359901852162,1
6,31,0.896644530559998,0.946913158932749,0.0469131589327492,0.153086841067251,1
6,32,0.895506942102453,0.94631228571886,0.04631228571886,0.15368771428114,1
6,33,0.895154520664331,0.946126059605342,0.0461260596053417,0.153873940394658,1
7,1,1,1,0.1,0.1,1
7,2,0.996260149373617,0.998128323099599,0.0981283230995985,0.101871676900402,1
7,3,0.978670381484343,0.989277706958134,0.0892777069581338,0.110722293041866,1
7,4,0.969454695808744,0.98460890500175,0.0846089050017497,0.11539109499825,1
7,5,0.960365276702124,0.979982283871563,0.0799822838715628,0.120017716128437,1
7,6,0.937793799169736,0.968397541906079,0.0683975419060792,0.131602458093921,1
7,7,0.9335197645028,0.966188265558426,0.0661882655584263,0.133811734441574,1
7,8,0.927574927526317,0.963106913860718,0.0631069138607183,0.136893086139282,1
7,9,0.919928309783504,0.959128932825772,0.0591289328257719,0.140871067174228,1
7,10,0.912864295425735,0.955439320640372,0.0554393206403719,0.144560679359628,1
7,11,0.911816824984857,0.954891001625242,0.0548910016252417,0.145108998374758,1
7,12,0.909992056602596,0.953935037936334,0.0539350379363345,0.146064962063666,1
7,13,0.902570996096505,0.950037365631745,0.0500373656317445,0.149962634368256,1
7,14,0.899821992981583,0.948589475474814,0.0485894754748142,0.151410524525186,1
7,15,0.898110900484784,0.947687132172208,0.0476871321722079,0.152312867827792,1
7,16,0.896454280784255,0.946812695724057,0.0468126957240569,0.153187304275943,1
7,17,0.894001392352205,0.945516468577996,0.0455164685779961,0.154483531422004,1
7,18,0.89326670839582,0.945127879387662,0.0451278793876623,0.154872120612338,1
7,19,0.995564829393283,0.997779950386498,0.0977799503864981,0.102220049613502,1
7,20,0.990861148505387,0.995420086448624,0.0954200864486244,0.104579913551376,1
7,21,0.989935086159553,0.994954816139684,0.0949548161396842,0.105045183860316,1
7,22,0.989097419095234,0.99453376971083,0.0945337697108296,0.10546623028917,1
7,23,0.974052962284303,0.986941215212083,0.0869412152120829,0.113058784787917,1
7,24,0.965469299977127,0.982582973583975,0.0825829735839751,0.117417026416025,1
7,25,0.961197646996137,0.980406878288875,0.0804068782888748,0.119593121711125,1
7,26,0.935437005149811,0.96717992387653,0.0671799238765302,0.13282007612347,1
7,27,0.932308896347466,0.965561441000761,0.0655614410007611,0.134438558999239,1
7,28,0.918353457165582,0.958307600494529,0.0583076004945292,0.141692399505471,1
7,29,0.908333538996079,0.9530653382618,0.0530653382617999,0.1469346617382,1
7,30,0.903999904292294,0.950789095589707,0.0507890955897075,0.149210904410293,1
7,31,0.89894313846291,0.948126119491975,0.0481261194919745,0.151873880508026,1
7,32,0.897830849777433,0.947539365819401,0.0475393658194013,0.152460634180599,1
7,33,0.897486266131613,0.947357517588589,0.0473575175885887,0.152642482411411,1
8,1,1,1,0.1,0.1,1
8,2,0.996004952940398,0.998000477424935,0.0980004774249348,0.101999522575065,1
8,3,0.97721491090252,0.988541810396768,0.0885418103967684,0.111458189603232,1
8,4,0.967370373877221,0.983549883776731,0.0835498837767312,0.116450116223269,1
8,5,0.957660719481075,0.978601409911653,0.078601409911653,0.121398590088347,1
8,6,0.933549030551444,0.966203410546373,0.0662034105463735,0.133796589453627,1
8,7,0.928983348299772,0.963837822613209,0.0638378226132092,0.136162177386791,1
8,8,0.922632853091444,0.960537793681979,0.0605377936819788,0.139462206318021,1
8,9,0.914464452590681,0.956276347396861,0.0562763473968606,0.143723652603139,1
8,10,0.906918410620475,0.952322639981049,0.0523226399810491,0.147677360018951,1
8,11,0.905799463870215,0.95173497564722,0.0517349756472202,0.14826502435278,1
8,12,0.90385017864781,0.950710354759961,0.0507103547599607,0.149289645240039,1
8,13,0.895922726747771,0.946531947029666,0.0465319470296661,0.153468052970334,1
8,14,0.892986139726452,0.944979438785021,0.0449794387850205,0.15502056121498,1
8,15,0.891158287298385,0.94401180463932,0.0440118046393195,0.155988195360681,1
8,16,0.889388624730371,0.943074029294822,0.043074029294822,0.156925970705178,1
8,17,0.886768358389019,0.941683788959446,0.0416837889594461,0.158316211040554,1
8,18,0.88598354175517,0.941266987498855,0.0412669874988554,0.158733012501145,1
8,19,0.995262186364824,0.997628280656089,0.0976282806560889,0.102371719343911,1
8,20,0.990237540094749,0.995106798336113,0.0951067983361129,0.104893201663887,1
8,21,0.989248285971701,0.994609614859871,0.0946096148598712,0.105390385140129,1
8,22,0.988353458964808,0.994159674783084,0.0941596747830844,0.105840325216916,1
8,23,0.97228241256477,0.986043818785337,0.0860438187853366,0.113956181214663,1
8,24,0.963113026328063,0.981383220932609,0.0813832209326092,0.118616779067391,1
8,25,0.958549888281598,0.979055610413217,0.0790556104132173,0.120944389586783,1
8,26,0.931031415822939,0.964899692104282,0.0648996921042823,0.135100307895718,1
8,27,0.927689854054466,0.963166576483251,0.063166576483251,0.136833423516749,1
8,28,0.912782136651068,0.955396324386413,0.0553963243864132,0.144603675613587,1
8,29,0.902078488666272,0.94977812602011,0.0497781260201101,0.15022187397989,1
8,30,0.897449139446116,0.947337922520848,0.0473379225208481,0.152662077479152,1
8,31,0.892047314754173,0.944482564558062,0.0444825645580618,0.155517435441938,1
8,32,0.890859126752494,0.943853339641543,0.0438533396415428,0.156146660358457,1
8,33,0.890491029729765,0.943658322556298,0.0436583225562975,0.156341677443703,1
9,1,1,1,0.1,0.1,1
9,2,0.995493146286759,0.997744028439538,0.0977440284395384,0.102255971560462,1
9,3,0.974304775647298,0.987068779593042,0.087068779593042,0.112931220406958,1
9,4,0.963206120564153,0.981430649900518,0.0814306499005181,0.118569350099482,1
9,5,0.952261785456283,0.975839016158036,0.0758390161580356,0.124160983841965,1
9,6,0.925069776159983,0.961805477297766,0.0618054772977659,0.138194522702234,1
9,7,0.919917424273158,0.959123258123354,0.0591232581233542,0.140876741876646,1
9,8,0.912784617532244,0.955397622737384,0.0553976227373838,0.144602377262616,1
9,9,0.90361854833581,0.95058852735335,0.0505885273533498,0.14941147264665,1
9,10,0.895157461690058,0.946127613850297,0.0461276138502974,0.153872386149703,1
9,11,0.893905996664926,0.94546602089389,0.0454660208938901,0.15453397910611,1
9,12,0.891728239238693,0.944313633936677,0.0443136339366771,0.155686366063323,1
9,13,0.882867543336447,0.939610314617952,0.0396103146179519,0.160389685382048,1
9,14,0.879585088253465,0.93786197718719,0.0378619771871896,0.16213802281281,1
9,15,0.877538844080677,0.936770432966731,0.0367704329667312,0.163229567033269,1
9,16,0.875564246887705,0.935715900734675,0.0357159007346751,0.164284099265325,1
9,17,0.872647415619938,0.934155991052853,0.0341559910528531,0.165844008947147,1
9,18,0.871786695471893,0.933695183382614,0.033695183382614,0.166304816617386,1
9,19,0.994652662093781,0.997322747205628,0.0973227472056279,0.102677252794372,1
9,20,0.988966978456172,0.99446818876029,0.09446818876029,0.10553181123971,1
9,21,0.98784757906395,0.993905216338032,0.0939052163380318,0.106094783661968,1
9,22,0.986835029523521,0.993395706414881,0.0933957064148812,0.106604293585119,1
9,23,0.968740218828081,0.98424601539863,0.0842460153986304,0.11575398460137,1
9,24,0.958398065056453,0.978978071795509,0.078978071795509,0.121021928204491,1
9,25,0.953234605196312,0.976337341904074,0.0763373419040736,0.123662658095926,1
9,26,0.92222853029561,0.960327303733269,0.0603273037332686,0.139672696266732,1
9,27,0.918457973236126,0.958362130531109,0.0583621305311086,0.141637869468891,1
9,28,0.901628573931303,0.949541243933776,0.0495412439337763,0.150458756066224,1
9,29,0.889546808297458,0.943157891499328,0.0431578914993277,0.156842108500672,1
9,30,0.884327385850186,0.940386827773648,0.0403868277736484,0.159613172226352,1
9,31,0.878251304361974,0.937150630561584,0.0371506305615837,0.162849369438416,1
9,32,0.876906799551797,0.936433019255407,0.0364330192554068,0.163566980744593,1
9,33,0.876490276058065,0.936210593861266,0.0362105938612663,0.163789406138734,1
10,1,1,1,0.1,0.1,1
10,2,0.995519161805028,0.997757065524985,0.0977570655249845,0.102242934475016,1
10,3,0.974469898004038,0.987152418831073,0.0871524188310729,0.112847581168927,1
10,4,0.963448696931361,0.981554225160974,0.0815542251609743,0.118445774839026,1
10,5,0.952585011340947,0.976004616454731,0.076004616454731,0.123995383545269,1
10,6,0.92556632126479,0.962063574440271,0.0620635744402707,0.137936425559729,1
10,7,0.920440379925797,0.959395841103033,0.0593958411030332,0.140604158896967,1
10,8,0.913407938909921,0.955723777516245,0.0557237775162452,0.144276222483755,1
10,9,0.904387184159354,0.950992736123339,0.0509927361233388,0.149007263876661,1
10,10,0.896072822779331,0.946611231065495,0.0466112310654946,0.153388768934505,1
10,11,0.894849094472702,0.945964637009599,0.0459646370095987,0.154035362990401,1
10,12,0.892724158142131,0.944840811005818,0.0448408110058177,0.155159188994182,1
10,13,0.884070570595743,0.940250270191795,0.0402502701917945,0.159749729808206,1
10,14,0.880864525516529,0.938543832496133,0.0385438324961328,0.161456167503867,1
10,15,0.878859971070687,0.937475317579448,0.0374753175794481,0.162524682420552,1
10,16,0.876938018620894,0.936449688248597,0.0364496882485968,0.163550311751403,1
10,17,0.874112114693285,0.934939631576972,0.0349396315769722,0.165060368423028,1
10,18,0.873303030552217,0.934506838151662,0.0345068381516624,0.165493161848338,1
10,19,0.994678677612051,0.997335789798025,0.0973357897980253,0.102664210201975,1
10,20,0.988992993974442,0.994481268790137,0.0944812687901374,0.105518731209863,1
10,21,0.98787359458222,0.993918303776633,0.0939183037766331,0.106081696223367,1
10,22,0.986861045041791,0.993408800565905,0.0934088005659053,0.106591199434095,1
10,23,0.968937169280926,0.984346061749081,0.0843460617490813,0.115653938250919,1
10,24,0.958658361321137,0.97911100561741,0.0791110056174105,0.12088899438259,1
10,25,0.953494901460996,0.976470635227192,0.0764706352271921,0.123529364772808,1
10,26,0.922739395222024,0.960593251705436,0.0605932517054364,0.139406748294564,1
10,27,0.91898888591279,0.958639080109292,0.0586390801092923,0.141360919890708,1
10,28,0.902234189519702,0.949860089444599,0.0498600894445994,0.150139910555401,1
10,29,0.890209152952539,0.943508957536991,0.0435089575369909,0.156491042463009,1
10,30,0.885025530059285,0.9407579550869,0.0407579550868998,0.1592420449131,1
10,31,0.879018183714789,0.937559696080622,0.0375596960806223,0.162440303919378,1
10,32,0.877673678904612,0.936842398114332,0.0368423981143315,0.163157601885669,1
10,33,0.87725715541088,0.936620069938115,0.0366200699381152,0.163379930061885,1
11,1,1,1,0.1,0.1,1
11,2,0.9953283100001,0.997661420523065,0.0976614205230649,0.102338579476935,1
11,3,0.97341207086184,0.986616476074589,0.0866164760745892,0.113383523925411,1
11,4,0.96194501417114,0.980787955763701,0.0807879557637013,0.119212044236299,1
11,5,0.950649375931321,0.975012500397467,0.0750125003974671,0.124987499602533,1
11,6,0.922508675154783,0.960473151709502,0.0604731517095016,0.139526848290498,1
11,7,0.91715854088077,0.957683946237364,0.0576839462373641,0.142316053762636,1
11,8,0.909930775339066,0.953902917145695,0.0539029171456946,0.146097082854305,1
11,9,0.900688477376057,0.949046088120096,0.0490460881200961,0.150953911879904,1
11,10,0.892192308132579,0.944559319541435,0.0445593195414352,0.155440680458565,1
11,11,0.89095257027137,0.943902839423301,0.0439028394233011,0.156097160576699,1
11,12,0.888807986980489,0.942766135889749,0.042766135889749,0.157233864110251,1
11,13,0.880060386171008,0.938115337349842,0.0381153373498421,0.161884662650158,1
11,14,0.876818948452154,0.936386110774906,0.0363861107749055,0.163613889225095,1
11,15,0.874781614210635,0.935297607294403,0.0352976072944027,0.164702392705597,1
11,16,0.872850414585813,0.934264638411309,0.0342646384113087,0.165735361588691,1
11,17,0.8700345826341,0.932756443362414,0.032756443362414,0.167243556637586,1
11,18,0.869273195314758,0.932348215697739,0.0323482156977392,0.167651784302261,1
11,19,0.994443485871661,0.997217872820008,0.0972178728200077,0.102782127179992,1
11,20,0.988457852695856,0.994212176899809,0.0942121768998087,0.105787823100191,1
11,21,0.987279399133168,0.99361934317583,0.0936193431758301,0.10638065682417,1
11,22,0.986213432310595,0.993082792273935,0.0930827922739347,0.106917207726065,1
11,23,0.967643171559414,0.983688554146796,0.083688554146796,0.116311445853204,1
11,24,0.95693297904502,0.978229512458615,0.0782295124586152,0.121770487541385,1
11,25,0.951497119681274,0.975447138332608,0.075447138332608,0.124552861667392,1
11,26,0.919557678448859,0.958935700893892,0.0589357008938917,0.141064299106108,1
11,27,0.915644400416632,0.956893097695157,0.0568930976951565,0.143106902304844,1
11,28,0.898136561210415,0.947700670681632,0.047700670681632,0.152299329318368,1
11,29,0.885576435888183,0.941050708457404,0.0410507084574043,0.158949291542596,1
11,30,0.880182010949764,0.938180159111119,0.0381801591111187,0.161819840888881,1
11,31,0.873978055112144,0.934867934583353,0.0348679345833529,0.165132065416647,1
11,32,0.872562620643791,0.934110604074159,0.0341106040741594,0.165889395925841,1
11,33,0.872124123358066,0.933875860785611,0.0338758607856109,0.166124139214389,1
12,1,1,1,0.1,0.1,1
