state_id,intensity,loc,lfw,historical_T1_kg,reconstructed_T1_kg,diff_T1_kg,historical_T2_kg,reconstructed_T2_kg,diff_T2_kg,historical_T3_kg,reconstructed_T3_kg,diff_T3_kg,historical_T4_kg,reconstructed_T4_kg,diff_T4_kg,historical_total_kg,reconstructed_total_kg,diff_total_kg
25,5,4,0,180.8362654447262,180.8362654447262,0.0,105.01050105010489,105.01050105010489,0.0,44.7317459018629,44.7317459018629,0.0,105.14687832419601,105.14687832419601,0.0,435.72539072088995,435.72539072088995,0.0
26,5,5,0,169.65332896926049,169.65332896926049,0.0,47.05015956141074,47.05015956141074,0.0,28.63922755911954,28.63922755911954,0.0,90.82726454463631,90.82726454463631,0.0,336.1699806344271,336.1699806344271,0.0
27,5,6,0,119.7392466519379,119.7392466519379,0.0,27.002700270027,27.002700270027,0.0,20.45659111365682,20.45659111365682,0.0,57.55120966642119,57.55120966642119,0.0,224.74974770204292,224.74974770204292,0.0
28,5,7,0,24.27515478820609,24.27515478820609,0.0,3.9549409486403206,3.9549409486403206,0.0,8.046259171371677,8.046259171371677,0.0,15.547009246379183,15.547009246379183,0.0,51.82336415459727,51.82336415459727,0.0
29,6,1,0,179.19973815563372,179.19973815563372,0.0,88.78160543327071,88.78160543327071,0.0,38.45839129367482,38.45839129367482,0.0,162.01620162016192,162.01620162016192,0.0,468.4559365027412,468.4559365027412,0.0
30,6,2,0,190.5190519051902,190.5190519051902,0.0,85.64492812917653,85.64492812917653,0.0,42.5497095164062,42.5497095164062,0.0,161.87982434607093,161.87982434607093,0.0,480.5935138968439,480.5935138968439,0.0
31,6,3,0,203.88402476611293,203.88402476611293,0.0,96.5551100564602,96.5551100564602,0.0,49.914082317322624,49.914082317322624,0.0,142.5142514251425,142.5142514251425,0.0,492.8674685650382,492.8674685650382,0.0
32,6,4,0,206.06606115156987,206.06606115156987,0.0,98.19163734555278,98.19163734555278,0.0,52.36887325096145,52.36887325096145,0.0,125.3307148896707,125.3307148896707,0.0,481.9572866377548,481.9572866377548,0.0
33,6,5,0,218.2036385456723,218.2036385456723,0.0,65.46109156370181,65.46109156370181,0.0,36.821864004582565,36.821864004582565,0.0,120.14837847421103,120.14837847421103,0.0,440.63497258816767,440.63497258816767,0.0
34,6,6,0,188.60977006791578,188.60977006791578,0.0,45.00450045004499,45.00450045004499,0.0,28.639227559119544,28.639227559119544,0.0,90.82726454463624,90.82726454463624,0.0,353.08076262171653,353.08076262171653,0.0
35,6,7,0,124.10331942285137,124.10331942285137,0.0,27.002700270027002,27.002700270027002,0.0,22.093118402749365,22.093118402749365,0.0,52.50525052505253,52.50525052505253,0.0,225.70438862068025,225.70438862068025,0.0
