path_id,dissipation_stage,inventory_at_resolution_kg,remaining_formal_demand_kg,inventory_minus_remaining_demand_kg,positive_preventive_inventory_kg
4922,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
4926,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
4928,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
4931,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
4936,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
4937,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
4945,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
4946,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
4949,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
4957,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
4960,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
4963,6,165.544475204,45.4960659317,120.048409272,120.048409272
4968,5,167.033667973,104.989071862,62.0445961104,62.0445961104
4972,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
4979,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
4983,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
4988,4,160.308409272,144,16.308409272,18.3262758297
4989,5,199.177550046,104.989071862,94.1884781839,94.1884781839
4990,5,212.290785,104.989071862,107.301713138,107.301713138
4995,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
4996,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
4997,6,162.619475204,45.4960659317,117.123409272,117.123409272
4998,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
4999,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5001,5,165.405036381,104.989071862,60.415964519,60.415964519
5002,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5005,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5009,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5010,5,223.828846024,104.989071862,118.839774161,118.839774161
5012,4,153.703143683,144,9.70314368349,11.7210102412
5015,7,144.568339871,0,144.568339871,144.568339871
5019,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5020,7,113.30783159,0,113.30783159,113.30783159
5022,6,165.499352345,45.4960659317,120.003286414,120.003286414
5028,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5029,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5035,5,202.137392866,104.989071862,97.1483210036,97.1483210036
5040,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5044,4,145.293409272,144,1.29340927205,6.30269498349
5046,6,148.686330554,45.4960659317,103.190264622,103.190264622
5050,5,199.177550046,104.989071862,94.1884781839,94.1884781839
5051,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5056,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5057,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5058,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5061,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5062,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5063,5,160.702289584,104.989071862,55.7132177211,55.7132177211
5067,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5072,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5076,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5080,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5084,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5089,4,156.408409272,144,12.408409272,12.5758443706
5090,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5096,4,145.293409272,144,1.29340927205,6.30269498349
5099,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5101,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5104,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5105,7,266.138966619,0,266.138966619,266.138966619
5108,4,136.518409272,144,-7.48159072795,5.60813793862
5109,4,136.518409272,144,-7.48159072795,5.60813793862
5117,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5118,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5123,4,147.633409272,144,3.63340927205,6.30269498349
5126,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5128,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5129,5,186.356815296,104.989071862,81.367743434,81.367743434
5134,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5135,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5137,4,163.233409272,144,19.233409272,21.2512758297
5141,5,158.596992527,104.989071862,53.6079206642,53.6079206642
5148,5,106.282481134,104.989071862,1.29340927205,6.30269498349
5150,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5151,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5153,4,160.308409272,144,16.308409272,18.3262758297
5158,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5159,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5160,4,155.546921843,144,11.546921843,13.5647884007
5164,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5169,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5173,5,219.187481134,104.989071862,114.198409272,114.198409272
5175,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5177,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5179,5,165.405036381,104.989071862,60.415964519,60.415964519
5180,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5182,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5185,6,139.684544116,45.4960659317,94.1884781839,94.1884781839
5188,5,164.181592527,104.989071862,59.1925206646,59.1925206646
5189,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5192,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5193,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5194,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5195,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5198,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5200,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5202,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5207,7,131.118286414,0,131.118286414,131.118286414
5210,4,160.308409272,144,16.308409272,18.3262758297
5213,6,119.446361079,45.4960659317,73.9502951477,73.9502951477
5214,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5217,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5218,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5223,4,163.233409272,144,19.233409272,21.2512758297
5224,4,151.533409272,144,7.53340927205,10.2026949835
5225,4,156.408409272,144,12.408409272,12.5758443706
5227,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5229,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5236,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5239,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5240,4,155.546921843,144,11.546921843,13.5647884007
5241,6,101.963078535,45.4960659317,56.4670126034,56.4670126034
5242,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5245,5,246.487152024,104.989071862,141.498080162,141.498080162
5246,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5248,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5249,4,163.233409272,144,19.233409272,21.2512758297
5251,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5258,5,201.993402124,104.989071862,97.0043302612,97.0043302612
5259,4,160.308409272,144,16.308409272,18.3262758297
5261,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5266,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5267,5,271.224922654,104.989071862,166.235850792,166.235850792
5270,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5271,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5272,5,160.994457924,104.989071862,56.0053860614,56.0053860614
5277,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5284,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5288,4,155.546921843,144,11.546921843,13.5647884007
5296,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5298,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5300,6,152.79777907,45.4960659317,107.301713138,107.301713138
5302,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5305,4,145.293409272,144,1.29340927205,6.30269498349
5306,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5307,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5310,4,145.293409272,144,1.29340927205,6.30269498349
5311,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5316,5,191.378655387,104.989071862,86.3895835248,86.3895835248
5319,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5321,4,156.408409272,144,12.408409272,13.808762375
5322,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5325,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5326,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5327,4,154.458409272,144,10.458409272,12.4762758297
5329,4,157.383409272,144,13.383409272,15.4012758297
5333,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5335,4,163.233409272,144,19.233409272,21.2512758297
5336,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5338,5,165.251253753,104.989071862,60.2621818906,60.2621818906
5339,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5345,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5348,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5349,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5355,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5356,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5359,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5361,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5362,5,199.177550046,104.989071862,94.1884781839,94.1884781839
5363,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5364,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5365,5,161.351253753,104.989071862,56.3621818906,56.3621818906
5367,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5370,6,134.123691893,45.4960659317,88.6276259611,88.6276259611
5372,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5378,5,169.932023986,104.989071862,64.9429521237,64.9429521237
5380,4,163.233409272,144,19.233409272,21.2512758297
5383,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5384,3,188.084209615,189.496065932,-1.41185631651,5.60813793862
5386,5,100.291914399,104.989071862,-4.6971574633,5.60813793862
5387,5,156.451144954,104.989071862,51.4620730918,51.4620730918
5388,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5389,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5390,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5393,4,160.308409272,144,16.308409272,18.3262758297
5403,4,160.308409272,144,16.308409272,18.3262758297
5404,6,148.609430143,45.4960659317,103.113364211,103.113364211
5405,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5406,5,219.187481134,104.989071862,114.198409272,114.198409272
5407,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5410,4,156.408409272,144,12.408409272,13.808762375
5411,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5414,4,160.308409272,144,16.308409272,18.3262758297
5415,4,163.233409272,144,19.233409272,21.2512758297
5417,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5419,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5420,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5422,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5427,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5429,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5430,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5436,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5437,4,151.533409272,144,7.53340927205,10.2026949835
5440,5,223.828846024,104.989071862,118.839774161,118.839774161
5441,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5446,4,160.308409272,144,16.308409272,18.3262758297
5447,6,139.764175484,45.4960659317,94.2681095524,94.2681095524
5452,4,163.233409272,144,19.233409272,21.2512758297
5454,5,173.712545313,104.989071862,68.7234734504,68.7234734504
5455,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5462,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5463,5,169.087932553,104.989071862,64.098860691,64.098860691
5465,4,155.546921843,144,11.546921843,13.5647884007
5467,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5469,4,163.233409272,144,19.233409272,21.2512758297
5470,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5472,4,163.233409272,144,19.233409272,21.2512758297
5473,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5474,5,203.382783755,104.989071862,98.3937118926,98.3937118926
5475,4,154.458409272,144,10.458409272,12.4762758297
5477,4,162.478143683,144,18.4781436835,19.7310372279
5481,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5484,4,256.638409272,144,112.638409272,112.638409272
5494,5,166.548705188,104.989071862,61.5596333257,61.5596333257
5499,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5506,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5507,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5516,4,163.233409272,144,19.233409272,21.2512758297
5518,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5521,5,161.876273045,104.989071862,56.8872011821,56.8872011821
5525,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5526,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5528,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5529,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5536,4,136.518409272,144,-7.48159072795,5.60813793862
5538,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5539,4,136.518409272,144,-7.48159072795,5.60813793862
5541,4,136.518409272,144,-7.48159072795,5.60813793862
5542,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5546,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5547,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5549,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5551,4,160.308409272,144,16.308409272,18.3262758297
5555,4,154.068409272,144,10.068409272,10.1570471812
5556,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5560,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5562,4,147.633409272,144,3.63340927205,6.30269498349
5568,4,145.293409272,144,1.29340927205,6.30269498349
5571,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5577,4,163.233409272,144,19.233409272,21.2512758297
5581,5,201.247481134,104.989071862,96.258409272,96.258409272
5584,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5586,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5588,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5594,5,161.505036381,104.989071862,56.515964519,56.515964519
5596,4,147.633409272,144,3.63340927205,6.30269498349
5598,4,160.308409272,144,16.308409272,18.3262758297
5599,4,160.308409272,144,16.308409272,18.3262758297
5601,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5604,5,211.500993705,104.989071862,106.511921843,106.511921843
5607,4,163.233409272,144,19.233409272,21.2512758297
5608,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5610,4,145.293409272,144,1.29340927205,6.30269498349
5611,5,106.282481134,104.989071862,1.29340927205,6.30269498349
5620,4,145.293409272,144,1.29340927205,6.30269498349
5622,4,160.308409272,144,16.308409272,18.3262758297
5625,4,136.518409272,144,-7.48159072795,5.60813793862
5633,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5641,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5644,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5648,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5651,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5652,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5658,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5664,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5669,6,145.079651007,45.4960659317,99.5835850757,99.5835850757
5670,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5672,4,151.533409272,144,7.53340927205,10.2026949835
5676,4,160.308409272,144,16.308409272,18.3262758297
5677,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5678,5,186.356815296,104.989071862,81.367743434,81.367743434
5682,4,150.558409272,144,6.55840927205,7.80603934794
5683,5,201.993402124,104.989071862,97.0043302612,97.0043302612
5684,5,160.994457924,104.989071862,56.0053860614,56.0053860614
5687,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5688,4,157.383409272,144,13.383409272,15.4012758297
5689,5,201.247481134,104.989071862,96.258409272,96.258409272
5691,4,160.308409272,144,16.308409272,18.3262758297
5694,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5695,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5696,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5700,5,179.51612768,104.989071862,74.5270558179,74.5270558179
5705,4,163.233409272,144,19.233409272,21.2512758297
5708,4,154.458409272,144,10.458409272,12.4762758297
5712,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5714,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5715,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5717,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5727,7,136.829848117,0,136.829848117,136.829848117
5731,4,136.518409272,144,-7.48159072795,5.60813793862
5735,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5741,4,163.233409272,144,19.233409272,21.2512758297
5746,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5748,5,156.451144954,104.989071862,51.4620730918,51.4620730918
5753,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5756,4,145.293409272,144,1.29340927205,6.30269498349
5759,5,172.857023986,104.989071862,67.8679521237,67.8679521237
5761,5,161.876273045,104.989071862,56.8872011821,56.8872011821
5764,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5766,5,267.296492746,104.989071862,162.307420883,162.307420883
5769,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5771,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5772,5,199.177550046,104.989071862,94.1884781839,94.1884781839
5773,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5775,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5777,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5779,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5785,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5786,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5789,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5793,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5796,5,219.187481134,104.989071862,114.198409272,114.198409272
5797,5,165.405036381,104.989071862,60.415964519,60.415964519
5799,4,145.293409272,144,1.29340927205,6.30269498349
5802,4,147.633409272,144,3.63340927205,4.91642247452
5805,4,160.308409272,144,16.308409272,18.3262758297
5806,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5809,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5810,5,165.421992527,104.989071862,60.4329206642,60.4329206642
5813,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5814,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5817,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5819,5,240.15969454,104.989071862,135.170622678,135.170622678
5821,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5825,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5827,5,171.838562092,104.989071862,66.84949023,66.84949023
5828,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5829,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5834,4,145.293409272,144,1.29340927205,6.30269498349
5836,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5841,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5843,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5845,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5846,4,151.533409272,144,7.53340927205,10.2026949835
5847,5,199.257181415,104.989071862,94.2681095524,94.2681095524
5849,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5855,5,165.251253753,104.989071862,60.2621818906,60.2621818906
5860,5,201.993402124,104.989071862,97.0043302612,97.0043302612
5864,4,136.518409272,144,-7.48159072795,5.60813793862
5865,5,196.291439797,104.989071862,91.3023679345,91.3023679345
5868,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5874,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5875,6,164.335840093,45.4960659317,118.839774161,118.839774161
5876,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5878,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5880,4,157.383409272,144,13.383409272,15.4012758297
5881,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5888,5,317.224458186,104.989071862,212.235386323,212.235386323
5889,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5890,4,159.273339871,144,15.2733398712,18.1011426093
5892,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5896,5,182.191262069,104.989071862,77.2021902066,77.2021902066
5899,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5901,4,160.308409272,144,16.308409272,18.3262758297
5903,4,160.308409272,144,16.308409272,18.3262758297
5904,5,197.546367222,104.989071862,92.5572953597,92.5572953597
5909,4,147.633409272,144,3.63340927205,6.30269498349
5910,4,136.518409272,144,-7.48159072795,5.60813793862
5919,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5922,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5927,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5928,5,217.627481134,104.989071862,112.638409272,112.638409272
5930,7,143.744338819,0,143.744338819,143.744338819
5931,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5933,5,182.678398864,104.989071862,77.6893270013,77.6893270013
5935,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5941,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5945,4,160.308409272,144,16.308409272,18.3262758297
5951,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5954,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5959,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5960,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5964,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5967,6,143.702492723,45.4960659317,98.2064267912,98.2064267912
5968,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
5969,6,152.007987775,45.4960659317,106.511921843,106.511921843
5970,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5973,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
5977,4,147.633409272,144,3.63340927205,6.30269498349
5979,4,156.408409272,144,12.408409272,12.5758443706
5980,4,163.233409272,144,19.233409272,21.2512758297
5981,5,172.322167937,104.989071862,67.3330960747,67.3330960747
5985,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5986,5,219.187481134,104.989071862,114.198409272,114.198409272
5990,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5994,5,199.257181415,104.989071862,94.2681095524,94.2681095524
5996,6,156.769475204,45.4960659317,111.273409272,111.273409272
5997,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
5999,4,163.233409272,144,19.233409272,21.2512758297
6002,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6010,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6022,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6023,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6027,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6030,5,100.291914399,104.989071862,-4.6971574633,5.60813793862
6036,4,136.518409272,144,-7.48159072795,5.60813793862
6038,5,201.993402124,104.989071862,97.0043302612,97.0043302612
6040,5,199.257181415,104.989071862,94.2681095524,94.2681095524
6041,4,163.233409272,144,19.233409272,21.2512758297
6042,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6047,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6049,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
6053,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6056,4,168.328143683,144,24.3281436835,24.7346473251
6059,6,142.500396193,45.4960659317,97.0043302612,97.0043302612
6062,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6063,3,187.986245268,189.496065932,-1.50982066324,5.60813793862
6064,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
6070,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6071,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6072,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6079,6,114.219539382,45.4960659317,68.7234734504,68.7234734504
6080,4,160.308409272,144,16.308409272,18.3262758297
6084,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6086,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
6089,4,151.533409272,144,7.53340927205,10.2026949835
6100,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
6101,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6102,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6109,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6113,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6116,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6118,5,198.55718837,104.989071862,93.5681165077,93.5681165077
6123,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6127,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6131,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6132,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6133,6,165.544475204,45.4960659317,120.048409272,120.048409272
6135,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6137,5,225.037481134,104.989071862,120.048409272,120.048409272
6138,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6139,4,147.633409272,144,3.63340927205,6.30269498349
6142,4,160.308409272,144,16.308409272,18.3262758297
6145,4,163.233409272,144,19.233409272,21.2512758297
6146,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6149,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6150,5,161.521992527,104.989071862,56.5329206642,56.5329206642
6152,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6155,4,136.518409272,144,-7.48159072795,5.60813793862
6158,6,139.064182439,45.4960659317,93.5681165077,93.5681165077
6160,6,147.994475204,45.4960659317,102.498409272,102.498409272
6162,4,162.258409272,144,18.258409272,21.5899129137
6168,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6170,6,140.910905162,45.4960659317,95.4148392299,95.4148392299
6173,4,163.233409272,144,19.233409272,21.2512758297
6177,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6180,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6182,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6186,5,197.546367222,104.989071862,92.5572953597,92.5572953597
6192,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
6199,5,199.257181415,104.989071862,94.2681095524,94.2681095524
6200,3,184.939475204,189.496065932,-4.55659072795,5.60813793862
6201,6,109.594926623,45.4960659317,64.098860691,64.098860691
6202,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6205,2,241.507481134,248.989071862,-7.48159072795,5.60813793862
6209,3,182.014475204,189.496065932,-7.48159072795,5.60813793862
6211,6,165.499352345,45.4960659317,120.003286414,120.003286414
