source_step,evaluation_scope,distribution_label,seed_id,decision_label,eta,mean_shortage_kg,shortage_q95_kg,shortage_q99_kg,shortage_q995_kg,shortage_CVaR995_kg,maximum_shortage_kg,mean_service_rate,expected_equivalent_unrestored_kWh,expected_equivalent_unrestored_MWh,equivalent_unrestored_q95_kWh,equivalent_unrestored_q95_MWh,equivalent_unrestored_q99_kWh,equivalent_unrestored_q99_MWh,equivalent_unrestored_q995_kWh,equivalent_unrestored_q995_MWh,equivalent_unrestored_CVaR995_kWh,equivalent_unrestored_CVaR995_MWh,maximum_equivalent_unrestored_kWh,maximum_equivalent_unrestored_MWh,expected_equivalent_restored_kWh_vs_SAA,conversion_scope,cvar_source_note
C1,nominal-and-same-path-second-layer-redraw,nominal,,SAA,0,4.60246206438826,29.4574912036658,92.4637918337288,131.194937675586,,301.121021193028,0.987277179106841,84.3700333333334,0.0843700333333334,540,0.54,1695,1.695,2405.00000000001,2.40500000000001,,,5519.99999999999,5.51999999999999,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,not available in C1 lightweight summaries
C2,independent-typhoon-path-seeds,independent-path-nominal,2,SAA,0,4.48969333296967,28.3664730109375,95.4640918637318,129.012901290129,179.40489623125,344.216239805799,0.987544634748494,82.3028133333335,0.0823028133333335,520.000000000001,0.520000000000001,1750,1.75,2365,2.365,3288.76085526316,3.28876085526316,6310,6.31,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C2,independent-typhoon-path-seeds,independent-path-nominal,2,ETA_0.003,0.003,4.48548273175634,28.3664730109375,95.4640918637318,128.194637645583,179.351063007602,345.565024711788,0.987551737686438,82.2256266971914,0.0822256266971914,520.000000000001,0.520000000000001,1750,1.75,2350,2.35,3287.77401152386,3.28777401152386,6334.72525050414,6.33472525050414,0.077186636142164,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C2,independent-typhoon-path-seeds,independent-path-nominal,2,ETA_0.01,0.01,4.47617734370268,28.3664730109375,95.4640918637318,128.194637645583,178.965413870042,339.580154583797,0.987569395604436,82.0550449760857,0.0820550449760857,520.000000000001,0.520000000000001,1750,1.75,2350,2.35,3280.70448435867,3.28070448435867,6225.01360375288,6.22501360375288,0.247768357247828,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C2,independent-typhoon-path-seeds,independent-path-nominal,3,SAA,0,4.44313304057679,27.8209639145733,90.5545099964542,123.300057278455,178.002040634686,308.212639445763,0.987737501158758,81.4492933333334,0.0814492933333335,510.000000000001,0.510000000000001,1660,1.66,2260.275,2.260275,3263.04440789474,3.26304440789474,5650,5.65,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C2,independent-typhoon-path-seeds,independent-path-nominal,3,ETA_0.003,0.003,4.44068125038753,27.8209639145733,90.5545099964542,123.300057278455,177.994468377571,308.212639445763,0.98774151686329,81.404348341479,0.081404348341479,510.000000000001,0.510000000000001,1660,1.66,2260.275,2.260275,3262.90559706345,3.26290559706345,5650,5.65,0.0449449918544279,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C2,independent-typhoon-path-seeds,independent-path-nominal,3,ETA_0.01,0.01,4.43155247613866,27.8209639145733,90.5545099964542,123.300057278455,177.465480772071,308.212639445763,0.98775892581301,81.2370042163358,0.0812370042163359,510.000000000001,0.510000000000001,1660,1.66,2260.275,2.260275,3253.20846077322,3.25320846077322,5650,5.65,0.212289116997587,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,nominal,1,SAA,0,4.63015792488341,30.5485093963942,89.4784933038758,126.55811035649,181.69759559688,401.76744947222,0.986988748627125,84.8777400000002,0.0848777400000002,560,0.56,1640.275,1.640275,2320,2.32,3330.78947368421,3.33078947368421,7365,7.365,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,nominal,1,ETA_0.003,0.003,4.62407021710014,30.5485093963942,89.4784933038758,126.55811035649,181.640765113927,401.76744947222,0.986999498015152,84.7661431847712,0.0847661431847712,560,0.56,1640.275,1.640275,2320,2.32,3329.74768568595,3.32974768568595,7365,7.365,0.111596815229017,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,nominal,1,ETA_0.01,0.01,4.61664954063138,30.5485093963942,89.4784933038758,126.55811035649,181.492293966239,401.76744947222,0.987013227502764,84.6301110540842,0.0846301110540841,560,0.56,1640.275,1.640275,2320,2.32,3327.02598684211,3.32702598684211,7365,7.365,0.247628945916089,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,nominal,2,SAA,0,4.45961141568703,28.3664730109375,90.5545099964542,130.922183127404,178.424541018695,317.486294083954,0.987369890631121,81.7513666666668,0.0817513666666668,520.000000000001,0.520000000000001,1660,1.66,2400.00000000001,2.40000000000001,3270.78947368421,3.27078947368421,5820,5.82,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,nominal,2,ETA_0.003,0.003,4.4555290974598,28.3664730109375,90.5545099964542,130.922183127404,178.424540879856,317.486294083954,0.987376590955512,81.6765316500843,0.0816765316500843,520.000000000001,0.520000000000001,1660,1.66,2400.00000000001,2.40000000000001,3270.78947113908,3.27078947113908,5820,5.82,0.0748350165824797,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,nominal,2,ETA_0.01,0.01,4.44576397214276,28.3664730109375,90.5545099964542,130.922183127404,178.388652262355,317.486294083954,0.987395089104115,81.497522255335,0.081497522255335,520.000000000001,0.520000000000001,1660,1.66,2400.00000000001,2.40000000000001,3270.13157894737,3.27013157894737,5820,5.82,0.253844411331784,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,nominal,3,SAA,0,4.43390193564812,27.2754548182091,86.7359463219049,125.452090663612,183.894184873033,328.941985107602,0.987885422634629,81.2800733333335,0.0812800733333335,500,0.5,1590,1.59,2299.725,2.299725,3371.05625,3.37105625,6030.00000000001,6.03000000000001,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,nominal,3,ETA_0.003,0.003,4.43009237328746,27.2754548182091,86.7359463219049,123.285055778305,183.032860596031,328.941985107602,0.987892179570497,81.2102383409191,0.0812102383409191,500,0.5,1590,1.59,2260,2.26,3355.26688401615,3.35526688401615,6030.00000000001,6.03000000000001,0.0698349924144508,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,nominal,3,ETA_0.01,0.01,4.42208460420597,27.2754548182091,86.7359463219049,123.285055778305,182.857651954395,328.941985107602,0.987908538168659,81.0634439220017,0.0810634439220017,500,0.5,1590,1.59,2260,2.26,3352.05504680199,3.35205504680199,6030.00000000001,6.03000000000001,0.216629411331787,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,intensity-only,1,SAA,0,12.3238352017019,83.7356462919019,216.56711125658,244.933584267518,278.816948680514,401.76744947222,0.969137030980048,225.914384999998,0.225914384999998,1535,1.535,3970,3.97,4490.00000000001,4.49000000000001,5111.13289473684,5.11113289473684,7365,7.365,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,intensity-only,1,ETA_0.003,0.003,12.3055640783673,83.4628917437198,216.56711125658,244.933584267518,278.79920123302,401.76744947222,0.969169146590969,225.57944790259,0.22557944790259,1530,1.53,3970,3.97,4490.00000000001,4.49000000000001,5110.80755740311,5.11080755740311,7365,7.365,0.334937097408216,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,intensity-only,1,ETA_0.01,0.01,12.2723566702446,83.4628917437198,216.56711125658,244.933584267518,278.571981794174,401.76744947222,0.969231581110132,224.970706300589,0.224970706300589,1530,1.53,3970,3.97,4490.00000000001,4.49000000000001,5106.64228425991,5.10664228425991,7365,7.365,0.943678699409509,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,intensity-only,2,SAA,0,11.279137731955,77.4772931838638,195.837765594741,231.841365954777,271.430845237634,357.581212666721,0.971242927407562,206.763513333333,0.206763513333333,1420.275,1.420275,3589.99999999999,3.58999999999999,4249.99999999999,4.24999999999999,4975.73453947368,4.97573453947368,6555,6.555,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,intensity-only,2,ETA_0.003,0.003,11.2593168025685,77.4772931838638,195.837765594741,231.841365954777,271.395350620324,357.581212666721,0.971277195585115,206.400165966285,0.206400165966284,1420.275,1.420275,3589.99999999999,3.58999999999999,4249.99999999999,4.24999999999999,4975.08386989648,4.97508386989648,6555,6.555,0.363347367048615,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,intensity-only,2,ETA_0.01,0.01,11.2319133544901,77.4622916837138,195.837765594741,231.841365954777,271.306562474429,357.581212666721,0.971327847690991,205.897819657835,0.205897819657835,1420,1.42,3589.99999999999,3.58999999999999,4249.99999999999,4.24999999999999,4973.45625,4.97345625,6555,6.555,0.865693675497817,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,intensity-only,3,SAA,0,11.5773291874642,77.4772931838638,207.838965714753,244.388075171153,284.408219530087,424.678831519516,0.971594970176695,212.22981,0.21222981,1420.275,1.420275,3809.99999999999,3.81,4479.99999999999,4.47999999999999,5213.62927631579,5.21362927631579,7785.00000000001,7.78500000000001,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,intensity-only,3,ETA_0.003,0.003,11.5630454657671,77.4772931838638,207.838965714753,244.388075171153,284.408219530087,424.678831519516,0.971619456491212,211.96796795571,0.21196796795571,1420.275,1.420275,3809.99999999999,3.81,4479.99999999999,4.47999999999999,5213.62927631579,5.21362927631579,7785.00000000001,7.78500000000001,0.261842044290375,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,intensity-only,3,ETA_0.01,0.01,11.5350682970163,77.4622916837138,207.838965714753,244.388075171153,284.408219530087,424.678831519516,0.971671953784754,211.455104486754,0.211455104486754,1420,1.42,3809.99999999999,3.81,4479.99999999999,4.47999999999999,5213.62927631579,5.21362927631579,7785.00000000001,7.78500000000001,0.774705513245664,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,location-only,1,SAA,0,4.97915746120067,33.2760548782151,93.8275645746393,131.194937675586,188.627714446086,401.76744947222,0.986058238833348,91.2754250000001,0.0912754250000001,610,0.61,1720,1.72,2405.00000000001,2.40500000000001,3457.82894736842,3.45782894736842,7365,7.365,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,location-only,1,ETA_0.003,0.003,4.97379409778724,33.2760548782151,93.8275645746393,131.194937675586,188.513659031239,401.76744947222,0.986067517666639,91.1771065035868,0.0911771065035868,610,0.61,1720,1.72,2405.00000000001,2.40500000000001,3455.73814053115,3.45573814053115,7365,7.365,0.0983184964132925,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,location-only,1,ETA_0.01,0.01,4.96568822124035,33.2760548782151,93.8275645746393,130.103919482857,188.339868675863,401.76744947222,0.986082939469877,91.0285136276675,0.0910285136276675,610,0.61,1720,1.72,2384.99999999999,2.38499999999999,3452.55230263158,3.45255230263158,7365,7.365,0.246911372332619,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,location-only,2,SAA,0,4.81882715544282,32.7305457818509,90.00900090009,125.467092163762,184.242108421368,317.486294083954,0.986223675223682,88.3363300000001,0.0883363300000001,600,0.6,1650,1.65,2300,2.3,3377.43421052632,3.37743421052632,5820,5.82,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,location-only,2,ETA_0.003,0.003,4.81545099815644,32.7305457818509,90.00900090009,125.467092163762,184.242108282529,317.486294083954,0.986229131348246,88.2744399727048,0.0882744399727048,600,0.6,1650,1.65,2300,2.3,3377.43420798119,3.37743420798119,5820,5.82,0.0618900272952703,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,location-only,2,ETA_0.01,0.01,4.80409363934588,32.7305457818509,90.00900090009,125.467092163762,184.206219665029,317.486294083954,0.986250775616854,88.066242549669,0.088066242549669,600,0.6,1650,1.65,2300,2.3,3376.77631578947,3.37677631578947,5820,5.82,0.270087450331055,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,location-only,3,SAA,0,4.81144878124177,32.7305457818509,92.1910372855467,129.285655838311,183.144307253692,328.941985107602,0.986793834292407,88.2010733333335,0.0882010733333335,600,0.6,1690,1.69,2370,2.37,3357.30986842105,3.35730986842105,6030.00000000001,6.03000000000001,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,location-only,3,ETA_0.003,0.003,4.8066239349639,32.7305457818509,91.6455281891826,129.285655838311,183.079904611497,328.941985107602,0.986802510363495,88.1126266637907,0.0881126266637907,600,0.6,1680,1.68,2370,2.37,3356.12927138565,3.35612927138565,6030.00000000001,6.03000000000001,0.0884466695427769,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,location-only,3,ETA_0.01,0.01,4.79748810311496,32.7305457818509,91.6455281891825,129.285655838311,182.828155019152,328.941985107602,0.986821814086398,87.9451531622519,0.0879451531622519,600,0.6,1680,1.68,2370,2.37,3351.51432373359,3.35151432373359,6030.00000000001,6.03000000000001,0.25592017108163,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,lfw-only,1,SAA,0,5.00955450090464,32.7305457818509,92.7365463819109,132.013201320132,195.302628348959,403.403976761313,0.986282109992434,91.8326483333334,0.0918326483333334,600,0.6,1700,1.7,2420,2.42,3580.19013157895,3.58019013157895,7395.00000000001,7.39500000000001,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,lfw-only,1,ETA_0.003,0.003,4.99962185844816,32.7305457818509,92.7365463819109,132.013201320132,195.06335698284,403.403976761313,0.986299341452182,91.6505680981425,0.0916505680981425,600,0.6,1700,1.7,2420,2.42,3575.80392853092,3.57580392853092,7395.00000000001,7.39500000000001,0.182080235190964,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,lfw-only,1,ETA_0.01,0.01,4.98438843753933,32.7305457818509,92.7365463819109,131.74044677195,194.560594007371,403.403976761313,0.986327161105965,91.3713166427522,0.0913713166427522,600,0.6,1700,1.7,2415,2.415,3566.58752904613,3.56658752904613,7395.00000000001,7.39500000000001,0.461331690581179,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,lfw-only,2,SAA,0,4.87646728309195,31.6545290892725,98.1916373455527,137.468292283774,190.558529537164,331.669530589423,0.986709907085062,89.3929600000001,0.0893929600000001,580.274999999999,0.580274999999999,1800,1.8,2520,2.52,3493.22368421053,3.49322368421053,6080.00000000001,6.08000000000001,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,lfw-only,2,ETA_0.003,0.003,4.87015737058216,31.6545290892725,98.1916373455527,137.468292283774,190.497715354086,333.018315495412,0.986720327293115,89.2772898388269,0.0892772898388269,580.274999999999,0.580274999999999,1800,1.8,2520,2.52,3492.10886901343,3.49210886901343,6104.72525050415,6.10472525050415,0.115670161173205,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,lfw-only,2,ETA_0.01,0.01,4.85449319134202,31.6395275891225,97.9188827973706,137.468292283774,189.839519417261,327.033445367421,0.986748758964524,88.9901419370862,0.0889901419370863,579.999999999999,0.579999999999999,1795,1.795,2520,2.52,3480.04315019752,3.48004315019752,5995.01360375288,5.99501360375288,0.402818062913834,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,lfw-only,3,SAA,0,4.83401867459474,30.5485093963942,94.3730736710035,129.831164934675,193.419652970082,328.941985107602,0.987262757495242,88.6148133333335,0.0886148133333335,560,0.56,1730,1.73,2379.99999999999,2.38,3545.67236842105,3.54567236842105,6030.00000000001,6.03000000000001,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,lfw-only,3,ETA_0.003,0.003,4.8274753746505,30.5485093963942,94.3730736710035,129.831164934675,193.355250189048,328.941985107602,0.987274036771781,88.4948648304056,0.0884948648304056,560,0.56,1730,1.73,2379.99999999999,2.38,3544.49176884053,3.54449176884053,6030.00000000001,6.03000000000001,0.119948502927849,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,lfw-only,3,ETA_0.01,0.01,4.81355594921324,30.5485093963942,93.8275645746393,129.831164934675,193.004340101775,328.941985107602,0.987300404316275,88.2397008830025,0.0882397008830025,560,0.56,1720,1.72,2379.99999999999,2.38,3538.0590605757,3.5380590605757,6030.00000000001,6.03000000000001,0.375112450330983,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-mild,1,SAA,0,8.36448281191755,52.0961187027794,168.562310776532,220.931184027494,267.385590233664,401.76744947222,0.978406154639545,153.333516666667,0.153333516666667,955.000000000001,0.955000000000001,3090,3.09,4050.00000000001,4.05000000000001,4901.57894736842,4.90157894736842,7365,7.365,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-mild,1,ETA_0.003,0.003,8.35127691841873,52.0961187027794,168.562310776532,217.658129449309,267.260965252696,401.76744947222,0.978428818079064,153.091432829993,0.153091432829993,955.000000000001,0.955000000000001,3090,3.09,3990.00000000001,3.99000000000001,4899.2943845298,4.8992943845298,7365,7.365,0.242083836673634,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-mild,1,ETA_0.01,0.01,8.33062980500338,51.5506096064152,168.562310776532,217.658129449309,266.973461700237,401.76744947222,0.978467354221979,152.712940270419,0.152712940270419,945,0.945,3090,3.09,3990.00000000001,3.99000000000001,4894.02401315789,4.8940240131579,7365,7.365,0.620576396247128,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
C3,markov-transition-perturbation,combined-mild,2,SAA,0,7.6845157242997,45.8227640945913,157.924883397431,205.656929329297,242.964473542986,351.035103510351,0.979589222636678,140.8687,0.1408687,840,0.84,2895.00000000001,2.89500000000001,3770.00000000001,3.77000000000001,4453.90324675325,4.45390324675325,6435,6.435,-0,repository-model-equivalent outage energy; not independently calibrated full-grid economic EENS,read-only recomputation from frozen protected scenario_results.csv
