source_step,evaluation_scope,distribution_label,seed_id,decision_label,eta,mean_total_cost,mean_operating_loss,mean_shortage_kg,mean_service_rate,operating_loss_q95,operating_loss_q99,operating_loss_q995,operating_loss_CVaR995,shortage_q95_kg,shortage_q99_kg,shortage_q995_kg,maximum_shortage_kg,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,capacity_binding_count,direct_inventory_model_cost,SAA_TerminalLOH_total_kg,SAA_direct_inventory_model_cost,SAA_mean_total_cost,SAA_mean_operating_loss,SAA_mean_shortage_kg,SAA_mean_service_rate,SAA_operating_loss_q95,SAA_operating_loss_q99,SAA_operating_loss_q995,SAA_operating_loss_CVaR995,SAA_shortage_q95_kg,SAA_shortage_q99_kg,SAA_shortage_q995_kg,SAA_maximum_shortage_kg,TerminalLOH_total_kg_change_vs_SAA,TerminalLOH_total_kg_percent_change_vs_SAA,direct_inventory_model_cost_change_vs_SAA,direct_inventory_model_cost_percent_change_vs_SAA,mean_total_cost_change_vs_SAA,mean_total_cost_percent_change_vs_SAA,mean_operating_loss_change_vs_SAA,mean_operating_loss_percent_change_vs_SAA,mean_shortage_kg_change_vs_SAA,mean_shortage_kg_percent_change_vs_SAA,mean_service_rate_change_vs_SAA,mean_service_rate_percent_change_vs_SAA,operating_loss_q95_change_vs_SAA,operating_loss_q95_percent_change_vs_SAA,operating_loss_q99_change_vs_SAA,operating_loss_q99_percent_change_vs_SAA,operating_loss_q995_change_vs_SAA,operating_loss_q995_percent_change_vs_SAA,operating_loss_CVaR995_change_vs_SAA,operating_loss_CVaR995_percent_change_vs_SAA,shortage_q95_kg_change_vs_SAA,shortage_q95_kg_percent_change_vs_SAA,shortage_q99_kg_change_vs_SAA,shortage_q99_kg_percent_change_vs_SAA,shortage_q995_kg_change_vs_SAA,shortage_q995_kg_percent_change_vs_SAA,maximum_shortage_kg_change_vs_SAA,maximum_shortage_kg_percent_change_vs_SAA,objective_reconstruction_error
C1,fixed-state19-pressure-replicas,fixed-stress-135-replicas,,ETA_0.003,0.003,532220.631765962,530858.525535565,264.224513505244,0.545436824420933,820195.36161099,,,,409.404576821319,,,449.226740855904,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,532518.574170685,531165.711611702,264.37997335087,0.545181121216744,820195.36161099,,,,409.404576821319,,,449.226740855904,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,-297.942404723028,-0.0559496737155181,-307.186076137004,-0.0578324371136303,-0.155459845626012,-0.0588016723262525,0.000255703204188995,0.0469024319144274,0,0,,,,,,,0,0,,,,,0,0,7.02584657119587e-11
C1,fixed-state19-pressure-replicas,fixed-stress-135-replicas,,ETA_0.01,0.01,530922.243458048,529535.307157555,263.555263580409,0.546542619441769,820195.36161099,,,,409.404576821319,,,449.226740855904,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,532518.574170685,531165.711611702,264.37997335087,0.545181121216744,820195.36161099,,,,409.404576821319,,,449.226740855904,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,-1596.33071263705,-0.299769959221251,-1630.40445414698,-0.306948362536408,-0.82470977046097,-0.311941089942718,0.00136149822502496,0.249733193619461,0,0,,,,,,,0,0,,,,,0,0,-4.10182110499591e-10
C2,independent-typhoon-path-seeds,independent-path-nominal,1,SAA,0,11693.7864606099,10340.9239016267,4.7205679658875,0.98736062901292,60801.0548326371,205605.13310601,278961.188361237,396783.160623161,29.4574912036658,101.464691923738,136.92278318741,312.849466764858,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,11693.7864606099,10340.9239016267,4.7205679658875,0.98736062901292,60801.0548326371,205605.13310601,278961.188361237,396783.160623161,29.4574912036658,101.464691923738,136.92278318741,312.849466764858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91038304567337e-11
C2,independent-typhoon-path-seeds,independent-path-nominal,1,ETA_0.003,0.003,11689.4449351182,10327.3387047209,4.71368017513463,0.987372318829959,60674.7983374663,205401.880841182,277243.358357763,396370.687005666,29.4574912036658,101.191937375556,136.92278318741,312.849466764858,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,11693.7864606099,10340.9239016267,4.7205679658875,0.98736062901292,60801.0548326371,205605.13310601,278961.188361237,396783.160623161,29.4574912036658,101.464691923738,136.92278318741,312.849466764858,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,-4.34152549169994,-0.03712677246437,-13.5851969058003,-0.131373144556874,-0.00688779075287016,-0.145910212555857,1.16898170390289e-05,0.00118394603709441,-126.256495170797,-0.20765510650816,-203.252264828014,-0.0988556373848978,-1717.83000347402,-0.61579534184144,-412.473617494979,-0.103954416020875,0,0,-0.272754548182007,-0.268817204300992,0,0,0,0,3.5947778087575e-10
C2,independent-typhoon-path-seeds,independent-path-nominal,1,ETA_0.01,0.01,11682.6011021546,10295.6648016611,4.69782802883942,0.987403340301217,60571.7226825424,204341.128687153,277243.358357763,395801.459710676,28.9119821073016,100.661429779342,136.92278318741,312.849466764858,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,11693.7864606099,10340.9239016267,4.7205679658875,0.98736062901292,60801.0548326371,205605.13310601,278961.188361237,396783.160623161,29.4574912036658,101.464691923738,136.92278318741,312.849466764858,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,-11.1853584552991,-0.0956521524741077,-45.2590999656004,-0.437669790399297,-0.0227399370480796,-0.481720361032963,4.2711288297026e-05,0.00432580427474864,-229.332150094699,-0.377184492482845,-1264.00441885702,-0.614772792761597,-1717.83000347402,-0.61579534184144,-981.700912485016,-0.247414963614691,-0.545509096364199,-1.85185185185191,-0.803262144396001,-0.791666666666412,0,0,0,0,1.28238752949983e-10
C2,independent-typhoon-path-seeds,independent-path-nominal,2,SAA,0,11220.1986415303,9867.3360825471,4.48969333296967,0.987544634748494,59275.6000578315,192608.958968101,262951.013516634,361437.2214829,28.3664730109375,95.4640918637318,129.012901290129,344.216239805799,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,11220.1986415303,9867.3360825471,4.48969333296967,0.987544634748494,59275.6000578315,192608.958968101,262951.013516634,361437.2214829,28.3664730109375,95.4640918637318,129.012901290129,344.216239805799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91038304567337e-11
C2,independent-typhoon-path-seeds,independent-path-nominal,2,ETA_0.003,0.003,11221.0612418452,9858.95501144805,4.48548273175634,0.987551737686438,59260.5582208876,192608.958968101,262951.013516634,361352.370944098,28.3664730109375,95.4640918637318,128.194637645583,345.565024711788,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,11220.1986415303,9867.3360825471,4.48969333296967,0.987544634748494,59275.6000578315,192608.958968101,262951.013516634,361437.2214829,28.3664730109375,95.4640918637318,129.012901290129,344.216239805799,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,0.862600314900192,0.00768792373877744,-8.38107109905104,-0.0849375254773687,-0.00421060121333028,-0.0937837153021142,7.10293794403682e-06,0.000719252345069526,-15.0418369438994,-0.0253761023578404,0,0,0,0,-84.8505388019839,-0.0234758718136058,0,0,0,0,-0.818263644546022,-0.634249471458579,1.34878490598902,0.391842321777143,2.1032064978499e-10
C2,independent-typhoon-path-seeds,independent-path-nominal,2,ETA_0.01,0.01,11226.9682362459,9840.03193575234,4.47617734370268,0.987569395604436,59200.5119210207,192608.958968101,262779.597272829,360587.344598173,28.3664730109375,95.4640918637318,128.194637645583,339.580154583797,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,11220.1986415303,9867.3360825471,4.48969333296967,0.987544634748494,59275.6000578315,192608.958968101,262951.013516634,361437.2214829,28.3664730109375,95.4640918637318,129.012901290129,344.216239805799,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,6.76959471560076,0.060334000599097,-27.3041467947605,-0.276712443625538,-0.01351598926699,-0.301044821207198,2.4760855942052e-05,0.00250731511982322,-75.0881368108021,-0.126676299754947,0,0,-171.416243805026,-0.0651894212205356,-849.876884726982,-0.235138174546639,0,0,0,0,-0.818263644546022,-0.634249471458579,-4.63608522200195,-1.34685255542201,1.88265403266996e-10
C2,independent-typhoon-path-seeds,independent-path-nominal,3,SAA,0,11122.8979098369,9770.03535085367,4.44313304057679,0.987737501158758,58832.3276730764,185187.655049151,248516.182252334,358576.156349373,27.8209639145733,90.5545099964542,123.300057278455,308.212639445763,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,11122.8979098369,9770.03535085367,4.44313304057679,0.987737501158758,58832.3276730764,185187.655049151,248516.182252334,358576.156349373,27.8209639145733,90.5545099964542,123.300057278455,308.212639445763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00266503170133e-11
C2,independent-typhoon-path-seeds,independent-path-nominal,3,ETA_0.003,0.003,11127.2475263778,9765.14129598059,4.44068125038753,0.98774151686329,58832.3276730764,185187.276279442,248516.182252334,358560.800963227,27.8209639145733,90.5545099964542,123.300057278455,308.212639445763,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,11122.8979098369,9770.03535085367,4.44313304057679,0.987737501158758,58832.3276730764,185187.655049151,248516.182252334,358576.156349373,27.8209639145733,90.5545099964542,123.300057278455,308.212639445763,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,4.34961654089966,0.0391050657495735,-4.89405487308068,-0.0500924991295252,-0.00245179018926045,-0.0551815614538107,4.01570453201217e-06,0.000406555843764276,0,0,-0.378769709001062,-0.000204532914950801,0,0,-15.355386145995,-0.0042823221438722,0,0,0,0,0,0,0,0,2.70347300102003e-10
C2,independent-typhoon-path-seeds,independent-path-nominal,3,ETA_0.01,0.01,11133.6745978056,9746.73829731202,4.43155247613866,0.98775892581301,58832.3276730764,185093.981760842,248516.182252334,357516.630150322,27.8209639145733,90.5545099964542,123.300057278455,308.212639445763,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,11122.8979098369,9770.03535085367,4.44313304057679,0.987737501158758,58832.3276730764,185187.655049151,248516.182252334,358576.156349373,27.8209639145733,90.5545099964542,123.300057278455,308.212639445763,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,10.7766879687006,0.0968874123996935,-23.2970535416498,-0.238454137626167,-0.0115805644381304,-0.260639605710007,2.14246542519225e-05,0.00216906356464023,0,0,-93.6732883090153,-0.0505829010492915,0,0,-1059.526199051,-0.295481498222841,0,0,0,0,0,0,0,0,2.08274286706001e-10
C3,markov-transition-perturbation,nominal,1,SAA,0,11499.3690817727,10146.5065227894,4.63015792488341,0.986988748627125,64191.2687385832,181689.52725427,254764.162164837,365585.559716245,30.5485093963942,89.4784933038758,126.55811035649,401.76744947222,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,11499.3690817727,10146.5065227894,4.63015792488341,0.986988748627125,64191.2687385832,181689.52725427,254764.162164837,365585.559716245,30.5485093963942,89.4784933038758,126.55811035649,401.76744947222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30967237055302e-10
C3,markov-transition-perturbation,nominal,1,ETA_0.003,0.003,11496.5330522583,10134.4268218611,4.62407021710014,0.986999498015152,64191.2687385832,181689.52725427,254764.162164837,365473.42073729,30.5485093963942,89.4784933038758,126.55811035649,401.76744947222,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,11499.3690817727,10146.5065227894,4.63015792488341,0.986988748627125,64191.2687385832,181689.52725427,254764.162164837,365585.559716245,30.5485093963942,89.4784933038758,126.55811035649,401.76744947222,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,-2.83602951439934,-0.0246624792563154,-12.0797009282996,-0.119052807990299,-0.00608770778327017,-0.131479484761278,1.07493880269205e-05,0.00108910947990771,0,0,0,0,0,0,-112.138978954987,-0.0306737987796961,0,0,0,0,0,0,0,0,2.61252353084274e-10
C3,markov-transition-perturbation,nominal,1,ETA_0.01,0.01,11506.3265400614,10119.3902395679,4.61664954063138,0.987013227502764,64191.2687385832,181689.52725427,254764.162164837,365178.863185945,30.5485093963942,89.4784933038758,126.55811035649,401.76744947222,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,11499.3690817727,10146.5065227894,4.63015792488341,0.986988748627125,64191.2687385832,181689.52725427,254764.162164837,365585.559716245,30.5485093963942,89.4784933038758,126.55811035649,401.76744947222,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,6.95745828869985,0.0605029566337505,-27.1162832214995,-0.267247482279693,-0.01350838425203,-0.291747807983681,2.44788756389447e-05,0.00248015751678975,0,0,0,0,0,0,-406.69653029996,-0.111245239176193,0,0,0,0,0,0,0,0,1.28238752949983e-10
C3,markov-transition-perturbation,nominal,2,SAA,0,11157.6694561434,9804.8068971602,4.45961141568703,0.987369890631121,59569.2284605393,185959.515688577,265820.841091781,359457.062470765,28.3664730109375,90.5545099964542,130.922183127404,317.486294083954,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,11157.6694561434,9804.8068971602,4.45961141568703,0.987369890631121,59569.2284605393,185959.515688577,265820.841091781,359457.062470765,28.3664730109375,90.5545099964542,130.922183127404,317.486294083954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91038304567337e-11
C3,markov-transition-perturbation,nominal,2,ETA_0.003,0.003,11158.7722633976,9796.6660330004,4.4555290974598,0.987376590955512,59569.2284605393,185959.247643546,265820.622909073,359456.719451171,28.3664730109375,90.5545099964542,130.922183127404,317.486294083954,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,11157.6694561434,9804.8068971602,4.45961141568703,0.987369890631121,59569.2284605393,185959.515688577,265820.841091781,359457.062470765,28.3664730109375,90.5545099964542,130.922183127404,317.486294083954,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,1.10280725420125,0.00988384947713295,-8.14086415980091,-0.08302931659122,-0.00408231822723071,-0.0915397743595067,6.70032439098467e-06,0.000678603272650117,0,0,-0.268045030999929,-0.00014414160523456,-0.218182707962114,-8.20788569722348e-05,-0.34301959403092,-9.54271399407595e-05,0,0,0,0,0,0,0,0,2.61252353084274e-10
C3,markov-transition-perturbation,nominal,2,ETA_0.01,0.01,11163.7822962007,9776.84599570718,4.44576397214276,0.987395089104115,59212.5851862622,185958.126432599,265819.71026824,359375.015439741,28.3664730109375,90.5545099964542,130.922183127404,317.486294083954,300,143.468150246686,100,150,693.468150246686,3,1386.93630049337,676.431279491585,1352.86255898317,11157.6694561434,9804.8068971602,4.45961141568703,0.987369890631121,59569.2284605393,185959.515688577,265820.841091781,359457.062470765,28.3664730109375,90.5545099964542,130.922183127404,317.486294083954,17.0368707551011,2.51864029231561,34.0737415102021,2.51864029231561,6.11284005729976,0.0547859934489639,-27.9609014530215,-0.285175442477301,-0.0138474435442699,-0.310507850427516,2.51984729939814e-05,0.00255208035337949,-356.643274277099,-0.598703866902275,-1.38925597799243,-0.000747074422542052,-1.13082354096696,-0.000425408156983641,-82.0470310240053,-0.0228252660999471,0,0,0,0,0,0,0,0,1.48247636388987e-10
C3,markov-transition-perturbation,nominal,3,SAA,0,11119.0253145474,9766.16275556414,4.43390193564812,0.987885422634629,57189.8900844614,178477.264169171,254934.396569107,370298.163114822,27.2754548182091,86.7359463219049,125.452090663612,328.941985107602,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,1,1352.86255898317,676.431279491585,1352.86255898317,11119.0253145474,9766.16275556414,4.43390193564812,0.987885422634629,57189.8900844614,178477.264169171,254934.396569107,370298.163114822,27.2754548182091,86.7359463219049,125.452090663612,328.941985107602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9130480773747e-11
C3,markov-transition-perturbation,nominal,3,ETA_0.003,0.003,11120.6708311355,9758.56460073829,4.43009237328746,0.987892179570497,57189.8900844614,178477.048760362,250539.730071432,370120.668005427,27.2754548182091,86.7359463219049,123.285055778305,328.941985107602,299.211738691929,137.483280118695,94.3580963878466,150,681.05311519847,1,1362.10623039694,676.431279491585,1352.86255898317,11119.0253145474,9766.16275556414,4.43390193564812,0.987885422634629,57189.8900844614,178477.264169171,254934.396569107,370298.163114822,27.2754548182091,86.7359463219049,125.452090663612,328.941985107602,4.62183570688501,0.683267590812602,9.24367141377002,0.683267590812602,1.64551658809978,0.0147991082091242,-7.59815482585145,-0.0778008212234893,-0.00380956236066066,-0.0859189584242304,6.75693586804638e-06,0.000683979711941295,0,0,-0.215408808988286,-0.000120692576721766,-4394.666497675,-1.72384211656731,-177.495109395008,-0.0479330245394628,0,0,0,0,-2.167034885307,-1.72738044766245,0,0,2.70347300102003e-10
