profile_id,global_hour,occurrence_count,realized_pel1_kw,realized_pel2_kw,realized_pel3_kw,realized_pel4_kw,site,electrical_bus,realized_pel_kw,base_pmax_kw,candidate_pmax_kw,base_remaining_headroom_kw,nameplate_increment_kw,total_increment_needed_to_candidate_kw,solver_success,max_additional_hosting_kw,requested_additional_kw,hosting_ratio,full_hostable,min_voltage_pu,max_voltage_pu,voltage_margin_pu,critical_bus,max_true_s_mva,max_true_s_utilization,critical_branch_id,critical_branch_from,critical_branch_to,max_octagon_utilization,voltage_limited_flag,branch_limited_flag,substation_limited_flag,unclassified_limited_flag,root_grid_import_kw,root_reactive_import_kvar,pv_used_kw,max_p_balance_error_kw,max_q_balance_error_kvar,max_voltage_drop_error,slack_voltage_error,max_octagon_violation_kva,true_circle_violation_mva,max_additional_site_hosting_kw,max_new_pel_kw,FULL_TO_CANDIDATE_HOSTABLE
580,33,6,32.3133815542,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.928576524866,1,0.0285765248664,33,3.67852608367,0.613087680612,1,1,2,0.641162662597,False,False,False,False,3183.83923655,1842.4771,11.9752,1.56319401867e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
581,33,15,41.0957627504,0,0,150,1,24,41.0957627504,300,375,258.90423725,75,333.90423725,True,333.90423725,333.90423725,1,True,0.928736727977,1,0.0287367279772,33,3.94563344482,0.657605574137,1,1,2,0.680092616816,False,False,False,False,3489.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,333.90423725,375,YES
581,33,15,41.0957627504,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.918388350339,1,0.0183883503392,18,3.87163726293,0.645272877155,1,1,2,0.669389696316,False,False,False,False,3405.12161775,1842.4771,11.9752,1.98951966013e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
581,33,15,41.0957627504,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.920195767497,1,0.0201957674967,18,3.78398609566,0.630664349277,1,1,2,0.656633581904,False,False,False,False,3305.12161775,1842.4771,11.9752,1.98951966013e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
581,33,15,41.0957627504,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.928541991448,1,0.0285419914485,33,3.68613003815,0.614355006358,1,1,2,0.64228295319,False,False,False,False,3192.62161775,1842.4771,11.9752,1.56319401867e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
582,33,15,47.6036021573,0,0,14.0423737403,1,24,47.6036021573,300,375,252.396397843,75,327.396397843,True,327.396397843,327.396397843,1,True,0.932025385772,1,0.0320253857722,18,3.82593627895,0.637656046492,1,1,2,0.662749706458,False,False,False,False,3353.06822874,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,327.396397843,375,YES
582,33,15,47.6036021573,0,0,14.0423737403,2,14,0,200,250,200,50,250,True,250,250,1,True,0.920347446792,1,0.0203474467919,18,3.75829054329,0.626381757215,1,1,2,0.652876933399,False,False,False,False,3275.6718309,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
582,33,15,47.6036021573,0,0,14.0423737403,3,18,0,120,150,120,30,150,True,150,150,1,True,0.922151024126,1,0.0221510241259,18,3.67145930681,0.611909884469,1,1,2,0.640120818987,False,False,False,False,3175.6718309,1842.4771,11.9752,2.13162820728e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
582,33,15,47.6036021573,0,0,14.0423737403,4,31,14.0423737403,150,187.5,135.95762626,37.5,173.45762626,True,173.45762626,173.45762626,1,True,0.928516400984,1,0.0285164009839,33,3.69176802463,0.615294670772,1,1,2,0.643113100631,False,False,False,False,3199.12945716,1842.4771,11.9752,1.56319401867e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,173.45762626,187.5,YES
583,33,1,73.9357786383,0,0,0,1,24,73.9357786383,300,375,226.064221362,75,301.064221362,True,301.064221362,301.064221362,1,True,0.932227594196,1,0.0322275941957,18,3.81363547345,0.635605912242,1,1,2,0.660958445198,False,False,False,False,3339.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,301.064221362,375,YES
583,33,1,73.9357786383,0,0,0,2,14,0,200,250,200,50,250,True,250,250,1,True,0.920447772456,1,0.0204477724557,18,3.76900697377,0.628167828961,1,1,2,0.654444634697,False,False,False,False,3287.96163364,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
583,33,1,73.9357786383,0,0,0,3,18,0,120,150,120,30,150,True,150,150,1,True,0.92225115359,1,0.0222511535904,18,3.68209468123,0.613682446872,1,1,2,0.641688520285,False,False,False,False,3187.96163364,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
583,33,1,73.9357786383,0,0,0,4,31,0,150,187.5,150,37.5,187.5,True,187.5,187.5,1,True,0.928412849029,1,0.0284128490291,33,3.71460961799,0.619101602999,1,1,2,0.64647206319,False,False,False,False,3225.46163364,1842.4771,11.9752,1.27897692437e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,187.5,187.5,YES
584,33,5,76.0253466144,0,0,78.8347198273,1,24,76.0253466144,300,375,223.974653386,75,298.974653386,True,298.974653386,298.974653386,1,True,0.931091815333,1,0.0310918153326,18,3.88284596308,0.647140993846,1,1,2,0.671014692255,False,False,False,False,3417.86057483,1842.4771,11.9752,1.56319401867e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,298.974653386,375,YES
584,33,5,76.0253466144,0,0,78.8347198273,2,14,0,200,250,200,50,250,True,250,250,1,True,0.919289140647,1,0.0192891406473,18,3.83980653363,0.639967755605,1,1,2,0.664767429437,False,False,False,False,3368.88592144,1842.4771,11.9752,1.56319401867e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
584,33,5,76.0253466144,0,0,78.8347198273,3,18,0,120,150,120,30,150,True,150,150,1,True,0.921094790232,1,0.0210947902318,18,3.75237751718,0.625396252863,1,1,2,0.652011315025,False,False,False,False,3268.88592144,1842.4771,11.9752,2.13162820728e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
584,33,5,76.0253466144,0,0,78.8347198273,4,31,78.8347198273,150,187.5,71.1652801727,37.5,108.665280173,True,108.665280173,108.665280173,1,True,0.928404631255,1,0.0284046312552,33,3.71642417158,0.619404028596,1,1,2,0.646738610872,False,False,False,False,3227.55120161,1842.4771,11.9752,1.56319401867e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,108.665280173,187.5,YES
585,33,3,81.2565384855,0,0,150,1,24,81.2565384855,300,375,218.743461515,75,293.743461515,True,293.743461515,293.743461515,1,True,0.928736727977,1,0.0287367279772,33,3.94563344482,0.657605574137,1,1,2,0.680092616816,False,False,False,False,3489.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,293.743461515,375,YES
585,33,3,81.2565384855,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.918228670388,1,0.0182286703885,18,3.90700558419,0.651167597365,1,1,2,0.674512650817,False,False,False,False,3445.28239349,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
585,33,3,81.2565384855,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.920036401238,1,0.0200364012383,18,3.81911457752,0.636519096253,1,1,2,0.661756536405,False,False,False,False,3345.28239349,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
585,33,3,81.2565384855,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.928384057903,1,0.0283840579026,33,3.7209681358,0.620161355967,1,1,2,0.647405907692,False,False,False,False,3232.78239349,1842.4771,11.9752,1.27897692437e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
586,33,1,89.3199660627,0,0,0,1,24,89.3199660627,300,375,210.680033937,75,285.680033937,True,285.680033937,285.680033937,1,True,0.932227594196,1,0.0322275941957,18,3.81363547345,0.635605912242,1,1,2,0.660958445198,False,False,False,False,3339.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,285.680033937,375,YES
586,33,1,89.3199660627,0,0,0,2,14,0,200,250,200,50,250,True,250,250,1,True,0.920386744796,1,0.0203867447962,18,3.78243512536,0.630405854227,1,1,2,0.656407059247,False,False,False,False,3303.34582106,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
586,33,1,89.3199660627,0,0,0,3,18,0,120,150,120,30,150,True,150,150,1,True,0.922190245273,1,0.022190245273,18,3.69542234573,0.615903724289,1,1,2,0.643650944835,False,False,False,False,3203.34582106,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
586,33,1,89.3199660627,0,0,0,4,31,0,150,187.5,150,37.5,187.5,True,187.5,187.5,1,True,0.928352344975,1,0.0283523449748,33,3.72797579122,0.621329298537,1,1,2,0.648434487739,False,False,False,False,3240.84582106,1842.4771,11.9752,1.27897692437e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,187.5,187.5,YES
587,33,1,95.6975342433,0,0,0,1,24,95.6975342433,300,375,204.302465757,75,279.302465757,True,279.302465757,279.302465757,1,True,0.932227594196,1,0.0322275941957,18,3.81363547345,0.635605912242,1,1,2,0.660958445198,False,False,False,False,3339.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,279.302465757,375,YES
587,33,1,95.6975342433,0,0,0,2,14,0,200,250,200,50,250,True,250,250,1,True,0.920361444382,1,0.020361444382,18,3.7880061744,0.631334362401,1,1,2,0.65722058914,False,False,False,False,3309.72338924,1842.4771,11.9752,3.8369307731e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
587,33,1,95.6975342433,0,0,0,3,18,0,120,150,120,30,150,True,150,150,1,True,0.922164994339,1,0.0221649943395,18,3.70095205312,0.616825342186,1,1,2,0.644464474728,False,False,False,False,3209.72338924,1842.4771,11.9752,3.8369307731e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
587,33,1,95.6975342433,0,0,0,4,31,0,150,187.5,150,37.5,187.5,True,187.5,187.5,1,True,0.928327261653,1,0.0283272616533,33,3.733521341,0.622253556833,1,1,2,0.649248017633,False,False,False,False,3247.22338924,1842.4771,11.9752,3.8369307731e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,187.5,187.5,YES
588,33,1,95.6975342433,0,0,0,1,24,95.6975342433,300,375,204.302465757,75,279.302465757,True,279.302465757,279.302465757,1,True,0.932227594196,1,0.0322275941957,18,3.81363547345,0.635605912242,1,1,2,0.660958445198,False,False,False,False,3339.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,279.302465757,375,YES
588,33,1,95.6975342433,0,0,0,2,14,0,200,250,200,50,250,True,250,250,1,True,0.920361444382,1,0.020361444382,18,3.7880061744,0.631334362401,1,1,2,0.65722058914,False,False,False,False,3309.72338924,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
588,33,1,95.6975342433,0,0,0,3,18,0,120,150,120,30,150,True,150,150,1,True,0.922164994339,1,0.0221649943395,18,3.70095205312,0.616825342186,1,1,2,0.644464474728,False,False,False,False,3209.72338924,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
588,33,1,95.6975342433,0,0,0,4,31,0,150,187.5,150,37.5,187.5,True,187.5,187.5,1,True,0.928327261653,1,0.0283272616533,33,3.733521341,0.622253556833,1,1,2,0.649248017633,False,False,False,False,3247.22338924,1842.4771,11.9752,1.27897692437e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,187.5,187.5,YES
589,33,1,120.406615481,0,0,0,1,24,120.406615481,300,375,179.593384519,75,254.593384519,True,254.593384519,254.593384519,1,True,0.932227594196,1,0.0322275941957,18,3.81363547345,0.635605912242,1,1,2,0.660958445198,False,False,False,False,3339.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,254.593384519,375,YES
589,33,1,120.406615481,0,0,0,2,14,0,200,250,200,50,250,True,250,250,1,True,0.92026341456,1,0.0202634145596,18,3.80961438524,0.634935730873,1,1,2,0.660372507813,False,False,False,False,3334.43247048,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
589,33,1,120.406615481,0,0,0,3,18,0,120,150,120,30,150,True,150,150,1,True,0.922067156262,1,0.022067156262,18,3.72240181471,0.620400302451,1,1,2,0.647616393401,False,False,False,False,3234.43247048,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
589,33,1,120.406615481,0,0,0,4,31,0,150,187.5,150,37.5,187.5,True,187.5,187.5,1,True,0.928230073096,1,0.0282300730965,33,3.75503181816,0.62583863636,1,1,2,0.652399936306,False,False,False,False,3271.93247048,1842.4771,11.9752,1.27897692437e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,187.5,187.5,YES
590,33,9,153.451932308,0,0,150,1,24,153.451932308,300,375,146.548067692,75,221.548067692,True,221.548067692,221.548067692,1,True,0.928736727977,1,0.0287367279772,33,3.94563344482,0.657605574137,1,1,2,0.680092616816,False,False,False,False,3489.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,221.548067692,375,YES
590,33,9,153.451932308,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.917941550384,1,0.0179415503841,18,3.97081501058,0.661802501763,1,1,2,0.683721977853,False,False,False,False,3517.47778731,1842.4771,11.9752,1.98951966013e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
590,33,9,153.451932308,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.919749845557,1,0.0197498455568,18,3.88250902005,0.647084836675,1,1,2,0.670965863441,False,False,False,False,3417.47778731,1842.4771,11.9752,1.98951966013e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
590,33,9,153.451932308,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.928100079607,1,0.0281000796067,33,3.78386046765,0.630643411275,1,1,2,0.656615234728,False,False,False,False,3304.97778731,1842.4771,11.9752,1.27897692437e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
591,33,6,154.366553609,0,0,150,1,24,154.366553609,300,375,145.633446391,75,220.633446391,True,220.633446391,220.633446391,1,True,0.928736727977,1,0.0287367279772,33,3.94563344482,0.657605574137,1,1,2,0.680092616816,False,False,False,False,3489.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,220.633446391,375,YES
591,33,6,154.366553609,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.917937912373,1,0.0179379123728,18,3.97162523471,0.661937539118,1,1,2,0.683838647993,False,False,False,False,3518.39240861,1842.4771,11.9752,1.98951966013e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
591,33,6,154.366553609,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.919746214698,1,0.019746214698,18,3.88331411597,0.647219019328,1,1,2,0.671082533581,False,False,False,False,3418.39240861,1842.4771,11.9752,1.98951966013e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
591,33,6,154.366553609,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.928096481415,1,0.0280964814154,33,3.78465936133,0.630776560222,1,1,2,0.656731904868,False,False,False,False,3305.89240861,1842.4771,11.9752,1.27897692437e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
592,33,4,165.433406622,0,0,0,1,24,165.433406622,300,375,134.566593378,75,209.566593378,True,209.566593378,209.566593378,1,True,0.932227594196,1,0.0322275941957,18,3.81363547345,0.635605912242,1,1,2,0.660958445198,False,False,False,False,3339.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,209.566593378,375,YES
592,33,4,165.433406622,0,0,0,2,14,0,200,250,200,50,250,True,250,250,1,True,0.920084750208,1,0.0200847502082,18,3.84908648448,0.64151441408,1,1,2,0.666116176807,False,False,False,False,3379.45926162,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
592,33,4,165.433406622,0,0,0,3,18,0,120,150,120,30,150,True,150,150,1,True,0.92188884148,1,0.0218888414803,18,3.76159207154,0.626932011923,1,1,2,0.653360062395,False,False,False,False,3279.45926162,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
592,33,4,165.433406622,0,0,0,4,31,0,150,187.5,150,37.5,187.5,True,187.5,187.5,1,True,0.92805294245,1,0.0280529424496,33,3.7943300604,0.632388343401,1,1,2,0.6581436053,False,False,False,False,3316.95926162,1842.4771,11.9752,1.27897692437e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,187.5,187.5,YES
593,33,4,166.808131684,0,0,112.629642151,1,24,166.808131684,300,375,133.191868316,75,208.191868316,True,208.191868316,208.191868316,1,True,0.930237722037,1,0.0302377220371,33,3.91262667974,0.652104446624,1,1,2,0.675325611212,False,False,False,False,3451.65549715,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,208.191868316,375,YES
593,33,4,166.808131684,0,0,112.629642151,2,14,0,200,250,200,50,250,True,250,250,1,True,0.91843473635,1,0.0184347363496,18,3.94955820188,0.658259700313,1,1,2,0.680658704323,False,False,False,False,3493.46362884,1842.4771,11.9752,1.56319401867e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
593,33,4,166.808131684,0,0,112.629642151,3,18,0,120,150,120,30,150,True,150,150,1,True,0.920242062402,1,0.0202420624018,18,3.86138799711,0.643564666186,1,1,2,0.667902589912,False,False,False,False,3393.46362884,1842.4771,11.9752,2.13162820728e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
593,33,4,166.808131684,0,0,112.629642151,4,31,112.629642151,150,187.5,37.3703578488,37.5,74.8703578488,True,74.8703578488,74.8703578488,1,True,0.928047533894,1,0.0280475338944,33,3.79553188779,0.632588647964,1,1,2,0.658318966801,False,False,False,False,3318.33398668,1842.4771,11.9752,1.27897692437e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,74.8703578488,187.5,YES
594,33,1,174.540368651,0,0,0,1,24,174.540368651,300,375,125.459631349,75,200.459631349,True,200.459631349,200.459631349,1,True,0.932227594196,1,0.0322275941957,18,3.81363547345,0.635605912242,1,1,2,0.660958445198,False,False,False,False,3339.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,200.459631349,375,YES
594,33,1,174.540368651,0,0,0,2,14,0,200,250,200,50,250,True,250,250,1,True,0.92004860996,1,0.0200486099602,18,3.85708476911,0.642847461518,1,1,2,0.667277871303,False,False,False,False,3388.56622365,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
594,33,1,174.540368651,0,0,0,3,18,0,120,150,120,30,150,True,150,150,1,True,0.92185277196,1,0.0218527719597,18,3.76953441042,0.62825573507,1,1,2,0.654521756891,False,False,False,False,3288.56622365,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
594,33,1,174.540368651,0,0,0,4,31,0,150,187.5,150,37.5,187.5,True,187.5,187.5,1,True,0.928017112511,1,0.0280171125111,33,3.80229383243,0.633715638738,1,1,2,0.659305299796,False,False,False,False,3326.06622365,1842.4771,11.9752,1.27897692437e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,187.5,187.5,YES
595,33,6,187.90367117,0,0,150,1,24,187.90367117,300,375,112.09632883,75,187.09632883,True,187.09632883,187.09632883,1,True,0.928736727977,1,0.0287367279772,33,3.94563344482,0.657605574137,1,1,2,0.680092616816,False,False,False,False,3489.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,187.09632883,375,YES
595,33,6,187.90367117,0,0,150,2,14,0,200,250,200,50,250,True,250,250,1,True,0.917804504674,1,0.0178045046742,18,4.00136541982,0.666894236636,1,1,2,0.688116681079,False,False,False,False,3551.92952617,1842.4771,11.9752,1.98951966013e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
595,33,6,187.90367117,0,0,150,3,18,0,120,150,120,30,150,True,150,150,1,True,0.919613069329,1,0.0196130693288,18,3.91286842581,0.652144737634,1,1,2,0.675360566667,False,False,False,False,3451.92952617,1842.4771,11.9752,1.98951966013e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
595,33,6,187.90367117,0,0,150,4,31,150,150,187.5,0,37.5,37.5,True,37.5,37.5,1,True,0.927964534152,1,0.0279645341524,33,3.81398891245,0.635664818741,1,1,2,0.661009937954,False,False,False,False,3339.42952617,1842.4771,11.9752,3.8369307731e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,37.5,187.5,YES
596,33,1,209.431635818,0,0,0,1,24,209.431635818,300,375,90.5683641822,75,165.568364182,True,165.568364182,165.568364182,1,True,0.932227594196,1,0.0322275941957,18,3.81363547345,0.635605912242,1,1,2,0.660958445198,False,False,False,False,3339.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,165.568364182,375,YES
596,33,1,209.431635818,0,0,0,2,14,0,200,250,200,50,250,True,250,250,1,True,0.919910133626,1,0.0199101336258,18,3.88777353449,0.647962255748,1,1,2,0.671728641263,False,False,False,False,3423.45749082,1842.4771,11.9752,3.8369307731e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
596,33,1,209.431635818,0,0,0,3,18,0,120,150,120,30,150,True,150,150,1,True,0.921714566679,1,0.0217145666786,18,3.80001204699,0.633335341166,1,1,2,0.658972526851,False,False,False,False,3323.45749082,1842.4771,11.9752,3.8369307731e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
596,33,1,209.431635818,0,0,0,4,31,0,150,187.5,150,37.5,187.5,True,187.5,187.5,1,True,0.927879825393,1,0.0278798253929,33,3.83285234768,0.638808724613,1,1,2,0.663756069755,False,False,False,False,3360.95749082,1842.4771,11.9752,3.8369307731e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,187.5,187.5,YES
597,33,1,229.206463657,0,0,0,1,24,229.206463657,300,375,70.7935363432,75,145.793536343,True,145.793536343,145.793536343,1,True,0.932227594196,1,0.0322275941957,18,3.81363547345,0.635605912242,1,1,2,0.660958445198,False,False,False,False,3339.025855,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,145.793536343,375,YES
597,33,1,229.206463657,0,0,0,2,14,0,200,250,200,50,250,True,250,250,1,True,0.919831642105,1,0.0198316421052,18,3.90519790334,0.650866317224,1,1,2,0.674251140927,False,False,False,False,3443.23231866,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
597,33,1,229.206463657,0,0,0,3,18,0,120,150,120,30,150,True,150,150,1,True,0.921636228833,1,0.0216362288333,18,3.81731898072,0.636219830119,1,1,2,0.661495026515,False,False,False,False,3343.23231866,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
597,33,1,229.206463657,0,0,0,4,31,0,150,187.5,150,37.5,187.5,True,187.5,187.5,1,True,0.927802008104,1,0.0278020081039,33,3.85020426399,0.641700710665,1,1,2,0.666278569419,False,False,False,False,3380.73231866,1842.4771,11.9752,1.27897692437e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,187.5,187.5,YES
598,33,1,229.376498235,0,0,60.3225495356,1,24,229.376498235,300,375,70.6235017653,75,145.623501765,True,145.623501765,145.623501765,1,True,0.931358646262,1,0.0313586462616,18,3.86656067319,0.644426778865,1,1,2,0.668653258633,False,False,False,False,3399.34840454,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,145.623501765,375,YES
598,33,1,229.376498235,0,0,60.3225495356,2,14,0,200,250,200,50,250,True,250,250,1,True,0.918950297209,1,0.0189502972088,18,3.9586373992,0.659772899866,1,1,2,0.681967644167,False,False,False,False,3503.72490277,1842.4771,11.9752,1.98951966013e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
598,33,1,229.376498235,0,0,60.3225495356,3,18,0,120,150,120,30,150,True,150,150,1,True,0.920756611282,1,0.0207566112824,18,3.87040890317,0.645068150529,1,1,2,0.669211529755,False,False,False,False,3403.72490277,1842.4771,11.9752,1.56319401867e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
598,33,1,229.376498235,0,0,60.3225495356,4,31,60.3225495356,150,187.5,89.6774504644,37.5,127.177450464,True,127.177450464,127.177450464,1,True,0.927801338961,1,0.0278013389608,33,3.85035356638,0.641725594397,1,1,2,0.666300259224,False,False,False,False,3380.90235323,1842.4771,11.9752,3.8369307731e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,127.177450464,187.5,YES
599,33,7,229.376498235,0,0,68.135022784,1,24,229.376498235,300,375,70.6235017653,75,145.623501765,True,145.623501765,145.623501765,1,True,0.931246048071,1,0.031246048071,18,3.87343092247,0.645571820411,1,1,2,0.669649826659,False,False,False,False,3407.16087778,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,145.623501765,375,YES
599,33,7,229.376498235,0,0,68.135022784,2,14,0,200,250,200,50,250,True,250,250,1,True,0.918836178446,1,0.0188361784463,18,3.96555375795,0.660925626325,1,1,2,0.682964212193,False,False,False,False,3511.53737602,1842.4771,11.9752,1.98951966013e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
599,33,7,229.376498235,0,0,68.135022784,3,18,0,120,150,120,30,150,True,150,150,1,True,0.920642716423,1,0.0206427164225,18,3.87728115204,0.646213525341,1,1,2,0.670208097781,False,False,False,False,3411.53737602,1842.4771,11.9752,1.56319401867e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,150,150,YES
599,33,7,229.376498235,0,0,68.135022784,4,31,68.135022784,150,187.5,81.864977216,37.5,119.364977216,True,119.364977216,119.364977216,1,True,0.927801338961,1,0.0278013389608,33,3.85035356638,0.641725594397,1,1,2,0.666300259224,False,False,False,False,3380.90235323,1842.4771,11.9752,3.8369307731e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,119.364977216,187.5,YES
600,33,1,229.376498235,0,0,8.48556758989,1,24,229.376498235,300,375,70.6235017652,75,145.623501765,True,145.623501765,145.623501765,1,True,0.93210540833,1,0.0321054083297,18,3.82106720543,0.636844534238,1,1,2,0.662040873908,False,False,False,False,3347.51142259,1842.4771,11.9752,2.98427949019e-13,1.27897692437e-13,1.11022302463e-16,0,0,0,145.623501765,375,YES
600,33,1,229.376498235,0,0,8.48556758989,2,14,0,200,250,200,50,250,True,250,250,1,True,0.91970713437,1,0.0197071343702,18,3.91283172165,0.652138620275,1,1,2,0.675355259442,False,False,False,False,3451.88792082,1842.4771,11.9752,9.94759830064e-14,1.27897692437e-13,1.11022302463e-16,0,0,0,250,250,YES
