profile_id,global_hour,occurrence_count,realized_pel1_kw,realized_pel2_kw,realized_pel3_kw,realized_pel4_kw,joint_nameplate_increment_kw,joint_increment_requested_from_realized_kw,joint_increment_feasible_kw,joint_hosting_ratio,FULL_CANDIDATE_STRESS_FEASIBLE,limiting_or_full_solution_min_voltage_pu,limiting_or_full_solution_max_voltage_pu,voltage_margin_pu,critical_bus,critical_branch_id,critical_branch_from,critical_branch_to,max_true_s_mva,max_true_s_utilization,max_octagon_utilization,voltage_limited_flag,branch_limited_flag,substation_limited_flag,unclassified_limited_flag,STRESS_FAIL_POLICY_INTERPRETATION
54,20,3,0,200,69.589552668,150,192.5,542.910447332,0,0,NO,0.9,1,0,18,1,1,2,4.62552716803,0.770921194672,0.802215473168,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
55,20,17,300,0,0,0,192.5,662.5,520.134480689,0.785108650097,NO,0.9,1,0,18,1,1,2,4.9795600019,0.829926666984,0.853309442458,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
56,20,71,300,0,0,150,192.5,512.5,370.134480689,0.722213620857,NO,0.9,1,0,18,1,1,2,4.9795600019,0.829926666984,0.853309442458,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
57,20,5,300,104.806304142,120,150,192.5,287.693695858,2.55795384874e-11,8.89124052964e-14,NO,0.9,1,0,18,1,1,2,4.85027127026,0.808378545043,0.834771213985,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
58,20,4,300,104.806304142,120,150,192.5,287.693695858,9.20863385545e-12,3.20084659067e-14,NO,0.9,1,0,18,1,1,2,4.85027127026,0.808378545043,0.834771213985,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
59,20,31,300,200,0,150,192.5,312.5,170.134480689,0.544430338205,NO,0.9,1,0,18,1,1,2,4.9795600019,0.829926666984,0.853309442458,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
60,20,91,300,200,53.7144125081,150,192.5,258.785587492,0,0,NO,0.9,1,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
61,20,292,300,200,53.7144125081,150,192.5,258.785587492,0,0,NO,0.9,1,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
62,20,349,300,200,53.7144125081,150,192.5,258.785587492,0,0,NO,0.9,1,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
63,20,93,300,200,53.7144125081,150,192.5,258.785587492,0,0,NO,0.9,1,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
64,20,12,300,200,53.7144125081,150,192.5,258.785587492,0,0,NO,0.9,1,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
65,21,6928,0,0,0,0,192.5,962.5,782.859814298,0.813360846024,NO,0.9,1,0,18,1,1,2,5.05180590572,0.841967650953,0.867142775475,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
66,21,3,0,0,120,20.3786735323,192.5,822.121326468,590.147396203,0.717834919499,NO,0.9,1,0,18,1,1,2,5.00526742909,0.834211238182,0.860467023143,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
67,21,2,0,0,120,48.6847638436,192.5,793.815236156,561.841305892,0.707773396505,NO,0.9,1,0,18,1,1,2,5.00526742909,0.834211238182,0.860467023143,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
68,21,3,0,0,120,75.6674188952,192.5,766.832581105,534.85865084,0.697490774414,NO,0.9,1,0,18,1,1,2,5.00526742909,0.834211238182,0.860467023143,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
69,21,3,0,200,41.315920353,150,192.5,571.184079647,0,0,NO,0.9,1,0,18,1,1,2,4.70657310978,0.784428851631,0.81719698839,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
70,21,1,218.893223356,70.3658445155,120,150,192.5,403.240932128,4.22062385041e-11,1.04667545235e-13,NO,0.9,1,0,18,1,1,2,4.85379136133,0.808965226888,0.838620008435,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
71,21,3,300,0,0,0,192.5,662.5,482.859814298,0.728845002714,NO,0.9,1,0,18,1,1,2,5.05180590572,0.841967650953,0.867142775475,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
72,21,14,300,0,0,60.9344548861,192.5,601.565545114,421.925359412,0.70137886526,NO,0.9,1,0,18,1,1,2,5.05180590572,0.841967650953,0.867142775475,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
73,21,67,300,0,0,150,192.5,512.5,332.859814298,0.649482564483,NO,0.9,1,0,18,1,1,2,5.05180590572,0.841967650953,0.867142775475,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
74,21,4,300,64.2021297318,120,150,192.5,328.297870268,1.77351466846e-11,5.40215100088e-14,NO,0.9,1,0,18,1,1,2,4.91991454857,0.819985758096,0.84817983115,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
75,21,1,300,64.2021297318,120,150,192.5,328.297870268,2.27373675443e-12,6.92583461652e-15,NO,0.9,1,0,18,1,1,2,4.91991454857,0.819985758096,0.84817983115,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
76,21,35,300,200,0,150,192.5,312.5,132.859814298,0.425151405753,NO,0.9,1,0,18,1,1,2,5.05180590572,0.841967650953,0.867142775475,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
77,21,91,300,200,25.4407801931,150,192.5,287.059219807,2.72848410532e-11,9.50495199964e-14,NO,0.9,1,0,18,1,1,2,4.95640698938,0.826067831563,0.853440280584,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
78,21,292,300,200,25.4407801931,150,192.5,287.059219807,1.1823431123e-11,4.11881253318e-14,NO,0.9,1,0,18,1,1,2,4.95640698938,0.826067831563,0.853440280584,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
79,21,458,300,200,25.4407801931,150,192.5,287.059219807,0,0,NO,0.9,1,0,18,1,1,2,4.95640698938,0.826067831563,0.853440280584,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
80,22,6927,0,0,0,0,192.5,962.5,820.134480689,0.852087772145,NO,0.9,1,0,18,1,1,2,4.9795600019,0.829926666984,0.853309442458,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
81,22,1,0,200,69.589552668,150,192.5,542.910447332,0,0,NO,0.9,1,0,18,1,1,2,4.62552716803,0.770921194672,0.802215473168,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
82,22,1,76.9248715809,0,120,129.699343909,192.5,635.87578451,444.506028656,0.699045378805,NO,0.9,1,0,18,1,1,2,4.93586449818,0.822644083031,0.847058405978,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
83,22,3,84.8753861059,121.154713213,120,150,192.5,486.469900681,1.47082346302e-11,3.0234624197e-14,NO,0.9,1,0,18,1,1,2,4.67495934255,0.779159890425,0.809415093874,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
84,22,2,140.118568585,116.956503955,120,150,192.5,435.42492746,1.75930381374e-11,4.04042971083e-14,NO,0.9,1,0,18,1,1,2,4.71980131243,0.786633552072,0.815926449059,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
85,22,3,198.071298193,112.552382487,120,150,192.5,381.876319319,0,0,NO,0.9,1,0,18,1,1,2,4.76697677865,0.794496129776,0.82275717078,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
86,22,3,300,0,0,150,192.5,512.5,370.134480689,0.722213620857,NO,0.9,1,0,18,1,1,2,4.9795600019,0.829926666984,0.853309442458,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
87,22,5,300,104.806304142,120,150,192.5,287.693695858,2.55795384874e-11,8.89124052964e-14,NO,0.9,1,0,18,1,1,2,4.85027127026,0.808378545043,0.834771213985,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
88,22,1,300,104.806304142,120,150,192.5,287.693695858,9.20863385545e-12,3.20084659067e-14,NO,0.9,1,0,18,1,1,2,4.85027127026,0.808378545043,0.834771213985,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
89,22,73,300,200,0,150,192.5,312.5,170.134480689,0.544430338205,NO,0.9,1,0,18,1,1,2,4.9795600019,0.829926666984,0.853309442458,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
90,22,91,300,200,53.7144125081,150,192.5,258.785587492,0,0,NO,0.9,1,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
91,22,11,300,200,53.7144125081,150,192.5,258.785587492,0,0,NO,0.9,1,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
92,22,323,300,200,53.7144125081,150,192.5,258.785587492,0,0,NO,0.9,1,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
93,22,437,300,200,53.7144125081,150,192.5,258.785587492,0,0,NO,0.9,1,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
94,22,12,300,200,53.7144125081,150,192.5,258.785587492,0,0,NO,0.9,1,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
95,22,12,300,200,53.7144125081,150,192.5,258.785587492,0,0,NO,0.9,1,0,18,1,1,2,4.87591690154,0.812652816923,0.838458765362,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
96,23,3053,0,0,0,0,192.5,962.5,833.957352857,0.866449197774,NO,0.9,1,0,18,1,1,2,4.94035524164,0.823392540273,0.845985036188,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
97,23,457,0,0,0,150,192.5,812.5,683.957352857,0.841793665055,NO,0.9,1,0,18,1,1,2,4.94035524164,0.823392540273,0.845985036188,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
98,23,1,0,0,120,0,192.5,842.5,670.981471823,0.796417177238,NO,0.9,1,0,18,1,1,2,4.90198770707,0.816997951179,0.840502983634,True,False,False,False,FAIL_ONLY_MEANS_NOT_ALL_EXPANDED_SITES_CAN_RUN_AT_CANDIDATE_PMAX_SIMULTANEOUSLY
