method,stage,markov_state,path_count,beginning_inventory_mean_kg,beginning_inventory_q10_kg,beginning_inventory_q90_kg,inventory_range_kg,corr_begin_inventory_production,corr_begin_inventory_total_htt,corr_begin_inventory_total_p_el,corr_begin_inventory_end_inventory,corr_begin_inventory_shortage,low_q25_production_mean_kg,high_q75_production_mean_kg,low_q25_htt_mean_kg,high_q75_htt_mean_kg,low_inventory_path_id,high_inventory_path_id,low_inventory_state_sequence,high_inventory_state_sequence,definition_cn
chi2_eta003,5,102,137,438.23492076245407,423.3003148118385,446.4154288883374,172.04390752916328,,-0.1330183248057449,,1.0,,0.0,0.0,6.529502896574567,11.289728172368719,2002,728,65-98-107-109-102-95-48-56,65-130-124-141-102-87-72-64,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,109,121,436.65510681437047,421.29620533841893,439.557772706599,115.64150181808407,-0.14345883172399027,-0.016350607329050672,-0.14345883172398977,0.9998795415225222,,0.17960013807944236,0.0,6.227715001473911,11.579737655565733,1244,4700,65-106-107-108-109-150-127-184,65-130-147-164-109-94-87-16,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,110,297,432.81311471253554,417.0753863232282,439.2472678026248,158.6971062611596,,0.0311971956764561,,1.0,,0.0,0.0,7.132726712687208,14.087358703659326,173,928,65-90-107-109-110-95-56-40,65-130-140-157-110-111-112-112,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,118,20,478.7658205346872,434.14947608976536,547.9643519938473,122.9754178964829,-0.9116433271068006,-0.7529728130676191,-0.9116433271068005,0.9260214652506644,-0.9093779864984979,120.11999999999998,71.9877583294806,28.05035750447926,3.2045343124435455,6033,1204,65-90-75-84-118-191-216-200,65-58-124-133-118-135-152-128,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,125,14,468.12296904895493,439.557772706599,511.6674910227202,105.85378629888885,-0.8986302617860887,-0.532879769293098,-0.8986302617860883,0.9600137274075107,,120.11999999999999,103.90318777241114,23.623709439745667,21.90608020593264,9858,7005,65-90-83-84-125-142-159-208,65-122-131-124-125-174-199-248,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,126,45,477.9512322787599,431.2710337200406,543.3088018311784,132.48226416715374,-0.9046343886644754,-0.7978080835050233,-0.9046343886644752,0.8928832841967745,-0.909697805327946,120.11999999999996,69.97163334000484,29.330773329300285,3.9559821657503846,4603,5690,65-82-100-93-126-127-152-160,65-66-132-125-126-135-128-192,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,133,14,478.76215845806945,438.6986022382398,536.8965628565887,98.75233407302517,-0.9180710602237412,-0.5595884109054194,-0.9180710602237416,0.9480532001425905,,120.11999999999999,83.8162007570423,24.18166068439778,15.485063551227329,2677,2803,65-66-75-84-133-118-135-120,65-122-123-116-133-215-224-184,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,134,31,482.7053549291663,429.0555134765887,554.2043519938467,151.83187628549297,-0.9061325009650265,-0.772354385024219,-0.906132500965026,0.8990174142683409,-0.8831159566874319,120.11999999999999,64.0394603776595,27.880056520954763,2.1068303183383903,4944,2752,65-90-107-93-134-215-224-224,65-123-140-157-134-199-192-208,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,141,10,457.8077190686957,435.4053863232292,469.9217975351414,62.26095730158312,-0.7376313300877295,0.15999396028667712,-0.7376313300877295,0.972514177846273,,120.11999999999999,114.49471397995056,23.113894517406724,28.060645493850984,7665,6388,65-66-107-68-141-134-119-192,65-58-139-124-141-190-279-264,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,142,36,484.55729755300973,438.33038632322865,554.2043519938476,151.46177565771825,-0.9411120134822916,-0.7261609634086256,-0.9411120134822916,0.80300143436627,-0.8527036360858841,120.11999999999999,48.81778648204566,23.68440085705354,1.968741512425506,8918,4216,65-90-76-93-142-159-168-80,65-123-132-165-142-111-96-112,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,149,13,463.8468721681141,437.74775392787757,508.62238149890015,76.01028527366543,-0.8744202889453275,0.3644430358211416,-0.8744202889453266,0.9759925014055172,,120.11999999999999,103.60479383455909,22.648623539022562,25.63079765428906,7149,9995,65-66-91-84-149-144-176-256,65-66-123-140-149-71-72-96,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,150,32,477.5095268228391,434.0968599214725,552.4921888340873,148.03954203873997,-0.9028712481534751,-0.5602371565396932,-0.9028712481534753,0.9131496675180801,-0.7539156350680847,120.11999999999999,68.95637485392481,18.63292679994209,6.544795442702304,853,4196,65-107-92-101-150-167-168-168,65-114-132-125-150-167-152-168,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,157,16,483.63856626922444,433.1833608346363,537.0102137763784,172.17951018711915,-0.9594188741370929,-0.7988248529497897,-0.9594188741370927,0.9213672071983725,,120.11999999999999,52.82629801184116,28.787423561702006,2.395225524081502,8379,7350,65-106-107-108-157-222-215-200,65-130-179-204-157-190-175-200,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,158,25,481.5725713015186,425.53589586135297,536.9111004152596,134.46736811008736,-0.9226031751654905,-0.8559055584016407,-0.9226031751654904,0.9613416651101776,-0.7981424330532618,120.11999999999999,72.38930087806746,30.4457420331256,5.247110766163617,4189,3255,65-82-100-93-158-199-224-264,65-130-156-165-158-143-176-256,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,165,23,459.008304944446,430.97389394303934,522.023179380106,114.28498419284631,-0.9741066179741269,-0.7426038110481264,-0.9741066179741271,0.8747746955078579,,120.11999999999999,68.97136218705764,29.15638820909565,10.638513489223541,4807,454,65-82-107-108-165-166-167-144,65-114-155-140-165-223-224-224,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,166,44,481.7666828168347,429.0884753305806,559.6847342962756,189.26328925777375,-0.9598874515766973,-0.8033751894950155,-0.959887451576697,0.8470081979532208,,120.11999999999998,36.151796668875924,27.072413861304877,3.107178939777022,6508,567,65-90-99-109-166-215-280-264,65-147-212-221-166-151-144-112,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,182,28,554.5607341151452,485.27395762212575,598.5197472237425,158.65977062459638,-0.9322276217499064,-0.8694228300003439,-0.9322276217499065,0.7538140498505232,-0.8458355880672642,120.11999999999999,44.21968660794057,22.579416339466015,0.2999046990232129,9790,2004,65-58-99-117-182-191-176-192,65-131-180-173-182-135-184-192,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,189,11,526.022866858822,466.8390701918434,588.8832723471166,134.0534760378498,0.0,-0.010328023582119731,,0.9977665832737255,-0.9165621310051163,120.11999999999999,120.11999999999999,33.153856292517496,34.45488465022945,1297,2374,65-58-67-156-189-198-231-248,65-138-203-180-189-174-183-248,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,190,15,563.639338787047,517.9692321424909,595.6292444076528,115.88589657333438,-0.9637461016589206,-0.8029968148577639,-0.96374610165892,0.7316161372628257,-0.6905096991380458,117.0145776895901,50.2195707754471,14.562489357172439,0.0,5784,8590,65-75-68-149-190-183-176-248,65-138-179-205-190-255-240-192,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,198,23,528.214762860013,463.33593561250524,593.5697413056248,158.65977062459694,-0.9131794747924112,-0.9496231487094647,-0.9131794747924115,0.9098937159483483,-0.9131907321750878,120.11999999999999,55.95938884159309,31.081637969468378,1.127317801964497,8014,7851,65-74-99-165-198-223-208-280,65-115-180-173-198-175-224-216,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,206,20,543.9442093762425,468.20251825555755,595.0256741973716,147.97303152259906,-0.9006874386542354,-0.8886948071116577,-0.9006874386542353,0.8193692788849838,-0.8373751379914802,120.11999999999998,49.81021752242815,25.29118180122414,1.9105208916498906,2679,1736,65-66-67-156-206-191-192-256,65-123-180-181-206-247-256-264,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,5,222,27,513.3531055623737,457.0142419687986,588.5855411823825,146.24494823095472,-0.9153199625914261,-0.8280719569496546,-0.915319962591426,0.93445887555109,-0.8956426297768895,120.11999999999999,61.05072201418709,27.79804138417066,5.9814444449510535,6271,3071,65-74-107-164-222-279-200-208,65-122-172-213-222-223-224-192,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,6,62,27,435.96401352572394,425.0474096690449,437.538832900817,147.4012974852452,-0.969139239009837,0.8646580931415092,-0.9691392390098366,0.9954575218345451,,41.32063999935957,31.088590937458147,0.5840640221969634,3.9974649892634813,7572,2255,65-74-59-76-93-62-23-32,65-58-75-140-125-62-79-32,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,6,70,47,442.8697970234365,422.9302577238608,471.311069690746,183.4170406079116,-0.9420929449306794,0.42126820810162746,-0.9420929449306794,0.9898379422010247,,42.05901622638218,20.35406121105607,1.1562499312120218,9.522678528743553,6197,8119,65-82-99-108-101-70-79-104,65-122-131-124-133-70-79-88,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,6,78,44,427.0887587206511,417.0642991891291,434.134641235324,20.797158890236858,-0.9859043018673204,0.6829603457336189,-0.9859043018673209,0.8759029181387155,,39.12024782044147,28.446392523257956,0.46118803047534124,6.13758128910034,7770,1720,65-82-107-100-93-78-71-24,65-66-67-68-61-78-15-32,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,6,86,45,429.99251208874824,415.9529079512192,437.96498623037326,68.50095730158375,-0.9913724573044014,0.7811482190161543,-0.9913724573044019,0.9610640907385716,,45.080265128302834,25.9487472102505,0.2808213296942339,9.615915409149997,1247,1389,65-82-107-108-109-86-95-80,65-82-155-132-85-86-127-128,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,6,94,46,437.7099944772069,417.0876696156717,447.68614029170965,191.9350084294972,-0.8694105762205866,0.004162387758799776,-0.8694105762205859,0.9822564111707542,,38.103516811043,17.585658323642395,1.3641750507469546,6.459291008624921,9639,6815,65-90-107-108-109-94-103-96,65-74-115-140-125-94-23-32,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,6,102,27,425.51167142759107,412.8721832888791,432.8388624546971,50.90620892338171,-0.9796977071773847,0.5970772467029044,-0.9796977071773847,0.9322869143065391,,30.63135835894831,17.049357415668403,6.283035646429788,11.371025504066832,5281,9156,65-98-107-108-109-102-95-88,65-122-131-108-93-102-167-224,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,6,110,66,425.84645176998805,415.5612067466763,432.4601814400593,164.1911441685296,-0.9009838327906095,0.1511171317282768,-0.9009838327906099,0.9930445208910123,,24.740073922424695,15.561066430572051,6.619060334405719,7.669267693545783,4257,6890,65-106-107-108-109-110-111-88,65-146-163-156-165-110-111-112,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,6,150,10,510.220770522208,414.59469374591373,575.9259288195012,209.33273712366724,-0.8970725308557378,-0.5381844386813439,-0.8970725308557371,0.9753573994338351,-0.97756372238251,114.6679343527659,61.45786591802922,5.831588203143081,2.7208839628406625,1244,1956,65-106-107-108-109-150-127-184,65-114-131-148-221-150-71-80,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,6,166,17,505.8812752025367,413.86385080419643,563.3689415924769,179.37422781613282,-0.9221086016279502,-0.3020368119321373,-0.9221086016279505,0.9785554136016806,-0.7447350200356843,114.66793435276591,61.99042516952236,10.342022891727503,4.202927098586974,3668,2543,65-98-107-92-109-166-143-168,65-106-147-164-149-166-127-144,同一 method、stage、current Markov state 下比较不同进入库存历史
chi2_eta003,6,222,12,577.138042563858,537.2002577238605,616.464453487935,112.38815012709165,-0.9749986890537274,-0.9196910000095216,-0.9749986890537276,0.8760785213529458,-0.5431239978515866,114.6679343527659,50.69336664576701,15.19217086118737,2.0845922068446066,8379,2876,65-106-107-108-157-222-215-200,65-58-123-196-213-222-223-224,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,58,795,271.35828067268307,271.3582806726787,271.3582806726787,0.0,,,,,,107.63999999999949,107.63999999999949,0.0,0.0,2,2,65-58-83-92-101-110-111-112,65-58-83-92-101-110-111-112,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,59,335,271.3582806726775,271.3582806726787,271.3582806726787,0.0,,,-1.0,,,118.6519028711773,118.6519028711773,0.0,0.0,22,22,65-59-68-117-142-215-280-272,65-59-68-117-142-215-280-272,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,60,123,271.35828067267806,271.3582806726787,271.3582806726787,0.0,1.0,1.0,,-1.0,,120.1200000000003,120.1200000000003,52.07476988386677,52.07476988386677,184,184,65-60-70-151-168-160-152-112,65-60-70-151-168-160-152-112,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,66,995,271.3582806726848,271.3582806726787,271.3582806726787,0.0,1.0,,,,,107.63999999999947,107.63999999999947,0.0,0.0,3,3,65-66-84-93-88-112-112-112,65-66-84-93-88-112-112-112,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,67,468,271.35828067267744,271.3582806726787,271.3582806726787,0.0,-1.0,,-1.0,,,117.25304630560797,117.25304630560797,0.0,0.0,25,25,65-67-92-53-7-16-24-16,65-67-92-53-7-16-24-16,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,68,185,271.3582806726778,271.3582806726787,271.3582806726787,0.0,,-1.0,,1.0,,120.11999999999999,120.11999999999999,59.457781654804464,59.457781654804464,159,159,65-68-69-38-47-56-56-56,65-68-69-38-47-56-56-56,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,74,1182,271.3582806726859,271.3582806726787,271.3582806726787,0.0,,,,,,107.63999999999946,107.63999999999946,0.0,0.0,1,1,65-74-68-21-48-56-56-32,65-74-68-21-48-56-56-32,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,75,628,271.35828067268073,271.3582806726787,271.3582806726787,0.0,-1.0,,,,,113.87999999999936,113.87999999999936,0.0,0.0,30,30,65-75-69-70-63-88-112-96,65-75-69-70-63-88-112-96,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,76,224,271.35828067267767,271.3582806726787,271.3582806726787,0.0,1.0,1.0,,,,120.1199999999998,120.1199999999998,59.09177358937827,59.09177358937827,57,57,65-76-70-23-48-32-48-32,65-76-70-23-48-32-48-32,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,82,1067,271.3582806726853,271.3582806726787,271.3582806726787,0.0,,,,,,101.39999999999833,101.39999999999833,0.0,0.0,11,11,65-82-107-108-110-111-96-104,65-82-107-108-110-111-96-104,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,83,614,271.3582806726805,271.3582806726787,271.3582806726787,0.0,1.0,,-1.0,,,110.72804474256394,110.72804474256394,0.0,0.0,21,21,65-83-68-29-46-55-40-32,65-83-68-29-46-55-40-32,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,84,184,271.3582806726778,271.3582806726787,271.3582806726787,0.0,1.0,1.0,,1.0,,120.11999999999999,120.11999999999999,54.09901167996153,54.09901167996153,33,33,65-84-93-78-63-80-112-96,65-84-93-78-63-80-112-96,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,90,570,271.3582806726796,271.3582806726787,271.3582806726787,0.0,-1.0,,,1.0,,97.1226624931099,97.1226624931099,0.0,0.0,4,4,65-90-108-111-112-40-56-24,65-90-108-111-112-40-56-24,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,91,300,271.35828067267755,271.3582806726787,271.3582806726787,0.0,0.9999999999999998,,,,,107.6399999999996,107.6399999999996,0.0,0.0,18,18,65-91-109-110-87-96-112-104,65-91-109-110-87-96-112-104,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,92,96,271.3582806726783,271.3582806726787,271.3582806726787,0.0,-1.0,1.0,,1.0,,113.87999999999987,113.87999999999987,51.356553120714665,51.356553120714665,383,383,65-92-71-88-64-72-72-16,65-92-71-88-64-72-72-16,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,98,175,271.3582806726778,271.3582806726787,271.3582806726787,0.0,-1.0,,,1.0,,96.69537042601227,96.69537042601227,0.0,0.0,35,35,65-98-83-100-13-31-40-56,65-98-83-100-13-31-40-56,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,99,74,271.3582806726786,271.3582806726787,271.3582806726787,0.0,1.0,,,-1.0,,102.58443770547366,102.58443770547366,0.0,0.0,53,53,65-99-108-110-111-112-112-96,65-99-108-110-111-112-112-96,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,100,22,271.35828067267875,271.3582806726787,271.3582806726787,0.0,0.9999999999999998,0.9999999999999998,,-0.9999999999999998,,101.40000000000003,101.40000000000003,44.901603941911134,44.901603941911134,715,715,65-100-109-62-79-16-8-24,65-100-109-62-79-16-8-24,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,106,120,271.35828067267806,271.3582806726787,271.3582806726787,0.0,1.0,,,-1.0,,92.23500000000006,92.23500000000006,0.0,0.0,5,5,65-106-107-94-31-16-32-40,65-106-107-94-31-16-32-40,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,107,81,271.35828067267846,271.3582806726787,271.3582806726787,0.0,1.0,,,,,96.16575815085345,96.16575815085345,0.0,0.0,108,108,65-107-109-86-71-96-80-96,65-107-109-86-71-96-80-96,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,108,20,271.3582806726787,271.3582806726787,271.3582806726787,0.0,,-1.0,,1.0,,70.98,70.98,63.513163817771996,63.513163817771996,287,287,65-108-109-102-111-88-120-192,65-108-109-102-111-88-120-192,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,114,46,271.35828067267886,271.3582806726787,271.3582806726787,0.0,,,,,,120.1199999999999,120.1199999999999,32.513228094294824,32.513228094294824,12,12,65-114-132-69-94-23-32-40,65-114-132-69-94-23-32-40,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,115,35,271.3582806726788,271.3582806726787,271.3582806726787,0.0,,-1.0,,,,120.11999999999992,120.11999999999992,70.97954014131534,70.97954014131534,394,394,65-115-84-102-87-104-56-56,65-115-84-102-87-104-56-56,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,116,11,271.35828067267863,271.3582806726787,271.3582806726787,0.0,1.0,-1.0,,,-1.0,120.11999999999998,120.11999999999998,61.207493608455906,61.207493608455906,1831,1831,65-116-133-174-199-240-232-256,65-116-133-174-199-240-232-256,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,122,82,271.35828067267846,271.3582806726787,271.3582806726787,0.0,-1.0,1.0,,,1.0,120.12000000000005,120.12000000000005,32.92745621999616,32.92745621999616,113,113,65-122-203-236-229-264-280-264,65-122-203-236-229-264-280-264,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,123,43,271.35828067267886,271.3582806726787,271.3582806726787,0.0,,,,,,120.1199999999999,120.1199999999999,72.33587988463282,72.33587988463282,800,800,65-123-148-189-207-216-280-264,65-123-148-189-207-216-280-264,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,124,14,271.35828067267863,271.3582806726787,271.3582806726787,0.0,1.0,0.9999999999999999,,-1.0,-1.0,120.11999999999996,120.11999999999996,58.2996849799088,58.2996849799088,481,481,65-124-197-238-279-200-224-216,65-124-197-238-279-200-224-216,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,130,102,271.35828067267823,271.3582806726787,271.3582806726787,0.0,-1.0,1.0,,1.0,-1.0,120.12000000000019,120.12000000000019,47.67108298098384,47.67108298098384,129,129,65-130-115-188-213-255-272-192,65-130-115-188-213-255-272-192,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,131,44,271.35828067267886,271.3582806726787,271.3582806726787,0.0,,,,,,120.1199999999999,120.1199999999999,42.17582167841107,42.17582167841107,131,131,65-131-196-245-231-248-256-224,65-131-196-245-231-248-256-224,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,132,17,271.35828067267863,271.3582806726787,271.3582806726787,0.0,,,,,,120.11999999999995,120.11999999999995,58.8372653768763,58.8372653768763,742,742,65-132-119-136-96-112-112-112,65-132-119-136-96-112-112-112,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,138,94,271.3582806726783,271.3582806726787,271.3582806726787,0.0,-1.0,1.0,,-1.0,1.0,120.12000000000015,120.12000000000015,46.50748467496704,46.50748467496704,64,64,65-138-211-196-239-232-192-184,65-138-211-196-239-232-192-184,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,139,33,271.3582806726788,271.3582806726787,271.3582806726787,0.0,,,,,,120.11999999999992,120.11999999999992,42.365560353446675,42.365560353446675,239,239,65-139-100-87-16-8-16-32,65-139-100-87-16-8-16-32,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,140,23,271.35828067267875,271.3582806726787,271.3582806726787,0.0,-1.0,1.0,,-1.0,1.0,120.11999999999993,120.11999999999993,60.83096573205072,60.83096573205072,237,237,65-140-110-111-96-24-48-56,65-140-110-111-96-24-48-56,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,146,42,271.35828067267886,271.3582806726787,271.3582806726787,0.0,,,,,,120.11999999999992,120.11999999999992,60.11865302599453,60.11865302599453,218,218,65-146-211-132-159-144-208-224,65-146-211-132-159-144-208-224,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,147,31,271.3582806726788,271.3582806726787,271.3582806726787,0.0,-1.0,1.0,,-1.0,,120.11999999999992,120.11999999999992,41.23897106619202,41.23897106619202,185,185,65-147-221-198-191-160-144-128,65-147-221-198-191-160-144-128,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,2,155,12,271.35828067267863,271.3582806726787,271.3582806726787,0.0,1.0,,,,-1.0,120.11999999999996,120.11999999999996,40.5159351347781,40.5159351347781,317,317,65-155-140-134-151-112-104-72,65-155-140-134-151-112-104-72,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,59,236,327.6029165659418,322.9651015096968,329.2051015096968,53.393140716683206,-0.9634392817671421,,-0.963439281767135,0.9601295685425151,,57.20668208612743,54.01869300760988,0.0,0.0,340,1166,65-106-59-76-93-110-111-112,65-122-59-84-6-23-48-56,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,60,283,332.0879384986395,322.9651015096968,338.8181478153038,77.67817916298162,-0.9532920246014542,-0.5607495747312928,-0.9532920246014539,0.9665624049585505,,64.91490944692474,60.865831053326914,40.80367415631638,40.20905773001366,4225,8124,65-106-60-69-94-63-96-104,65-131-60-85-104-88-112-56,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,61,141,335.78697733194025,329.2051015096968,341.6851015096976,68.51317916298126,-0.9874413484429393,-0.564872113777649,-0.9874413484429393,0.8357288476418202,,82.25453521038963,70.75780151294049,43.2632524692831,0.7843968222947475,903,2275,65-82-61-79-104-112-56-56,65-132-61-79-96-64-96-112,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,62,36,337.855553372582,332.2931462522602,341.6851015096976,12.480000000000757,-0.9907881487905366,-0.739828700247462,-0.990788148790535,0.426242326533617,,93.68459184735711,86.54139906874283,46.06982577901953,3.349064930493639,1255,1762,65-91-62-71-24-8-8-24,65-76-62-95-80-8-24-56,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,67,549,327.2905015089553,322.9651015096968,329.2051015096968,53.393140716683206,-0.9823150199873986,,-0.9823150199874003,0.962053250105642,,56.705806926613135,52.09925438868875,0.0,0.0,1528,990,65-106-67-4-13-30-15-16,65-122-67-77-120-136-128-152,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,68,522,332.72322700737453,322.9651015096968,340.2170043808742,73.74742101212837,-0.8971584644971212,-0.4061945414576901,-0.8971584644971221,0.9519662097710228,,62.93282485105089,60.23967284137256,41.58565783736046,45.685469759706706,6005,2991,65-107-68-93-22-39-24-32,65-139-68-77-63-80-88-80,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,69,303,335.56800720929033,329.2051015096968,341.6851015096976,72.79051666987039,-0.867672712507042,-0.4932674526044949,-0.8676727125070429,0.9092514635848548,,80.06527364102205,74.78396899170947,46.364013424671654,2.685128378298308,4174,4363,65-90-69-63-88-64-72-80,65-140-69-86-71-80-144-224,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,70,94,340.87745122767103,335.4451015096967,341.6851015096976,62.273179162981876,-0.9930656203147704,-0.21930922109678733,-0.9930656203147724,0.9459911874862403,,88.21707159704027,78.26250464894895,41.08201703674851,3.9939812978824474,2258,3528,65-91-70-79-64-24-8-16,65-139-70-23-32-40-56-48,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,75,491,327.0111187764118,318.6877640028079,329.2051015096968,48.80504142319006,-0.9715248794977972,,-0.9715248794977952,0.9748226011642341,,52.64217455685472,48.824942679631064,0.0,0.0,1415,3378,65-98-75-69-126-191-200-232,65-114-75-60-69-87-112-112,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,76,452,331.84924007589365,322.9651015096968,340.2170043808742,73.74742101212837,-0.9400723845104187,-0.4759931773380498,-0.9400723845104174,0.9398691132310609,,61.57197705118224,51.568024997621855,43.741989286157434,44.52955771894892,4769,1069,65-107-76-13-31-40-56-40,65-139-76-6-31-8-32-56,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,77,263,335.6182883861095,322.9651015096969,341.68510150969746,98.93317916298116,-0.9506277738398273,-0.4243915850694906,-0.9506277738398263,0.8503057973553279,,74.53335749340388,60.97367317249397,47.19933578697594,2.427311810886214,4503,6287,65-108-77-87-112-112-112-56,65-116-77-86-95-80-96-160,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,78,80,339.44356929600536,329.2051015096968,341.68510150969746,98.93317916298088,-0.9885803452003312,-0.20173648465798633,-0.9885803452003324,0.6484061908152091,,95.65619271549254,78.5508872143022,37.23290192234766,4.673067826189566,9134,2470,65-108-78-95-104-64-80-88,65-155-78-63-80-80-152-136,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,83,362,327.52513535517653,318.6877640028079,329.2051015096968,53.393140716683206,-0.9374172219570621,,-0.9374172219570651,0.8169918215694917,,45.86346137002438,43.26776023430253,0.0,0.0,3514,6316,65-106-83-68-94-111-152-160,65-122-83-68-69-30-23-8,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,84,373,332.7571880073119,318.6877640028079,340.2170043808742,77.67817916298162,-0.9779737744541989,-0.4825918153750335,-0.9779737744541988,0.9769889478740894,,58.29776526350266,49.19921117711137,33.594215193128576,35.94516685344456,5287,319,65-106-84-110-87-104-112-104,65-147-84-62-79-112-104-56,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,85,228,334.8912132497763,324.1495392151704,341.6851015096976,73.74742101212757,-0.7287434163542333,-0.5081060415126268,-0.7287434163542298,0.9534500854815174,,61.52105183939923,57.85604101993394,44.87847463308827,1.7036251887518372,1254,1450,65-107-85-71-88-72-16-32,65-123-85-71-96-112-112-96,同一 method、stage、current Markov state 下比较不同进入库存历史
saa,3,86,73,339.83765670576713,335.4451015096967,341.6851015096976,73.74742101212809,-0.978862993556618,-0.2469739340970604,-0.978862993556619,0.5225627460794334,,89.13325963526793,74.99586892487974,38.99524493543312,2.146362828706333,9452,4380,65-107-86-79-64-80-104-96,65-131-86-79-64-136-184-144,同一 method、stage、current Markov state 下比较不同进入库存历史
