method,global_hour,path_hour_count,total_p_el_mean_kw,site1_p_el_mean_kw,site2_p_el_mean_kw,site3_p_el_mean_kw,site4_p_el_mean_kw,pv_available_mean_kwh,pv_used_mean_kwh,pv_curtailed_mean_kwh,grid_import_mean_kwh,minimum_voltage_mean_pu,minimum_voltage_min_pu,max_branch_mva_mean,max_branch_mva_max,max_branch_utilization_mean,max_branch_utilization_max,mode_min_voltage_bus,mode_max_loading_branch_index,site3_hourly_grid_limited_frequency,unit_note,denominator
saa,16,8914,770.0,300.0,200.0,120.0,150.0,265.931999999991,265.931999999991,0,3805.06840000015,0.912541503933469,0.912541503933492,4.31916730053654,4.31916730053636,0.719861216756048,0.71986121675606,18,1,0.0,p.u./kW/kWh/MVA,8914 observed operating records at this method/global_hour
saa,17,7936,585.070168823317,289.65100959042,100.097395500533,54.4914725862244,140.83029114614,218.449599999996,218.449599999996,0,3633.62128882329,0.919850989335062,0.911603994722817,4.1597069253023,4.32115710813757,0.693284487550369,0.720192851356261,33,1,0.0,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
saa,18,7936,432.504229549591,253.485339861907,53.8068621901868,32.2965881464565,92.9154393510421,142.019200000002,142.019200000002,0,3423.4856995496,0.926004259050149,0.911979008079782,3.93673722664553,4.2317053339941,0.656122871107573,0.70528422233235,18,1,0.0,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
saa,19,7936,136.272770376241,68.7686632175846,26.5829709670312,16.3168485486427,24.6042876429828,42.2304000000004,42.2304000000004,0,3305.04318037634,0.92601571808734,0.906439466081737,3.85911738924288,4.41202106827504,0.643186231540509,0.735336844712506,18,1,0.0,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
saa,20,7936,94.0803097866755,40.7763480266348,26.4112903225806,7.10491265209965,19.7877587853603,0.0,0.0,0,3719.08071978661,0.915676452349529,0.9,4.34535555751463,4.87591690153901,0.724225926252443,0.812652816923168,18,1,0.132056451612903,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
saa,21,7936,97.4700494769524,46.4982695563872,26.4431693092989,3.49550903542881,21.0331015758377,0.0,0.0,0,3812.47004947697,0.913776545867308,0.9,4.45398531606006,4.95640698938082,0.742330886010041,0.82606783156347,18,1,0.132056451612903,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
saa,22,7936,330.667802492803,205.016965631652,43.5112934384943,13.0014393190283,69.1381041036281,0.0,0.0,0,3955.66821249275,0.912832936238922,0.9,4.54979047950686,4.87591690153901,0.758298413251151,0.812652816923168,18,1,0.206149193548387,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
saa,23,7936,712.147634263171,299.855256968051,195.558846803261,66.8469377499361,149.886592741935,0.0,0.0,0,4293.14758426323,0.900280800786318,0.9,4.83184212705293,4.8365984209377,0.805307021175488,0.80609973682295,18,1,0.971522177419355,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
saa,24,7936,769.959677419355,300.0,199.974798387097,119.984879032258,150.0,0.0,0.0,0,4070.96007741942,0.90271987398005,0.902717507319239,4.55514866534575,4.55518439782015,0.759191444224272,0.759197399636692,18,1,0.0,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
saa,25,5788,750.805197729544,296.268140981341,192.570836212854,115.749910929267,146.216309606082,0.0,0.0,0,3659.80622772949,0.912857498163347,0.912081659455724,4.07918494463993,4.09617349876108,0.679864157439976,0.682695583126847,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
saa,26,5788,752.816171389081,296.682791983414,195.991706979959,115.065653075328,145.07601935038,0.0,0.0,0,3493.81747138905,0.916724241628421,0.916065565424307,3.88437345241211,3.89960146845773,0.647395575402032,0.649933578076288,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
saa,27,5788,749.444466707625,294.756811296784,190.646228536129,118.217000691085,145.824426183628,0.0,0.0,0,3435.4451917077,0.918066715564758,0.917366076845495,3.81699245323105,3.83526950324104,0.636165408871851,0.639211583873507,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
saa,28,5788,749.939530062198,295.335176226676,187.802349689012,118.590186592951,148.211817553559,0.0,0.0,0,3379.9403450622,0.919469513963903,0.91868832645269,3.75194960951623,3.7697811836571,0.625324934919396,0.628296863942851,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
saa,29,5788,692.130945065057,285.793049126912,166.655888207607,102.963119242774,136.718888487764,0.0,0.0,0,3288.13208006508,0.922683284325999,0.919490186928441,3.66071702884508,3.73002717586848,0.61011950480749,0.62167119597808,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
saa,30,5788,613.791836210454,269.566048415393,134.697193971095,79.9359358118333,129.592658012133,0.0,0.0,0,3131.79283121039,0.927841703617645,0.921327132775077,3.4999707514193,3.6388451834493,0.583328458569903,0.606474197241551,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
saa,31,5788,467.144230932806,215.328670226841,95.4777853863939,52.4447835203243,103.892991799246,0.0,0.0,0,2929.14531593287,0.933732305662001,0.922643705772219,3.3051138741195,3.573398991913,0.550852312353244,0.595566498652167,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
saa,32,5788,225.672229756009,111.262293910321,42.4661183917415,24.2086876847744,47.7351297691724,0.0,0.0,0,2855.67304475596,0.936024391455769,0.91868832645269,3.29065529038093,3.7697811836571,0.548442548396844,0.628296863942851,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
saa,33,2476,214.65079749562,90.0828733095188,49.5350003363728,28.5696078391045,46.4633160106233,11.9751999999999,11.9751999999999,0,3178.67665249559,0.92789539770239,0.910928863785294,3.67722689256544,4.16385289723747,0.612871148760905,0.693975482872912,18,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
saa,34,2476,159.613026905798,61.3794466584606,43.4286756793441,26.0010023240881,28.8039022439056,34.5872000000004,34.5872000000004,0,3101.02688190578,0.929633899020847,0.911760785490082,3.61010392402438,4.14358717382781,0.601683987337396,0.690597862304636,18,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
saa,35,2476,151.426855188315,58.3272341619889,40.8894705964857,24.5492198625223,27.6609305673179,75.9904000000004,75.9904000000004,0,3208.4371251883,0.927732780839803,0.909548181637472,3.7520029511693,4.29049601127378,0.625333825194882,0.71508266854563,18,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
saa,36,2476,137.162751858463,52.5521607693551,36.70382532656,21.7144945921242,26.1922711704235,139.536800000001,139.536800000001,0,3242.62644185841,0.927870809213917,0.909221535062753,3.81716230252989,4.3652458502615,0.636193717088325,0.727540975043584,18,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
saa,37,2476,124.406852879988,47.078513795676,32.7056384475683,19.3272084538378,25.2954921829063,175.782399999998,175.782399999998,0,3249.62485288004,0.928193845443342,0.909223111477897,3.8413375429141,4.39879346058303,0.640222923819008,0.733132243430504,33,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
saa,38,2476,116.424306381408,44.1943249223761,30.2364672183005,18.3153335912046,23.678180649527,268.003999999998,268.003999999998,0,3250.42041138138,0.928113012826983,0.910215566612005,3.87561725614284,4.43591481800798,0.645936209357132,0.739319136334664,33,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
saa,39,2476,144.458519847796,55.2203619628011,39.2803067962967,22.9484322249745,27.0094188637241,308.467200000004,308.467200000004,0,3136.99171984776,0.930466044235015,0.914103035047291,3.74697403021065,4.28174225315423,0.624495671701775,0.713623708859038,33,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
saa,40,2476,167.673568136192,63.6488978729733,44.4883477897923,26.4568396267141,33.0794828467124,265.932000000001,265.932000000001,0,3202.74196813618,0.928856309872382,0.912541503933492,3.80254264603416,4.31916730053636,0.633757107672364,0.71986121675606,33,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
saa,41,427,302.905490015169,121.495364756389,73.9610321965277,57.874204173477,49.5748888887756,218.4496,218.4496,0,3351.45661001517,0.924490762529551,0.911603994722817,3.91817816719514,4.32115710813757,0.653029694532523,0.720192851356261,18,1,0.0,p.u./kW/kWh/MVA,427 observed operating records at this method/global_hour
saa,42,427,187.922519029798,76.0086440231935,46.2879600982936,27.117737917859,38.5081769904524,142.0192,142.0192,0,3178.9039890298,0.929335148070343,0.911979008079782,3.72717445413929,4.2317053339941,0.621195742356547,0.70528422233235,18,1,0.0,p.u./kW/kWh/MVA,427 observed operating records at this method/global_hour
saa,43,427,140.667746438981,53.7886681411822,37.9759546217844,22.7426467435908,26.1604769324239,42.2304,42.2304,0,3309.43815643898,0.92501702478037,0.906439466081737,3.86309909134547,4.41202106827504,0.643849848557576,0.735336844712506,18,1,0.0,p.u./kW/kWh/MVA,427 observed operating records at this method/global_hour
saa,44,427,102.114627934361,44.9683445223861,25.6691820371056,11.449250476015,20.0278508988547,0.0,0.0,0,3727.11503793436,0.915363726200374,0.9,4.35215802475137,4.875916901539,0.725359670791894,0.812652816923167,18,1,0.117096018735363,p.u./kW/kWh/MVA,427 observed operating records at this method/global_hour
saa,45,427,111.874052943654,49.3351521937566,29.9924717855179,8.99553036510853,23.5508985992708,0.0,0.0,0,3826.87405294365,0.91312417577476,0.9,4.46641395753621,4.95640698938082,0.744402326256034,0.82606783156347,18,1,0.131147540983607,p.u./kW/kWh/MVA,427 observed operating records at this method/global_hour
saa,46,427,149.152831588637,62.0924250895164,42.1058478155197,13.1401199792185,31.8144387043826,0.0,0.0,0,3774.15324158863,0.914121442190067,0.9,4.39316889171718,4.87591690153901,0.732194815286196,0.812652816923168,18,1,0.19672131147541,p.u./kW/kWh/MVA,427 observed operating records at this method/global_hour
saa,47,427,479.985598112097,207.922013960689,132.77974141624,51.5195276089476,87.7643151262202,0.0,0.0,0,4060.9855481121,0.906054828487702,0.9,4.62939000689956,4.8365984209377,0.771565001149925,0.80609973682295,18,1,0.651053864168618,p.u./kW/kWh/MVA,427 observed operating records at this method/global_hour
saa,48,427,667.352641065212,279.807121372783,155.197262751486,100.783103604729,131.565153336214,0.0,0.0,0,3968.35304106522,0.906856407662565,0.902717507319239,4.46483207875213,4.55518439782015,0.744138679792022,0.759197399636692,18,1,0.0,p.u./kW/kWh/MVA,427 observed operating records at this method/global_hour
chi2_eta003,1,10000,770.0,300.0,200.0,120.0,150.0,0.0,0.0,0,3679.00102999994,0.912081659455715,0.912081659455724,4.09617349876121,4.09617349876108,0.682695583126828,0.682695583126847,18,1,0.0,p.u./kW/kWh/MVA,10000 observed operating records at this method/global_hour
chi2_eta003,2,10000,770.0,300.0,200.0,120.0,150.0,0.0,0.0,0,3511.00129999984,0.916065565424306,0.916065565424307,3.8996014684579,3.89960146845773,0.649933578076325,0.649933578076288,18,1,0.0,p.u./kW/kWh/MVA,10000 observed operating records at this method/global_hour
chi2_eta003,3,10000,770.0,300.0,200.0,120.0,150.0,0.0,0.0,0,3456.00072500009,0.917366076845458,0.917366076845495,3.8352695032409,3.83526950324104,0.639211583873489,0.639211583873507,18,1,0.0,p.u./kW/kWh/MVA,10000 observed operating records at this method/global_hour
chi2_eta003,4,10000,770.0,300.0,200.0,120.0,150.0,0.0,0.0,0,3400.00081500017,0.918688326452676,0.91868832645269,3.769781183657,3.7697811836571,0.628296863942824,0.628296863942851,18,1,0.0,p.u./kW/kWh/MVA,10000 observed operating records at this method/global_hour
chi2_eta003,5,10000,770.0,300.0,200.0,120.0,150.0,0.0,0.0,0,3366.00113500002,0.919490186928417,0.919490186928441,3.73002717586856,3.73002717586848,0.621671195978043,0.62167119597808,18,1,0.0,p.u./kW/kWh/MVA,10000 observed operating records at this method/global_hour
chi2_eta003,6,10000,770.0,300.0,200.0,120.0,150.0,0.0,0.0,0,3288.00099499991,0.921327132775076,0.921327132775077,3.63884518344926,3.6388451834493,0.606474197241578,0.606474197241551,18,1,0.0,p.u./kW/kWh/MVA,10000 observed operating records at this method/global_hour
chi2_eta003,7,10000,770.0,300.0,200.0,120.0,150.0,0.0,0.0,0,3232.0010850001,0.922643705772268,0.922643705772219,3.57339899191293,3.573398991913,0.595566498652186,0.595566498652167,18,1,0.0,p.u./kW/kWh/MVA,10000 observed operating records at this method/global_hour
chi2_eta003,8,10000,770.0,300.0,200.0,120.0,150.0,0.0,0.0,0,3400.00081500017,0.918688326452676,0.91868832645269,3.769781183657,3.7697811836571,0.628296863942824,0.628296863942851,18,1,0.0,p.u./kW/kWh/MVA,10000 observed operating records at this method/global_hour
chi2_eta003,9,8914,770.0,300.0,200.0,120.0,150.0,11.9752000000005,11.9752000000005,0,3734.02585500009,0.910928863785319,0.910928863785294,4.16385289723742,4.16385289723747,0.693975482872925,0.693975482872912,18,1,0.0,p.u./kW/kWh/MVA,8914 observed operating records at this method/global_hour
chi2_eta003,10,8914,770.0,300.0,200.0,120.0,150.0,34.5872000000003,34.5872000000003,0,3711.41385500017,0.911760785490063,0.911760785490082,4.1435871738278,4.14358717382781,0.690597862304667,0.690597862304636,18,1,0.0,p.u./kW/kWh/MVA,8914 observed operating records at this method/global_hour
chi2_eta003,11,8914,770.0,300.0,200.0,120.0,150.0,75.9904000000007,75.9904000000007,0,3827.01027000019,0.909548181637501,0.909548181637472,4.29049601127373,4.29049601127378,0.715082668545621,0.71508266854563,18,1,0.0,p.u./kW/kWh/MVA,8914 observed operating records at this method/global_hour
chi2_eta003,12,8914,770.0,300.0,200.0,120.0,150.0,139.536800000002,139.536800000002,0,3875.46368999984,0.909221535062717,0.909221535062753,4.36524585026142,4.3652458502615,0.727540975043608,0.727540975043584,18,1,0.0,p.u./kW/kWh/MVA,8914 observed operating records at this method/global_hour
chi2_eta003,13,8914,758.119329820399,300.0,199.763933814118,108.355396006282,150.0,175.782400000006,175.782400000006,0,3883.33732982054,0.910114758292113,0.909223111477897,4.38830951140133,4.39879346058303,0.731384918566877,0.733132243430504,18,1,0.0,p.u./kW/kWh/MVA,8914 observed operating records at this method/global_hour
chi2_eta003,14,8914,700.643930895221,300.0,156.652456809513,93.9914740857079,150.0,268.003999999999,268.003999999999,0,3834.64003589538,0.913234698969091,0.910215566612005,4.37547737203433,4.43591481800798,0.72924622867235,0.739319136334664,18,1,0.0,p.u./kW/kWh/MVA,8914 observed operating records at this method/global_hour
chi2_eta003,15,8914,770.0,300.0,200.0,120.0,150.0,308.467199999997,308.467199999997,0,3762.53320000018,0.914103035047265,0.914103035047291,4.28174225315419,4.28174225315423,0.713623708859062,0.713623708859038,18,1,0.0,p.u./kW/kWh/MVA,8914 observed operating records at this method/global_hour
chi2_eta003,16,8914,770.0,300.0,200.0,120.0,150.0,265.931999999991,265.931999999991,0,3805.06840000015,0.912541503933469,0.912541503933492,4.31916730053654,4.31916730053636,0.719861216756048,0.71986121675606,18,1,0.0,p.u./kW/kWh/MVA,8914 observed operating records at this method/global_hour
chi2_eta003,17,7936,745.379154206977,298.884113733298,185.280374403855,111.724680307569,149.489985762255,218.449599999996,218.449599999996,0,3793.93027420694,0.912759747211703,0.911603994722817,4.29960559210057,4.32115710813757,0.716600932016759,0.720192851356261,18,1,0.0,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
chi2_eta003,18,7936,616.721688939905,296.134377798908,112.937049053182,59.5349270305763,148.115335057239,142.019200000002,142.019200000002,0,3607.70315893991,0.919752029608064,0.911979008079782,4.09682801013384,4.2317053339941,0.682804668355627,0.70528422233235,18,1,0.0,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
chi2_eta003,19,7936,240.588425091074,132.981668409025,35.9081664071001,21.5759932357979,50.1225970391503,42.2304000000004,42.2304000000004,0,3409.35883509118,0.924309008862228,0.906439466081737,3.949281842332,4.41202106827504,0.658213640388686,0.735336844712506,18,1,0.0,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
chi2_eta003,20,7936,131.666045199013,61.5827334127866,32.2845328988365,9.72615968785209,28.0726191995368,0.0,0.0,0,3756.66645519895,0.914953686526166,0.9,4.37789124528862,4.87591690153901,0.729648540881441,0.812652816923168,18,1,0.15788810483871,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
chi2_eta003,21,7936,154.845120140534,79.3546476678823,34.4669677769152,5.26806488303457,35.7554398127031,0.0,0.0,0,3869.84512014055,0.912846116602924,0.9,4.50358842173562,4.95640698938082,0.750598070289296,0.82606783156347,18,1,0.170866935483871,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
chi2_eta003,22,7936,534.393633914809,295.436112922837,82.5777485049406,24.0301506794412,132.349621807583,0.0,0.0,0,4159.39404391479,0.908526734978732,0.9,4.72682293099821,4.87591690153901,0.787803821833058,0.812652816923168,18,1,0.401965725806452,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
chi2_eta003,23,7936,717.492365204104,300.0,199.852081274545,67.6402839295713,150.0,0.0,0.0,0,4298.49231520416,0.90000000000003,0.9,4.83655852055836,4.8365984209377,0.806093086759727,0.80609973682295,18,1,0.99836189516129,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
chi2_eta003,24,7936,770.0,300.0,200.0,120.0,150.0,0.0,0.0,0,4071.00040000007,0.902717507319262,0.902717507319239,4.55518439782018,4.55518439782015,0.759197399636677,0.759197399636692,18,1,0.0,p.u./kW/kWh/MVA,7936 observed operating records at this method/global_hour
chi2_eta003,25,5788,762.96912293585,298.704215618521,196.959225984796,118.70512846453,148.600552868003,0.0,0.0,0,3671.9701529358,0.912360976483722,0.912081659455724,4.08995310463099,4.09617349876108,0.681658850771818,0.682695583126847,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
chi2_eta003,26,5788,763.93400138217,299.015203870076,197.961299239806,119.108500345542,147.848997926745,0.0,0.0,0,3504.93530138214,0.916271414308338,0.916065565424307,3.89422251589638,3.89960146845773,0.649037085982744,0.649933578076288,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
chi2_eta003,27,5788,762.565529385234,298.196195315219,196.8392314652,119.108500345542,148.421602259272,0.0,0.0,0,3448.56625438532,0.917625565746591,0.917366076845495,3.82867142331378,3.83526950324104,0.63811190388564,0.639211583873507,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
chi2_eta003,28,5788,761.80200414651,298.13407049067,195.818935729095,118.75604699378,149.092950932965,0.0,0.0,0,3391.80281914652,0.919011306936,0.91868832645269,3.76251133709383,3.7697811836571,0.627085222848997,0.628296863942851,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
chi2_eta003,29,5788,746.17941072629,296.327741671757,189.582625694809,113.587811628575,146.681231731149,0.0,0.0,0,3342.18054572631,0.920543585496844,0.919490186928441,3.70881246236767,3.73002717586848,0.618135410394583,0.62167119597808,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
chi2_eta003,30,5788,700.500905572898,280.831833854907,171.074164881917,104.070848871596,144.524057964479,0.0,0.0,0,3218.50190057283,0.924068153884838,0.921327132775077,3.57694909479689,3.6388451834493,0.596158182466173,0.606474197241551,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
chi2_eta003,31,5788,587.334924851563,243.667563136159,132.893137920607,77.5129172638746,133.261306530922,0.0,0.0,0,3049.33600985164,0.929420962237472,0.922643705772219,3.41110286766003,3.573398991913,0.568517144609999,0.595566498652167,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
chi2_eta003,32,5788,310.658744437636,144.552354543569,56.7623374737169,31.1020708617284,78.2419815586222,0.0,0.0,0,2940.65955943759,0.934056090950681,0.91868832645269,3.36478299071326,3.7697811836571,0.560797165118895,0.628296863942851,18,1,0.0,p.u./kW/kWh/MVA,5788 observed operating records at this method/global_hour
chi2_eta003,33,2476,248.124779363321,113.014252522556,50.0625316054336,31.5594265278755,53.4885687074558,11.9751999999999,11.9751999999999,0,3212.15063436329,0.927407759271545,0.910928863785294,3.70623497867858,4.16385289723747,0.617705829779762,0.693975482872912,18,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
chi2_eta003,34,2476,160.728455382999,63.0509298758359,43.0706411983536,26.4450317616009,28.1618525472085,34.5872000000004,34.5872000000004,0,3102.14231038298,0.929624196910002,0.911760785490082,3.61108211992782,4.14358717382781,0.60184701998797,0.690597862304636,18,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
chi2_eta003,35,2476,151.729780527244,58.7826244311963,41.2735361456563,25.3335122555775,26.3401076948143,75.9904000000004,75.9904000000004,0,3208.74005052723,0.927679087489451,0.909548181637472,3.7522639551803,4.29049601127378,0.625377325863383,0.71508266854563,18,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
chi2_eta003,36,2476,135.106011576726,50.6462574388299,38.5246814118981,21.9547501575628,23.9803225684356,139.536800000001,139.536800000001,0,3240.56970157668,0.92781911016045,0.909221535062753,3.81539030854917,4.3652458502615,0.635898384758204,0.727540975043584,18,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
chi2_eta003,37,2476,123.816010255359,46.3306139555065,34.6024617904522,19.7288144290618,23.1541200803385,175.782399999998,175.782399999998,0,3249.03401025541,0.928139591477841,0.909223111477897,3.84078893811697,4.39879346058303,0.640131489686153,0.733132243430504,33,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
chi2_eta003,38,2476,114.440801771786,42.2189403282282,31.2066625499554,18.4669203837757,22.5482785098264,268.003999999998,268.003999999998,0,3248.43690677175,0.928096161961465,0.910215566612005,3.8738954490338,4.43591481800798,0.645649241505625,0.739319136334664,33,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
chi2_eta003,39,2476,143.533378671748,54.9125007904786,40.0273499098964,23.9128925095121,24.680635461861,308.467200000004,308.467200000004,0,3136.06657867171,0.930417793595954,0.914103035047291,3.74617936733668,4.28174225315423,0.624363227889445,0.713623708859038,33,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
chi2_eta003,40,2476,172.677727343304,69.9272871086103,44.4074968042374,26.6125701417905,31.7303732886653,265.932000000001,265.932000000001,0,3207.74612734329,0.928866733458691,0.912541503933492,3.80680307030117,4.31916730053636,0.634467178383534,0.71986121675606,33,1,0.0,p.u./kW/kWh/MVA,2476 observed operating records at this method/global_hour
chi2_eta003,41,427,326.785007907644,155.928241741693,65.4180519564348,52.5570330920331,52.8816811174829,218.4496,218.4496,0,3375.33612790765,0.925081292316446,0.911603994722817,3.9380921056164,4.32115710813757,0.656348684269399,0.720192851356261,18,1,0.0,p.u./kW/kWh/MVA,427 observed operating records at this method/global_hour
