time_h,event,station_total_kg,onboard_total_kg,consumed_H2_kg,original_total_kg,mass_error_kg,case
1.354488183949269,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.4,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.4,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.4041725786574473,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.4041725786574473,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.432215083862989,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.432215083862989,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.4777299644471371,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.4777299644471371,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.4899102446147614,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.4899102446147614,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.5,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.5,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.541996153626778,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.541996153626778,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.570743458029892,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.570743458029892,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.648470357943612,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.648470357943612,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
