time_h,vehicle_id,event,road_state,kind,requested_at_h,edge_id,from_node,to_node,route_edges,weight_km,arrival_h,node,case,requested_H2_kg,transferred_H2_kg
0.0,1.0,TRANSFERRED,W0,,,,,,,,,,CASE-10,4.0,4.0
0.0,2.0,ACTION_START,W0,REFUEL,0.0,,,,,,,,CASE-10,,
0.0,2.0,REJECTED_STATION_INVENTORY,W0,,,,,,,,,,CASE-10,4.0,0.0
0.0,1.0,ACTION_START,W0,SERVICE,0.0,,,,,,,,EXTRA-fuel-exhaustion,,
0.08332500000000001,1.0,FUEL_DEPLETED,W0,,,,,,,,,24.0,EXTRA-fuel-exhaustion,,
0.5,1.0,SERVICE_COMPLETE,W0,,,,,,,,,24.0,EXTRA-fuel-exhaustion,,
0.0,1.0,ACTION_START,W0,MOVE,0.0,,,,,,,,EXTRA-offsite-refuel,,
0.0,1.0,EDGE_ENTER,W0,,,1.0,24.0,1.0,[1],8.666666666666666,0.21666666666666665,,EXTRA-offsite-refuel,,
0.21666666666666665,1.0,EDGE_ARRIVAL,W0,,,1.0,,,,,,1.0,EXTRA-offsite-refuel,,
0.21666666666666665,1.0,MOVE_COMPLETE,W0,,,,,,,,,1.0,EXTRA-offsite-refuel,,
0.21666666666666665,1.0,ACTION_START,W0,REFUEL,0.0,,,,,,,,EXTRA-offsite-refuel,,
0.21666666666666665,1.0,REJECTED_NOT_AT_SITE,W0,,,,,,,,,,EXTRA-offsite-refuel,1.0,0.0
1.4,1.0,ACTION_START,W1,MOVE,1.4,,,,,,,,EXTRA-boundary-arrival,,
1.4,1.0,EDGE_ENTER,W1,,,1.0,24.0,1.0,"[1, 2]",4.0,1.5,,EXTRA-boundary-arrival,,
1.5,1.0,EDGE_ARRIVAL,M12,,,1.0,,,,,,1.0,EXTRA-boundary-arrival,,
1.5,1.0,UNREACHABLE,M12,,,,,,,,,1.0,EXTRA-boundary-arrival,,
3.4,1.0,ACTION_START,W3,MOVE,3.4,,,,,,,,EXTRA-horizon-in-transit,,
3.4,1.0,EDGE_ENTER,W3,,,1.0,24.0,1.0,[1],8.666666666666666,3.6166666666666667,,EXTRA-horizon-in-transit,,
0.0,1.0,ACTION_START,W0,SERVICE,0.0,,,,,,,,EXTRA-concurrent-service,,
0.0,2.0,ACTION_START,W0,SERVICE,0.0,,,,,,,,EXTRA-concurrent-service,,
0.3,1.0,SERVICE_COMPLETE,W0,,,,,,,,,24.0,EXTRA-concurrent-service,,
0.3,2.0,SERVICE_COMPLETE,W0,,,,,,,,,24.0,EXTRA-concurrent-service,,
0.0,1.0,ACTION_START,W0,SERVICE,0.0,,,,,,,,FROZEN-INTEGRATION,,
0.0,4.0,ACTION_START,W0,WAIT,0.0,,,,,,,,FROZEN-INTEGRATION,,
0.3,1.0,SERVICE_COMPLETE,W0,,,,,,,,,24.0,FROZEN-INTEGRATION,,
0.3,1.0,ACTION_START,W0,MOVE,0.0,,,,,,,,FROZEN-INTEGRATION,,
0.3,1.0,EDGE_ENTER,W0,,,31.0,24.0,23.0,"[31, 32, 10, 9, 11, 14, 23, 22]",3.1089743589743573,0.3777243589743589,,FROZEN-INTEGRATION,,
0.3777243589743589,1.0,EDGE_ARRIVAL,W0,,,31.0,,,,,,23.0,FROZEN-INTEGRATION,,
0.3777243589743589,1.0,EDGE_ENTER,W0,,,32.0,23.0,26.0,"[32, 10, 9, 11, 14, 23, 22]",9.462947657548034,0.6142980504130597,,FROZEN-INTEGRATION,,
0.6142980504130597,1.0,EDGE_ARRIVAL,W0,,,32.0,,,,,,26.0,FROZEN-INTEGRATION,,
0.6142980504130597,1.0,EDGE_ENTER,W0,,,10.0,26.0,6.0,"[10, 9, 11, 14, 23, 22]",2.0833333333333357,0.6663813837463931,,FROZEN-INTEGRATION,,
0.6663813837463931,1.0,EDGE_ARRIVAL,W0,,,10.0,,,,,,6.0,FROZEN-INTEGRATION,,
0.6663813837463931,1.0,EDGE_ENTER,W0,,,9.0,6.0,7.0,"[9, 11, 14, 23, 22]",2.3076923076923066,0.7240736914387008,,FROZEN-INTEGRATION,,
0.7240736914387008,1.0,EDGE_ARRIVAL,W0,,,9.0,,,,,,7.0,FROZEN-INTEGRATION,,
0.7240736914387008,1.0,EDGE_ENTER,W0,,,11.0,7.0,8.0,"[11, 14, 23, 22]",3.1089743589743626,0.8017980504130598,,FROZEN-INTEGRATION,,
0.8017980504130598,1.0,EDGE_ARRIVAL,W0,,,11.0,,,,,,8.0,FROZEN-INTEGRATION,,
0.8017980504130598,1.0,EDGE_ENTER,W0,,,14.0,8.0,16.0,"[14, 23, 22]",6.662427769738461,0.9683587446565214,,FROZEN-INTEGRATION,,
0.9683587446565214,1.0,EDGE_ARRIVAL,W0,,,14.0,,,,,,16.0,FROZEN-INTEGRATION,,
0.9683587446565214,1.0,EDGE_ENTER,W0,,,23.0,16.0,15.0,"[23, 22]",2.3076923076923066,1.026051052348829,,FROZEN-INTEGRATION,,
1.0,3.0,ACTION_START,W1,SERVICE,1.0,,,,,,,,FROZEN-INTEGRATION,,
1.026051052348829,1.0,EDGE_ARRIVAL,W1,,,23.0,,,,,,15.0,FROZEN-INTEGRATION,,
1.026051052348829,1.0,EDGE_ENTER,W1,,,22.0,15.0,14.0,[22],2.08340833341956,1.0781362606843181,,FROZEN-INTEGRATION,,
1.0781362606843181,1.0,EDGE_ARRIVAL,W1,,,22.0,,,,,,14.0,FROZEN-INTEGRATION,,
1.0781362606843181,1.0,MOVE_COMPLETE,W1,,,,,,,,,14.0,FROZEN-INTEGRATION,,
1.0781362606843181,1.0,ACTION_START,W1,REFUEL,0.0,,,,,,,,FROZEN-INTEGRATION,,
1.0781362606843181,1.0,TRANSFERRED,W1,,,,,,,,,,FROZEN-INTEGRATION,10.0,10.0
1.0781362606843181,1.0,ACTION_START,W1,MOVE,0.0,,,,,,,,FROZEN-INTEGRATION,,
1.0781362606843181,1.0,EDGE_ENTER,W1,,,22.0,14.0,15.0,"[22, 23, 14, 11, 9, 10, 32, 31]",2.08340833341956,1.1302214690198071,,FROZEN-INTEGRATION,,
1.1302214690198071,1.0,EDGE_ARRIVAL,W1,,,22.0,,,,,,15.0,FROZEN-INTEGRATION,,
1.1302214690198071,1.0,EDGE_ENTER,W1,,,23.0,15.0,16.0,"[23, 14, 11, 9, 10, 32, 31]",2.307833422280682,1.187917304576824,,FROZEN-INTEGRATION,,
1.15,3.0,SERVICE_COMPLETE,W1,,,,,,,,,14.0,FROZEN-INTEGRATION,,
1.187917304576824,1.0,EDGE_ARRIVAL,W1,,,23.0,,,,,,16.0,FROZEN-INTEGRATION,,
1.187917304576824,1.0,EDGE_ENTER,W1,,,14.0,16.0,8.0,"[14, 11, 9, 10, 32, 31]",6.662835174897794,1.354488183949269,,FROZEN-INTEGRATION,,
1.3,4.0,WAIT_COMPLETE,W1,,,,,,,,,18.0,FROZEN-INTEGRATION,,
1.3,4.0,ACTION_START,W1,MOVE,0.0,,,,,,,,FROZEN-INTEGRATION,,
1.3,4.0,EDGE_ENTER,W1,,,26.0,18.0,17.0,"[26, 24, 14, 11, 9, 10, 32, 31]",2.0834195865487586,1.352085489663719,,FROZEN-INTEGRATION,,
1.352085489663719,4.0,EDGE_ARRIVAL,W1,,,26.0,,,,,,17.0,FROZEN-INTEGRATION,,
1.352085489663719,4.0,EDGE_ENTER,W1,,,24.0,17.0,16.0,"[24, 14, 11, 9, 10, 32, 31]",2.083483559749128,1.4041725786574473,,FROZEN-INTEGRATION,,
1.354488183949269,1.0,EDGE_ARRIVAL,W1,,,14.0,,,,,,8.0,FROZEN-INTEGRATION,,
1.354488183949269,1.0,EDGE_ENTER,W1,,,11.0,8.0,7.0,"[11, 9, 10, 32, 31]",3.109075996548801,1.432215083862989,,FROZEN-INTEGRATION,,
1.4,2.0,ACTION_START,W1,MOVE,1.4,,,,,,,,FROZEN-INTEGRATION,,
1.4,2.0,EDGE_ENTER,W1,,,31.0,24.0,23.0,"[31, 32, 34, 35, 36, 38, 39]",3.109198577885484,1.4777299644471371,,FROZEN-INTEGRATION,,
1.4041725786574473,4.0,EDGE_ARRIVAL,W1,,,24.0,,,,,,16.0,FROZEN-INTEGRATION,,
1.4041725786574473,4.0,EDGE_ENTER,W1,,,14.0,16.0,8.0,"[14, 11, 9, 10, 32, 31]",6.662835174897794,1.570743458029892,,FROZEN-INTEGRATION,,
1.432215083862989,1.0,EDGE_ARRIVAL,W1,,,11.0,,,,,,7.0,FROZEN-INTEGRATION,,
1.432215083862989,1.0,EDGE_ENTER,W1,,,9.0,7.0,6.0,"[9, 10, 32, 31]",2.307806430070893,1.4899102446147614,,FROZEN-INTEGRATION,,
1.4777299644471371,2.0,EDGE_ARRIVAL,W1,,,31.0,,,,,,23.0,FROZEN-INTEGRATION,,
1.4777299644471371,2.0,EDGE_ENTER,W1,,,32.0,23.0,26.0,"[32, 34, 35, 36, 38, 39]",9.463630124360183,1.7143207175561417,,FROZEN-INTEGRATION,,
1.4899102446147614,1.0,EDGE_ARRIVAL,W1,,,9.0,,,,,,6.0,FROZEN-INTEGRATION,,
1.4899102446147614,1.0,EDGE_ENTER,W1,,,10.0,6.0,26.0,"[10, 32, 31]",2.0834363604806705,1.541996153626778,,FROZEN-INTEGRATION,,
1.541996153626778,1.0,EDGE_ARRIVAL,M12,,,10.0,,,,,,26.0,FROZEN-INTEGRATION,,
1.541996153626778,1.0,EDGE_ENTER,M12,,,32.0,26.0,23.0,"[32, 31]",9.463630124360183,1.7785869067357827,,FROZEN-INTEGRATION,,
1.570743458029892,4.0,EDGE_ARRIVAL,M12,,,14.0,,,,,,8.0,FROZEN-INTEGRATION,,
1.570743458029892,4.0,EDGE_ENTER,M12,,,11.0,8.0,7.0,"[11, 9, 10, 32, 31]",3.109075996548801,1.648470357943612,,FROZEN-INTEGRATION,,
1.648470357943612,4.0,EDGE_ARRIVAL,M12,,,11.0,,,,,,7.0,FROZEN-INTEGRATION,,
1.648470357943612,4.0,EDGE_ENTER,M12,,,9.0,7.0,6.0,"[9, 10, 32, 31]",2.307806430070893,1.7061655186953844,,FROZEN-INTEGRATION,,
1.7061655186953844,4.0,EDGE_ARRIVAL,M12,,,9.0,,,,,,6.0,FROZEN-INTEGRATION,,
1.7061655186953844,4.0,EDGE_ENTER,M12,,,10.0,6.0,26.0,"[10, 32, 31]",2.0834363604806705,1.758251427707401,,FROZEN-INTEGRATION,,
1.7143207175561417,2.0,EDGE_ARRIVAL,M12,,,32.0,,,,,,26.0,FROZEN-INTEGRATION,,
1.7143207175561417,2.0,EDGE_ENTER,M12,,,34.0,26.0,27.0,"[34, 35, 36, 38, 39]",3.1090714832676736,1.7920475046378335,,FROZEN-INTEGRATION,,
1.758251427707401,4.0,EDGE_ARRIVAL,M12,,,10.0,,,,,,26.0,FROZEN-INTEGRATION,,
1.758251427707401,4.0,EDGE_ENTER,M12,,,32.0,26.0,23.0,"[32, 31]",9.463630124360183,1.9948421808164056,,FROZEN-INTEGRATION,,
1.7785869067357827,1.0,EDGE_ARRIVAL,M12,,,32.0,,,,,,23.0,FROZEN-INTEGRATION,,
1.7785869067357827,1.0,EDGE_ENTER,M12,,,31.0,23.0,24.0,[31],3.109198577885484,1.8563168711829199,,FROZEN-INTEGRATION,,
1.7920475046378335,2.0,EDGE_ARRIVAL,M12,,,34.0,,,,,,27.0,FROZEN-INTEGRATION,,
1.7920475046378335,2.0,EDGE_ENTER,M12,,,35.0,27.0,28.0,"[35, 36, 38, 39]",3.1090163537529754,1.8697729134816579,,FROZEN-INTEGRATION,,
1.8563168711829199,1.0,EDGE_ARRIVAL,M12,,,31.0,,,,,,24.0,FROZEN-INTEGRATION,,
1.8563168711829199,1.0,MOVE_COMPLETE,M12,,,,,,,,,24.0,FROZEN-INTEGRATION,,
1.8563168711829199,1.0,ACTION_START,M12,SERVICE,0.0,,,,,,,,FROZEN-INTEGRATION,,
1.8697729134816579,2.0,EDGE_ARRIVAL,M12,,,35.0,,,,,,28.0,FROZEN-INTEGRATION,,
1.8697729134816579,2.0,EDGE_ENTER,M12,,,36.0,28.0,29.0,"[36, 38, 39]",3.109009821436614,1.9474981590175733,,FROZEN-INTEGRATION,,
1.9474981590175733,2.0,EDGE_ARRIVAL,M12,,,36.0,,,,,,29.0,FROZEN-INTEGRATION,,
1.9474981590175733,2.0,EDGE_ENTER,M12,,,38.0,29.0,30.0,"[38, 39]",3.1091589611051575,2.025227133045202,,FROZEN-INTEGRATION,,
1.9948421808164056,4.0,EDGE_ARRIVAL,M12,,,32.0,,,,,,23.0,FROZEN-INTEGRATION,,
1.9948421808164056,4.0,EDGE_ENTER,M12,,,31.0,23.0,24.0,[31],3.109198577885484,2.0725721452635426,,FROZEN-INTEGRATION,,
2.025227133045202,2.0,EDGE_ARRIVAL,W2,,,38.0,,,,,,30.0,FROZEN-INTEGRATION,,
2.025227133045202,2.0,EDGE_ENTER,W2,,,39.0,30.0,31.0,[39],2.307808367701292,2.0829223422377345,,FROZEN-INTEGRATION,,
2.05631687118292,1.0,SERVICE_COMPLETE,W2,,,,,,,,,24.0,FROZEN-INTEGRATION,,
2.0725721452635426,4.0,EDGE_ARRIVAL,W2,,,31.0,,,,,,24.0,FROZEN-INTEGRATION,,
2.0725721452635426,4.0,MOVE_COMPLETE,W2,,,,,,,,,24.0,FROZEN-INTEGRATION,,
2.0829223422377345,2.0,EDGE_ARRIVAL,W2,,,39.0,,,,,,31.0,FROZEN-INTEGRATION,,
2.0829223422377345,2.0,MOVE_COMPLETE,W2,,,,,,,,,31.0,FROZEN-INTEGRATION,,
