unique_path_id,support_out_path_rank,consequence_replica_rank,consequence_replica_id,namespace,wind_seed,wind_stream_position,resistance_seed,resistance_stream_position,joint_stream_position,wind_q_W1,wind_q_W2,wind_q_W3,wind_W1_mps,wind_W2_mps,wind_W3_mps,failed_lines_W1,failed_lines_W2,failed_lines_W3,closed_roads_W1,closed_roads_W2,closed_roads_W3,damage_sha256,formal_scenario_sha256
5,3,1,SO-P0003-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,11,2704202601,11,11,0.507191564351873,0.329013720604701,0.412786253437214,28.5792313257989,45.3125878581766,55.0887459280575,0,12,30,0,3,23,f466845b874204c5e0f3145504a75f222cad9f867e034b729f1964e20dc4ccdf,1bfc84c0644e34f67f0f410c9b15fac269e64ac87f15e7cd7e0ab62de2d54d41
5,3,2,SO-P0003-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,12,2704202601,12,12,0.689126824379211,0.992946702884076,0.635873238453997,29.4065387858563,50.3417754335561,56.1598002861032,0,14,32,0,11,29,a2a783282edba1bebea49b53047a8ff12478b6f6aefc311f8ca0f9245315422d,f5102df1fd7ed8085bc415cf87b857aaf6e74ff2f2d481182b3084bbdbf54449
5,3,3,SO-P0003-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,13,2704202601,13,13,0.209954446041748,0.533303376050063,0.293131294349493,27.1244152877164,46.3592228808156,54.4455503800053,0,12,31,0,6,23,36bc86ebdc89d3f4227e9b9a6ff97cf1a36302b9fd5adabbb4a5920a59b9fd78,13a1a983ecf56823882f94d8a07c6b3a274fe09701a56ddeb3929a6e710e5d05
5,3,4,SO-P0003-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,14,2704202601,14,14,0.874259009197946,0.890510348325658,0.975370456033229,30.5690068431279,48.7006244497648,59.0012525190749,0,14,30,0,4,27,4261090e8056184a7faffd50708916e3f72d07f64db995fa3dd496c5bc3f1e63,bc6777019759ec7760a6dee7bc7a5d2e247765dd8c1f7bcaedc9994ea277f05d
5,3,5,SO-P0003-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,15,2704202601,15,15,0.459266406970184,0.0923890976220821,0.612479350499439,28.3815247623398,43.5203342131795,56.038360654379,0,10,28,0,4,24,98afc74b0c905e24672367e6218b3e5e98ec112283becfed8b76398e6b029608,532850209fbb80601e1873aa43822e478b960917e870c674b043b7674dc93aea
6,4,1,SO-P0004-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,16,2704202601,16,16,0.544874990475755,0.610331088340803,0.660779842763491,28.7360155360764,46.7508347204404,56.2934630221622,1,9,13,0,0,9,d5b883fc784819ae09da522c7151e9d769c1b8190ba0f280363b24984b743fad,4a1c6c8572e916e570edeea29f927518f58283277edc3a04ed01feb953e97d79
6,4,2,SO-P0004-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,17,2704202601,17,17,0.878007422278204,0.856239992022642,0.34516491296832,30.5995084323688,48.3798180318795,54.7388740250531,0,3,10,0,4,9,3621a6127174c830b9ec8ec14bc3ab2120b7a02e84571a5a1b99825a90695732,0537ad60f6f60fc68b2ca968c1f79f502ec66ecaf920115b6cd49852c6259196
6,4,3,SO-P0004-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,18,2704202601,18,18,0.749892294273483,0.40044810725182,0.658452941332313,29.7356007110812,45.7061618345453,56.2807721398063,3,7,16,0,0,9,eee6b7fbb6b2d8b9228fed675c11697487d2344263c8f8ef4fc78473bcb744ad,90b71efd6c15a0e83b94cf4e27bf395f073a57fea008ffe3c4dd86b23352d6e5
6,4,4,SO-P0004-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,19,2704202601,19,19,0.318216283857546,0.11240137032991,0.751843633668196,27.7309573181871,43.7284282670024,56.8297740086174,1,3,14,0,0,7,09dd250977793ae403290f106bba5e396a372d8b63fe5b079ef6afd3cd83f7e6,193392909754c3ce27856d23f38a83f21581c8bb737726d970ae5df58c10844f
6,4,5,SO-P0004-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,20,2704202601,20,20,0.306121026170616,0.180056383162676,0.936374948034257,27.6689588611288,44.320441633526,58.3947540361015,1,5,20,0,0,6,8b65916e1edfca37ce4dea8bc285baa35d0e50c77d874e36d687b00bfc5d6c59,743a5e984c7498b614da43842d037c7f8cbaccfe5ed4191185f3cd3ec12d5ded
7,5,1,SO-P0005-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,21,2704202601,21,21,0.983434738147561,0.313053746906994,0.998690726459058,31.8628274183956,45.2189668643793,59.769727165284,5,8,28,0,1,22,8aed0cacd8a3cfa1339a0886a7eb7685f37c7b46e82b5c2476e3c996ffefc9ea,32e0bcfcdc806db42a847c7bb99b8b3c0ce705143e258e4b1033d11de44d43f6
7,5,2,SO-P0005-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,22,2704202601,22,22,0.099375779521761,0.244598751604146,0.825180313613491,26.3055532246963,44.7873047996605,57.3391359864409,1,6,22,0,0,15,67452216a357f35133b02107fa7fe97c5f9304f3f2a76680a15ad798ddd8ee4e,ba46dfe33572c9de75705b094e7ac3baf33cf43290004de0b3c50fcfcbeb5b1e
7,5,3,SO-P0005-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,23,2704202601,23,23,0.340968543354536,0.66154739211204,0.930248481403476,27.8444690258314,47.0331102657963,58.3192452578799,1,6,26,0,2,17,86bcb63b7acb8ee5aa6092f9edca0aba5eaad75c06c57a5d01a2b05811352a80,b27261b3f7c40598b172e072b2153b7b2f9c5ed33b8c19116a19dcd2075a4d0d
7,5,4,SO-P0005-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,24,2704202601,24,24,0.503561116728112,0.646406973615453,0.384141201064719,28.5644482947515,46.9475653192406,54.9443274005996,2,5,22,0,2,16,bef940a69696aa624ac10884fa59527701af1af52f10029bcdc92838c0568802,c41b1f6a0bdba138321eb36926e8618770234660110bc9f27d0c7ab92eb5fb51
7,5,5,SO-P0005-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,25,2704202601,25,25,0.895483130147743,0.266021545117899,0.722267200534224,30.7483315859735,44.9282403450325,56.6461695960642,3,5,24,0,2,11,59aef87c0b746ab280760e2164dc06a75e0f79be45d2f2e726fe83f69b9468e8,9542d51b5e1bcfa231246ace99f1bb37576e4559b750a2c30a484e40a1a6decc
8,6,1,SO-P0006-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,26,2704202601,26,26,0.337412574064059,0.519821714499627,0.143635143337756,27.8269835425159,46.2941041421449,53.411892059189,0,5,11,0,0,6,e9856b63e991ced491927685c2adec1a6d38a1064aec44f8a9f7e4db92b07a71,11723562e0f8c562b96f96b5ce71e6baa59ad49703cf5be8512e06db0243a9a4
8,6,2,SO-P0006-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,27,2704202601,27,27,0.00205597434807625,0.181639969368377,0.698339154505797,24.7597041364488,44.3328172985025,56.5046796652502,0,4,11,0,1,5,6697b2a165dba8aa12631ca2d59c1f68a73ab05a307ac101a893427d24a4501d,21174f676b608e50ca515c908f873fb69e720fad6dc424ef9657e5f85f3b902e
8,6,3,SO-P0006-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,28,2704202601,28,28,0.99594471533805,0.150596405055772,0.662275674341233,32.2352622677385,44.0794086871537,56.3016442587036,1,2,10,1,1,5,f59cf4dd81bc285d237577b7d62cdb491081ad716bb0eccaa30aa093889649c8,c5e75db3236d2816b4a7e2362c5c2a7e77267a98d0b9cb0e1f344c47d5bee75e
8,6,4,SO-P0006-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,29,2704202601,29,29,0.880257013080418,0.877786979398421,0.451712948209223,30.6180391815435,48.5763452816355,55.2771923504179,1,7,13,0,3,6,2d6ba393226da1f7c89ee9616d203312612c2214226f43d7cb1e0dae94007860,1e4e01fba64514a04b7ad8987b2b776536432784ccf207dd0c53d9f56e4a97b2
8,6,5,SO-P0006-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,30,2704202601,30,30,0.465996193789711,0.90367123312685,0.33558569566046,28.4098599894717,48.837039767602,54.686627276285,1,10,14,0,3,3,c5e0534ef3cde709e10ec9d2cf026b86c1f7a239caa601cae4c166bfea4ac8a1,2044980d841a5903d7be37a977be023f9b04a1293b745307204b25a61b62e320
9,7,1,SO-P0007-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,31,2704202601,31,31,0.105130928463181,0.3658933525378,0.753755662276334,26.3570999187536,45.520593030278,56.8420108173383,0,18,28,0,14,25,c276d9784e7dd06c32bbe8363f1a3216333c30f00d5cf02f1f6ef5c89aba5972,3fa637e987b3a6dac6e18034dcec9eb64b1df9e47733d2de576948662956c3fd
9,7,2,SO-P0007-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,32,2704202601,32,32,0.175038100802031,0.22994938300257,0.0272121914666449,26.8962731265051,44.6873443085198,52.0498065318901,1,19,27,0,9,17,e9a03884d923e48312e18b7cc43fd5b6e49d69e099e48f98b0ccfd4d37018bc2,5d1a6a067000333d814adca96441971702937691711a70bd3fd00fe745235508
9,7,3,SO-P0007-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,33,2704202601,33,33,0.62693145384599,0.72268104836933,0.277018101281768,29.1016412910363,47.3997212563793,54.3495123677801,2,19,29,0,15,28,74d5857c389e43d7c8ba3636424d91c71372b092a3ea2856a2dceb75389fa314,8e7b7188c226be115d803975f2fa5d4e2bf6cfebdee41202ff0b7854a599459b
9,7,4,SO-P0007-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,34,2704202601,34,34,0.0970035018869846,0.0100215224600438,0.463985056862853,26.2838721589291,42.1653952677054,55.3349042438035,0,14,30,0,10,29,6f6e70eeb891e83f3546f6b87cc05ebe3277fea1d228b88a47706c9bcdb095ee,92d519471e411418cd47dcea36bec6c14723fa4609ef53761653cf98a033d346
9,7,5,SO-P0007-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,35,2704202601,35,35,0.398588273162907,0.117965477981976,0.148750215057001,28.116032121139,43.7829180487358,53.4544620000743,3,17,31,0,9,16,80d702fc263d2b5be9bfac12ecc8c08392c3045dfa7ac39414cb616fcb7f3356,9a3a847073c153f4f1c57c0b31d1abdabb9bc0074714b3d5b47163440555e518
10,8,1,SO-P0008-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,36,2704202601,36,36,0.449441950172757,0.827576962628346,0.381389437136746,28.3397842615722,48.1399909798916,54.9301745767889,2,24,29,0,12,23,35daec9a2fd5cefae3e5cf051703499eeb77ccf7271ea8e8b35f893eeaf809ad,a4aece802b82ea76a897724e219b35d886643c9896e6ed3eacd80f4c8ec715a8
10,8,2,SO-P0008-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,37,2704202601,37,37,0.674942270032579,0.380431066313678,0.0859697917076887,29.3344956237081,45.599688343001,52.8659519190379,4,19,30,0,15,27,ad0726321817a3d57c9a2df526ea2fd2ddab2a0c030afa43bfe14e51c1c2d04d,0fed44a4c071614506b4b363eaad09ff5c50b06515d469196056514e6a109f1e
10,8,3,SO-P0008-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,38,2704202601,38,38,0.861810172042091,0.983915888562431,0.852048088725244,30.470841174041,50.057031410246,57.5521330904995,2,24,30,0,22,31,3785b7175083221d00f327d89ce4b48a0378557dfe741d726a226c2e749fd7c4,683ab29e5b7631faa9ffa6a72ec667736a97ee40572ed276e6734e5ba1e2638c
10,8,4,SO-P0008-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,39,2704202601,39,39,0.980327720194081,0.674363706955023,0.804296359414299,31.7966637447288,47.1070313174603,57.1846851963376,4,23,30,2,16,26,cbd322db67eb2e73d7b837d364cb932770a934625281d13ff5eb6c6431aeb202,aa8b7abaadf430627fa60a4a53f33a1452b5b7d98b5ab56d796d09dbae34afd5
10,8,5,SO-P0008-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,40,2704202601,40,40,0.85900505551745,0.152033508395845,0.758443966787884,30.4493398330396,44.0916867868106,56.872218142982,3,18,28,0,13,24,fd404f00c73ccb552a773d4f69d22f93b798067cb702d16c16f7210ba9551d16,42378ee1a0ce28d5aedde784a67e71dfd325a3dd7a42fea0f937cf220def977c
11,9,1,SO-P0009-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,41,2704202601,41,41,0.874030669428232,0.134868082333688,0.644286568605913,30.5671635851828,43.9409981314008,56.204424421585,1,8,29,0,4,21,8231bb20c27529a0f036e227a47f9ec389c2274727c48a636510be5ea6dd1439,4a81d6d798860420472bc2d53830ad665094162a81277d78d909b3f080b91323
11,9,2,SO-P0009-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,42,2704202601,42,42,0.570161652379203,0.640586725397811,0.00590742783475184,28.8448905483728,46.9151689531519,51.4891327297446,2,13,28,0,6,19,8bb6bb63f2d1c640d56018161d295f52ccf7278306e8fdf3f99d4d7b7df577ae,53857e03746c66659ec5876e2ac88e02ef8dfb4978764eb2f549d130408c57a5
11,9,3,SO-P0009-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,43,2704202601,43,43,0.294887258430948,0.684701608217978,0.357438895641749,27.6102695241453,47.1677241595871,54.8047700684129,1,13,30,0,6,24,0be26438cf1e7bbe2361fdd7cd00768de68475bc90ac918c8dff8ae3cbe6ea7b,9a2c4f0d8b6e94ad79651bf1c3336aa88f0977ab5aaf2c341beb8f726e87b6a6
11,9,4,SO-P0009-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,44,2704202601,44,44,0.737313279713276,0.745910522837899,0.0333041628744759,29.6644527155902,47.5495264363046,52.1613864974315,2,15,30,0,8,21,cd71e34b8b2812dbe5f9ed221ba19760dded167dee914abb88c6ff6ecbe6962b,2f02ff79baf5d6f8012934b4a290057ed206d6a725714fc1e5d269ffc89e9e6a
11,9,5,SO-P0009-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,45,2704202601,45,45,0.844974448886057,0.624780883386374,0.233844039723599,30.3448695815335,46.828491609736,54.0774475801881,3,10,27,0,8,25,4679eb9b79338bdfa31d046f73dee975aea078a678dae2f7aa0d0be3259072dd,663c877b9138016e8f44b7d3925db7b2739600aee769dce26b653c117ba41681
12,10,1,SO-P0010-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,46,2704202601,46,46,0.163142335960484,0.855254982293017,0.484221898360828,26.8134139990896,48.3711989239376,55.4284293924159,0,12,23,0,9,19,f0a9b38c617f1be5641601725dffdd397d1f09d8bad3b58facc080ea5de98a3b,047ab94df5117befe847a3e5476110f0e98e7100f956fb72fce86ea6ca59369d
12,10,2,SO-P0010-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,47,2704202601,47,47,0.586461594734269,0.783680846528388,0.264110336590089,28.9167775814184,47.8085634083204,54.2705456168503,0,6,20,0,2,11,09efaa58c9dd0f420bb65918e5bab481819ab4bbc9fb1b0b19de2464b30f6da8,956535468b81d4d46ac87c03d8ab99ea035f2e58d432272035bd2ca96b32cc31
12,10,3,SO-P0010-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,48,2704202601,48,48,0.190063282018003,0.488952788809633,0.994358565685208,26.9970033973947,46.1477880986131,59.5220061823108,1,8,28,0,1,18,9c9ba4f6e3cda92b3e917193848f889b84536708f24184fa52d69deefb2ef817,bab0d6f75060beb3587c869d4049835db360f9bd40bb8eacb77f34071a28c5d7
12,10,4,SO-P0010-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,49,2704202601,49,49,0.489903346737659,0.422677437572441,0.861752084680655,28.508900009944,45.8213295629876,57.6337708119387,2,7,26,0,3,18,b37741057fba318e32aded226ba1845c80fb2848f16b8f67eda823be895b5458,fba4fea8767c7bccb09489a18675f32405a1ce1bb07c9b443dae2040b1ff8d9c
12,10,5,SO-P0010-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,50,2704202601,50,50,0.905228990714423,0.357284634006744,0.423202843505882,30.836774841487,45.4730133564359,55.1400139084293,3,10,22,0,1,9,298bf1dc38f8019707f74835eadad612692d058c0e75c2424f68fc0b4257c582,ab4ac2e73ad2549498e55faec875d2e2728544ba51b79f1fd9884fe142e2f64e
13,11,1,SO-P0011-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,51,2704202601,51,51,0.316758159659272,0.98886574816331,0.179388692081268,27.7235464053775,50.1986361528101,53.6954112913044,1,10,24,0,5,22,15e2eddafe29c2fce29256479c0ccf80206230e53df5b6a3be7c811d6d4dd96a,a090db3483315232f47943b31e4524d116bf8f44c45631d5571ff1cf7e290a10
13,11,2,SO-P0011-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,52,2704202601,52,52,0.614604925225225,0.595285530554292,0.32733123375125,29.044316461215,46.6714913669106,54.641004664502,2,9,27,0,3,21,2a04e1204dc53ba0d9f2ac3ee424fa70c38db97ab94cc5d2fa11a957fbdff738,a0c7d1222288e798733483dbb805bf483acb9abe5d6e2d2d60162dd871d52c92
13,11,3,SO-P0011-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,53,2704202601,53,53,0.939002603754113,0.0210481434522245,0.850231357458837,31.1854260062314,42.4643168450874,57.537150020217,4,7,31,0,0,26,5a9a378953f83ba84923da0bdda70d872a850cb6aa83c6b596e316c309304b45,06a0c9f048f992fd4445ddb89b9f6d921b3cb5f4f49f6e2cc30e0e51f00bd008
13,11,4,SO-P0011-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,54,2704202601,54,54,0.71677662120466,0.565824933267737,0.633942859938114,29.5518623814891,46.5202905977415,56.1496345403967,1,9,27,0,5,20,5e1b4e6bb68e4dd00001205bf489e38feec1f9881808189717331ab1a3d368f1,8a117c9fece5ea3563006607008eb7deab0d3af41d0911652d61d6d15c392add
13,11,5,SO-P0011-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,55,2704202601,55,55,0.41064747023496,0.90159927643645,0.0270530292521258,28.1703256341989,48.8149714709296,52.046731906799,1,9,23,0,5,18,74c24e936a35c2bb05ee672593e507e35f2fdab0a6bb33e6e43d559adac419a5,af1068331cd1b8839acfbdc1b422ff33fad25d15ae50b33d508ccea060a33174
14,12,1,SO-P0012-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,56,2704202601,56,56,0.679505753672605,0.014845772775574,0.962166350076033,29.3574988433664,42.3098680393897,58.7621539587167,0,3,31,0,1,28,7c412bdb36c1f7dbb1d8d0fad7b26482d66113a45d92d931e6edad4e58ecedb7,155764191c61943048c7b30b6d09db41efc8f5c5726da511b27d78ac278f35f1
14,12,2,SO-P0012-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,57,2704202601,57,57,0.721936570904155,0.971184819637369,0.874226659703039,29.5797565012918,49.7717027570622,57.7430506691494,1,10,29,0,8,27,c99111e38279eb203981229b3bcccf65fff8b28a0bbaf982a9ae2217c3743aee,3e54cdd7815bcce2009ea42944a8f5e7c2e747ddb92cace546cc6029fced1a04
14,12,3,SO-P0012-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,58,2704202601,58,58,0.655221384248844,0.248171425176975,0.478184036216047,29.2368968957648,44.8112253871216,55.4007332873908,2,9,29,0,3,24,721ac4fb49f550b78f4eecdec4b4b35c9d49d187766acc6bcccbfef03ee1ea1b,cc22a0933504b85c204d78b4fb0e7117cadacca026a0b273d7ff8b9493ee8d81
14,12,4,SO-P0012-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,59,2704202601,59,59,0.59521564842341,0.237091964770116,0.481592024369265,28.9559705471182,44.7364676737987,55.4163873230227,1,6,29,0,3,21,9ff6a513a5c188e6b077a0c12912ebe01d945bf013ebb17e593b6c7f75f27d3d,25b3ad39d66ae562d647398633af2d20531a38372a9cde32b7c789934c0e9d83
14,12,5,SO-P0012-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,60,2704202601,60,60,0.552825552477877,0.817770418547587,0.968052394700641,28.7699141326906,48.0625886959118,58.862512411222,2,7,32,0,2,27,55c7050bad13c67b1259fab91dcee3cef0fe6db6e44d373d9f21bcebc03f53e8,f8c69a47ef6eedd6c8acdd08c6dec6c182a3a1f8671c655a4c9d41bf4d5ac7b3
15,13,1,SO-P0013-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,61,2704202601,61,61,0.241299520143416,0.26840174851036,0.00253607213105422,27.3135086206203,44.9435431243398,51.3204854463274,1,2,9,0,0,6,59249855fe7161a8ea0ea9891f2c9473a49437406824138d74db1b539bd24494,85f12f5aee8e8a115e58a082b1195dfe7d288551fe350a92032896e16e7f220c
15,13,2,SO-P0013-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,62,2704202601,62,62,0.14077175422334,0.605523359677848,0.167507192738899,26.6489572814034,46.725317021685,53.6046192247477,0,2,9,0,0,5,43a6f3faa55ead934da03dc6f07e8cb1464e93ae60ad244d20d2a042b98aec04,55435522cfa9d15a852762d1fb5df4561bd1e5eb5097a63580607e0c3ddc1dee
15,13,3,SO-P0013-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,63,2704202601,63,63,0.00481012562608396,0.974671157483924,0.751795343530242,24.8972356619989,49.8421586780806,56.8294655676014,0,5,13,0,0,10,93eb76f048f9b6e434d4832876e3ea189fdf6148a8362e44e110784a79eff179,11a7b57091704f9334a3f527a37f9c0378e8bf1679782a95c225eb537facbf10
15,13,4,SO-P0013-R04,STEP04CA2_SUPPORT_OUT_V1,1704202601,64,2704202601,64,64,0.261426872428345,0.239443886191117,0.763048453522807,27.4284993682792,44.7524807289089,56.9021721106029,1,2,10,0,0,9,fc72e6041a4042e41c2faf6c54b2cbc12bba9235c622739282eedf604c9f341f,3aa6a9a8754a4bbfc1b27d8b4a813e3011298891f557157434f151229f1b8bd3
15,13,5,SO-P0013-R05,STEP04CA2_SUPPORT_OUT_V1,1704202601,65,2704202601,65,65,0.920863730928502,0.154386130946144,0.257318717881053,30.988769008835,44.1116621652122,54.2282205739668,7,7,12,0,0,6,c2a1345d717fae9734419163d6a8c8cbcc2162da0868c271a43636d50f8c7c6d,ed41b20aa2c07673e44d7f594e67c8618336975a37317fb577cbb2c5f3dc6375
16,14,1,SO-P0014-R01,STEP04CA2_SUPPORT_OUT_V1,1704202601,66,2704202601,66,66,0.572350927254711,0.0904144574253414,0.0907026929665399,28.8544656147074,43.4986272111256,52.9166270020911,1,1,27,0,0,15,73dcae4245c4b2e7eef025b4a0714fa6237727a37daf1875587f8491544125d7,52ee38bb41a2cdf9a25023158460590fcc0b4a7250d78a1d700cc90b4520cec3
16,14,2,SO-P0014-R02,STEP04CA2_SUPPORT_OUT_V1,1704202601,67,2704202601,67,67,0.194022982055743,0.178747938655558,0.242022302813779,27.0228800856043,44.3101750710236,54.1307991414267,0,0,25,0,0,17,1a90c6f7dbaa7af15a6929ac46f9657b577c6e10c31eea9c69cbeb05c1ff6407,4487454df69be008eff0b505f8f3d5ea750dfe4ef9337a4b4ed2ed2c9fe76d37
16,14,3,SO-P0014-R03,STEP04CA2_SUPPORT_OUT_V1,1704202601,68,2704202601,68,68,0.425906238078751,0.258976318569114,0.306115987087101,28.2378943457746,44.8825395421759,54.5210364208607,3,5,24,0,0,19,f6e78e3f4e3432fb31b9319736a4553f03e4bb8ab57cde621c49655b229a8452,378a4ca28886449986dc2e926a9c026f1bb573245cf29f8aa914839272fe9a2e
