unique_path_id,support_out_path_rank,consequence_replica_rank,consequence_replica_id,path_probability,STATE19_SAA_operating_loss,STATE19_DRO_operating_loss,SAA_minus_DRO_loss,STATE19_SAA_shortage_kg,STATE19_DRO_shortage_kg,SAA_minus_DRO_shortage_kg,DRO_improves_loss,DRO_improves_shortage,verified_low_probability_high_harm_replica
7,5,2,SO-P0005-R02,1.44e-15,77523.0523157147,77523.0523157147,0.0,36.5491094564002,36.5491094564002,0.0,False,False,True
7,5,3,SO-P0005-R03,1.44e-15,169314.381581654,169314.381581654,0.0,83.7356462919019,83.7356462919019,0.0,False,False,True
7,5,4,SO-P0005-R04,1.44e-15,95976.0553042818,95976.0553042818,0.0,46.3682731909555,46.3682731909555,0.0,False,False,True
7,5,5,SO-P0005-R05,1.44e-15,56633.0277359833,56633.0277359833,0.0,26.1844366254807,26.1844366254807,0.0,False,False,False
8,6,1,SO-P0006-R01,7.2e-16,58457.119597809,58457.119597809,0.0,27.8209639145733,27.8209639145733,0.0,False,False,False
8,6,2,SO-P0006-R02,7.2e-16,21985.5447977009,21985.5447977009,0.0,9.81916373455527,9.81916373455527,0.0,False,False,False
8,6,3,SO-P0006-R03,7.2e-16,11770.513850203,11770.513850203,0.0,4.90958186727764,4.90958186727764,0.0,False,False,False
8,6,4,SO-P0006-R04,7.2e-16,22052.0931390619,22052.0931390619,0.0,9.81916373455527,9.81916373455527,0.0,False,False,False
8,6,5,SO-P0006-R05,7.2e-16,3362.26020316389,3362.26020316389,0.0,0.0,0.0,0.0,False,False,False
9,7,1,SO-P0007-R01,1.0368e-13,328007.294523733,328007.294523733,0.0,163.10721981289,163.10721981289,0.0,False,False,True
9,7,2,SO-P0007-R02,1.0368e-13,113323.970349041,113323.970349041,0.0,54.5509096364182,54.5509096364182,0.0,False,False,True
9,7,3,SO-P0007-R03,1.0368e-13,428888.929448678,428888.929448678,0.0,213.021302130213,213.021302130213,0.0,False,False,True
9,7,4,SO-P0007-R04,1.0368e-13,336247.343689235,336247.343689235,0.0,167.198538035622,167.198538035622,0.0,False,False,True
9,7,5,SO-P0007-R05,1.0368e-13,127985.105659506,127985.105659506,0.0,61.3697733409705,61.3697733409705,0.0,False,False,True
10,8,1,SO-P0008-R01,2.88e-14,163677.746987276,163677.746987276,0.0,80.1898371655347,80.1898371655347,0.0,False,False,True
10,8,2,SO-P0008-R02,2.88e-14,321208.53274309,321208.53274309,0.0,158.470392493795,158.470392493795,0.0,False,False,True
10,8,3,SO-P0008-R03,2.88e-14,460506.831278647,460506.831278647,0.0,228.568311376592,228.568311376592,0.0,False,False,True
10,8,4,SO-P0008-R04,2.88e-14,339030.933123731,339030.933123731,0.0,167.744047131986,167.744047131986,0.0,False,False,True
10,8,5,SO-P0008-R05,2.88e-14,342625.40888216,342625.40888216,0.0,169.653328969261,169.653328969261,0.0,False,False,True
11,9,1,SO-P0009-R01,2.7e-14,148655.157965363,148655.157965363,0.0,73.3709734609825,73.3709734609825,0.0,False,False,True
11,9,2,SO-P0009-R02,2.7e-14,145324.471738389,145324.471738389,0.0,71.4616916237078,71.4616916237078,0.0,False,False,True
11,9,3,SO-P0009-R03,2.7e-14,227381.819106941,227381.819106941,0.0,112.920382947386,112.920382947386,0.0,False,False,True
11,9,4,SO-P0009-R04,2.7e-14,178702.407319199,178702.407319199,0.0,87.8269645146333,87.8269645146333,0.0,False,False,True
11,9,5,SO-P0009-R05,2.7e-14,167544.153357478,167544.153357478,0.0,82.3718735509915,82.3718735509915,0.0,False,False,True
12,10,1,SO-P0010-R01,1.44e-15,161242.171688231,161242.171688231,0.0,79.0988189728064,79.0988189728064,0.0,False,False,True
12,10,2,SO-P0010-R02,1.44e-15,36532.6900712293,36532.6900712293,0.0,16.3652728909255,16.3652728909255,0.0,False,False,False
12,10,3,SO-P0010-R03,1.44e-15,138847.320710257,138847.320710257,0.0,67.6431279491586,67.6431279491586,0.0,False,False,True
12,10,4,SO-P0010-R04,1.44e-15,165967.915834809,165967.915834809,0.0,81.8263644546273,81.8263644546273,0.0,False,False,True
12,10,5,SO-P0010-R05,1.44e-15,56394.6127129102,56394.6127129102,0.0,26.1844366254807,26.1844366254807,0.0,False,False,False
13,11,1,SO-P0011-R01,1.8e-15,187370.673351661,187370.673351661,0.0,92.1910372855467,92.1910372855467,0.0,False,False,True
13,11,2,SO-P0011-R02,1.8e-15,138746.087002586,138746.087002586,0.0,67.9158824973406,67.9158824973406,0.0,False,False,True
13,11,3,SO-P0011-R03,1.8e-15,230930.005636865,230930.005636865,0.0,114.556910236478,114.556910236478,0.0,False,False,True
13,11,4,SO-P0011-R04,1.8e-15,128688.674967036,128688.674967036,0.0,62.7335460818809,62.7335460818809,0.0,False,False,True
13,11,5,SO-P0011-R05,1.8e-15,80047.4616131844,80047.4616131844,0.0,38.7311458418569,38.7311458418569,0.0,False,False,True
