unique_path_id,support_out_path_rank,consequence_replica_rank,consequence_replica_id,D_finite,D_nonnegative,C_domain_exact,D_persistent_nondecreasing,A_persistent_nonincreasing,C_nondecreasing_while_reachable,failed_line_persistent,closed_road_persistent,source_demand_zero,passed,formal_scenario_sha256
439,359,1,SO-P0359-R01,1,1,1,1,1,1,1,1,1,1,e40623e1b0414227ad1d3ef44d03f371587479f2f6c2b0dc02d4e59ef3a8993b
439,359,2,SO-P0359-R02,1,1,1,1,1,1,1,1,1,1,5b8f817181faff5c2d08db2dda923a341d5c2b7d32f87f0b805b0d1af402cf94
439,359,3,SO-P0359-R03,1,1,1,1,1,1,1,1,1,1,1ba088c230317d7b84541cb9ff7d04cc8ea206514bb7b67f8574c885f1093a21
439,359,4,SO-P0359-R04,1,1,1,1,1,1,1,1,1,1,95d0dd6d77029ec79ffbdd0b3a4af3210f66ea77a336f585e386c609a95bb465
439,359,5,SO-P0359-R05,1,1,1,1,1,1,1,1,1,1,ab2b987a8e88c36e1e20c0fd313a61b6c0ffb30fbaea3ad110ee54849e838c33
440,360,1,SO-P0360-R01,1,1,1,1,1,1,1,1,1,1,9068820a513ef0b445d12463ed935d0cb28723a6145821bf5a8f41bdec671acd
440,360,2,SO-P0360-R02,1,1,1,1,1,1,1,1,1,1,32adc2be3ca1c1783f2081551877de2ef6c248b6242c50f9a4d424d024bc0feb
440,360,3,SO-P0360-R03,1,1,1,1,1,1,1,1,1,1,a3d0bedc36561614a8eff5f9472c3137dd0a978b13757a2e2f437499b41c5e82
440,360,4,SO-P0360-R04,1,1,1,1,1,1,1,1,1,1,8ff7d14ce106921213ca00921a3b774053937398c644fddf86ac619d4e4bd55b
440,360,5,SO-P0360-R05,1,1,1,1,1,1,1,1,1,1,9f41c1cbff9c2ccc27beb2fecd8cd89e3f6cdbee3137a4cb8c26cc98fa72c3f2
441,361,1,SO-P0361-R01,1,1,1,1,1,1,1,1,1,1,58c8824de1df39c6809bce4a0b400128a74b6a33714082a22872d6cd47df9668
441,361,2,SO-P0361-R02,1,1,1,1,1,1,1,1,1,1,d8ca1ec05c827075d74fd3164237df922bc601dacf627067a531410c512b7beb
441,361,3,SO-P0361-R03,1,1,1,1,1,1,1,1,1,1,cf6d25139d6a9aed5d12a29d1989fd211af3121337409d85b288c4e399b90cbb
441,361,4,SO-P0361-R04,1,1,1,1,1,1,1,1,1,1,375b2d65f77d9d340a747d477a945be1a947f1bc2fe7308c8a285648101bd94c
441,361,5,SO-P0361-R05,1,1,1,1,1,1,1,1,1,1,b44470f9e6e21f102b234e4700b842d8e334b0b701bf36433cd6547b8e4433a1
445,362,1,SO-P0362-R01,1,1,1,1,1,1,1,1,1,1,73e26340e82743d1e0b662790698095916afd4fa262dc85709fda229c3b6cb88
445,362,2,SO-P0362-R02,1,1,1,1,1,1,1,1,1,1,504e36531480ad405d17afaf49647b5c4683cbd01da7209d9ad4603c4728118d
445,362,3,SO-P0362-R03,1,1,1,1,1,1,1,1,1,1,67139f844fff9d341f31fbe16c789bbe4b25772573fef2d5ef3a03d23104e460
445,362,4,SO-P0362-R04,1,1,1,1,1,1,1,1,1,1,e84753df4cd18269a8c2a87f3330f5ebc0e20b087c730195695e4a9ae82d9c30
445,362,5,SO-P0362-R05,1,1,1,1,1,1,1,1,1,1,3075b5fb18ae1cb218521e9bd626319b91d1f257d8f8d9811b042f25ebe713c4
446,363,1,SO-P0363-R01,1,1,1,1,1,1,1,1,1,1,bc27a2fd6678484f781f5c210e51db3a306b90963f0ea77c5d317ca826c0b099
446,363,2,SO-P0363-R02,1,1,1,1,1,1,1,1,1,1,c73a12d94376db15455cbd4a816575200049fa251bb454fdae263c8a44a2fb7d
446,363,3,SO-P0363-R03,1,1,1,1,1,1,1,1,1,1,49fc3690a694dda633f8278f0deed70472f86de4f1caee437242daf9a862e562
446,363,4,SO-P0363-R04,1,1,1,1,1,1,1,1,1,1,fb903bd4f76b2e203006b49317c2cd24f258e5f9f92a12a63220f874631e09b4
446,363,5,SO-P0363-R05,1,1,1,1,1,1,1,1,1,1,ccbce10af275acb6a9fa99a84dafa6178855571f599a61a3941b6b0d38845882
447,364,1,SO-P0364-R01,1,1,1,1,1,1,1,1,1,1,80bd473b96b2f0afd7a82fcb89ed2c913fade61cee8b575237d2a8a36baed7a2
447,364,2,SO-P0364-R02,1,1,1,1,1,1,1,1,1,1,51625fb289f36f74edadb39589d799c5dc692f577e758337dd6adce53118b9b7
447,364,3,SO-P0364-R03,1,1,1,1,1,1,1,1,1,1,4837fe48fce7dfd6d260bf4d08fdba843ee8563ee13f1349739c674430f0fdbe
447,364,4,SO-P0364-R04,1,1,1,1,1,1,1,1,1,1,325d7575ed40c69d26228ed9b6f4062fdbbefd19ebc94ba33356ac00f28b469b
447,364,5,SO-P0364-R05,1,1,1,1,1,1,1,1,1,1,a449062b8c9bae01f7d9e170773b3bb03583c43d9e5f50674de19bf515d05a89
448,365,1,SO-P0365-R01,1,1,1,1,1,1,1,1,1,1,dce4f41fb3c65c4ed1ca47b0022e9859bcff6a6c98f98489efab63d07cb7663f
448,365,2,SO-P0365-R02,1,1,1,1,1,1,1,1,1,1,0975f46597c8bc28ab39c6b80f9559066257fc6c94b7dd84e94b982aeb22aad5
448,365,3,SO-P0365-R03,1,1,1,1,1,1,1,1,1,1,8821909f9e62212c30fb3348c058fc9f28a0bb0d5b97b69913cb05b38c5bfc6f
448,365,4,SO-P0365-R04,1,1,1,1,1,1,1,1,1,1,f477e60bb8cb623219f1241e9fb4c48a7538177438055dce6fb60020dab7572f
448,365,5,SO-P0365-R05,1,1,1,1,1,1,1,1,1,1,04795658c3e3c8374f632f8bd71f459f8f58163b0835c4595df6907baed131f9
449,366,1,SO-P0366-R01,1,1,1,1,1,1,1,1,1,1,77a3cebd9c8a2f369a819fc0714e85df4534cd2413fc4b3d158bfc946daf699e
449,366,2,SO-P0366-R02,1,1,1,1,1,1,1,1,1,1,aeb6f81e2e974b58d2f731aa4ce9aed4592e1ae5717ebeb10c6b84f6ee30800e
449,366,3,SO-P0366-R03,1,1,1,1,1,1,1,1,1,1,226caf9c9e042e2d72788c042b29bc4184f39d0380cd785c5f790794ea31ce09
449,366,4,SO-P0366-R04,1,1,1,1,1,1,1,1,1,1,801fea5d29fca2a411d9d18f2ed30c0c8444a7a74635c50186caf4273cd55df1
449,366,5,SO-P0366-R05,1,1,1,1,1,1,1,1,1,1,29d31a853a02d5cd8aee55c4ea30bc20e327bc0933f9105789b9a44e2d3aafe2
450,367,1,SO-P0367-R01,1,1,1,1,1,1,1,1,1,1,c560c4d1ed908694d923fc783db4c2899f33a8c44c1e661b9e0621310ff0865b
450,367,2,SO-P0367-R02,1,1,1,1,1,1,1,1,1,1,e241d7b8ef7c1236de733ab45e32e5209f3c6d1d8743797992ab1644d007a718
450,367,3,SO-P0367-R03,1,1,1,1,1,1,1,1,1,1,411255745775b51dfee676b27a4fb82511f54cc5a527a25b95cb8a5cee6cfb3c
450,367,4,SO-P0367-R04,1,1,1,1,1,1,1,1,1,1,e93fc0a20ad9ff5fc5e13e16edd63920c61232aa3829921515d495f4edff8eb0
450,367,5,SO-P0367-R05,1,1,1,1,1,1,1,1,1,1,7c4930b5d60641b131076795c909e79b4e457ab1588051352b81d179eb2bbfad
451,368,1,SO-P0368-R01,1,1,1,1,1,1,1,1,1,1,7d462673f6f9ce7d3bf3356746090adf8e9368f682edf31d278b88d96c9d7f81
451,368,2,SO-P0368-R02,1,1,1,1,1,1,1,1,1,1,a1e9021341a1704a4773b90c06cfe0b63bcb61afed12b6b2518a133bdca9ee00
451,368,3,SO-P0368-R03,1,1,1,1,1,1,1,1,1,1,92ec932c9c5f04de748ce228ae04601c79a2f793c4ccf0bb7169c33eace33f1d
451,368,4,SO-P0368-R04,1,1,1,1,1,1,1,1,1,1,e2d8161a45d621127cd854a74d24dee4c498a444ea5ce8db635a184706916a9e
451,368,5,SO-P0368-R05,1,1,1,1,1,1,1,1,1,1,e083aca014ccf1b8617fec3eac2df22e47f41701aebf21d69f25c6c49f56c445
452,369,1,SO-P0369-R01,1,1,1,1,1,1,1,1,1,1,788a782329c6f1ec0008a512b264a914d55e48eafc1c76cb739d2a8114cdf281
452,369,2,SO-P0369-R02,1,1,1,1,1,1,1,1,1,1,645cafcf44eaaca843b6345ebabc1d6902c32fbd4af4da511a5f7beaa8a0e7fe
452,369,3,SO-P0369-R03,1,1,1,1,1,1,1,1,1,1,920694acb1ae315c5806b4c3a793545553628ec0e4cd257b891c7c3d6a987617
452,369,4,SO-P0369-R04,1,1,1,1,1,1,1,1,1,1,6109c11fad4ba45517fa7399fb5249d53b08940269713d866646f412b80eefb7
452,369,5,SO-P0369-R05,1,1,1,1,1,1,1,1,1,1,3d26b8d0ec170d1346da78ff00c66bb15dd4156bfbacc65c14cb3bce3fa51a1f
453,370,1,SO-P0370-R01,1,1,1,1,1,1,1,1,1,1,f71206fa92de72c15577283c9a467cbb4d44c0f26b3e6c0dabb77ce3ecb05288
453,370,2,SO-P0370-R02,1,1,1,1,1,1,1,1,1,1,2f7311180d9af269a8fbb9a6781c538da319aa82ec72b1e0e07a60ef6b533b63
453,370,3,SO-P0370-R03,1,1,1,1,1,1,1,1,1,1,2537d2c193cec7e03b1a66b726851fdffc2be4405c6f21fb5a0acbfecb360bdf
453,370,4,SO-P0370-R04,1,1,1,1,1,1,1,1,1,1,bf7bf2d1c6a49b83e65cd8aa978459e573c39241e809e3fa1a5af8e5725b27f7
453,370,5,SO-P0370-R05,1,1,1,1,1,1,1,1,1,1,fc8226aa753a689bb148b7da56e3d4f800454cb1b96b2fb5f1863e149554de2a
454,371,1,SO-P0371-R01,1,1,1,1,1,1,1,1,1,1,f728d5f1101bba1a449a09006fe5450539ec7ef9e6ec27b0b06c1c72ad128197
454,371,2,SO-P0371-R02,1,1,1,1,1,1,1,1,1,1,7f673fa3f16fd861cc3fee9c7b7bc82732b5852ae6a787ca9aab3fe4451b4edb
454,371,3,SO-P0371-R03,1,1,1,1,1,1,1,1,1,1,5b14f4519bc6f0aa44a782e5647bef366fb084de8fce1cb6a35f9ffdaf2ad269
454,371,4,SO-P0371-R04,1,1,1,1,1,1,1,1,1,1,7c23b670b39dda2d963af9d1025fcc34248a2d6334132b9cc660e67636eea1e1
454,371,5,SO-P0371-R05,1,1,1,1,1,1,1,1,1,1,61f8a2cfc8f60747349f9b415ae9e82aa523416019bf3d82aa66c944b06e85c7
455,372,1,SO-P0372-R01,1,1,1,1,1,1,1,1,1,1,0eb660078f616af27a4fea0fb122fa1d2de609606ed73643b65dddd8b3967698
455,372,2,SO-P0372-R02,1,1,1,1,1,1,1,1,1,1,b6d5a47853ca271725b10dc52c44aab43c06abe43b0afeca557a9dad2d86efc5
455,372,3,SO-P0372-R03,1,1,1,1,1,1,1,1,1,1,4252d2fc7ae2c9cc297fb422ec7f86862164965c89882146f2fbd66c3eb9e90f
455,372,4,SO-P0372-R04,1,1,1,1,1,1,1,1,1,1,2a78a32261deae95a44db456260f843fa744aa3783ebfe7b3e22a1cb3cbcd427
455,372,5,SO-P0372-R05,1,1,1,1,1,1,1,1,1,1,d3358031ad45407919c3b2bc4eed71e230229ca5514b473e22e7392a871fb23a
456,373,1,SO-P0373-R01,1,1,1,1,1,1,1,1,1,1,02a4c662b010f5d8aa5928fc4876b7c3e8e6d3a7562d23c6d85ba3d333ecf0e2
456,373,2,SO-P0373-R02,1,1,1,1,1,1,1,1,1,1,ff3fdedd4225832e8fd8792f303f6cc9fe385b85841366ed28d4461966b0ad37
456,373,3,SO-P0373-R03,1,1,1,1,1,1,1,1,1,1,583f395cfb1734760898c358be87ac847e4aba25d832ac85b90f5a0476189f7e
456,373,4,SO-P0373-R04,1,1,1,1,1,1,1,1,1,1,d2c10af354d75481d65375adc0887d6572845987dd462a6ffc3aa525456c579b
456,373,5,SO-P0373-R05,1,1,1,1,1,1,1,1,1,1,de77abc43d5f133f822353ee7817151d92c5358a6b349ee69b23f2d9a633c5ff
457,374,1,SO-P0374-R01,1,1,1,1,1,1,1,1,1,1,77756009cfdfa999dad1ed97a60417e5be2dc92796a979844eeae21bd4842c4d
457,374,2,SO-P0374-R02,1,1,1,1,1,1,1,1,1,1,386f425d782122dfff27ca87732fec92f141bac166c8e94342bb21a58f828b58
457,374,3,SO-P0374-R03,1,1,1,1,1,1,1,1,1,1,601d51cf26609147ce1da6a114f53b0b30e174c8fc050e13e1e74ef2f5c4ca7c
457,374,4,SO-P0374-R04,1,1,1,1,1,1,1,1,1,1,cfc084712ab029c8ac4d991752dc22811b9d16433ae62c0f04c9bf3269638856
457,374,5,SO-P0374-R05,1,1,1,1,1,1,1,1,1,1,d32e3e56774d4f107ff0a9695946adec4e8067dbdf3a46a4d047d0faf6319032
458,375,1,SO-P0375-R01,1,1,1,1,1,1,1,1,1,1,e77fd391543f7812294145f1753573c70543f9f408bf81b0165657cee2da2dba
458,375,2,SO-P0375-R02,1,1,1,1,1,1,1,1,1,1,40d32ef6f250265e470f519cd644fedd22b5f98beaac6ec74f36c349e3e975b8
458,375,3,SO-P0375-R03,1,1,1,1,1,1,1,1,1,1,159fd48a4d42161eb19f286b7c1da81412109036f5b082dcaac56cdd011dbe47
458,375,4,SO-P0375-R04,1,1,1,1,1,1,1,1,1,1,c9dae354850cc87827cf9336d5034e1bc9d7ef2bee52596cf5315bf486dd47a4
458,375,5,SO-P0375-R05,1,1,1,1,1,1,1,1,1,1,012ca214e25b7593883cfb3e20c507faea12617a384ae588eef724454e99c266
459,376,1,SO-P0376-R01,1,1,1,1,1,1,1,1,1,1,e9f2bcf74a112f4a25faef8fe20628ca716115ef5ec7753db72773058f40c44b
459,376,2,SO-P0376-R02,1,1,1,1,1,1,1,1,1,1,968afb8dd682ea705bd6b96a9654fa9205c3cfc94bc0fe511408c18413d1bd5e
459,376,3,SO-P0376-R03,1,1,1,1,1,1,1,1,1,1,f308d08acad5273bae69498bbad7e9c5a0776eaaf2a7ea00605ce2b1a8e559ad
459,376,4,SO-P0376-R04,1,1,1,1,1,1,1,1,1,1,e9eda66b77535b09826caee104213374ee39508d3a087809ff3aaaec3e3e4598
459,376,5,SO-P0376-R05,1,1,1,1,1,1,1,1,1,1,377ff6b9470b267273a902251529b479633a1f1323e68f72728f395b385a9512
460,377,1,SO-P0377-R01,1,1,1,1,1,1,1,1,1,1,90e6e8811294aaa6d8aa389c6ee66d40a0469ff8d4757ae2b5df80a0c32dbba4
460,377,2,SO-P0377-R02,1,1,1,1,1,1,1,1,1,1,545d32e4d36b4d7071c2e126e7e3a4b27bad351d68ae8f2e6d21e7ff3cb50050
460,377,3,SO-P0377-R03,1,1,1,1,1,1,1,1,1,1,6b22e1eee478f3545bf3c01040ed18f5e8da969b5cade8482d5c642f970d7f52
460,377,4,SO-P0377-R04,1,1,1,1,1,1,1,1,1,1,5b9b64a5f4f5a90229be95c9a6dd370f52caca778aeb64fd03d157953adac268
460,377,5,SO-P0377-R05,1,1,1,1,1,1,1,1,1,1,f02c222d1a220b958d6fa2aebc1671dc627d2ff4e97125b3acadf639732c126e
461,378,1,SO-P0378-R01,1,1,1,1,1,1,1,1,1,1,5d8b3901263be440c3b3597714be838119b5ff2d7337bee78755325945b6cff6
461,378,2,SO-P0378-R02,1,1,1,1,1,1,1,1,1,1,e152b30fad4e44f79607425bf74a10155cab0f007974ff3423d8392bea4808a4
461,378,3,SO-P0378-R03,1,1,1,1,1,1,1,1,1,1,33aa10bff7137c055b7eec15c28d3a51f4049328822ee847f87650aac6d73345
461,378,4,SO-P0378-R04,1,1,1,1,1,1,1,1,1,1,89f2c9e119ddaf948dd997acbb859f7dfd40c088c8c85beb1738dcffb1f76fed
461,378,5,SO-P0378-R05,1,1,1,1,1,1,1,1,1,1,c2cfd4c1a2d55d84982ef6c187175f01c5c5d6ad890ad3f50afd7b3573c1d481
462,379,1,SO-P0379-R01,1,1,1,1,1,1,1,1,1,1,ec4e248cbb6e40be509655284fdcabedd66d1708d831f95fc209e5b4122018f0
462,379,2,SO-P0379-R02,1,1,1,1,1,1,1,1,1,1,0659f8fd1ce2de78cb1f33a14464c8083fadc717cda5e25b9b0d142ab72202ba
462,379,3,SO-P0379-R03,1,1,1,1,1,1,1,1,1,1,9eec6aa07a48f67ab29c9a43beae16e0548b2b5e7aa437166363658bdefd0825
462,379,4,SO-P0379-R04,1,1,1,1,1,1,1,1,1,1,45b1a86a210ffc12d89922f81179e36b339308a3b8ba7306f15c32d016335412
462,379,5,SO-P0379-R05,1,1,1,1,1,1,1,1,1,1,6f9df71a58be12fbe0f2040691607c10f7c60eaa07a978c7f0df4d49d733e430
463,380,1,SO-P0380-R01,1,1,1,1,1,1,1,1,1,1,56fda87b8a912aa57f1d0922842a0c36a33f83ee822d0afa360ec1dbd382a819
463,380,2,SO-P0380-R02,1,1,1,1,1,1,1,1,1,1,ff6e8fc0cd4e8d23fea20276274b60253c1113c0b8e4386dfab029870a5be12d
463,380,3,SO-P0380-R03,1,1,1,1,1,1,1,1,1,1,54f338c2fbc5d73b5960fe73e6a3ad3ad54c03cbb553120bc16d962e3db2fb5f
463,380,4,SO-P0380-R04,1,1,1,1,1,1,1,1,1,1,e339ec0264556673525a0605021e9618f7d17080210012669f97725e97451837
463,380,5,SO-P0380-R05,1,1,1,1,1,1,1,1,1,1,72c1fa2ffddf54fbfd120c637b5185aa8fb40bebe762ecf03f8e71e9681d24c8
464,381,1,SO-P0381-R01,1,1,1,1,1,1,1,1,1,1,fddf3d5bca0d686d05490995d7606c007b5113087640d98530e5ea80efcfaf13
464,381,2,SO-P0381-R02,1,1,1,1,1,1,1,1,1,1,1d0352501264b0cca8accf98b9c348c44bf03a600a302c6ceb54f171ec4d89aa
464,381,3,SO-P0381-R03,1,1,1,1,1,1,1,1,1,1,ce14bb39e0fb0c064f58b7e5572064932bb6f8a1fff7b05e989d7f698fcbb312
464,381,4,SO-P0381-R04,1,1,1,1,1,1,1,1,1,1,d37dac50f47626282f84ed21ffe8b1046e021946860ec5444136cf3bac015466
464,381,5,SO-P0381-R05,1,1,1,1,1,1,1,1,1,1,b8da2fe6c2e8977d1a2e6ad6af606dddea8e841b18bb6224ed7a66694a9aad14
465,382,1,SO-P0382-R01,1,1,1,1,1,1,1,1,1,1,5700d07ca2bff7686fe3774f065348503bd44e0d9e450531bb60412bbb427949
465,382,2,SO-P0382-R02,1,1,1,1,1,1,1,1,1,1,a451165909fc71184d9a1cd899256807304ca196eaa102a940e78df119b080e4
465,382,3,SO-P0382-R03,1,1,1,1,1,1,1,1,1,1,036d4b45e5b7d43589850dc04ee18ec537d00b922b4475257674f09d29495c77
465,382,4,SO-P0382-R04,1,1,1,1,1,1,1,1,1,1,4ce8a7f8cbf7a27d571994a47ee8b494679b37fd2f3edc082a3ed906eb9ce3e7
465,382,5,SO-P0382-R05,1,1,1,1,1,1,1,1,1,1,f4b4ea9dab731d807173143a950873a820cede7b133f3deab4f6e4140ffb6148
466,383,1,SO-P0383-R01,1,1,1,1,1,1,1,1,1,1,305f54f44fa9372bc818e9953bf106c1570cf2eee4a2f65508de5a8f1bf3c8ff
466,383,2,SO-P0383-R02,1,1,1,1,1,1,1,1,1,1,f1bd21e81f83ce1749f906debb8a140be23e8688f8e761cc20f3901ffc343ddf
466,383,3,SO-P0383-R03,1,1,1,1,1,1,1,1,1,1,15972cd8e7d14d6c827f7dca427bc739f5e20f0f063c18cd25c4e4707278ccb1
466,383,4,SO-P0383-R04,1,1,1,1,1,1,1,1,1,1,4fe4124f94012ec7a85c280c8d6985b6d2ab2cd6f649098c194215148480dfcd
466,383,5,SO-P0383-R05,1,1,1,1,1,1,1,1,1,1,928be86e9a96b6c77397d19ccc55eee99ef0f3bc706e534022250ac6788bb972
467,384,1,SO-P0384-R01,1,1,1,1,1,1,1,1,1,1,b9dc3080d49a17b1da8baa37d6174a465bc3c81a22429668686eb0ee57ae2cb5
467,384,2,SO-P0384-R02,1,1,1,1,1,1,1,1,1,1,72a4ac3325c56e819e69bffe98e82685c574577e1652057323ead2acf7b2f893
467,384,3,SO-P0384-R03,1,1,1,1,1,1,1,1,1,1,b7857438e51c94b40e0ea2f27fed69e87622d41e10921940dba72d57b3fb5e73
467,384,4,SO-P0384-R04,1,1,1,1,1,1,1,1,1,1,791fdc6bf7704aab0bc9431a6886763e2436e1ec2ca72fd7bf307599ee7bb174
467,384,5,SO-P0384-R05,1,1,1,1,1,1,1,1,1,1,0e0d6b4caef7b46b9db43a485583f071b8b48654c9485b48c58c9052adac3fab
469,385,1,SO-P0385-R01,1,1,1,1,1,1,1,1,1,1,bccd91d1a050362b493a0a555bbca65e36930eec75470f3976de0b8c02f99c91
469,385,2,SO-P0385-R02,1,1,1,1,1,1,1,1,1,1,766cf193e36badd6c0b084aa7288c8e7da2a4472693233a871f3ce48f14921a9
469,385,3,SO-P0385-R03,1,1,1,1,1,1,1,1,1,1,7adfd84848d2530845dbe9bc90822c42570e8f6a812019f3d6765e435a0c81ca
469,385,4,SO-P0385-R04,1,1,1,1,1,1,1,1,1,1,7591a33ce1f16c4c72bc98e6c85ffaffd59a7460d9c95c2b95704baf9d9f57dc
469,385,5,SO-P0385-R05,1,1,1,1,1,1,1,1,1,1,1633c0727406e6865228b6e928e22ad52593f2ec6b3a91940d7461324548afe5
470,386,1,SO-P0386-R01,1,1,1,1,1,1,1,1,1,1,0cbaf9cd34b054cc01887686c47277c8dd648f7e1fda9591056a8c154934fa6e
470,386,2,SO-P0386-R02,1,1,1,1,1,1,1,1,1,1,bace423def612f6c6f28cee5c97657ed2c86d8f8c14e8b94468f6a12aa1ba836
470,386,3,SO-P0386-R03,1,1,1,1,1,1,1,1,1,1,e5964dc082cd4316bc4bf0403774068f4c9bbc8cf6b74d8badfa2e66d99d55c5
470,386,4,SO-P0386-R04,1,1,1,1,1,1,1,1,1,1,c6d981fb6b8529de96ea035df08fd6ca8e734ebff4ea993153b87868d0d1d472
470,386,5,SO-P0386-R05,1,1,1,1,1,1,1,1,1,1,ef9157c76a5e2b1855c82e3bb2f8b8b4db41ad20f2026c36e101eb747ef8f9aa
471,387,1,SO-P0387-R01,1,1,1,1,1,1,1,1,1,1,576eac4dcc02c0cb02a3ce3e1c366696bf400b1adbf18297ab34e94f86171dec
471,387,2,SO-P0387-R02,1,1,1,1,1,1,1,1,1,1,39bbe31b7be480942974c0ec5f1988e62179d37a649a0ab7f322975d50a70ab6
471,387,3,SO-P0387-R03,1,1,1,1,1,1,1,1,1,1,a1ded80fc8ab2d9d6f480412851f60bb3c4edb5434dd43704073ba2834abf45c
471,387,4,SO-P0387-R04,1,1,1,1,1,1,1,1,1,1,40d5862726b8297d0275b91cbfffe59a212e3d36701b986673e78caa5128108e
471,387,5,SO-P0387-R05,1,1,1,1,1,1,1,1,1,1,d884e889c1db9ee03c9264126effe3fae8877a66e9c1d85c5d012cf749131098
472,388,1,SO-P0388-R01,1,1,1,1,1,1,1,1,1,1,bfffee7a02cc30a20d2498ba486891dbb329945c24292c609825a7fcdc700a55
472,388,2,SO-P0388-R02,1,1,1,1,1,1,1,1,1,1,d381ed7600bebcdc03ac23a6eea070323424d6e43112e9ef97698c4e592915d2
472,388,3,SO-P0388-R03,1,1,1,1,1,1,1,1,1,1,a69abff38a5d301d2a8058d83e15b022037d65ddd0a7b3c87b41f4f5aaf16e31
472,388,4,SO-P0388-R04,1,1,1,1,1,1,1,1,1,1,659e3c92e2ddc570d272401bba6276654d4e74029b0dafe181e23a0be90acedf
472,388,5,SO-P0388-R05,1,1,1,1,1,1,1,1,1,1,f3f7da4bce5ef00b9d6ae36a57782c9471e6bec94ef2185db9f0ecae0aefc6ef
479,389,1,SO-P0389-R01,1,1,1,1,1,1,1,1,1,1,bbab8e05f5964027b52ca1dd79c08dab37513a50394700db424c67a86153072d
479,389,2,SO-P0389-R02,1,1,1,1,1,1,1,1,1,1,0a9ed87e0f399da843f2dd85cf6850ba21a8931f65b8222134b4f6c6acaac73f
479,389,3,SO-P0389-R03,1,1,1,1,1,1,1,1,1,1,c8891f66a690e97de5a1d46d218a1249f8f9d33d6c6df266c91a3e2ece3a8b72
479,389,4,SO-P0389-R04,1,1,1,1,1,1,1,1,1,1,eb9066687d22bc236065563749c60c45025e9781c4b61a5b27b690268a481f23
479,389,5,SO-P0389-R05,1,1,1,1,1,1,1,1,1,1,e7c30f3eeb12de6dc18abad9bfa9bda8dd6a30a945c3a9608c0c71fb6708b160
480,390,1,SO-P0390-R01,1,1,1,1,1,1,1,1,1,1,c9caa7114c09984781707df752ab1d7b47baca5b6a2cae1883d1e08d3063f338
480,390,2,SO-P0390-R02,1,1,1,1,1,1,1,1,1,1,6c9a2dcb7f50475267f872def17680951e50cdf0c48a6476070419e43526c02c
480,390,3,SO-P0390-R03,1,1,1,1,1,1,1,1,1,1,96662bc65a358437ef8f76f34915a8e464ac9d45f126a9ddbd3e3a9e997a6988
480,390,4,SO-P0390-R04,1,1,1,1,1,1,1,1,1,1,cc1bf4cc601ca94430ca2bcfbf35cdfb9c6a9391d6494f878d8d006486af598a
480,390,5,SO-P0390-R05,1,1,1,1,1,1,1,1,1,1,3c20ff78d9fedc85020ecb892b2f2524f9042e99cc07f5b9593faedc1015036c
481,391,1,SO-P0391-R01,1,1,1,1,1,1,1,1,1,1,8192497c57106f6e36d43a6a3dc8e010628ee34565ef9b7bd3adfdabddf16a23
481,391,2,SO-P0391-R02,1,1,1,1,1,1,1,1,1,1,0d5abd18bf8f518f5ee83fe3fc609102659f51e560d2ce13a448bb233c73751b
481,391,3,SO-P0391-R03,1,1,1,1,1,1,1,1,1,1,69cca9a17beb9536ee67ed2ff521d521b2bddc0ede5360dfcd8cbde7c7f13579
481,391,4,SO-P0391-R04,1,1,1,1,1,1,1,1,1,1,7633ae6919769fe19815fe83b7581ef761722127c9a74a272e1f8bb4f6ef5ec9
481,391,5,SO-P0391-R05,1,1,1,1,1,1,1,1,1,1,f19b23e3b3fd0a25dab04003b983552e9cb64a7d7ffa2b0f0eebd14b8c435adf
482,392,1,SO-P0392-R01,1,1,1,1,1,1,1,1,1,1,846d44132dac75295c4c29aaddd4a51a7556668356ac604d135a2d1bb417039a
482,392,2,SO-P0392-R02,1,1,1,1,1,1,1,1,1,1,a7c43e32b606813a42892f2339077fcfd643cc83ca1be88f226c13e4097085c1
482,392,3,SO-P0392-R03,1,1,1,1,1,1,1,1,1,1,f60d96c3451bce4dd2d56bf5e903e354606d0d454396ddc9b3ae38e08073dd1a
482,392,4,SO-P0392-R04,1,1,1,1,1,1,1,1,1,1,641ab7b28e5befd2e79d5fa70411cc94520f117114eef10f3e819f464195c81e
482,392,5,SO-P0392-R05,1,1,1,1,1,1,1,1,1,1,53c0e39184f7cab01d77a4125e1a3453822a1af0ae8a2ccb2aeeeb6970cb80ea
483,393,1,SO-P0393-R01,1,1,1,1,1,1,1,1,1,1,e965a912994885139e68dd4c8586a7498996999886ea12c5ce4cfaa1f98f90f2
483,393,2,SO-P0393-R02,1,1,1,1,1,1,1,1,1,1,01dca8535ddadc275159f94da2245d9c6a0aa39663c9569a33e4d5690d82e8e8
483,393,3,SO-P0393-R03,1,1,1,1,1,1,1,1,1,1,a975869f755c0f9e1abc28df43e6df89038677fa138f321fbc3bd2451b5c8b7b
483,393,4,SO-P0393-R04,1,1,1,1,1,1,1,1,1,1,c2aeb0e8841a371b3f7d8da94d842eb18885e85279ec196d46ca550a1a811e69
483,393,5,SO-P0393-R05,1,1,1,1,1,1,1,1,1,1,0c1dab661ba79b40b5e648a27db4cc2f2274cb5bdaebc8bb53a5f645b36ac641
485,394,1,SO-P0394-R01,1,1,1,1,1,1,1,1,1,1,fe095d9bb6051de4f45d7cd3b96a8b6c194a8ceb12e0f20d597aae1306f4d50d
