relative_path,bytes,sha256,lightweight
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/01_氢侧救回与电网保留.png,48782,26e013a3a83cbe457e642b4c2aa983971524250eba91be4b96f92ea831360a99,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/02_三个检查点retention.png,43664,32246898ff8499080cc25293243bcde695c9249d71b1506d0039145ff0b10eb7,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/03_full_hosting与实际恢复支持.png,47368,76e58e8a8a9a461fc9dd832c3edf4cf1e05b88a3e324d9065319a0ca9b7d924e,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/04_所需kW与电网可用kW.png,84942,bf15542dd9076f7806d00ca47c04eafd66880eeee97c9627ccf9878ec0a6efca,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/05_recovery_margin_kg分布.png,39961,dcf12ecbecbe8f5204999129779da30cd98ee312bd04179491d8850b71cabf20,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/06_voltage_clipping缺失kW.png,45781,0565f771eea3e34a48d5837575221830d4f63066b6f3a276c33e0eaea85ed4d0,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/07_纯总量与混合retention.png,41124,6e40a4fad24e5bad5c92eb7d2471d65245022c6a64ac86847752484dfc81a468,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/08_tail_retention.png,44494,fd4a832b677188781d537fd1ff6c02c64ad183cfd563278c7dff63250614fb36,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/09_bus18恢复损失频次.png,25598,1b05038354894fe7cc8ac0ae13cad07ea67355f0745d1e9f6ceafeebd5b5ba46,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/10_bus18电压裕度与恢复损失.png,69143,d793fc33338bf264ee5899b4be2c915929d628f1e4da2ec6e8afb2e4d9ded192,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/11_path_level恢复窗口前后.png,69231,befcf59193ea97bef0d64212600ecd80f5127e9f3459be0c6b0231399f3c6954,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/12_S4_125闭环机制图.png,77035,5ee201dd9f38fc85d12d0281d3033ae92f700ab4d3959d3de1b9161da2718242,True
results/task-002-stage2b-b3-smoke/stage89q-penalty1000-vs1500-long-training/run-003/06_figures/13_s4_grid_aware_recoverability/contact_sheet.png,253737,40979fdfe5f8364c6ef16ee3bc88f8ba66642451429aa39b4debe8bfaa4e9869,True
