path_id,positive_target,first_system_total_adequate_relative_hour,first_all_sites_adequate_relative_hour,stable_all_sites_adequate_relative_hour,stable_preparation_bin,terminal_only_flag
736,False,-39,-39,-39,>24h,False
740,False,-39,-39,-39,>24h,False
741,True,-18,-11,-11,8-16h,False
742,False,-39,-39,-39,>24h,False
743,False,-31,-31,-31,>24h,False
744,False,-31,-31,-31,>24h,False
746,False,-39,-39,-39,>24h,False
753,False,-31,-31,-31,>24h,False
754,False,-31,-31,-31,>24h,False
755,False,-31,-31,-31,>24h,False
756,False,-31,-31,-31,>24h,False
758,True,-2,0,0,0-4h,True
759,False,-31,-31,-31,>24h,False
763,False,-23,-23,-23,16-24h,False
765,False,-23,-23,-23,16-24h,False
767,False,-39,-39,-39,>24h,False
769,True,-28,-8,-1,0-4h,False
771,False,-31,-31,-31,>24h,False
772,False,-39,-39,-39,>24h,False
773,False,-47,-47,-47,>24h,False
776,False,-31,-31,-31,>24h,False
779,False,-23,-23,-23,16-24h,False
780,False,-31,-31,-31,>24h,False
782,False,-39,-39,-39,>24h,False
784,False,-23,-23,-23,16-24h,False
787,False,-23,-23,-23,16-24h,False
789,False,-31,-31,-31,>24h,False
791,False,-39,-39,-39,>24h,False
793,False,-31,-31,-31,>24h,False
794,False,-31,-31,-31,>24h,False
796,False,-31,-31,-31,>24h,False
797,False,-31,-31,-31,>24h,False
799,False,-31,-31,-31,>24h,False
800,False,-31,-31,-31,>24h,False
802,True,-38,-37,-5,4-8h,False
803,False,-23,-23,-23,16-24h,False
804,False,-39,-39,-39,>24h,False
805,False,-31,-31,-31,>24h,False
807,True,-30,0,0,0-4h,True
808,False,-31,-31,-31,>24h,False
809,False,-31,-31,-31,>24h,False
811,False,-31,-31,-31,>24h,False
812,False,-47,-47,-47,>24h,False
813,False,-47,-47,-47,>24h,False
814,True,-38,-37,-2,0-4h,False
818,False,-31,-31,-31,>24h,False
820,False,-39,-39,-39,>24h,False
821,False,-31,-31,-31,>24h,False
827,False,-23,-23,-23,16-24h,False
828,False,-39,-39,-39,>24h,False
829,False,-31,-31,-31,>24h,False
830,False,-23,-23,-23,16-24h,False
831,False,-39,-39,-39,>24h,False
832,True,-31,-8,-8,8-16h,False
834,False,-31,-31,-31,>24h,False
835,False,-39,-39,-39,>24h,False
836,True,-13,-6,-6,4-8h,False
837,False,-39,-39,-39,>24h,False
840,False,-39,-39,-39,>24h,False
841,True,-6,0,0,0-4h,True
842,False,-39,-39,-39,>24h,False
844,False,-39,-39,-39,>24h,False
845,False,-39,-39,-39,>24h,False
846,False,-39,-39,-39,>24h,False
847,False,-15,-15,-15,8-16h,False
848,False,-31,-31,-31,>24h,False
850,True,-47,-45,-21,16-24h,False
852,True,-30,-29,-1,0-4h,False
853,False,-39,-39,-39,>24h,False
854,False,-47,-47,-47,>24h,False
855,True,-39,-39,-39,>24h,False
858,False,-47,-47,-47,>24h,False
859,False,-23,-23,-23,16-24h,False
860,False,-31,-31,-31,>24h,False
861,False,-31,-31,-31,>24h,False
862,False,-31,-31,-31,>24h,False
865,False,-23,-23,-23,16-24h,False
867,False,-31,-31,-31,>24h,False
868,False,-31,-31,-31,>24h,False
871,False,-23,-23,-23,16-24h,False
872,False,-23,-23,-23,16-24h,False
873,False,-31,-31,-31,>24h,False
874,False,-39,-39,-39,>24h,False
876,False,-31,-31,-31,>24h,False
884,False,-39,-39,-39,>24h,False
885,False,-39,-39,-39,>24h,False
888,False,-23,-23,-23,16-24h,False
890,False,-39,-39,-39,>24h,False
891,False,-23,-23,-23,16-24h,False
893,False,-39,-39,-39,>24h,False
894,False,-39,-39,-39,>24h,False
895,False,-23,-23,-23,16-24h,False
897,False,-31,-31,-31,>24h,False
898,False,-39,-39,-39,>24h,False
900,False,-39,-39,-39,>24h,False
903,False,-31,-31,-31,>24h,False
905,False,-31,-31,-31,>24h,False
907,False,-23,-23,-23,16-24h,False
908,True,-39,-39,-39,>24h,False
909,False,-31,-31,-31,>24h,False
912,False,-31,-31,-31,>24h,False
913,False,-31,-31,-31,>24h,False
914,False,-23,-23,-23,16-24h,False
918,False,-31,-31,-31,>24h,False
920,False,-31,-31,-31,>24h,False
921,False,-47,-47,-47,>24h,False
924,False,-23,-23,-23,16-24h,False
925,False,-47,-47,-47,>24h,False
928,False,-23,-23,-23,16-24h,False
929,False,-23,-23,-23,16-24h,False
931,False,-39,-39,-39,>24h,False
932,False,-23,-23,-23,16-24h,False
935,True,-31,-29,-4,4-8h,False
937,False,-39,-39,-39,>24h,False
938,False,-31,-31,-31,>24h,False
941,False,-39,-39,-39,>24h,False
943,False,-23,-23,-23,16-24h,False
945,False,-23,-23,-23,16-24h,False
946,False,-23,-23,-23,16-24h,False
949,False,-47,-47,-47,>24h,False
950,False,-39,-39,-39,>24h,False
952,True,-39,-29,-12,8-16h,False
953,False,-23,-23,-23,16-24h,False
954,False,-39,-39,-39,>24h,False
955,False,-39,-39,-39,>24h,False
957,True,-31,-4,-4,4-8h,False
958,False,-39,-39,-39,>24h,False
960,True,-31,-31,-31,>24h,False
962,False,-31,-31,-31,>24h,False
963,True,-31,-29,-5,4-8h,False
967,False,-39,-39,-39,>24h,False
971,False,-23,-23,-23,16-24h,False
972,False,-23,-23,-23,16-24h,False
973,False,-31,-31,-31,>24h,False
974,False,-31,-31,-31,>24h,False
976,False,-39,-39,-39,>24h,False
978,False,-31,-31,-31,>24h,False
979,False,-31,-31,-31,>24h,False
980,False,-39,-39,-39,>24h,False
983,False,-39,-39,-39,>24h,False
985,False,-15,-15,-15,8-16h,False
986,False,-39,-39,-39,>24h,False
987,False,-23,-23,-23,16-24h,False
988,False,-39,-39,-39,>24h,False
989,True,-39,-39,-39,>24h,False
991,False,-47,-47,-47,>24h,False
995,True,-31,-8,-8,8-16h,False
997,False,-39,-39,-39,>24h,False
999,False,-31,-31,-31,>24h,False
1000,False,-39,-39,-39,>24h,False
1004,False,-39,-39,-39,>24h,False
1006,False,-31,-31,-31,>24h,False
1008,False,-31,-31,-31,>24h,False
1009,False,-39,-39,-39,>24h,False
1010,False,-31,-31,-31,>24h,False
1013,False,-31,-31,-31,>24h,False
1014,False,-31,-31,-31,>24h,False
1015,False,-31,-31,-31,>24h,False
1016,True,-39,-3,-3,0-4h,False
1017,False,-39,-39,-39,>24h,False
1018,False,-31,-31,-31,>24h,False
1019,False,-39,-39,-39,>24h,False
1023,False,-31,-31,-31,>24h,False
1024,False,-31,-31,-31,>24h,False
1025,False,-23,-23,-23,16-24h,False
1026,False,-39,-39,-39,>24h,False
1029,False,-31,-31,-31,>24h,False
1030,False,-23,-23,-23,16-24h,False
1031,False,-31,-31,-31,>24h,False
1032,False,-39,-39,-39,>24h,False
1033,False,-39,-39,-39,>24h,False
1034,False,-39,-39,-39,>24h,False
1035,False,-23,-23,-23,16-24h,False
1037,False,-23,-23,-23,16-24h,False
1038,False,-23,-23,-23,16-24h,False
1040,False,-39,-39,-39,>24h,False
1042,True,-31,-31,-31,>24h,False
1043,False,-39,-39,-39,>24h,False
1044,False,-31,-31,-31,>24h,False
1045,True,-47,-47,-47,>24h,False
1048,False,-23,-23,-23,16-24h,False
1051,False,-31,-31,-31,>24h,False
1055,False,-39,-39,-39,>24h,False
1056,False,-31,-31,-31,>24h,False
1061,False,-23,-23,-23,16-24h,False
1062,False,-23,-23,-23,16-24h,False
1065,False,-39,-39,-39,>24h,False
1066,False,-23,-23,-23,16-24h,False
1068,False,-39,-39,-39,>24h,False
1069,False,-47,-47,-47,>24h,False
1076,False,-31,-31,-31,>24h,False
1079,False,-31,-31,-31,>24h,False
1080,False,-39,-39,-39,>24h,False
1083,False,-31,-31,-31,>24h,False
1084,False,-39,-39,-39,>24h,False
1086,False,-31,-31,-31,>24h,False
1087,False,-23,-23,-23,16-24h,False
1089,False,-39,-39,-39,>24h,False
1090,False,-31,-31,-31,>24h,False
1092,False,-23,-23,-23,16-24h,False
1094,False,-23,-23,-23,16-24h,False
1097,False,-15,-15,-15,8-16h,False
1099,False,-23,-23,-23,16-24h,False
1100,False,-39,-39,-39,>24h,False
1101,True,-39,-39,-39,>24h,False
1103,False,-39,-39,-39,>24h,False
1104,False,-31,-31,-31,>24h,False
1105,True,-31,0,0,0-4h,True
1106,False,-39,-39,-39,>24h,False
1107,False,-31,-31,-31,>24h,False
1109,False,-31,-31,-31,>24h,False
1110,False,-39,-39,-39,>24h,False
1112,True,-39,-39,-7,4-8h,False
1113,False,-23,-23,-23,16-24h,False
1116,True,-38,-37,-3,0-4h,False
1118,False,-23,-23,-23,16-24h,False
1119,False,-31,-31,-31,>24h,False
1120,False,-31,-31,-31,>24h,False
1121,False,-23,-23,-23,16-24h,False
1122,True,-30,-29,-29,>24h,False
1123,False,-23,-23,-23,16-24h,False
1124,False,-23,-23,-23,16-24h,False
1125,True,-23,-23,-23,16-24h,False
1129,True,-31,-31,-31,>24h,False
1131,False,-39,-39,-39,>24h,False
1132,False,-31,-31,-31,>24h,False
1133,False,-23,-23,-23,16-24h,False
1134,False,-31,-31,-31,>24h,False
1135,False,-31,-31,-31,>24h,False
1137,False,-47,-47,-47,>24h,False
1138,False,-39,-39,-39,>24h,False
1141,False,-39,-39,-39,>24h,False
1142,False,-23,-23,-23,16-24h,False
1143,True,-30,-19,-19,16-24h,False
1144,False,-39,-39,-39,>24h,False
1147,False,-23,-23,-23,16-24h,False
1148,False,-39,-39,-39,>24h,False
1150,False,-31,-31,-31,>24h,False
1151,False,-39,-39,-39,>24h,False
1152,False,-39,-39,-39,>24h,False
1154,True,-31,-31,-31,>24h,False
1157,False,-31,-31,-31,>24h,False
1158,True,-31,-31,-31,>24h,False
1161,True,-30,-29,-3,0-4h,False
1162,False,-39,-39,-39,>24h,False
1163,False,-39,-39,-39,>24h,False
1164,False,-31,-31,-31,>24h,False
1166,False,-31,-31,-31,>24h,False
1168,False,-31,-31,-31,>24h,False
1169,False,-39,-39,-39,>24h,False
1170,False,-23,-23,-23,16-24h,False
1171,False,-39,-39,-39,>24h,False
1172,False,-23,-23,-23,16-24h,False
1174,False,-47,-47,-47,>24h,False
1176,False,-31,-31,-31,>24h,False
1180,False,-23,-23,-23,16-24h,False
1185,False,-31,-31,-31,>24h,False
1188,False,-31,-31,-31,>24h,False
1189,False,-23,-23,-23,16-24h,False
1193,False,-39,-39,-39,>24h,False
1194,False,-31,-31,-31,>24h,False
1195,False,-31,-31,-31,>24h,False
1196,False,-31,-31,-31,>24h,False
1197,False,-47,-47,-47,>24h,False
1198,False,-31,-31,-31,>24h,False
1199,False,-31,-31,-31,>24h,False
1200,True,-31,-31,-31,>24h,False
1202,False,-39,-39,-39,>24h,False
1205,False,-31,-31,-31,>24h,False
1210,False,-31,-31,-31,>24h,False
1212,False,-31,-31,-31,>24h,False
1214,False,-31,-31,-31,>24h,False
1215,False,-47,-47,-47,>24h,False
1216,True,-31,-31,-31,>24h,False
1218,False,-39,-39,-39,>24h,False
1219,False,-23,-23,-23,16-24h,False
1220,False,-39,-39,-39,>24h,False
1224,False,-31,-31,-31,>24h,False
1225,False,-39,-39,-39,>24h,False
1227,False,-31,-31,-31,>24h,False
1228,True,-38,-27,-27,>24h,False
1229,False,-15,-15,-15,8-16h,False
1230,False,-39,-39,-39,>24h,False
1231,False,-47,-47,-47,>24h,False
1234,False,-31,-31,-31,>24h,False
1235,False,-47,-47,-47,>24h,False
1236,False,-31,-31,-31,>24h,False
1237,False,-23,-23,-23,16-24h,False
1238,False,-31,-31,-31,>24h,False
1239,False,-31,-31,-31,>24h,False
1240,False,-39,-39,-39,>24h,False
1241,False,-31,-31,-31,>24h,False
1243,False,-31,-31,-31,>24h,False
1244,False,-39,-39,-39,>24h,False
1245,False,-23,-23,-23,16-24h,False
1249,True,-38,-2,-2,0-4h,False
1252,False,-23,-23,-23,16-24h,False
1253,False,-39,-39,-39,>24h,False
1255,False,-31,-31,-31,>24h,False
1257,False,-39,-39,-39,>24h,False
1259,False,-23,-23,-23,16-24h,False
1260,False,-47,-47,-47,>24h,False
1261,False,-47,-47,-47,>24h,False
1262,False,-23,-23,-23,16-24h,False
1264,False,-39,-39,-39,>24h,False
1265,False,-47,-47,-47,>24h,False
1267,False,-31,-31,-31,>24h,False
1269,False,-31,-31,-31,>24h,False
