arm,path,filename,size,SHA256,role,generated_by,iteration,keep_local,commit_to_git
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,phase_reload-b0001.csv,366,e423a51ef56cb81dbc67384669838b586d560943bf45e182f64ca1ee68413c45,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,phase_reload-b1011.csv,367,efde73624bf7b2d1bb9fcd0ea70623062ee877e417c2bb2021e0fec4021f3210,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,phase_train-b0001.csv,366,9047214923a3ef868ed384fb92d11514f9b16d640761f54f5e139659310f6945,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,phase_train-b1011.csv,366,bc6b791053c26231ade281d157e266fff7abb2ad0f6bf50df6a6d223dd9cc600,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,pmax_full_repository_search_summary.csv,611,88cf7589b87a6c59ae60954e49e959856da20dbb845374fe77a4d3db883e1d17,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,pmax_occurrence_audit.csv,1263497,1b7d797817c853e4cae2aef6ce2ac68b1e2d495a510e8d3e1f3668afc0edd7e9,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,pmax_propagation_arm_b0001.csv,1089,e1e5676dc56983ee920e43f51b3aa0881d14369b807c3b41444310f3ffb14b16,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,pmax_propagation_arm_b1011.csv,1089,25cf5c5f10098a84e53e1e9828a128721685fa1bc84fc02f31e537e0c39e82b0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,pmax_source_classification.csv,604,36adbbcadf013c6068d445fafbab27808c7f55f23d6a793702ead52812b54a28,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_after_base_identity.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_after_config_b0001.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_after_config_b1011.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_after_reload_b0001.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_after_reload_b1011.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_after_train_b0001.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_after_train_b1011.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_before_base_identity.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_before_config_b0001.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_before_config_b1011.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_before_reload_b0001.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_before_reload_b1011.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_before_train_b0001.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_before_train_b1011.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,process_initial.csv,213,0932af3fedce480fb634c5ac026b5fb0df260d6987db37232d18f38dd3d076f0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,reload-b0001_native_stdout.log,111,a8eb77e9748e570a05ed00b582eb5504ec4f6b5f4e9154784f702969f8f0fa0e,process_log,Stage89Q Pmax smoke workflow,,True,False
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,reload-b1011_native_stdout.log,111,a8eb77e9748e570a05ed00b582eb5504ec4f6b5f4e9154784f702969f8f0fa0e,process_log,Stage89Q Pmax smoke workflow,,True,False
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,repository_preflight.csv,283,7cc5f1248e0dc740055da3271d08465a538d206e0b58ec9b542ddaf5052e00a6,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,resolved_entries.csv,1297,cd26a3ba2fa52c1d131d575c481497152057e3edfcd1cabbb615bfea6c600bac,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,runner_call_chain.md,994,f0cd44e4554c88ad8d55cc1512ad0a18b55d4fc73cb2ecb65d6dc78f139b9cac,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,source_manifest.csv,3080,fa2bc807399877df6ab97307906a5f13d8697cdb9a25b185363e7cfb5ea05375,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,tracked_dirty.csv,333,79ad2df376143de2ff1d0a53c18984dc70bb4b32818b0302e3a43bdf0ee77498,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,train-b0001_native_stdout.log,772,454cb91f68e996071554eb1e55f1629274dcd3ca8c7e5eafaa8155320f7c02ff,process_log,Stage89Q Pmax smoke workflow,,True,False
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,train-b1011_native_stdout.log,772,399f7d0c225a4a9910acf3e8d7fad2441d8d5bcf416c664a8e0deffc72eed06d,process_log,Stage89Q Pmax smoke workflow,,True,False
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\01_preflight,untracked_top_entries.csv,58396,560843fd26796e37ba0de3bcc6e4d3366a26154773fd7e53a18e65e15d0b2757,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\01_config,candidate_config.csv,524,46a22a730244f7a5c30988ff84521483229d330541c7d6fb9daf1f03f78ea0c0,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\01_config,config_matlab.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,process_log,Stage89Q Pmax smoke workflow,,True,False
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\01_config,CONFIG_PASS.txt,60,13b321135b367b96bb43931f087e08144669dd8ee6a97a133cca611915f495b8,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\01_config,parameter_diff.csv,2393,b2af3ae47ee4bb624d32e5fb33469344163ea4de07b0ee6fe9ba050c82580501,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\02_training,train_matlab.log,661,1e1c13ff0ea5afa3f6a074424bc1885af34cdadc9482b592a0804556095e3510,process_log,Stage89Q Pmax smoke workflow,,True,False
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\02_training,TRAINING_FINISHED.txt,65,0a6f6199a141be0ba9d09a3b5fdf0cfeb1f7425ed5cda54055af29b1c8b14222,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\02_training,training_summary.csv,314,005f4f9dbab7d83c219dfc091d516711437e13b0fda815c195c2f1d844711a33,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\03_iteration_records,training_iteration_trace.csv,3637,e70dad4af863906596f55bce32d1c92ff5693b6e6d4bbfc34f62ac3259397f83,diagnostic_or_QA,Stage89Q Pmax smoke workflow,1-10,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\04_stage_site_diagnostics,hour_site_diagnostics.csv,32946,6fc3c91046d33a2918d3cf00c23471445c7d9ca8716c46e13fec4de6b1ae1078,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\04_stage_site_diagnostics,reference_path_summary.csv,305,47a384118d5d45838b735415cb5f7b02577b16016c19dad7ab330fdd47071a19,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\04_stage_site_diagnostics,stage_diagnostics.csv,1137,31f73c09ddff32a3e210f3b545532fa980133f1bbc966057ca031aabc8e38b89,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\04_stage_site_diagnostics,stage_site_diagnostics.csv,2751,ea6d39b6abc97e946a2f4d2664a4ab9bc5a232de0a3f5bb49a81d9421481b476,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\05_grid_diagnostics,hour_grid_diagnostics.csv,6834,49add5411b013f84fa3efc8a40fac4dc82b61589e109ac0ff22b7e6f2ae4499b,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\06_checkpoint,checkpoint_final.mat,305053577,887b9d330a4c7968268ae564e8f188d7cc8b1b9d6279af8378fc52db58bf32b3,checkpoint,Stage89Q Pmax smoke workflow,,True,False
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\06_checkpoint,checkpoint_manifest.csv,394,0eff18d4d22839931b6d5b1b1ff0c4978886043229cf7b349595cbf3eae9b02f,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\06_checkpoint,checkpoint_reload_audit.csv,1338,159ce590e92c07e3907b6822f6ceb929b45f842621be129f8742a9db0db114a5,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\06_checkpoint,reload_matlab.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,process_log,Stage89Q Pmax smoke workflow,,True,False
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\06_checkpoint,RELOAD_PASS.txt,129,5debd424bbe3a4faab864cf1a98d39a2b69a9247452ec61ba76cef0a88c27c1d,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\07_issue_recheck,previous_issue_recheck.csv,1237,ebcd9f468a9d494247e0f340707f5e6e7aa6a22cf5261543cb81c541626920fa,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\08_new_issue_scan,new_issue_scan.csv,4003,333f1d975263d382e93404c64ddf65489ec7ff22e06d28f3cbb34ab810d186f4,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B0001,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\02_arm_b0001\09_qa,pmax_propagation.csv,1106,795b88bca2030aa8454b427af1ff4876a599c8736c9182b9d2e632b9eff8f4ec,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\01_config,candidate_config.csv,524,605641ac7fe1f92cdaaf6d0efc7976aefdbe6109d0ffefa89d087e17e29fc055,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\01_config,config_matlab.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,process_log,Stage89Q Pmax smoke workflow,,True,False
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\01_config,CONFIG_PASS.txt,60,1b9be170c96d69c62ba5b6d14994ab3a49c1644463e7836b72213306ba8f0ef3,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\01_config,parameter_diff.csv,2393,9755833336a689e8a9d0afcb4e15ebfcd88a15be7df24c72717f7845ed5b2c2c,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\02_training,train_matlab.log,661,5a68ca449797be5c18e11531a67826bdd3676056c306a358979f5ce0326f77a7,process_log,Stage89Q Pmax smoke workflow,,True,False
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\02_training,TRAINING_FINISHED.txt,65,dd611819346435e67199bc8bc36e74b0d44cb85e360bf4f2af1b1e2ec675d5bd,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\02_training,training_summary.csv,323,039b5363ef30dac9ab6db49bde9783c78447eb7f1c57e8c07ad38bff3994e341,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\03_iteration_records,training_iteration_trace.csv,3673,e3d9a9cb37ce0c93b356e56659f6da1e779eacaba6fe2a9c8b110d73c2894346,diagnostic_or_QA,Stage89Q Pmax smoke workflow,1-10,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\04_stage_site_diagnostics,hour_site_diagnostics.csv,32955,4114e5bfcfa1b9d66fe976e4d861ef7d2591addceb565ad3234c491ece0b02b4,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\04_stage_site_diagnostics,reference_path_summary.csv,301,ab5561506d11fa75cab0ae1b6af36dcf804b56de078a82766dfd4a50aa9b58be,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\04_stage_site_diagnostics,stage_diagnostics.csv,1137,6b7a5028c3c5c5615bbb46f6783169a71f63c6b4fe43fe0f22dad7a8b30fec96,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\04_stage_site_diagnostics,stage_site_diagnostics.csv,2796,1048c28d90ff09374ae2a6b3bbe8f7fb101e8f442f4fdf8894db80b39185044e,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
