structural_pattern_signature,full_consequence_signature,scenario_count,ordinary_scenario_count,observed_candidate_scenario_count,unobserved_candidate_scenario_count,structural_seen_in_ordinary,full_seen_in_ordinary,novel_structural_vs_ordinary,novel_full_vs_ordinary,D_total_min_kg,D_total_mean_kg,D_total_max_kg
890dcc120b2dce25c8db4f1206d4d3752047a3cf71b0d7961f70c59af0c3c772,e5388286c57e1ec5cdec15598dc48f9a9ce1ce3b3b67f075989edd14a3ace013,1,0,1,0,0,0,1,1,456.863868205002,456.863868205002,456.863868205002
89517bce168edc0f63fdc03e94692b9c71ee471f11567bbe74567d3f93bd1416,dd03102e2be1dee405e91c8dc1712da65c39744f58f351603b8594b873b420c8,1,0,1,0,0,0,1,1,238.932984207512,238.932984207512,238.932984207512
8962c89f56dac2503af08c3a21cff2224ec19d364a4b55e846ef42b577572af1,b9e62402628ec2a31c7571b92e7f5b66ffb2e7cd6f6a678c70d213346a20fac9,1,0,0,1,0,0,1,1,577.421378501486,577.421378501486,577.421378501486
89e518ad55679ee332951f7d43f4d2d9d7d49a2cd32243a95425146798175789,86258d25fff74ef6021ce4ccefa2826074e4dc4056220c064be64eb019f04f6c,1,0,1,0,0,0,1,1,251.75244797207,251.75244797207,251.75244797207
89f1ef457e3d367e244eeea79f86fa9aa07238a6ed3e5187d860c02b8b8ae855,396018746b351e9c54c2cc5bca35003c48ed7b5b708a7fa22f6ba33fd33079c2,1,0,1,0,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
8b8fbefc571af95bd6382a9984c9e191cf395c2da7bb9117ef049acad6e327be,df72d65f7676b0bfcbf1aed6efd76c5134cbfffa1031d8ae3a4b5b128d592f62,1,0,1,0,0,0,1,1,514.687832419606,514.687832419606,514.687832419606
8bc3326486a6efa393a1fafd4ee23fa8e21c368d8dd96d3759363263c4545aca,a1f0b3592fba7065c00c502ec05a26231161067f24c2b15d797b2c44400f82a4,1,0,1,0,0,0,1,1,375.310258298557,375.310258298557,375.310258298557
8cb76e5f1aeccaa24382eeecb68318a54b5bc16826cb25862d28540ec1807e16,1d9500a9648be204651afe478d08239b800eed51aa2216c449695483ebb24ce3,1,0,1,0,0,0,1,1,414.041404140414,414.041404140414,414.041404140414
8d5447103e74beded1f9d2294f099b0c645a88c171c49b3177dc54d9a6d4e238,916df81e6d694c6bbca8cde93faa261a70600df2d8e0e0ea597bbd83c6953407,1,0,0,1,0,0,1,1,591.604615006955,591.604615006955,591.604615006955
8dd90bef92d1558181e343f91b5464ad4a465a0dc99f2a274143bd83ef4e9523,5bed0ec3a7177be4356481d90fa0202af2003da6758c220c9ae59181975e55c8,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
8e37d434cead4400d0cbaff66e5188822993e1178fa732893b1e13a371da2c85,5f18db36d873bbeffc027be17622a59b5cabd876293073a207bd935797a9efec,1,0,0,1,0,0,1,1,597.605215066961,597.605215066961,597.605215066961
8ff885bfa86803b501a6af971bd568f540ef46d92bc88db3f14656dbc23bd1ca,8e61a50e0926e1385ee0985bb6f4f2ff6dc93de50d662558658bf9c658329779,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
90de34647f3b2d31dc0f260c5b4b6cb01a956bff042b751b84c6bbc36d8580e2,f30488ed404abc4c55325144008c24e323fe990a725137940339fcb017887898,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
910780c704373023029fc2614ac0030e9ba646d988364f084739290d51dc4359,db508f8369174cb245f5af79b759bc7bcf87aebbfc1f90137ec81eb6d446bf9e,1,0,0,1,0,0,1,1,130.922183127404,130.922183127404,130.922183127404
93cd85424d08776b88c890219562efbfcb01b46fb4e3d7bd7b764c2fe61e9c3c,c8798bbd7e368dabaf637762ac10dd2c9233baa36e0ab2a2ab9845d8e6bb97a2,1,0,0,1,0,0,1,1,77.1895371355317,77.1895371355317,77.1895371355317
943981bca2d11c1e9ebacd33bbe9b862404ce41591aabc916778ef85dc26c7e0,ade4fd92dc4c410801b31e38ec75378176a6734b0b4a31e0a8d4e594f8fde928,1,0,1,0,0,0,1,1,167.471292583804,167.471292583804,167.471292583804
94c6ab2bdc6d81c361c2e6b0efdec5e5f03486da01d094da81f2a833ba7e5865,fceaef00024fa7fb8c474c16dc0db420532684c72dd013451d91e1a088492a95,1,0,1,0,0,0,1,1,490.685432179582,490.685432179582,490.685432179582
950a520ba94b656b88b4e0156a510626fa57213e9f8d97a003a78797f93657ca,f7bc4b057fc03c94c85024d4635badb510cfeee09375fc84857b9728cce4d6da,1,0,0,1,0,0,1,1,597.605215066961,597.605215066961,597.605215066961
967daf944d9a30e6d602a5d75226076b256e88b672f4109f3933be35907880c1,8faa68e5ce91d775bb4774aeef9eb32f77df6bc5b29fe101c73b635be0fd8ae1,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
989bd28efb117e100ae29aee1a81de335d650c6c0e6d451b2734928cbf2b38ee,7178cee54db12af54691a6d5a15d37d39d321d8cf2419a225e27307586a00bdf,1,0,1,0,0,0,1,1,151.106019692878,151.106019692878,151.106019692878
98c0946929fe48b70e7d8efba6f837491e935c8fc460850e358cebd259c03dea,85555de72718438d35fcfb0b04eb9d5f9ce20feb4c7020453036c4e5b8d2c98b,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
98e2dc14171be8dcc1bfc38a2beec3a786eaa3b007aa98183803da0a4f53c0c7,a9d9d38469b7797014d2ee6bb15a385ee2d7f01532267dc44e804edf7649d307,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
99b72676a0cc92efe05c3800bac23943cb7a77aaaa0eeae3fd5878cb80b1cbab,b709764cd30c31511cb539a052f550d4723daab89e6284ebfcb7b088a3169057,1,0,0,1,0,0,1,1,534.87166898508,534.87166898508,534.87166898508
9a85b1234888cfb622129f1a2a8034f56ba15c5d415466d5e378cce7cc5404d7,69ce35a090920cbaa299f11bebe52f232d3e317bd7e1e69811ac67c5e714220e,1,0,1,0,0,0,1,1,368.218640045823,368.218640045823,368.218640045823
9c1fe7ddce2ea7beeb995af13013a5140f034a099c56f156c1300a2311813ee6,c39d7fc50caa022b9138a1d2b44b862f9ea58dea10473e0935849c67fdd1337b,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
9df0cc899b2155f0d0ee8aa05d23985eb9b385605bc165f01f8f8fe15649ba78,79411f1d71bca5843f18bed157d0534da7ed4f89e94dc90de219e00536228353,1,0,0,1,0,0,1,1,80.4625917137168,80.4625917137168,80.4625917137168
9e120e89fca342a3c2e4bccc4609b629a970cc4d65017e601efda8941587345a,aafbae59a30efee732e1b8e441b6522e054ca39f8c7c9073397d60981bee27ed,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
9ea7fbada55177cb3184b8876c220a6064b056a0aa2fc0428a07a9290ca2bf0c,58434e845d21f7ec6012ad87a7a7fa00d12c749affa9e91d4f94397721542cc3,1,0,1,0,0,0,1,1,374.764749202193,374.764749202193,374.764749202193
9ec349f7f70e336ac66024ebd9bb6415af3220dd494a79403f10cae8d7c25e28,c26d660d9fc17b3b0c010fad38a30f656fe18073b06b2b403bdc0cd1ca5bb80b,1,0,1,0,0,0,1,1,332.215039685787,332.215039685787,332.215039685787
9ed59fab6fd2956709cdef2ae572cb195cabd7e8fb8fb04ba1285195cbf8ad53,81e0012af20d267952033d6a1c6bf8c0bc00c9177f60060740b8dceaf724f8bb,1,0,0,1,0,0,1,1,581.239942176036,581.239942176036,581.239942176036
9f69bf5cd576845a69c8b8530cd3c12cad5f64e41a7845d8115bb8f532ca30fc,b04d79f909761376c8ceb7f57d45a6a97e0122d601a562cb0dbd4138051e0443,1,0,1,0,0,0,1,1,433.13422251316,433.13422251316,433.13422251316
a0676c955e6f83a2dddfe7aa3f85a6ffb969507ae8e3d6cda3985532438857be,49d54fe07f1040e2449034832636d250a86395002902fe983f8c0e92bc11d14a,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
a20c4d3cfe473363fe0ef8b7a2335c7dc147c1b31ab54f666c6ea135f00291cd,36610279a14cabd4784ef7c8efb0d8a28f6964d77915139caf4de58f113123c5,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
a3297e60a18fdfb969860bf94f5354578e4d63fecfda06b0f2fcb45621d332cd,b1c321d52d8a64ea26d28724e62dc43a8e2025847f7d698881dce8a114e15f4d,1,0,0,1,0,0,1,1,597.059705970597,597.059705970597,597.059705970597
a51c5bd9a9dac9024c6cb0ecd155eefaee3eae00ceb9f80b96508b144014df79,e1a4d2f3f9eaa5f73808df098fab8858a4ece42128164730d56571caa2db64ae,1,0,0,1,0,0,1,1,577.421378501487,577.421378501487,577.421378501487
a76549225790d31150ce2a385ef860be426a32b1cd038c178597d11c2f693d3b,65a31111c48380347fe42fd79496aba5b91b6569bd2d50b3190ec7a13b8c48a4,1,0,1,0,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
a8adc1d92fe0063d875898c2f9e078a63856dc15599f67bf909659d251a6bb5c,cbba36387a71098de9561ad4da90651d68ce46dbb649f7101c59721f8d0721f9,1,0,1,0,0,0,1,1,270.02700270027,270.02700270027,270.02700270027
a9b785158964a8c0bef88846957b991aaf0d4e3f044bd01881075105818014a3,f045a454834cea8d30418dffb2cd787f55cf3694e6fa6869c9bbb51271b43dce,1,0,1,0,0,0,1,1,320.759348662139,320.759348662139,320.759348662139
aa30f6ccff3fb07bce22002a5af80970e0dc230aa914032fe1d90ac8fe31cb60,22bbee60771f5beae15656f605a0581348e88a5a5bf1c827c2f24edef25e8035,1,0,1,0,0,0,1,1,167.744047131986,167.744047131986,167.744047131986
ac14e4bf8e1cf2116d40c9e4798de84880f8e4ee5598f8b76afc06000e740486,508489fdcec742ecd63e4df8defc1a35d2ff8d0728f5db0511a8ab772d30b255,1,0,1,0,0,0,1,1,553.418978261462,553.418978261462,553.418978261462
ac31351722f1ee4215cebae2523c4109295e42e4b2d765898df9c8dd52cf4a91,5555b45ca615582cc4f14481c8fc28b2f021b801b4ab6439d9955e5c9e0a31d0,1,0,1,0,0,0,1,1,520.688432479611,520.688432479611,520.688432479611
ad2c2518180fccd3bfc42e36a222c88ddaca3767b570dc08f6e53da64a102e53,e05ad137aaf2af98059523891bd46895d815a73649ff63eef96aa81d6215aaad,1,0,1,0,0,0,1,1,126.830864904672,126.830864904672,126.830864904672
ad8ffc590cd035bc0f046d76861698e322866ba3815335d1edbc769b61ebb3ac,95e078901f271504054779127f350c8ebd71c18134331daa9dc5ae0c0e14ba0f,1,0,0,1,0,0,1,1,142.377874151051,142.377874151051,142.377874151051
aed159aae80f0b9dd45ad6b122712eecfee1435d49655bc94ac3dcc3cd5344c0,66940e1fe5730ed471b972cc24cd9a28eac207d86bb0fc8922166b2414c574c3,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
af00ef075866a31e18bc6fe94c6f49a2285bf67fc9547d22c5cce31164d4f285,2e1af6613eac61233282a88b65918839d42d12af9bd72ffe6d266dbd4dd86370,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
af39cfe75e658b415306cc6d2330f9e8fd235ec4f4186950e4c61efe18cf47b0,21d8c46486211d74a07602e05f094a0306d10d61cfdc3702244ceb294fc5ee27,1,0,0,1,0,0,1,1,529.416578021438,529.416578021438,529.416578021438
af9c5382537ad328ca29527865af9bf08231a781a9a7728b796214dde8b0a7f6,7802d4d8e02fea5d27b099787ac776cb65057c33bb3eaa8c7993bd95678bab73,1,0,1,0,0,0,1,1,537.053705370537,537.053705370537,537.053705370537
affe77e3e56573337810e711328ead8233f6aedbcae20326f61fd844b368f930,89cf9e49413f56a3b1e368b8145f16e24fda344fa86bf91289b46327d839ef8a,1,0,1,0,0,0,1,1,520.688432479611,520.688432479611,520.688432479611
b05aec6ee633cb3b893dc02669e82778e659bce5c010e4d2b7525b8bb6d72d1a,3bd4f4ba42e907c7743cab0c0c4731d0a1e85f093bb7a7bab8d8a98a5d4d95b3,1,0,0,1,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
b0721415f1825f0a3a0789695fdcffc044c1f01ae951075380e0aeba596d0e7e,e1506b22e18a991a4386b2aa001013c5f705ed00afbf970681031a3b5b273430,1,0,1,0,0,0,1,1,410.222840465865,410.222840465865,410.222840465865
b18e8975518be86ac2490ed72845837a07ebb0d092cccc88c3878d0515659782,ad206ef1576e6efeff9546ab06484fed3b65c3ab25236f569e99326c9b6872cd,1,0,0,1,0,0,1,1,546.872869105092,546.872869105092,546.872869105092
b29519090faf3984b6049bd35e5fc667f8011b782f0095a0f8128bbc0bf59070,cce3f3c2dbfca79a656c09a527c621c41f3a7ccf582a85a2d9c396fadbc6f2f3,1,0,1,0,0,0,1,1,270.02700270027,270.02700270027,270.02700270027
b48e7eccfbb9ff3c594867bf5f5e762954bbfec20cec9f1a2e06f6cd055b87a4,8c4f2ac102888b05a747429ad142fa0c59b813256e5bbf9ef8bd5b0bfd84d2cb,1,0,1,0,0,0,1,1,178.381474511087,178.381474511087,178.381474511087
b4e56bc48e62f930a0bd09ba2bf1ca9f82717bc6cc5fedb2584b0fc15113d57b,625f470383dd25bd2851615b13e955ce8bbd260751d2eccfc2c7f060a687b5d6,1,0,1,0,0,0,1,1,177.563210866541,177.563210866541,177.563210866541
b4f1cf6b0009387d2843b54e0573e7befabb8a32143d48722ab78fde5a252ef4,88b576d7f74f8078274e6e8a673c778fc436e05b23c63bc8166aca47708c8510,1,0,1,0,0,0,1,1,441.316858958623,441.316858958623,441.316858958623
b5aede4dd553aae1ff0599b8e41c9d881ec4eda48e1a718c80b99e8e14706208,bb37c74496ce33d984c17c0e7c62fab0754703142b7549ba1518171dc887ceed,1,0,1,0,0,0,1,1,289.665330169381,289.665330169381,289.665330169381
b5c0cf1d04400b5162d55c4c2aeb855ecaab7bfb6f29b44ed9b7e5ea98943e9c,6bd8df8c8344c9aac8fe3cfa1baca518a61afadee8d1dceed8ddeadd1931ab6a,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
b7ae894f5cc6722f4513c1bf14428cabeecafceac4356ef746051305109ffcb1,f9156e6845083bffd58bebcf558bf93918886832d359d2f8c28706c60c6b6b35,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
b9109948daaec4ca8e82fc17c3cf120c191bf938aa79fe12cf4b5cd5b6a17347,9f2e1409def33f45076545392abb01e86a77a82026748f87c468907b3e7a235b,1,0,1,0,0,0,1,1,384.583912936748,384.583912936748,384.583912936748
b9c3826ab854513f30fc39585cfb0774b73b2a9f383ae391f5cd563d84fa4522,ba0bfcb70f6030129fcc94bd9b960b2eb5970f9edb75787d9fa6ca7b593cf74b,1,0,0,1,0,0,1,1,217.658129449309,217.658129449309,217.658129449309
ba0ad2576d76d7c3a16f53c0f8e5d209dd9150eb8f96f8c253f292c7ef9300d9,c3c255e4ed316c71399ceaba7785e35cb6365ec3e4edb93b09a91d582f6716c3,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
bad5cb5c9a725dfda6080264c088c51ca5061d2d5f6966c742deb77ddc0e6c1f,cd8cc732a6fb940803900767754108e8253af13eb9400a927ea1fff8d81781d8,1,0,0,1,0,0,1,1,363.309058178545,363.309058178545,363.309058178545
bba97462b764d5dd7aa45a307fd3f4aa59e3f6979c8b07edc1c3e99cff3e94e5,47f4931d42838268de6bc2bfd7f73c76d70712f105b21b2660457b293f06a63b,1,0,1,0,0,0,1,1,263.4808935439,263.4808935439,263.4808935439
bc00c8e697c18513566419ae2d50698c944c7f855fb70601d67240a4d494bb9f,a87131c76c606d303dae8ac4c2fe57d59521e929acc3e55d98a9d67ee8a868ff,1,0,1,0,0,0,1,1,597.605215066961,597.605215066961,597.605215066961
bc72b089ff02d2e803b8d3d39ea172dfdefd0878310cde3ca3cc791580e049ef,b7072bb37b6ce81bc1fb2b29ad2a69effb52204fe4e12477a1c60ec99ab30154,1,0,0,1,0,0,1,1,49.0958186727764,49.0958186727764,49.0958186727764
bd2d9573dc93619ce461b35522a1d713c6b0a0e5e1d870a4c0175e56f2081d2f,5e56ac1b9618d383a804265786dd5e086a9869f3bf9534c01bbf9c013a9d63f2,1,0,1,0,0,0,1,1,371.491694624008,371.491694624008,371.491694624008
bd3e8a756a071b42aa42708b6dfc44529ba4a58e2327f34c430b3e5a05ae3cdf,db7279c397b30962562eca53661cb76819c44b577e136e4423d27cae7e9332cf,1,0,0,1,0,0,1,1,126.830864904672,126.830864904672,126.830864904672
be69b7a15d1ad79122617a526c8f65982f761b4c32dcf95a8bdb60698be31a03,4ab01610715f49bd08ae063b9c67052409d751beddbaef9cd47aea3c25e1845e,1,0,1,0,0,0,1,1,602.514796934239,602.514796934239,602.514796934239
bedf4ff4913996c65b804955acbae0cc9db02478ae25c11f71d0071520312ebe,e353a81dbd51ab9e6bc062219e664eeb0cbc48549f2777f6230a7e1c64a5aad9,1,0,0,1,0,0,1,1,478.956986607752,478.956986607752,478.956986607752
bf053b8669f93d796fa341583cf8f5f4deaf844814626f2c2162b1675317931e,a53137bcb177655921bb4896289434f76eeebc13c9735960253d3168d7debb74,1,0,0,1,0,0,1,1,172.926383547446,172.926383547446,172.926383547446
bf9b54cc0c4d7fa2ca6ca0c16627e1f4a09102cec860fd38c9cfd4c79f89a90f,a558d9839b95ac17b19306549fef4fcd935092f67389135d67b3b7b7ee6c2f43,1,0,0,1,0,0,1,1,153.015301530153,153.015301530153,153.015301530153
c045d4946f58fd289d8d16e8e2845411e32dd6b485d8af457bc1f1aae68ce304,96d3d2589244a276a065ce602dd9d6eab6ee68bf31060064dbea6abf90d1d9f9,1,0,1,0,0,0,1,1,488.503395794125,488.503395794125,488.503395794125
c0697ecb7af7d342c240cefd8824e74ce23a57a5741de650098d61d7e6569bab,2b1bca246878b097d275a1a6b7f19890e096beb85efb5d73ab955ec5f756259b,1,0,0,1,0,0,1,1,178.926983607452,178.926983607452,178.926983607452
c069f30c7a4b8a0a8719e391ce3676e2744f7f632973f4588959f686fb34c831,3f937e702118b915e4776a56d7a19da534e51602c41407e2e3d7f582ba783fe8,1,0,1,0,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
c09d230a26040e6cea429aa3c371908ea369ec83dce13bbb492f5b64417b2577,7892e2c7859ee14c3662fc275ecd8b22e40d4cd7d8b0a1dbafad67457a42fbbe,1,0,1,0,0,0,1,1,36.8218640045823,36.8218640045823,36.8218640045823
c301a4313493ae9358d6e8fd74542adb6c5fbcf6a799ecd3de4c4a57b42a70c3,3456153d56dc56e428f7664ffeb8d9df0dfc342be39168d1cb9de0d1b140f5e2,1,0,0,1,0,0,1,1,577.966887597851,577.966887597851,577.966887597851
c36412dec0afd750e403f979142bd66f98c3d7aa5b1b809084c2a8d6364e221d,8b07fed3d1b64cbc26a892c62e64cdf034b7383ffe73d602427e565aa1cac52c,1,0,1,0,0,0,1,1,319.122821373046,319.122821373046,319.122821373046
c4d94628a0b785883cabf55f6e9df61c9ee6a2463cab887bca2fe65bcf70d274,a480729cc46655d6869bfeb7c2496947785b73b11619032848a520d9451ba0ba,1,0,1,0,0,0,1,1,250.388675231159,250.388675231159,250.388675231159
c512d66d9e1225df8a1833cd65d7a460f315c37d25b579898e606e8842908ddc,01898608084a9660d3b27a2aacaf72146b6949cc8d2d5b71aabbdbd95b38b8aa,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
c556ef20c0373fdcd2d358a3a0ca39fbb8f7d50be69f4ff86620ec7a3a91d5c6,8c7b7fadd23fb2ea5f80f399d5066b1767243a2cde453a8c11641da408aa5de1,1,0,0,1,0,0,1,1,440.225840765895,440.225840765895,440.225840765895
c5c77aba16092e4089883696a36813737fb83fabcd698673c97a111f2309bbb4,bfd2120d276ab14ed09b18934959fb14df5ad4fb86ab8b6bfa99847a67664852,1,0,1,0,0,0,1,1,164.470992553801,164.470992553801,164.470992553801
c64fdc02e30924988124249cbdd8dcfc1f4f8924fe5f7e259e699548a582102c,cc4b50e26837e462dbdbe3feb959a471f8babae64892ff8b282e950b21d9b545,1,0,1,0,0,0,1,1,553.418978261462,553.418978261462,553.418978261462
c6a9cd8b4004353eaf7650cf19d25772f9e10dee0f0fbbc1192229930a94c5a7,22280ed359d28d140e2bef3040b02dc57f1dc9871d2a52a27d8e93dd6715890c,1,0,1,0,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
c6bc4c832e694cdf751bff4173900e8b3f54850ac6e3f70eb1189a37a563f441,3248f11411e93ef0dc5fcda2de9e9865392e7ef81bcf93b0e8ddb007f2a08248,1,0,1,0,0,0,1,1,345.307257998527,345.307257998527,345.307257998527
c6e8c9846a0a876f86df0785fd9acc70e78b1ca4da6a442cc078aeafff9c945e,049dcad09ce145f846d7195556b4cf685ef70f5e1f6e7c7f728b295708e94115,1,0,1,0,0,0,1,1,177.563210866541,177.563210866541,177.563210866541
c6f0bcc879a24184a2c41c262b17b3e630070384121e3085acc439d2f5b0efe2,09de5a534bee22d4dad6c9d9bab050c31602a33dbc87f4b2369c1d64055993f3,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
c774f6fbf0b9dc88053fba43e8900e3cef2b84da31a5459b8b9b46273c01900d,f1a067549a1174c3cc1302d71146ff6e4d4178fd78a1d03bf0b27a37748283e2,1,0,0,1,0,0,1,1,564.87466928511,564.87466928511,564.87466928511
c8a665d2c309f90600951ef373e2c6a099aa178e5f3ff50745fcbd38362bb484,89b53f6fa8a674b06a028bf6b8949fdba6f5c01c182c8d66b279faabc819ad13,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
c8b72fbe9eed57776fd326c965e1ec47e7d26f0e6741cb09456bf88d820db747,8a11e547cb8190a44e1e16ae986149ebfd72fb6f478500391c12a4e92dec5e7f,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
c8cd737ad1f13dae8ffa27b44d0bcc0aae87241ac930a52e7b43ff19b0e885a2,8f83ccd0175e68cccc684b5896bd2f1c843c7384ce87e273a88354d76273f925,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
c9289cc2efee090870b6045b9c6cb69ee210eb38ea5879c93ff922d240e1c09d,9a1ecd9c7dde4a512b297aa14219ae906746830bb84aa0b09d9dc194903e5ef0,1,0,0,1,0,0,1,1,602.514796934239,602.514796934239,602.514796934239
c968d6643e6750f43681fab6b16022a85df8cb910525498fbad75066b9b9ec0e,c553dcc5477dd98f3404c5f09bff79858d54656946d7f927949a732c9d150446,1,0,0,1,0,0,1,1,547.963887297821,547.963887297821,547.963887297821
c98bae64e4d71763d9ccf96cdf9d311a4dee5fbe588acc8886938526f8622df2,cc97eda2ba42f44ba79a613f453e499ad71e4a02ea76372c46623aaa4c418934,1,0,0,1,0,0,1,1,167.471292583804,167.471292583804,167.471292583804
ca2db2053c0a76e6460dc0c7576a2a208c62d7a0a07e923eb03b6fb0b266076d,318903ca88e612f79df6148feb33803f9a0b8b79bd47a9d238827e31bddba483,1,0,1,0,0,0,1,1,88.3724736109974,88.3724736109974,88.3724736109974
ca5da31a9fbd529ca60f3132204778195eebf2b27ed3a5c2ab2756bfdac72325,448f1f9d2f5f50d7cf8b6f3a0bd2d2c40b48f74515e27c8131f2cd7a3ea67747,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
cbc9498583e83415eb034c0ca95a9d7689572d12efdea1bfb9e70971b56af47f,bd686c02166522291fa162c4c05fe62487c15c01fd6fd6ba5c25f0a84cd89c38,1,0,0,1,0,0,1,1,139.923083217413,139.923083217413,139.923083217413
cc736c4c6420dbbc057deca19fdbd3010c9b8518fec51bfcd872f571a2ef295b,75e4b7cf4578cba53612348ce99c3468c7e43de4af4e78bb690f192c1780dada,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
cc82854dbc2359930a5925d4ca2d59446667c49c45b6a32930780fa3c6509b73,38359814cf7727442875f537ce12e4582d7a4fbed212d1bc3beec32fc9a16848,1,0,0,1,0,0,1,1,410.222840465865,410.222840465865,410.222840465865
cc8d15ec47513fded62014a44f6c0619716f34730cb8b50b0b35c07bdeab85f5,df6d51dc373af83dd6a78d5d4ac47db79ea1570d9b7b6a11dd9fb28a368c67c5,1,0,0,1,0,0,1,1,499.959086817773,499.959086817773,499.959086817773
ccf374dafaa5f3c72a05a86211dbda8e5558faa69bd22625cee1a09b002aaa63,3c540c742a18fb6f0d45477dc37b7863c8095549476b86fbb222cc6dd0457b2f,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
cd58a218d1d131b617e02e44cbd61bad7eaa853f2b98af8505cbd2d2a8f1ac43,ee9c6969d86a604e34a52a9249fd76dd24ecf4517c29eb89ca74001b63c6e10d,1,0,0,1,0,0,1,1,438.862068024984,438.862068024984,438.862068024984
cd622071841113f563a39e682eb6828bec07fc1afec70abd2b1751f27b016600,0d8eb8cfc941bda2e8302f6bbad7bde9bf0e273a4f9aad0b1687354feb93c953,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
cd8bed14d33fc1dfb18565477ef23526bbb2d3d1852b6299d99b59548130fb58,b25d1824dd04c59200ee52296072b9aa7802a5609dc571c5d5911529d7510493,1,0,1,0,0,0,1,1,482.502795734119,482.502795734119,482.502795734119
ce66c00d318d4714a188fbe001a01947a1da4004ae8bde568bff2729d735502b,85b6f56e9537709cd599d8799ff8070925909aebcda545d57d55f63b928dc4cc,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
cf5ce9ab372b1ce387ec1e02518463686ea0fc090323ff91df7022d2b8e82228,94ca0d067b6d3a02c350ebe2f5d50f3ea4630674dc6b612a5a31c1e67ce8ea9e,1,0,1,0,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
cfcf6ee4f45d0f429987cf2ca3c79c8d9db6a21589e75ffb43fde76c2a0ca15d,06cc190cdc757abf3c9ef8a42ded4e577f29fce4965aa8cc39fd71a025abbe7b,1,0,1,0,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
cfe749b5fc95e18a47f115aed2a1a2c7437466b6be2df224da818fe1eed87d5b,7dbc03670aa19a8bdd6c05e382f8cfbad121fc48606de385078f30fa89446809,1,0,1,0,0,0,1,1,582.876469465128,582.876469465128,582.876469465128
d19ece4d3edc727dce2f491052f43fa5af7851647fa79655ac6c96a039b4afd7,059d5c5c724b7dfeb1d8924a0536a15a0ef12ceb69232b6b9846d87ace6ad765,1,0,0,1,0,0,1,1,591.604615006955,591.604615006955,591.604615006955
d1c51a639cc3bd2771ac4e731dbcd35de68d45f56395c5f487796cf8bd0ea7c6,bbc721ea7a3647cfe666e2d9cd93bf098c921731f3e03c02c6077f0576a71730,1,0,0,1,0,0,1,1,607.969887897881,607.969887897881,607.969887897881
d1d325afaff6eb7e4d40ad3c73513038d30287030a168065f173f40a927248fa,f22aeea2e6953a7dfae9cf12eda336f8437df58da6e0661ad02d8fa0e444c6c1,1,0,1,0,0,0,1,1,263.4808935439,263.4808935439,263.4808935439
d230911fffb764ca04b4bcf9b6a355ff063980ec435d15a4629b8c96db855c42,b8c61ab4b00908fb17a622c680a74d379feed71c2d566f9f7859dda37cef1979,1,0,1,0,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
d386cb1fb80bc08c543e84cfbbb4789b6ef21008694b945310f676c0e71f930c,98eb7e7e4ad6faac9fd58fcffbd7e8954f4fad95300a574c918d89c0a734ff3c,1,0,1,0,0,0,1,1,405.313258598587,405.313258598587,405.313258598587
