pair_id,group_type,initial_state_id,scenario_r,scenario_s,pair_type,d_D,d_Ctilde,d_new,total_D_r_kg,total_D_s_kg,total_D_absolute_difference_kg,D_l1_difference_kg,demand_relocation_share,centroid_r_x_km,centroid_r_y_km,centroid_s_x_km,centroid_s_y_km,centroid_shift_km,A_change_count,reachable_to_unreachable_count,unreachable_to_reachable_count,service_set_change_node_count,service_count_change_node_count,A_change_affected_demand_kg,best_site_change_node_count,best_site_change_affected_demand_kg,service_count_change_affected_demand_kg,unreachable_D_r_kg,unreachable_D_s_kg,shared_D_r_kg,shared_D_s_kg,mean_best_cost_r_km,mean_best_cost_s_km,mean_second_gap_r_km,mean_second_gap_s_km,T_l1_difference_kg,maximum_site_T_difference_kg,capacity_saturated_r,capacity_saturated_s,centroid_source,covered_D_r_site1_kg,covered_D_s_site1_kg,exclusive_D_r_site1_kg,exclusive_D_s_site1_kg,best_assignment_D_r_site1_kg,best_assignment_D_s_site1_kg,weighted_service_burden_r_site1_kg_km,weighted_service_burden_s_site1_kg_km,covered_D_r_site2_kg,covered_D_s_site2_kg,exclusive_D_r_site2_kg,exclusive_D_s_site2_kg,best_assignment_D_r_site2_kg,best_assignment_D_s_site2_kg,weighted_service_burden_r_site2_kg_km,weighted_service_burden_s_site2_kg_km,covered_D_r_site3_kg,covered_D_s_site3_kg,exclusive_D_r_site3_kg,exclusive_D_s_site3_kg,best_assignment_D_r_site3_kg,best_assignment_D_s_site3_kg,weighted_service_burden_r_site3_kg_km,weighted_service_burden_s_site3_kg_km,covered_D_r_site4_kg,covered_D_s_site4_kg,exclusive_D_r_site4_kg,exclusive_D_s_site4_kg,best_assignment_D_r_site4_kg,best_assignment_D_s_site4_kg,weighted_service_burden_r_site4_kg_km,weighted_service_burden_s_site4_kg_km,path_id_r,path_id_s
11,TIER1,30,10710,9931,TAIL_TAIL,0,0.137355503684975,0.0549422014739899,562.147123803289,562.147123803289,0,0,0,-23.5404769902587,24.9593643862203,-23.5404769902587,24.9593643862203,0,18,12,6,18,18,324.032403240324,0,0,324.032403240324,198.838065624744,287.210539235742,0,0,16.7345160916301,13.751711242887,NaN,NaN,243.282055478275,125.452090663612,1,0,NearStageInput.Spatial.node_positions_affine_km,98.1916373455527,216.021602160216,98.1916373455527,216.021602160216,98.1916373455527,216.021602160216,728.227249688101,1893.10179636527,19.6383274691105,19.6383274691105,19.6383274691105,19.6383274691105,19.6383274691105,19.6383274691105,0,0,14.7287456018329,14.7287456018329,14.7287456018329,14.7287456018329,14.7287456018329,14.7287456018329,0,0,230.750347762049,24.5479093363882,230.750347762049,24.5479093363882,230.750347762049,24.5479093363882,3854.46264707427,0,10710,9931
12,CONTROL,30,11691,9716,TAIL_TAIL,0,0.116644292667826,0.0466577170671303,607.969887897881,607.969887897881,0,0,0,-24.2654519101356,24.5216464782414,-24.2654519101356,24.5216464782414,0,12,0,12,6,6,85.9176826773586,3,29.4574912036658,85.9176826773586,202.111120202929,116.193437525571,312.576712216676,398.494394894035,20.5228477364663,14.9568309567723,41.7100573219323,3.00706962605237,9.9475983006414e-14,9.9475983006414e-14,1,1,NearStageInput.Spatial.node_positions_affine_km,68.7341461418869,68.7341461418869,68.7341461418869,68.7341461418869,68.7341461418869,68.7341461418869,0,0,312.576712216676,398.494394894035,0,0,58.9149824073316,149.742246951968,16893.5745394473,6682.73740461194,312.576712216676,398.494394894035,0,0,253.661729809345,248.752147942067,9965.98072244345,7424.9722774163,24.5479093363882,24.5479093363882,24.5479093363882,24.5479093363882,24.5479093363882,24.5479093363882,0,0,11691,9716
13,TIER1,31,3295,3225,TAIL_TAIL,0,0.0227286969441855,0.00909147877767422,607.969887897881,607.969887897881,0,0,0,-24.2654519101356,24.5216464782414,-24.2654519101356,24.5216464782414,0,3,2,1,3,3,111.283855658293,0,0,111.283855658293,393.584813026757,367.400376401276,0,0,1.58882961160536,1.63766558179503,NaN,NaN,111.283855658293,68.7341461418871,0,0,NearStageInput.Spatial.node_positions_affine_km,68.7341461418869,137.468292283774,68.7341461418869,137.468292283774,68.7341461418869,137.468292283774,0,300.173390704278,39.2766549382211,29.4574912036658,39.2766549382211,29.4574912036658,39.2766549382211,29.4574912036658,56.288331162233,29.6429380112436,14.7287456018329,14.7287456018329,14.7287456018329,14.7287456018329,14.7287456018329,14.7287456018329,0,0,91.6455281891825,58.9149824073316,91.6455281891825,58.9149824073316,91.6455281891825,58.9149824073316,234.979816154458,140.135430615741,3295,3225
14,TIER1,31,11336,6188,NONTAIL_TAIL,0,0.085987730762521,0.0343950923050084,607.969887897881,607.969887897881,0,0,0,-24.2654519101356,24.5216464782414,-24.2654519101356,24.5216464782414,0,11,8,3,6,6,160.379674331069,1,14.7287456018329,160.379674331069,188.200638245643,166.92578348744,336.306357908518,259.389575321168,10.4922537716172,10.4307591344736,17.8654869624627,16.6725357062874,175.108419932897,98.1916373455531,1,0,NearStageInput.Spatial.node_positions_affine_km,68.7341461418869,166.92578348744,68.7341461418869,166.92578348744,68.7341461418869,166.92578348744,0,748.443717357723,336.306357908518,259.389575321168,0,0,205.384174781114,128.467392193765,5995.73966756432,5109.08358436709,14.7287456018329,14.7287456018329,14.7287456018329,14.7287456018329,14.7287456018329,14.7287456018329,0,0,336.306357908518,259.389575321168,0,0,130.922183127404,130.922183127404,7805.65795180055,4748.28977071387,11336,6188
15,TIER1,31,11578,5253,TAIL_TAIL,0,0.12878892588668,0.051515570354672,562.147123803289,562.147123803289,0,0,0,-23.5404769902587,24.9593643862203,-23.5404769902587,24.9593643862203,0,17,14,3,14,11,238.114720562965,3,86.7359463219049,151.37877424106,186.56411095655,337.942885197611,0,0,18.9320709149785,1.88981046476247,NaN,NaN,257.278455118239,170.542508796334,1,0,NearStageInput.Spatial.node_positions_affine_km,68.7341461418869,68.7341461418869,68.7341461418869,68.7341461418869,68.7341461418869,68.7341461418869,0,0,267.572211766631,29.4574912036658,267.572211766631,29.4574912036658,267.572211766631,29.4574912036658,6382.34226089862,26.6044091869084,14.7287456018329,14.7287456018329,14.7287456018329,14.7287456018329,14.7287456018329,14.7287456018329,0,0,24.5479093363882,111.283855658293,24.5479093363882,111.283855658293,24.5479093363882,111.283855658293,0,330.561158128695,11578,5253
16,CONTROL,31,8102,1750,TAIL_TAIL,0,0.0861253000886397,0.0344501200354559,607.969887897881,607.969887897881,0,0,0,-24.2654519101356,24.5216464782414,-24.2654519101356,24.5216464782414,0,11,4,7,11,11,169.380574421078,0,0,169.380574421078,193.928483757467,181.654529089273,0,0,20.5920792150321,16.0899577555804,NaN,NaN,1.6365272890926,1.6365272890926,1,1,NearStageInput.Spatial.node_positions_affine_km,68.7341461418869,68.7341461418869,68.7341461418869,68.7341461418869,68.7341461418869,68.7341461418869,0,0,263.4808935439,274.118320923001,263.4808935439,274.118320923001,263.4808935439,274.118320923001,7350.12295343383,5678.55769775054,24.5479093363882,24.5479093363882,24.5479093363882,24.5479093363882,24.5479093363882,24.5479093363882,27.3532171063111,24.639185612755,57.2784551182391,58.9149824073316,57.2784551182391,58.9149824073316,57.2784551182391,58.9149824073316,107.856101630529,116.504826436206,8102,1750
17,TIER1,11,7036,14693,TAIL_TAIL,0,0.0106074837207532,0.00424299348830129,405.313258598587,405.313258598587,0,0,0,-24.2654519101356,24.5216464782414,-24.2654519101356,24.5216464782414,0,0,0,0,0,0,0,8,81.8263644546273,0,0,0,405.313258598587,405.313258598587,10.7739605197707,9.69033991724841,10.458706731542,10.0576620602918,163.652728909255,81.8263644546275,0,0,NearStageInput.Spatial.node_positions_affine_km,405.313258598587,405.313258598587,0,0,141.832365054687,194.201238305649,11025.3784611236,8274.67697180298,405.313258598587,405.313258598587,0,0,50.7323459618689,80.1898371655347,9331.17072115408,9305.62487174617,405.313258598587,405.313258598587,0,0,66.5521097564302,66.5521097564302,10299.5806614573,9997.998678284,405.313258598587,405.313258598587,0,0,146.196437825601,64.3700733709735,10647.7100821712,10417.6517846713,7036,14693
18,TIER1,11,10407,11668,NONTAIL_TAIL,0.192911619560024,0.0305187539862429,0.127954473330511,194.746747402013,97.1006191528244,97.6461282491886,117.284455718299,0.167441860465116,-18.9204912734325,27.7696078431373,-13.6819360414866,30.3885767790262,5.85674476183644,4,3,1,1,1,0,1,0,0,0,0,194.746747402013,87.2814554182691,8.07144003646156,7.97862934941754,13.5944326938159,13.5589038008747,117.2844557183,54.0054005415511,0,0,NearStageInput.Spatial.node_positions_affine_km,194.746747402013,87.2814554182691,0,0,54.005400540054,0,4479.02724627566,2284.42358762914,194.746747402013,87.2814554182691,0,0,0,0,4271.78821411221,1978.84294857006,0,9.81916373455527,0,9.81916373455527,0,9.81916373455527,0,0,194.746747402013,87.2814554182691,0,0,140.741346861959,87.2814554182691,2266.34376094213,295.938684777569,10407,11668
19,TIER1,11,3520,8359,TAIL_TAIL,0,0.575603803686572,0.230241521474629,607.969887897881,607.969887897881,0,0,0,-24.2654519101356,24.5216464782414,-24.2654519101356,24.5216464782414,0,75,0,75,33,33,607.969887897881,14,191.473692823828,607.969887897881,29.4574912036658,0,367.400376401276,607.969887897881,18.5120175101353,8.36213599373043,2.92174174663952,10.7450906165836,345.00450045005,139.104819572866,1,0,NearStageInput.Spatial.node_positions_affine_km,152.197037885607,607.969887897881,152.197037885607,0,152.197037885607,291.301857458473,299.983508123431,10835.5911536788,367.400376401276,607.969887897881,0,0,148.105719662875,76.0985189428034,8830.38966185272,13146.2037067308,367.400376401276,607.969887897881,0,0,219.294656738401,99.8281646346453,9249.11617686058,14138.4237954497,58.9149824073316,607.969887897881,58.9149824073316,0,58.9149824073316,140.741346861959,131.359169552243,13777.9582727172,3520,8359
20,CONTROL,11,3957,14538,TAIL_TAIL,0.0323014804844691,0.0651605073704504,0.0454450912388616,355.126421733082,335.488094263972,19.6383274691105,19.6383274691105,2.71360711678881e-15,-23.3108826657214,24.9225550435228,-22.8067542213884,25.1253387533875,0.543384506010371,8,0,8,2,2,19.6383274691105,0,0,19.6383274691105,19.6383274691105,0,335.488094263972,335.488094263972,8.2505938804463,7.92789128388551,10.8033957864071,9.9344520952435,1.82448047780781e-08,9.12240238903905e-09,0,0,NearStageInput.Spatial.node_positions_affine_km,335.488094263972,335.488094263972,0,0,124.376073971033,124.376073971033,6602.62674387038,6005.91608437524,335.488094263972,335.488094263972,0,0,50.7323459618689,50.7323459618689,7027.98261982819,6701.10085469652,335.488094263972,335.488094263972,0,0,66.5521097564302,66.5521097564302,7767.28217694164,7327.44984616398,335.488094263972,335.488094263972,0,0,93.8275645746393,93.8275645746393,6888.76009507373,6438.89131015662,3957,14538
21,TIER1,21,4757,5018,TAIL_TAIL,0,0.00824141501089638,0.00329656600435855,405.313258598587,405.313258598587,0,0,0,-24.2654519101356,24.5216464782414,-24.2654519101356,24.5216464782414,0,0,0,0,0,0,0,5,63.2790551782451,0,0,0,388.947985707662,388.947985707662,8.79383145204857,8.6536764260583,15.0545544209521,15.7508811794284,125.437089167386,62.7185445836928,1,0,NearStageInput.Spatial.node_positions_affine_km,388.947985707662,388.947985707662,0,0,187.655129149279,200.747347462019,7008.05976958852,7200.89057998018,388.947985707662,388.947985707662,0,0,50.7323459618689,100.919182827374,10229.4156538314,8913.89026842294,16.3652728909255,16.3652728909255,16.3652728909255,16.3652728909255,16.3652728909255,16.3652728909255,15.6487000482224,14.8912425218967,388.947985707662,388.947985707662,0,0,150.560510596514,87.2814554182691,8466.17264080156,10564.5311743437,4757,5018
22,TIER1,21,353,10381,NONTAIL_TAIL,0.0161507402422345,0.250781719567071,0.110003131972169,263.4808935439,273.300057278455,9.81916373455527,9.81916373455527,0,-18.3946488294314,23.3065907522429,-18.8392445877476,23.0530605455755,0.511803628362995,33,3,30,30,27,240.569511496604,8,105.828764694651,182.745547282001,0,0,0,182.745547282001,12.817651501798,9.67060888235383,NaN,25.9872599514035,221.476693125927,105.828764695683,0,0,NearStageInput.Spatial.node_positions_affine_km,39.2766549382211,182.745547282001,39.2766549382211,0,39.2766549382211,97.1006191528244,706.360345005111,4874.59031602847,191.473692823828,182.745547282001,191.473692823828,0,191.473692823828,85.6449281291765,3285.37306163916,4305.92706519038,16.3652728909255,16.3652728909255,16.3652728909255,16.3652728909255,16.3652728909255,16.3652728909255,14.907842735588,16.9051408175823,16.3652728909255,74.1892371055287,16.3652728909255,74.1892371055287,16.3652728909255,74.1892371055287,0,211.249293435566,353,10381
23,TIER1,21,8542,2987,TAIL_TAIL,0,0.437066763717756,0.174826705487102,607.969887897881,607.969887897881,0,0,0,-24.2654519101356,24.5216464782414,-24.2654519101356,24.5216464782414,0,56,0,56,33,33,607.969887897881,10,137.468292283774,607.969887897881,73.6437280091645,0,372.309958268554,607.969887897881,13.402955383272,11.1226302742395,12.5294169050535,13.7167672854281,280.877178626954,137.983798379838,1,1,NearStageInput.Spatial.node_positions_affine_km,162.016201620162,607.969887897881,162.016201620162,0,162.016201620162,324.032403240324,436.273386060019,16342.3293874531,372.309958268554,607.969887897881,0,0,85.9176826773586,76.0985189428034,8661.55334101576,16943.7500213732,372.309958268554,607.969887897881,0,0,184.927583667458,67.0976188527944,10681.7123717706,17177.2928136111,372.309958268554,607.969887897881,0,0,101.464691923738,140.741346861959,11372.0300155976,22497.6435862504,8542,2987
24,CONTROL,21,4441,11613,TAIL_TAIL,0.0323014804844691,0.16219650325936,0.0842594895944253,429.861167934975,410.222840465865,19.6383274691105,19.6383274691105,0,-23.7407262787973,24.025486463621,-24.1775777414075,24.347850177305,0.542915798522007,21,6,15,7,7,58.9149824073316,0,0,58.9149824073316,61.0970187927884,41.4586913236778,329.487494203966,329.487494203966,11.603475089854,9.90642050078195,8.05858972570894,9.26490342864291,26.1844365984454,13.0922182992228,0,0,NearStageInput.Spatial.node_positions_affine_km,329.487494203966,329.487494203966,0,0,161.470692523798,154.924583367428,8165.51164468144,7941.29407237471,329.487494203966,329.487494203966,0,0,90.00900090009,83.4628917437198,7347.59028453507,7057.3960093857,329.487494203966,329.487494203966,0,0,78.007800780078,91.1000190928184,7483.12355927003,7383.21495873523,39.2766549382211,39.2766549382211,39.2766549382211,39.2766549382211,39.2766549382211,39.2766549382211,91.7179828208614,82.216243318105,4441,11613
