state,intensity,loc,mode,q_weighted_shortage_kg,q_weighted_road_service_kg,q_weighted_electrical_service_kg,road_service_share,electrical_service_share,fc_binding_frequency,fc_binding_any_share,inventory_binding_frequency,inventory_binding_site1,inventory_binding_site2,inventory_binding_site3,inventory_binding_site4
7,2,7,DRO,0.025838947531116756,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999476,0.9999999999999476,0.9999999999999476,0.9999999999999476
7,2,7,SAA,0.025838947531116756,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999476,0.9999999999999476,0.9999999999999476,0.9999999999999476
8,3,1,DRO,1.3548093422617615,1.9857979938547738,0.5158510369935024,0.7937956001691475,0.20620439983085243,0.0029944444444444437,0.016799999999999995,0.015116666666666664,0.011866666666666621,0.016066666666666597,0.019533333333333243,0.012999999999999947
8,3,1,SAA,3.407831692260135,0.3910209202738456,0.05760576057605759,0.8715953307392996,0.12840466926070035,0.0,0.0,0.5140833333333333,0.025933333333333204,0.9999999999999045,0.9999999999999045,0.030399999999999844
9,3,2,DRO,1.299378041465752,2.7061126611538806,0.8308111093797481,0.7651034731646477,0.23489652683535234,0.006244444444444442,0.02533333333333333,0.015166666666666663,0.011466666666666623,0.015466666666666599,0.01853333333333325,0.015199999999999934
9,3,2,SAA,3.707498022529525,1.0417041704170418,0.08709961905281438,0.9228390089886916,0.07716099101130836,0.00023333333333333333,0.0027999999999999995,0.5141500000000001,0.027466666666666528,0.9999999999999045,0.9999999999999045,0.029133333333333185
10,3,3,DRO,1.2162870854272012,2.615470502541312,0.8595115389441769,0.7526572716972224,0.24734272830277768,0.006588888888888888,0.029466666666666662,0.016866666666666665,0.011799999999999955,0.015799999999999932,0.020533333333333237,0.019333333333333244
10,3,3,SAA,2.9673330969460574,1.517297184263881,0.20663884570275207,0.8801354330376449,0.11986456696235508,0.0011722222222222223,0.012066666666666665,0.032916666666666664,0.026466666666666534,0.037666666666666467,0.03613333333333314,0.03139999999999984
11,3,4,DRO,1.2941136493948169,2.980813921821642,0.9599231865865929,0.7564102450431335,0.2435897549568666,0.007783333333333332,0.030133333333333328,0.016433333333333328,0.012466666666666617,0.013733333333333276,0.02013333333333324,0.01939999999999991
11,3,4,SAA,3.5584831210393766,1.468565038322014,0.20780259844166227,0.8760399605167533,0.1239600394832467,0.0012666666666666666,0.012066666666666663,0.03218333333333333,0.027866666666666526,0.03459999999999982,0.034666666666666485,0.03159999999999984
12,3,5,DRO,1.2304809697464298,0.8178620562296974,0.1659329470757229,0.8313338180025206,0.16866618199747943,0.000872222222222222,0.007933333333333332,0.015349999999999999,0.012466666666666617,0.016999999999999925,0.017533333333333255,0.014399999999999939
12,3,5,SAA,2.127976434007037,0.07953522624989767,0.006764312794915858,0.9216182048040453,0.07838179519595455,0.0,0.0,0.7565666666666668,0.026266666666666535,0.9999999999999045,0.9999999999999045,0.9999999999999045
13,3,6,DRO,0.7484748474847485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999043,0.9999999999999043,0.9999999999999043,0.9999999999999043
13,3,6,SAA,0.7484748474847485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999043,0.9999999999999043,0.9999999999999043,0.9999999999999043
14,3,7,DRO,0.09830073916482554,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.9999999999999043,0.9999999999999043,0.9999999999999043,0.9999999999999043
14,3,7,SAA,0.09830073916482554,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.9999999999999043,0.9999999999999043,0.9999999999999043,0.9999999999999043
15,4,1,DRO,2.457972828653711,22.633806041997822,5.514263551772518,0.8040979850002601,0.19590201499973983,0.04646666666666665,0.12806666666666666,0.03833333333333332,0.020399999999999904,0.04933333333333306,0.05899999999999967,0.02459999999999988
15,4,1,SAA,2.973915573375517,22.174944767203986,5.4571820818445484,0.8025058978754487,0.19749410212455137,0.04564444444444443,0.12793333333333334,0.04961666666666666,0.02886666666666652,0.05686666666666635,0.07726666666666776,0.03546666666666648
16,4,2,DRO,3.030572876775269,30.816267460825415,7.456017220882427,0.8051849456364956,0.19481505436350433,0.06371666666666666,0.16866666666666671,0.046483333333333335,0.022199999999999893,0.059466666666666335,0.07780000000000115,0.026466666666666534
16,4,2,SAA,3.5726845411813892,30.431424960677877,7.298748056623843,0.8065540793232806,0.19344592067671929,0.06120555555555555,0.168,0.06348333333333332,0.0320666666666665,0.07646666666666768,0.10446666666667043,0.04093333333333311
17,4,3,DRO,3.011381194016586,32.81553630480265,8.090874280358669,0.8022101141454437,0.19778988585455626,0.0691611111111111,0.1963333333333334,0.05661666666666665,0.01886666666666658,0.06279999999999968,0.09286666666666929,0.05193333333333305
17,4,3,SAA,3.471674440171289,32.405895134968034,8.040222204038582,0.8012115195966036,0.19878848040339622,0.06897222222222221,0.19626666666666673,0.066,0.029799999999999847,0.06733333333333345,0.09686666666666968,0.07000000000000038
18,4,4,DRO,2.6153406441265243,30.475550151172772,7.823891592030336,0.7957178685660916,0.20428213143390844,0.06897777777777776,0.17913333333333337,0.039883333333333326,0.02046666666666657,0.020333333333333238,0.0804000000000014,0.03833333333333313
18,4,4,SAA,3.59345025411632,29.585631290401764,7.735700842811553,0.7927270973286794,0.20727290267132056,0.06758888888888888,0.17886666666666673,0.06183333333333334,0.0427333333333331,0.036799999999999805,0.10126666666667011,0.06653333333333337
19,4,5,DRO,1.7396187701369756,13.073384392691434,3.754944541032882,0.7768676524079645,0.2231323475920355,0.03155555555555555,0.10206666666666667,0.03385,0.014066666666666608,0.029799999999999847,0.056799999999999684,0.03473333333333315
19,4,5,SAA,3.2654720017456276,11.691132749638598,3.6113429524770644,0.7640026997737513,0.2359973002262486,0.029599999999999987,0.09846666666666666,0.05283333333333333,0.027933333333333192,0.05273333333333304,0.07700000000000107,0.05366666666666637
20,4,6,DRO,1.3032018541571966,3.971945020587976,1.2637070106433645,0.758634263105113,0.241365736894887,0.009077777777777775,0.042199999999999994,0.02208333333333333,0.011933333333333287,0.024866666666666544,0.028999999999999852,0.022533333333333225
20,4,6,SAA,2.9830983098309822,2.8715053323514166,0.6842502432061388,0.8075654446245659,0.19243455537543405,0.004644444444444444,0.03393333333333333,0.03695,0.026066666666666537,0.041599999999999776,0.04346666666666643,0.03666666666666647
21,4,7,DRO,1.047353904085439,0.14600072666494857,0.021894166856645636,0.869595993079863,0.130404006920137,0.0,0.0,0.5068666666666666,0.013599999999999944,0.9999999999999094,0.9999999999999094,0.013866666666666609
21,4,7,SAA,1.2152487976070332,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.9999999999999094,0.9999999999999094,0.9999999999999094,0.9999999999999094
22,5,1,DRO,8.66472144182132,67.41812506306906,16.146176397399813,0.8067814112580363,0.19321858874196374,0.13667777777777776,0.3001333333333334,0.06251666666666665,0.02886666666666652,0.06653333333333337,0.12306666666667225,0.03159999999999984
22,5,1,SAA,9.144823573266416,67.06941603251232,16.014783296511464,0.8072463425555692,0.19275365744443085,0.13484999999999997,0.2994666666666667,0.07378333333333333,0.03399999999999982,0.07926666666666796,0.14573333333333682,0.03613333333333314
23,5,2,DRO,12.528943089331726,89.9814441221018,21.60804281338708,0.8063613033199183,0.1936386966800818,0.1826388888888889,0.39313333333333345,0.07698333333333332,0.031999999999999834,0.0926000000000026,0.14153333333333729,0.041799999999999775
23,5,2,SAA,12.738801152842555,89.83632908745417,21.543299784523896,0.8065777377541257,0.1934222622458743,0.18142222222222218,0.3931333333333335,0.08633333333333332,0.03533333333333315,0.10086666666667007,0.1641333333333348,0.044999999999999755
24,5,3,DRO,11.008573501009842,99.04094058765094,23.238378336945395,0.8099565933036038,0.19004340669639616,0.19872222222222216,0.4484000000000001,0.07246666666666665,0.035533333333333146,0.06633333333333336,0.13900000000000423,0.04899999999999973
24,5,3,SAA,11.223395066779405,98.94143959850527,23.123057760321476,0.8105668866816548,0.18943311331834523,0.19731111111111102,0.44853333333333345,0.08353333333333332,0.03866666666666646,0.07446666666666749,0.17013333333333414,0.05086666666666639
25,5,4,DRO,10.08835065668256,84.52411568431198,20.958781692899723,0.8013063518918129,0.19869364810818718,0.17918888888888884,0.4039333333333335,0.061983333333333314,0.030866666666666508,0.04366666666666643,0.12166666666667211,0.05173333333333305
25,5,4,SAA,10.50695978688778,84.18263644546269,20.881651801543782,0.8012488148927355,0.19875118510726456,0.17827777777777779,0.40373333333333344,0.07321666666666667,0.036266666666666475,0.05059999999999972,0.14746666666666997,0.05853333333333301
26,5,5,DRO,6.490715906145868,44.35358660093842,12.146596582824685,0.7850166867013744,0.21498331329862566,0.10293333333333332,0.2696666666666668,0.046849999999999996,0.018266666666666584,0.05906666666666634,0.07413333333333412,0.035933333333333144
26,5,5,SAA,7.716535289892622,43.273436434552536,12.000927365463816,0.7828843872562081,0.21711561274379185,0.10088333333333332,0.2689333333333334,0.0701,0.029533333333333182,0.07760000000000113,0.11233333333333786,0.06093333333333299
27,5,6,DRO,2.5951502671876447,16.818139628851068,4.909851509010878,0.7740310423610559,0.22596895763894406,0.03986111111111111,0.1312,0.038133333333333325,0.015933333333333265,0.042333333333333105,0.05793333333333301,0.03633333333333314
27,5,6,SAA,3.909881897280637,15.70831628617407,4.704943221594886,0.7695153378222492,0.2304846621777507,0.03747222222222221,0.1248,0.05636666666666665,0.026466666666666534,0.06386666666666645,0.08053333333333475,0.0545999999999997
28,5,7,DRO,1.2798539567113942,3.3893883132779794,1.0070162649550283,0.7709454971590067,0.22905450284099327,0.006938888888888888,0.03386666666666666,0.024699999999999993,0.011599999999999956,0.02919999999999985,0.03119999999999984,0.026799999999999866
28,5,7,SAA,2.7831328587404194,2.3813472256316537,0.51177845057233,0.823105351149548,0.17689464885045192,0.0033333333333333322,0.024466666666666664,0.038183333333333326,0.02566666666666654,0.04639999999999975,0.042866666666666435,0.0377999999999998
29,6,1,DRO,24.522690167447504,126.41825227986529,30.4568518775742,0.8058528659397237,0.1941471340602762,0.25509444444444435,0.5014666666666667,0.09768333333333333,0.051799999999999714,0.1110000000000044,0.18326666666666602,0.044666666666666424
29,6,1,SAA,24.731291310949274,126.29026539017535,30.376237623762364,0.8061089190134029,0.19389108098659716,0.2541666666666666,0.5016666666666667,0.10464999999999999,0.055866666666666356,0.12133333333333875,0.19226666666666503,0.049133333333333064
30,6,2,DRO,35.90527188792699,156.1275725369692,38.087349412669255,0.803890715346035,0.19610928465396504,0.313611111111111,0.6127999999999998,0.10694999999999995,0.05006666666666639,0.1338000000000048,0.19173333333333176,0.05219999999999971
30,6,2,SAA,36.136959150460484,156.01749265835667,37.96574202874831,0.8042833851596141,0.19571661484038588,0.312561111111111,0.6129333333333331,0.11779999999999995,0.055199999999999694,0.15033333333333632,0.20619999999999683,0.059466666666666335
31,6,3,DRO,38.80239666282969,176.54968389270422,41.93632101189548,0.8080594634415753,0.19194053655842472,0.3449111111111111,0.6909333333333332,0.08814999999999999,0.043733333333333096,0.09753333333333641,0.16126666666666845,0.05006666666666639
31,6,3,SAA,39.19759248652137,176.2852103392157,41.805598741692336,0.808311047504147,0.19168895249585305,0.3434777777777777,0.6909999999999998,0.10114999999999998,0.04779999999999974,0.1140000000000047,0.18399999999999928,0.05879999999999967
32,6,4,DRO,33.162091125679645,148.56323751225844,37.18045284930147,0.7998292551583973,0.2001707448416027,0.3063777777777777,0.623933333333333,0.07974999999999999,0.041466666666666444,0.07613333333333432,0.144133333333337,0.05726666666666635
32,6,4,SAA,33.54028130085735,148.2691814636009,37.096318722781355,0.7998747410630266,0.2001252589369735,0.3053722222222222,0.6237999999999997,0.09093333333333332,0.04473333333333309,0.09053333333333573,0.16520000000000135,0.06326666666666639
33,6,5,DRO,18.670934080504683,94.89874451181188,25.252567268633126,0.7898269532439424,0.2101730467560576,0.20704444444444445,0.46966666666666684,0.07458333333333333,0.02939999999999985,0.08840000000000219,0.1262666666666723,0.054266666666666366
33,6,5,SAA,18.972351780632607,94.73380065279252,25.11609342752456,0.790437082817169,0.20956291718283104,0.20595555555555553,0.4689333333333334,0.09126666666666663,0.03326666666666649,0.09540000000000287,0.17879999999999985,0.05759999999999968
34,6,6,DRO,6.353035489556664,46.00236297816289,12.732419404976785,0.7832218169819638,0.21677818301803628,0.1078722222222222,0.26993333333333336,0.06978333333333332,0.019266666666666578,0.06306666666666637,0.15033333333333632,0.04646666666666641
34,6,6,SAA,7.476838592950204,44.937930156652016,12.673049123094122,0.7800237162858037,0.2199762837141963,0.10740555555555555,0.2694000000000001,0.08088333333333331,0.029266666666666517,0.0776666666666678,0.15140000000000287,0.06519999999999991
35,6,7,DRO,1.9244821317984466,15.781214847069688,4.60067911328653,0.7742761726542648,0.22572382734573523,0.03625,0.11493333333333335,0.041733333333333324,0.014066666666666608,0.04173333333333311,0.06800000000000019,0.0431333333333331
35,6,7,SAA,3.4818754602733,14.491030921273941,4.333469710607424,0.76979629922994,0.23020370077006003,0.033844444444444434,0.10406666666666667,0.057783333333333325,0.026999999999999864,0.06293333333333302,0.08580000000000193,0.05539999999999969
