method,method_label,state_id,intensity,loc,lfw_table,main_msp_terminal_k,site,target_kg,target_class,arrival_count,arrival_frequency_full_oos,arrival_frequency_given_terminal_hit,mean_final_inventory_kg,mean_gap_kg,mean_attainment,positive_gap_probability,mean_relative_gap
saa,SAA,12,3,5,0,151,1,202.383874751111,positive_target,117,0.0117,0.0193292582190649,203.065161703004,9.74495527804927,0.951849151568852,0.41025641025641,0.0481508484311483
saa,SAA,12,3,5,0,151,2,32.7305457818509,positive_target,117,0.0117,0.0193292582190649,93.18977090921,0,1,0,0
saa,SAA,12,3,5,0,151,3,16.3652728909255,positive_target,117,0.0117,0.0193292582190649,25.1151623236592,0.0125783385685259,0.99923140062177,0.0598290598290598,0.000768599378229772
saa,SAA,12,3,5,0,151,4,74.1892371055287,positive_target,117,0.0117,0.0193292582190649,97.5493667910157,1.01824940313195,0.986274971372417,0.11965811965812,0.0137250286275834
saa,SAA,13,3,6,0,159,1,133.376974061043,positive_target,89,0.0089,0.0147034528333058,207.214148437962,0.0781269224085512,0.999414239804445,0.0112359550561798,0.000585760195555156
saa,SAA,13,3,6,0,159,2,36.276354908218,positive_target,89,0.0089,0.0147034528333058,95.9541497501057,0,1,0,0
saa,SAA,13,3,6,0,159,3,9.81916373455527,positive_target,89,0.0089,0.0147034528333058,27.1761926849121,0,1,0,0
saa,SAA,13,3,6,0,159,4,61.0970187927884,positive_target,89,0.0089,0.0147034528333058,103.583507468504,0.0624123229160502,0.9989784718772,0.0224719101123595,0.00102152812279962
saa,SAA,14,3,7,0,167,1,121.103019392848,positive_target,188,0.0188,0.0310589790186684,202.09870589098,0,1,0,0
saa,SAA,14,3,7,0,167,2,19.6383274691105,positive_target,188,0.0188,0.0310589790186684,92.1259373919569,0,1,0,0
saa,SAA,14,3,7,0,167,3,9.81916373455527,positive_target,188,0.0188,0.0310589790186684,24.7861385382863,0,1,0,0
saa,SAA,14,3,7,0,167,4,35.1853367154897,positive_target,188,0.0188,0.0310589790186684,94.946169765258,0,1,0,0
saa,SAA,15,4,1,0,175,1,240.857267544936,positive_target,34,0.0034,0.00561704939699323,224.992627473412,18.3148972988837,0.923959540496461,0.735294117647059,0.0760404595035385
saa,SAA,15,4,1,0,175,2,143.46889234378,positive_target,34,0.0034,0.00561704939699323,111.677366278191,32.3113898343738,0.774784698574592,0.882352941176471,0.225215301425408
saa,SAA,15,4,1,0,175,3,42.5497095164062,positive_target,34,0.0034,0.00561704939699323,31.3428749770889,11.3991357497338,0.732098388466353,0.941176470588235,0.267901611533647
saa,SAA,15,4,1,0,175,4,150,positive_target,34,0.0034,0.00561704939699323,122.217419701407,27.7825802985928,0.814782798009381,0.882352941176471,0.185217201990619
saa,SAA,16,4,2,0,183,1,242.493794834029,positive_target,78,0.0078,0.0128861721460433,230.500004126995,17.1754882692336,0.929171431866992,0.769230769230769,0.0708285681330079
saa,SAA,16,4,2,0,183,2,136.665030139378,positive_target,78,0.0078,0.0128861721460433,114.171241094691,24.0417947064878,0.82408232243487,0.782051282051282,0.17591767756513
saa,SAA,16,4,2,0,183,3,42.8074625644382,positive_target,78,0.0078,0.0128861721460433,32.5254774686041,11.0387912551973,0.742129278543884,0.871794871794872,0.257870721456116
saa,SAA,16,4,2,0,183,4,150,positive_target,78,0.0078,0.0128861721460433,125.548242883027,24.4517571169731,0.836988285886846,0.884615384615385,0.163011714113154
saa,SAA,17,4,3,0,191,1,241.38777514115,positive_target,78,0.0078,0.0128861721460433,229.888097109556,15.3858862532867,0.936260706474096,0.666666666666667,0.0637392935259042
saa,SAA,17,4,3,0,191,2,138.028802880288,positive_target,78,0.0078,0.0128861721460433,108.290925289654,30.397863394427,0.779771592884197,0.871794871794872,0.220228407115803
saa,SAA,17,4,3,0,191,3,32.7305457818509,positive_target,78,0.0078,0.0128861721460433,30.5403841250704,4.02011796176837,0.877175345973072,0.794871794871795,0.122824654026928
saa,SAA,17,4,3,0,191,4,150,positive_target,78,0.0078,0.0128861721460433,121.499523027897,28.5004769721033,0.809996820185978,0.858974358974359,0.190003179814022
saa,SAA,18,4,4,0,199,1,243.569811526607,positive_target,55,0.0055,0.00908640343631257,223.651086147921,21.9342018850841,0.9099469603905,0.890909090909091,0.0900530396095005
saa,SAA,18,4,4,0,199,2,123.300057278455,positive_target,55,0.0055,0.00908640343631257,108.656454062558,17.4436473590741,0.858526851129678,0.781818181818182,0.141473148870322
saa,SAA,18,4,4,0,199,3,29.4574912036658,positive_target,55,0.0055,0.00908640343631257,30.6866094436628,1.53977308075714,0.947728981055742,0.327272727272727,0.0522710189442584
saa,SAA,18,4,4,0,199,4,150,positive_target,55,0.0055,0.00908640343631257,120.596336095598,29.4036639044016,0.803975573970656,0.927272727272727,0.196024426029344
saa,SAA,19,4,5,0,207,1,222.840465864768,positive_target,44,0.0044,0.00726912274905006,228.695064829541,5.21761372083057,0.976585878598921,0.340909090909091,0.0234141214010785
saa,SAA,19,4,5,0,207,2,119.193737555574,positive_target,44,0.0044,0.00726912274905006,112.066914256435,13.4235926563792,0.887380050901412,0.545454545454545,0.112619949098588
saa,SAA,19,4,5,0,207,3,36.003600360036,positive_target,44,0.0044,0.00726912274905006,32.5233467195754,5.56747240249832,0.845363454020609,0.704545454545455,0.154636545979391
saa,SAA,19,4,5,0,207,4,133.376974061042,positive_target,44,0.0044,0.00726912274905006,122.3545586605,16.809269396156,0.873971729269679,0.477272727272727,0.126028270730321
saa,SAA,20,4,6,0,215,1,216.021602160216,positive_target,37,0.0037,0.00611267140261028,230.270409204235,3.06110125412951,0.985829652111092,0.189189189189189,0.0141703478889079
saa,SAA,20,4,6,0,215,2,82.0991190028094,positive_target,37,0.0037,0.00611267140261028,110.189354952978,0.26773553169476,0.99673887448554,0.135135135135135,0.00326112551446013
saa,SAA,20,4,6,0,215,3,29.4574912036658,positive_target,37,0.0037,0.00611267140261028,34.2776110426644,0.81851252544728,0.972213773406969,0.162162162162162,0.0277862265930312
saa,SAA,20,4,6,0,215,4,99.8281646346453,positive_target,37,0.0037,0.00611267140261028,122.241898467155,0.892156060286906,0.991063082612487,0.108108108108108,0.00893691738751334
saa,SAA,21,4,7,0,223,1,213.839565774759,positive_target,124,0.0124,0.0204857095655047,233.076319156101,1.30065058597657,0.993917633618156,0.17741935483871,0.00608236638184427
saa,SAA,21,4,7,0,223,2,81.8263644546273,positive_target,124,0.0124,0.0204857095655047,110.677495612864,0.355264258226602,0.995658315500213,0.0967741935483871,0.0043416844997873
saa,SAA,21,4,7,0,223,3,16.3652728909255,positive_target,124,0.0124,0.0204857095655047,33.8741846618894,0.0326618654437116,0.998004196712062,0.0483870967741935,0.001995803287938
saa,SAA,21,4,7,0,223,4,93.2820554782751,positive_target,124,0.0124,0.0204857095655047,124.49262279501,0.908278315110523,0.990263097114942,0.104838709677419,0.00973690288505764
saa,SAA,22,5,1,0,231,1,267.041704170417,positive_target,9,0.0009,0.00148686601685115,236.895561544238,32.4370579073861,0.87853186449602,0.777777777777778,0.12146813550398
saa,SAA,22,5,1,0,231,2,146.741946921965,positive_target,9,0.0009,0.00148686601685115,116.482971889226,30.2589750327387,0.793794646538048,1,0.206205353461951
saa,SAA,22,5,1,0,231,3,44.1862368054987,positive_target,9,0.0009,0.00148686601685115,37.4566964980927,9.16215390675847,0.792646883528712,0.666666666666667,0.207353116471288
saa,SAA,22,5,1,0,231,4,150,positive_target,9,0.0009,0.00148686601685115,134.164854662482,15.8351453375177,0.894432364416549,0.888888888888889,0.105567635583451
saa,SAA,23,5,2,0,239,1,275.482093663912,positive_target,20,0.002,0.00330414670411366,255.979348956816,20.013902943253,0.927349532315992,0.8,0.0726504676840083
saa,SAA,23,5,2,0,239,2,140.195837765595,positive_target,20,0.002,0.00330414670411366,130.357999918119,11.2380186686454,0.919840568395225,0.8,0.0801594316047754
saa,SAA,23,5,2,0,239,3,49.3685732209585,positive_target,20,0.002,0.00330414670411366,42.1333177264553,8.0767179417057,0.836399607791847,0.65,0.163600392208153
saa,SAA,23,5,2,0,239,4,150,positive_target,20,0.002,0.00330414670411366,141.420314902781,8.57968509721905,0.942802099351873,0.7,0.057197900648127
saa,SAA,24,5,3,0,247,1,277.406377001336,positive_target,28,0.0028,0.00462580538575913,249.972568943074,27.6877211204035,0.900190754734272,0.892857142857143,0.0998092452657284
saa,SAA,24,5,3,0,247,2,134.740746801953,positive_target,28,0.0028,0.00462580538575913,127.633414387039,8.4789878967149,0.937071835373025,0.714285714285714,0.0629281646269754
saa,SAA,24,5,3,0,247,3,51.2778550582331,positive_target,28,0.0028,0.00462580538575913,39.2525237175801,12.2314677591415,0.761466860397125,0.821428571428571,0.238533139602875
saa,SAA,24,5,3,0,247,4,150,positive_target,28,0.0028,0.00462580538575913,142.573826273095,7.42617372690528,0.950492175153964,0.714285714285714,0.0495078248460352
saa,SAA,25,5,4,0,255,1,272.209039085727,positive_target,24,0.0024,0.0039649760449364,247.390188690688,25.7294104237345,0.905479221005473,0.791666666666667,0.0945207789945269
saa,SAA,25,5,4,0,255,2,144.302157488476,positive_target,24,0.0024,0.0039649760449364,121.751797637097,22.5943126017159,0.843423598129361,0.916666666666667,0.156576401870639
saa,SAA,25,5,4,0,255,3,41.4586913236778,positive_target,24,0.0024,0.0039649760449364,38.8092021670844,4.89154982576839,0.882013887327535,0.541666666666667,0.117986112672465
saa,SAA,25,5,4,0,255,4,150,positive_target,24,0.0024,0.0039649760449364,140.332971856241,9.66702814375867,0.935553145708275,0.958333333333333,0.0644468542917245
saa,SAA,26,5,5,0,263,1,275.482093663912,positive_target,22,0.0022,0.00363456137452503,251.626528683241,25.1828993691335,0.908586075290045,0.863636363636364,0.0914139247099546
saa,SAA,26,5,5,0,263,2,137.210539235742,positive_target,22,0.0022,0.00363456137452503,124.651167006369,14.6117859489054,0.893508282743493,0.772727272727273,0.106491717256506
saa,SAA,26,5,5,0,263,3,45.2772549982271,positive_target,22,0.0022,0.00363456137452503,41.8777137882544,5.95364896230437,0.868506848250021,0.681818181818182,0.131493151749979
saa,SAA,26,5,5,0,263,4,150,positive_target,22,0.0022,0.00363456137452503,142.215174625366,7.78482537463409,0.948101164169106,0.772727272727273,0.0518988358308939
saa,SAA,27,5,6,0,271,1,273.443935302621,positive_target,9,0.0009,0.00148686601685115,240.557949206116,32.8859860965052,0.879734081283937,1,0.120265918716062
saa,SAA,27,5,6,0,271,2,129.975042958841,positive_target,9,0.0009,0.00148686601685115,116.501024050175,18.2408514941503,0.859658815424075,0.777777777777778,0.140341184575923
saa,SAA,27,5,6,0,271,3,50.0429588413387,positive_target,9,0.0009,0.00148686601685115,36.4899521896992,13.745910429159,0.725317792004656,0.888888888888889,0.274682207995344
saa,SAA,27,5,6,0,271,4,150,positive_target,9,0.0009,0.00148686601685115,125.949053376475,24.0509466235252,0.839660355843166,1,0.160339644156835
saa,SAA,28,5,7,0,279,1,264.299157188446,positive_target,40,0.004,0.00660829340822733,243.205958916132,23.2597512661269,0.911994606742001,0.75,0.088005393257999
saa,SAA,28,5,7,0,279,2,109.101819272836,positive_target,40,0.004,0.00660829340822733,116.959529248154,1.57500920025522,0.985563859422761,0.175,0.0144361405772393
saa,SAA,28,5,7,0,279,3,50.732345961869,positive_target,40,0.004,0.00660829340822733,38.1182307791915,12.8874686399528,0.745971364114738,0.775,0.254028635885263
saa,SAA,28,5,7,0,279,4,146.741946921965,positive_target,40,0.004,0.00660829340822733,137.133500114246,10.5996010331957,0.927767068275083,0.575,0.0722329317249168
saa,SAA,29,6,1,0,287,1,297.575212066661,positive_target,0,0,0,,,,,
saa,SAA,29,6,1,0,287,2,140.195837765595,positive_target,0,0,0,,,,,
saa,SAA,29,6,1,0,287,3,78.5533098764422,positive_target,0,0,0,,,,,
saa,SAA,29,6,1,0,287,4,150,positive_target,0,0,0,,,,,
saa,SAA,30,6,2,0,295,1,300,positive_target,0,0,0,,,,,
saa,SAA,30,6,2,0,295,2,143.241142296048,positive_target,0,0,0,,,,,
saa,SAA,30,6,2,0,295,3,82.9173826473556,positive_target,0,0,0,,,,,
saa,SAA,30,6,2,0,295,4,150,positive_target,0,0,0,,,,,
saa,SAA,31,6,3,0,303,1,300,positive_target,1,0.0001,0.000165207335205683,273.084533879192,26.915466120808,0.910281779597307,1,0.0897182204026933
saa,SAA,31,6,3,0,303,2,143.241142296048,positive_target,1,0.0001,0.000165207335205683,133.204771447957,10.0363708480909,0.929933741889968,1,0.0700662581100334
saa,SAA,31,6,3,0,303,3,78.5533098764422,positive_target,1,0.0001,0.000165207335205683,45.8277230752421,32.7255868012001,0.583396462190139,1,0.416603537809861
saa,SAA,31,6,3,0,303,4,150,positive_target,1,0.0001,0.000165207335205683,149.571252270288,0.428747729712313,0.99714168180192,1,0.00285831819808209
saa,SAA,32,6,4,0,311,1,300,positive_target,0,0,0,,,,,
saa,SAA,32,6,4,0,311,2,134.482993753921,positive_target,0,0,0,,,,,
saa,SAA,32,6,4,0,311,3,77.780050732346,positive_target,0,0,0,,,,,
saa,SAA,32,6,4,0,311,4,150,positive_target,0,0,0,,,,,
saa,SAA,33,6,5,0,319,1,300,positive_target,1,0.0001,0.000165207335205683,257.942765958276,42.0572340417235,0.85980921986092,1,0.140190780139078
saa,SAA,33,6,5,0,319,2,133.421978561492,positive_target,1,0.0001,0.000165207335205683,109.101819272836,24.3201592886563,0.817719992231657,1,0.182280007768341
saa,SAA,33,6,5,0,319,3,65.1883370155197,positive_target,1,0.0001,0.000165207335205683,42.3899250676591,22.7984119478606,0.650268545086019,1,0.34973145491398
saa,SAA,33,6,5,0,319,4,150,positive_target,1,0.0001,0.000165207335205683,142.460591210925,7.53940878907463,0.9497372747395,1,0.0502627252604975
saa,SAA,34,6,6,0,327,1,300,positive_target,0,0,0,,,,,
saa,SAA,34,6,6,0,327,2,118.69323295966,positive_target,0,0,0,,,,,
saa,SAA,34,6,6,0,327,3,47.6870414314159,positive_target,0,0,0,,,,,
saa,SAA,34,6,6,0,327,4,150,positive_target,0,0,0,,,,,
saa,SAA,35,6,7,0,335,1,300,positive_target,2,0.0002,0.000330414670411366,273.044849846356,26.9551501536444,0.910149499487852,1,0.089850500512148
saa,SAA,35,6,7,0,335,2,111.283855658293,positive_target,2,0.0002,0.000330414670411366,127.876691717285,0,1,0,0
saa,SAA,35,6,7,0,335,3,46.6860322395873,positive_target,2,0.0002,0.000330414670411366,51.5423281026363,0,1,0,0
saa,SAA,35,6,7,0,335,4,150,positive_target,2,0.0002,0.000330414670411366,148.251182779988,1.74881722001243,0.98834121853325,1,0.0116587814667495
chi2_eta003,eta=0.03,1,2,1,0,63,1,63.6167837525965,positive_target,354,0.0354,0.0584833966628118,188.332680339862,0,1,0,0
chi2_eta003,eta=0.03,1,2,1,0,63,2,13.0921331708544,positive_target,354,0.0354,0.0584833966628118,84.5364629302133,0,1,0,0
chi2_eta003,eta=0.03,1,2,1,0,63,3,4.909665412351,positive_target,354,0.0354,0.0584833966628118,23.900008700422,0,1,0,0
chi2_eta003,eta=0.03,1,2,1,0,63,4,30.5481142906031,positive_target,354,0.0354,0.0584833966628118,84.2914342372717,0,1,0,0
chi2_eta003,eta=0.03,2,2,2,0,71,1,58.9150686076349,positive_target,681,0.0681,0.11250619527507,187.026009511548,0,1,0,0
chi2_eta003,eta=0.03,2,2,2,0,71,2,27.0027363942657,positive_target,681,0.0681,0.11250619527507,84.5974755262555,0,1,0,0
chi2_eta003,eta=0.03,2,2,2,0,71,3,8.1826619672842,positive_target,681,0.0681,0.11250619527507,24.6202082158052,0,1,0,0
chi2_eta003,eta=0.03,2,2,2,0,71,4,16.3652543612975,positive_target,681,0.0681,0.11250619527507,83.3715191348754,0,1,0,0
chi2_eta003,eta=0.03,3,2,3,0,79,1,69.666481390842,positive_target,706,0.0706,0.116636378655212,186.003339411737,0,1,0,0
chi2_eta003,eta=0.03,3,2,3,0,79,2,9.81885571292145,positive_target,706,0.0706,0.116636378655212,84.482802997895,0,1,0,0
chi2_eta003,eta=0.03,3,2,3,0,79,3,0,zero_target,706,0.0706,0.116636378655212,25.0218188279607,0,,0,
chi2_eta003,eta=0.03,3,2,3,0,79,4,0,zero_target,706,0.0706,0.116636378655212,81.4680217150821,0,,0,
chi2_eta003,eta=0.03,4,2,4,0,87,1,33.2760597503793,positive_target,716,0.0716,0.118288452007269,191.899163664759,0,1,0,0
chi2_eta003,eta=0.03,4,2,4,0,87,2,13.0922205927513,positive_target,716,0.0716,0.118288452007269,82.5507725857519,0,1,0,0
chi2_eta003,eta=0.03,4,2,4,0,87,3,4.90957965375079,positive_target,716,0.0716,0.118288452007269,23.8560480075391,0,1,0,0
chi2_eta003,eta=0.03,4,2,4,0,87,4,16.3652705877819,positive_target,716,0.0716,0.118288452007269,83.6130273321055,0,1,0,0
chi2_eta003,eta=0.03,5,2,5,0,95,1,30.2757519474911,positive_target,644,0.0644,0.10639352387246,193.318029780166,0,1,0,0
chi2_eta003,eta=0.03,5,2,5,0,95,2,0,zero_target,644,0.0644,0.10639352387246,79.9884072553304,0,,0,
chi2_eta003,eta=0.03,5,2,5,0,95,3,0,zero_target,644,0.0644,0.10639352387246,22.8204547865003,0,,0,
chi2_eta003,eta=0.03,5,2,5,0,95,4,0,zero_target,644,0.0644,0.10639352387246,82.6879690486924,0,,0,
chi2_eta003,eta=0.03,6,2,6,0,103,1,0,zero_target,445,0.0445,0.073517264166529,194.681732014684,0,,0,
chi2_eta003,eta=0.03,6,2,6,0,103,2,0,zero_target,445,0.0445,0.073517264166529,81.3460880147376,0,,0,
chi2_eta003,eta=0.03,6,2,6,0,103,3,0.71367875842609,positive_target,445,0.0445,0.073517264166529,23.5900468468762,0,1,0,0
chi2_eta003,eta=0.03,6,2,6,0,103,4,0,zero_target,445,0.0445,0.073517264166529,81.805590539244,0,,0,
chi2_eta003,eta=0.03,7,2,7,0,111,1,0,zero_target,1023,0.1023,0.169007103915414,197.446836680993,0,,0,
chi2_eta003,eta=0.03,7,2,7,0,111,2,0,zero_target,1023,0.1023,0.169007103915414,78.0067464464919,0,,0,
chi2_eta003,eta=0.03,7,2,7,0,111,3,0,zero_target,1023,0.1023,0.169007103915414,22.2556982512278,0,,0,
chi2_eta003,eta=0.03,7,2,7,0,111,4,0,zero_target,1023,0.1023,0.169007103915414,79.6723014447616,0,,0,
chi2_eta003,eta=0.03,8,3,1,0,119,1,195.980588261073,positive_target,81,0.0081,0.0133817941516603,210.73008796509,4.00178205534896,0.979580722300833,0.234567901234568,0.020419277699167
chi2_eta003,eta=0.03,8,3,1,0,119,2,97.5192645430117,positive_target,81,0.0081,0.0133817941516603,95.75393181583,8.26486771495542,0.915248871556962,0.604938271604938,0.0847511284430383
chi2_eta003,eta=0.03,8,3,1,0,119,3,16.3652728831405,positive_target,81,0.0081,0.0133817941516603,29.9610462762138,0.00341366153868749,0.999791408211579,0.0123456790123457,0.000208591788420727
chi2_eta003,eta=0.03,8,3,1,0,119,4,95.4481399001905,positive_target,81,0.0081,0.0133817941516603,104.009172528829,4.39414582932111,0.953963001961945,0.358024691358025,0.0460369980380554
chi2_eta003,eta=0.03,9,3,2,0,127,1,181.109015453749,positive_target,133,0.0133,0.0219725755823559,211.997495585063,1.76523337625947,0.990253199865082,0.0977443609022556,0.00974680013491806
chi2_eta003,eta=0.03,9,3,2,0,127,2,85.6457634485623,positive_target,133,0.0133,0.0219725755823559,97.6153377968611,1.2985028332005,0.984838679919289,0.338345864661654,0.0151613200807108
chi2_eta003,eta=0.03,9,3,2,0,127,3,28.3643588926193,positive_target,133,0.0133,0.0219725755823559,31.2012898405332,2.57612300369798,0.909177464103787,0.496240601503759,0.0908225358962128
chi2_eta003,eta=0.03,9,3,2,0,127,4,110.194137130854,positive_target,133,0.0133,0.0219725755823559,104.462004569616,12.5441080996976,0.886163561634848,0.556390977443609,0.113836438365152
chi2_eta003,eta=0.03,10,3,3,0,135,1,207.714537766758,positive_target,131,0.0131,0.0216421609119445,208.043723571954,8.70883239225535,0.958073072371879,0.580152671755725,0.0419269276281204
chi2_eta003,eta=0.03,10,3,3,0,135,2,86.042681642297,positive_target,131,0.0131,0.0216421609119445,93.3685111019898,1.21697594758986,0.985856136462028,0.519083969465649,0.0141438635379725
chi2_eta003,eta=0.03,10,3,3,0,135,3,27.2746757992166,positive_target,131,0.0131,0.0216421609119445,28.9436261526733,2.14421223529899,0.921384501466354,0.480916030534351,0.0786154985336462
chi2_eta003,eta=0.03,10,3,3,0,135,4,84.2813634386846,positive_target,131,0.0131,0.0216421609119445,97.7273847176557,3.17395605474539,0.96234095029734,0.198473282442748,0.0376590497026602
chi2_eta003,eta=0.03,11,3,4,0,143,1,202.228721913838,positive_target,139,0.0139,0.02296381959359,211.664666055056,4.14864690388239,0.979485372480127,0.280575539568345,0.0205146275198731
chi2_eta003,eta=0.03,11,3,4,0,143,2,73.7990228568447,positive_target,139,0.0139,0.02296381959359,93.5013110744252,0.697690145293003,0.990546078819412,0.0719424460431655,0.00945392118058775
chi2_eta003,eta=0.03,11,3,4,0,143,3,24.5479067527522,positive_target,139,0.0139,0.02296381959359,28.9915470768918,1.34768639474143,0.945099742788036,0.287769784172662,0.0549002572119649
chi2_eta003,eta=0.03,11,3,4,0,143,4,95.4648007624855,positive_target,139,0.0139,0.02296381959359,101.610409838282,5.32506245990461,0.944219624224082,0.431654676258993,0.0557803757759183
chi2_eta003,eta=0.03,12,3,5,0,151,1,234.531627132872,positive_target,117,0.0117,0.0193292582190649,213.354888652239,22.1050703777154,0.90574801936972,0.717948717948718,0.0942519806302799
