method,path_id,stage,markov_state,a,loc,lf,status,site,beginning_inventory_kg,production_kg,ending_inventory_kg,ordinary_demand_kg,ordinary_demand_served_kg,shortage_kg,htt_in_kg,htt_out_kg,net_htt_kg
chi2_eta003,1,8,32,1,4,8,post_absorb,1,181.777086303502,0,181.777086303502,8.13642518618822,0,0,0,0,0
chi2_eta003,1,8,32,1,4,8,post_absorb,2,76.65009422563,0,76.65009422563,4.03726708074534,0,0,0,0,0
chi2_eta003,1,8,32,1,4,8,post_absorb,3,22.1654351603917,0,22.1654351603917,5.89718176333707,0,0,0,0,0
chi2_eta003,1,8,32,1,4,8,post_absorb,4,83.163885546229,0,83.163885546229,4.19780983834521,0,0,0,0,0
chi2_eta003,2,1,65,2,2,1,normal,1,58.0445570448695,46.8,99.7243810123712,5.12017603249831,5.12017603249831,0,0,0,0
chi2_eta003,2,1,65,2,2,1,normal,2,50.3081379386248,31.2,75.682050982103,5.82608695652174,5.82608695652174,0,0,0,0
chi2_eta003,2,1,65,2,2,1,normal,3,25.2621334423093,18.72,42.3963366656137,1.58579677669568,1.58579677669568,0,0,0,0
chi2_eta003,2,1,65,2,2,1,normal,4,33.0235808462428,23.4,53.5555120125908,2.86806883365201,2.86806883365201,0,0,0,0
chi2_eta003,2,2,58,2,1,2,normal,1,99.7243810123712,46.8,126.434672143041,20.0897088693297,20.0897088693297,0,0,0,0
chi2_eta003,2,2,58,2,1,2,normal,2,75.682050982103,31.2,94.6273925970099,12.2546583850932,12.2546583850932,0,0,0,0
chi2_eta003,2,2,58,2,1,2,normal,3,42.3963366656137,18.72,54.0238605818422,7.09247608377144,7.09247608377144,0,0,0,0
chi2_eta003,2,2,58,2,1,2,normal,4,53.5555120125908,23.4,66.5991761878037,10.3563358247871,10.3563358247871,0,0,0,0
chi2_eta003,2,3,83,2,4,3,normal,1,126.434672143041,29.25,134.030982231058,21.6536899119838,21.6536899119838,0,0,0,0
chi2_eta003,2,3,83,2,4,3,normal,2,94.6273925970099,11.7,92.4454050193701,13.8819875776397,13.8819875776397,0,0,0,0
chi2_eta003,2,3,83,2,4,3,normal,3,54.0238605818422,5.99697705118212,51.5962922568285,8.42454537619581,8.42454537619581,0,0,0,0
chi2_eta003,2,3,83,2,4,3,normal,4,66.5991761878037,14.625,68.646390684588,12.5777855032157,12.5777855032157,0,0,0,0
chi2_eta003,2,4,92,2,5,4,normal,1,134.030982231058,46.8,206.459579344733,8.13642518618822,8.13642518618822,0,33.7650222998631,0,33.7650222998631
chi2_eta003,2,4,92,2,5,4,normal,2,92.4454050193701,27.3,105.748197514637,4.03726708074534,4.03726708074534,0,0,9.9599404239876,-9.9599404239876
chi2_eta003,2,4,92,2,5,4,normal,3,51.5962922568285,16.38,31.2669890379629,5.89718176333707,5.89718176333707,0,0,30.8121214555286,-30.8121214555286
chi2_eta003,2,4,92,2,5,4,normal,4,68.646390684588,23.4,94.8556204258958,4.19780983834521,4.19780983834521,0,7.00703957965308,0,7.00703957965308
chi2_eta003,2,5,101,2,6,5,normal,1,206.459579344733,0,208.078889561246,5.12017603249831,5.12017603249831,0,6.73948624901188,0,6.73948624901188
chi2_eta003,2,5,101,2,6,5,normal,2,105.748197514637,0,92.3834241136839,5.82608695652174,5.82608695652174,0,0,7.53868644443151,-7.53868644443151
chi2_eta003,2,5,101,2,6,5,normal,3,31.2669890379629,0,27.4068465608004,1.58579677669568,1.58579677669568,0,0,2.27434570046676,-2.27434570046676
chi2_eta003,2,5,101,2,6,5,normal,4,94.8556204258958,0,95.0610974881302,2.86806883365201,2.86806883365201,0,3.07354589588638,0,3.07354589588638
chi2_eta003,2,6,110,2,7,6,normal,1,208.078889561246,11.7,204.293031921316,20.0897088693297,20.0897088693297,0,4.60385122939968,0,4.60385122939968
chi2_eta003,2,6,110,2,7,6,normal,2,92.3834241136839,3.9,84.0777474368457,12.2546583850932,12.2546583850932,0,0.0489817082549422,0,0.0489817082549422
chi2_eta003,2,6,110,2,7,6,normal,3,27.4068465608004,2.34,16.3652905806895,7.09247608377144,7.09247608377144,0,0,6.28907989633962,-6.28907989633962
chi2_eta003,2,6,110,2,7,6,normal,4,95.0610974881302,5.85,92.1910086220281,10.3563358247871,10.3563358247871,0,1.63624695868499,0,1.63624695868499
chi2_eta003,2,7,111,2,7,7,loh_demand_stage,1,204.293031921316,0,204.293031921316,21.6536899119838,0,0,0,0,0
chi2_eta003,2,7,111,2,7,7,loh_demand_stage,2,84.0777474368457,0,84.0777474368457,13.8819875776397,0,0,0,0,0
chi2_eta003,2,7,111,2,7,7,loh_demand_stage,3,16.3652905806895,0,16.3652905806895,8.42454537619581,0,0,0,0,0
chi2_eta003,2,7,111,2,7,7,loh_demand_stage,4,92.1910086220281,0,92.1910086220281,12.5777855032157,0,0,0,0,0
chi2_eta003,2,8,112,2,7,8,post_absorb,1,204.293031921316,0,204.293031921316,8.13642518618822,0,0,0,0,0
chi2_eta003,2,8,112,2,7,8,post_absorb,2,84.0777474368457,0,84.0777474368457,4.03726708074534,0,0,0,0,0
chi2_eta003,2,8,112,2,7,8,post_absorb,3,16.3652905806895,0,16.3652905806895,5.89718176333707,0,0,0,0,0
chi2_eta003,2,8,112,2,7,8,post_absorb,4,92.1910086220281,0,92.1910086220281,4.19780983834521,0,0,0,0,0
chi2_eta003,3,1,65,2,2,1,normal,1,58.0445570448695,46.8,99.7243810123712,5.12017603249831,5.12017603249831,0,0,0,0
chi2_eta003,3,1,65,2,2,1,normal,2,50.3081379386248,31.2,75.682050982103,5.82608695652174,5.82608695652174,0,0,0,0
chi2_eta003,3,1,65,2,2,1,normal,3,25.2621334423093,18.72,42.3963366656137,1.58579677669568,1.58579677669568,0,0,0,0
chi2_eta003,3,1,65,2,2,1,normal,4,33.0235808462428,23.4,53.5555120125908,2.86806883365201,2.86806883365201,0,0,0,0
chi2_eta003,3,2,66,2,2,2,normal,1,99.7243810123712,46.8,126.434672143041,20.0897088693297,20.0897088693297,0,0,0,0
chi2_eta003,3,2,66,2,2,2,normal,2,75.682050982103,31.2,94.6273925970099,12.2546583850932,12.2546583850932,0,0,0,0
chi2_eta003,3,2,66,2,2,2,normal,3,42.3963366656137,18.72,54.0238605818422,7.09247608377144,7.09247608377144,0,0,0,0
chi2_eta003,3,2,66,2,2,2,normal,4,53.5555120125908,23.4,66.5991761878037,10.3563358247871,10.3563358247871,0,0,0,0
chi2_eta003,3,3,84,2,4,4,normal,1,126.434672143041,29.25,179.698326856127,21.6536899119838,21.6536899119838,0,45.6673446250694,0,45.6673446250694
chi2_eta003,3,3,84,2,4,4,normal,2,94.6273925970099,14.1847089006327,84.6775103364293,13.8819875776397,13.8819875776397,0,0,10.2526035835735,-10.2526035835735
chi2_eta003,3,3,84,2,4,4,normal,3,54.0238605818422,5.99697705118212,15.5148545716215,8.42454537619581,8.42454537619581,0,0,36.081437685207,-36.081437685207
chi2_eta003,3,3,84,2,4,4,normal,4,66.5991761878037,14.625,69.3130873282991,12.5777855032157,12.5777855032157,0,0.666696643711091,0,0.666696643711091
chi2_eta003,3,4,93,2,5,5,normal,1,179.698326856127,38.6737644987376,210.235666168677,8.13642518618822,8.13642518618822,0,0,0,0
chi2_eta003,3,4,93,2,5,5,normal,2,84.6775103364293,23.4,91.6175066015573,4.03726708074534,4.03726708074534,0,0,12.4227366541268,-12.4227366541268
chi2_eta003,3,4,93,2,5,5,normal,3,15.5148545716215,15.7242445884277,27.1869945341428,5.89718176333707,5.89718176333707,0,1.84507713743065,0,1.84507713743065
chi2_eta003,3,4,93,2,5,5,normal,4,69.3130873282991,20.475,96.16793700665,4.19780983834521,4.19780983834521,0,10.5776595166961,0,10.5776595166961
chi2_eta003,3,5,88,2,4,8,absorbing_lfNc,1,210.235666168677,0,210.235666168677,5.12017603249831,0,0,0,0,0
chi2_eta003,3,5,88,2,4,8,absorbing_lfNc,2,91.6175066015573,0,91.6175066015573,5.82608695652174,0,0,0,0,0
chi2_eta003,3,5,88,2,4,8,absorbing_lfNc,3,27.1869945341428,0,27.1869945341428,1.58579677669568,0,0,0,0,0
chi2_eta003,3,5,88,2,4,8,absorbing_lfNc,4,96.16793700665,0,96.16793700665,2.86806883365201,0,0,0,0,0
chi2_eta003,3,6,112,2,7,8,post_absorb,1,210.235666168677,0,210.235666168677,20.0897088693297,0,0,0,0,0
chi2_eta003,3,6,112,2,7,8,post_absorb,2,91.6175066015573,0,91.6175066015573,12.2546583850932,0,0,0,0,0
chi2_eta003,3,6,112,2,7,8,post_absorb,3,27.1869945341428,0,27.1869945341428,7.09247608377144,0,0,0,0,0
chi2_eta003,3,6,112,2,7,8,post_absorb,4,96.16793700665,0,96.16793700665,10.3563358247871,0,0,0,0,0
chi2_eta003,3,7,112,2,7,8,post_absorb,1,210.235666168677,0,210.235666168677,21.6536899119838,0,0,0,0,0
chi2_eta003,3,7,112,2,7,8,post_absorb,2,91.6175066015573,0,91.6175066015573,13.8819875776397,0,0,0,0,0
chi2_eta003,3,7,112,2,7,8,post_absorb,3,27.1869945341428,0,27.1869945341428,8.42454537619581,0,0,0,0,0
chi2_eta003,3,7,112,2,7,8,post_absorb,4,96.16793700665,0,96.16793700665,12.5777855032157,0,0,0,0,0
chi2_eta003,3,8,112,2,7,8,post_absorb,1,210.235666168677,0,210.235666168677,8.13642518618822,0,0,0,0,0
chi2_eta003,3,8,112,2,7,8,post_absorb,2,91.6175066015573,0,91.6175066015573,4.03726708074534,0,0,0,0,0
chi2_eta003,3,8,112,2,7,8,post_absorb,3,27.1869945341428,0,27.1869945341428,5.89718176333707,0,0,0,0,0
chi2_eta003,3,8,112,2,7,8,post_absorb,4,96.16793700665,0,96.16793700665,4.19780983834521,0,0,0,0,0
