path_id,direct_gap_cost_yuan,terminal_recourse_cost_yuan,direct_minus_recourse_yuan,direct_terminal_gap_kg,recourse_terminal_gap_kg,recourse_redistribution_kg,recourse_shipping_cost_yuan,direct_terminal_stage,recourse_terminal_stage
31,58591.3936956644,58591.3936956644,0,0,0,0,0,5,5
32,49640.7437426305,49640.7437426305,0,0,0,0,0,4,4
33,85884.1935895487,85884.1935895487,0,0,0,0,0,0,0
34,58591.3936956644,58591.3936956644,0,0,0,0,0,5,5
35,127765.380403491,127765.380403491,0,0,0,0,0,7,7
36,57586.4754600372,57586.4754600372,0,0,0,0,0,5,5
37,99894.3942656333,99894.3942656333,0,0,0,0,0,7,7
38,50324.190045471,50324.190045471,0,0,0,0,0,0,0
39,78982.8749813751,78982.8749813751,0,0,0,0,0,6,6
40,50485.8507426305,50485.8507426305,0,0,0,0,0,4,4
41,29144.7348720669,29144.7348720669,0,0,0,0,0,3,3
42,58654.90429417,58654.90429417,0,0,0,0,0,0,0
43,58453.9798103026,58453.9798103026,0,0,0,0,0,5,5
44,50381.7582426305,50381.7582426305,0,0,0,0,0,0,0
45,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
46,59380.0048617303,59380.0048617303,0,0,0,0,0,5,5
47,58763.8905865298,58763.8905865298,0,0,0,0,0,5,5
48,58757.2649263639,58757.2649263639,0,0,0,0,0,5,5
49,59094.0199600372,59094.0199600372,0,0,0,0,0,5,5
50,78175.7006146974,78175.7006146974,0,0,0,0,0,6,6
51,95184.0149516817,95184.0149516817,0,0,0,0,0,6,6
52,59941.6546429538,54282.4787029137,5659.17594004011,5.81818671890725,0,5.81818671890725,159.010778867139,4,4
53,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
54,57586.4754600372,57586.4754600372,0,0,0,0,0,5,5
55,57712.6601375755,57712.6601375755,0,0,0,0,0,5,5
56,58762.9631117303,58762.9631117303,0,0,0,0,0,0,0
57,58991.5815106371,58991.5815106371,0,0,0,0,0,0,0
58,57840.2529600372,57840.2529600372,0,0,0,0,0,5,5
59,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
60,50084.3423303749,50084.3423303749,0,0,0,0,0,4,4
61,29144.7348720669,29144.7348720669,0,0,0,0,0,3,3
62,99149.6183346592,99149.6183346592,0,0,0,0,0,7,7
63,78134.7536478617,78134.7536478617,0,0,0,0,0,6,6
64,76864.0286409196,76864.0286409196,0,0,0,0,0,6,6
65,58130.0639672297,58130.0639672297,0,0,0,0,0,5,5
66,78183.0225774347,78183.0225774347,0,0,0,0,0,6,6
67,57306.2339600372,57306.2339600372,0,0,0,0,0,5,5
68,77948.99173099,77948.99173099,0,0,0,0,0,6,6
69,78969.2188396265,78969.2188396265,0,0,0,0,0,6,6
70,175895.213356385,175113.032644721,782.180711663474,77.3070703162112,76.5140722040138,0.792998112197409,10.8174005339295,6,6
71,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
72,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
73,88708.9803548002,88708.9803548002,0,0,0,0,0,6,6
74,58172.1577245448,58172.1577245448,0,0,0,0,0,5,5
75,49640.7437426305,49640.7437426305,0,0,0,0,0,4,4
76,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
77,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
78,50260.8950631137,50260.8950631137,0,0,0,0,0,4,4
79,50324.190045471,50324.190045471,0,0,0,0,0,0,0
80,78183.0225774347,78183.0225774347,0,0,0,0,0,0,0
81,78860.9576146974,78860.9576146974,0,0,0,0,0,0,0
82,59907.1014600372,59907.1014600372,0,0,0,0,0,5,5
83,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
84,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
85,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
86,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
87,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
88,58590.924899857,58590.924899857,0,0,0,0,0,5,5
89,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
90,49640.7437426305,49640.7437426305,0,0,0,0,0,4,4
91,78606.7413646974,78606.7413646974,0,0,0,0,0,6,6
92,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
93,61794.6915381709,61794.6915381709,0,0,0,0,0,5,5
94,50173.5732426305,50173.5732426305,0,0,0,0,0,4,4
95,59907.1014600372,59907.1014600372,0,0,0,0,0,5,5
96,79030.0915573963,79030.0915573963,0,0,0,0,0,6,6
97,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
98,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
99,154461.60257262,128561.343153387,25900.2594192329,53.6892793426371,26.6387400078995,27.0505393347376,1150.27991550473,6,6
100,57586.4754600372,57586.4754600372,0,0,0,0,0,5,5
101,59054.9861117303,59054.9861117303,0,0,0,0,0,0,0
102,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
103,59027.715999035,59027.715999035,0,0,0,0,0,0,0
104,62397.5494600372,62397.5494600372,0,0,0,0,0,0,0
105,58759.3882298037,58759.3882298037,0,0,0,0,0,5,5
106,77948.99173099,77948.99173099,0,0,0,0,0,6,6
107,49640.7437426305,49640.7437426305,0,0,0,0,0,0,0
108,50084.3423303749,50084.3423303749,0,0,0,0,0,4,4
109,58122.0389364241,58122.0389364241,0,0,0,0,0,5,5
110,78554.7015595756,78554.7015595756,0,0,0,0,0,6,6
111,99157.733735261,99157.733735261,0,0,0,0,0,7,7
112,58172.1577245448,58172.1577245448,0,0,0,0,0,5,5
113,59020.6497100372,59020.6497100372,0,0,0,0,0,0,0
114,99999.7427970092,99999.7427970092,0,0,0,0,0,7,7
115,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
116,147021.702987852,78412.0139012759,68609.6890865761,71.9439435981861,0,71.9439435981861,3334.25451160997,5,5
117,59171.5273617303,59171.5273617303,0,0,0,0,0,0,0
118,58491.0810106371,58491.0810106371,0,0,0,0,0,5,5
119,77998.3683642987,77998.3683642987,0,0,0,0,0,6,6
120,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
121,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
122,115454.543392221,79564.2988394122,35890.244552809,36.923167402699,1.77635683940025e-15,36.923167402699,1032.92284988993,6,6
123,58491.0810106371,58491.0810106371,0,0,0,0,0,5,5
124,83979.6088646974,83979.6088646974,0,0,0,0,0,6,6
125,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
126,57306.2339600372,57306.2339600372,0,0,0,0,0,5,5
127,50260.8950631137,50260.8950631137,0,0,0,0,0,4,4
128,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
129,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
130,49640.7437426305,49640.7437426305,0,0,0,0,0,4,4
131,59821.6329586205,59821.6329586205,0,0,0,0,0,0,0
132,119007.535698236,119007.535698236,0,0,0,0,0,7,7
133,78754.8897997522,78754.8897997522,0,0,0,0,0,6,6
134,49802.3797240203,49802.3797240203,0,0,0,0,0,4,4
135,58584.860250377,58584.860250377,0,0,0,0,0,5,5
136,59044.9044110186,59044.9044110186,0,0,0,0,0,0,0
137,79043.9120680877,79043.9120680877,0,0,0,0,0,6,6
138,58944.2283778426,58944.2283778426,0,0,0,0,0,5,5
139,58247.128774629,58247.128774629,0,0,0,0,0,5,5
140,50173.5732426305,50173.5732426305,0,0,0,0,0,0,0
141,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
142,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
143,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
144,140815.91535166,95454.4438319517,45361.4715197085,72.7101042667221,25.4039455144769,47.3061587522451,1944.68723253658,5,5
145,59379.3231117303,59379.3231117303,0,0,0,0,0,5,5
146,58591.3936956644,58591.3936956644,0,0,0,0,0,0,0
147,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
148,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
149,58247.128774629,58247.128774629,0,0,0,0,0,5,5
150,49640.7437426305,49640.7437426305,0,0,0,0,0,4,4
151,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
152,78969.2188396265,78969.2188396265,0,0,0,0,0,6,6
153,58937.834642601,58937.834642601,0,0,0,0,0,5,5
154,113031.413172485,95903.8529575838,17127.560214901,34.8214565572418,17.2360633498318,17.58539320741,457.832992508964,6,6
155,59229.1272100372,59229.1272100372,0,0,0,0,0,0,0
156,50324.190045471,50324.190045471,0,0,0,0,0,0,0
157,58659.6681084008,58659.6681084008,0,0,0,0,0,5,5
158,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
159,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
160,59707.1526117303,59707.1526117303,0,0,0,0,0,5,5
161,78183.0225774347,78183.0225774347,0,0,0,0,0,0,0
162,50232.5119926305,50232.5119926305,0,0,0,0,0,0,0
163,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
164,49640.7437426305,49640.7437426305,0,0,0,0,0,4,4
165,58864.7136947767,58864.7136947767,0,0,0,0,0,5,5
166,58838.6081003744,58838.6081003744,0,0,0,0,0,0,0
167,50532.375045471,50532.375045471,0,0,0,0,0,0,0
168,78519.2117605996,78519.2117605996,0,0,0,0,0,6,6
169,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
170,83252.5242135701,50855.8897202019,32396.6344933683,33.3322897209396,0,33.3322897209396,935.655227571352,4,4
171,58937.834642601,58937.834642601,0,0,0,0,0,0,0
172,80172.7135493144,80172.7135493144,0,0,0,0,0,0,0
173,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
174,29144.7348720669,29144.7348720669,0,0,0,0,0,3,3
175,50532.375045471,50532.375045471,0,0,0,0,0,0,0
176,50232.5119926305,50232.5119926305,0,0,0,0,0,4,4
177,59044.9044110186,59044.9044110186,0,0,0,0,0,0,0
178,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
179,78129.1857110776,78129.1857110776,0,0,0,0,0,6,6
180,78480.3893882282,78480.3893882282,0,0,0,0,0,6,6
181,78099.0555095502,78099.0555095502,0,0,0,0,0,0,0
182,78518.5960245904,78518.5960245904,0,0,0,0,0,6,6
183,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
184,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
185,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
186,99833.0646374996,99833.0646374996,0,0,0,0,0,7,7
187,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
188,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
189,57712.6601375755,57712.6601375755,0,0,0,0,0,5,5
190,59812.3786935472,59812.3786935472,0,0,0,0,0,0,0
191,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
192,58167.8015546329,58167.8015546329,0,0,0,0,0,5,5
193,58802.6484137216,58802.6484137216,0,0,0,0,0,0,0
194,61794.6915381709,61794.6915381709,0,0,0,0,0,5,5
195,78964.9956937394,78964.9956937394,0,0,0,0,0,6,6
196,58794.2992658577,58794.2992658577,0,0,0,0,0,0,0
197,50084.3423303749,50084.3423303749,0,0,0,0,0,0,0
198,78606.7413646974,78606.7413646974,0,0,0,0,0,6,6
199,99895.658036878,99895.658036878,0,0,0,0,0,7,7
200,58838.6081003744,58838.6081003744,0,0,0,0,0,5,5
201,76864.0286409196,76864.0286409196,0,0,0,0,0,6,6
202,58698.3261763639,58698.3261763639,0,0,0,0,0,5,5
203,50260.8950631137,50260.8950631137,0,0,0,0,0,0,0
204,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
205,76864.0286409196,76864.0286409196,0,0,0,0,0,6,6
206,57306.2339600372,57306.2339600372,0,0,0,0,0,5,5
207,54123.4679240466,54123.4679240466,0,0,0,0,0,4,4
208,83050.2796478617,83050.2796478617,0,0,0,0,0,6,6
209,49640.7437426305,49640.7437426305,0,0,0,0,0,0,0
210,50314.1257747765,50314.1257747765,0,0,0,0,0,4,4
211,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
212,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
213,78236.2404726054,78236.2404726054,0,0,0,0,0,0,0
214,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
215,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
216,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
217,78341.421160067,78341.421160067,0,0,0,0,0,6,6
218,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
219,59626.8599600372,59626.8599600372,0,0,0,0,0,5,5
220,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
221,58591.3936956644,58591.3936956644,0,0,0,0,0,5,5
222,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
223,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
224,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
225,58263.9821568739,58263.9821568739,0,0,0,0,0,5,5
226,134544.572587195,133814.37063574,730.201951454132,34.711507949695,33.9739148943445,0.737593055350501,7.39110389635794,7,7
227,57586.4754600372,57586.4754600372,0,0,0,0,0,5,5
228,78249.4998646974,78249.4998646974,0,0,0,0,0,6,6
229,78860.9576146974,78860.9576146974,0,0,0,0,0,6,6
230,50223.8580061789,50223.8580061789,0,0,0,0,0,4,4
231,50084.3423303749,50084.3423303749,0,0,0,0,0,4,4
232,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
233,62233.7719600372,62233.7719600372,0,0,0,0,0,5,5
234,56821.0225525347,56821.0225525347,0,0,0,0,0,4,4
235,50232.5119926305,50232.5119926305,0,0,0,0,0,4,4
236,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
237,59001.4996107647,59001.4996107647,0,0,0,0,0,0,0
238,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
239,50324.190045471,50324.190045471,0,0,0,0,0,0,0
240,77958.5676664797,77958.5676664797,0,0,0,0,0,6,6
241,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
242,59821.6329586205,59821.6329586205,0,0,0,0,0,5,5
243,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
244,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
245,57712.6601375755,57712.6601375755,0,0,0,0,0,5,5
246,99896.7229154876,99896.7229154876,0,0,0,0,0,7,7
247,78646.1019448775,78646.1019448775,0,0,0,0,0,6,6
248,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
249,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
250,50232.5119926305,50232.5119926305,0,0,0,0,0,4,4
251,29144.7348720669,29144.7348720669,0,0,0,0,0,3,3
252,57586.4754600372,57586.4754600372,0,0,0,0,0,5,5
253,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
254,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
255,58225.0891142924,58225.0891142924,0,0,0,0,0,5,5
256,77998.3683642987,77998.3683642987,0,0,0,0,0,6,6
257,50260.8950631137,50260.8950631137,0,0,0,0,0,4,4
258,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
259,58584.860250377,58584.860250377,0,0,0,0,0,5,5
260,59269.0842100372,59269.0842100372,0,0,0,0,0,5,5
261,58185.2819513337,58185.2819513337,0,0,0,0,0,5,5
262,83277.2815895488,83277.2815895488,0,0,0,0,0,6,6
263,58803.8472434583,58803.8472434583,0,0,0,0,0,0,0
264,59812.3786935472,59812.3786935472,0,0,0,0,0,0,0
265,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
266,78183.0225774347,78183.0225774347,0,0,0,0,0,0,0
267,54123.4679240466,54123.4679240466,0,0,0,0,0,4,4
268,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
269,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
270,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
271,78263.3248954141,78263.3248954141,0,0,0,0,0,6,6
272,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
273,50324.190045471,50324.190045471,0,0,0,0,0,0,0
274,58907.9106568309,58907.9106568309,0,0,0,0,0,5,5
275,78927.8751025179,78927.8751025179,0,0,0,0,0,6,6
276,258489.68394094,233349.485835438,25140.1981055017,154.53302331489,128.638826887209,25.894196427681,753.99832217933,7,7
277,78099.0555095502,78099.0555095502,0,0,0,0,0,6,6
278,77993.4203287475,77993.4203287475,0,0,0,0,0,6,6
279,92199.6088224839,92199.6088224839,0,0,0,0,0,6,6
280,58122.0389364241,58122.0389364241,0,0,0,0,0,5,5
281,78700.0883177437,78700.0883177437,0,0,0,0,0,6,6
282,77948.99173099,77948.99173099,0,0,0,0,0,0,0
283,50260.8950631137,50260.8950631137,0,0,0,0,0,0,0
284,62233.7719600372,62233.7719600372,0,0,0,0,0,5,5
285,69042.8555381709,69042.8555381709,0,0,0,0,0,5,5
286,49848.9287426305,49848.9287426305,0,0,0,0,0,0,0
287,50084.3423303749,50084.3423303749,0,0,0,0,0,4,4
288,49855.0209441956,49855.0209441956,0,0,0,0,0,4,4
289,57712.6601375755,57712.6601375755,0,0,0,0,0,5,5
290,59211.4843617303,59211.4843617303,0,0,0,0,0,0,0
291,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
292,58130.0639672297,58130.0639672297,0,0,0,0,0,5,5
293,78581.5943044898,78581.5943044898,0,0,0,0,0,6,6
294,77957.3653263924,77957.3653263924,0,0,0,0,0,0,0
295,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
296,78518.5960245904,78518.5960245904,0,0,0,0,0,6,6
297,50084.3423303749,50084.3423303749,0,0,0,0,0,0,0
298,113272.421641316,113272.421641316,0,0,0,0,0,6,6
299,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
300,58591.3936956644,58591.3936956644,0,0,0,0,0,5,5
301,59315.3118074044,59315.3118074044,0,0,0,0,0,4,4
302,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
303,50324.190045471,50324.190045471,0,0,0,0,0,0,0
304,49640.7437426305,49640.7437426305,0,0,0,0,0,0,0
305,76864.0286409196,76864.0286409196,0,0,0,0,0,6,6
306,56877.596786753,56877.596786753,0,0,0,0,0,4,4
307,58130.0639672297,58130.0639672297,0,0,0,0,0,5,5
308,49640.7437426305,49640.7437426305,0,0,0,0,0,0,0
309,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
310,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
311,64438.9514740866,64438.9514740866,0,0,0,0,0,0,0
312,78969.2188396265,78969.2188396265,0,0,0,0,0,6,6
313,50260.8950631137,50260.8950631137,0,0,0,0,0,0,0
314,100195.236260475,100195.236260475,0,0,0,0,0,7,7
315,58944.2283778426,58944.2283778426,0,0,0,0,0,0,0
316,78654.854615243,78654.854615243,0,0,0,0,0,6,6
317,182320.121563088,114443.968299432,67876.1532636567,81.7967552504759,11.251370288231,70.5453849622449,2669.23169858818,6,6
318,88735.4942896585,88735.4942896585,0,0,0,0,0,6,6
319,59171.5273617303,59171.5273617303,0,0,0,0,0,5,5
320,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
321,118988.725807149,118988.725807149,0,0,0,0,0,7,7
322,59060.6067100372,59060.6067100372,0,0,0,0,0,5,5
323,190797.378762938,156996.209431318,33801.1693316201,127.57242284925,92.6029551648543,34.9694676843955,1168.2983527754,4,4
324,50324.190045471,50324.190045471,0,0,0,0,0,0,0
325,50324.190045471,50324.190045471,0,0,0,0,0,0,0
326,59211.4843617303,59211.4843617303,0,0,0,0,0,0,0
327,58247.128774629,58247.128774629,0,0,0,0,0,5,5
328,149258.82336394,101297.929713061,47960.893650879,79.7728963121548,30.1503214799506,49.6225748322042,1661.68118132523,5,5
329,78863.624615243,78863.624615243,0,0,0,0,0,6,6
330,58112.122460099,58112.122460099,0,0,0,0,0,5,5
331,57306.2339600372,57306.2339600372,0,0,0,0,0,5,5
332,79033.7319171841,79033.7319171841,0,0,0,0,0,6,6
333,50324.190045471,50324.190045471,0,0,0,0,0,0,0
334,70604.4243528641,67790.3082956264,2814.11605723762,2.89318671890727,0,2.89318671890727,79.0706616696399,5,5
335,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
336,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
337,49640.7437426305,49640.7437426305,0,0,0,0,0,4,4
338,58112.122460099,58112.122460099,0,0,0,0,0,5,5
339,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
340,73219.0803311092,73219.0803311092,0,0,0,0,0,5,5
341,62495.1792367092,62495.1792367092,0,0,0,0,0,5,5
342,49640.7437426305,49640.7437426305,0,0,0,0,0,4,4
343,77958.5676664798,77958.5676664798,0,0,0,0,0,6,6
344,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
345,58491.0810106371,58491.0810106371,0,0,0,0,0,5,5
346,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
347,78535.190615243,78535.190615243,0,0,0,0,0,6,6
348,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
349,58358.3079600372,58358.3079600372,0,0,0,0,0,5,5
350,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
351,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
352,58907.9106568309,58907.9106568309,0,0,0,0,0,0,0
353,58696.6861354771,58696.6861354771,0,0,0,0,0,5,5
354,78323.4092464261,78323.4092464261,0,0,0,0,0,0,0
355,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
356,59117.6769197964,59117.6769197964,0,0,0,0,0,0,0
357,50260.8950631137,50260.8950631137,0,0,0,0,0,0,0
358,50381.7582426305,50381.7582426305,0,0,0,0,0,4,4
359,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
360,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
361,58591.3936956644,58591.3936956644,0,0,0,0,0,5,5
362,75750.3433268225,63321.8974736632,12428.4458531593,17.6382208667235,4.89444256614583,12.7437783005777,315.332447418427,5,5
363,50084.3423303749,50084.3423303749,0,0,0,0,0,0,0
364,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
365,85884.1935895487,85884.1935895487,0,0,0,0,0,6,6
366,97743.0603843269,72998.6536136187,24744.4067707081,25.8236066722364,0,25.8236066722364,1079.19990152829,5,5
367,50232.5119926305,50232.5119926305,0,0,0,0,0,4,4
368,50173.5732426305,50173.5732426305,0,0,0,0,0,4,4
369,101999.212864491,83960.9826482741,18038.2302162173,43.8270551399466,25.312168570541,18.5148865694057,476.656353188329,5,5
370,29144.7348720669,29144.7348720669,0,0,0,0,0,3,3
371,58453.9798103026,58453.9798103026,0,0,0,0,0,5,5
372,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
373,58763.8905865298,58763.8905865298,0,0,0,0,0,5,5
374,119967.519451261,83353.7527962419,36613.766655019,41.7676619667468,4.10043188786632,37.6672300788805,1053.46342386144,6,6
375,82202.9194204396,82202.9194204396,0,0,0,0,0,6,6
376,50324.190045471,50324.190045471,0,0,0,0,0,0,0
377,49920.2344926305,49920.2344926305,0,0,0,0,0,0,0
378,58698.3261763639,58698.3261763639,0,0,0,0,0,5,5
379,57927.7260106371,57927.7260106371,0,0,0,0,0,5,5
380,58112.122460099,58112.122460099,0,0,0,0,0,0,0
381,65883.4598057777,50719.6374959842,15163.8223097936,15.6596017995988,0,15.6596017995988,495.779489805257,4,4
382,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
383,58584.860250377,58584.860250377,0,0,0,0,0,5,5
384,57712.6601375755,57712.6601375755,0,0,0,0,0,0,0
385,59907.1014600372,59907.1014600372,0,0,0,0,0,5,5
386,76864.0286409196,76864.0286409196,0,0,0,0,0,6,6
387,59876.902429849,59876.902429849,0,0,0,0,0,0,0
388,9987.31021740672,9987.31021740672,0,0,0,0,0,0,0
389,78503.7161146974,78503.7161146974,0,0,0,0,0,6,6
390,57586.4754600372,57586.4754600372,0,0,0,0,0,5,5
391,50084.3423303749,50084.3423303749,0,0,0,0,0,0,0
392,57899.1917100372,57899.1917100372,0,0,0,0,0,0,0
393,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
394,122419.606979265,122419.606979265,0,0,0,0,0,7,7
395,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
396,58172.1577245448,58172.1577245448,0,0,0,0,0,5,5
397,61794.6915381709,61794.6915381709,0,0,0,0,0,0,0
398,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
399,29352.6273720669,29352.6273720669,0,0,0,0,0,0,0
400,59211.4843617303,59211.4843617303,0,0,0,0,0,0,0
401,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
402,57586.4754600372,57586.4754600372,0,0,0,0,0,5,5
403,59498.6751117303,59498.6751117303,0,0,0,0,0,5,5
404,157692.620414605,124996.548957806,32696.0714567996,33.7314112962468,0,33.7314112962468,1035.33983944726,7,7
405,50223.8580061789,50223.8580061789,0,0,0,0,0,0,0
406,64115.3175381709,64115.3175381709,0,0,0,0,0,5,5
407,59704.2882100372,59704.2882100372,0,0,0,0,0,0,0
408,58907.9106568309,58907.9106568309,0,0,0,0,0,5,5
409,58226.707460099,58226.707460099,0,0,0,0,0,5,5
410,29144.7348720669,29144.7348720669,0,0,0,0,0,3,3
411,78743.960615243,78743.960615243,0,0,0,0,0,0,0
412,49920.2344926305,49920.2344926305,0,0,0,0,0,4,4
413,29144.7348720669,29144.7348720669,0,0,0,0,0,0,0
