path_id,relative_hour,current_inventory_kg,current_production_kg,current_ordinary_demand_kg,current_ordinary_served_kg,target_total,failure_type,remaining_hours,known_remaining_ordinary_demand_kg,checkpoint_present,candidate,candidate_type,expanded_site,multiplier,pmax_site1_kw,pmax_site2_kw,pmax_site3_kw,pmax_site4_kw,total_pmax_kw,added_kw,added_theoretical_kg_per_h,added_theoretical_8h_kg,hours_before_stage7,remaining_electrolyzer_nameplate_max_kg,optimistic_final_inventory_kg,optimistic_total_margin_kg,PHYSICALLY_UNRECOVERABLE,recoverability_status,base_physically_unrecoverable,recovered_relative_to_base,newly_unrecoverable_relative_to_base,monotonicity_violation
55,-8,154.458409272,15.015,1.54554668825,1.54554668825,316.940731494,mixed,8,39.0109281376,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,274.578409272,-42.3623222219,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
55,-4,211.974491256,15.015,1.54554668825,0.819342609509,316.940731494,mixed,4,32.8359897274,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,272.034491256,-44.9062402384,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
61,-16,254.111343625,15.015,1.54554668825,1.54554668825,455.499334558,mixed,16,98.5039340683,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,494.351343625,38.8520090667,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
61,-8,374.231343625,15.015,12.6236463422,0,455.499334558,mixed,8,59.4930059307,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,494.351343625,38.8520090667,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
61,-4,408.108964,15.015,5.2829583731,5.2829583731,455.499334558,mixed,4,33.3106263059,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,468.168964,12.6696294419,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
139,-16,241.507481134,8.775,12.6236463422,12.6236463422,180.836278269,pure_quantity,16,104.989071862,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,481.747481134,300.911202866,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
139,-8,182.014475204,0,10.3027948716,10.3027948716,180.836278269,pure_quantity,8,45.4960659317,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,302.134475204,121.298196935,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
139,-4,145.515295663,0,5.21888439962,5.21888439962,180.836278269,pure_quantity,4,8.99688639124,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,205.575295663,24.7390173945,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
152,-16,182.014475204,0,10.3027948716,10.3027948716,423.861526765,mixed,16,84.5069940693,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,422.254475204,-1.60705156141,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
152,-8,251.186343625,15.015,1.54554668825,1.54554668825,423.861526765,mixed,8,39.0109281376,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,371.306343625,-52.5551831404,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
152,-4,311.246343625,15.015,1.54554668825,0,423.861526765,mixed,4,32.8359897274,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,371.306343625,-52.5551831404,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
156,-16,448.53188923,15.015,12.6236463422,12.6236463422,543.056863022,pure_location,16,104.989071862,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,688.77188923,145.715026207,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
156,-8,509.158883299,15.015,10.3027948716,10.3027948716,543.056863022,pure_location,8,45.4960659317,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,629.278883299,86.2220202766,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
156,-4,525.886700035,8.18199627703,5.21888439962,5.21888439962,543.056863022,pure_location,4,8.99688639124,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,585.946700035,42.8898370132,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
182,-16,186.356815296,0,12.6236463422,12.6236463422,58.1956878969,pure_location,16,104.989071862,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,426.596815296,368.4011274,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
182,-8,126.863809366,0,10.3027948716,10.3027948716,58.1956878969,pure_location,8,45.4960659317,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,246.983809366,188.788121469,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
182,-4,90.3646298252,0,5.21888439962,5.21888439962,58.1956878969,pure_location,4,8.99688639124,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,150.424629825,92.2289419283,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
201,-16,182.014475204,0,10.3027948716,10.3027948716,386.76593055,pure_quantity,16,84.5069940693,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,422.254475204,35.4885446535,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
201,-8,251.186343625,15.015,1.54554668825,1.54554668825,386.76593055,pure_quantity,8,39.0109281376,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,371.306343625,-15.4595869254,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
201,-4,305.071405215,15.015,1.54554668825,1.54554668825,386.76593055,pure_quantity,4,32.8359897274,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,365.131405215,-21.6345253356,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
202,-16,371.306343625,15.015,1.54554668825,1.54554668825,395.525364721,pure_location,16,98.5039340683,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,611.546343625,216.020978903,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
202,-8,452.415415487,15.015,12.6236463422,12.6236463422,395.525364721,pure_location,8,59.4930059307,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,572.535415487,177.010050766,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
202,-4,486.293035862,15.015,5.2829583731,5.2829583731,395.525364721,pure_location,4,33.3106263059,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,546.353035862,150.827671141,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
216,-16,251.186343625,15.015,1.54554668825,1.54554668825,395.525364721,pure_location,16,98.5039340683,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,491.426343625,95.9009789034,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
216,-8,371.306343625,15.015,12.6236463422,0,395.525364721,pure_location,8,59.4930059307,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,491.426343625,95.9009789034,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
216,-4,431.366343625,15.015,5.2829583731,0,395.525364721,pure_location,4,33.3106263059,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,491.426343625,95.9009789034,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
222,-16,182.014475204,0,10.3027948716,10.3027948716,316.940731494,mixed,16,84.5069940693,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,422.254475204,105.31374371,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
222,-8,151.533409272,15.015,1.54554668825,1.54554668825,316.940731494,mixed,8,39.0109281376,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,271.653409272,-45.2873222219,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
222,-4,205.418470862,15.015,1.54554668825,1.54554668825,316.940731494,mixed,4,32.8359897274,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,265.478470862,-51.4622606321,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
230,-16,359.622817367,15.015,1.54554668825,1.54554668825,543.056863022,pure_location,16,98.5039340683,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,599.862817367,56.8059543449,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
230,-8,440.73188923,15.015,12.6236463422,12.6236463422,543.056863022,pure_location,8,59.4930059307,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,560.85188923,17.7950262074,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
230,-4,499.087157695,15.015,5.2829583731,0,543.056863022,pure_location,4,33.3106263059,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,559.147157695,16.0902946724,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
272,-16,346.522481134,15.015,12.6236463422,12.6236463422,573.206027967,mixed,16,104.989071862,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,586.762481134,13.5564531676,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
272,-8,407.149475204,15.015,10.3027948716,10.3027948716,573.206027967,mixed,8,45.4960659317,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,527.269475204,-45.9365527631,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
272,-4,465.916906248,13.7224310439,5.21888439962,0,573.206027967,mixed,4,8.99688639124,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,525.976906248,-47.2291217192,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
282,-16,241.507481134,8.775,12.6236463422,12.6236463422,455.499334558,mixed,16,104.989071862,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,481.747481134,26.2481465764,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
282,-8,302.134475204,15.015,10.3027948716,10.3027948716,455.499334558,mixed,8,45.4960659317,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,422.254475204,-33.2448593543,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
282,-4,324.402726707,13.7224310439,5.21888439962,5.21888439962,455.499334558,mixed,4,8.99688639124,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,384.462726707,-71.0366078509,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
285,-16,145.293409272,8.775,1.54554668825,1.54554668825,316.940731494,pure_location,16,98.5039340683,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,385.533409272,68.5926777781,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
285,-8,226.402481134,15.015,12.6236463422,12.6236463422,316.940731494,pure_location,8,59.4930059307,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,346.522481134,29.5817496406,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
285,-4,286.462481134,15.015,5.2829583731,0,316.940731494,pure_location,4,33.3106263059,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,346.522481134,29.5817496406,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
289,-16,251.186343625,15.015,1.54554668825,1.54554668825,386.76593055,pure_location,16,98.5039340683,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,491.426343625,104.660413075,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
289,-8,332.295415487,15.015,12.6236463422,12.6236463422,386.76593055,pure_location,8,59.4930059307,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,452.415415487,65.649484937,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
289,-4,387.841604695,15.015,5.2829583731,0.378002691842,386.76593055,pure_location,4,33.3106263059,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,447.901604695,61.1356741448,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
313,-16,225.037481134,8.775,12.6236463422,12.6236463422,386.76593055,pure_location,16,104.989071862,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,465.277481134,78.5115505843,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
313,-8,285.664475204,15.015,10.3027948716,10.3027948716,386.76593055,pure_location,8,45.4960659317,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,405.784475204,19.0185446535,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
313,-4,344.431906248,13.7224310439,5.21888439962,0,386.76593055,pure_location,4,8.99688639124,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,404.491906248,17.7259756974,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
326,-16,145.293409272,8.775,1.54554668825,1.54554668825,423.861526765,pure_quantity,16,98.5039340683,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,385.533409272,-38.3281174931,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
326,-8,255.83990479,15.015,12.6236463422,3.40598944136,423.861526765,pure_quantity,8,59.4930059307,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,375.95990479,-47.9016219753,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
326,-4,289.717525165,15.015,5.2829583731,5.2829583731,423.861526765,pure_quantity,4,33.3106263059,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,349.777525165,-74.0840016001,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
439,-16,302.134475204,15.015,10.3027948716,10.3027948716,386.76593055,pure_location,16,84.5069940693,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,542.374475204,155.608544654,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
439,-8,388.994224464,15.015,1.54554668825,1.08007613984,386.76593055,pure_location,8,39.0109281376,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,509.114224464,122.348293914,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
439,-4,445.054119518,15.015,1.54554668825,1.28481315792,386.76593055,pure_location,4,32.8359897274,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,505.114119518,118.348188968,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
459,-16,151.533409272,15.015,1.54554668825,1.54554668825,386.76593055,pure_quantity,16,98.5039340683,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,391.773409272,5.00747872182,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
459,-8,255.042954597,15.015,12.6236463422,4.61685267732,386.76593055,pure_quantity,8,59.4930059307,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,375.162954597,-11.6029759528,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
459,-4,288.920574973,15.015,5.2829583731,5.2829583731,386.76593055,pure_quantity,4,33.3106263059,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,348.980574973,-37.7853555776,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
462,-16,302.134475204,15.015,10.3027948716,10.3027948716,395.525364721,pure_location,16,84.5069940693,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,542.374475204,146.849110482,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
462,-8,371.306343625,15.015,1.54554668825,1.54554668825,395.525364721,pure_location,8,39.0109281376,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,491.426343625,95.9009789034,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
462,-4,426.549512086,15.015,1.54554668825,1.11911683556,395.525364721,pure_location,4,32.8359897274,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,486.609512086,91.0841473645,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
467,-16,182.014475204,0,10.3027948716,10.3027948716,423.861526765,mixed,16,84.5069940693,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,422.254475204,-1.60705156141,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
467,-8,251.186343625,15.015,1.54554668825,1.54554668825,423.861526765,mixed,8,39.0109281376,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,371.306343625,-52.5551831404,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
467,-4,311.246343625,15.015,1.54554668825,0,423.861526765,mixed,4,32.8359897274,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,371.306343625,-52.5551831404,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
477,-16,190.108006047,0,12.6236463422,12.6236463422,180.836278269,pure_quantity,16,104.989071862,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,430.348006047,249.511727779,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
477,-8,130.615000117,0,10.3027948716,10.3027948716,180.836278269,pure_quantity,8,45.4960659317,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,250.735000117,69.898721848,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
477,-4,114.364400036,0,5.21888439962,5.21888439962,180.836278269,pure_quantity,4,8.99688639124,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,174.424400036,-6.411878233,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
484,-16,302.134475204,15.015,10.3027948716,10.3027948716,386.76593055,pure_location,16,84.5069940693,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,542.374475204,155.608544654,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
484,-8,371.306343625,15.015,1.54554668825,1.54554668825,386.76593055,pure_location,8,39.0109281376,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,491.426343625,104.660413075,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
484,-4,428.492087799,15.015,1.54554668825,0.465470548409,386.76593055,pure_location,4,32.8359897274,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,488.552087799,101.786157249,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
488,-16,182.014475204,0,10.3027948716,10.3027948716,423.861526765,mixed,16,84.5069940693,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,422.254475204,-1.60705156141,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
488,-8,251.186343625,15.015,1.54554668825,1.54554668825,423.861526765,mixed,8,39.0109281376,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,371.306343625,-52.5551831404,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
488,-4,305.071405215,15.015,1.54554668825,1.54554668825,423.861526765,mixed,4,32.8359897274,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,365.131405215,-58.7301215506,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
491,-16,241.507481134,8.775,12.6236463422,12.6236463422,180.836278269,pure_quantity,16,104.989071862,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,481.747481134,300.911202866,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
491,-8,184.939475204,0,10.3027948716,10.3027948716,180.836278269,pure_quantity,8,45.4960659317,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,305.059475204,124.223196935,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
491,-4,148.440295663,0,5.21888439962,5.21888439962,180.836278269,pure_quantity,4,8.99688639124,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,208.500295663,27.6640173945,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
518,-16,302.134475204,15.015,10.3027948716,10.3027948716,546.93138762,pure_quantity,16,84.5069940693,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,542.374475204,-4.55691241672,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
518,-8,356.235386323,15.015,1.54554668825,1.54554668825,546.93138762,pure_quantity,8,39.0109281376,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,476.355386323,-70.5760012973,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
518,-4,410.120447913,15.015,1.54554668825,1.54554668825,546.93138762,pure_quantity,4,32.8359897274,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,470.180447913,-76.7509397075,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
521,-16,256.638409272,0,1.54554668825,1.54554668825,156.407515605,pure_location,16,98.5039340683,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,496.878409272,340.470893667,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
521,-8,240.15969454,0,12.6236463422,12.6236463422,156.407515605,pure_location,8,59.4930059307,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,360.27969454,203.872178936,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
521,-4,213.977314916,0,5.2829583731,5.2829583731,156.407515605,pure_location,4,33.3106263059,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,274.037314916,117.629799311,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
550,-16,241.507481134,8.775,12.6236463422,12.6236463422,142.923283799,pure_location,16,104.989071862,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,481.747481134,338.824197335,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
550,-8,182.014475204,0,10.3027948716,10.3027948716,142.923283799,pure_location,8,45.4960659317,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,302.134475204,159.211191405,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
550,-4,204.282726707,13.7224310439,5.21888439962,5.21888439962,142.923283799,pure_location,4,8.99688639124,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,264.342726707,121.419442908,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
579,-16,241.507481134,8.775,12.6236463422,12.6236463422,180.836278269,pure_quantity,16,104.989071862,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,481.747481134,300.911202866,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
579,-8,182.014475204,0,10.3027948716,10.3027948716,180.836278269,pure_quantity,8,45.4960659317,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,302.134475204,121.298196935,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
579,-4,145.515295663,0,5.21888439962,5.21888439962,180.836278269,pure_quantity,4,8.99688639124,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,205.575295663,24.7390173945,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
634,-16,251.186343625,15.015,1.54554668825,1.54554668825,386.76593055,pure_location,16,98.5039340683,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,491.426343625,104.660413075,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
634,-8,332.295415487,15.015,12.6236463422,12.6236463422,386.76593055,pure_location,8,59.4930059307,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,8,120.12,452.415415487,65.649484937,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
634,-4,366.173035862,15.015,5.2829583731,5.2829583731,386.76593055,pure_location,4,33.3106263059,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,4,60.06,426.233035862,39.4671053122,False,NOT_RULED_OUT_BY_OPTIMISTIC_BOUND,False,False,False,False
643,-16,302.134475204,15.015,10.3027948716,10.3027948716,543.056863022,mixed,16,84.5069940693,True,B0,BASE,0,1,300,200,120,150,770,0,0,0,16,240.24,542.374475204,-0.682387818447,True,PHYSICALLY_UNRECOVERABLE,True,False,False,False
