evaluation_id,pair_id,pair_group,initial_state_id,scenario_id,path_id,scenario_role,T_source,replay_case,identity_and_fixed_T_match,period_operating_loss,flat_operating_loss,operating_loss_abs_error,service_cost_abs_error,shortage_kg_abs_error,shortage_loss_abs_error,site_service_max_abs_error,period_site_node_service_max_abs_error,period_node_shortage_max_abs_error,flat_objective_decomposition_abs_error,evaluation_max_required_error,within_solver_tolerance
121,31,HOLDOUT_TIER1,31,2677,2677,xi_r,T_r,T_R_ON_R,1,836502.597533898,836502.597533898,0,5.6843418860808e-14,0,0,1.4210854715202e-14,8.88178419700125e-15,0,2.33058017329313e-12,5.6843418860808e-14,1
122,31,HOLDOUT_TIER1,31,11805,11805,xi_s,T_r,T_R_ON_S,1,879097.174678712,879097.174678712,0,2.27373675443232e-13,0,0,1.4210854715202e-14,8.88178419700125e-15,7.105427357601e-15,2.33058017329313e-12,2.27373675443232e-13,1
123,31,HOLDOUT_TIER1,31,2677,2677,xi_r,T_s,T_S_ON_R,1,784828.750231455,784828.750231455,1.16415321826935e-10,0,5.6843418860808e-14,1.16415321826935e-10,0,8.88178419700125e-15,0,5.58202373213135e-11,1.16415321826935e-10,1
124,31,HOLDOUT_TIER1,31,11805,11805,xi_s,T_s,T_S_ON_S,1,784306.55475362,784306.55475362,1.16415321826935e-10,5.6843418860808e-14,5.6843418860808e-14,1.16415321826935e-10,7.105427357601e-15,4.9809045776783e-12,4.9809045776783e-12,5.58202373213135e-11,1.16415321826935e-10,1
125,32,HOLDOUT_CONTROL,31,12300,12300,xi_r,T_r,T_R_ON_R,1,898647.940164722,898647.940164721,1.16415321826935e-10,0,5.6843418860808e-14,1.16415321826935e-10,0,0,0,5.21254150953609e-11,1.16415321826935e-10,1
126,32,HOLDOUT_CONTROL,31,1040,1040,xi_s,T_r,T_R_ON_S,1,898580.951059966,898580.951059966,1.16415321826935e-10,0,5.6843418860808e-14,1.16415321826935e-10,1.4210854715202e-14,14.7287456018329,14.7287456018329,5.21254150953609e-11,14.7287456018329,0
127,32,HOLDOUT_CONTROL,31,12300,12300,xi_r,T_s,T_S_ON_R,1,901896.208719291,901896.208719291,0,0,0,0,1.4210854715202e-14,8.88178419700125e-15,0,1.21644916362129e-11,1.4210854715202e-14,1
128,32,HOLDOUT_CONTROL,31,1040,1040,xi_s,T_s,T_S_ON_S,1,901847.29672509,901847.29672509,0,0,0,0,1.4210854715202e-14,16.3652728909255,16.3652728909255,1.21644916362129e-11,16.3652728909255,0
129,33,HOLDOUT_TIER1,11,8255,8255,xi_r,T_r,T_R_ON_R,1,3287.69575572101,3287.69575572101,4.54747350886464e-13,4.54747350886464e-13,0,0,2.8421709430404e-14,0,0,2.27373675443232e-13,4.54747350886464e-13,1
130,33,HOLDOUT_TIER1,11,3251,3251,xi_s,T_r,T_R_ON_S,1,3068.72225623235,3068.72225623235,9.09494701772928e-13,9.09494701772928e-13,0,0,2.8421709430404e-14,1.4210854715202e-14,0,2.27373675443232e-13,9.09494701772928e-13,1
131,33,HOLDOUT_TIER1,11,8255,8255,xi_r,T_s,T_S_ON_R,1,3815.58135405212,3815.58135405212,4.54747350886464e-13,4.54747350886464e-13,0,0,2.8421709430404e-14,3.5527136788005e-15,0,0,4.54747350886464e-13,1
132,33,HOLDOUT_TIER1,11,3251,3251,xi_s,T_s,T_S_ON_S,1,2672.66629827143,2672.66629827143,0,0,0,0,2.8421709430404e-14,0,0,0,2.8421709430404e-14,1
133,34,HOLDOUT_CONTROL,11,6042,6042,xi_r,T_r,T_R_ON_R,1,94361.9293696778,94361.9293696778,0,4.54747350886464e-13,0,0,7.105427357601e-15,0,0,3.41060513164848e-13,4.54747350886464e-13,1
134,34,HOLDOUT_CONTROL,11,13138,13138,xi_s,T_r,T_R_ON_S,1,95048.8783821156,95048.8783821156,0,4.54747350886464e-13,0,0,7.105427357601e-15,0,0,3.41060513164848e-13,4.54747350886464e-13,1
135,34,HOLDOUT_CONTROL,11,6042,6042,xi_r,T_s,T_S_ON_R,1,94413.6305816586,94413.6305816586,0,9.09494701772928e-13,0,0,2.8421709430404e-14,0,0,6.82121026329696e-13,9.09494701772928e-13,1
136,34,HOLDOUT_CONTROL,11,13138,13138,xi_s,T_s,T_S_ON_S,1,94953.466866722,94953.466866722,0,4.54747350886464e-13,0,0,2.8421709430404e-14,0,0,6.82121026329696e-13,4.54747350886464e-13,1
137,35,HOLDOUT_TIER1,21,13657,13657,xi_r,T_r,T_R_ON_R,1,2688.13996885323,2688.13996885323,4.54747350886464e-13,4.54747350886464e-13,0,0,4.2632564145606e-14,0,0,2.27373675443232e-13,4.54747350886464e-13,1
138,35,HOLDOUT_TIER1,21,14463,14463,xi_s,T_r,T_R_ON_S,1,4182.36462949348,4182.36462949348,0,0,0,0,7.105427357601e-14,0,0,2.27373675443232e-13,7.105427357601e-14,1
139,35,HOLDOUT_TIER1,21,13657,13657,xi_r,T_s,T_S_ON_R,1,3191.32183973778,3191.32183973778,9.09494701772928e-13,9.09494701772928e-13,0,0,0,10.3796743379655,0,0,10.3796743379655,0
140,35,HOLDOUT_TIER1,21,14463,14463,xi_s,T_s,T_S_ON_S,1,3422.55255725768,3422.55255725768,0,0,0,0,8.5265128291212e-14,5.6843418860808e-14,0,0,8.5265128291212e-14,1
141,36,HOLDOUT_CONTROL,21,5390,5390,xi_r,T_r,T_R_ON_R,1,4076.54478092528,4076.54478092528,2.72848410531878e-12,2.72848410531878e-12,0,0,5.6843418860808e-14,0,0,0,2.72848410531878e-12,1
142,36,HOLDOUT_CONTROL,21,11340,11340,xi_s,T_r,T_R_ON_S,1,3860.98124887212,3860.98124887212,1.81898940354586e-12,1.81898940354586e-12,0,0,5.6843418860808e-14,2.1316282072803e-14,0,0,1.81898940354586e-12,1
143,36,HOLDOUT_CONTROL,21,5390,5390,xi_r,T_s,T_S_ON_R,1,4076.54478103673,4076.54478103673,2.27373675443232e-12,2.27373675443232e-12,0,0,2.8421709430404e-14,0,0,2.27373675443232e-13,2.27373675443232e-12,1
144,36,HOLDOUT_CONTROL,21,11340,11340,xi_s,T_s,T_S_ON_S,1,3860.98124886895,3860.98124886895,1.81898940354586e-12,1.81898940354586e-12,0,0,2.8421709430404e-14,1.4210854715202e-14,0,2.27373675443232e-13,1.81898940354586e-12,1
