path_id,state_id,a,loc,lf,terminal_loh_total_target_kg_saa,actual_final_inventory_total_kg_saa,actual_station_gap_total_kg_saa,max_feasible_terminal_inventory_total_kg_saa,system_capacity_gap_kg_saa,capacity_headroom_kg_saa,system_total_sufficient_saa,cumulative_normal_h2_service_kg_saa,cumulative_production_kg_saa,cumulative_available_production_capacity_kg_saa,terminal_loh_total_target_kg_dro,actual_final_inventory_total_kg_dro,actual_station_gap_total_kg_dro,max_feasible_terminal_inventory_total_kg_dro,system_capacity_gap_kg_dro,capacity_headroom_kg_dro,system_total_sufficient_dro,cumulative_normal_h2_service_kg_dro,cumulative_production_kg_dro,cumulative_available_production_capacity_kg_dro,feasibility_class,delta_target_kg,delta_actual_inventory_kg,delta_max_feasible_inventory_kg,delta_capacity_gap_kg,saa_gap_greater_than_dro,reverse_feasibility_flag
17,6,2,6,7,0,361.453052000918,0,382.998409272046,0,382.998409272046,1,144,338.814642728872,360.36,0.71367875842609,382.998409272046,0,382.998409272046,0,382.28473051362,1,144,360.36,360.36,A_both_feasible,0.71367875842609,21.545357271128,0,0,False,False
18,11,3,4,7,355.126421733082,371.823039124384,0,432.791588435028,0,77.6651667019455,1,94.2068208370186,299.391450689357,360.36,396.04045228592,412.074375157579,0,432.791588435028,0,36.7511361491075,1,94.2068208370186,339.642786722551,360.36,A_both_feasible,40.914030552838,40.251336033195,0,0,False,False
20,7,2,7,7,0,334.909476553571,0,382.998409272046,0,382.998409272046,1,144,312.271067281525,360.36,0,382.998409272046,0,382.998409272046,0,382.998409272046,1,144,360.36,360.36,A_both_feasible,0,48.088932718475,0,0,False,False
22,14,3,7,7,185.745847312004,421.508280672679,0,421.508280672679,0,235.762433360675,1,15.4001285993677,270.27,270.27,299.484469224306,421.508280672679,0,421.508280672679,0,122.023811448373,1,15.4001285993677,270.27,270.27,A_both_feasible,113.738621912302,0,0,0,False,False
23,4,2,4,7,0,345.558409272046,0,382.998409272046,0,382.998409272046,1,144,322.92,360.36,67.6431305846633,367.680926205093,0,382.998409272046,0,315.355278687383,1,144,345.042516933046,360.36,A_both_feasible,67.6431305846633,22.122516933047,0,0,False,False
26,9,3,2,7,382.129122003109,405.267093140662,2.8421709430404e-13,405.267093140662,0,23.1379711375528,1,121.731316131384,360.36,360.36,405.313274925785,405.267093140662,21.1658882452114,405.267093140662,0.0461817851224851,-0.0461817851224851,0,121.731316131384,360.36,360.36,B_SAA_feasible_DRO_infeasible,23.184152922676,0,0,0.0461817851224851,False,False
31,7,2,7,7,0,304.977938488306,0,315.177093140662,0,315.177093140662,1,121.731316131384,260.070845347643,270.27,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,A_both_feasible,0,10.199154652356,0,0,False,False
32,25,5,4,7,607.969887897881,601.688280672679,17.0755304419282,601.688280672679,6.28160722520192,-6.28160722520192,0,15.4001285993677,450.45,450.45,622.130683296519,601.688280672679,20.4424026238401,601.688280672679,20.4424026238399,-20.4424026238399,0,15.4001285993677,450.45,450.45,C_both_infeasible,14.160795398638,0,0,14.160795398638,False,False
33,5,2,5,7,0,387.537398531265,0,457.688280672679,0,457.688280672679,1,159.400128599368,380.299117858587,450.45,30.2757519474911,417.569718201853,0,457.688280672679,0,427.412528725187,1,159.400128599368,410.331437529174,450.45,A_both_feasible,30.2757519474911,30.032319670588,0,0,False,False
34,6,2,6,7,0,369.092005765617,0,457.688280672679,0,457.688280672679,1,159.400128599368,361.853725092938,450.45,0.71367875842609,408.181375713793,0,457.688280672679,0,456.974601914253,1,159.400128599368,400.943095041114,450.45,A_both_feasible,0.71367875842609,39.089369948176,0,0,False,False
35,4,2,4,7,0,382.401876551291,0,497.985101509697,0,497.985101509697,1,209.193307762349,424.956775041594,540.54,67.6431305846633,428.145183353436,0,497.985101509697,0,430.341970925034,1,209.193307762349,470.700081843738,540.54,A_both_feasible,67.6431305846633,45.743306802145,0,0,False,False
36,5,2,5,7,0,391.629759781834,0,457.688280672679,0,457.688280672679,1,159.400128599368,384.391479109155,450.45,30.2757519474911,417.586379064121,0,457.688280672679,0,427.412528725187,1,159.400128599368,410.348098391442,450.45,A_both_feasible,30.2757519474911,25.956619282287,0,0,False,False
38,7,2,7,7,0,391.038428050441,0,457.688280672679,0,457.688280672679,1,159.400128599368,383.800147377763,450.45,0,423.036779584551,0,457.688280672679,0,457.688280672679,1,159.400128599368,415.798498911873,450.45,A_both_feasible,0,31.99835153411,0,0,False,False
41,4,2,4,7,0,345.558409272046,0,382.998409272046,0,382.998409272046,1,144,322.92,360.36,67.6431305846633,378.707591396807,0,382.998409272046,0,315.355278687383,1,144,356.06918212476,360.36,A_both_feasible,67.6431305846633,33.149182124761,0,0,False,False
42,1,2,1,7,0,388.481024109255,0,457.688280672679,0,457.688280672679,1,159.400128599368,381.242743436576,450.45,112.166696626405,429.062961964874,0,457.688280672679,0,345.521584046273,1,159.400128599368,421.824681292196,450.45,A_both_feasible,112.166696626405,40.581937855619,0,0,False,False
44,5,2,5,7,0,446.40497291033,0,536.494972910329,0,536.494972910329,1,80.5934363617169,360.36,450.45,30.2757519474911,456.127120428908,0,536.494972910329,0,506.219220962838,1,80.5934363617169,370.082147518578,450.45,A_both_feasible,30.2757519474911,9.72214751857797,0,0,False,False
45,5,2,5,7,0,366.309358208529,0,382.998409272046,0,382.998409272046,1,144,343.670948936483,360.36,30.2757519474911,382.998409272046,0,382.998409272046,0,352.722657324555,1,144,360.36,360.36,A_both_feasible,30.2757519474911,16.689051063517,0,0,False,False
46,2,2,2,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,110.465721330482,315.177093140662,0,315.177093140662,0,204.71137181018,1,121.731316131384,270.27,270.27,A_both_feasible,110.465721330482,0,0,0,False,False
48,9,3,2,7,382.129122003109,371.715101509697,27.0027002700275,371.715101509697,10.4140204934122,-10.4140204934122,0,65.1933077623491,270.27,270.27,405.313274925785,371.715101509697,48.4697462234117,371.715101509697,33.5981734160874,-33.5981734160874,0,65.1933077623491,270.27,270.27,C_both_infeasible,23.184152922676,0,0,23.1841529226752,False,False
51,28,5,7,7,570.875269345116,511.598280672679,69.3689069551739,511.598280672679,59.2769886724377,-59.2769886724377,0,15.4001285993677,360.36,360.36,581.922529232857,511.598280672679,70.3242485601787,511.598280672679,70.3242485601787,-70.3242485601787,0,15.4001285993677,360.36,360.36,C_both_infeasible,11.047259887741,0,0,11.047259887741,False,False
52,7,2,7,7,0,354.687377170944,0,382.998409272046,0,382.998409272046,1,144,332.048967898898,360.36,0,382.998409272046,0,382.998409272046,0,382.998409272046,1,144,360.36,360.36,A_both_feasible,0,28.311032101102,0,0,False,False
55,4,2,4,7,0,388.611671920716,0,457.688280672679,0,457.688280672679,1,159.400128599368,381.373391248038,450.45,67.6431305846633,432.300180422807,0,457.688280672679,0,390.045150088015,1,159.400128599368,425.061899750129,450.45,A_both_feasible,67.6431305846633,43.688508502091,0,0,False,False
56,3,2,3,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,79.4853371037635,315.177093140662,0,315.177093140662,0,235.691756036899,1,121.731316131384,270.27,270.27,A_both_feasible,79.4853371037635,0,0,0,False,False
58,4,2,4,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,67.6431305846633,315.177093140662,0,315.177093140662,0,247.533962555999,1,121.731316131384,270.27,270.27,A_both_feasible,67.6431305846633,0,0,0,False,False
60,14,3,7,7,185.745847312004,367.479249470722,0,457.688280672679,0,271.942433360675,1,159.400128599368,360.240968798043,450.45,299.484469224306,407.768842246942,0,457.688280672679,0,158.203811448373,1,159.400128599368,400.530561574263,450.45,A_both_feasible,113.738621912302,40.28959277622,0,0,False,False
61,6,2,6,7,0,325.238087639761,0,382.998409272046,0,382.998409272046,1,144,302.599678367715,360.36,0.71367875842609,382.998409272046,0,382.998409272046,0,382.28473051362,1,144,360.36,360.36,A_both_feasible,0.71367875842609,57.760321632285,0,0,False,False
62,7,2,7,7,0,345.298437423141,0,382.998409272046,0,382.998409272046,1,144,322.660028151094,360.36,0,367.680926205093,0,382.998409272046,0,382.998409272046,1,144,345.042516933046,360.36,A_both_feasible,0,22.382488781952,0,0,False,False
63,5,2,5,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,30.2757519474911,315.177093140662,0,315.177093140662,0,284.901341193171,1,121.731316131384,270.27,270.27,A_both_feasible,30.2757519474911,0,0,0,False,False
66,7,2,7,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,A_both_feasible,0,0,0,0,False,False
68,9,3,2,7,382.129122003109,551.895101509697,0,551.895101509697,0,169.765979506588,1,65.1933077623491,450.45,450.45,405.313274925785,551.895101509697,0,551.895101509697,0,146.581826583913,1,65.1933077623491,450.45,450.45,A_both_feasible,23.184152922676,0,0,0,False,False
69,3,2,3,7,0,345.558409272046,0,382.998409272046,0,382.998409272046,1,144,322.92,360.36,79.4853371037635,380.641655176751,0,382.998409272046,0,303.513072168283,1,144,358.003245904704,360.36,A_both_feasible,79.4853371037635,35.083245904705,0,0,False,False
73,17,4,3,7,562.147123803289,495.357093140662,66.7900306626272,495.357093140662,66.7900306626272,-66.7900306626272,0,121.731316131384,450.45,450.45,578.512356224272,495.357093140662,83.1552630836094,495.357093140662,83.1552630836094,-83.1552630836094,0,121.731316131384,450.45,450.45,C_both_infeasible,16.365232420983,0,0,16.3652324209822,False,False
75,2,2,2,7,0,392.12944624317,0,457.688280672679,0,457.688280672679,1,159.400128599368,384.891165570491,450.45,110.465721330482,434.513362485245,0,457.688280672679,0,347.222559342196,1,159.400128599368,427.275081812567,450.45,A_both_feasible,110.465721330482,42.383916242075,0,0,False,False
77,7,2,7,7,0,368.12634950633,0,457.688280672679,0,457.688280672679,1,159.400128599368,360.888068833651,450.45,0,405.539605988835,0,457.688280672679,0,457.688280672679,1,159.400128599368,398.301325316156,450.45,A_both_feasible,0,37.413256482505,0,0,False,False
79,25,5,4,7,607.969887897881,511.598280672679,96.3716072252019,511.598280672679,96.3716072252019,-96.3716072252019,0,15.4001285993677,360.36,360.36,622.130683296519,511.598280672679,110.53240262384,511.598280672679,110.53240262384,-110.53240262384,0,15.4001285993677,360.36,360.36,C_both_infeasible,14.160795398638,0,0,14.1607953986381,False,False
82,6,2,6,7,0,358.645354010113,0,457.688280672679,0,457.688280672679,1,159.400128599368,351.407073337435,450.45,0.71367875842609,418.041798690995,0,457.688280672679,0,456.974601914252,1,159.400128599368,410.803518018316,450.45,A_both_feasible,0.71367875842609,59.396444680882,0,0,False,False
83,13,3,6,7,240.569511496604,341.142941046613,0,382.998409272046,0,142.428897775442,1,144,318.504531774567,360.36,355.126452344801,364.107578499487,2.81868338829348,382.998409272046,0,27.8719569272449,1,144,341.469169227441,360.36,A_both_feasible,114.556940848197,22.964637452874,0,0,False,False
85,7,2,7,7,0,399.239596804063,0,489.329596804063,0,489.329596804063,1,37.6688124679836,270.27,360.36,0,400.091612241769,0,489.329596804063,0,489.329596804063,1,37.6688124679836,271.122015437706,360.36,A_both_feasible,0,0.852015437705973,0,0,False,False
87,6,2,6,7,0,325.938848107532,0,382.998409272046,0,382.998409272046,1,144,303.300438835485,360.36,0.71367875842609,382.998409272046,0,382.998409272046,0,382.28473051362,1,144,360.36,360.36,A_both_feasible,0.71367875842609,57.059561164514,0,0,False,False
89,4,2,4,7,0,366.309358208542,0,382.998409272046,0,382.998409272046,1,144,343.670948936495,360.36,67.6431305846633,382.998409272046,0,382.998409272046,0,315.355278687383,1,144,360.36,360.36,A_both_feasible,67.6431305846633,16.689051063504,0,0,False,False
92,5,2,5,7,0,367.795542977764,0,457.688280672679,0,457.688280672679,1,159.400128599368,360.557262305085,450.45,30.2757519474911,410.800749622663,0,457.688280672679,0,427.412528725187,1,159.400128599368,403.562468949985,450.45,A_both_feasible,30.2757519474911,43.005206644899,0,0,False,False
94,21,4,7,7,405.313258598587,511.598280672679,0,511.598280672679,0,106.285022074092,1,15.4001285993677,360.36,360.36,434.497947905568,511.598280672679,0,511.598280672679,0,77.1003327671104,1,15.4001285993677,360.36,360.36,A_both_feasible,29.184689306981,0,0,0,False,False
97,1,2,1,7,0,376.401276491299,0,497.985101509697,0,497.985101509697,1,209.193307762349,418.956174981602,540.54,112.166696626405,420.575613346017,0,497.985101509697,0,385.818404883292,1,209.193307762349,463.13051183632,540.54,A_both_feasible,112.166696626405,44.174336854718,0,0,False,False
99,2,2,2,7,0,354.580912636595,0,382.998409272046,0,382.998409272046,1,144,331.942503364549,360.36,110.465721330482,382.998409272046,0,382.998409272046,0,272.532687941564,1,144,360.36,360.36,A_both_feasible,110.465721330482,28.417496635451,0,0,False,False
101,5,2,5,7,0,392.719734946726,0,457.688280672679,0,457.688280672679,1,159.400128599368,385.481454274047,450.45,30.2757519474911,434.513362485245,0,457.688280672679,0,427.412528725187,1,159.400128599368,427.275081812567,450.45,A_both_feasible,30.2757519474911,41.793627538519,0,0,False,False
102,6,2,6,7,0,377.204218514672,0,497.985101509697,0,497.985101509697,1,209.193307762349,419.759117004975,540.54,0.71367875842609,415.846005996146,0,497.985101509697,0,497.271422751271,1,209.193307762349,458.400904486449,540.54,A_both_feasible,0.71367875842609,38.641787481474,0,0,False,False
104,3,2,3,7,0,353.604777358103,0,382.998409272046,0,382.998409272046,1,144,330.966368086057,360.36,79.4853371037635,382.998409272046,0,382.998409272046,0,303.513072168283,1,144,360.36,360.36,A_both_feasible,79.4853371037635,29.393631913943,0,0,False,False
105,5,2,5,7,0,366.309358208529,0,382.998409272046,0,382.998409272046,1,144,343.670948936483,360.36,30.2757519474911,382.998409272046,0,382.998409272046,0,352.722657324555,1,144,360.36,360.36,A_both_feasible,30.2757519474911,16.689051063517,0,0,False,False
108,4,2,4,7,0,354.687377170944,0,382.998409272046,0,382.998409272046,1,144,332.048967898898,360.36,67.6431305846633,382.998409272046,0,382.998409272046,0,315.355278687383,1,144,360.36,360.36,A_both_feasible,67.6431305846633,28.311032101102,0,0,False,False
109,3,2,3,7,0,354.580912636506,0,382.998409272046,0,382.998409272046,1,144,331.94250336446,360.36,79.4853371037635,382.998409272046,0,382.998409272046,0,303.513072168283,1,144,360.36,360.36,A_both_feasible,79.4853371037635,28.41749663554,0,0,False,False
110,5,2,5,7,0,361.399776341286,0,382.998409272046,0,382.998409272046,1,144,338.761367069239,360.36,30.2757519474911,382.998409272046,0,382.998409272046,0,352.722657324555,1,144,360.36,360.36,A_both_feasible,30.2757519474911,21.59863293076,0,0,False,False
111,6,2,6,7,0,399.239596804063,0,489.329596804063,0,489.329596804063,1,37.6688124679836,270.27,360.36,0.71367875842609,406.089071451709,0,489.329596804063,0,488.615918045637,1,37.6688124679836,277.119474647646,360.36,A_both_feasible,0.71367875842609,6.84947464764599,0,0,False,False
112,7,2,7,7,0,345.558409272046,0,382.998409272046,0,382.998409272046,1,144,322.92,360.36,0,367.680926205093,0,382.998409272046,0,382.998409272046,1,144,345.042516933046,360.36,A_both_feasible,0,22.122516933047,0,0,False,False
116,3,2,3,7,0,291.552362461391,0,315.177093140662,0,315.177093140662,1,121.731316131384,246.645269320729,270.27,79.4853371037635,315.177093140662,0,315.177093140662,0,235.691756036899,1,121.731316131384,270.27,270.27,A_both_feasible,79.4853371037635,23.624730679271,0,0,False,False
117,7,2,7,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,A_both_feasible,0,0,0,0,False,False
118,16,4,2,7,571.966287537845,405.267093140662,166.699194397182,405.267093140662,166.699194397182,-166.699194397182,0,121.731316131384,360.36,360.36,585.059146032685,405.267093140662,179.792052892023,405.267093140662,179.792052892023,-179.792052892023,0,121.731316131384,360.36,360.36,C_both_infeasible,13.09285849484,0,0,13.092858494841,False,False
120,3,2,3,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,79.4853371037635,315.177093140662,0,315.177093140662,0,235.691756036899,1,121.731316131384,270.27,270.27,A_both_feasible,79.4853371037635,0,0,0,False,False
121,18,4,4,7,546.327360008728,551.895101509697,1.38657274857724,551.895101509697,0,5.5677415009693,1,65.1933077623491,450.45,450.45,571.966287503776,551.895101509697,20.0711859940792,551.895101509697,20.0711859940792,-20.0711859940792,0,65.1933077623491,450.45,450.45,B_SAA_feasible_DRO_infeasible,25.6389274950481,0,0,20.0711859940792,False,False
122,23,5,2,7,615.046504650465,511.598280672679,103.448223977786,511.598280672679,103.448223977786,-103.448223977786,0,15.4001285993677,360.36,360.36,629.790794569232,511.598280672679,118.192513896554,511.598280672679,118.192513896554,-118.192513896554,0,15.4001285993677,360.36,360.36,C_both_infeasible,14.7442899187671,0,0,14.744289918768,False,False
123,5,2,5,7,0,369.751380487408,0,497.985101509697,0,497.985101509697,1,209.193307762349,412.30627897771,540.54,30.2757519474911,410.917375553466,0,497.985101509697,0,467.709349562206,1,209.193307762349,453.472274043768,540.54,A_both_feasible,30.2757519474911,41.165995066058,0,0,False,False
124,4,2,4,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,67.6431305846633,315.177093140662,0,315.177093140662,0,247.533962555999,1,121.731316131384,270.27,270.27,A_both_feasible,67.6431305846633,0,0,0,False,False
125,4,2,4,7,0,355.492858116078,0,382.998409272046,0,382.998409272046,1,144,332.854448844031,360.36,67.6431305846633,382.998409272046,0,382.998409272046,0,315.355278687383,1,144,360.36,360.36,A_both_feasible,67.6431305846633,27.505551155968,0,0,False,False
129,2,2,2,7,0,366.582112754067,0,382.998409272046,0,382.998409272046,1,144,343.94370348202,360.36,110.465721330482,382.998409272046,0,382.998409272046,0,272.532687941564,1,144,360.36,360.36,A_both_feasible,110.465721330482,16.416296517979,0,0,False,False
131,3,2,3,7,0,354.687377170944,0,382.998409272046,0,382.998409272046,1,144,332.048967898898,360.36,79.4853371037635,382.998409272046,0,382.998409272046,0,303.513072168283,1,144,360.36,360.36,A_both_feasible,79.4853371037635,28.311032101102,0,0,False,False
132,4,2,4,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,67.6431305846633,315.177093140662,0,315.177093140662,0,247.533962555999,1,121.731316131384,270.27,270.27,A_both_feasible,67.6431305846633,0,0,0,False,False
134,4,2,4,7,0,391.784030041249,0,497.985101509697,0,497.985101509697,1,209.193307762349,434.338928531552,540.54,67.6431305846633,421.959019437305,0,497.985101509697,0,430.341970925034,1,209.193307762349,464.513917927608,540.54,A_both_feasible,67.6431305846633,30.174989396056,0,0,False,False
135,24,5,3,7,613.424978861523,616.062679582985,2.5919036115869,616.403176800537,0,2.97819793901499,1,90.7752324715087,540.199502782448,540.54,626.532860250673,624.145220195663,6.40105988497621,624.145220195663,2.38764005501048,-2.38764005501048,0,83.0331890763833,540.54,540.54,B_SAA_feasible_DRO_infeasible,13.1078813891501,8.08254061267803,7.74204339512596,2.38764005501048,False,False
136,5,2,5,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,30.2757519474911,315.177093140662,0,315.177093140662,0,284.901341193171,1,121.731316131384,270.27,270.27,A_both_feasible,30.2757519474911,0,0,0,False,False
138,6,2,6,7,0,479.956964541294,0,479.956964541294,0,479.956964541294,1,137.131444730752,450.45,450.45,0.71367875842609,493.458478459857,0,493.458478459857,0,492.744799701431,1,123.629930812189,450.45,450.45,A_both_feasible,0.71367875842609,13.501513918563,13.501513918563,0,False,False
139,9,3,2,7,382.129122003109,315.177093140662,66.9648622658375,315.177093140662,66.9520288624472,-66.9520288624472,0,121.731316131384,270.27,270.27,405.313274925785,315.177093140662,90.1361817851224,315.177093140662,90.1361817851225,-90.1361817851225,0,121.731316131384,270.27,270.27,C_both_infeasible,23.184152922676,0,0,23.1841529226753,False,False
141,1,2,1,7,0,315.177093140662,0,315.177093140662,0,315.177093140662,1,121.731316131384,270.27,270.27,112.166696626405,315.177093140662,0,315.177093140662,0,203.010396514257,1,121.731316131384,270.27,270.27,A_both_feasible,112.166696626405,0,0,0,False,False
142,3,2,3,7,0,389.438111782465,0,457.688280672679,0,457.688280672679,1,159.400128599368,382.199831109786,450.45,79.4853371037635,427.205875546484,0,457.688280672679,0,378.202943568915,1,159.400128599368,419.967594873805,450.45,A_both_feasible,79.4853371037635,37.767763764019,0,0,False,False
143,8,3,1,7,371.491694624008,383.085602134803,1.27897692436818e-13,457.688280672679,0,86.1965860486708,1,159.400128599368,375.847321462124,450.45,405.313265587416,426.309741321227,0,457.688280672679,0,52.3750150852629,1,159.400128599368,419.071460648548,450.45,A_both_feasible,33.821570963408,43.224139186424,0,0,False,False
144,21,4,7,7,405.313258598587,479.956964541294,0,479.956964541294,0,74.6437059427074,1,137.131444730752,450.45,450.45,434.497947905568,493.458478459857,0,493.458478459857,0,58.9605305542891,1,123.629930812189,450.45,450.45,A_both_feasible,29.184689306981,13.501513918563,13.501513918563,0,False,False
145,3,2,3,7,0,382.401876551291,0,497.985101509697,0,497.985101509697,1,209.193307762349,424.956775041594,540.54,79.4853371037635,416.496695970788,0,497.985101509697,0,418.499764405934,1,209.193307762349,459.051594461091,540.54,A_both_feasible,79.4853371037635,34.094819419497,0,0,False,False
147,7,2,7,7,0,354.580912636711,0,382.998409272046,0,382.998409272046,1,144,331.942503364664,360.36,0,382.998409272046,0,382.998409272046,0,382.998409272046,1,144,360.36,360.36,A_both_feasible,0,28.417496635335,0,0,False,False
148,7,2,7,7,0,358.645354010113,0,457.688280672679,0,457.688280672679,1,159.400128599368,351.407073337435,450.45,0,418.041798690995,0,457.688280672679,0,457.688280672679,1,159.400128599368,410.803518018316,450.45,A_both_feasible,0,59.396444680882,0,0,False,False
149,2,2,2,7,0,345.644798627689,0,382.998409272046,0,382.998409272046,1,144,323.006389355642,360.36,110.465721330482,361.141762614739,0,382.998409272046,0,272.532687941564,1,144,338.503353342693,360.36,A_both_feasible,110.465721330482,15.49696398705,0,0,False,False
150,22,5,1,7,607.96988789788,511.598280672679,96.371607225202,511.598280672679,96.3716072252018,-96.3716072252018,0,15.4001285993677,360.36,360.36,610.156830237183,511.598280672679,98.5585495645042,511.598280672679,98.5585495645041,-98.5585495645041,0,15.4001285993677,360.36,360.36,C_both_infeasible,2.18694233930307,0,0,2.18694233930231,False,False
151,6,2,6,7,0,345.724687141616,0,382.998409272046,0,382.998409272046,1,144,323.086277869569,360.36,0.71367875842609,361.161540695846,0,382.998409272046,0,382.28473051362,1,144,338.5231314238,360.36,A_both_feasible,0.71367875842609,15.43685355423,0,0,False,False
152,2,2,2,7,0,366.582112753994,0,382.998409272046,0,382.998409272046,1,144,343.943703481948,360.36,110.465721330482,382.998409272046,0,382.998409272046,0,272.532687941564,1,144,360.36,360.36,A_both_feasible,110.465721330482,16.416296518052,0,0,False,False
153,5,2,5,7,0,382.541181510007,0,497.985101509697,0,497.985101509697,1,209.193307762349,425.09608000031,540.54,30.2757519474911,425.632121646858,0,497.985101509697,0,467.709349562206,1,209.193307762349,468.187020137161,540.54,A_both_feasible,30.2757519474911,43.090940136851,0,0,False,False
155,7,2,7,7,0,366.582112753679,0,497.985101509697,0,497.985101509697,1,209.193307762349,409.137011243981,540.54,0,409.404479791124,0,497.985101509697,0,497.985101509697,1,209.193307762349,451.959378281426,540.54,A_both_feasible,0,42.822367037445,0,0,False,False
156,21,4,7,7,405.313258598587,371.715101509697,33.5981570888899,371.715101509697,33.5981570888899,-33.5981570888899,0,65.1933077623491,270.27,270.27,434.497947905568,371.715101509697,62.7828463958713,371.715101509697,62.782846395871,-62.782846395871,0,65.1933077623491,270.27,270.27,C_both_infeasible,29.184689306981,0,0,29.1846893069811,False,False
