selection_path_id,run005_unique_path_id,source_category,run005_theoretical_path_probability,step3b_path_probability,matrix_recomputed_path_probability,step3b_minus_run005,recomputed_minus_run005,physical_key_match,scenario_count,stage_row_count,is_finite_nonnegative,run005_step3b_pass,matrix_recompute_pass,twenty_repeats_pass,pending_identity_pass
30,30,unobserved_candidate,1e-15,1e-15,1e-15,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
31,31,unobserved_candidate,8e-15,8e-15,8e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
32,32,unobserved_candidate,2.736e-12,2.736e-12,2.736e-12,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
33,33,unobserved_candidate,7.6e-13,7.6e-13,7.6e-13,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
34,34,unobserved_candidate,4.75e-14,4.75e-14,4.75e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
35,35,unobserved_candidate,8.36e-14,8.36e-14,8.36e-14,0,0,1,20,60,1,1,1,1,1
36,36,observed_candidate,3.742931052e-08,3.742931052e-08,3.742931052e-08,0,6.61744490042422e-24,1,20,60,1,1,1,1,1
37,37,unobserved_candidate,3.168e-15,3.168e-15,3.168e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
38,38,unobserved_candidate,1.2672e-13,1.2672e-13,1.2672e-13,0,5.04870979341448e-29,1,20,60,1,1,1,1,1
39,39,observed_candidate,4.8244541860465e-08,4.8244541860465e-08,4.8244541860465e-08,0,1.32348898008484e-23,1,20,60,1,1,1,1,1
40,40,observed_candidate,3.756324e-10,3.756324e-10,3.756324e-10,0,3.10192729707385e-25,1,20,60,1,1,1,1,1
41,41,unobserved_candidate,2.69568e-13,2.69568e-13,2.69568e-13,0,1.51461293802434e-28,1,20,60,1,1,1,1,1
42,42,unobserved_candidate,7.488e-14,7.488e-14,7.488e-14,0,3.78653234506086e-29,1,20,60,1,1,1,1,1
43,43,observed_candidate,6.37875e-09,6.37875e-09,6.37875e-09,0,1.65436122510606e-24,1,20,60,1,1,1,1,1
44,44,unobserved_candidate,5.76e-16,5.76e-16,5.76e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
45,45,unobserved_candidate,3.168e-15,3.168e-15,3.168e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
46,46,unobserved_candidate,7.2e-16,7.2e-16,7.2e-16,0,2.95822839457879e-31,1,20,60,1,1,1,1,1
47,47,unobserved_candidate,1.44e-15,1.44e-15,1.44e-15,0,5.91645678915759e-31,1,20,60,1,1,1,1,1
48,48,observed_candidate,4.9063014e-08,4.9063014e-08,4.9063014e-08,0,1.32348898008484e-23,1,20,60,1,1,1,1,1
49,49,unobserved_candidate,5.9136e-13,5.9136e-13,5.9136e-13,0,1.0097419586829e-28,1,20,60,1,1,1,1,1
50,50,unobserved_candidate,5.41728e-11,5.41728e-11,5.41728e-11,0,6.46234853557053e-27,1,20,60,1,1,1,1,1
51,51,unobserved_candidate,2.1736e-13,2.1736e-13,2.1736e-13,0,5.04870979341448e-29,1,20,60,1,1,1,1,1
52,52,unobserved_candidate,3.344e-12,3.344e-12,3.344e-12,0,1.21169035041947e-27,1,20,60,1,1,1,1,1
53,53,observed_candidate,2.116688574e-07,2.116688574e-07,2.116688574e-07,0,1.58818677610181e-22,1,20,60,1,1,1,1,1
54,54,observed_candidate,3.0584736e-10,3.0584736e-10,3.0584736e-10,0,1.03397576569128e-25,1,20,60,1,1,1,1,1
55,55,observed_candidate,4.9063014e-08,4.9063014e-08,4.9063014e-08,0,1.98523347012727e-23,1,20,60,1,1,1,1,1
56,56,unobserved_candidate,3.4944e-13,3.4944e-13,3.4944e-13,0,1.51461293802434e-28,1,20,60,1,1,1,1,1
57,57,unobserved_candidate,7.1136e-12,7.1136e-12,7.1136e-12,0,3.23117426778526e-27,1,20,60,1,1,1,1,1
58,58,unobserved_candidate,1.976e-12,1.976e-12,1.976e-12,0,8.07793566946316e-28,1,20,60,1,1,1,1,1
59,59,unobserved_candidate,1.235e-13,1.235e-13,1.235e-13,0,5.04870979341448e-29,1,20,60,1,1,1,1,1
60,60,observed_candidate,4.50613333333332e-10,4.50613333333332e-10,4.50613333333332e-10,0,1.03397576569128e-25,1,20,60,1,1,1,1,1
61,61,unobserved_candidate,2.688e-15,2.688e-15,2.688e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
62,62,unobserved_candidate,3.36e-15,3.36e-15,3.36e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
63,63,unobserved_candidate,6.72e-15,6.72e-15,6.72e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
64,64,unobserved_candidate,1.52e-14,1.52e-14,1.52e-14,0,0,1,20,60,1,1,1,1,1
65,65,unobserved_candidate,1.9e-14,1.9e-14,1.9e-14,0,3.15544362088405e-30,1,20,60,1,1,1,1,1
66,66,unobserved_candidate,1.976e-12,1.976e-12,1.976e-12,0,0,1,20,60,1,1,1,1,1
67,67,unobserved_candidate,7.6e-13,7.6e-13,7.6e-13,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
68,68,unobserved_candidate,3.8e-14,3.8e-14,3.8e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
69,69,unobserved_candidate,6e-16,6e-16,6e-16,0,-9.86076131526265e-32,1,20,60,1,1,1,1,1
70,70,unobserved_candidate,1.44e-15,1.44e-15,1.44e-15,0,5.91645678915759e-31,1,20,60,1,1,1,1,1
71,71,unobserved_candidate,5.76e-14,5.76e-14,5.76e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
72,72,unobserved_candidate,1.872e-15,1.872e-15,1.872e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
73,73,unobserved_candidate,5.76e-16,5.76e-16,5.76e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
74,74,unobserved_candidate,1.44e-15,1.44e-15,1.44e-15,0,5.91645678915759e-31,1,20,60,1,1,1,1,1
75,75,unobserved_candidate,1.44e-15,1.44e-15,1.44e-15,0,5.91645678915759e-31,1,20,60,1,1,1,1,1
76,76,unobserved_candidate,5.76e-14,5.76e-14,5.76e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
77,77,unobserved_candidate,2.8e-15,2.8e-15,2.8e-15,0,-3.94430452610506e-31,1,20,60,1,1,1,1,1
78,78,unobserved_candidate,1.58333333333333e-14,1.58333333333333e-14,1.58333333333333e-14,0,2.83989925879564e-29,1,20,60,1,1,1,1,1
79,79,unobserved_candidate,2.688e-13,2.688e-13,2.688e-13,0,1.0097419586829e-28,1,20,60,1,1,1,1,1
80,80,unobserved_candidate,2.4624e-11,2.4624e-11,2.4624e-11,0,3.23117426778526e-27,1,20,60,1,1,1,1,1
81,81,unobserved_candidate,9.88e-14,9.88e-14,9.88e-14,0,3.78653234506086e-29,1,20,60,1,1,1,1,1
82,82,unobserved_candidate,1.52e-12,1.52e-12,1.52e-12,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
83,83,observed_candidate,7.4977056e-10,7.4977056e-10,7.4977056e-10,0,2.06795153138257e-25,1,20,60,1,1,1,1,1
84,84,observed_candidate,5.05659e-09,5.05659e-09,5.05659e-09,0,1.65436122510606e-24,1,20,60,1,1,1,1,1
85,85,unobserved_candidate,1.53216e-11,1.53216e-11,1.53216e-11,0,3.23117426778526e-27,1,20,60,1,1,1,1,1
86,86,unobserved_candidate,8.736e-15,8.736e-15,8.736e-15,0,3.15544362088405e-30,1,20,60,1,1,1,1,1
87,87,unobserved_candidate,4.94e-14,4.94e-14,4.94e-14,0,1.89326617253043e-29,1,20,60,1,1,1,1,1
88,88,unobserved_candidate,2.688e-15,2.688e-15,2.688e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
89,89,unobserved_candidate,1.52e-14,1.52e-14,1.52e-14,0,0,1,20,60,1,1,1,1,1
90,90,observed_candidate,2.83344726562501e-09,2.83344726562501e-09,2.83344726562501e-09,0,0,1,20,60,1,1,1,1,1
91,91,unobserved_candidate,1.4976e-15,1.4976e-15,1.4976e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
92,92,unobserved_candidate,5.76e-16,5.76e-16,5.76e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
93,93,unobserved_candidate,2.304e-14,2.304e-14,2.304e-14,0,9.46633086265214e-30,1,20,60,1,1,1,1,1
94,94,observed_candidate,4.13437500000001e-08,4.13437500000001e-08,4.13437500000001e-08,0,-3.97046694025453e-23,1,20,60,1,1,1,1,1
95,95,observed_candidate,3.3960465e-08,3.3960465e-08,3.3960465e-08,0,1.98523347012727e-23,1,20,60,1,1,1,1,1
96,96,unobserved_candidate,5.76e-16,5.76e-16,5.76e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
97,97,unobserved_candidate,2.304e-14,2.304e-14,2.304e-14,0,9.46633086265214e-30,1,20,60,1,1,1,1,1
98,98,unobserved_candidate,6.9888e-15,6.9888e-15,6.9888e-15,0,2.36658271566304e-30,1,20,60,1,1,1,1,1
99,99,unobserved_candidate,1.0752e-13,1.0752e-13,1.0752e-13,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
100,100,unobserved_candidate,9.8496e-12,9.8496e-12,9.8496e-12,0,0,1,20,60,1,1,1,1,1
101,101,unobserved_candidate,3.952e-14,3.952e-14,3.952e-14,0,1.89326617253043e-29,1,20,60,1,1,1,1,1
102,102,unobserved_candidate,8e-16,8e-16,8e-16,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
103,103,unobserved_candidate,6.08e-13,6.08e-13,6.08e-13,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
104,104,observed_candidate,7.4844e-10,7.4844e-10,7.4844e-10,0,2.06795153138257e-25,1,20,60,1,1,1,1,1
105,105,observed_candidate,4.075918e-09,4.075918e-09,4.075918e-09,0,2.48154183765908e-24,1,20,60,1,1,1,1,1
106,106,unobserved_candidate,9.8496e-12,9.8496e-12,9.8496e-12,0,0,1,20,60,1,1,1,1,1
107,107,observed_candidate,2.930799564e-07,2.930799564e-07,2.930799564e-07,0,2.11758236813575e-22,1,20,60,1,1,1,1,1
108,108,observed_candidate,1.01900106e-06,1.01900106e-06,1.01900106e-06,0,2.11758236813575e-22,1,20,60,1,1,1,1,1
109,109,observed_candidate,1.29691044e-06,1.29691044e-06,1.29691044e-06,0,4.2351647362715e-22,1,20,60,1,1,1,1,1
110,110,observed_candidate,5.58095484375e-08,5.58095484375e-08,5.58095484375e-08,0,6.61744490042422e-24,1,20,60,1,1,1,1,1
111,111,unobserved_candidate,2.16e-14,2.16e-14,2.16e-14,0,3.15544362088405e-30,1,20,60,1,1,1,1,1
112,112,unobserved_candidate,2.0736e-15,2.0736e-15,2.0736e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
113,113,unobserved_candidate,3.2256e-15,3.2256e-15,3.2256e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
114,114,unobserved_candidate,1.4976e-15,1.4976e-15,1.4976e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
115,115,unobserved_candidate,5.9904e-14,5.9904e-14,5.9904e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
116,116,unobserved_candidate,5.76e-16,5.76e-16,5.76e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
117,117,unobserved_candidate,7.2e-16,7.2e-16,7.2e-16,0,2.95822839457879e-31,1,20,60,1,1,1,1,1
118,118,unobserved_candidate,2.304e-14,2.304e-14,2.304e-14,0,9.46633086265214e-30,1,20,60,1,1,1,1,1
119,119,unobserved_candidate,2.16e-14,2.16e-14,2.16e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
120,120,unobserved_candidate,7.92e-15,7.92e-15,7.92e-15,0,3.15544362088405e-30,1,20,60,1,1,1,1,1
121,121,unobserved_candidate,2.0736e-15,2.0736e-15,2.0736e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
122,122,unobserved_candidate,2.592e-15,2.592e-15,2.592e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
123,123,unobserved_candidate,5.184e-15,5.184e-15,5.184e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
124,124,unobserved_candidate,3.2256e-15,3.2256e-15,3.2256e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
125,125,unobserved_candidate,2.79552e-13,2.79552e-13,2.79552e-13,0,1.0097419586829e-28,1,20,60,1,1,1,1,1
126,126,unobserved_candidate,1.5808e-12,1.5808e-12,1.5808e-12,0,6.05845175209737e-28,1,20,60,1,1,1,1,1
127,127,unobserved_candidate,8e-16,8e-16,8e-16,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
128,128,unobserved_candidate,1e-15,1e-15,1e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
129,129,unobserved_candidate,6.08e-13,6.08e-13,6.08e-13,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
130,130,unobserved_candidate,5.7e-13,5.7e-13,5.7e-13,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
131,131,unobserved_candidate,3.696e-14,3.696e-14,3.696e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
132,132,unobserved_candidate,1.20384e-11,1.20384e-11,1.20384e-11,0,1.61558713389263e-27,1,20,60,1,1,1,1,1
133,133,unobserved_candidate,3.344e-12,3.344e-12,3.344e-12,0,1.21169035041947e-27,1,20,60,1,1,1,1,1
134,134,unobserved_candidate,2.09e-13,2.09e-13,2.09e-13,0,7.57306469012171e-29,1,20,60,1,1,1,1,1
135,135,observed_candidate,5.77368e-10,5.77368e-10,5.77368e-10,0,0,1,20,60,1,1,1,1,1
136,136,unobserved_candidate,9.6768e-15,9.6768e-15,9.6768e-15,0,4.73316543132607e-30,1,20,60,1,1,1,1,1
137,137,unobserved_candidate,2.4192e-14,2.4192e-14,2.4192e-14,0,9.46633086265214e-30,1,20,60,1,1,1,1,1
138,138,unobserved_candidate,1.2096e-14,1.2096e-14,1.2096e-14,0,4.73316543132607e-30,1,20,60,1,1,1,1,1
139,139,unobserved_candidate,2.4192e-14,2.4192e-14,2.4192e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
140,140,unobserved_candidate,5.472e-14,5.472e-14,5.472e-14,0,0,1,20,60,1,1,1,1,1
141,141,unobserved_candidate,6.84e-14,6.84e-14,6.84e-14,0,0,1,20,60,1,1,1,1,1
142,142,unobserved_candidate,1.368e-13,1.368e-13,1.368e-13,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
143,143,observed_candidate,3.00570515930667e-08,3.00570515930667e-08,3.00570515930667e-08,0,-1.32348898008484e-23,1,20,60,1,1,1,1,1
144,144,observed_candidate,1.10151657e-06,1.10151657e-06,1.10151657e-06,0,2.11758236813575e-22,1,20,60,1,1,1,1,1
145,145,unobserved_candidate,2.25e-14,2.25e-14,2.25e-14,0,-6.31088724176809e-30,1,20,60,1,1,1,1,1
146,146,unobserved_candidate,5.4e-14,5.4e-14,5.4e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
147,147,unobserved_candidate,6e-16,6e-16,6e-16,0,-9.86076131526265e-32,1,20,60,1,1,1,1,1
148,148,unobserved_candidate,2.25e-14,2.25e-14,2.25e-14,0,-6.31088724176809e-30,1,20,60,1,1,1,1,1
149,149,unobserved_candidate,1.152e-15,1.152e-15,1.152e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
150,150,unobserved_candidate,1.44e-15,1.44e-15,1.44e-15,0,5.91645678915759e-31,1,20,60,1,1,1,1,1
151,151,unobserved_candidate,2.0736e-13,2.0736e-13,2.0736e-13,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
152,152,unobserved_candidate,5.76e-14,5.76e-14,5.76e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
153,153,unobserved_candidate,2.0736e-15,2.0736e-15,2.0736e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
154,154,unobserved_candidate,3.2256e-15,3.2256e-15,3.2256e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
155,155,unobserved_candidate,1.29024e-13,1.29024e-13,1.29024e-13,0,5.04870979341448e-29,1,20,60,1,1,1,1,1
156,156,unobserved_candidate,5.76e-16,5.76e-16,5.76e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
157,157,unobserved_candidate,1.44e-15,1.44e-15,1.44e-15,0,5.91645678915759e-31,1,20,60,1,1,1,1,1
158,158,unobserved_candidate,7.2e-16,7.2e-16,7.2e-16,0,2.95822839457879e-31,1,20,60,1,1,1,1,1
159,159,unobserved_candidate,5.4e-14,5.4e-14,5.4e-14,0,1.89326617253043e-29,1,20,60,1,1,1,1,1
160,160,observed_candidate,9.4527e-10,9.4527e-10,9.4527e-10,0,0,1,20,60,1,1,1,1,1
161,161,unobserved_candidate,1.152e-15,1.152e-15,1.152e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
162,162,unobserved_candidate,1.44e-15,1.44e-15,1.44e-15,0,5.91645678915759e-31,1,20,60,1,1,1,1,1
163,163,unobserved_candidate,2.0736e-13,2.0736e-13,2.0736e-13,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
164,164,unobserved_candidate,5.76e-14,5.76e-14,5.76e-14,0,1.26217744835362e-29,1,20,60,1,1,1,1,1
165,165,unobserved_candidate,3.6e-15,3.6e-15,3.6e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
166,166,unobserved_candidate,6.336e-15,6.336e-15,6.336e-15,0,2.36658271566304e-30,1,20,60,1,1,1,1,1
167,167,unobserved_candidate,1.44e-15,1.44e-15,1.44e-15,0,5.91645678915759e-31,1,20,60,1,1,1,1,1
168,168,unobserved_candidate,3.168e-15,3.168e-15,3.168e-15,0,1.57772181044202e-30,1,20,60,1,1,1,1,1
169,169,unobserved_candidate,2.0736e-15,2.0736e-15,2.0736e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
170,170,unobserved_candidate,3.2256e-15,3.2256e-15,3.2256e-15,0,1.18329135783152e-30,1,20,60,1,1,1,1,1
171,171,unobserved_candidate,1.29024e-13,1.29024e-13,1.29024e-13,0,5.04870979341448e-29,1,20,60,1,1,1,1,1
172,172,observed_candidate,1.95590131578947e-08,1.95590131578947e-08,1.95590131578947e-08,0,3.30872245021211e-23,1,20,60,1,1,1,1,1
173,173,unobserved_candidate,9.6768e-15,9.6768e-15,9.6768e-15,0,4.73316543132607e-30,1,20,60,1,1,1,1,1
174,174,unobserved_candidate,8.33333333333333e-16,8.33333333333333e-16,8.33333333333333e-16,0,9.86076131526265e-32,1,20,60,1,1,1,1,1
175,175,unobserved_candidate,5.472e-14,5.472e-14,5.472e-14,0,0,1,20,60,1,1,1,1,1
176,176,unobserved_candidate,8e-16,8e-16,8e-16,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
177,177,unobserved_candidate,1.425e-12,1.425e-12,1.425e-12,0,6.05845175209737e-28,1,20,60,1,1,1,1,1
178,178,unobserved_candidate,9.6768e-13,9.6768e-13,9.6768e-13,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
179,179,unobserved_candidate,2.688e-13,2.688e-13,2.688e-13,0,1.51461293802434e-28,1,20,60,1,1,1,1,1
180,180,unobserved_candidate,1.68e-14,1.68e-14,1.68e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
181,181,unobserved_candidate,2.9568e-14,2.9568e-14,2.9568e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
182,182,unobserved_candidate,9.6768e-13,9.6768e-13,9.6768e-13,0,2.01948391736579e-28,1,20,60,1,1,1,1,1
183,183,unobserved_candidate,1.6e-15,1.6e-15,1.6e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
184,184,unobserved_candidate,2e-15,2e-15,2e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
185,185,unobserved_candidate,1.6e-14,1.6e-14,1.6e-14,0,3.15544362088405e-30,1,20,60,1,1,1,1,1
186,186,unobserved_candidate,5.472e-12,5.472e-12,5.472e-12,0,8.07793566946316e-28,1,20,60,1,1,1,1,1
187,187,unobserved_candidate,1.52e-12,1.52e-12,1.52e-12,0,4.03896783473158e-28,1,20,60,1,1,1,1,1
188,188,unobserved_candidate,9.5e-14,9.5e-14,9.5e-14,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
189,189,unobserved_candidate,1.672e-13,1.672e-13,1.672e-13,0,0,1,20,60,1,1,1,1,1
190,190,observed_candidate,7.55960205e-08,7.55960205e-08,7.55960205e-08,0,3.97046694025453e-23,1,20,60,1,1,1,1,1
191,191,unobserved_candidate,1.4784e-14,1.4784e-14,1.4784e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
192,192,unobserved_candidate,8.36e-14,8.36e-14,8.36e-14,0,2.52435489670724e-29,1,20,60,1,1,1,1,1
193,193,unobserved_candidate,9.6768e-15,9.6768e-15,9.6768e-15,0,4.73316543132607e-30,1,20,60,1,1,1,1,1
194,194,unobserved_candidate,5.472e-14,5.472e-14,5.472e-14,0,0,1,20,60,1,1,1,1,1
195,195,observed_candidate,2.2644468e-07,2.2644468e-07,2.2644468e-07,0,5.29395592033938e-23,1,20,60,1,1,1,1,1
196,196,observed_candidate,1.43621775e-08,1.43621775e-08,1.43621775e-08,0,3.30872245021211e-24,1,20,60,1,1,1,1,1
197,197,observed_candidate,8.44593750000001e-09,8.44593750000001e-09,8.44593750000001e-09,0,-3.30872245021211e-24,1,20,60,1,1,1,1,1
198,198,unobserved_candidate,2.16e-14,2.16e-14,2.16e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
199,199,unobserved_candidate,4.608e-16,4.608e-16,4.608e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
200,200,unobserved_candidate,1.152e-15,1.152e-15,1.152e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
201,201,unobserved_candidate,2.0736e-15,2.0736e-15,2.0736e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
202,202,unobserved_candidate,5.76e-16,5.76e-16,5.76e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
203,203,unobserved_candidate,8.2944e-14,8.2944e-14,8.2944e-14,0,3.78653234506086e-29,1,20,60,1,1,1,1,1
204,204,unobserved_candidate,2.304e-14,2.304e-14,2.304e-14,0,9.46633086265214e-30,1,20,60,1,1,1,1,1
205,205,unobserved_candidate,2.16e-14,2.16e-14,2.16e-14,0,6.31088724176809e-30,1,20,60,1,1,1,1,1
206,206,unobserved_candidate,1.152e-15,1.152e-15,1.152e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
207,207,unobserved_candidate,1.44e-15,1.44e-15,1.44e-15,0,5.91645678915759e-31,1,20,60,1,1,1,1,1
208,208,unobserved_candidate,2.5344e-15,2.5344e-15,2.5344e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
209,209,unobserved_candidate,2.0736e-15,2.0736e-15,2.0736e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
210,210,unobserved_candidate,5.76e-16,5.76e-16,5.76e-16,0,1.97215226305253e-31,1,20,60,1,1,1,1,1
211,211,unobserved_candidate,1.44e-15,1.44e-15,1.44e-15,0,5.91645678915759e-31,1,20,60,1,1,1,1,1
212,212,unobserved_candidate,1.152e-15,1.152e-15,1.152e-15,0,3.94430452610506e-31,1,20,60,1,1,1,1,1
213,213,unobserved_candidate,1.44e-15,1.44e-15,1.44e-15,0,5.91645678915759e-31,1,20,60,1,1,1,1,1
214,214,unobserved_candidate,2.5344e-15,2.5344e-15,2.5344e-15,0,7.88860905221012e-31,1,20,60,1,1,1,1,1
