"state_id","intensity","loc","lfw","eta","T1_kg","T2_kg","T3_kg","T4_kg","TerminalLOH_total_kg","TERMINALLOH_VERSION","MODE","STATE_COUNT","SITE_COUNT","ADOPTED_DRO_ETA","TANK_CAP_KG","SOURCE_STAGE","SOURCE_RUN"
"19","4","5","0","0","99.82816463464526","25.911682077298636","17.183536535471728","46.64102773913755","189.56441098655316","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"20","4","6","0","0","32.457791233668814","6.546109156370182","7.364372800916454","19.092818372746365","65.46109156370181","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"21","4","7","0","0","0","0","0","0","0","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"22","5","1","0","0","165.1528789242559","85.37217358099488","32.04865941139522","140.19583776559463","422.7695496822406","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"23","5","2","0","0","179.33611542972497","77.73504623189595","35.185336715489726","151.65152878924238","443.908027166353","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"24","5","3","0","0","190.9281837274636","97.78250552327964","36.82186400458226","124.10331942285136","449.6358726781769","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"25","5","4","0","0","180.8362654447262","105.01050105010489","44.7317459018629","105.14687832419601","435.72539072088995","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"26","5","5","0","0","169.65332896926049","47.05015956141074","28.63922755911954","90.82726454463631","336.1699806344271","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"27","5","6","0","0","119.7392466519379","27.002700270027","20.45659111365682","57.55120966642119","224.74974770204292","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"28","5","7","0","0","24.27515478820609","3.9549409486403206","8.046259171371677","15.547009246379183","51.82336415459727","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"29","6","1","0","0","179.19973815563372","88.78160543327071","38.45839129367482","162.01620162016192","468.4559365027412","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"30","6","2","0","0","190.5190519051902","85.64492812917653","42.5497095164062","161.87982434607093","480.5935138968439","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"31","6","3","0","0","203.88402476611293","96.5551100564602","49.914082317322624","142.5142514251425","492.8674685650382","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"32","6","4","0","0","206.06606115156987","98.19163734555278","52.36887325096145","125.3307148896707","481.9572866377548","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"33","6","5","0","0","218.2036385456723","65.46109156370181","36.821864004582565","120.14837847421103","440.63497258816767","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"34","6","6","0","0","188.60977006791578","45.00450045004499","28.639227559119544","90.82726454463624","353.08076262171653","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
"35","6","7","0","0","124.10331942285137","27.002700270027002","22.093118402749365","52.50525052505253","225.70438862068025","TEMPORAL3P5_SAA_BASEMSP5H_CANDIDATE","SAA","35","4","0","[300,200,100,200]","Temporal3p5_DurationAware_SAA_Formulation","partial_temporal_refinement/terminalLoh_saa_base2/run-001"
