state_id,intensity,loc,lfw,eta,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,TERMINALLOH_VERSION,MODE,STATE_COUNT,SITE_COUNT,ADOPTED_DRO_ETA,TANK_CAP_KG,SOURCE_STAGE,SOURCE_RUN
25,5,4,0,0.03,183.07379158626125,108.11869970476386,53.02305529067049,106.07439170561236,450.289938287308,TEMPORAL3P5_DRO_BASEMSP5H_CANDIDATE,DRO,35,4,0.03,"[300,200,100,200]",Temporal3p5_DurationAware_Stage89K_Formulation,partial_temporal_refinement/dro_3p5h/run-001
26,5,5,0,0.03,184.1808114376612,56.86872611977393,33.548907233082424,99.75716728964296,374.3556120801605,TEMPORAL3P5_DRO_BASEMSP5H_CANDIDATE,DRO,35,4,0.03,"[300,200,100,200]",Temporal3p5_DurationAware_Stage89K_Formulation,partial_temporal_refinement/dro_3p5h/run-001
27,5,6,0,0.03,143.8772319264947,33.14000236313892,26.730401346535697,69.82458667826313,273.57222231443245,TEMPORAL3P5_DRO_BASEMSP5H_CANDIDATE,DRO,35,4,0.03,"[300,200,100,200]",Temporal3p5_DurationAware_Stage89K_Formulation,partial_temporal_refinement/dro_3p5h/run-001
28,5,7,0,0.03,72.55735550582475,9.819170692290427,14.729009109136022,27.68376865619469,124.78930396344587,TEMPORAL3P5_DRO_BASEMSP5H_CANDIDATE,DRO,35,4,0.03,"[300,200,100,200]",Temporal3p5_DurationAware_Stage89K_Formulation,partial_temporal_refinement/dro_3p5h/run-001
29,6,1,0,0.03,181.38099191283032,90.69084939598392,41.52350078400983,159.77071412377293,473.366056216597,TEMPORAL3P5_DRO_BASEMSP5H_CANDIDATE,DRO,35,4,0.03,"[300,200,100,200]",Temporal3p5_DurationAware_Stage89K_Formulation,partial_temporal_refinement/dro_3p5h/run-001
30,6,2,0,0.03,190.9289556532489,86.59771698369012,43.914253396728114,159.97105391801855,481.4119799516857,TEMPORAL3P5_DRO_BASEMSP5H_CANDIDATE,DRO,35,4,0.03,"[300,200,100,200]",Temporal3p5_DurationAware_Stage89K_Formulation,partial_temporal_refinement/dro_3p5h/run-001
31,6,3,0,0.03,204.43149061731236,99.4178664434236,55.09431142496826,143.74058280979006,502.6842512954943,TEMPORAL3P5_DRO_BASEMSP5H_CANDIDATE,DRO,35,4,0.03,"[300,200,100,200]",Temporal3p5_DurationAware_Stage89K_Formulation,partial_temporal_refinement/dro_3p5h/run-001
32,6,4,0,0.03,207.70391844910623,100.9194338611684,59.73287905419858,126.42088628692268,494.7771176513959,TEMPORAL3P5_DRO_BASEMSP5H_CANDIDATE,DRO,35,4,0.03,"[300,200,100,200]",Temporal3p5_DurationAware_Stage89K_Formulation,partial_temporal_refinement/dro_3p5h/run-001
33,6,5,0,0.03,220.52304804658212,69.5519095480538,36.821864027691255,121.10237175568022,447.9991933780075,TEMPORAL3P5_DRO_BASEMSP5H_CANDIDATE,DRO,35,4,0.03,"[300,200,100,200]",Temporal3p5_DurationAware_Stage89K_Formulation,partial_temporal_refinement/dro_3p5h/run-001
34,6,6,0,0.03,207.7251326882074,53.18733985312348,29.025947366981704,97.48715342729156,387.42557333560416,TEMPORAL3P5_DRO_BASEMSP5H_CANDIDATE,DRO,35,4,0.03,"[300,200,100,200]",Temporal3p5_DurationAware_Stage89K_Formulation,partial_temporal_refinement/dro_3p5h/run-001
35,6,7,0,0.03,161.0610521141337,32.7305515897624,28.63922759173759,66.68910603362383,289.1199373292575,TEMPORAL3P5_DRO_BASEMSP5H_CANDIDATE,DRO,35,4,0.03,"[300,200,100,200]",Temporal3p5_DurationAware_Stage89K_Formulation,partial_temporal_refinement/dro_3p5h/run-001
