state_id,intensity,loc,lfw,eta,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,TERMINALLOH_VERSION,MODE,STATE_COUNT,SITE_COUNT,ADOPTED_DRO_ETA,TANK_CAP_KG,SOURCE_STAGE,SOURCE_RUN
26,5,5,0,0,200.2018383656548,57.82396421460327,36.003600360036,101.46469192373779,395.49409486403187,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
27,5,6,0,0,145.10541963287235,29.457491203665818,24.547909336388184,65.46109156370181,264.5719117366282,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
28,5,7,0,0,36.003600360035996,6.546109156370182,11.45569102364782,19.092818372746365,73.09821891280036,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
29,6,1,0,0,220.93118402749366,104.73774650192287,44.73174590186291,193.92848375746655,564.329160188746,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
30,6,2,0,0,237.2964569184191,100.64642827919157,49.09581867277632,189.83716553473522,576.8758694051222,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
31,6,3,0,0,255.025502550255,120.5575102964842,70.37067343097947,169.10781987289627,615.061506150615,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
32,6,4,0,0,251.47969342388788,122.87592395603201,69.68878706052425,151.24239696696935,595.2868014074135,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
33,6,5,0,0,257.2075389357117,86.46319177372283,44.186236805498716,144.8326650846902,532.6896325996235,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
34,6,6,0,0,221.74944767203985,56.46019147369281,34.36707307094344,103.64672830919457,416.2234405258706,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
35,6,7,0,0,147.01470147014697,29.457491203665818,24.54790933638818,63.82456427460926,264.8446662848103,Stage89K,SAA,35,4,0.03,"[300,200,100,200]",Stage89K,run-002
