unique_path_id,source_record_count,path_probability_min,path_probability_max,path_probability_range,probability_consistent,observed_frequency_range,observed_empirical_mass_range
67,3,7.6e-13,7.6e-13,0,1,0,0
68,3,3.8e-14,3.8e-14,0,1,0,0
69,3,6e-16,6e-16,0,1,0,0
70,3,1.44e-15,1.44e-15,0,1,0,0
71,3,5.76e-14,5.76e-14,0,1,0,0
72,3,1.872e-15,1.872e-15,0,1,0,0
73,3,5.76e-16,5.76e-16,0,1,0,0
74,3,1.44e-15,1.44e-15,0,1,0,0
75,3,1.44e-15,1.44e-15,0,1,0,0
76,3,5.76e-14,5.76e-14,0,1,0,0
77,3,2.8e-15,2.8e-15,0,1,0,0
78,3,1.58333333333333e-14,1.58333333333333e-14,0,1,0,0
79,3,2.688e-13,2.688e-13,0,1,0,0
80,3,2.4624e-11,2.4624e-11,0,1,0,0
81,3,9.88e-14,9.88e-14,0,1,0,0
82,3,1.52e-12,1.52e-12,0,1,0,0
83,12,7.4977056e-10,7.4977056e-10,0,1,0,0
84,12,5.05659e-09,5.05659e-09,0,1,0,0
85,3,1.53216e-11,1.53216e-11,0,1,0,0
86,3,8.736e-15,8.736e-15,0,1,0,0
87,3,4.94e-14,4.94e-14,0,1,0,0
88,3,2.688e-15,2.688e-15,0,1,0,0
89,3,1.52e-14,1.52e-14,0,1,0,0
90,12,2.83344726562501e-09,2.83344726562501e-09,0,1,0,0
91,3,1.4976e-15,1.4976e-15,0,1,0,0
92,3,5.76e-16,5.76e-16,0,1,0,0
93,3,2.304e-14,2.304e-14,0,1,0,0
94,6,4.13437500000001e-08,4.13437500000001e-08,0,1,0,0
95,6,3.3960465e-08,3.3960465e-08,0,1,0,0
96,3,5.76e-16,5.76e-16,0,1,0,0
97,3,2.304e-14,2.304e-14,0,1,0,0
98,3,6.9888e-15,6.9888e-15,0,1,0,0
99,3,1.0752e-13,1.0752e-13,0,1,0,0
100,3,9.8496e-12,9.8496e-12,0,1,0,0
101,3,3.952e-14,3.952e-14,0,1,0,0
102,3,8e-16,8e-16,0,1,0,0
103,3,6.08e-13,6.08e-13,0,1,0,0
104,3,7.4844e-10,7.4844e-10,0,1,0,0
105,12,4.075918e-09,4.075918e-09,0,1,0,0
106,3,9.8496e-12,9.8496e-12,0,1,0,0
107,3,2.930799564e-07,2.930799564e-07,0,1,0,0
108,6,1.01900106e-06,1.01900106e-06,0,1,0,0
109,6,1.29691044e-06,1.29691044e-06,0,1,0,0
110,12,5.58095484375e-08,5.58095484375e-08,0,1,0,0
111,3,2.16e-14,2.16e-14,0,1,0,0
112,3,2.0736e-15,2.0736e-15,0,1,0,0
113,3,3.2256e-15,3.2256e-15,0,1,0,0
114,3,1.4976e-15,1.4976e-15,0,1,0,0
115,3,5.9904e-14,5.9904e-14,0,1,0,0
116,3,5.76e-16,5.76e-16,0,1,0,0
117,3,7.2e-16,7.2e-16,0,1,0,0
118,3,2.304e-14,2.304e-14,0,1,0,0
119,3,2.16e-14,2.16e-14,0,1,0,0
120,3,7.92e-15,7.92e-15,0,1,0,0
121,3,2.0736e-15,2.0736e-15,0,1,0,0
122,3,2.592e-15,2.592e-15,0,1,0,0
123,3,5.184e-15,5.184e-15,0,1,0,0
124,3,3.2256e-15,3.2256e-15,0,1,0,0
125,3,2.79552e-13,2.79552e-13,0,1,0,0
126,3,1.5808e-12,1.5808e-12,0,1,0,0
127,3,8e-16,8e-16,0,1,0,0
128,3,1e-15,1e-15,0,1,0,0
129,3,6.08e-13,6.08e-13,0,1,0,0
130,3,5.7e-13,5.7e-13,0,1,0,0
131,3,3.696e-14,3.696e-14,0,1,0,0
132,3,1.20384e-11,1.20384e-11,0,1,0,0
133,3,3.344e-12,3.344e-12,0,1,0,0
134,3,2.09e-13,2.09e-13,0,1,0,0
135,12,5.77368e-10,5.77368e-10,0,1,0,0
136,3,9.6768e-15,9.6768e-15,0,1,0,0
137,3,2.4192e-14,2.4192e-14,0,1,0,0
138,3,1.2096e-14,1.2096e-14,0,1,0,0
139,3,2.4192e-14,2.4192e-14,0,1,0,0
140,3,5.472e-14,5.472e-14,0,1,0,0
141,3,6.84e-14,6.84e-14,0,1,0,0
142,3,1.368e-13,1.368e-13,0,1,0,0
143,6,3.00570515930667e-08,3.00570515930667e-08,0,1,0,0
144,3,1.10151657e-06,1.10151657e-06,0,1,0,0
145,3,2.25e-14,2.25e-14,0,1,0,0
146,3,5.4e-14,5.4e-14,0,1,0,0
147,3,6e-16,6e-16,0,1,0,0
148,3,2.25e-14,2.25e-14,0,1,0,0
149,3,1.152e-15,1.152e-15,0,1,0,0
150,3,1.44e-15,1.44e-15,0,1,0,0
151,3,2.0736e-13,2.0736e-13,0,1,0,0
152,3,5.76e-14,5.76e-14,0,1,0,0
153,3,2.0736e-15,2.0736e-15,0,1,0,0
154,3,3.2256e-15,3.2256e-15,0,1,0,0
155,3,1.29024e-13,1.29024e-13,0,1,0,0
156,3,5.76e-16,5.76e-16,0,1,0,0
157,3,1.44e-15,1.44e-15,0,1,0,0
158,3,7.2e-16,7.2e-16,0,1,0,0
159,3,5.4e-14,5.4e-14,0,1,0,0
160,12,9.4527e-10,9.4527e-10,0,1,0,0
161,3,1.152e-15,1.152e-15,0,1,0,0
162,3,1.44e-15,1.44e-15,0,1,0,0
163,3,2.0736e-13,2.0736e-13,0,1,0,0
164,3,5.76e-14,5.76e-14,0,1,0,0
165,3,3.6e-15,3.6e-15,0,1,0,0
166,3,6.336e-15,6.336e-15,0,1,0,0
167,3,1.44e-15,1.44e-15,0,1,0,0
168,3,3.168e-15,3.168e-15,0,1,0,0
169,3,2.0736e-15,2.0736e-15,0,1,0,0
170,3,3.2256e-15,3.2256e-15,0,1,0,0
171,3,1.29024e-13,1.29024e-13,0,1,0,0
172,9,1.95590131578947e-08,1.95590131578947e-08,0,1,0,0
173,3,9.6768e-15,9.6768e-15,0,1,0,0
174,3,8.33333333333333e-16,8.33333333333333e-16,0,1,0,0
175,3,5.472e-14,5.472e-14,0,1,0,0
176,3,8e-16,8e-16,0,1,0,0
177,3,1.425e-12,1.425e-12,0,1,0,0
178,3,9.6768e-13,9.6768e-13,0,1,0,0
179,3,2.688e-13,2.688e-13,0,1,0,0
180,3,1.68e-14,1.68e-14,0,1,0,0
181,3,2.9568e-14,2.9568e-14,0,1,0,0
182,3,9.6768e-13,9.6768e-13,0,1,0,0
183,3,1.6e-15,1.6e-15,0,1,0,0
184,3,2e-15,2e-15,0,1,0,0
185,3,1.6e-14,1.6e-14,0,1,0,0
186,3,5.472e-12,5.472e-12,0,1,0,0
187,3,1.52e-12,1.52e-12,0,1,0,0
188,3,9.5e-14,9.5e-14,0,1,0,0
189,3,1.672e-13,1.672e-13,0,1,0,0
190,12,7.55960205e-08,7.55960205e-08,0,1,0,0
191,3,1.4784e-14,1.4784e-14,0,1,0,0
192,3,8.36e-14,8.36e-14,0,1,0,0
193,3,9.6768e-15,9.6768e-15,0,1,0,0
194,3,5.472e-14,5.472e-14,0,1,0,0
195,12,2.2644468e-07,2.2644468e-07,0,1,0,0
196,12,1.43621775e-08,1.43621775e-08,0,1,0,0
197,3,8.44593750000001e-09,8.44593750000001e-09,0,1,0,0
198,3,2.16e-14,2.16e-14,0,1,0,0
199,3,4.608e-16,4.608e-16,0,1,0,0
200,3,1.152e-15,1.152e-15,0,1,0,0
201,3,2.0736e-15,2.0736e-15,0,1,0,0
202,3,5.76e-16,5.76e-16,0,1,0,0
203,3,8.2944e-14,8.2944e-14,0,1,0,0
204,3,2.304e-14,2.304e-14,0,1,0,0
205,3,2.16e-14,2.16e-14,0,1,0,0
206,3,1.152e-15,1.152e-15,0,1,0,0
207,3,1.44e-15,1.44e-15,0,1,0,0
208,3,2.5344e-15,2.5344e-15,0,1,0,0
209,3,2.0736e-15,2.0736e-15,0,1,0,0
210,3,5.76e-16,5.76e-16,0,1,0,0
211,3,1.44e-15,1.44e-15,0,1,0,0
212,3,1.152e-15,1.152e-15,0,1,0,0
213,3,1.44e-15,1.44e-15,0,1,0,0
214,3,2.5344e-15,2.5344e-15,0,1,0,0
215,3,2.0736e-15,2.0736e-15,0,1,0,0
216,3,8.2944e-14,8.2944e-14,0,1,0,0
217,3,3.87072e-13,3.87072e-13,0,1,0,0
218,3,1.0752e-13,1.0752e-13,0,1,0,0
219,3,5.376e-15,5.376e-15,0,1,0,0
220,3,6.72e-15,6.72e-15,0,1,0,0
221,3,1.18272e-14,1.18272e-14,0,1,0,0
222,3,3.87072e-13,3.87072e-13,0,1,0,0
223,3,6.4e-16,6.4e-16,0,1,0,0
224,3,8e-16,8e-16,0,1,0,0
225,3,6.4e-15,6.4e-15,0,1,0,0
226,3,2.1888e-12,2.1888e-12,0,1,0,0
227,3,6.08e-13,6.08e-13,0,1,0,0
228,3,3.8e-14,3.8e-14,0,1,0,0
229,3,6.688e-14,6.688e-14,0,1,0,0
230,12,3.7850736e-09,3.7850736e-09,0,1,0,0
231,6,1.90509868421053e-08,1.90509868421053e-08,0,1,0,0
232,9,5.734638e-08,5.734638e-08,0,1,0,0
233,4,3.4155387288e-09,3.4155387288e-09,0,1,0,0
234,6,5.9590705263158e-07,5.9590705263158e-07,0,1,0,0
235,6,2.501296875e-08,2.501296875e-08,0,1,0,0
236,11,8.30699999999998e-11,8.30699999999998e-11,0,1,0,0
237,6,3.20945625e-07,3.20945625e-07,0,1,0,0
238,2,1.00794694e-08,1.00794694e-08,0,1,0,0
239,12,4.36450781250001e-08,4.36450781250001e-08,0,1,0,0
240,3,3.6e-15,3.6e-15,0,1,0,0
241,3,5.318784e-11,5.318784e-11,0,1,0,0
242,3,2.13408e-13,2.13408e-13,0,1,0,0
243,3,2.6e-15,2.6e-15,0,1,0,0
244,3,8e-16,8e-16,0,1,0,0
245,3,3.6e-15,3.6e-15,0,1,0,0
246,3,2.5e-15,2.5e-15,0,1,0,0
247,3,3.6e-15,3.6e-15,0,1,0,0
248,3,2.5e-15,2.5e-15,0,1,0,0
249,3,3.528e-14,3.528e-14,0,1,0,0
250,3,3.528e-14,3.528e-14,0,1,0,0
251,6,1.5210678e-08,1.5210678e-08,0,1,0,0
252,3,9.6e-16,9.6e-16,0,1,0,0
253,3,1.2e-15,1.2e-15,0,1,0,0
254,3,9.6e-15,9.6e-15,0,1,0,0
255,3,3.12e-14,3.12e-14,0,1,0,0
256,3,1.2e-14,1.2e-14,0,1,0,0
257,3,4.8e-14,4.8e-14,0,1,0,0
258,3,3.2832e-12,3.2832e-12,0,1,0,0
259,3,5.928e-13,5.928e-13,0,1,0,0
260,3,2.28e-13,2.28e-13,0,1,0,0
261,3,9.12e-13,9.12e-13,0,1,0,0
262,3,8.55e-13,8.55e-13,0,1,0,0
263,3,2.4e-15,2.4e-15,0,1,0,0
264,3,3e-15,3e-15,0,1,0,0
265,3,4.56e-14,4.56e-14,0,1,0,0
266,3,5.7e-14,5.7e-14,0,1,0,0
267,3,5.28e-15,5.28e-15,0,1,0,0
268,3,1.0032e-13,1.0032e-13,0,1,0,0
269,12,1.76877421875e-08,1.76877421875e-08,0,1,0,0
270,8,4.71915755208333e-09,4.71915755208333e-09,0,1,0,0
271,2,6.77062790697675e-09,6.77062790697675e-09,0,1,0,0
272,3,8.7607575e-08,8.7607575e-08,0,1,0,0
273,6,4.04024414062501e-07,4.04024414062501e-07,0,1,0,0
274,3,1.84338e-07,1.84338e-07,0,1,0,0
275,3,4.4e-15,4.4e-15,0,1,0,0
276,3,6.500736e-11,6.500736e-11,0,1,0,0
277,3,2.60832e-13,2.60832e-13,0,1,0,0
278,3,4.0128e-12,4.0128e-12,0,1,0,0
279,12,2.85768e-08,2.85768e-08,0,1,0,0
280,7,8.97999069767442e-10,8.97999069767442e-10,0,1,0,0
281,3,2.08e-15,2.08e-15,0,1,0,0
282,3,8.53632e-12,8.53632e-12,0,1,0,0
283,3,5.928e-13,5.928e-13,0,1,0,0
284,3,2.3712e-12,2.3712e-12,0,1,0,0
285,3,7.8e-15,7.8e-15,0,1,0,0
286,3,1.482e-13,1.482e-13,0,1,0,0
287,3,8e-16,8e-16,0,1,0,0
288,3,4.4e-15,4.4e-15,0,1,0,0
289,3,1e-15,1e-15,0,1,0,0
290,3,7.84e-15,7.84e-15,0,1,0,0
291,3,4.312e-14,4.312e-14,0,1,0,0
292,3,9.8e-15,9.8e-15,0,1,0,0
293,3,4.312e-14,4.312e-14,0,1,0,0
294,3,9.6e-16,9.6e-16,0,1,0,0
295,3,1.2e-15,1.2e-15,0,1,0,0
296,3,1.824e-14,1.824e-14,0,1,0,0
297,3,2.28e-14,2.28e-14,0,1,0,0
298,3,9.6e-15,9.6e-15,0,1,0,0
299,3,2.3712e-12,2.3712e-12,0,1,0,0
300,3,9.12e-13,9.12e-13,0,1,0,0
301,3,2.4e-15,2.4e-15,0,1,0,0
302,3,7.8e-15,7.8e-15,0,1,0,0
303,3,4.56e-14,4.56e-14,0,1,0,0
304,3,2.4e-14,2.4e-14,0,1,0,0
305,6,2.4457125e-07,2.4457125e-07,0,1,0,0
306,6,3.898125e-07,3.898125e-07,0,1,0,0
307,6,1.92375e-09,1.92375e-09,0,1,0,0
308,3,8.33333333333333e-16,8.33333333333333e-16,0,1,0,0
309,3,8.16666666666667e-15,8.16666666666667e-15,0,1,0,0
310,3,1e-15,1e-15,0,1,0,0
311,3,1.9e-14,1.9e-14,0,1,0,0
312,3,7.6e-13,7.6e-13,0,1,0,0
313,8,1.4017212e-09,1.4017212e-09,0,1,0,0
314,3,2e-15,2e-15,0,1,0,0
315,6,1.77896750625e-07,1.77896750625e-07,0,1,0,0
316,3,2.95488e-11,2.95488e-11,0,1,0,0
317,3,6.24e-15,6.24e-15,0,1,0,0
318,3,1.1856e-13,1.1856e-13,0,1,0,0
319,3,2.4e-15,2.4e-15,0,1,0,0
320,3,1.71e-12,1.71e-12,0,1,0,0
321,3,1.824e-12,1.824e-12,0,1,0,0
322,3,1.14e-12,1.14e-12,0,1,0,0
323,3,2.1463464e-09,2.1463464e-09,0,1,0,0
324,6,1.29833418e-08,1.29833418e-08,0,1,0,0
325,3,1.838592e-11,1.838592e-11,0,1,0,0
326,3,6.24e-15,6.24e-15,0,1,0,0
327,3,3.12e-15,3.12e-15,0,1,0,0
328,3,5.928e-14,5.928e-14,0,1,0,0
329,3,8e-16,8e-16,0,1,0,0
330,3,2e-15,2e-15,0,1,0,0
331,3,2e-15,2e-15,0,1,0,0
332,3,7.84e-15,7.84e-15,0,1,0,0
333,3,1.96e-14,1.96e-14,0,1,0,0
334,3,9.6e-16,9.6e-16,0,1,0,0
335,3,1.824e-14,1.824e-14,0,1,0,0
336,3,9.6e-15,9.6e-15,0,1,0,0
337,6,4.44675e-08,4.44675e-08,0,1,0,0
338,6,2.3477025e-08,2.3477025e-08,0,1,0,0
339,6,3.189375e-07,3.189375e-07,0,1,0,0
340,3,2.08e-15,2.08e-15,0,1,0,0
341,3,8e-16,8e-16,0,1,0,0
342,3,3.456e-14,3.456e-14,0,1,0,0
343,3,1.181952e-11,1.181952e-11,0,1,0,0
344,3,6.72e-15,6.72e-15,0,1,0,0
345,3,2.496e-15,2.496e-15,0,1,0,0
346,3,8.112e-15,8.112e-15,0,1,0,0
347,3,4.7424e-14,4.7424e-14,0,1,0,0
348,3,9.6e-16,9.6e-16,0,1,0,0
349,3,6.84e-13,6.84e-13,0,1,0,0
350,3,1.824e-14,1.824e-14,0,1,0,0
351,3,9.6e-15,9.6e-15,0,1,0,0
352,3,3.84e-14,3.84e-14,0,1,0,0
353,3,7.296e-13,7.296e-13,0,1,0,0
354,3,4.56e-13,4.56e-13,0,1,0,0
355,3,3.456e-14,3.456e-14,0,1,0,0
356,3,1.181952e-11,1.181952e-11,0,1,0,0
357,12,7.303296e-11,7.303296e-11,0,1,0,0
358,3,8e-16,8e-16,0,1,0,0
359,3,7.84e-15,7.84e-15,0,1,0,0
360,4,1.3047034e-08,1.3047034e-08,0,1,0,0
361,12,6.5690625e-08,6.5690625e-08,0,1,0,0
362,11,2.0010375e-08,2.0010375e-08,0,1,0,0
363,7,8.9718354e-09,8.9718354e-09,0,1,0,0
364,1,7.59375e-09,7.59375e-09,0,1,0,0
365,12,1.069453125e-07,1.069453125e-07,0,1,0,0
366,6,5.5130625e-07,5.5130625e-07,0,1,0,0
367,4,3.86820622222222e-09,3.86820622222222e-09,0,1,0,0
368,3,2.08e-15,2.08e-15,0,1,0,0
369,2,8e-16,8e-16,0,1,0,0
370,3,2.496e-15,2.496e-15,0,1,0,0
371,3,2.496e-14,2.496e-14,0,1,0,0
372,3,1.89696e-12,1.89696e-12,0,1,0,0
373,3,9.6e-16,9.6e-16,0,1,0,0
374,3,1.2e-15,1.2e-15,0,1,0,0
375,3,9.6e-15,9.6e-15,0,1,0,0
376,3,3.84e-14,3.84e-14,0,1,0,0
377,3,2.4e-14,2.4e-14,0,1,0,0
378,3,7.296e-13,7.296e-13,0,1,0,0
379,3,3.6e-14,3.6e-14,0,1,0,0
380,3,6.84e-13,6.84e-13,0,1,0,0
381,3,4.118352336e-08,4.118352336e-08,0,1,0,0
382,3,2e-15,2e-15,0,1,0,0
383,6,5.2837092e-08,5.2837092e-08,0,1,0,0
384,6,1.30977e-07,1.30977e-07,0,1,0,0
385,3,4.224e-14,4.224e-14,0,1,0,0
386,3,1.444608e-11,1.444608e-11,0,1,0,0
387,3,4.0128e-12,4.0128e-12,0,1,0,0
388,3,2.508e-13,2.508e-13,0,1,0,0
389,3,4.41408e-13,4.41408e-13,0,1,0,0
390,3,3.6e-15,3.6e-15,0,1,0,0
391,3,3.528e-14,3.528e-14,0,1,0,0
392,3,3.456e-15,3.456e-15,0,1,0,0
393,3,8.64e-15,8.64e-15,0,1,0,0
394,3,4.32e-15,4.32e-15,0,1,0,0
395,3,6.5664e-14,6.5664e-14,0,1,0,0
396,3,8.208e-14,8.208e-14,0,1,0,0
397,3,8.64e-15,8.64e-15,0,1,0,0
398,3,1.6416e-13,1.6416e-13,0,1,0,0
399,3,2.08e-15,2.08e-15,0,1,0,0
400,3,2.0384e-14,2.0384e-14,0,1,0,0
401,6,2.258025e-09,2.258025e-09,0,1,0,0
402,12,4.455e-10,4.455e-10,0,1,0,0
403,6,2.027025e-08,2.027025e-08,0,1,0,0
404,3,4.48e-15,4.48e-15,0,1,0,0
405,3,8e-16,8e-16,0,1,0,0
406,3,9.99999999999999e-16,9.99999999999999e-16,0,1,0,0
407,3,1e-14,1e-14,0,1,0,0
408,3,7.125e-13,7.125e-13,0,1,0,0
409,3,1.92e-14,1.92e-14,0,1,0,0
410,3,3.456e-15,3.456e-15,0,1,0,0
411,3,6.5664e-14,6.5664e-14,0,1,0,0
412,3,9.6e-16,9.6e-16,0,1,0,0
413,3,9.6e-15,9.6e-15,0,1,0,0
414,3,1.71e-12,1.71e-12,0,1,0,0
415,3,5e-15,5e-15,0,1,0,0
416,3,5e-15,5e-15,0,1,0,0
417,3,1.92e-15,1.92e-15,0,1,0,0
418,3,2.4e-15,2.4e-15,0,1,0,0
419,3,1.92e-14,1.92e-14,0,1,0,0
420,3,6.24e-14,6.24e-14,0,1,0,0
421,3,2.4e-14,2.4e-14,0,1,0,0
422,3,6.5664e-12,6.5664e-12,0,1,0,0
423,3,1.1856e-12,1.1856e-12,0,1,0,0
424,3,4.56e-13,4.56e-13,0,1,0,0
425,3,1.824e-12,1.824e-12,0,1,0,0
426,3,1.71e-12,1.71e-12,0,1,0,0
427,3,4.8e-15,4.8e-15,0,1,0,0
428,3,6e-15,6e-15,0,1,0,0
429,3,1.14e-13,1.14e-13,0,1,0,0
430,3,1.056e-14,1.056e-14,0,1,0,0
431,3,2.0064e-13,2.0064e-13,0,1,0,0
432,3,1.7302799745e-05,1.7302799745e-05,0,1,0,0
433,3,4.4e-15,4.4e-15,0,1,0,0
434,3,4.224e-15,4.224e-15,0,1,0,0
435,3,5.28e-15,5.28e-15,0,1,0,0
436,3,1.0032e-13,1.0032e-13,0,1,0,0
437,3,3.456e-15,3.456e-15,0,1,0,0
438,3,6.5664e-14,6.5664e-14,0,1,0,0
439,3,3.456e-14,3.456e-14,0,1,0,0
440,3,4.48e-15,4.48e-15,0,1,0,0
441,3,4.3904e-14,4.3904e-14,0,1,0,0
442,6,6.15824999999999e-09,6.15824999999999e-09,0,1,0,0
443,6,1.00051875e-07,1.00051875e-07,0,1,0,0
444,6,1.477575e-08,1.477575e-08,0,1,0,0
445,3,6.4e-16,6.4e-16,0,1,0,0
446,3,2.88e-15,2.88e-15,0,1,0,0
447,3,2e-15,2e-15,0,1,0,0
448,3,2e-15,2e-15,0,1,0,0
449,3,2.8224e-14,2.8224e-14,0,1,0,0
450,3,7.68e-16,7.68e-16,0,1,0,0
451,3,1.92e-15,1.92e-15,0,1,0,0
452,3,9.6e-16,9.6e-16,0,1,0,0
453,3,7.68e-15,7.68e-15,0,1,0,0
454,3,2.496e-14,2.496e-14,0,1,0,0
455,3,9.6e-15,9.6e-15,0,1,0,0
456,3,3.84e-14,3.84e-14,0,1,0,0
457,3,2.62656e-12,2.62656e-12,0,1,0,0
458,3,4.7424e-13,4.7424e-13,0,1,0,0
459,3,1.824e-13,1.824e-13,0,1,0,0
460,3,7.296e-13,7.296e-13,0,1,0,0
461,3,6.84e-13,6.84e-13,0,1,0,0
462,3,1.92e-15,1.92e-15,0,1,0,0
463,3,2.4e-15,2.4e-15,0,1,0,0
464,3,3.648e-14,3.648e-14,0,1,0,0
465,3,4.56e-14,4.56e-14,0,1,0,0
466,3,4.224e-15,4.224e-15,0,1,0,0
467,3,8.0256e-14,8.0256e-14,0,1,0,0
468,12,3.792096e-10,3.792096e-10,0,1,0,0
469,3,2.8224e-14,2.8224e-14,0,1,0,0
470,3,3.6e-15,3.6e-15,0,1,0,0
471,3,3.6e-15,3.6e-15,0,1,0,0
472,3,3.6e-15,3.6e-15,0,1,0,0
473,6,1.03842659883721e-08,1.03842659883721e-08,0,1,0,0
474,9,3.11512499999999e-09,3.11512499999999e-09,0,1,0,0
475,6,1.01833654692e-07,1.01833654692e-07,0,1,0,0
476,6,1.18832175e-07,1.18832175e-07,0,1,0,0
477,6,6.03095625e-07,6.03095625e-07,0,1,0,0
478,6,9.38148750000001e-07,9.38148750000001e-07,0,1,0,0
479,3,9.36e-15,9.36e-15,0,1,0,0
480,3,3.6e-15,3.6e-15,0,1,0,0
481,3,1.44e-13,1.44e-13,0,1,0,0
482,3,5.184e-12,5.184e-12,0,1,0,0
483,3,3.3685632e-09,3.3685632e-09,0,1,0,0
484,6,3.563746875e-07,3.563746875e-07,0,1,0,0
485,3,2.6e-15,2.6e-15,0,1,0,0
486,6,2.885625e-08,2.885625e-08,0,1,0,0
487,3,8e-16,8e-16,0,1,0,0
488,3,2e-15,2e-15,0,1,0,0
489,3,4.4e-15,4.4e-15,0,1,0,0
490,3,3.6e-15,3.6e-15,0,1,0,0
491,3,4e-14,4e-14,0,1,0,0
492,3,3.75e-14,3.75e-14,0,1,0,0
493,3,2e-15,2e-15,0,1,0,0
494,3,2.5e-15,2.5e-15,0,1,0,0
495,3,4.4e-15,4.4e-15,0,1,0,0
496,3,3.6e-15,3.6e-15,0,1,0,0
497,3,2.5e-15,2.5e-15,0,1,0,0
498,3,1.44e-12,1.44e-12,0,1,0,0
499,3,2.07936e-10,2.07936e-10,0,1,0,0
500,3,5.776e-11,5.776e-11,0,1,0,0
501,3,4.4e-15,4.4e-15,0,1,0,0
502,3,4.4e-15,4.4e-15,0,1,0,0
503,2,4.01144542655999e-09,4.01144542655999e-09,0,1,0,0
504,2,2.20238853488372e-08,2.20238853488372e-08,0,1,0,0
505,4,7.540218455e-08,7.540218455e-08,0,1,0,0
506,6,1.678820715e-07,1.678820715e-07,0,1,0,0
507,6,2.8279125e-07,2.8279125e-07,0,1,0,0
508,6,2.0575296e-07,2.0575296e-07,0,1,0,0
509,2,3.7856e-12,3.7856e-12,0,1,0,0
510,6,1.03892441860465e-07,1.03892441860465e-07,0,1,0,0
511,3,1.144e-14,1.144e-14,0,1,0,0
512,3,4.4e-15,4.4e-15,0,1,0,0
