unique_path_id,source_record_count,path_probability_min,path_probability_max,path_probability_range,probability_consistent,observed_frequency_range,observed_empirical_mass_range
1022,6,6.1236e-08,6.1236e-08,0,1,0,0
1023,4,3.901365e-07,3.901365e-07,0,1,0,0
1024,3,2.276352e-10,2.276352e-10,0,1,0,0
1025,6,1.93171176e-07,1.93171176e-07,0,1,0,0
1026,3,1.7335296e-09,1.7335296e-09,0,1,0,0
1027,3,4.81536e-10,4.81536e-10,0,1,0,0
1028,2,9.824976e-08,9.824976e-08,0,1,0,0
1029,2,6.3232e-12,6.3232e-12,0,1,0,0
1030,1,2.736e-13,2.736e-13,0,1,0,0
1031,3,2.276352e-10,2.276352e-10,0,1,0,0
1032,3,9.1307008e-09,9.1307008e-09,0,1,0,0
1033,1,1.47136e-12,1.47136e-12,0,1,0,0
1034,3,1.3376e-11,1.3376e-11,0,1,0,0
1035,1,8.36e-13,8.36e-13,0,1,0,0
1036,1,1.47136e-12,1.47136e-12,0,1,0,0
1037,4,6.86830848e-07,6.86830848e-07,0,1,0,0
1038,4,1.9231263744e-06,1.9231263744e-06,0,1,0,0
1039,3,6.95337984e-08,6.95337984e-08,0,1,0,0
1040,3,1.9314944e-08,1.9314944e-08,0,1,0,0
1041,2,1.1770044e-07,1.1770044e-07,0,1,0,0
1042,1,2.1888e-13,2.1888e-13,0,1,0,0
1043,1,5.472e-13,5.472e-13,0,1,0,0
1044,1,2.736e-13,2.736e-13,0,1,0,0
1045,1,5.472e-13,5.472e-13,0,1,0,0
1046,6,7.093632672e-06,7.093632672e-06,0,1,0,0
1047,6,2.839296768e-06,2.839296768e-06,0,1,0,0
1048,1,2.688e-14,2.688e-14,0,1,0,0
1049,3,6.02112e-14,6.02112e-14,0,1,0,0
1050,1,2.688e-14,2.688e-14,0,1,0,0
1051,1,5.9136e-14,5.9136e-14,0,1,0,0
1052,1,3.33333333333333e-14,3.33333333333333e-14,0,1,0,0
1053,1,2.688e-14,2.688e-14,0,1,0,0
1054,2,3.87072e-12,3.87072e-12,0,1,0,0
1055,1,1.0752e-12,1.0752e-12,0,1,0,0
1056,1,3.87072e-12,3.87072e-12,0,1,0,0
1057,1,2.688e-14,2.688e-14,0,1,0,0
1058,3,2.1888e-11,2.1888e-11,0,1,0,0
1059,3,6.08e-12,6.08e-12,0,1,0,0
1060,1,3.87072e-14,3.87072e-14,0,1,0,0
1061,1,2.1888e-13,2.1888e-13,0,1,0,0
1062,3,6.02112e-14,6.02112e-14,0,1,0,0
1063,6,7.75656e-07,7.75656e-07,0,1,0,0
1064,3,7.87968e-10,7.87968e-10,0,1,0,0
1065,3,2.1888e-10,2.1888e-10,0,1,0,0
1066,6,4.3609104e-07,4.3609104e-07,0,1,0,0
1067,2,2.07765e-07,2.07765e-07,0,1,0,0
1068,6,1.3827744e-06,1.3827744e-06,0,1,0,0
1069,1,2.1888e-13,2.1888e-13,0,1,0,0
1070,6,1.3827744e-06,1.3827744e-06,0,1,0,0
1071,1,1.216e-13,1.216e-13,0,1,0,0
1072,2,6.688e-13,6.688e-13,0,1,0,0
1073,2,5.7e-12,5.7e-12,0,1,0,0
1074,3,6.08e-12,6.08e-12,0,1,0,0
1075,3,5.7e-12,5.7e-12,0,1,0,0
1076,2,3.8e-13,3.8e-13,0,1,0,0
1077,1,6.688e-13,6.688e-13,0,1,0,0
1078,2,3.8e-13,3.8e-13,0,1,0,0
1079,3,3.1606272e-08,3.1606272e-08,0,1,0,0
1080,3,8.77952000000001e-09,8.77952000000001e-09,0,1,0,0
1081,3,7.27776e-07,7.27776e-07,0,1,0,0
1082,6,3.94090704e-06,3.94090704e-06,0,1,0,0
1083,1,5.76156e-08,5.76156e-08,0,1,0,0
1084,2,3.344e-13,3.344e-13,0,1,0,0
1085,2,6.688e-13,6.688e-13,0,1,0,0
1086,1,6.5187936e-07,6.5187936e-07,0,1,0,0
1087,6,8.47443168e-07,8.47443168e-07,0,1,0,0
1088,5,2.1348096e-08,2.1348096e-08,0,1,0,0
1089,1,2.1504e-14,2.1504e-14,0,1,0,0
1090,1,1.0752e-14,1.0752e-14,0,1,0,0
1091,3,1.548288e-12,1.548288e-12,0,1,0,0
1092,2,4.3008e-13,4.3008e-13,0,1,0,0
1093,1,2.1504e-14,2.1504e-14,0,1,0,0
1094,1,2.688e-14,2.688e-14,0,1,0,0
1095,1,4.73088e-14,4.73088e-14,0,1,0,0
1096,2,1.548288e-12,1.548288e-12,0,1,0,0
1097,1,1.0752e-14,1.0752e-14,0,1,0,0
1098,3,2.56e-14,2.56e-14,0,1,0,0
1099,3,8.7552e-12,8.7552e-12,0,1,0,0
1100,3,2.432e-12,2.432e-12,0,1,0,0
1101,1,2.1504e-14,2.1504e-14,0,1,0,0
1102,3,3.87072e-14,3.87072e-14,0,1,0,0
1103,6,3.102624e-07,3.102624e-07,0,1,0,0
1104,3,3.151872e-10,3.151872e-10,0,1,0,0
1105,3,8.7552e-11,8.7552e-11,0,1,0,0
1106,2,2.3085e-07,2.3085e-07,0,1,0,0
1107,6,2.037123e-05,2.037123e-05,0,1,0,0
1108,1,4.864e-14,4.864e-14,0,1,0,0
1109,2,1.216e-13,1.216e-13,0,1,0,0
1110,3,2.6752e-13,2.6752e-13,0,1,0,0
1111,3,8.7552e-12,8.7552e-12,0,1,0,0
1112,3,2.432e-12,2.432e-12,0,1,0,0
1113,3,2.28e-12,2.28e-12,0,1,0,0
1114,2,1.216e-13,1.216e-13,0,1,0,0
1115,3,1.52e-13,1.52e-13,0,1,0,0
1116,2,2.6752e-13,2.6752e-13,0,1,0,0
1117,3,1.52e-13,1.52e-13,0,1,0,0
1118,3,2.747323392e-07,2.747323392e-07,0,1,0,0
1119,11,8.57736e-09,8.57736e-09,0,1,0,0
1120,3,1.26425088e-08,1.26425088e-08,0,1,0,0
1121,3,3.511808e-09,3.511808e-09,0,1,0,0
1122,6,1.41240528e-06,1.41240528e-06,0,1,0,0
1123,6,1.23462e-06,1.23462e-06,0,1,0,0
1124,6,5.61952512e-07,5.61952512e-07,0,1,0,0
1125,6,2.1729312e-06,2.1729312e-06,0,1,0,0
1126,2,2.13342336e-07,2.13342336e-07,0,1,0,0
