unique_path_id,a0,loc0,lfw0,a1,loc1,lfw1,a2,loc2,lfw2,a3,loc3,lfw3,path_probability,is_observed_candidate,is_unobserved_candidate,observed_frequency,observed_empirical_mass,listed_q95,listed_q99,listed_q995,highest_listed_level,listed_level_count,pareto_q95,pareto_q99,pareto_q995,hit_grid_max,hit_grid_excess,hit_road_max,hit_road_excess,grid_max_q95,grid_max_q99,grid_max_q995,grid_excess_q95,grid_excess_q99,grid_excess_q995,road_max_q95,road_max_q99,road_max_q995,road_excess_q95,road_excess_q99,road_excess_q995,source_record_count,observed_source_record_count,unobserved_source_record_count,observed_source_unique_path_id,unobserved_source_path_code,grid_max_wind_mps,grid_cumulative_excess_mps,road_max_wind_mps,road_cumulative_excess_mps
11,2,1,0,3,4,2,5,1,3,6,4,2,2.7e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,,19256835,55.2436058969182,1121.32166342822,55.2436058969182,1013.63103256282
12,2,1,0,3,4,2,5,2,1,6,-1,3,1.44e-15,0,1,0,0,1,1,1,q995,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,,23882547,51.9667788761672,873.122171719039,51.9667788761672,658.310949987845
13,2,1,0,3,4,2,5,2,1,6,5,3,1.8e-15,0,1,0,0,1,1,1,q995,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,,27386931,54.5213928208875,1019.35853144201,54.5213928208875,835.179098929995
14,2,1,0,3,4,2,5,3,1,6,0,3,3.168e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468483,54.4752973178521,1024.44061932342,54.4752973178521,854.548908219187
15,2,1,0,3,4,2,5,7,1,6,4,3,7.2e-16,0,1,0,0,1,1,1,q995,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,3,0,3,,26812227,50.8813148382754,388.83043496594,50.8813148382754,230.169660008569
16,2,1,0,3,4,2,5,7,1,6,5,3,1.8e-15,0,1,0,0,1,1,1,q995,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,3,0,3,,27396291,54.5213928208875,830.458372933781,54.5213928208875,731.937067993158
17,2,1,0,4,1,1,5,-1,0,6,-2,1,2.1756976744186e-10,1,0,1,6.66666666666667e-05,1,1,0,q99,2,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,8,8,0,5524,,34.4243495781821,208.979264703489,34.4243495781821,49.001318754391
18,2,1,0,4,1,2,5,4,2,6,1,2,4.8384e-13,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17485906,55.2436058969182,1597.22039719926,55.2436058969182,1429.7425959028
19,2,1,0,4,1,2,6,1,2,6,1,2,4.43232e-11,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17480602,55.2436058969182,1893.89320018547,55.2436058969182,1810.42742502458
20,2,1,0,4,1,2,6,4,2,6,1,2,2.736e-12,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17486218,55.2436058969182,1861.40479149843,55.2436058969182,1767.47024951188
21,2,1,0,4,2,0,5,2,1,5,4,2,1.846553436e-07,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3,0,5522,,45.9865692331103,749.315939082328,45.9865692331103,550.985858543264
22,2,1,0,4,2,1,5,4,2,5,5,3,9.3665754e-07,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,6,6,0,5523,,45.9865692331103,1028.16751747007,45.9865692331103,850.923873395325
23,2,1,0,4,2,1,6,3,2,6,2,3,6.912675e-08,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,5525,,55.4697563798479,738.659603035644,55.4697563798479,612.769873153569
24,2,1,0,4,4,2,5,1,2,6,1,2,4.8384e-13,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17480308,55.2436058969182,1601.7266805215,55.2436058969182,1460.25122605834
25,2,1,0,4,4,2,5,1,2,6,4,2,1.344e-13,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,19232500,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564
26,2,1,0,4,4,2,5,2,1,6,-1,3,6.72e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,3,,23882548,51.9667788761672,1079.23104558944,51.9667788761672,805.830817597702
27,2,1,0,4,4,2,5,2,1,6,5,3,8.4e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,27386932,54.5213928208875,1225.46740531241,54.5213928208875,982.698966539853
28,2,1,0,4,4,2,5,3,1,6,0,3,1.4784e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468484,54.4752973178521,1230.54949319382,54.4752973178521,1002.06877582904
29,2,1,0,4,4,2,6,1,1,4,-2,3,8e-16,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,23102236,42.1426345820142,682.018153407049,42.1426345820142,463.753496048369
30,2,1,0,4,4,2,6,1,1,4,4,3,1e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,26606620,42.1426345820142,719.74186850502,42.1426345820142,481.980995904659
31,2,1,0,4,4,2,6,1,2,4,-2,1,8e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,,7940908,55.2436058969182,1062.2823811919,55.2436058969182,975.948524338061
32,2,1,0,4,4,2,6,1,2,6,1,2,2.736e-12,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17480620,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627
33,2,1,0,4,4,2,6,1,2,6,4,2,7.6e-13,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,19232812,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357
34,2,1,0,4,4,2,6,2,1,6,5,3,4.75e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,3,,27387244,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163
35,2,1,0,4,4,2,6,3,1,6,0,3,8.36e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468796,54.4752973178521,1440.21489797882,54.4752973178521,1271.07719663615
36,2,2,0,2,3,1,2,4,3,4,4,2,3.742931052e-08,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,9,9,0,5188,,36.878839612267,253.209683945313,36.878839612267,147.519867609858
37,2,2,0,3,1,2,5,4,1,6,1,3,3.168e-15,0,1,0,0,1,1,1,q995,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,3,0,3,,25054401,55.4927759888396,749.956076245614,55.4927759888396,513.578602373054
38,2,2,0,3,1,2,5,4,2,6,1,2,1.2672e-13,0,1,0,0,1,1,1,q995,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,,17485905,55.2436058969182,1370.28440229782,55.2436058969182,1276.17248433463
39,2,2,0,3,2,1,4,-1,1,4,1,2,4.8244541860465e-08,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,5570,,36.878839612267,275.747805692285,36.878839612267,153.570111568169
40,2,2,0,3,4,1,4,3,3,4,0,2,3.756324e-10,1,0,1,6.66666666666667e-05,1,1,0,q99,2,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,6,6,0,5575,,36.16173596232,190.53433822127,36.16173596232,67.1150337233772
41,2,2,0,3,4,2,5,1,2,6,1,2,2.69568e-13,0,1,0,0,1,1,1,q995,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,,17480307,55.2436058969182,1395.6178066511,55.2436058969182,1312.73135844848
42,2,2,0,3,4,2,5,1,2,6,4,2,7.488e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,,19232499,55.2436058969182,1363.12939796406,55.2436058969182,1269.77418293579
43,2,2,0,3,5,1,4,5,2,5,8,3,6.37875e-09,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,6,6,0,5576,,36.8591512423487,357.922166061154,36.8591512423487,122.441211606079
44,2,2,0,3,5,2,5,2,1,6,-1,3,5.76e-16,0,1,0,0,1,1,1,q995,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,,23882553,51.9667788761672,855.829165513449,51.9667788761672,658.310949987845
45,2,2,0,3,5,2,5,2,1,6,1,3,3.168e-15,0,1,0,0,1,1,1,q995,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,3,0,3,,25050681,55.4927759888396,752.213487201864,55.4927759888396,539.749675250255
46,2,2,0,3,5,2,5,2,1,6,5,3,7.2e-16,0,1,0,0,1,1,1,q995,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,,27386937,54.5213928208875,1002.06552523642,54.5213928208875,835.179098929995
47,2,2,0,3,5,2,5,3,1,6,0,3,1.44e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468489,54.4752973178521,1007.14761311783,54.4752973178521,854.548908219187
48,2,2,0,4,1,1,5,2,2,5,4,1,4.9063014e-08,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,6,6,0,5645,,45.4384160069686,645.923141251483,45.4384160069686,404.294914140638
49,2,2,0,4,1,2,5,4,2,6,1,2,5.9136e-13,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17485906,55.2436058969182,1597.22039719926,55.2436058969182,1429.7425959028
50,2,2,0,4,1,2,6,1,2,6,1,2,5.41728e-11,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17480602,55.2436058969182,1893.89320018547,55.2436058969182,1810.42742502458
51,2,2,0,4,1,2,6,3,1,6,0,3,2.1736e-13,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468778,54.4752973178521,1462.75301972579,54.4752973178521,1277.12744059446
52,2,2,0,4,1,2,6,4,2,6,1,2,3.344e-12,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17486218,55.2436058969182,1861.40479149843,55.2436058969182,1767.47024951188
53,2,2,0,4,4,0,4,5,1,5,4,2,2.116688574e-07,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,5644,,45.9865692331103,520.30843500744,45.9865692331103,447.743827606426
54,2,2,0,4,4,1,5,1,1,5,-2,0,3.0584736e-10,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,9,9,0,5646,,35.0808958142172,227.197185452373,35.0808958142172,64.3102465807174
55,2,2,0,4,4,1,5,3,2,5,4,1,4.9063014e-08,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,6,6,0,5647,,46.1748242297112,636.812959903531,46.1748242297112,384.277531875849
56,2,2,0,4,4,2,5,1,2,6,4,2,3.4944e-13,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,19232500,55.2436058969182,1569.23827183446,55.2436058969182,1417.29405054564
57,2,2,0,4,4,2,6,1,2,6,1,2,7.1136e-12,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17480620,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627
58,2,2,0,4,4,2,6,1,2,6,4,2,1.976e-12,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,19232812,55.2436058969182,1838.86666975145,55.2436058969182,1761.42000555357
59,2,2,0,4,4,2,6,2,1,6,5,3,1.235e-13,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,3,,27387244,54.5213928208875,1434.19725849085,54.5213928208875,1248.96075576163
60,2,2,0,4,5,2,3,6,2,2,3,3,4.50613333333332e-10,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,5580,,36.8591512423487,238.89638277077,36.8591512423487,115.17283170553
61,2,2,0,4,5,2,5,2,1,6,-1,3,2.688e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,3,,23882554,51.9667788761672,1064.9177444149,51.9667788761672,773.483781693375
62,2,2,0,4,5,2,5,2,1,6,5,3,3.36e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,27386938,54.5213928208875,1211.15410413786,54.5213928208875,950.351930635526
63,2,2,0,4,5,2,5,3,1,6,0,3,6.72e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468490,54.4752973178521,1216.23619201927,54.4752973178521,969.721739924717
64,2,2,0,4,5,2,6,2,1,6,-1,3,1.52e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,23882866,51.9667788761672,1273.64759759334,51.9667788761672,1039.74557091516
65,2,2,0,4,5,2,6,2,1,6,5,3,1.9e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,27387250,54.5213928208875,1419.88395731631,54.5213928208875,1216.61371985731
66,2,2,0,4,5,2,6,2,2,6,4,2,1.976e-12,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,19234690,55.2436058969182,1673.1421103504,55.2436058969182,1533.67864265262
67,2,2,0,4,5,2,6,2,2,6,5,2,7.6e-13,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,19818754,55.2141131970405,1652.79936683209,55.2141131970405,1523.49049350481
68,2,2,0,4,5,2,6,3,1,6,0,3,3.8e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468802,54.4752973178521,1425.90159680427,54.4752973178521,1238.73016073182
69,2,3,0,3,0,2,5,3,1,6,0,3,6e-16,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,3,,24468459,54.4752973178521,990.044872952101,54.4752973178521,854.548908219187
70,2,3,0,3,1,2,5,4,1,6,1,3,1.44e-15,0,1,0,0,1,1,1,q995,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,3,0,3,,25054401,55.4927759888396,749.956076245614,55.4927759888396,513.578602373054
71,2,3,0,3,1,2,5,4,2,6,1,2,5.76e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,,17485905,55.2436058969182,1370.28440229782,55.2436058969182,1276.17248433463
72,2,3,0,3,5,2,5,2,1,6,5,3,1.872e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,3,,27386937,54.5213928208875,1002.06552523642,54.5213928208875,835.179098929995
73,2,3,0,3,6,2,5,3,1,6,0,3,5.76e-16,0,1,0,0,1,1,1,q995,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,,24468495,54.4752973178521,977.339809248504,54.4752973178521,854.548908219187
74,2,3,0,3,6,2,5,3,1,6,1,3,1.44e-15,0,1,0,0,1,1,1,q995,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,3,0,3,,25052559,55.4927759888396,727.053262281234,55.4927759888396,545.083376974255
75,2,3,0,3,6,2,5,4,1,6,1,3,1.44e-15,0,1,0,0,1,1,1,q995,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,3,0,3,,25054431,55.4927759888396,701.144265454767,55.4927759888396,513.578602373054
76,2,3,0,3,6,2,5,4,2,6,1,2,5.76e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,,17485935,55.2436058969182,1321.47259150697,55.2436058969182,1276.17248433463
77,2,3,0,4,0,2,5,3,1,6,0,3,2.8e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468460,54.4752973178521,1167.87414746977,54.4752973178521,921.663941942564
78,2,3,0,4,0,2,6,3,1,6,0,3,1.58333333333333e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468772,54.4752973178521,1377.53955225477,54.4752973178521,1190.67236274967
79,2,3,0,4,1,2,5,4,2,6,1,2,2.688e-13,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17485906,55.2436058969182,1597.22039719926,55.2436058969182,1429.7425959028
80,2,3,0,4,1,2,6,1,2,6,1,2,2.4624e-11,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17480602,55.2436058969182,1893.89320018547,55.2436058969182,1810.42742502458
81,2,3,0,4,1,2,6,3,1,6,0,3,9.88e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468778,54.4752973178521,1462.75301972579,54.4752973178521,1277.12744059446
82,2,3,0,4,1,2,6,4,2,6,1,2,1.52e-12,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17486218,55.2436058969182,1861.40479149843,55.2436058969182,1767.47024951188
83,2,3,0,4,2,0,5,2,2,4,0,3,7.4977056e-10,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,5806,,45.4384160069686,638.639029814099,45.4384160069686,424.638259166593
84,2,3,0,4,2,1,4,3,2,6,0,2,5.05659e-09,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,5805,,54.1694020488195,896.580735435249,54.1694020488195,752.49180518848
85,2,3,0,4,4,2,6,1,2,6,1,2,1.53216e-11,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17480620,55.2436058969182,1871.3550784385,55.2436058969182,1804.37718106627
86,2,3,0,4,5,2,5,2,1,6,5,3,8.736e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,27386938,54.5213928208875,1211.15410413786,54.5213928208875,950.351930635526
87,2,3,0,4,5,2,6,2,1,6,5,3,4.94e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,27387250,54.5213928208875,1419.88395731631,54.5213928208875,1216.61371985731
88,2,3,0,4,6,2,5,3,1,6,0,3,2.688e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468496,54.4752973178521,1082.45185638344,54.4752973178521,865.829674919108
89,2,3,0,4,6,2,6,3,1,6,0,3,1.52e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468808,54.4752973178521,1292.11726116844,54.4752973178521,1134.83809572621
90,2,4,0,2,2,0,4,0,1,6,-2,2,2.83344726562501e-09,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,5610,,40.7093837271225,345.379209500819,40.7093837271225,235.993351504226
91,2,4,0,3,1,2,5,3,1,6,0,3,1.4976e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468465,54.4752973178521,1026.15162003935,54.4752973178521,854.548908219187
92,2,4,0,3,1,2,5,4,1,6,1,3,5.76e-16,0,1,0,0,1,1,1,q995,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,,25054401,55.4927759888396,749.956076245614,55.4927759888396,513.578602373054
93,2,4,0,3,1,2,5,4,2,6,1,2,2.304e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,17485905,55.2436058969182,1370.28440229782,55.2436058969182,1276.17248433463
94,2,4,0,3,2,1,4,0,2,5,1,3,4.13437500000001e-08,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,6,6,0,5764,,46.1939864988178,488.17090301503,46.1939864988178,295.274585070689
95,2,4,0,3,4,1,3,3,1,5,2,2,3.3960465e-08,1,0,1,6.66666666666667e-05,1,1,1,q995,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,6,6,0,5755,,45.4384160069686,413.404657346445,45.4384160069686,327.223956081001
96,2,4,0,3,7,2,5,4,1,6,1,3,5.76e-16,0,1,0,0,1,1,1,q995,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,3,0,3,,25054437,55.4927759888396,701.144265454767,55.4927759888396,513.578602373054
97,2,4,0,3,7,2,5,4,2,6,1,2,2.304e-14,0,1,0,0,1,1,1,q995,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,,17485941,55.2436058969182,1321.47259150697,55.2436058969182,1276.17248433463
98,2,4,0,4,1,2,5,3,1,6,0,3,6.9888e-15,0,1,0,0,1,1,1,q995,3,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,3,0,3,,24468466,54.4752973178521,1253.08761494079,54.4752973178521,1008.11901978736
