arm,penalty,iteration,budget_s,elapsed_seconds,lower_bound,lower_bound_increment,forward_sampled_objective,cuts_before,cut_count,cuts_added,forward_stage_solve_count,backward_cut_solve_count,forward_time_s,backward_time_s,iteration_wall_time_s,cut_violation_flag,warning_id,warning_message,training_identity,convergence_scope,stage1_total_production,stage1_site1_production,stage1_site2_production,stage1_site3_production,stage1_site4_production,stage1_end_inventory_total,stage2_end_inventory_total,stage3_end_inventory_total
Arm-A,1000,243,18000,12338.7939004,57784.9774353154,0.00484452275122749,49761.3559926305,254342,255393,1051,3,1051,0.0653498,51.7674826,52.6091113,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,150.558409272046
Arm-A,1000,244,18000,12391.8651558,57784.9834502755,0.0060149601122248,49763.7665439276,255393,256444,1051,3,1051,0.0778656,51.5320264,52.5137832,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,150.558409272046
Arm-A,1000,245,18000,12447.5366761,57784.9850922031,0.0016419276362285,49450.3677426305,256444,257495,1051,3,1051,0.0812429,53.0380307,55.102923,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,136.518409272046
Arm-A,1000,246,18000,12503.460103,57785.0181654475,0.033073244318075,9797.55821740672,257495,258546,1051,1,1051,0.0301174,54.5703537,55.4975782,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,247,18000,12552.1384443,57785.0181654475,0,57989.5796283257,258546,259597,1051,4,1051,0.1047938,47.5716968,48.1107291,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,248,18000,12597.9169996,57785.0499520095,0.0317865620745579,78362.0396372542,259597,260648,1051,5,1051,0.1130695,44.6167613,45.5030998,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,166.158409272046
Arm-A,1000,249,18000,12648.914119,57785.0520986859,0.00214667641557753,9797.55821740672,260648,261699,1051,1,1051,0.0299986,49.6942326,50.4069888,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,250,18000,12704.761356,57785.0520986859,0,9797.55821740672,261699,262750,1051,1,1051,0.0267189,54.8771267,55.6937198,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,251,18000,12756.0845534,57785.0520986859,0,58530.8339977226,262750,263801,1051,4,1051,0.1047521,49.8474562,50.7098988,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,252,18000,12809.9559377,57785.0705690421,0.0184703561972128,78459.2549548072,263801,264852,1051,5,1051,0.1187252,52.8036541,53.7098967,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,253,18000,12865.2611379,57785.1257914701,0.0552224280108931,49861.7314674138,264852,265903,1051,3,1051,0.0827979,53.9721161,54.944157,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,187.760026768401,153.378960836676
Arm-A,1000,254,18000,12916.920459,57785.2169592258,0.0911677556869108,57649.5649600372,265903,266954,1051,4,1051,0.1063724,50.4362254,51.2673199,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,255,18000,12972.141155,57785.2937322669,0.0767730410661898,100166.123960966,266954,268005,1051,6,1051,0.1377682,54.0797125,55.0690704,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,166.158409272046
Arm-A,1000,256,18000,13029.4579069,57785.3022127357,0.00848046877217712,49649.9466757258,268005,269056,1051,3,1051,0.0907241,55.6012907,56.7069411,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.240330052704
Arm-A,1000,257,18000,13085.0467428,57785.3769255197,0.0747127839858877,76021.110858867,269056,270107,1051,3,1051,0.0807817,54.1515923,55.0877224,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,258,18000,13140.8061519,57785.3835757472,0.00665022752946243,58135.9547021757,270107,271158,1051,4,1051,0.0948833,54.3134545,55.1923809,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,259,18000,13192.8366798,57785.3902844861,0.00670873890339863,29058.6171220669,271158,272209,1051,2,1051,0.0456035,50.9690149,51.6437314,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,184.939475203772
Arm-A,1000,260,18000,13247.0823165,57785.3917784228,0.0014939367029001,49761.3559926305,272209,273260,1051,3,1051,0.0813574,52.902647,53.7956181,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,150.558409272046
Arm-A,1000,261,18000,13299.7851926,57785.3979059433,0.00612752052256837,50125.1964287455,273260,274311,1051,3,1051,0.0833225,51.4736195,52.3411658,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,156.325816152894
Arm-A,1000,262,18000,13355.2128882,57785.4462121039,0.0483061606137198,28954.6708720669,274311,275362,1051,2,1051,0.0437271,54.4619858,55.350144,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,263,18000,13411.2875804,57785.4462121039,0,58979.1058685975,275362,276413,1051,4,1051,0.1133376,54.8231234,55.7282563,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,264,18000,13468.7594319,57785.4494663764,0.00325427242205478,9797.55821740672,276413,277464,1051,1,1051,0.0232401,56.4772683,57.3439405,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,265,18000,13515.1794643,57785.4494663764,0,99926.1021305117,277464,278515,1051,6,1051,0.1402111,45.1607937,45.9985735,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,266,18000,13565.5665872,57785.4721372006,0.0226708242116729,9797.55821740672,278515,279566,1051,1,1051,0.027891,49.0548587,50.0706061,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,267,18000,13619.8245752,57785.4721372006,0,57992.4583692794,279566,280617,1051,4,1051,0.1186403,53.2144321,54.1648283,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,268,18000,13671.8038604,57785.4881914295,0.0160542289595469,58822.2348635428,280617,281668,1051,4,1051,0.096866,50.8515474,51.7566787,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,269,18000,13726.9550491,57785.5085565184,0.0203650888797711,49925.0149952296,281668,282719,1051,3,1051,0.0691797,53.5440057,54.5630449,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,156.408409272046
Arm-A,1000,270,18000,13782.2691254,57785.5089352184,0.000378699973225594,60306.8441780742,282719,283770,1051,4,1051,0.1040764,53.9880294,54.9717949,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,271,18000,13837.0205611,57786.6397075064,1.13077228803013,60411.7988415066,283770,284821,1051,4,1051,0.0966432,53.3911385,54.2600017,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,272,18000,13891.959469,57786.6879756367,0.0482681303110439,85512.1773006041,284821,285872,1051,5,1051,0.1308314,53.1280978,54.0284687,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,186.590044285275,164.883978353549
Arm-A,1000,273,18000,13948.3429564,57791.4543185784,4.76634294166433,58135.5408995374,285872,286923,1051,4,1051,0.1192307,54.9426816,55.8930619,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,274,18000,13999.9640965,57791.9644271797,0.510108601345564,9797.55821740672,286923,287974,1051,1,1051,0.0261308,50.1756028,51.1478093,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,275,18000,14058.3865262,57791.9644271797,0,78475.1372946641,287974,289025,1051,5,1051,0.2051086,56.8349138,57.8184508,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,276,18000,14113.8103977,57793.6995494653,1.73512228561594,58424.2656123597,289025,290076,1051,4,1051,0.10379,53.8689487,54.9756408,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,157.383409272046
Arm-A,1000,277,18000,14166.9114992,57794.0228739139,0.323324448560015,78776.8596816739,290076,291127,1051,5,1051,0.1453188,51.6153983,52.5083119,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,278,18000,14220.5647986,57796.0106590377,1.98778512374702,49450.3677426305,291127,292178,1051,3,1051,0.063348,52.6289635,53.5127827,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,136.518409272046
Arm-A,1000,279,18000,14278.4432881,57796.2175714066,0.206912368921621,58299.8290807817,292178,293229,1051,4,1051,0.102837,56.4129188,57.3489759,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,155.170671825479
Arm-A,1000,280,18000,14332.3618543,57796.6605349814,0.442963574831083,50622.1892599206,293229,294280,1051,3,1051,0.0933188,52.3809984,53.4565177,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,169.846866300503
Arm-A,1000,281,18000,14387.2479576,57796.8235020062,0.162967024771206,88103.2898732284,294280,295331,1051,5,1051,0.1405776,52.2015281,54.3617013,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,367.422817367137
Arm-A,1000,282,18000,14433.2308517,57804.9907243449,8.16722233869223,49983.1972426305,295331,296382,1051,3,1051,0.0800853,45.0726506,45.6399275,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,283,18000,14484.4097391,57805.0324662946,0.0417419497098308,78391.7182819091,296382,297433,1051,5,1051,0.0902963,50.2089293,51.158084,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,159.10189665677
Arm-A,1000,284,18000,14537.8673294,57805.074162621,0.0416963264287915,118763.916398173,297433,298484,1051,6,1051,0.2082889,51.9545181,53.1314532,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,369.938481827676
Arm-A,1000,285,18000,14594.6758209,57845.0655156083,39.9913529873302,67837.2413173005,298484,299535,1051,4,1051,0.0956623,55.6888686,56.5977772,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,369.938481827676
Arm-A,1000,286,18000,14650.1308729,57847.2195781984,2.15406259008887,77218.4658728038,299535,300586,1051,5,1051,0.1380175,53.9605698,55.0100947,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,151.533409272046
Arm-A,1000,287,18000,14705.3846363,57847.9199159408,0.700337742360716,77132.9800179032,300586,301637,1051,5,1051,0.1339433,53.7475761,54.6488031,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,288,18000,14760.0523916,57847.9899735479,0.0700576070739771,50028.2297424054,301637,302688,1051,3,1051,0.0647474,53.6536901,54.4618871,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,159.333409272046
Arm-A,1000,289,18000,14817.866595,57848.1732774029,0.183303855083068,57279.3234600372,302688,303739,1051,4,1051,0.1053266,56.4440989,57.3460117,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,290,18000,14869.527893,57848.2247980321,0.0515206291456707,230606.211585376,303739,304790,1051,5,1051,0.1289121,50.2219528,51.4302673,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,251.186343624812
Arm-A,1000,291,18000,14923.0054384,57851.9441149103,3.71931687822507,9797.55821740672,304790,305841,1051,1,1051,0.0375187,51.9123825,52.8526947,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,292,18000,14983.6303242,57851.994660351,0.0505454406738863,28954.6708720669,305841,306892,1051,2,1051,0.0571008,57.2067863,60.286683,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,293,18000,15040.2018531,57857.1737588807,5.17909852975572,78765.3202590613,306892,307943,1051,5,1051,0.1592845,54.9478846,55.9420983,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,157.383409272046
Arm-A,1000,294,18000,15095.7700951,57857.298695645,0.124936764252197,77397.4004918671,307943,308994,1051,5,1051,0.1228969,53.8455906,54.8277929,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,186.991607338393,152.610541406667
Arm-A,1000,295,18000,15152.5929364,57857.4453083022,0.146612657190417,58358.0589851935,308994,310045,1051,4,1051,0.1045852,55.2135283,56.2114243,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,296,18000,15208.8649123,57858.1585227713,0.713214469069499,88901.4298139985,310045,311096,1051,5,1051,0.116532,54.7218254,55.826235,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,371.306343624812
Arm-A,1000,297,18000,15265.1259006,57868.3151796454,10.15665687414,122108.914275979,311096,312147,1051,4,1051,0.0964467,54.7530714,55.688148,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,302.134475203772,371.306343624812
Arm-A,1000,298,18000,15323.0404894,57880.4798201321,12.1646404867206,58426.5952477226,312147,313198,1051,4,1051,0.1091534,56.4946653,57.5648512,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,299,18000,15371.4151373,57880.5023221384,0.0225020063153352,28954.6708720669,313198,314249,1051,2,1051,0.0529209,47.1183668,47.769843,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,182.014475203772
Arm-A,1000,300,18000,15422.9671303,57880.5023221384,0,65637.5088430897,314249,315300,1051,4,1051,0.0873921,50.5950134,51.5300171,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,254.111343624812
Arm-A,1000,301,18000,15481.2162765,57897.3983903004,16.8960681619428,58291.3558598257,315300,316351,1051,4,1051,0.1061649,56.9851411,57.9141851,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,154.670543580936
Arm-A,1000,302,18000,15537.853846,57897.8007948656,0.402404565254983,78063.6493476785,316351,317402,1051,5,1051,0.1263679,55.1463271,56.2010673,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,303,18000,15592.0668922,57897.9496897583,0.148894892714452,9797.55821740672,317402,318453,1051,1,1051,0.02987,52.7827523,53.5977665,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,304,18000,15647.5204313,57897.9496897583,0,49976.0829546109,318453,319504,1051,3,1051,0.0772302,54.3194901,55.3341049,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,159.381493349702
Arm-A,1000,305,18000,15704.2527269,57898.0088379992,0.0591482408126467,59224.2582100372,319504,320555,1051,4,1051,0.0904091,55.3715825,56.2366252,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,306,18000,15761.9203042,57898.5264482651,0.517610265917028,78368.8827755392,320555,321606,1051,5,1051,0.124122,56.1539027,57.2833486,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,307,18000,15817.4041842,57898.8319666791,0.305518414003018,49613.7064926305,321606,322657,1051,3,1051,0.0988375,53.9260095,54.9235062,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,308,18000,15872.5341604,57898.8433320931,0.0113654139859136,55243.9117224028,322657,323708,1051,3,1051,0.0684442,53.9644009,55.0372021,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,251.186343624812
Arm-A,1000,309,18000,15931.7876289,57900.1138200704,1.27048797729367,49927.9919570125,323708,324759,1051,3,1051,0.0827769,57.6346625,58.7543112,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,156.408409272046
Arm-A,1000,310,18000,15988.7419741,57900.6473610242,0.533540953831107,49657.2634926305,324759,325810,1051,3,1051,0.077125,55.6334899,56.502613,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,147.633409272046
Arm-A,1000,311,18000,16045.5126728,57900.6692091748,0.0218481506308308,49983.1972426305,325810,326861,1051,3,1051,0.1016116,55.7965609,56.6858789,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,312,18000,16099.8394028,57900.8996740091,0.230464834261511,29412.6012629652,326861,327912,1051,2,1051,0.0458823,52.9398748,53.8023746,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,194.676083884172,194.676083884172
Arm-A,1000,313,18000,16156.6602777,57900.9727439737,0.0730699645791901,58181.2851844499,327912,328963,1051,4,1051,0.1037115,55.5721741,56.4665791,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,314,18000,16211.3124327,57900.9765268199,0.00378284622274805,50124.6702749425,328963,330014,1051,3,1051,0.0690248,53.2539704,54.1988139,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,156.329131827162
Arm-A,1000,315,18000,16267.6830171,57900.97734475,0.000817930122138932,59252.7416099925,330014,331065,1051,4,1051,0.9965047,54.1425356,56.0246864,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,316,18000,16313.1073478,57901.0546162417,0.0772714916965924,88486.1914303647,331065,332116,1051,5,1051,0.1455815,44.6154224,45.3461505,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,251.186343624812
Arm-A,1000,317,18000,16365.8741911,57906.6235768901,5.56896064841567,29058.6171220669,332116,333167,1051,2,1051,0.0461951,51.8853387,52.7258542,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,184.939475203772
Arm-A,1000,318,18000,16419.4350964,57906.7010544348,0.0774775446479907,58234.2339377357,333167,334218,1051,4,1051,0.1644013,52.0522365,53.0809373,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,145.293409272046
Arm-A,1000,319,18000,16476.2488103,57906.7022603111,0.00120587634592084,64201.2870408308,334218,335269,1051,3,1051,0.0886551,55.4136167,56.357726,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,296.682409556538
Arm-A,1000,320,18000,16531.1610023,57910.0870471165,3.38478680541448,59095.5651804251,335269,336320,1051,4,1051,0.0966551,53.5905424,54.510505,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,184.939475203772,163.233409272046
Arm-A,1000,321,18000,16587.1891445,57911.4636096499,1.37656253332534,9797.55821740672,336320,337371,1051,1,1051,0.0325556,54.7019843,55.6525516,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,241.507481134483,241.507481134483
Arm-A,1000,322,18000,16641.4366667,57911.4636096499,0,78721.2664448348,337371,338422,1051,5,1051,0.149767,52.6890212,53.6130331,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,160.308409272046
Arm-A,1000,323,18000,16697.7703818,57912.0398136574,0.576204007513297,49450.3677426305,338422,339473,1051,3,1051,0.067293,55.4245287,56.2304591,0,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,136.518409272046
Arm-A,1000,324,18000,16753.1764601,57912.0424662613,0.00265260395826772,68668.1489748649,339473,340524,1051,4,1051,0.0979724,54.4239682,55.3277406,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,109.98,46.8,23.4,16.38,23.4,241.507481134483,190.789475203772,259.961343624812
Arm-A,1000,325,18000,16809.9090243,57921.868861657,9.82639539572119,78338.9164727942,340524,341575,1051,5,1051,0.1244186,54.9577128,55.9865285,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,237.607481134483,178.114475203772,156.408409272046
Arm-A,1000,326,18000,16866.3410095,57924.134034838,2.26517318096739,59918.3299283078,341575,342626,1051,4,1051,0.114564,55.0261174,55.9462954,1,,,FIXED_5H_BUDGET_TRAINING,NOT_CONVERGENCE_CERTIFICATE,113.88,46.8,27.3,16.38,23.4,241.507481134483,182.014475203772,136.518409272046
