stage,site,path_count,saa_mean_start_inventory_kg,dro_mean_start_inventory_kg,delta_dro_minus_saa_mean_start_inventory_kg,saa_mean_end_inventory_kg,dro_mean_end_inventory_kg,delta_dro_minus_saa_mean_end_inventory_kg,saa_mean_production_kg,dro_mean_production_kg,delta_dro_minus_saa_mean_production_kg,saa_mean_normal_served_kg,dro_mean_normal_served_kg,delta_dro_minus_saa_mean_normal_served_kg,saa_mean_normal_shortage_kg,dro_mean_normal_shortage_kg,delta_dro_minus_saa_mean_normal_shortage_kg,saa_mean_htt_inflow_kg,dro_mean_htt_inflow_kg,delta_dro_minus_saa_mean_htt_inflow_kg,saa_mean_htt_outflow_kg,dro_mean_htt_outflow_kg,delta_dro_minus_saa_mean_htt_outflow_kg,saa_mean_net_htt_inflow_kg,dro_mean_net_htt_inflow_kg,delta_dro_minus_saa_mean_net_htt_inflow_kg,saa_mean_total_htt_flow_kg,dro_mean_total_htt_flow_kg,delta_dro_minus_saa_mean_total_htt_flow_kg,saa_tank_binding_rate,dro_tank_binding_rate,delta_dro_minus_saa_tank_binding_rate,saa_electrolyzer_binding_rate,dro_electrolyzer_binding_rate,delta_dro_minus_saa_electrolyzer_binding_rate,saa_htt_binding_rate,dro_htt_binding_rate,delta_dro_minus_saa_htt_binding_rate
3,3,1023,41.572238585503,41.0083163752437,-0.5639222102593,32.2336328707985,29.6752461871505,-2.558386683648,11.9664905646778,13.9288970008121,1.9624064361343,8.05582800985817,8.05396420128981,-0.0018638085683591,0.302836268576548,0.304700077144912,0.00186380856836399,0.0553482975720277,0.006718487218002,-0.0486298103540257,13.304616567096,17.2147214748333,3.9101049077373,-13.249268269524,-17.2080029876153,-3.9587347180913,17.0874922852984,26.755086777253,9.6675944919546,0,0,0,0.76930596285435,0.991202346041056,0.221896383186706,0,0,0
3,4,1023,55.492635649694,55.5223279971755,0.0296923474815003,62.1872579082937,61.2910980356589,-0.896159872634804,17.4067432452461,17.4127565982406,0.00601335299449701,12.0245104810801,12.0245104810801,0,0.454915018200373,0.454915018200373,0,1.3147501499833,0.634390529622663,-0.680359620360637,0.0023606555493066,0.253866608299428,0.251505952750121,1.31238949443399,0.380523921323235,-0.931865573110755,17.0874922852984,26.755086777253,9.6675944919546,0,0,0,0.991202346041056,0.992179863147605,0.000977517106549031,0,0,0
4,1,1023,136.785592758821,148.184407346277,11.398814587456,166.076040780902,186.271613756093,20.195572975191,27.5588127851473,28.5657162006832,1.0069034155359,6.49161792797954,6.45823778219438,-0.0333801457851601,0.221131687995902,0.254511833781059,0.033380145785157,8.28672987362293,16.031466800693,7.74473692707007,0.0634767087105867,0.0517388093656592,-0.0117378993449275,8.22325316491234,15.9797279913273,7.75647482641496,9.80916797550431,18.1375717102795,8.32840373477519,0,0,0,0.691104594330401,0.801564027370479,0.110459433040078,0,0,0
4,2,1023,82.327747756153,79.150995677767,-3.176752078386,77.9852216967435,75.8934145528038,-2.09180714393969,1.32430254196863,7.72544148056896,6.40113893860033,3.22034207027193,3.20850257736652,-0.01183949290541,0.110501933783841,0.122341426689253,0.011839492905412,0.0304672579790709,0.0480838445597137,0.0176165865806428,2.47695378908538,7.82260387272547,5.34565008364009,-2.44648653110631,-7.77452002816576,-5.32803349705945,9.80916797550431,18.1375717102795,8.32840373477519,0,0,0,0.0342130987292278,0.15347018572825,0.119257086999022,0,0,0
4,3,1023,32.2336328707985,29.6752461871505,-2.558386683648,21.5517330762724,20.4972747883858,-1.0544582878866,1.11058128629073,5.49826771859739,4.38768643230666,4.70611216956861,4.68661659197754,-0.0194955775910701,0.159206900085817,0.178702477676881,0.019495577591064,0.160055900345818,0.04539161915372,-0.114664281192098,7.24642481159403,10.0350141445382,2.78858933294417,-7.08636891124821,-9.98962252538452,-2.90325361413631,9.80916797550431,18.1375717102795,8.32840373477519,0,0,0,0.0518084066471163,0.207233626588465,0.155425219941349,0,0,0
4,4,1023,62.1872579082937,61.2910980356589,-0.896159872634804,71.2920615848246,73.8737508442893,2.58168925946471,11.1312907427588,14.1220172972966,2.9907265545378,3.33608934367023,3.32377905088916,-0.0123102927810699,0.127206358737734,0.139516651518805,0.012310292781071,1.3319149435565,2.01262944587306,0.68071450231656,0.0223126661143145,0.228214883650112,0.205902217535797,1.30960227744218,1.78441456222294,0.47481228478076,9.80916797550431,18.1375717102795,8.32840373477519,0,0,0,0.349951124144673,0.790811339198436,0.440860215053763,0,0,0
5,1,1023,166.076040780902,186.271613756093,20.195572975191,177.407374721839,197.618221566711,20.210846844872,12.8776392929597,13.3051726874326,0.427533394472901,1.95197326752135,1.92725375407229,-0.0247195134490599,0.0250252983015558,0.04974481175061,0.0247195134490542,0.466986961289651,0.0390005124877486,-0.427986448801902,0.0613190457905907,0.0703116352305957,0.00899258944000501,0.40566791549906,-0.0313111227428471,-0.436979038241907,0.701995542706769,0.434183377331786,-0.267812165374983,0,0,0,0.313782991202346,0.341153470185728,0.027370478983382,0,0,0
5,2,1023,77.9852216967435,75.8934145528038,-2.09180714393969,78.0099010924057,78.9452106276149,0.9353095352092,2.28207467156833,5.52779314713835,3.24571847557002,2.21976863793587,2.1812231714055,-0.0385454665303699,0.029795729440559,0.0683411959709295,0.0385454665303705,0.0568098071454203,0.0172864078675825,-0.0395233992778378,0.0944364451156619,0.312060308789419,0.217623863673757,-0.0376266379702416,-0.294773900921837,-0.257147262951595,0.701995542706769,0.434183377331786,-0.267812165374983,0,0,0,0.0156402737047898,0.0977517106549365,0.0821114369501467,0,0,0
5,3,1023,21.5517330762724,20.4972747883858,-1.0544582878866,21.2663682343397,22.7857669561177,1.519398721778,0.829493348061922,2.9309375332862,2.10144418522428,0.605274536195346,0.595255095064655,-0.010019441130691,0.0070321371133484,0.0170515782440396,0.0100194411306912,0.0306309325263062,0.0046211628220782,-0.026009769704228,0.540214586325621,0.0518114333117708,-0.48840315301385,-0.509583653799315,-0.0471902704896926,0.462393383309622,0.701995542706769,0.434183377331786,-0.267812165374983,0,0,0,0.0117302052785924,0.0557184750733138,0.0439882697947214,0,0,0
5,4,1023,71.2920615848246,73.8737508442893,2.58168925946471,75.0949802557337,79.6479183433576,4.5529380876239,4.74622777873535,6.47466577606608,1.72843799733073,1.0848514840968,1.07377357115222,-0.0110779129445799,0.0225651232272874,0.0336430361718711,0.0110779129445837,0.147567841745392,0.373275294154377,0.225707452408985,0.0060254654748953,0,-0.0060254654748953,0.141542376270497,0.373275294154377,0.23173291788388,0.701995542706769,0.434183377331786,-0.267812165374983,0.0009775171065493,0,-0.0009775171065493,0.172043010752688,0.335288367546432,0.163245356793744,0,0,0
6,1,1023,177.407374721839,197.618221566711,20.210846844872,177.386860371229,197.446836680993,20.059976309764,0.952507731307482,1.21287556611737,0.260367834809888,1.39847094833189,1.39700657787746,-0.00146437045442993,0.0154675058144838,0.0169318762689095,0.0014643704544257,0.456340492482912,0.0640354846079154,-0.392305007874997,0.030891626068544,0.0512893585655523,0.0203977324970083,0.425448866414368,0.0127461260423631,-0.412702740372005,0.552883494984824,0.337034842204031,-0.215848652780793,0,0,0,0.002932551319648,0.002932551319648,0,0,0,0
6,2,1023,78.0099010924057,78.9452106276149,0.9353095352092,77.0768609193041,78.006746446492,0.929885527187906,0.0700445264020384,0.0686579621207385,-0.00138656428129989,0.85051881265065,0.85051881265065,0,0.0119791382063472,0.0119791382063472,0,0.0529450746878535,0.0141109887393842,-0.0388340859484693,0.20551096154082,0.170714319332385,-0.034796642208435,-0.152565886852967,-0.156603330593001,-0.00403744374003401,0.552883494984824,0.337034842204031,-0.215848652780793,0,0,0,0.002932551319648,0.002932551319648,0,0,0,0
6,3,1023,21.2663682343397,22.7857669561177,1.519398721778,20.63234370672,22.2556982512278,1.6233545445078,0.0648473648693564,0.0472082366995167,-0.0176391281698397,0.499177202376876,0.492244185677197,-0.006933016699679,0,0.0069330166996788,0.0069330166996788,0.0062411917537981,0.0263691828070635,0.0201279910532654,0.205935881865902,0.111401938719228,-0.094533943146674,-0.199694690112104,-0.0850327559121643,0.11466193419994,0.552883494984824,0.337034842204031,-0.215848652780793,0,0,0,0.002932551319648,0.002932551319648,0,0,0,0
6,4,1023,75.0949802557337,79.6479183433576,4.5529380876239,74.3632718949592,79.6723014447613,5.3090295498021,0.0602481041977039,0.512475476795175,0.452227372597471,0.718768175522856,0.716982335854268,-0.00178583966858803,0.0101234954298994,0.0119093350984876,0.0017858396685882,0.0373567360602602,0.232519186049667,0.195162449989407,0.110545025509558,0.0036292255868652,-0.106915799922693,-0.0731882894492976,0.228889960462802,0.3020782499121,0.552883494984824,0.337034842204031,-0.215848652780793,0.0009775171065493,0,-0.0009775171065493,0.002932551319648,0.0087976539589442,0.0058651026392962,0,0,0
7,1,1023,177.386860371229,197.446836680993,20.059976309764,177.386860371229,197.446836680993,20.059976309764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1023,77.0768609193041,78.006746446492,0.929885527187906,77.0768609193041,78.006746446492,0.929885527187906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1023,20.63234370672,22.2556982512278,1.6233545445078,20.63234370672,22.2556982512278,1.6233545445078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,1023,74.3632718949592,79.6723014447613,5.3090295498021,74.3632718949592,79.6723014447613,5.3090295498021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009775171065493,0,-0.0009775171065493,0,0,0,0,0,0
8,1,1023,177.386860371229,197.446836680993,20.059976309764,177.386860371229,197.446836680993,20.059976309764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1023,77.0768609193041,78.006746446492,0.929885527187906,77.0768609193041,78.006746446492,0.929885527187906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,1023,20.63234370672,22.2556982512278,1.6233545445078,20.63234370672,22.2556982512278,1.6233545445078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,1023,74.3632718949592,79.6723014447613,5.3090295498021,74.3632718949592,79.6723014447613,5.3090295498021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009775171065493,0,-0.0009775171065493,0,0,0,0,0,0
