method,path_id,state_id,terminal_state_k,terminal_stage,terminal_loh_total_target_kg,actual_terminal_total_inventory_kg,preserved_ordinary_service_total_kg,initial_total_inventory_kg,total_storage_capacity_kg,max_feasible_terminal_total_inventory_kg,min_feasible_station_gap_kg,system_total_capacity_gap_kg,capacity_gap_share_of_target,system_total_sufficient,station_targets_feasible,max_total_status,min_gap_status,solve_pass,max_lp_residual,step05b4_dro_reproduction_residual,completed_backward_iterations
saa,405,17,191,6,562.147123803289,435.648409272047,144,166.638409272046,750,473.088409272046,89.058714531243,89.058714531243,0.158425989852448,0,0,OPTIMAL,OPTIMAL,1,1.95399252334028e-14,NaN,1112
saa,421,17,191,5,562.147123803289,405.267093140661,121.731316131384,166.638409272046,750,405.267093140662,156.880030662627,156.880030662627,0.279072904618336,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,463,18,199,6,546.327360008728,435.648409272047,144,166.638409272046,750,473.088409272046,73.2389507366817,73.2389507366817,0.134056897197152,0,0,OPTIMAL,OPTIMAL,1,1.95399252334028e-14,NaN,1112
saa,464,19,207,4,511.414777841421,371.715101509697,65.1933077623492,166.638409272046,750,371.715101509697,139.699676331723,139.699676331723,0.273163159111999,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,505,16,183,6,571.966287537845,551.895101509696,65.1933077623492,166.638409272046,750,551.895101509697,20.0711860281474,20.0711860281474,0.0350915542846909,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,587,18,199,7,546.327360008728,622.057067374429,80.5934363617169,166.638409272046,750,626.584972910329,0,0,0,1,1,OPTIMAL,OPTIMAL,1,4.61852778244065e-14,NaN,1112
saa,654,18,199,4,546.327360008728,421.508280672678,15.4001285993677,166.638409272046,750,421.508280672679,124.819079336049,124.819079336049,0.228469391198082,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,674,17,191,5,562.147123803289,405.267093140663,121.731316131384,166.638409272046,750,405.267093140662,156.880030662627,156.880030662627,0.279072904618336,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,699,16,183,5,571.966287537845,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,60.368006865166,60.368006865166,0.105544694120056,0,0,OPTIMAL,OPTIMAL,1,2.1316282072803e-14,NaN,1112
saa,719,16,183,7,571.966287537845,566.857344903265,140.321064368781,166.638409272046,750,566.857344903266,5.10894263457899,5.10894263457897,0.00893224434008434,0,0,OPTIMAL,OPTIMAL,1,4.61852778244065e-14,NaN,1112
saa,770,17,191,5,562.147123803289,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,50.5488431306107,50.5488431306107,0.0899210206549045,0,0,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,787,18,199,5,546.327360008728,461.805101509698,65.1933077623492,166.638409272046,750,461.805101509697,84.5222584990309,84.5222584990308,0.154709913297552,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,844,18,199,5,546.327360008728,511.598280672678,15.4001285993677,166.638409272046,750,511.598280672679,34.7290793360494,34.7290793360494,0.0635682593957853,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,908,16,183,5,571.966287537845,405.267093140661,121.731316131384,166.638409272046,750,405.267093140662,166.699194397182,166.699194397182,0.291449335440339,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,928,17,191,6,562.147123803289,412.486898178666,144,166.638409272046,750,473.088409272046,89.058714531243,89.0587145312431,0.158425989852449,0,0,OPTIMAL,OPTIMAL,1,1.95399252334028e-14,NaN,1112
saa,942,17,191,5,562.147123803289,461.805101509698,65.1933077623492,166.638409272046,750,461.805101509697,100.342022293592,100.342022293592,0.178497795407568,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,955,17,191,6,562.147123803289,551.895101509698,65.1933077623492,166.638409272046,750,551.895101509697,10.2520222935921,10.2520222935922,0.0182372582896638,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,977,18,199,5,546.327360008728,461.805101509698,65.1933077623492,166.638409272046,750,461.805101509697,84.5222584990309,84.5222584990308,0.154709913297552,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,981,18,199,4,546.327360008728,421.508280672679,15.4001285993677,166.638409272046,750,421.508280672679,124.819079336049,124.819079336049,0.228469391198082,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,983,17,191,6,562.147123803289,551.895101509697,65.1933077623492,166.638409272046,750,551.895101509697,10.2520222935921,10.2520222935922,0.0182372582896638,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,1115,19,207,5,511.414777841421,405.267093140662,121.731316131384,166.638409272046,750,405.267093140662,106.147684700758,106.147684700758,0.207556936756475,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,1136,17,191,6,562.147123803289,601.688280672678,15.4001285993677,166.638409272046,750,601.688280672679,0,0,0,1,1,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,1153,18,199,6,546.327360008728,495.357093140662,121.731316131384,166.638409272046,750,495.357093140662,50.9702668680659,50.9702668680658,0.0932962004085819,0,0,OPTIMAL,OPTIMAL,1,1.95399252334028e-14,NaN,1112
saa,1173,17,191,6,562.147123803289,495.357093140662,121.731316131384,166.638409272046,750,495.357093140662,66.7900306626271,66.7900306626272,0.118812367500432,0,0,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,1195,17,191,5,562.147123803289,461.805101509698,65.1933077623492,166.638409272046,750,461.805101509697,100.342022293592,100.342022293592,0.178497795407568,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,1283,18,199,5,546.327360008728,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,34.7290793360494,34.7290793360494,0.0635682593957853,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,1400,17,191,6,562.147123803289,426.212440506441,144,166.638409272046,750,473.088409272046,89.058714531243,89.0587145312431,0.158425989852449,0,0,OPTIMAL,OPTIMAL,1,1.95399252334028e-14,NaN,1112
saa,1419,16,183,5,571.966287537845,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,60.368006865166,60.368006865166,0.105544694120056,0,0,OPTIMAL,OPTIMAL,1,2.1316282072803e-14,NaN,1112
saa,1451,18,199,6,546.327360008728,495.357093140662,121.731316131384,166.638409272046,750,495.357093140662,50.9702668680659,50.9702668680658,0.093296200408582,0,0,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,1529,19,207,6,511.414777841421,551.895101509697,65.1933077623492,166.638409272046,750,551.895101509697,0,0,0,1,1,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,1534,17,191,5,562.147123803289,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,50.5488431306107,50.5488431306107,0.0899210206549045,0,0,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,1543,18,199,5,546.327360008728,405.267093140662,121.731316131384,166.638409272046,750,405.267093140662,141.060266868066,141.060266868066,0.258197332210879,0,0,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,1708,16,183,4,571.966287537845,371.715101509697,65.1933077623492,166.638409272046,750,371.715101509697,200.251186028147,200.251186028147,0.350110120808296,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,1727,17,191,6,562.147123803289,551.895101509697,65.1933077623492,166.638409272046,750,551.895101509697,10.2520222935921,10.2520222935922,0.0182372582896638,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,1734,19,207,5,511.414777841421,461.805101509697,65.1933077623492,166.638409272046,750,461.805101509697,49.6096763317234,49.6096763317234,0.0970047767119986,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,1793,18,199,4,546.327360008728,421.508280672679,15.4001285993677,166.638409272046,750,421.508280672679,124.819079336049,124.819079336049,0.228469391198082,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,1803,18,199,6,546.327360008728,601.688280672678,15.4001285993677,166.638409272046,750,601.688280672679,0,0,0,1,1,OPTIMAL,OPTIMAL,1,2.1316282072803e-14,NaN,1112
saa,1832,16,183,6,571.966287537845,551.895101509698,65.1933077623492,166.638409272046,750,551.895101509697,20.0711860281474,20.0711860281474,0.0350915542846909,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,1888,17,191,7,562.147123803289,617.381724259035,89.7966850130114,166.638409272046,750,617.381724259035,0,0,0,1,1,OPTIMAL,OPTIMAL,1,3.44169137633799e-14,NaN,1112
saa,1919,19,207,7,511.414777841421,617.381724259035,89.7966850130114,166.638409272046,750,617.381724259035,0,0,0,1,1,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,1931,16,183,4,571.966287537845,421.508280672678,15.4001285993677,166.638409272046,750,421.508280672679,150.458006865166,150.458006865166,0.263053977381859,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,1989,17,191,6,562.147123803289,601.688280672679,15.4001285993677,166.638409272046,750,601.688280672679,0,0,0,1,1,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2005,19,207,5,511.414777841421,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,0,0,0,1,1,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2078,17,191,6,562.147123803289,551.895101509697,65.1933077623492,166.638409272046,750,551.895101509697,10.2520222935921,10.2520222935922,0.0182372582896638,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,2114,18,199,6,546.327360008728,579.419596804062,37.6688124679836,166.638409272046,750,579.419596804063,0,0,0,1,1,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,2124,16,183,7,571.966287537845,616.062679582985,91.1157296890612,166.638409272046,750,616.062679582985,0,0,0,1,1,OPTIMAL,OPTIMAL,1,5.01820807130571e-14,NaN,1112
saa,2134,19,207,6,511.414777841421,551.895101509697,65.1933077623492,166.638409272046,750,551.895101509697,0,0,0,1,1,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,2157,18,199,5,546.327360008728,461.805101509697,65.1933077623492,166.638409272046,750,461.805101509697,84.5222584990309,84.5222584990308,0.154709913297552,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2329,17,191,5,562.147123803289,380.091443908838,121.731316131384,166.638409272046,750,405.267093140662,156.880030662627,156.880030662627,0.279072904618336,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2352,17,191,5,562.147123803289,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,50.5488431306107,50.5488431306107,0.0899210206549044,0,0,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,2372,17,191,4,562.147123803289,421.508280672679,15.4001285993677,166.638409272046,750,421.508280672679,140.638843130611,140.638843130611,0.250181557772808,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2401,16,183,7,571.966287537845,618.418847555863,80.5934363617169,166.638409272046,750,626.584972910329,0,0,0,1,1,OPTIMAL,OPTIMAL,1,4.61852778244065e-14,NaN,1112
saa,2470,17,191,6,562.147123803289,601.688280672678,15.4001285993677,166.638409272046,750,601.688280672679,0,0,0,1,1,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2482,16,183,6,571.966287537845,551.895101509698,65.1933077623492,166.638409272046,750,551.895101509697,20.0711860281474,20.0711860281474,0.0350915542846909,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,2589,19,207,5,511.414777841421,461.805101509697,65.1933077623492,166.638409272046,750,461.805101509697,49.6096763317234,49.6096763317234,0.0970047767119988,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2605,17,191,6,562.147123803289,495.357093140663,121.731316131384,166.638409272046,750,495.357093140662,66.7900306626271,66.7900306626272,0.118812367500432,0,0,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,2668,19,207,4,511.414777841421,371.715101509697,65.1933077623492,166.638409272046,750,371.715101509697,139.699676331723,139.699676331723,0.273163159111999,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2674,19,207,6,511.414777841421,586.288152073311,30.8002571987355,166.638409272046,750,586.288152073311,0,0,0,1,1,OPTIMAL,OPTIMAL,1,1.24344978758018e-14,NaN,1112
saa,2685,16,183,5,571.966287537845,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,60.368006865166,60.368006865166,0.105544694120056,0,0,OPTIMAL,OPTIMAL,1,2.1316282072803e-14,NaN,1112
saa,2735,17,191,5,562.147123803289,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,50.5488431306107,50.5488431306107,0.0899210206549045,0,0,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,2741,16,183,4,571.966287537845,421.508280672679,15.4001285993677,166.638409272046,750,421.508280672679,150.458006865166,150.458006865166,0.263053977381859,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2768,16,183,5,571.966287537845,405.267093140662,121.731316131384,166.638409272046,750,405.267093140662,166.699194397182,166.699194397182,0.291449335440339,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2770,19,207,6,511.414777841421,435.648409272047,144,166.638409272046,750,473.088409272046,38.3263685693743,38.3263685693743,0.0749418480458118,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,2816,17,191,5,562.147123803289,461.805101509698,65.1933077623492,166.638409272046,750,461.805101509697,100.342022293592,100.342022293592,0.178497795407568,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2818,16,183,5,571.966287537845,511.598280672678,15.4001285993677,166.638409272046,750,511.598280672679,60.368006865166,60.368006865166,0.105544694120056,0,0,OPTIMAL,OPTIMAL,1,2.1316282072803e-14,NaN,1112
saa,2844,19,207,4,511.414777841421,371.715101509697,65.1933077623492,166.638409272046,750,371.715101509697,139.699676331723,139.699676331723,0.273163159111999,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2859,18,199,4,546.327360008728,421.508280672679,15.4001285993677,166.638409272046,750,421.508280672679,124.819079336049,124.819079336049,0.228469391198082,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,2964,16,183,4,571.966287537845,421.508280672679,15.4001285993677,166.638409272046,750,421.508280672679,150.458006865166,150.458006865166,0.263053977381859,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,3003,16,183,5,571.966287537845,461.805101509698,65.1933077623492,166.638409272046,750,461.805101509697,110.161186028147,110.161186028147,0.192600837546493,0,0,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,3026,16,183,6,571.966287537845,551.895101509696,65.1933077623492,166.638409272046,750,551.895101509697,20.0711860281474,20.0711860281474,0.0350915542846909,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,3069,18,199,5,546.327360008728,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,34.7290793360494,34.7290793360494,0.0635682593957853,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,3085,16,183,5,571.966287537845,511.598280672678,15.4001285993677,166.638409272046,750,511.598280672679,60.368006865166,60.368006865166,0.105544694120056,0,0,OPTIMAL,OPTIMAL,1,2.1316282072803e-14,NaN,1112
saa,3089,16,183,6,571.966287537845,495.357093140662,121.731316131384,166.638409272046,750,495.357093140662,76.6091943971824,76.6091943971824,0.133940052178536,0,0,OPTIMAL,OPTIMAL,1,1.95399252334028e-14,NaN,1112
saa,3103,16,183,6,571.966287537845,551.895101509697,65.1933077623492,166.638409272046,750,551.895101509697,20.0711860281474,20.0711860281474,0.0350915542846909,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,3306,19,207,6,511.414777841421,583.381203122857,33.7072061491884,166.638409272046,750,583.381203122858,0,0,0,1,1,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,3307,19,207,5,511.414777841421,461.805101509698,65.1933077623492,166.638409272046,750,461.805101509697,49.6096763317234,49.6096763317234,0.0970047767119988,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,3318,17,191,4,562.147123803289,371.715101509697,65.1933077623492,166.638409272046,750,371.715101509697,190.432022293592,190.432022293592,0.338758332525472,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,3320,16,183,5,571.966287537845,461.805101509698,65.1933077623492,166.638409272046,750,461.805101509697,110.161186028147,110.161186028147,0.192600837546494,0,0,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,3329,19,207,5,511.414777841421,461.805101509698,65.1933077623492,166.638409272046,750,461.805101509697,49.6096763317234,49.6096763317234,0.0970047767119988,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,3440,17,191,5,562.147123803289,405.267093140662,121.731316131384,166.638409272046,750,405.267093140662,156.880030662627,156.880030662627,0.279072904618336,0,0,OPTIMAL,OPTIMAL,1,1.59872115546023e-14,NaN,1112
saa,3556,19,207,6,511.414777841421,591.753831828597,25.3345774434502,166.638409272046,750,591.753831828596,0,0,0,1,1,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,3568,16,183,6,571.966287537845,495.357093140662,121.731316131384,166.638409272046,750,495.357093140662,76.6091943971824,76.6091943971824,0.133940052178536,0,0,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,3671,17,191,5,562.147123803289,461.805101509697,65.1933077623492,166.638409272046,750,461.805101509697,100.342022293592,100.342022293592,0.178497795407568,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,3684,16,183,5,571.966287537845,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,60.368006865166,60.368006865166,0.105544694120056,0,0,OPTIMAL,OPTIMAL,1,2.1316282072803e-14,NaN,1112
saa,3685,18,199,5,546.327360008728,461.805101509697,65.1933077623492,166.638409272046,750,461.805101509697,84.5222584990309,84.5222584990308,0.154709913297552,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,3755,19,207,5,511.414777841421,443.734227479426,83.2641817926198,166.638409272046,750,443.734227479426,67.680550361994,67.6805503619941,0.132339840955829,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,3768,16,183,5,571.966287537845,461.805101509698,65.1933077623492,166.638409272046,750,461.805101509697,110.161186028147,110.161186028147,0.192600837546494,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,3827,17,191,5,562.147123803289,461.805101509698,65.1933077623492,166.638409272046,750,461.805101509697,100.342022293592,100.342022293592,0.178497795407568,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,3832,17,191,6,562.147123803289,601.688280672678,15.4001285993677,166.638409272046,750,601.688280672679,0,0,0,1,1,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,3871,18,199,5,546.327360008728,396.165426648565,121.731316131384,166.638409272046,750,405.267093140662,141.060266868066,141.060266868066,0.258197332210879,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,3921,18,199,5,546.327360008728,461.699072542757,65.2993367292891,166.638409272046,750,461.699072542757,84.6282874659708,84.6282874659707,0.154903989184468,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,3945,16,183,7,571.966287537845,618.418847555863,88.7595617161836,166.638409272046,750,618.418847555863,0,0,0,1,1,OPTIMAL,OPTIMAL,1,3.37507799486048e-14,NaN,1112
saa,3956,17,191,5,562.147123803289,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,50.5488431306107,50.5488431306107,0.0899210206549045,0,0,OPTIMAL,OPTIMAL,1,2.8421709430404e-14,NaN,1112
saa,3971,17,191,7,562.147123803289,562.42866539984,144.749743872206,166.638409272046,750,562.42866539984,0,0,0,1,1,OPTIMAL,OPTIMAL,1,2.1316282072803e-14,NaN,1112
saa,3982,19,207,7,511.414777841421,556.54534625726,102.862120230333,166.638409272046,750,604.316289041714,0,0,0,1,1,OPTIMAL,OPTIMAL,1,4.61852778244065e-14,NaN,1112
saa,3983,16,183,5,571.966287537845,511.598280672678,15.4001285993677,166.638409272046,750,511.598280672679,60.368006865166,60.368006865166,0.105544694120056,0,0,OPTIMAL,OPTIMAL,1,2.1316282072803e-14,NaN,1112
saa,4011,16,183,7,571.966287537845,616.660172162723,65.1933077623492,166.638409272046,750,641.985101509697,0,0,0,1,1,OPTIMAL,OPTIMAL,1,4.61852778244065e-14,NaN,1112
saa,4172,17,191,6,562.147123803289,551.895101509697,65.1933077623492,166.638409272046,750,551.895101509697,10.2520222935921,10.2520222935922,0.0182372582896638,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,4173,18,199,5,546.327360008728,511.598280672678,15.4001285993677,166.638409272046,750,511.598280672679,34.7290793360494,34.7290793360494,0.0635682593957853,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,4175,17,191,6,562.147123803289,495.357093140663,121.731316131384,166.638409272046,750,495.357093140662,66.7900306626271,66.7900306626271,0.118812367500432,0,0,OPTIMAL,OPTIMAL,1,1.95399252334028e-14,NaN,1112
saa,4181,16,183,6,571.966287537845,551.895101509696,65.1933077623492,166.638409272046,750,551.895101509697,20.0711860281474,20.0711860281474,0.0350915542846909,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,4294,16,183,5,571.966287537845,511.598280672679,15.4001285993677,166.638409272046,750,511.598280672679,60.368006865166,60.368006865166,0.105544694120056,0,0,OPTIMAL,OPTIMAL,1,2.1316282072803e-14,NaN,1112
saa,4312,16,183,6,571.966287537845,551.895101509696,65.1933077623492,166.638409272046,750,551.895101509697,20.0711860281474,20.0711860281474,0.0350915542846909,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,4318,16,183,5,571.966287537845,511.598280672678,15.4001285993677,166.638409272046,750,511.598280672679,60.368006865166,60.368006865166,0.105544694120056,0,0,OPTIMAL,OPTIMAL,1,2.1316282072803e-14,NaN,1112
saa,4329,16,183,6,571.966287537845,601.688280672678,15.4001285993677,166.638409272046,750,601.688280672679,0,0,0,1,1,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,4390,18,199,4,546.327360008728,421.508280672679,15.4001285993677,166.638409272046,750,421.508280672679,124.819079336049,124.819079336049,0.228469391198082,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,4440,16,183,5,571.966287537845,405.267093140662,121.731316131384,166.638409272046,750,405.267093140662,166.699194397182,166.699194397182,0.291449335440339,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,4447,17,191,4,562.147123803289,421.508280672679,15.4001285993677,166.638409272046,750,421.508280672679,140.638843130611,140.638843130611,0.250181557772808,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,4594,16,183,6,571.966287537845,577.366018807428,34.7955653269139,166.638409272046,750,582.292843945132,0,0,0,1,1,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,4615,17,191,6,562.147123803289,601.688280672679,15.4001285993677,166.638409272046,750,601.688280672679,0,0,0,1,1,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,4658,17,191,6,562.147123803289,551.895101509698,65.1933077623492,166.638409272046,750,551.895101509697,10.2520222935921,10.2520222935922,0.0182372582896638,0,0,OPTIMAL,OPTIMAL,1,2.30926389122033e-14,NaN,1112
saa,4737,16,183,5,571.966287537845,461.805101509697,65.1933077623492,166.638409272046,750,461.805101509697,110.161186028147,110.161186028147,0.192600837546494,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
saa,4773,18,199,6,546.327360008728,495.357093140663,121.731316131384,166.638409272046,750,495.357093140662,50.9702668680659,50.9702668680658,0.0932962004085819,0,0,OPTIMAL,OPTIMAL,1,1.95399252334028e-14,NaN,1112
saa,4782,16,183,5,571.966287537845,461.805101509697,65.1933077623492,166.638409272046,750,461.805101509697,110.161186028147,110.161186028147,0.192600837546494,0,0,OPTIMAL,OPTIMAL,1,1.4210854715202e-14,NaN,1112
