method,state,stage,site,OOS_count,active_path_share,terminal_event_path_share,mean_start_inventory_kg,mean_end_inventory_kg,median_end_inventory_kg,mean_production_kg,mean_prod_utilization,mean_storage_utilization,mean_normal_served_kg,mean_normal_shortage_kg,mean_htt_inflow_kg,mean_htt_outflow_kg,mean_net_htt_inflow_kg,mean_terminal_target_kg,mean_terminal_gap_kg
saa,12,2,1,117,1,0,88.0243810123712,112.355193224446,103.034672143041,35.1,1,0.374517310748155,17.1706913413074,2.91901752802226,6.40150355338256,0,6.40150355338256,0,0
saa,12,2,2,117,1,0,67.882050982103,79.2245229796998,79.0273925970099,23.4,1,0.396122614898499,10.4740669958062,1.78059138928705,0,1.58346100659715,-1.58346100659715,0,0
saa,12,2,3,117,1,0,37.7163366656137,40.2293838115467,44.6638605818422,14.04,1,0.402293838115467,6.06194537074482,1.03053071302662,0,5.46500748332214,-5.46500748332214,0,0
saa,12,2,4,117,1,0,47.7055120125908,57.0509078681129,54.8991761878037,17.55,1,0.380339385787419,8.85156908101462,1.50476674377248,0.646964936536723,0,0.646964936536723,0,0
saa,12,3,1,117,0.991452991452991,0.00854700854700855,112.355193224446,152.94201091981,150.166848704467,34.6655463962865,0.996136390697888,0.509806703066033,14.8059418201599,6.66267381907194,20.8703077407354,0.143094621498318,20.7272131192371,1.72977670727445,0.701173984871618
saa,12,3,2,117,0.991452991452991,0.00854700854700855,79.2245229796998,84.434402120079,82.3348895017175,22.0101754212524,0.948714457812605,0.422172010600395,9.49195731804424,4.27138079311991,0,7.3083389628289,-7.3083389628289,0.279748254545734,0
saa,12,3,3,117,0.991452991452991,0.00854700854700855,40.2293838115467,30.5264833033147,25.8532603940641,13.2166387531016,0.949471174791782,0.305264833033147,5.76037290680055,2.59216780806025,0.0229897232607445,17.1821560777938,-17.159166354533,0.139874127272868,0
saa,12,3,4,117,0.991452991452991,0.00854700854700855,57.0509078681129,69.5910048503638,60.8923023316428,17.4,1,0.463940032335758,8.60019521587398,3.87008784714329,3.74029219812485,0,3.74029219812485,0.634096043636997,0.12942812970773
saa,12,4,1,116,0.844827586206897,0.155172413793103,153.223006543937,188.811111673373,192.564711016576,28.9008586376683,0.9746205017645,0.629370372244577,4.0929669945253,2.78090945587509,11.4094765536913,0.629263067397854,10.7802134862934,31.404394357931,5.07449486479967
saa,12,4,2,116,0.844827586206897,0.155172413793103,84.5167640102944,87.5025839512301,81.835592689585,10.216209022853,0.516780152909014,0.437512919756151,2.05343756693082,1.35735703576783,0.725660064507698,5.90261157949416,-5.17695151498647,5.07887779373548,0
saa,12,4,3,116,0.844827586206897,0.155172413793103,30.553849416242,23.0020328632484,21.9979348399558,6.4931347329669,0.547418184941102,0.230020328632484,3.1438131606176,1.83828867392579,0.122022044432611,11.0231601697755,-10.9011381253429,2.53943889686775,0.00161719268094102
saa,12,4,4,116,0.844827586206897,0.155172413793103,69.6819088065762,86.5154259991116,74.1897586194474,13.5621699259765,0.914711152632869,0.576769506660744,2.026528887477,1.51989666560775,5.30013527390319,0.00225911986725215,5.29787615403594,11.5121229991338,0.772043834736642
saa,12,5,1,98,0.520408163265306,0.479591836734694,192.035538725954,208.26532807968,210.761496485641,18.0933801989287,0.990531958826328,0.6942177602656,1.66497861664348,0.99960278802401,1.69311914510604,1.8917313736654,-0.19861222855936,97.0616542173696,3.97097220753224
