path_id,state_id,terminal_state_k,terminal_stage,T_total_dro_kg,actual_I_total_dro_kg,actual_terminal_gap_kg,service_preserving_max_terminal_total_kg,service_preserving_min_terminal_gap_kg,system_total_shortfall_lower_bound_kg,spatial_excess_gap_kg,physical_total_sufficient,physical_spatial_feasible,actual_total_sufficient,actual_spatial_mismatch,path_classification,max_total_status,min_gap_status,solve_pass,initial_total_inventory_kg,total_storage_capacity_kg,max_conservation_residual,target_gap_reconstruction_residual
369,12,151,5,382.364473540397,382.998409272046,53.917896683586,382.998409272046,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
405,17,191,6,578.512356224272,467.375382169589,111.136974054682,473.088409272046,105.423946952225,105.423946952225,4.2632564145606e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
419,13,159,5,355.126452344801,405.267093140662,0,405.267093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
421,17,191,5,578.512356224272,405.267093140662,173.245263083609,405.267093140662,173.245263083609,173.245263083609,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
424,14,167,5,299.484469224306,461.805101509697,0,461.805101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
446,12,151,5,382.364473540397,346.415744987874,49.2060229873409,382.998409272046,0,0,0,1,1,0,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
461,12,151,5,382.364473540397,405.267093140662,22.3572858433994,405.267093140662,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
463,18,199,6,571.966287503776,468.797591396807,103.16869610697,473.088409272046,98.8778782317302,98.8778782317301,1.27897692436818e-13,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.86517468137026e-14,5.6843418860808e-14
464,19,207,4,542.961636332278,371.715101509697,171.24653482258,371.715101509697,171.24653482258,171.24653482258,8.5265128291212e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,0
505,16,183,6,585.059146032685,551.895101509697,33.1640445229878,551.895101509697,33.1640445229879,33.1640445229878,9.9475983006414e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,1.13686837721616e-13
508,13,159,6,355.126452344801,495.357093140662,0,495.357093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,5.6843418860808e-14
509,12,151,6,382.364473540397,551.895101509697,0,551.895101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
510,14,167,5,299.484469224306,405.267093140662,0,405.267093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
525,14,167,6,299.484469224306,425.509425345521,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.70530256582424e-13
534,14,167,5,299.484469224306,405.267093140662,0,405.267093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,1.13686837721616e-13
539,14,167,7,299.484469224306,569.430729016305,0,604.316289041713,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,4.9737991503207e-14,0
555,14,167,5,299.484469224306,345.570938666981,18.7910459342233,382.998409272046,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,5.6843418860808e-14
571,13,159,5,355.126452344801,405.267093140662,0,405.267093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
574,12,151,5,382.364473540397,511.598280672679,1.70530256582424e-13,511.598280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,1.13686837721616e-13
587,18,199,7,571.966287503776,630.070469127302,0,630.070469127302,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,4.9737991503207e-14,0
611,14,167,4,299.484469224306,315.177093140662,1.91869111176857e-06,315.177093140662,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
618,14,167,5,299.484469224306,349.566306807588,0,382.998409272046,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
635,14,167,7,299.484469224306,511.028476013769,0,513.385230109065,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
647,14,167,6,299.484469224306,410.866224953676,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.86517468137026e-14,5.6843418860808e-14
652,13,159,7,355.126452344801,406.403596752829,1.20792265079217e-12,497.985101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.39808173319034e-14,0
654,18,199,4,571.966287503776,421.508280672679,150.458006831098,421.508280672679,150.458006831098,150.458006831098,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
674,17,191,5,578.512356224272,405.267093140662,173.245263083609,405.267093140662,173.245263083609,173.245263083609,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,1.13686837721616e-13
699,16,183,5,585.059146032685,511.598280672679,73.4608653600065,511.598280672679,73.4608653600065,73.4608653600064,8.5265128291212e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
715,12,151,6,382.364473540397,495.357093140662,0,495.357093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
719,16,183,7,585.059146032685,584.913847057608,1.33674340051741,584.913847057608,0.145298975077054,0.145298975077139,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,4.9737991503207e-14,1.13686837721616e-13
764,12,151,6,382.364473540397,406.122600692429,30.5195912719627,457.688280672679,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
770,17,191,5,578.512356224272,511.598280672679,66.914075551593,511.598280672679,66.914075551593,66.914075551593,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
787,18,199,5,571.966287503776,461.805101509697,110.161185994079,461.805101509697,110.161185994079,110.161185994079,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
803,14,167,6,299.484469224306,436.55416678026,0,473.088409272046,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
808,14,167,5,299.484469224306,492.478262477401,0,492.478262477401,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,1.13686837721616e-13
844,18,199,5,571.966287503776,511.598280672679,60.3680068310977,511.598280672679,60.3680068310979,60.3680068310979,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.70530256582424e-13
898,12,151,5,382.364473540397,405.267093140662,32.302905219034,405.267093140662,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
907,12,151,4,382.364473540397,315.177093140662,76.061083133715,315.177093140662,67.1873803997348,67.1873803997348,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.06581410364015e-14,0
908,16,183,5,585.059146032685,405.267093140662,179.792052892023,405.267093140662,179.792052892023,179.792052892023,8.5265128291212e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
928,17,191,6,578.512356224272,439.6689339533,138.843422270972,473.088409272046,105.423946952225,105.423946952225,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
942,17,191,5,578.512356224272,461.805101509697,116.707254714574,461.805101509697,116.707254714574,116.707254714574,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
955,17,191,6,578.512356224272,551.895101509697,26.9381741917274,551.895101509697,26.6172547145743,26.6172547145743,4.2632564145606e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
974,12,151,5,382.364473540397,461.805101509697,9.36209123791033,461.805101509697,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
975,14,167,7,299.484469224306,547.29458207234,0,563.178409272046,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
977,18,199,5,571.966287503776,461.805101509697,110.161185994079,461.805101509697,110.161185994079,110.161185994079,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
981,18,199,4,571.966287503776,421.508280672679,150.458006831098,421.508280672679,150.458006831098,150.458006831098,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
983,17,191,6,578.512356224272,551.895101509697,26.617297954523,551.895101509697,26.6172547145743,26.6172547145743,4.2632564145606e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
999,13,159,6,355.126452344801,413.098375445122,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
1038,12,151,5,382.364473540397,367.680926205093,49.2060229873413,382.998409272046,0,0,0,1,1,0,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
1115,19,207,5,542.961636332278,405.267093140662,137.694543191615,405.267093140662,137.694543191615,137.694543191615,1.13686837721616e-13,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
1128,14,167,4,299.484469224306,315.177093140662,6.592710235509e-07,315.177093140662,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
1136,17,191,6,578.512356224272,601.688280672678,0.419344573428987,601.688280672679,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,3.41060513164848e-13
1153,18,199,6,571.966287503776,495.357093140662,76.6091943631143,495.357093140662,76.6091943631143,76.6091943631143,1.4210854715202e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
1159,14,167,4,299.484469224306,371.715101509697,0.284578398735476,371.715101509697,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,0
1173,17,191,6,578.512356224272,495.357093140662,83.1552630836094,495.357093140662,83.1552630836094,83.1552630836094,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,5.6843418860808e-14
1195,17,191,5,578.512356224272,461.805101509697,116.707254714574,461.805101509697,116.707254714574,116.707254714574,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
1238,12,151,5,382.364473540397,405.267093140662,22.3572858433994,405.267093140662,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
1241,13,159,7,355.126452344801,550.740555397006,0,563.178409272046,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
1259,13,159,6,355.126452344801,584.124366408445,0,584.124366408445,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
1283,18,199,5,571.966287503776,511.598280672679,60.3680068310979,511.598280672679,60.3680068310979,60.3680068310978,4.2632564145606e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
1290,13,159,5,355.126452344801,405.267093140662,0,405.267093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
1361,12,151,5,382.364473540397,461.805101509697,0.378756523353786,461.805101509697,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
1400,17,191,6,578.512356224272,463.842867500734,114.669488723537,473.088409272046,105.423946952225,105.423946952225,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,2.27373675443232e-13
1419,16,183,5,585.059146032685,511.598280672678,73.4608653600066,511.598280672679,73.4608653600065,73.4608653600064,2.8421709430404e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
1426,13,159,4,355.126452344801,315.177093140662,39.9493611899896,315.177093140662,39.9493592041392,39.9493592041392,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.06581410364015e-14,5.6843418860808e-14
1447,14,167,6,299.484469224306,435.935463738603,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.70530256582424e-13
1451,18,199,6,571.966287503776,495.357093140662,76.6091943631144,495.357093140662,76.6091943631143,76.6091943631143,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,5.6843418860808e-14
1466,13,159,4,355.126452344801,421.508280672679,0,421.508280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,5.6843418860808e-14
1476,12,151,5,382.364473540397,378.628988382914,61.4084949023488,382.998409272046,0,0,0,1,1,0,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
1484,12,151,7,382.364473540397,558.079986261725,0,563.178409272046,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
1493,14,167,4,299.484469224306,421.508280672679,0,421.508280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,5.6843418860808e-14
1529,19,207,6,542.961636332278,551.895101509697,12.8036604251022,551.895101509697,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,2.27373675443232e-13
1534,17,191,5,578.512356224272,511.598280672679,68.0723844193258,511.598280672679,66.914075551593,66.9140755515929,2.8421709430404e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
1537,12,151,4,382.364473540397,371.715101509697,42.4111097794002,371.715101509697,10.6493720306998,10.6493720306998,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,5.6843418860808e-14
1543,18,199,5,571.966287503776,405.267093140662,166.699194363114,405.267093140662,166.699194363114,166.699194363114,2.8421709430404e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
1565,14,167,4,299.484469224306,371.715101509697,17.5048978577141,371.715101509697,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,0
1589,13,159,4,355.126452344801,315.177093140662,60.4054268998175,315.177093140662,39.9493592041392,39.9493592041392,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.06581410364015e-14,5.6843418860808e-14
1595,12,151,6,382.364473540397,413.306878176677,23.3353137877147,457.688280672679,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
1607,12,151,4,382.364473540397,315.177093140662,113.28247612476,315.177093140662,67.1873803997348,67.1873803997348,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
1631,14,167,6,299.484469224306,436.484929855306,0,479.956964541294,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
1642,12,151,6,382.364473540397,423.835539605867,20.5067008618392,457.688280672679,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
1675,14,167,6,299.484469224306,551.895101509697,0,551.895101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
1708,16,183,4,585.059146032685,371.715101509697,213.344044522988,371.715101509697,213.344044522988,213.344044522988,2.8421709430404e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
1727,17,191,6,578.512356224272,551.895101509697,27.1271480046327,551.895101509697,26.6172547145743,26.6172547145743,4.2632564145606e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
1734,19,207,5,542.961636332278,461.805101509697,81.1565348225804,461.805101509697,81.1565348225804,81.1565348225803,1.13686837721616e-13,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
1756,13,159,5,355.126452344801,378.786355837359,2.65019872493099,382.998409272046,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
1759,12,151,4,382.364473540397,371.715101509697,48.84164450104,371.715101509697,10.6493720306998,10.6493720306998,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,1.13686837721616e-13
1793,18,199,4,571.966287503776,421.508280672679,150.458006831098,421.508280672679,150.458006831098,150.458006831098,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
1796,13,159,4,355.126452344801,315.177093140662,60.6254920234234,315.177093140662,39.9493592041392,39.9493592041392,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.06581410364015e-14,0
1803,18,199,6,571.966287503776,601.688280672679,0,601.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,1.13686837721616e-13
1832,16,183,6,585.059146032685,551.895101509697,33.1640445229879,551.895101509697,33.1640445229879,33.1640445229878,9.9475983006414e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
1888,17,191,7,578.512356224272,624.051119549683,1.36256516086655,624.051119549683,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
1902,12,151,5,382.364473540397,362.281157194825,72.46878740594,382.998409272046,0,0,0,1,1,0,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,5.6843418860808e-14
1919,19,207,7,542.961636332278,624.051119549683,0,624.051119549683,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
1931,16,183,4,585.059146032685,421.508280672679,163.550865360006,421.508280672679,163.550865360006,163.550865360006,5.6843418860808e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
1944,12,151,6,382.364473540397,495.357093140662,0,495.357093140662,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,7.105427357601e-15,1.70530256582424e-13
1962,14,167,6,299.484469224306,418.041798690995,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
1989,17,191,6,578.512356224272,601.688280672679,1.38866089571653,601.688280672679,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
2005,19,207,5,542.961636332278,511.598280672679,31.363355659599,511.598280672679,31.363355659599,31.3633556595989,1.49213974509621e-13,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
2017,12,151,4,382.364473540397,315.177093140662,116.07495745802,315.177093140662,67.1873803997348,67.1873803997348,0,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.06581410364015e-14,5.6843418860808e-14
2030,14,167,6,299.484469224306,420.650481477131,0,457.688280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,5.6843418860808e-14
2078,17,191,6,578.512356224272,551.895101509697,26.6172979545229,551.895101509697,26.6172547145743,26.6172547145743,4.2632564145606e-14,0,0,0,0,A,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
2085,12,151,5,382.364473540397,383.33300559351,32.792462841311,432.791588435028,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.1316282072803e-14,0
2113,14,167,5,299.484469224306,501.663831828596,0,501.663831828596,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.59872115546023e-14,5.6843418860808e-14
2114,18,199,6,571.966287503776,579.419596804063,7.1735817220289,579.419596804063,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
2124,16,183,7,585.059146032685,624.145220195663,0,624.145220195663,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,2.8421709430404e-14,0
2134,19,207,6,542.961636332278,551.895101509697,9.03197647235841,551.895101509697,0,0,0,1,1,1,1,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,1.13686837721616e-13
2141,13,159,6,355.126452344801,551.895101509697,0,551.895101509697,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,0
2151,14,167,5,299.484469224306,511.598280672679,0,511.598280672679,0,0,0,1,1,1,0,C,OPTIMAL,OPTIMAL,1,166.638409272046,750,1.4210854715202e-14,2.27373675443232e-13
