path_id,checkpoint_relative_hour,failure_type,arrival_stage,final_intensity,final_location,final_gap,tail_group,current_inventory_kg,target_total_kg,real_remaining_hour_count,expected_remaining_hour_count,hydrogen_side_recovered,required_extra_H2_kg,alpha_required_uniform,required_total_added_kW_proxy,site1_increment_necessary,site2_increment_necessary,site3_increment_necessary,site4_increment_necessary,joint_grid_feasible,full_candidate_stress_feasible,partially_clipped,grid_aware_identifiable,grid_aware_recovery_supported,classification,grid_clipped_hours,critical_bus,critical_branch,minimum_voltage,minimum_voltage_margin,joint_grid_hostable_extra_H2_kg,grid_aware_recovery_margin_kg,site1_effective_increment_summary,site2_effective_increment_summary,site3_effective_increment_summary,site4_effective_increment_summary,not_identifiable_reason
1580,-4,mixed,4,4,3,24.61068681,difficult4,324.402726707,386.76593055,4,4,YES,2.303203743,0.153393522677,29.5282531154,NO,NO,NO,NO,YES,NO,YES,YES,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,4,18,1,0.9,0,-5.45206564719,-7.75526949019,min=8.25366e-11;mean=6.3983e-10;max=9.56788e-10;sum=2.55932e-09 kW,min=0;mean=0;max=0;sum=0 kW,min=-94.5592;mean=-69.8983;max=-52.4627;sum=-279.593 kW,min=0;mean=0;max=0;sum=0 kW,
3269,-4,mixed,7,5,5,58.3914159486,difficult4,381.09797991,455.499334558,4,4,YES,14.341354548,0.955135168032,183.863519846,YES,YES,YES,YES,YES,NO,YES,YES,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,4,18,1,0.9,0,-5.45206564719,-19.7934202952,min=8.25366e-11;mean=6.3983e-10;max=9.56788e-10;sum=2.55932e-09 kW,min=0;mean=0;max=0;sum=0 kW,min=-94.5592;mean=-69.8983;max=-52.4627;sum=-279.593 kW,min=0;mean=0;max=0;sum=0 kW,
3381,-4,mixed,5,4,1,64.9716701245,difficult4,305.071405215,374.764778406,4,4,YES,9.633373091,0.641583289444,123.504783218,YES,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.912956415176,0.0129564151764,15.015,5.381626809,min=75;mean=75;max=75;sum=300 kW,min=50;mean=50;max=50;sum=200 kW,min=30;mean=30;max=30;sum=120 kW,min=37.5;mean=37.5;max=37.5;sum=150 kW,
3997,-4,mixed,4,4,4,44.3673461149,difficult4,360.901906248,423.861526765,4,4,YES,2.899620417,0.193114912887,37.1746207308,NO,NO,NO,NO,YES,NO,YES,YES,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,4,18,1,0.9,0,-5.45206564719,-8.35168616419,min=8.25366e-11;mean=6.3983e-10;max=9.56788e-10;sum=2.55932e-09 kW,min=0;mean=0;max=0;sum=0 kW,min=-94.5592;mean=-69.8983;max=-52.4627;sum=-279.593 kW,min=0;mean=0;max=0;sum=0 kW,
5055,-4,mixed,6,5,4,59.412066485,difficult4,472.98521084,546.93138762,4,4,YES,13.88617668,0.924820291708,178.027906154,YES,YES,YES,YES,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.903429562652,0.00342956265178,15.015,1.12882322,min=75;mean=75;max=75;sum=300 kW,min=50;mean=50;max=50;sum=200 kW,min=30;mean=30;max=30;sum=120 kW,min=37.5;mean=37.5;max=37.5;sum=150 kW,
6098,-4,mixed,5,5,2,30.665857873,difficult4,476.862409557,543.056863022,4,4,YES,6.134453365,0.408555002664,78.6468380128,NO,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.912956415176,0.0129564151764,15.015,8.880546535,min=75;mean=75;max=75;sum=300 kW,min=50;mean=50;max=50;sum=200 kW,min=30;mean=30;max=30;sum=120 kW,min=37.5;mean=37.5;max=37.5;sum=150 kW,
6266,-4,mixed,5,5,4,42.1319777437,difficult4,476.862409557,546.93138762,4,4,YES,10.008977963,0.666598598934,128.320230295,YES,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.912956415176,0.0129564151764,15.015,5.006021937,min=75;mean=75;max=75;sum=300 kW,min=50;mean=50;max=50;sum=200 kW,min=30;mean=30;max=30;sum=120 kW,min=37.5;mean=37.5;max=37.5;sum=150 kW,
7392,-4,mixed,7,5,2,54.8526825205,difficult4,471.976883932,543.056863022,4,4,YES,11.01997899,0.733931334665,141.281781923,YES,NO,NO,NO,YES,NO,YES,YES,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,4,18,1,0.9,0,-5.45206564719,-16.4720447372,min=8.25366e-11;mean=6.3983e-10;max=9.56788e-10;sum=2.55932e-09 kW,min=0;mean=0;max=0;sum=0 kW,min=-94.5592;mean=-69.8983;max=-52.4627;sum=-279.593 kW,min=0;mean=0;max=0;sum=0 kW,
7669,-4,mixed,5,5,4,41.0614092413,difficult4,476.862409557,546.93138762,4,4,YES,10.008977963,0.666598598934,128.320230295,YES,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.912956415176,0.0129564151764,15.015,5.006021937,min=75;mean=75;max=75;sum=300 kW,min=50;mean=50;max=50;sum=200 kW,min=30;mean=30;max=30;sum=120 kW,min=37.5;mean=37.5;max=37.5;sum=150 kW,
8384,-4,mixed,4,4,3,31.5594161696,difficult4,324.402726707,386.76593055,4,4,YES,2.303203743,0.153393522677,29.5282531154,NO,NO,NO,NO,YES,NO,YES,YES,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,4,18,1,0.9,0,-5.45206564719,-7.75526949019,min=8.25366e-11;mean=6.3983e-10;max=9.56788e-10;sum=2.55932e-09 kW,min=0;mean=0;max=0;sum=0 kW,min=-94.5592;mean=-69.8983;max=-52.4627;sum=-279.593 kW,min=0;mean=0;max=0;sum=0 kW,
8440,-4,mixed,4,4,4,42.2401159909,difficult4,360.901906248,423.861526765,4,4,YES,2.899620417,0.193114912887,37.1746207308,NO,NO,NO,NO,YES,NO,YES,YES,NO,GRID_CLIPPING_REMOVES_RECOVERY_SUPPORT,4,18,1,0.9,0,-5.45206564719,-8.35168616419,min=8.25366e-11;mean=6.3983e-10;max=9.56788e-10;sum=2.55932e-09 kW,min=0;mean=0;max=0;sum=0 kW,min=-94.5592;mean=-69.8983;max=-52.4627;sum=-279.593 kW,min=0;mean=0;max=0;sum=0 kW,
8716,-4,mixed,5,5,4,42.5638992717,difficult4,476.862409557,546.93138762,4,4,YES,10.008977963,0.666598598934,128.320230295,YES,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.912956415176,0.0129564151764,15.015,5.006021937,min=75;mean=75;max=75;sum=300 kW,min=50;mean=50;max=50;sum=200 kW,min=30;mean=30;max=30;sum=120 kW,min=37.5;mean=37.5;max=37.5;sum=150 kW,
9334,-4,pure_quantity,5,4,3,26.1817912012,difficult4,323.849042681,386.76593055,4,4,YES,2.856887769,0.190268915684,36.6267662692,NO,NO,NO,NO,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.912956415176,0.0129564151764,15.015,12.158112131,min=75;mean=75;max=75;sum=300 kW,min=50;mean=50;max=50;sum=200 kW,min=30;mean=30;max=30;sum=120 kW,min=37.5;mean=37.5;max=37.5;sum=150 kW,
9638,-4,mixed,5,4,3,29.8830375765,difficult4,314.171343625,386.76593055,4,4,YES,12.534586825,0.834804317349,160.69983109,YES,YES,NO,YES,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.912956415176,0.0129564151764,15.015,2.480413075,min=75;mean=75;max=75;sum=300 kW,min=50;mean=50;max=50;sum=200 kW,min=30;mean=30;max=30;sum=120 kW,min=37.5;mean=37.5;max=37.5;sum=150 kW,
9825,-4,mixed,5,5,2,54.7076288417,difficult4,470.687471146,543.056863022,4,4,YES,12.309391776,0.819806312088,157.812715077,YES,YES,NO,YES,YES,YES,NO,YES,YES,FULL_CANDIDATE_HOSTABLE_AND_SUPPORTED,0,18,1,0.912956415176,0.0129564151764,15.015,2.705608124,min=75;mean=75;max=75;sum=300 kW,min=50;mean=50;max=50;sum=200 kW,min=30;mean=30;max=30;sum=120 kW,min=37.5;mean=37.5;max=37.5;sum=150 kW,
