path_id,state_sequence,termination_stage,terminal_a,terminal_loc,difficulty_tier,terminal_site_gap,terminal_total_quantity_shortfall,terminal_spatial_component,terminal_gap_class,total_H2_production,terminal_inventory_total,ordinary_shortage_total,total_HTT,target_site1,target_site2,target_site3,target_site4,inventory_site1,inventory_site2,inventory_site3,inventory_site4,gap_site1,gap_site2,gap_site3,gap_site4
3974,81-92-117-183-256-264-256-248,4,4,2,最极端1%,130.901776754,118.371742084,12.53003467,MIXED_QUANTITY_AND_SPATIAL,228.547934353,277.153622637,25.9672790125,0,168.321498891,60.2781032687,34.3670729582,132.558689603,114.332437884,72.8081379386,31.9100677951,58.1029790192,53.9890610069,0,2.4570051631,74.4557105841
2316,81-106-107-157-166-199-208-192,6,4,4,最极端1%,130.592051561,130.592051561,2.84217094304e-14,PURE_QUANTITY_SHORTFALL,369.135,293.269475204,0,44.666024046,168.56298044,132.558988567,40.9131822127,81.8263755451,143.869322324,52.3050409279,30.4001253523,66.6949865999,24.6936581168,80.253947639,10.5130568604,15.1313889452
8764,81-58-75-117-191-200-208-192,5,4,3,最极端1%,127.778598356,127.778598356,2.84217094304e-14,PURE_QUANTITY_SHORTFALL,260.715,258.987332194,14.6448510596,12.16161425,184.298449791,82.4559747849,34.3670602262,85.6444457484,100.588934642,59.4746425781,28.1635598782,70.7601950962,83.7095151491,22.9813322069,6.20350034802,14.8842506522
4516,81-67-126-199-184-176-192-232,4,4,4,最极端1%,127.179117209,127.179117209,2.84217094304e-14,PURE_QUANTITY_SHORTFALL,228.547934353,296.682409557,45.4960659317,44.2330858302,168.56298044,132.558988567,40.9131822127,81.8263755451,155.510594454,42.1645033651,36.9770547159,62.0302570215,13.0523859864,90.3944852018,3.93612749677,19.7961185237
6065,81-115-190-239-240-256-272-280,4,5,2,最极端1%,126.254453466,126.254453466,0,PURE_QUANTITY_SHORTFALL,348.667934353,416.802409557,45.4960659317,78.4919289104,229.663686475,96.284841278,44.1863287464,172.922006523,173.273018474,62.49766326,32.3050517408,148.726676082,56.3906680009,33.787178018,11.8812770056,24.1953304412
2962,81-90-91-156-221-263-280-248,6,5,5,最极端1%,121.318635594,121.079705211,0.238930382853,MIXED_QUANTITY_AND_SPATIAL,377.91,334.419629347,32.3751541432,38.6598839092,222.566581025,72.5527245908,44.1862627463,116.193766196,174.260187284,72.7916549736,19.2402232628,68.1275638269,48.3063937417,0,24.9460394835,48.0662023687
4694,81-91-76-118-175-192-184-176,5,4,1,最极端1%,120.234107624,94.3363691338,25.8977384898,MIXED_QUANTITY_AND_SPATIAL,257.79,280.428409272,39.0109281376,8.68597939322,157.106485851,49.9139415109,31.912611987,135.831739057,111.485791595,72.9638291681,34.7604628196,61.2183256898,45.6206942562,0,0,74.6134133674
6499,81-67-85-126-191-216-280-280,5,4,3,最极端1%,119.012521278,119.012521278,2.84217094304e-14,PURE_QUANTITY_SHORTFALL,245.115,267.753409272,39.0109281376,35.4659269856,184.298449791,82.4559747849,34.3670602262,85.6444457484,133.005633329,48.6105551412,29.4672800738,56.6699407286,51.2928164622,33.8454196437,4.89978015248,28.9745050198
7767,81-58-67-84-93-126-183-248,7,4,2,最极端1%,118.237955165,118.237955165,5.68434188608e-14,PURE_QUANTITY_SHORTFALL,353.152934353,277.287409557,45.4960659317,30.1954402405,168.321498891,60.2781032687,34.3670729582,132.558689603,142.177878125,48.0849444402,25.8742592305,61.1503277609,26.1436207663,12.1931588285,8.49281372769,71.4083618424
2636,81-68-133-175-184-232-280-240,4,4,1,最极端1%,117.50870037,117.50870037,-5.68434188608e-14,PURE_QUANTITY_SHORTFALL,234.617668764,257.256078036,0,38.605237023,157.106485851,49.9139415109,31.912611987,135.831739057,129.376502922,45.70628184,20.4066868706,61.766606404,27.7299829292,4.20765967092,11.5059251163,74.0651326531
1628,81-82-155-220-278-239-232-248,6,5,2,最极端1%,116.858719011,116.858719011,-4.26325641456e-14,PURE_QUANTITY_SHORTFALL,468.787934353,426.198144012,33.275734455,79.8919972115,229.663686475,96.284841278,44.1863287464,172.922006523,219.113560307,73.4695951983,27.8314608344,105.783527672,10.5501261682,22.8152460797,16.3548679121,67.1384788507
6969,81-66-69-126-183-120-144-208,5,4,2,最极端1%,116.071955449,116.071955449,4.26325641456e-14,PURE_QUANTITY_SHORTFALL,256.815,279.453409272,39.0109281376,32.8314611889,168.321498891,60.2781032687,34.3670729582,132.558689603,140.715872174,48.8735908756,31.2653653759,58.5985808462,27.605626717,11.4045123931,3.10170758226,73.960108757
282,81-154-220-263-256-208-280-272,4,5,5,最极端1%,115.648404281,84.1929909333,31.4554133478,MIXED_QUANTITY_AND_SPATIAL,348.667934353,371.306343625,0,29.3141664871,222.566581025,72.5527245908,44.1862627463,116.193766196,172.758723532,104.008137939,32.4744063447,62.0650758095,49.8078574934,0,11.7118564015,54.1286903861
6008,81-68-69-126-183-200-272-184,5,4,2,最极端1%,112.927221038,112.927221038,0,PURE_QUANTITY_SHORTFALL,259.959734411,282.598143683,39.0109281376,32.7460434236,168.321498891,60.2781032687,34.3670729582,132.558689603,143.470361867,48.9233930485,31.6058079222,58.5985808462,24.8511370247,11.3547102202,2.76126503602,73.960108757
9870,81-68-61-126-183-240-256-272,5,4,2,最极端1%,112.927221038,112.927221038,0,PURE_QUANTITY_SHORTFALL,259.959734411,282.598143683,39.0109281376,33.9044264236,168.321498891,60.2781032687,34.3670729582,132.558689603,143.470361867,48.9233930485,31.6058079222,58.5985808462,24.8511370247,11.3547102202,2.76126503602,73.960108757
1192,81-74-117-191-224-200-240-256,4,4,3,最极端1%,109.612307913,109.612307913,0,PURE_QUANTITY_SHORTFALL,228.547934353,277.153622637,25.9672790125,0,184.298449791,82.4559747849,34.3670602262,85.6444457484,114.332437884,72.8081379386,31.9100677951,58.1029790192,69.9660119063,9.64783684632,2.45699243116,27.5414667292
6055,81-75-117-191-184-216-208-272,4,4,3,最极端1%,109.612307913,109.612307913,0,PURE_QUANTITY_SHORTFALL,228.547934353,277.153622637,25.9672790125,0,184.298449791,82.4559747849,34.3670602262,85.6444457484,114.332437884,72.8081379386,31.9100677951,58.1029790192,69.9660119063,9.64783684632,2.45699243116,27.5414667292
518,81-162-164-213-255-240-280-280,5,5,4,最极端1%,109.586929435,109.586929435,-1.13686837722e-13,PURE_QUANTITY_SHORTFALL,453.716977051,437.344458186,0,53.5204797703,220.386801719,137.407832013,70.1586416901,118.978112198,211.712455278,109.267684197,27.3020102445,89.0623084666,8.67434644085,28.1401478165,42.8566314457,29.9158037319
3645,81-99-148-117-206-247-256-280,6,5,3,最极端1%,108.987270217,108.987270217,9.94759830064e-14,PURE_QUANTITY_SHORTFALL,468.787934353,443.340693433,50.4182838761,59.4385990485,222.567734271,130.103902281,58.9149805351,140.741346562,211.452427497,110.904640831,21.4583935284,99.525231576,11.1153067739,19.1992614499,37.4565870067,41.216114986
326,81-107-108-125-134-199-192-184,6,4,4,最极端1%,107.394627906,107.394627906,0,PURE_QUANTITY_SHORTFALL,362.895,316.466898859,29.4374236554,53.9351118651,168.56298044,132.558988567,40.9131822127,81.8263755451,166.531311654,49.0522890679,29.4352887209,71.4480094163,2.03166878628,83.506699499,11.4778934918,10.3783661289
1145,81-98-163-156-198-247-184-264,6,5,3,最极端1%,106.930370106,106.930370106,2.84217094304e-14,PURE_QUANTITY_SHORTFALL,468.787934353,445.397593543,52.4751839868,64.4418424087,222.567734271,130.103902281,58.9149805351,140.741346562,205.820588623,88.3174732221,28.1706134843,123.088918214,16.7471456484,41.7864290587,30.7443670507,17.652428348
8842,81-74-68-126-191-256-184-184,5,4,3,最极端1%,106.337521278,106.337521278,2.84217094304e-14,PURE_QUANTITY_SHORTFALL,257.79,280.428409272,39.0109281376,36.8105526189,184.298449791,82.4559747849,34.3670602262,85.6444457484,144.320256021,48.8047745729,30.7949441891,56.5084344887,39.9781937694,33.651200212,3.57211603713,29.1360112597
1096,81-66-91-76-150-191-208-240,6,4,3,最极端1%,102.814964655,101.146578205,1.66838645057,MIXED_QUANTITY_AND_SPATIAL,361.484877142,285.619352345,0,4.66747276913,184.298449791,82.4559747849,34.3670602262,85.6444457484,117.832437884,65.9336672541,36.0354466768,65.81780053,66.4660119063,16.5223075308,0,19.8266452184
3724,81-106-163-222-263-200-120-184,5,5,5,最极端1%,100.803445608,100.803445608,-1.42108547152e-14,PURE_QUANTITY_SHORTFALL,348.667934353,354.69588895,22.4004734629,36.9937698849,222.566581025,72.5527245908,44.1862627463,116.193766196,170.410974758,72.416123348,28.6178578261,83.2509330179,52.1556062672,0.136601242758,15.5684049202,32.9428331777
1633,81-74-147-141-182-247-216-264,6,5,3,最极端1%,99.9125481619,99.9125481619,9.94759830064e-14,PURE_QUANTITY_SHORTFALL,468.787934353,452.415415487,59.4930059307,66.6848080979,222.567734271,130.103902281,58.9149805351,140.741346562,206.164441287,86.6364524334,34.6264905277,124.988031239,16.403292984,43.4674498474,24.2884900073,15.7533153232
9428,81-123-132-205-247-240-192-184,5,5,3,最极端1%,99.9125481619,99.9125481619,1.13686837722e-13,PURE_QUANTITY_SHORTFALL,468.787934353,452.415415487,0,30.6255407057,222.567734271,130.103902281,58.9149805351,140.741346562,206.030896667,121.096309264,36.2259010894,89.0623084666,16.5368376039,9.00759301685,22.6890794457,51.6790380954
